建築物名稱,村里別,地址,經緯度,地下樓層數,可容納人數,轄管分局,編號,備註,placemark_address
財團法人紡織研究所,溪州里,雲林縣斗六市溪州里科加路20號,"23.73673, 120.54723",1.0,2204.0,斗六分局,170.0,,雲林縣斗六市溪州里科加路20號
"正新橡膠工業  羅結",溪洲里,雲林縣斗六市溪洲里科加二路8號,"23.73479, 120.54825",1.0,1493.0,斗六分局,171.0,,雲林縣斗六市溪洲里科加二路8號
國紡企業股份有限公司,溪洲里,雲林縣斗六市溪洲里科加三路8號,"23.73371, 120.54687",1.0,3693.0,斗六分局,172.0,,雲林縣斗六市溪洲里科加三路8號
環球科技大學,嘉東里,雲林縣斗六市嘉東里鎮南路1121號,"23.68415, 120.54995",1.0,10344.0,斗六分局,173.0,A處4483人、B處3110人、C處1291人、D處1460人,雲林縣斗六市嘉東里鎮南路1121號
私立維多利亞小學,嘉東里,雲林縣斗六市嘉東里鎮南路1110號,"23.67924, 120.55253",1.0,256.0,斗六分局,174.0,小學154人、中學102人,雲林縣斗六市嘉東里鎮南路1110號
德安開發公司,榴中里,雲林縣斗六市榴中里石榴路369巷133號,"23.73003, 120.59195",1.0,790.0,斗六分局,175.0,,雲林縣斗六市榴中里石榴路369巷133號
福懋公司,榴中里,雲林縣斗六市榴中里河南街319號,"23.71246, 120.57595",1.0,1989.0,斗六分局,176.0,一廠895人、二廠1094人,雲林縣斗六市榴中里河南街319號
順晉實業,榴中里,雲林縣斗六市榴中里復興路56號,"23.7241, 120.5993",1.0,264.0,斗六分局,177.0,,雲林縣斗六市榴中里復興路56號
惠洋工業,榴中里,雲林縣斗六市榴中里民有街22號,"23.72026, 120.59394",1.0,140.0,斗六分局,178.0,,雲林縣斗六市榴中里民有街22號
雲乳食品,榴中里,雲林縣斗六市工業路79號,"23.72179, 120.58956",1.0,83.0,斗六分局,179.0,,雲林縣斗六市工業路79號
茂一電子,榴中里,雲林縣斗六市工業路93號,"23.72258, 120.59127",1.0,116.0,斗六分局,180.0,,雲林縣斗六市工業路93號
國興畜產,榴中里,雲林縣斗六市榴中里工業路115號,"23.72341, 120.59695",1.0,176.0,斗六分局,181.0,,雲林縣斗六市榴中里工業路115號
大勝公司,榴中里,雲林縣斗六市榴中里工業路99號,"23.72253, 120.59286",1.0,88.0,斗六分局,182.0,,雲林縣斗六市榴中里工業路99號
國興畜產,榴中里,雲林縣斗六市榴中里工業路115號,"23.72341, 120.59695",1.0,176.0,斗六分局,183.0,,雲林縣斗六市榴中里工業路115號
眾鉅公司,榴中里,雲林縣斗六市榴中里工業路109號,"23.72277, 120.59527",1.0,222.0,斗六分局,184.0,,雲林縣斗六市榴中里工業路109號
綠世紀公司,榴中里,雲林縣斗六市榴中里民有街16號,"23.72044, 120.59191",1.0,166.0,斗六分局,185.0,,雲林縣斗六市榴中里民有街16號
彰源公司,榴中里,雲林縣斗六市榴中里工業路122號,"23.72256, 120.598",1.0,275.0,斗六分局,186.0,,雲林縣斗六市榴中里工業路122號
廣瓏建設,榴中里,雲林縣斗六市榴中里石榴路228之6號,"23.697113,120.535072",1.0,1366.0,斗六分局,187.0,,雲林縣斗六市榴中里石榴路228之6號
賴建樹(福懋),榴中里,雲林縣斗六市榴中里石榴路317號,"23.7273, 120.58801",1.0,2563.0,斗六分局,188.0,一廠1003人、二廠692人、三廠868,雲林縣斗六市榴中里石榴路317號
彰源公司,榴中里,雲林縣斗六市民有街33號,"23.72145, 120.59527",1.0,244.0,斗六分局,189.0,本避難處所位於雲林縣斗六市民有街35號,雲林縣斗六市民有街33號
東峰公司,榴中里,雲林縣斗六市榴中里復興路28號,"23.72387, 120.59522",1.0,682.0,斗六分局,190.0,,雲林縣斗六市榴中里復興路28號
久泰精業股份有限公司,榴中里,斗六市榴中里民有街36號,"23.72126, 120.59666",1.0,178.0,斗六分局,191.0,,斗六市榴中里民有街36號
集隆公司,榴南里,雲林縣斗六市榴南里斗工十路152號,"23.71462, 120.59581",1.0,223.0,斗六分局,192.0,,雲林縣斗六市榴南里斗工十路152號
億霖公司,榴南里,雲林縣斗六市榴南里斗工二路33號,"23.71899, 120.59222",1.0,148.0,斗六分局,193.0,,雲林縣斗六市榴南里斗工二路33號
聚隆公司,榴南里,雲林縣斗六市榴南里斗工十路150號,"23.71455, 120.59541",1.0,138.0,斗六分局,194.0,,雲林縣斗六市榴南里斗工十路150號
小磨坊公司,榴南里,雲林縣斗六市榴南里斗工十二路15號,"23.71192, 120.59909",1.0,81.0,斗六分局,195.0,,雲林縣斗六市榴南里斗工十二路15號
述睦喜公司,榴南里,雲林縣斗六市榴南里斗工十路148號,"23.71413, 120.58988",1.0,202.0,斗六分局,196.0,,雲林縣斗六市榴南里斗工十路148號
鋼藝工業,榴南里,雲林縣斗六市榴南里斗工二路46號,"23.71899, 120.59222",1.0,142.0,斗六分局,197.0,,雲林縣斗六市榴南里斗工二路46號
台日古河銅箔公司,榴南里,雲林縣斗六市榴南里斗工二路8號,"23.71969, 120.59142",1.0,405.0,斗六分局,198.0,A棟224人、B棟181人,雲林縣斗六市榴南里斗工二路8號
尉山石材企業,榴南里,雲林縣斗六市榴南里斗工六路12號,"23.71761, 120.59385",1.0,91.0,斗六分局,199.0,,雲林縣斗六市榴南里斗工六路12號
富喬工業,榴南里,雲林縣斗六市榴南里9鄰斗工十六路8號,"23.70989, 120.59659",1.0,1395.0,斗六分局,200.0,一廠270人、二廠1125人,雲林縣斗六市榴南里9鄰斗工十六路8號
永寬化學,榴南里,雲林縣斗六市榴南里9鄰斗工六路36號,"23.71776, 120.59791",1.0,353.0,斗六分局,201.0,,雲林縣斗六市榴南里9鄰斗工六路36號
定欣公司,榴南里,雲林縣斗六市榴南里9鄰斗工八路29號,"23.7161, 120.59743",1.0,195.0,斗六分局,202.0,,雲林縣斗六市榴南里9鄰斗工八路29號
展頌公司,榴南里,雲林縣斗六市榴南里9鄰斗工十路156號,"23.71455, 120.59767",1.0,6578.0,斗六分局,203.0,,雲林縣斗六市榴南里9鄰斗工十路156號
,鎮北里,雲林縣斗六市鎮北里育英北街111巷61號,"23.716136506518268, 120.5495419669834",1.0,288.0,斗六分局,204.0,,雲林縣斗六市鎮北里育英北街111巷61號
永寬化學,榴南里,雲林縣斗六市榴南里斗工六路47號,"23.718, 120.59771",1.0,513.0,斗六分局,205.0,,雲林縣斗六市榴南里斗工六路47號
義美食品公司,榴南里,雲林縣斗六市榴南里18鄰斗工八路1號,"23.71541, 120.59208",1.0,4931.0,斗六分局,206.0,,雲林縣斗六市榴南里18鄰斗工八路1號
鴻太實業有限公司,榴北里,雲林縣斗六市榴北里科班路8號,"23.732583, 120.566581",1.0,490.0,斗六分局,207.0,,雲林縣斗六市榴北里科班路8號
和家建設有限公司,龍潭里,雲林縣斗六市龍潭里龍潭南路26號,"23.68980, 120.52891",1.0,424.0,斗六分局,208.0,,雲林縣斗六市龍潭里龍潭南路26號
,龍潭里,雲林縣斗六市龍潭里9鄰忠孝路155號,"23.69394, 120.52593",1.0,1584.0,斗六分局,209.0,,雲林縣斗六市龍潭里9鄰忠孝路155號
,龍潭里,雲林縣斗六市龍潭里忠孝路125號,"23.69397, 120.52703",1.0,966.0,斗六分局,210.0,,雲林縣斗六市龍潭里忠孝路125號
雲林科技大學,龍潭里,雲林縣斗六市龍潭里9鄰大學路3段123號,"23.69584, 120.53401",1.0,18822.0,斗六分局,211.0,行政樓3362人、資訊樓1132人、技職樓2387人、禮堂2387人、圖書館1132人、體育館5060人、教室3362人,雲林縣斗六市龍潭里9鄰大學路3段123號
,鎮北里,雲林縣斗六市鎮北里東興街168號,"23.71609, 120.54357",1.0,334.0,斗六分局,212.0,,雲林縣斗六市鎮北里東興街168號
,鎮北里,雲林縣斗六市鎮北里育英北街117號,"23.7161, 120.55111",1.0,497.0,斗六分局,213.0,,雲林縣斗六市鎮北里育英北街117號
,鎮北里,雲林縣斗六市鎮北里鎮北路138號,"23.7151, 120.5431",1.0,104.0,斗六分局,214.0,,雲林縣斗六市鎮北里鎮北路138號
,鎮北里,雲林縣斗六市鎮北里鎮北路68號,"23.71338, 120.54327",1.0,85.0,斗六分局,215.0,,雲林縣斗六市鎮北里鎮北路68號
,鎮北里,雲林縣斗六市鎮北里育英北街111巷45號,"23.71563, 120.5497",1.0,295.0,斗六分局,216.0,,雲林縣斗六市鎮北里育英北街111巷45號
,鎮北里,雲林縣斗六市鎮北里育英北街111巷45號,"23.7155, 120.54971",1.0,144.0,斗六分局,217.0,,雲林縣斗六市鎮北里育英北街111巷45號
,鎮西里,雲林縣斗六市鎮西里建成路41號,"23.70493, 120.53531",1.0,704.0,斗六分局,218.0,,雲林縣斗六市鎮西里建成路41號
,鎮西里,雲林縣斗六市鎮西里雲林路1段223號,"23.70537, 120.53446",1.0,127.0,斗六分局,219.0,,雲林縣斗六市鎮西里雲林路1段223號
天喜福第,鎮西里,雲林縣斗六市鎮西里建成路105號,"23.70391, 120.53377",1.0,829.0,斗六分局,220.0,,雲林縣斗六市鎮西里建成路105號
學府家園,鎮西里,雲林縣斗六市鎮西里同德街15號,"23.70169, 120.5339",1.0,464.0,斗六分局,221.0,,雲林縣斗六市鎮西里同德街15號
,鎮西里,雲林縣斗六市鎮西里建成路275號,"23.70296, 120.5325",1.0,456.0,斗六分局,222.0,,雲林縣斗六市鎮西里建成路275號
,鎮西里,雲林縣斗六市鎮西里安和街73號,"23.70212, 120.53422",1.0,126.0,斗六分局,223.0,,雲林縣斗六市鎮西里安和街73號
,鎮西里,雲林縣斗六市鎮西里建成路269號,"23.703, 120.53269",1.0,157.0,斗六分局,224.0,,雲林縣斗六市鎮西里建成路269號
,鎮西里,雲林縣斗六市鎮西里雲林路2段203號,"23.70377, 120.53259",1.0,239.0,斗六分局,225.0,,雲林縣斗六市鎮西里雲林路2段203號
,鎮西里,雲林縣斗六市鎮西里雲林路2段221號,"23.70348, 120.53215",1.0,430.0,斗六分局,226.0,,雲林縣斗六市鎮西里雲林路2段221號
,鎮西里,雲林縣斗六市鎮西里樂利街53號,"23.70132, 120.53556",1.0,515.0,斗六分局,227.0,,雲林縣斗六市鎮西里樂利街53號
,鎮西里,雲林縣斗六市鎮西里雲林路2段6巷59號,"23.70755, 120.53535",1.0,486.0,斗六分局,228.0,,雲林縣斗六市鎮西里雲林路2段6巷59號
,鎮西里,雲林縣斗六市鎮西里雲林路2段180巷11號,"23.70367, 120.53155",1.0,403.0,斗六分局,229.0,,雲林縣斗六市鎮西里雲林路2段180巷11號
雲林縣政府,鎮西里,雲林縣斗六市鎮西里雲林路二段515號,"23.70069, 120.52817",1.0,1758.0,斗六分局,230.0,A處656人、B處1446人,雲林縣斗六市鎮西里雲林路二段515號
斗六市公所,鎮西里,雲林縣斗六市鎮西里府文路38號,"23.69712, 120.52711",1.0,2102.0,斗六分局,231.0,A處1446人、B處312人,雲林縣斗六市鎮西里府文路38號
雲林監理站,鎮西里,雲林縣斗六市鎮西里雲林路2段367號,"23.7009, 120.52874",1.0,140.0,斗六分局,232.0,,雲林縣斗六市鎮西里雲林路2段367號
雲林監理站,鎮西里,雲林縣斗六市鎮西里雲林路2段411號,"23.70022, 120.52739",1.0,357.0,斗六分局,233.0,,雲林縣斗六市鎮西里雲林路2段411號
雲林縣立體育館,鎮西里,雲林縣斗六市鎮西里大學路三段600號,"23.695908046070237, 120.52704426698276",1.0,2648.0,斗六分局,234.0,,雲林縣斗六市鎮西里大學路三段600號
雲林縣稅務局,鎮西里,雲林縣斗六市鎮西里府文路35號,"23.69761, 120.52798",1.0,4185.0,斗六分局,235.0,,雲林縣斗六市鎮西里府文路35號
雲林縣消防局,鎮西里,雲林縣斗六市鎮西里公園路6號,"23.69865, 120.53057",1.0,955.0,斗六分局,236.0,,雲林縣斗六市鎮西里公園路6號
廣泉行公司,鎮西里,雲林縣斗六市鎮西里建成路45號,"23.70476, 120.5353",1.0,243.0,斗六分局,237.0,,雲林縣斗六市鎮西里建成路45號
家樂福股份有限公司,鎮西里,雲林縣斗六市鎮西里雲林路2段297號,"23.70138, 120.53027",1.0,7361.0,斗六分局,238.0,,雲林縣斗六市鎮西里雲林路2段297號
,鎮東里,雲林縣斗六市鎮東里文華街2號,"23.7142, 120.56016",1.0,125.0,斗六分局,239.0,,雲林縣斗六市鎮東里文華街2號
,鎮東里,雲林縣斗六市鎮東里民生路238號,"23.71377, 120.54787",1.0,266.0,斗六分局,240.0,,雲林縣斗六市鎮東里民生路238號
,鎮東里,雲林縣斗六市鎮東里民生路240號,"23.71381, 120.548",1.0,333.0,斗六分局,241.0,,雲林縣斗六市鎮東里民生路240號
,鎮東里,雲林縣斗六市鎮東里民生路238號,"23.71377, 120.54787",1.0,275.0,斗六分局,242.0,,雲林縣斗六市鎮東里民生路238號
,鎮東里,雲林縣斗六市鎮東里文化路35號,"23.71116, 120.54734",1.0,181.0,斗六分局,243.0,,雲林縣斗六市鎮東里文化路35號
,鎮東里,雲林縣斗六市鎮東里文化路73巷20號,"23.71147, 120.54869",1.0,176.0,斗六分局,244.0,,雲林縣斗六市鎮東里文化路73巷20號
,鎮東里,雲林縣斗六市鎮東里民生路272號,"23.71369, 120.54882",1.0,553.0,斗六分局,245.0,,雲林縣斗六市鎮東里民生路272號
,鎮東里,雲林縣斗六市鎮東里民生路284號,"23.71416, 120.5512",1.0,217.0,斗六分局,246.0,,雲林縣斗六市鎮東里民生路284號
,鎮東里,雲林縣斗六市鎮東里民生路242號,"23.7139, 120.5483",1.0,727.0,斗六分局,247.0,,雲林縣斗六市鎮東里民生路242號
,文化里,雲林縣斗六市文化里鎮東路10號,"23.71121, 120.55232",1.0,144.0,斗六分局,248.0,,雲林縣斗六市文化里鎮東路10號
,文化里,雲林縣斗六市文化里文化路180號,"23.71098, 120.54996",1.0,1654.0,斗六分局,249.0,,雲林縣斗六市文化里文化路180號
,鎮東里,雲林縣斗六市鎮東里警民街26號,"23.71305, 120.55309",1.0,221.0,斗六分局,250.0,,雲林縣斗六市鎮東里警民街26號
永樂新邨,鎮東里,雲林縣斗六市鎮東里永樂街18號,"23.71188, 120.54692",1.0,2740.0,斗六分局,251.0,,雲林縣斗六市鎮東里永樂街18號
雲林縣總工會,鎮東里,雲林縣斗六市鎮東里永樂街35號,"23.71178, 120.54755",1.0,107.0,斗六分局,252.0,,雲林縣斗六市鎮東里永樂街35號
鎮東國小,鎮東里,雲林縣斗六市鎮東里文化路205號,"23.71174, 120.55231",1.0,143.0,斗六分局,253.0,,雲林縣斗六市鎮東里文化路205號
斗六國中,鎮東里,雲林縣斗六市鎮東里育英北街69號,"23.71309, 120.55122",1.0,2396.0,斗六分局,254.0,,雲林縣斗六市鎮東里育英北街69號
鎮東國小,鎮東里,雲林縣斗六市鎮東里文化路205號,"23.71174, 120.55231",1.0,331.0,斗六分局,255.0,,雲林縣斗六市鎮東里文化路205號
大成中醫,文化里,雲林縣斗六市文化里鎮東路117號,"23.70864, 120.55259",1.0,329.0,斗六分局,256.0,,雲林縣斗六市文化里鎮東路117號
,鎮南里,雲林縣斗六市鎮南里中山路194號,"23.70466, 120.53912",1.0,431.0,斗六分局,257.0,,雲林縣斗六市鎮南里中山路194號
,鎮南里,雲林縣斗六市鎮南里永昌西街2號之10,"23.70297, 120.53856",1.0,999.0,斗六分局,258.0,,雲林縣斗六市鎮南里永昌西街2號之10
,鎮南里,雲林縣斗六市鎮南里中山路234號,"23.69858, 120.53811",1.0,141.0,斗六分局,259.0,,雲林縣斗六市鎮南里中山路234號
,鎮南里,雲林縣斗六市鎮南里中山路268號之3,"23.70306, 120.53866",1.0,854.0,斗六分局,260.0,,雲林縣斗六市鎮南里中山路268號之3
漢邦大樓,鎮南里,雲林縣斗六市鎮南里永昌西街1號,"23.70273, 120.53855",1.0,466.0,斗六分局,261.0,,雲林縣斗六市鎮南里永昌西街1號
,鎮南里,雲林縣斗六市鎮南里中山路258號,"23.70333, 120.53874",1.0,85.0,斗六分局,262.0,,雲林縣斗六市鎮南里中山路258號
,鎮南里,雲林縣斗六市鎮南里南興街23號,"23.70375, 120.53826",1.0,357.0,斗六分局,263.0,,雲林縣斗六市鎮南里南興街23號
,鎮南里,雲林縣斗六市鎮南里中山路198號,"23.70459, 120.53916",1.0,326.0,斗六分局,264.0,,雲林縣斗六市鎮南里中山路198號
,鎮南里,雲林縣斗六市鎮南里南揚街120號,"23.69874, 120.53589",1.0,286.0,斗六分局,265.0,,雲林縣斗六市鎮南里南揚街120號
,鎮南里,雲林縣斗六市鎮南里明德路91號,"23.69822, 120.53789",1.0,300.0,斗六分局,266.0,,雲林縣斗六市鎮南里明德路91號
杏林醫院-好樂迪,中和里,雲林縣斗六市中和里西平路20號,"23.70750937028847, 120.53964347116452",1.0,340.0,斗六分局,267.0,,雲林縣斗六市中和里西平路20號
,公誠里,雲林縣斗六市公誠里南京路365號,"23.714409684904044, 120.53968132465496",1.0,886.0,斗六分局,268.0,,雲林縣斗六市公誠里南京路365號
,鎮東里,雲林縣斗六市鎮東里鎮東路33巷14號,"23.711022440862493, 120.55312022465478",1.0,144.0,斗六分局,269.0,,雲林縣斗六市鎮東里鎮東路33巷14號
,鎮東里,雲林縣斗六市鎮東里大同路424號,"23.709542334771445, 120.5534373093116",1.0,263.0,斗六分局,270.0,,雲林縣斗六市鎮東里大同路424號
,中和里,雲林縣斗六市中和里中山路90-1號,"23.707621719232442, 120.54024266698302",1.0,80.0,斗六分局,271.0,,雲林縣斗六市中和里中山路90-1號
,仁愛里,雲林縣斗六市仁愛里永樂街120號,"23.70838094225657, 120.54696589581881",1.0,635.0,斗六分局,272.0,,雲林縣斗六市仁愛里永樂街120號
,鎮東里,雲林縣斗六市鎮東里大同路300-14號,"23.709458041688, 120.55085879581884",1.0,590.0,斗六分局,273.0,,雲林縣斗六市鎮東里大同路300-14號
,信義里,雲林縣斗六市信義里愛國街1號,"23.711019033547405, 120.5422928093117",1.0,1100.0,斗六分局,274.0,,雲林縣斗六市信義里愛國街1號
,明德里,雲林縣斗六市明德里鎮北路309號,"23.719480091335384, 120.54161559581935",1.0,885.0,斗六分局,275.0,,雲林縣斗六市明德里鎮北路309號
,鎮南里,雲林縣斗六市鎮南里明德路463號,"23.69899, 120.53472",1.0,724.0,斗六分局,276.0,,雲林縣斗六市鎮南里明德路463號
,鎮南里,雲林縣斗六市鎮南里文安街59號,"23.70019, 120.53403",1.0,675.0,斗六分局,277.0,,雲林縣斗六市鎮南里文安街59號
,鎮南里,雲林縣斗六市鎮南里文安街88號,"23.700236338425984, 120.53399482465441",1.0,301.0,斗六分局,278.0,,雲林縣斗六市鎮南里文安街88號
,鎮南里,雲林縣斗六市鎮南里武陵街55號,"23.69931, 120.53513",1.0,842.0,斗六分局,279.0,,雲林縣斗六市鎮南里武陵街55號
,鎮南里,雲林縣斗六市鎮南里武陵街49巷423號,"23.69913, 120.53566",1.0,1115.0,斗六分局,280.0,,雲林縣斗六市鎮南里武陵街49巷423號
,鎮南里,雲林縣斗六市鎮南里武陵街46號,"23.69958, 120.53524",1.0,2200.0,斗六分局,281.0,,雲林縣斗六市鎮南里武陵街46號
,鎮南里,雲林縣斗六市鎮南里文安街60號,"23.70008, 120.53398",1.0,87.0,斗六分局,282.0,,雲林縣斗六市鎮南里文安街60號
,鎮南里,雲林縣斗六市鎮南里明德路549號,"23.69935, 120.53365",1.0,677.0,斗六分局,283.0,,雲林縣斗六市鎮南里明德路549號
,鎮南里,雲林縣斗六市鎮南里武陵街25號,"23.69989, 120.53576",1.0,234.0,斗六分局,284.0,,雲林縣斗六市鎮南里武陵街25號
景新鞋業,饒平村,雲林縣莿桐鄉饒平村饒平路73巷16號之3,"23.77726, 120.52121",1.0,277.0,斗六分局,285.0,,雲林縣莿桐鄉饒平村饒平路73巷16號之3
保旺事業股份有限公司,長安里,雲林縣斗六市長安里雲科路二段109號,"23.72869, 120.54408",1.0,395.0,斗六分局,286.0,,雲林縣斗六市長安里雲科路二段109號
歐迪工程公司,長安里,雲林縣斗六市長安里長安西路1號,"23.73327, 120.53361",1.0,1342.0,斗六分局,287.0,,雲林縣斗六市長安里長安西路1號
