類別,建築物名稱,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
一般建築,,YH0420,新樂里,高雄市鹽埕區新樂里瀨南街166之2號,"22.625816,120.283208",2,474,
一般建築,,YH0433,中山里,高雄市鹽埕區中山里大仁路196號,"22.62702,120.2818",1,501,
一般建築,,YH0430,港都里,高雄市鹽埕區港都里新興街40號,"22.624233,120.280591",1,513,
一般建築,,YH0443,港都里,高雄市鹽埕區港都里七賢三路60號,"22.623168,120.280842",1,514,19+327
一般建築,,YH0462,中原里,高雄市鹽埕區中原里七賢三路128號,"22.62604,120.282265",1,554,
一般建築,,YH0463,府北里,高雄市鹽埕區府北里府北路32號,"22.628691,120.285839",2,560,
一般建築,,YH0408,河濱里,高雄市鹽埕區河濱里五福四路111號,"22.622636,120.284983",3,571,
一般建築,,YH0441,江南里,高雄市鹽埕區江南里堀江街31號之1,"22.62176212,120.28175926674",1,581,
一般建築,,YH0453,光明里,高雄市鹽埕區光明里大仁路27號,"22.624666,120.286105",1,586,
一般建築,,YH0425,藍橋里,高雄市鹽埕區藍橋里新興街303號,"22.632134,120.284518",1,619,
一般建築,,YH0431,教仁里,高雄市鹽埕區教仁里新興街73號之1,"22.625743,120.281065",1,624,
一般建築,,YH0398,府北里,高雄市鹽埕區府北里七賢二路472號,"22.629541,120.284222",1,627,
一般建築,,YH0448,育仁里,高雄市鹽埕區育仁里大智路150號,"22.62377966,120.286835383087",1,713,
一般建築,,YH0432,光明里,高雄市鹽埕區光明里莒光街159號,"22.623519,120.284563",1,822,
一般建築,,YH0442,新樂里,高雄市鹽埕區新樂里鹽埕街10號,"22.624424,120.283184",1,859,
一般建築,,YH0411,教仁里,高雄市鹽埕區教仁里建國四路175號,"22.62612,120.280423",2,905,
一般建築,,YH0404,府北里,高雄市鹽埕區府北里七賢二路425號,"22.629556,120.285612",1,912,
一般建築,,YH0435,新樂里,高雄市鹽埕區新樂里大勇路85號,"22.624374,120.283951",1,941,
一般建築,,YH0438,新樂里,高雄市鹽埕區新樂里五福四路178號,"22.623857,120.283627",2,1096,
一般建築,,YH0401,光明里,高雄市鹽埕區光明里大勇路106號,"22.624783,120.284744",3,1150,
一般建築,,YH0458,南端里,高雄市鹽埕區南端里五福四路81號,"22.62218,120.286128",3,1320,
一般建築,,YH0403,沙地里,高雄市鹽埕區沙地里必忠街39號之1,"22.62017613,120.287894469657",2,1464,
一般建築,,YH0399,河濱里,高雄市鹽埕區河濱里必忠街186號,"22.62245068,120.283574485347",1,2058,
一般建築,,VSA00721,光明里,高雄市鹽埕區光明里大仁路43號,"22.624813553292423, 120.28566038875609",2,2177,
一般建築,,YH0454,南端里,高雄市鹽埕區南端里五福四路45號,"22.621347,120.287638",3,2206,
一般建築,,YH0436,光明里,高雄市鹽埕區光明里大仁路6號,"22.62467,120.286753",2,2452,
一般建築,,YH0468,中山里,高雄市鹽埕區中山里大公路99號,"22.627624,120.282414",3,2490,
一般建築,,YH0457,育仁里,高雄市鹽埕區育仁里新樂街46號,"22.623615,120.287903",1,2507,
一般建築,,YH0464,府北里,高雄市鹽埕區府北里七賢二路437號,"22.629417,120.285071",3,2676,
一般建築,,YH0447,沙地里,高雄市鹽埕區沙地里五福四路3號,"22.620721,120.288946",4,3090,
一般建築,,YH0450,新豐里,高雄市鹽埕區新豐里新興街6號,"22.621751,120.279137",1.2,3261,
一般建築,,YH0456,新化里,高雄市鹽埕區新化里大義街1號,"22.619119,120.284656",1,3613,
一般建築,,YH0469,江南里,高雄市鹽埕區江南里大勇路11號,"22.621086762070252, 120.2817559944766",2,3642,
一般建築,,YH0440,藍橋里,高雄市鹽埕區藍橋里北端街72號,"22.632636,120.2835",3,4091,
一般建築,,YH0465,中山里,高雄市鹽埕區中山里大仁路193號,"22.626899,120.281367",3,5024,
一般建築,,VSA00746,光明里,高雄市鹽埕區光明里大仁路10號,"22.625102111665623, 120.28640343160664",1,5544,
一般建築,,YH0445,府北里,高雄市鹽埕區府北里中正四路274號,"22.626604,120.285954",3,6306,
一般建築,,YH0452,新豐里,高雄市鹽埕區新豐里新興街2號,"22.62125,120.278885",1.2,6306,
一般建築,,YH0467,沙地里,高雄市鹽埕區沙地里真愛路1號,"22.617996,120.288582",1,15186,
一般建築,,XX1493,德生里,高雄市新興區德生里光華一路383號,"22.627908,120.313811",1,15,
一般建築,,QJ0579,青山里,高雄市前金區青山里瑞源路33號,"22.629106,120.298137",1,58,
一般建築,,XX1363,文昌里,高雄市新興區文昌里尚義街157號,"22.632719,120.315326",1,63,
一般建築,,QJ0197,三川里,高雄市前金區三川里瑞源路192號,"22.634913,120.296242",1,69,
一般建築,,QJ0578,北金里,高雄市前金區北金里文武一街89號,"22.632978,120.293471",1,70,
一般建築,,XX1205,漢民里,高雄市新興區漢民里民生一路348號,"22.627711,120.303726",1,73,
一般建築,,XX1344,蕉園里,高雄市新興區蕉園里球庭路47號,"22.630167,120.305331",1,75,
一般建築,,XX1348,文昌里,高雄市新興區文昌里尚義街156號,"22.632549,120.315556",1,77,
一般建築,,XX1397,成功里,高雄市新興區成功里忠孝一路291號,"22.632265,120.305985",1,89,
一般建築,,QJ0538,草江里,高雄市前金區草江里新盛一街42號,"22.631689,120.296138",1,91,
一般建築,,XX0588,明莊里,高雄市新興區明莊里中山橫路47號,"22.631653,120.30049",1,96,
一般建築,,XX1380,建華里,高雄市新興區建華里河南二路46號,"22.636177,120.298052",1,96,
一般建築,,XX1265,光耀里,高雄市新興區光耀里民族二路13號,"22.628961,120.312744",1,97,
一般建築,,XX1149,漢民里,高雄市新興區漢民里民生一路352號,"22.627711,120.303616",1,103,
一般建築,,XX1362,振華里,高雄市新興區振華里新田路161號,"22.621956,120.303135",1,104,
辦公室,,XX0097,新江里,高雄市新興區新江里中山一路300號,"22.635808,120.30266",1,104,
一般建築,,XX1353,德望里,高雄市新興區德望里渤海街163號,"22.63004,120.309749",1,107,
一般建築,,XX1392,秋山里,高雄市新興區秋山里明星街52號,"22.633854,120.299696",1,108,
一般建築,,XX1415,華聲里,高雄市新興區華聲里大同一路21號,"22.628619,120.306735",1,109,
一般建築,,XX0728,建華里,高雄市新興區建華里七賢二路42號,"22.634903,120.300296",1,111,
一般建築,,XX0719,南港里,高雄市新興區南港里仁愛一街296號,"22.634964,120.307799",1,113,
一般建築,,XX1375,長驛里,高雄市新興區長驛里南台路99號,"22.633163,120.299409",1,114,
一般建築,,QJ0588,東金里,高雄市前金區東金里六合二路173號,"22.630262,120.29418",1,115,
一般建築,,QJ0563,東金里,高雄市前金區東金里中華三路185號,"22.631989,120.294619",1,119,
一般建築,,XX1309,長驛里,高雄市新興區長驛里七賢二路95之1號,"22.633894,120.298561",1,119,
一般建築,,XX1351,華聲里,高雄市新興區華聲里大同一路67號,"22.628737,120.30498",1,119,
一般建築,,XX1401,漢民里,高雄市新興區漢民里新興路55號,"22.628101,120.303785",1,120,
一般建築,,QJ0374,社東里,高雄市前金區社東里自強二路75號,"22.624262,120.295511",1,121,
一般建築,,XX0463,愛平里,高雄市新興區愛平里林森一路203巷37號,"22.632407,120.303495",1,121,
一般建築,,QJ0512,新生里,高雄市前金區新生里七賢二路249號,"22.631761,120.292227",1,122,
一般建築,,XX0475,新江里,高雄市新興區新江里七賢一路464號,"22.634661,120.30463",1,125,
一般建築,,XX1237,成功里,高雄市新興區成功里仁愛一街167號,"22.632148,120.307306",1,126,
一般建築,,XX0665,中東里,高雄市新興區中東里中正三路68之4號,"22.631191,120.308443",1,127,
一般建築,,XX1318,德生里,高雄市新興區德生里五福二路26號,"22.626376,120.309976",1,134,
一般建築,,QJ0556,復元里,高雄市前金區復元里自強二路102之6號,"22.625986,120.295277",1,135,
一般建築,,XX1346,浩然里,高雄市新興區浩然里民權街8之4號,"22.623573,120.310541",1,136,
一般建築,,XX1424,蕉園里,高雄市新興區蕉園里林森一路158巷25號,"22.629992,120.305466",1,136,
一般建築,,XX1387,振成里,高雄市新興區振成里文化路103號,"22.622522,120.302282",1,139,
一般建築,,XX1259,振華里,高雄市新興區振華里民享街127號,"22.621382,120.303852",1,141,
一般建築,,XX1531,成功里,高雄市新興區成功里忠孝一路255號,"22.631510803731317, 120.30595696472761",2,142,
一般建築,,XX1316,興昌里,高雄市新興區興昌里信守街123號,"22.631371,120.31265",1,143,
一般建築,,XX0958,永寧里,高雄市新興區永寧里德智街17號,"22.62636,120.306608",1,145,
一般建築,,XX0601,成功里,高雄市新興區成功里六合一路63之1號,"22.63247,120.307633",1,147,
一般建築,,XX0857,光耀里,高雄市新興區光耀里南海街2號,"22.628305,120.311257",1,148,
一般建築,,XX0592,振成里,高雄市新興區振成里五福二路195號,"22.623289,120.302111",1,151,
商場,,XX0368,玉衡里,高雄市新興區玉衡里中山一路10之2號,"22.625264,120.301563",1,152,
一般建築,,XX1446,華聲里,高雄市新興區華聲里林森一路134號,"22.628775,120.304621",1,152,
一般建築,,QJ0483,民生里,高雄市前金區民生里前金一街19號,"22.627754,120.294687",1,155,
辦公室,,XX1349,秋山里,高雄市新興區秋山里七賢二路69號,"22.634242,120.299618",1,156,
一般建築,,XX0649,長驛里,高雄市新興區長驛里七賢二路89號,"22.633976,120.298779",1,158,
一般建築,,XX1376,德望里,高雄市新興區德望里達仁街101號,"22.630127,120.30879",1,158,
一般建築,,XX0435,光耀里,高雄市新興區光耀里民生一路40號,"22.628278,120.31151",1,159,
一般建築,,XX1258,興昌里,高雄市新興區興昌里中東街221號,"22.632915,120.312353",1,159,
一般建築,,XX0742,德生里,高雄市新興區德生里民生一路183號,"22.627179,120.309985",1,161,
一般建築,,QJ0585,青山里,高雄市前金區青山里瑞源路46號,"22.629486,120.298354",1,162,
一般建築,,XX1148,漢民里,高雄市新興區漢民里民生一路350號,"22.627711,120.303664",1,162,
一般建築,,XX0468,黎明里,高雄市新興區黎明里中山一路210號,"22.633478,120.302463",1,162,
一般建築,,XX0443,德望里,高雄市新興區德望里達仁街111號,"22.630299,120.308773",1,163,
一般建築,,XX1072,秋山里,高雄市新興區秋山里六合二路28號,"22.632847,120.30089",1,164,
一般建築,,XX1416,華聲里,高雄市新興區華聲里忠孝一路186號,"22.628156,120.305976",1,164,
一般建築,,QJ0381,東金里,高雄市前金區東金里七賢二路201之3號,"22.632394,120.294107",1,165,
一般建築,,XX1425,成功里,高雄市新興區成功里忠孝一路320巷11之2號,"22.631573,120.306843",1,166,
一般建築,,QJ0467,文西里,高雄市前金區文西里中華四路283號,"22.619565,120.299391",1,167,
一般建築,,XX1395,愛平里,高雄市新興區愛平里林森一路195號,"22.632141,120.304582",1,167,
辦公室,,QJ0302,新生里,高雄市前金區新生里七賢二路356號,"22.631489,120.290035",1,168,
一般建築,,QJ0564,新生里,高雄市前金區新生里成功一路553號,"22.633081,120.290228",1,168,
辦公室,,QJ0281,新生里,高雄市前金區新生里七賢二路377號,"22.630517,120.28852",1,169,
一般建築,,XX1359,浩然里,高雄市新興區浩然里民權街8之9號,"22.623662,120.310801",1,171,
一般建築,,XX1312,華聲里,高雄市新興區華聲里新興路26號,"22.628208,120.305696",1,172,
一般建築,,QJ0488,榮復里,高雄市前金區榮復里成功一路308號,"22.620812,120.295413",1,174,
一般建築,,XX1378,東坡里,高雄市新興區東坡里大同一路116號,"22.62919,120.303431",1,176,
一般建築,,XX1270,浩然里,高雄市新興區浩然里復興二路157號,"22.624644,120.308436",1,176,
一般建築,,XX1450,德望里,高雄市新興區德望里黃海街188號,"22.629895,120.30932",1,177,
一般建築,,QJ0293,榮復里,高雄市前金區榮復里自強三路277號,"22.620909,120.296835",1,178,
一般建築,,XX1340,玉衡里,高雄市新興區玉衡里文橫一路68號,"22.626398,120.302899",1.2,180,
一般建築,,XX1285,興昌里,高雄市新興區興昌里中東街227號,"22.632923,120.312274",1,182,
一般建築,,XX1320,浩然里,高雄市新興區浩然里忠孝一路74號,"22.623653,120.306826",1.2,184,
一般建築,,QJ0532,新生里,高雄市前金區新生里市中一路236號,"22.630738,120.289563",1,185,
一般建築,,XX1271,南港里,高雄市新興區南港里仁愛一街311號,"22.636037,120.307614",1,187,
一般建築,,XX1262,浩然里,高雄市新興區浩然里仁愛二街75號,"22.624324,120.307733",1,187,
一般建築,,XX1366,興昌里,高雄市新興區興昌里開封路114號,"22.631703,120.311807",1,190,
一般建築,,XX0503,中東里,高雄市新興區中東里中正三路54號,"22.631157,120.309",1,191,
一般建築,,XX0393,成功里,高雄市新興區成功里忠孝一路344號,"22.632346,120.306335",1,195,
一般建築,,QJ0530,東金里,高雄市前金區東金里文武一街52號,"22.631157,120.294411",1,196,
一般建築,,QJ0478,社西里,高雄市前金區社西里市中一路109號,"22.623578,120.291895",1,196,
一般建築,,XX0872,振成里,高雄市新興區振成里文化路56號,"22.623498,120.30463",1,197,
一般建築,,QJ0557,長城里,高雄市前金區長城里中山橫路98號,"22.631238,120.298428",1,198,
一般建築,,XX0343,明莊里,高雄市新興區明莊里中正四路72號,"22.630744,120.299266",1,199,
一般建築,,XX0684,大明里,高雄市新興區大明里中正四路25號,"22.630807,120.300867",1,200,
一般建築,,QJ0211,東金里,高雄市前金區東金里榮安街43號,"22.630901,120.293665",1,200,
一般建築,,QJ0519,新生里,高雄市前金區新生里旺盛街162號,"22.630275,120.288937",1,200,
辦公室,,XX1333,玉衡里,高雄市新興區玉衡里竹圍路2號,"22.626738,120.303988",1,201,
一般建築,,XX1302,南港里,高雄市新興區南港里八德一路193號,"22.635408,120.308252",1,203,
一般建築,,XX0454,建華里,高雄市新興區建華里七賢二路102號,"22.634263,120.298263",1,204,
一般建築,,QJ0464,民生里,高雄市前金區民生里大同二路18號,"22.627407,120.295868",1,205,
一般建築,,XX1139,浩然里,高雄市新興區浩然里五福二路45之1號,"22.624945,120.307117",1,205,
一般建築,,XX1306,開平里,高雄市新興區開平里同心路34號,"22.634789,120.311432",1,205,
一般建築,,QJ0547,東金里,高雄市前金區東金里榮安街35號,"22.630993,120.293953",1,207,
一般建築,,QJ0612,草江里,高雄市前金區草江里明星街137號,"22.632594,120.296713",1,208,
一般建築,,QJ0548,文西里,高雄市前金區文西里新田路234號,"22.620754,120.298623",1,210,
一般建築,,XX1016,永寧里,高雄市新興區永寧里忠孝一路128號,"22.626169,120.305948",1,210,
一般建築,,XX0828,永寧里,高雄市新興區永寧里德智街33號,"22.626251,120.306257",1,210,
一般建築,,XX0912,東坡里,高雄市新興區東坡里中山一路86號,"22.630441,120.302167",1,210,
一般建築,,QJ0543,北金里,高雄市前金區北金里文武一街141號,"22.63406,120.29307",1,211,
醫院照護,,QJ0371,長城里,高雄市前金區長城里七賢二路220之8號,"22.632726,120.293799",1,212,
一般建築,,QJ0223,社東里,高雄市前金區社東里自強二路41號,"22.62318,120.295906",1,213,
一般建築,,QJ0589,青山里,高雄市前金區青山里自立橫路52號,"22.629498,120.299212",1,214,
一般建築,,XX0862,新江里,高雄市新興區新江里八德一路392號,"22.636106,120.302691",1.2,214,
一般建築,,XX1269,永寧里,高雄市新興區永寧里仁愛二街218號,"22.626895,120.307204",1,215,
一般建築,,XX0741,德生里,高雄市新興區德生里民生一路185號,"22.627233,120.309901",1,215,
一般建築,,QJ0623,民生里,高雄市前金區民生里自強二路188號,"22.628159,120.294389",1,218,
一般建築,,QJ0562,新生里,高雄市前金區新生里市中一路290號,"22.632587,120.288762",1,218,
一般建築,,XX1404,玉衡里,高雄市新興區玉衡里文橫一路5巷30號,"22.624057,120.30218",1,220,
一般建築,,XX0636,秋山里,高雄市新興區秋山里中山一路183號,"22.633365,120.301778",1,220,
一般建築,,XX1138,德生里,高雄市新興區德生里德順街12號,"22.626683,120.310055",1,220,
一般建築,,XX1355,中東里,高雄市新興區中東里中正三路68之5號,"22.631191,120.30834",1,223,
一般建築,,XX0895,振華里,高雄市新興區振華里文橫二路119號,"22.621005,120.304316",1,223,
一般建築,,XX0650,大明里,高雄市新興區大明里中正四路1號,"22.63079,120.301382",1,224,
一般建築,,QJ0492,文東里,高雄市前金區文東里中華四路314號,"22.620425,120.299656",1,224,
一般建築,,XX0244,德生里,高雄市新興區德生里五福二路14號,"22.626377,120.310255",1,224,
一般建築,,QJ0212,東金里,高雄市前金區東金里自強一路36號,"22.629961,120.293721",1,225,
一般建築,,XX1184,秋山里,高雄市新興區秋山里六合二路52號,"22.632628,120.300233",1.2,225,
一般建築,,XX0367,振成里,高雄市新興區振成里仁智街304號,"22.622982,120.302105",1,225,
一般建築,,XX1284,德生里,高雄市新興區德生里五福二路28號,"22.626303,120.309904",1,225,
一般建築,,XX1352,德政里,高雄市新興區德政里復橫一路221號,"22.629376,120.306188",1,225,
一般建築,,XX1323,文昌里,高雄市新興區文昌里六合路138號,"22.632339,120.315098",1,226,
一般建築,,QJ0210,社東里,高雄市前金區社東里自強二路59號,"22.623559,120.295723",1,226,
一般建築,,XX1383,德望里,高雄市新興區德望里達仁街32號,"22.628502,120.308929",1,226,
一般建築,,XX0727,秋山里,高雄市新興區秋山里六合二路56號,"22.632601,120.300156",1,228,
一般建築,,XX1396,德望里,高雄市新興區德望里復興一路18號,"22.628869,120.308207",1,228,
一般建築,,QJ0613,民生里,高雄市前金區民生里文武二街210號,"22.628408,120.295486",1,230,
一般建築,,XX0861,華聲里,高雄市新興區華聲里忠孝一路147號,"22.627973,120.30564",1,230,
一般建築,,QJ0248,民生里,高雄市前金區民生里中華三路89號,"22.627986,120.29611",1,231,
一般建築,,QJ0673,文西里,高雄市前金區文西里光明街1號,"22.621065,120.2979",1.2,234,
一般建築,,XX0493,愛平里,高雄市新興區愛平里六合一路159之4號,"22.632767,120.303147",1,235,
一般建築,,QJ0214,東金里,高雄市前金區東金里七賢二路201號,"22.632411,120.294175",1,237,
一般建築,,XX1368,振華里,高雄市新興區振華里新田路7號,"22.623705,120.308425",1,243,
一般建築,,XX0464,順昌里,高雄市新興區順昌里七賢一路106號,"22.63397,120.314231",1,244,
一般建築,,XX1423,振華里,高雄市新興區振華里民享街108號,"22.62181,120.304571",1,245,
一般建築,,XX1400,漢民里,高雄市新興區漢民里新興路67號,"22.628135,120.303228",1,247,
一般建築,,XX0364,德望里,高雄市新興區德望里中正三路31號之1,"22.63063119,120.309442167346",1,247,
旅館,,XX1521,新江里,高雄市新興區新江里中山一路306號,"22.63622,120.302701",1.2,248,
一般建築,,XX0115,成功里,高雄市新興區成功里六合一路109號,"22.632622,120.305081",1,249,
一般建築,,XX0294,南港里,高雄市新興區南港里忠孝一路437巷18號,"22.63546,120.305819",1,250,
一般建築,,XX0904,興昌里,高雄市新興區興昌里信守街121號,"22.631363,120.312734",1,250,
一般建築,,QJ0259,長城里,高雄市前金區長城里瑞源路78號,"22.631136,120.297729",1,251,
一般建築,,XX1037,振華里,高雄市新興區振華里民享街105號,"22.621648,120.304689",1,251,
辦公室,,XX1420,振華里,高雄市新興區振華里民享街74之1號,"22.62239679,120.306265925019",1,251,
一般建築,,QJ0463,草江里,高雄市前金區草江里明星街153號,"22.632494,120.296351",1,251,
一般建築,,QJ0316,長生里,高雄市前金區長生里中華三路7號,"22.622965,120.298088",1,252,
一般建築,,QJ0330,社西里,高雄市前金區社西里民生二路205號,"22.623612,120.291501",1,255,
一般建築,,QJ0593,青山里,高雄市前金區青山里瑞源路16號,"22.62881,120.298606",1,255,
辦公室,,XX1342,華聲里,高雄市新興區華聲里民生一路328號,"22.627708,120.304546",1.2,255,
一般建築,,QJ0449,文西里,高雄市前金區文西里中華四路331號,"22.620593,120.298965",1,256,
一般建築,,XX1124,南港里,高雄市新興區南港里忠孝一路476號,"22.63511749,120.306473296183",1,256,
一般建築,,XX0388,長驛里,高雄市新興區長驛里明星街68號,"22.633592,120.29901",1,258,
一般建築,,QJ0272,新生里,高雄市前金區新生里賢中街3號,"22.631325,120.288676",1,258,
一般建築,,XX1371,秋山里,高雄市新興區秋山里南台路124號,"22.633835,120.299394",1,259,
一般建築,,QJ0594,長生里,高雄市前金區長生里民生二路89號,"22.625022,120.295635",1.2,261,
一般建築,,QJ0599,草江里,高雄市前金區草江里中華三路196號,"22.632325,120.294932",1,261,
一般建築,,XX1358,浩然里,高雄市新興區浩然里民權街8之15號,"22.623747,120.311046",1,262,
一般建築,,XX0462,永寧里,高雄市新興區永寧里五福二路198號,"22.624756,120.305299",1,265,
一般建築,,QJ0636,社西里,高雄市前金區社西里市中一路105號,"22.623436,120.291962",1,265,
一般建築,,QJ0325,長生里,高雄市前金區長生里民生二路67號,"22.62526,120.296398",1,265,
一般建築,,XX1398,振華里,高雄市新興區振華里新田路23號,"22.623484,120.307778",1,265,
一般建築,,XX0330,永寧里,高雄市新興區永寧里五福二路172號,"22.624986,120.305986",1,266,
一般建築,,QJ0331,青山里,高雄市前金區青山里瑞源路26號,"22.628917,120.298574",1,266,
一般建築,,XX0722,黎明里,高雄市新興區黎明里六合一路174號,"22.633118,120.302739",1,266,
一般建築,,XX1389,開平里,高雄市新興區開平里開封路377號,"22.634402,120.31174",1,267,
一般建築,,QJ0490,長城里,高雄市前金區長城里河南二路109號,"22.634786,120.294284",1,269,
一般建築,,XX1461,德望里,高雄市新興區德望里黃海街171號,"22.629615,120.309648",1,269,
一般建築,,QJ0535,復元里,高雄市前金區復元里大同二路11號,"22.627137,120.29599",1,271,
一般建築,,XX1429,永寧里,高雄市新興區永寧里五福二路166號,"22.625086,120.306304",1,272,
一般建築,,QJ0377,社西里,高雄市前金區社西里民生二路207號,"22.623584,120.291396",1,273,
一般建築,,XX0733,愛平里,高雄市新興區愛平里中山一路162號,"22.632375,120.302342",1,273,
辦公室,,XX1332,建華里,高雄市新興區建華里八德二路98號,"22.635677,120.297507",1,274,
一般建築,,XX0409,秋山里,高雄市新興區秋山里明星街42號,"22.63391439,120.299912496183",1,275,
一般建築,,QJ0524,國民里,高雄市前金區國民里市中一路167號,"22.625364,120.291236",1,275,
旅館,,XX0144,順昌里,高雄市新興區順昌里七賢一路75號,"22.633405,120.314952",1,276,
一般建築,,XX0141,中東里,高雄市新興區中東里六合一路90號,"22.632717,120.308663",1,277,
一般建築,,QJ0546,民生里,高雄市前金區民生里自強二路168號,"22.62769,120.29454",1,280,
一般建築,,QJ0618,榮復里,高雄市前金區榮復里允文街75號,"22.618894,120.296501",1,280,
辦公室,,QJ0278,草江里,高雄市前金區草江里七賢二路183號,"22.633071,120.296098",1,283,
一般建築,,QJ0445,東金里,高雄市前金區東金里六合二路166號,"22.630642,120.294301",1,287,
一般建築,,QJ0576,草江里,高雄市前金區草江里六合二路128號,"22.631301,120.296257",1.2,287,
一般建築,,QJ0202,草江里,高雄市前金區草江里六合二路124號,"22.631347,120.296394",1,290,
一般建築,,XX0655,秋山里,高雄市新興區秋山里七賢二路65號,"22.634277,120.299718",1,294,
一般建築,,XX0630,成功里,高雄市新興區成功里中正三路134號,"22.631484,120.305",1,295,
一般建築,,QJ0523,民生里,高雄市前金區民生里文武二街168號,"22.627569,120.2958",1,296,
一般建築,,XX1215,愛平里,高雄市新興區愛平里林森一路187號,"22.631888,120.304525",1.2,297,
一般建築,,XX0818,興昌里,高雄市新興區興昌里中正三路28號,"22.631025,120.311798",1,300,
一般建築,,XX1214,大明里,高雄市新興區大明里自立二路8號,"22.629076,120.299901",1,304,
一般建築,,XX0183,建華里,高雄市新興區建華里八德二路94號,"22.635705,120.297608",1,304,
一般建築,,XX1331,德望里,高雄市新興區德望里南海街195號,"22.628195,120.30918",1,304,
一般建築,,XX1100,永寧里,高雄市新興區永寧里仁愛二街113號,"22.626083,120.307034",1,306,
一般建築,,QJ0096,新生里,高雄市前金區新生里七賢二路254號,"22.632314,120.29245",1,306,
一般建築,,QJ0550,長生里,高雄市前金區長生里中華三路15號,"22.623334,120.297922",1.2,307,
一般建築,,XX1105,長驛里,高雄市新興區長驛里自立二路146號,"22.633161,120.298374",1,308,
一般建築,,QJ0366,後金里,高雄市前金區後金里中正四路264號,"22.627662,120.289591",1,308,
