類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
公寓,WUA00953,東華里,臺北市北投區立農街二段2號,"25.119554,121.512471",1,"516 ",
公寓,WUA00955,東華里,臺北市北投區立農街二段257號,"25.118907,121.514411",1,"530 ",
公寓,WUA00958,東華里,臺北市北投區立農街二段275號,"25.118822,121.515171",1,"448 ",
公寓,WUA00959,東華里,臺北市北投區立農街二段291號,"25.118763,121.515825",1,"146 ",
公寓,WUA00960,東華里,臺北市北投區立農街二段299號,"25.118701,121.516234",1,"44 ",
公寓,WUA00968,東華里,臺北市北投區立農街二段273巷3弄2號,"25.119105,121.514988",1,"510 ",
公寓,WUA00969,東華里,臺北市北投區立農街二段278巷1號,"25.1185,121.515741",1,"152 ",
公寓,WUA00970,東華里,臺北市北投區立農街二段289巷2號,"25.118946,121.515827",1,"37 ",
公寓,WUA00971,東華里,臺北市北投區立農街二段289巷4號,"25.119122,121.51541",1,"84 ",
公寓,WUA01468,東華里,臺北市北投區東華街二段166號,"25.119931,121.511585",1,"304 ",
公寓,WUA01469,東華里,臺北市北投區東華街二段186號,"25.120297,121.510755",1,"414 ",
公寓,WUA01470,東華里,臺北市北投區東華街二段198號,"25.120387,121.510285",1,"354 ",
公寓,WUA01471,東華里,臺北市北投區東華街二段198號,"25.120387,121.510285",1,"532 ",
公寓,WUA01472,東華里,臺北市北投區東華街二段206號,"25.120436,121.509921",1,"481 ",
大樓,WUA01474,東華里,臺北市北投區東華街二段294號,"25.1211,121.506952",2,"3844 ",
公寓,WUA01473,東華里,臺北市北投區東華街二段294號,"25.1211,121.506952",2,"513 ",
公寓,WUA01475,東華里,臺北市北投區東華街二段322號,"25.121157,121.506362",1,"978 ",
公寓,WUA01476,東華里,臺北市北投區東華街二段322號,"25.121157,121.506362",1,"220 ",
公寓,WUA01477,東華里,臺北市北投區東華街二段348號,"25.121278,121.505463",1,"53 ",
公寓,WUA01485,東華里,臺北市北投區東華街二段174巷28號,"25.120691,121.510745",1,"188 ",
公寓,WUA01486,東華里,臺北市北投區東華街二段340巷1弄1號,"25.121487,121.505588",1,"97 ",
公寓,WUA01487,東華里,臺北市北投區東華街二段340巷2弄11號,"25.121517,121.50603",1,"124 ",
公寓,WUA01749,東華里,臺北市北投區致遠三路121號,"25.121506,121.510068",1,"288 ",
公寓,WUA01750,東華里,臺北市北投區致遠三路160號,"25.121735,121.508589",4,"1704 ",
公寓,WUA01751,東華里,臺北市北投區致遠三路41號,"25.12027,121.51165",1,"378 ",
公寓,WUA01752,東華里,臺北市北投區致遠三路51號,"25.120685,121.511651",1,"177 ",
公寓,WUA01753,東華里,臺北市北投區致遠三路6號,"25.120163,121.51203",1,"661 ",
公寓,WUA02267,東華里,臺北市北投區東華街二段180-182號,"25.120227,121.510991",2,"1544 ",
公寓,WUA02434,東華里,臺北市北投區致遠三路158號,"25.121822,121.509064",1,"944 ",
大樓,WUA02501,東華里,臺北市北投區立農街二段201號,"25.119523,121.514636",1,"3658 ",
公寓,WUA00933,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"289 ",
公寓,WUA00934,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"2237 ",
公寓,WUA00935,東華里,臺北市北投區立農街155號,"25.119651,121.513309",1,"2825 ",
公寓,WUA00936,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1、2,"1086 ",
陽明大學,WUA00937,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"3209 ",
陽明大學,WUA00938,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"686 ",
陽明大學,WUA00939,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"688 ",
陽明大學,WUA00940,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"436 ",
陽明大學,WUA00941,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"237 ",
陽明大學,WUA00942,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"1844 ",
陽明大學,WUA00943,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"456 ",
陽明大學,WUA00944,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"258 ",
陽明大學,WUA00945,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"1242 ",
陽明大學,WUA00946,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"108 ",
陽明大學,WUA00947,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",2,"342 ",
陽明大學,WUA00948,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"350 ",
陽明大學,WUA00949,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"412 ",
陽明大學,WUA00950,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"240 ",
陽明大學,WUA00951,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"84 ",
陽明大學,WUA02640,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"97 ",
陽明大學,WUA02722,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"488 ",
陽明大學,WUA02748,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"1049 ",
陽明大學,WUA02767,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,"528 ",
陽明大學,WUA00952,東華里,臺北市北投區立農街二段155-1號,"25.119523,121.514636",1,"1318 ",
公寓,WUA01631,林泉里,臺北市北投區泉源路66號,"25.141482,121.513094",1,"558 ",
大樓,WUA01567,林泉里,臺北市北投區幽雅路11號,"25.136953,121.51352",2,"838 ",
公寓,WUA01568,林泉里,臺北市北投區幽雅路3號,"25.137167,121.512484",1,"66 ",
公寓,WUA01966,林泉里,臺北市北投區新民路51號,"25.140105,121.510292",1,"84 ",
公寓,WUA01967,林泉里,臺北市北投區新民路51-5號,"25.140191,121.510701",1,"288 ",
公寓,WUA01968,林泉里,臺北市北投區新民路55-7號,"25.140682,121.509994",1,"348 ",
公寓,WUA01969,林泉里,臺北市北投區新民路64號,"25.14009,121.510941",2,"614 ",
公寓,WUA01970,林泉里,臺北市北投區新民路71-2號,"25.140833,121.511554",1,"712 ",
公寓,WUA01971,林泉里,臺北市北投區新民路73號,"25.140816,121.51213",1,"368 ",
公寓,WUA01981,林泉里,臺北市北投區新民路康樂巷2號,"25.140464,121.510979",1,"141 ",
公寓,WUA02017,林泉里,臺北市北投區溫泉路132-1號,"25.136752,121.512725",1,"753 ",
大樓,WUA02018,林泉里,臺北市北投區溫泉路139號,"25.140222,121.512418",1,"2188 ",
大樓,WUA02019,林泉里,臺北市北投區溫泉路142-1號,"25.140198,121.512536",1,"618 ",
大樓,WUA02020,林泉里,臺北市北投區溫泉路143-1號,"25.140241,121.512514",1,"540 ",
大樓,WUA02021,林泉里,臺北市北投區溫泉路145號,"25.140329,121.513167",1,"140 ",
大樓,WUA02023,林泉里,臺北市北投區溫泉路149號,"25.140491,121.513453",2,"170 ",
公寓,WUA02024,林泉里,臺北市北投區溫泉路150-1號,"25.139088,121.513322",1,"160 ",
公寓,WUA02036,林泉里,臺北市北投區溫泉路96號,"25.13608,121.508854",1,"128 ",
公寓,WUA02058,林泉里,臺北市北投區溫泉路銀光巷10-3號,"25.136277,121.514042",1,"21 ",
公寓,WUA02059,林泉里,臺北市北投區溫泉路銀光巷10-4號,"25.136306,121.514094",1,"20 ",
公寓,WUA02060,林泉里,臺北市北投區溫泉路銀光巷15號,"25.136419,121.514084",1,"202 ",
公寓,WUA02061,林泉里,臺北市北投區溫泉路銀光巷6號,"25.136237,121.513943",1,"168 ",
公寓,WUA02062,林泉里,臺北市北投區溫泉路銀光巷9號,"25.136434,121.513593",1,"362 ",
公寓,WUA02063,林泉里,臺北市北投區溫泉路銀光巷4弄2號,"25.13616,121.513227",1,"810 ",
大樓,WUA02390,林泉里,臺北市北投區幽雅路10號,"25.137602,121.513107",1,"192 ",
公寓,WUA02554,林泉里,臺北市北投區新民路53之1號,"25.140211,121.510491",1,"468 ",
公寓,WUA02568,林泉里,臺北市北投區新民路57之3號,"25.140495,121.511129",1,"190 ",
大樓,WUA02582,林泉里,臺北市北投區新民路62巷9號,"25.139683,121.511135",1,"561 ",
公寓,WUA02585,林泉里,臺北市北投區幽雅路7號,"25.137315,121.513129",3,"1606 ",
大樓,WUA02612,林泉里,臺北市北投區幽雅路23號,"25.137487,121.514508",1,"412 ",
大樓,WUA02675,林泉里,臺北市北投區新民路76號,"25.140471,121.511959",1,"453 ",
公寓,WUA02681,林泉里,臺北市北投區新民路57號,"25.140355,121.511212",1,"181 ",
公寓,WUA02707,林泉里,臺北市北投區溫泉路122號,"25.136216,121.51204",1,"2010 ",
公寓,WUA02831,林泉里,臺北市北投區新民路55之9號,"25.140318,121.510908",1,"442 ",
麗禧溫泉酒店,WUA02631,林泉里,臺北市北投區幽雅路30號,"25.137568,121.515103",5,"2514 ",
亞太飯店,WUA02762,林泉里,臺北市北投區幽雅路31號,"25.137146,121.514795",2、3,"4572 ",
公寓,WUA00024,長安里,臺北市北投區大同街142號,"25.135541,121.499059",1,"165 ",
公寓,WUA00025,長安里,臺北市北投區大同街149號,"25.135586,121.498917",1,"112 ",
公寓,WUA00026,長安里,臺北市北投區大同街170號,"25.136136,121.499103",1,"30 ",
公寓,WUA00040,長安里,臺北市北投區大同街138巷2號,"25.135404,121.499094",1,"64 ",
公寓,WUA00041,長安里,臺北市北投區大同街168巷6號,"25.135967,121.499433",1,"37 ",
公寓,WUA00044,長安里,臺北市北投區大同街168巷5弄1號,"25.136036,121.499395",1,"84 ",
公寓,WUA00045,長安里,臺北市北投區大同街168巷5弄2號,"25.136049,121.499459",1,"53 ",
大樓,WUA00170,長安里,臺北市北投區中央北路一段144號,"25.135434,121.498827",1,"206 ",
大樓,WUA00176,長安里,臺北市北投區中央北路一段68號,"25.134295,121.500422",2,"760 ",
大樓,WUA00181,長安里,臺北市北投區中央北路一段80號,"25.134564,121.500029",1,"342 ",
大樓,WUA00176,長安里,臺北市北投區中央北路一段86號,"25.134599,121.499977",1,"126 ",
大樓,WUA00183,長安里,臺北市北投區中央北路一段94號,"25.134726,121.499799",1,"237 ",
大樓,WUA00184,長安里,臺北市北投區中央北路一段98號,"25.134796,121.499692",1,"318 ",
大樓,WUA00186,長安里,臺北市北投區中央北路一段180巷1-1號,"25.136082,121.497946",1,"845 ",
公寓,WUA00187,長安里,臺北市北投區中央北路一段180巷10號,"25.136026,121.498363",1,"185 ",
公寓,WUA00189,長安里,臺北市北投區中央北路一段180巷5號,"25.136116,121.49811",1,"221 ",
公寓,WUA00190,長安里,臺北市北投區中央北路一段180巷9號,"25.136129,121.498187",1,"49 ",
公寓,WUA00193,長安里,臺北市北投區中央北路一段86巷55號,"25.134599,121.499977",1,"94 ",
公寓,WUA00978,長安里,臺北市北投區光明路133-1號,"25.134598,121.502189",1,"200 ",
大樓,WUA00981,長安里,臺北市北投區光明路165號,"25.13551,121.502761",1,"328 ",
大樓,WUA00984,長安里,臺北市北投區光明路174號,"25.135484,121.50305",1,"112 ",
公寓,WUA00985,長安里,臺北市北投區光明路176號,"25.135563,121.503159",1,"164 ",
大樓,WUA00986,長安里,臺北市北投區光明路178號,"25.135614,121.503225",1,"121 ",
大樓,WUA00987,長安里,臺北市北投區光明路180號,"25.135614,121.503225",1,"188 ",
大樓,WUA00988,長安里,臺北市北投區光明路180號,"25.135614,121.503225",1,"417 ",
公寓,WUA00990,長安里,臺北市北投區光明路182號,"25.135663,121.503294",1,"52 ",
公寓,WUA00991,長安里,臺北市北投區光明路186號,"25.135729,121.503377",1,"142 ",
大樓,WUA00992,長安里,臺北市北投區光明路217號,"25.136279,121.503901",2,"713 ",
