類別,電腦編號,村里別,地址,地下層數,可容納數人,備註,placemark_address
公寓,614.0,林湖村,金門縣烈嶼鄉林湖村湖下27-1號,1.0,11人,,金門縣烈嶼鄉林湖村湖下27-1號
公寓,615.0,林湖村,金門縣烈嶼鄉湖下31號,1.0,11人,,金門縣烈嶼鄉湖下31號
公寓,616.0,林湖村,金門縣烈嶼鄉林湖村湖下1-1號,1.0,13人,,金門縣烈嶼鄉林湖村湖下1-1號
公寓,617.0,上岐村,金門縣烈嶼鄉上岐村青岐30之2號,1.0,13人,,金門縣烈嶼鄉上岐村青岐30之2號
公寓,618.0,上岐村,金門縣烈嶼鄉上岐村青岐50之1號,1.0,13人,,金門縣烈嶼鄉上岐村青岐50之1號
公寓,619.0,上岐村,金門縣烈嶼鄉上岐村青岐40之2號,1.0,15人,,金門縣烈嶼鄉上岐村青岐40之2號
公寓,620.0,上岐村,金門縣烈嶼鄉上岐村青岐3號,1.0,13人,,金門縣烈嶼鄉上岐村青岐3號
公寓,621.0,上岐村,金門縣烈嶼鄉上岐村青岐1-1號,1.0,13人,,金門縣烈嶼鄉上岐村青岐1-1號
公寓,622.0,上岐村,金門縣烈嶼鄉青岐10號,1.0,11人,,金門縣烈嶼鄉青岐10號
公寓,623.0,上岐村,金門縣烈嶼鄉上岐村青岐37之2號,1.0,11人,,金門縣烈嶼鄉上岐村青岐37之2號
公寓,624.0,上岐村,金門縣烈嶼鄉上岐村青岐14之2號,1.0,11人,,金門縣烈嶼鄉上岐村青岐14之2號
公寓,625.0,上岐村,金門縣烈嶼鄉上岐村青岐8之1號,1.0,11人,,金門縣烈嶼鄉上岐村青岐8之1號
公寓,626.0,上岐村,金門縣烈嶼鄉上岐村青岐43之1號,1.0,8人,,金門縣烈嶼鄉上岐村青岐43之1號
公寓,627.0,上岐村,金門縣烈嶼鄉上岐村青岐9之3號,1.0,9人,,金門縣烈嶼鄉上岐村青岐9之3號
公寓,628.0,上岐村,金門縣烈嶼鄉青岐57號,1.0,11人,,金門縣烈嶼鄉青岐57號
公寓,629.0,上岐村,金門縣烈嶼鄉青岐45號,1.0,12人,,金門縣烈嶼鄉青岐45號
公寓,630.0,上岐村,金門縣烈嶼鄉青岐59號,1.0,13人,,金門縣烈嶼鄉青岐59號
公寓,631.0,上岐村,金門縣烈嶼鄉上岐村青岐77之1號,1.0,11人,,金門縣烈嶼鄉上岐村青岐77之1號
公寓,632.0,上岐村,金門縣烈嶼鄉上岐村青岐78之1號,1.0,11人,,金門縣烈嶼鄉上岐村青岐78之1號
公寓,633.0,上岐村,金門縣烈嶼鄉上岐村青岐80之2號,1.0,11人,,金門縣烈嶼鄉上岐村青岐80之2號
公寓,634.0,上岐村,金門縣烈嶼鄉上岐村青岐80之2號,1.0,12人,,金門縣烈嶼鄉上岐村青岐80之2號
公寓,635.0,上岐村,金門縣烈嶼鄉上岐村青岐83之1號,1.0,11人,,金門縣烈嶼鄉上岐村青岐83之1號
公寓,636.0,上岐村,金門縣烈嶼鄉上岐村青岐83-2號,1.0,12人,,金門縣烈嶼鄉上岐村青岐83-2號
公寓,637.0,上岐村,金門縣烈嶼鄉青岐87號,1.0,13人,,金門縣烈嶼鄉青岐87號
公寓,638.0,上岐村,金門縣烈嶼鄉上岐村青岐100號,1.0,11人,,金門縣烈嶼鄉上岐村青岐100號
公寓,639.0,上岐村,金門縣烈嶼鄉上岐村青岐99之2號,1.0,12人,,金門縣烈嶼鄉上岐村青岐99之2號
公寓,640.0,上岐村,金門縣烈嶼鄉上岐村青岐123-1號,1.0,12人,,金門縣烈嶼鄉上岐村青岐123-1號
公寓,641.0,上岐村,金門縣烈嶼鄉上岐村青岐124-之1號,1.0,11人,,金門縣烈嶼鄉上岐村青岐124-之1號
公寓,642.0,上岐村,金門縣烈嶼鄉上岐村上庫9之1號,1.0,12人,,金門縣烈嶼鄉上岐村上庫9之1號
公寓,643.0,上岐村,金門縣烈嶼鄉上岐村上庫9之3號,1.0,12人,,金門縣烈嶼鄉上岐村上庫9之3號
公寓,644.0,上岐村,金門縣烈嶼鄉上岐村上庫9-2號,1.0,12人,,金門縣烈嶼鄉上岐村上庫9-2號
公寓,645.0,上岐村,金門縣烈嶼鄉上岐村上庫10之1號,1.0,12人,,金門縣烈嶼鄉上岐村上庫10之1號
公寓,646.0,上岐村,金門縣烈嶼鄉上岐村上庫8之1號,1.0,13人,,金門縣烈嶼鄉上岐村上庫8之1號
公寓,647.0,上岐村,金門縣烈嶼鄉上庫6號,1.0,12人,,金門縣烈嶼鄉上庫6號
公寓,648.0,上岐村,金門縣烈嶼鄉上岐村上庫25之號,1.0,13人,,金門縣烈嶼鄉上岐村上庫25之號
公寓,649.0,上岐村,金門縣烈嶼鄉上岐村楊厝5之2號,1.0,13人,,金門縣烈嶼鄉上岐村楊厝5之2號
公寓,650.0,上岐村,金門縣烈嶼鄉上岐村楊厝10之1號,1.0,13人,,金門縣烈嶼鄉上岐村楊厝10之1號
公寓,651.0,上岐村,金門縣烈嶼鄉上岐村楊厝1之2號,1.0,11人,,金門縣烈嶼鄉上岐村楊厝1之2號
公寓,652.0,上岐村,金門縣烈嶼鄉上岐村楊厝1之1號,1.0,11人,,金門縣烈嶼鄉上岐村楊厝1之1號
公寓,653.0,上岐村,金門縣烈嶼鄉上岐村楊厝3之3號,1.0,11人,,金門縣烈嶼鄉上岐村楊厝3之3號
公寓,654.0,上岐村,金門縣烈嶼鄉上岐村楊厝5之3號,1.0,11人,,金門縣烈嶼鄉上岐村楊厝5之3號
公寓,655.0,上岐村,金門縣烈嶼鄉上岐村青岐128號,1.0,27人,,金門縣烈嶼鄉上岐村青岐128號
公寓,656.0,上岐村,金門縣烈嶼鄉上岐村青岐92號,1.0,12人,,金門縣烈嶼鄉上岐村青岐92號
公寓,657.0,西口村,金門縣烈嶼鄉西口村西方2-2號,1.0,23人,,金門縣烈嶼鄉西口村西方2-2號
公寓,659.0,西口村,金門縣烈嶼鄉西口村西方4號,1.0,11人,,金門縣烈嶼鄉西口村西方4號
公寓,660.0,西口村,金門縣烈嶼鄉西口村西方20號,1.0,11人,,金門縣烈嶼鄉西口村西方20號
公寓,661.0,西口村,金門縣烈嶼鄉后宅12-3號,1.0,8人,,金門縣烈嶼鄉后宅12-3號
公寓,662.0,西口村,金門縣烈嶼鄉西口村湖井頭7-1號,1.0,7人,,金門縣烈嶼鄉西口村湖井頭7-1號
公寓,668.0,西口村,金門縣烈嶼鄉西口村東坑48-1號,1.0,27人,,金門縣烈嶼鄉西口村東坑48-1號
公寓,669.0,西口村,金門縣烈嶼鄉双口39號,1.0,20人,,金門縣烈嶼鄉双口39號
公寓,670.0,西口村,金門縣烈嶼鄉西口村双口10號,1.0,27人,,金門縣烈嶼鄉西口村双口10號
公寓,673.0,西口村,金門縣烈嶼鄉后宅7號,1.0,27人,,金門縣烈嶼鄉后宅7號
公寓,676.0,西口村,金門縣烈嶼鄉双口4號,1.0,27人,,金門縣烈嶼鄉双口4號
公寓,677.0,西口村,金門縣烈嶼鄉西口村下田7號,1.0,27人,,金門縣烈嶼鄉西口村下田7號
公寓,678.0,黃埔村,金門縣烈嶼鄉黃埔村埔頭19-1號,1.0,12人,,金門縣烈嶼鄉黃埔村埔頭19-1號
公寓,679.0,黃埔村,金門縣烈嶼鄉后頭5號,1.0,11人,,金門縣烈嶼鄉后頭5號
公寓,680.0,黃埔村,金門縣烈嶼鄉后頭12號,1.0,12人,,金門縣烈嶼鄉后頭12號
公寓,681.0,黃埔村,金門縣烈嶼鄉黃埔村后頭43號,1.0,12人,,金門縣烈嶼鄉黃埔村后頭43號
公寓,682.0,黃埔村,金門縣烈嶼鄉黃埔村黃厝23號,1.0,12人,,金門縣烈嶼鄉黃埔村黃厝23號
公寓,683.0,黃埔村,金門縣烈嶼鄉黃埔村黃厝13號,1.0,13人,,金門縣烈嶼鄉黃埔村黃厝13號
公寓,684.0,黃埔村,金門縣烈嶼鄉黃埔村林邊3號,1.0,13人,,金門縣烈嶼鄉黃埔村林邊3號
公寓,685.0,黃埔村,金門縣烈嶼鄉黃埔村林邊5號,1.0,15人,,金門縣烈嶼鄉黃埔村林邊5號
公寓,686.0,黃埔村,金門縣烈嶼鄉黃埔村林邊9號,1.0,15人,,金門縣烈嶼鄉黃埔村林邊9號
公寓,687.0,黃埔村,金門縣烈嶼鄉黃埔村埔頭25-1號,1.0,12人,,金門縣烈嶼鄉黃埔村埔頭25-1號
公寓,688.0,黃埔村,金門縣烈嶼鄉埔頭20號,1.0,13人,,金門縣烈嶼鄉埔頭20號
公寓,689.0,黃埔村,金門縣烈嶼鄉埔頭19號,1.0,12人,,金門縣烈嶼鄉埔頭19號
公寓,690.0,黃埔村,金門縣烈嶼鄉后頭12號,1.0,13人,,金門縣烈嶼鄉后頭12號
公寓,691.0,上林村,金門縣烈嶼鄉上林村南塘1-2號,1.0,11人,,金門縣烈嶼鄉上林村南塘1-2號
公寓,692.0,上林村,金門縣烈嶼鄉上林村后井1號,1.0,11人,,金門縣烈嶼鄉上林村后井1號
公寓,693.0,上林村,金門縣烈嶼鄉上林村后井7號,1.0,11人,,金門縣烈嶼鄉上林村后井7號
公寓,694.0,上林村,金門縣烈嶼鄉上林村后井4號,1.0,12人,,金門縣烈嶼鄉上林村后井4號
公寓,695.0,上林村,金門縣烈嶼鄉上林村前埔1號,1.0,11人,,金門縣烈嶼鄉上林村前埔1號
公寓,696.0,上林村,"24.433686743523424, 118.23199611226906",1.0,16人,金門縣烈嶼鄉中墩12號
公寓,697.0,上林村,金門縣烈嶼鄉上林村上林1-1號,1.0,11人,,金門縣烈嶼鄉上林村上林1-1號
公寓,698.0,上林村,金門縣烈嶼鄉上林17號,1.0,11人,,金門縣烈嶼鄉上林17號
公寓,699.0,上林村,金門縣烈嶼鄉上林村上林60-1號,1.0,12人,,金門縣烈嶼鄉上林村上林60-1號
金門縣警察局,700.0,東門里,金門縣金城鎮金山路15號,1.0,850人,,金門縣金城鎮金山路15號
西門里公所,701.0,西門里,"24.432972, 118.314309",1.0,60人,金門縣金城鎮民權路90-6號
金門高中藝文中心,702.0,西門里,金門縣金城鎮光前路94號,1.0,440人,,金門縣金城鎮光前路94號
金門高中人事樓,703.0,西門里,金門縣金城鎮光前路94號,1.0,565人,,金門縣金城鎮光前路94號
金門高中科學大樓,704.0,西門里,金門縣金城鎮光前路94號,1.0,889人,,金門縣金城鎮光前路94號
金門高中生活科技館,705.0,西門里,金門縣金城鎮光前路94號,1.0,297人,,金門縣金城鎮光前路94號
中正國小,706.0,西門里,"24.434578278154014, 118.31654979625029",1.0,933人,金門縣金城鎮珠浦北路38號,"24.434578278154014, 118.31654979625029"
中正國小,707.0,西門里,"24.434578278154014, 118.31654979625029",1.0,800人,金門縣金城鎮珠浦北路38號
金門縣文化局,708.0,西門里,金門縣金城鎮環島北路66號,1.0,75人,,金門縣金城鎮環島北路66號
金城衛生所,709.0,西門里,金門縣金城鎮民權路147號,1.0,30人,,金門縣金城鎮民權路147號
金門地方法院,710.0,西門里,金門縣金城鎮民權路178號,1.0,53人,,金門縣金城鎮民權路178號
"金門縣立體育館 ",711.0,南門里,"24.42991706577678, 118.31522570419254",1.0,20人,金門縣金城鎮民族路261號,"24.42991706577678, 118.31522570419254"
金門縣稅捐稽徵處,712.0,南門里,金門縣金城鎮民族路328號,1.0,66人,,金門縣金城鎮民族路328號
莒光樓,713.0,南門里,金門縣金城鎮賢城路1號,1.0,80人,,金門縣金城鎮賢城路1號
金城國中,714.0,南門里,"24.431502376147872, 118.31290709142623",1.0,889人,金門縣金城鎮民權路32號,"24.431502376147872, 118.31290709142623"
行政院金馬聯合服務中心,715.0,南門里,金門縣金城鎮民權路34號,1.0,150人,
金城鎮公所,716.0,北門里,"24.432807917854394, 118.32061339497653",1.0,333人,金門縣金城鎮北門里民生路2號,"24.432807917854394, 118.32061339497653"
金城車站,717.0,北門里,金門縣金城鎮北門里民生路7號,1.0,325人,,金門縣金城鎮北門里民生路7號
"金城幼稚園   ",718.0,北門里,金門縣金城鎮北門里民生路38號,1.0,133人,,金門縣金城鎮北門里民生路38號
金城分局,719.0,北門里,金門縣金城鎮民生路54巷1號,1.0,750人,,金門縣金城鎮民生路54巷1號
賢庵國小,720.0,賢庵里,金門縣金城鎮賢庵里庵前18-2號,1.0,179人,,金門縣金城鎮賢庵里庵前18-2號
"官裡社區發展協會 ",721.0,賢庵里,金門縣金城鎮賢庵里官裡1號,1.0,190人,,金門縣金城鎮賢庵里官裡1號
"金門縣港務處  ",722.0,金水里,金門縣金城鎮金水里西海路一段5號,1.0,2700人,,金門縣金城鎮金水里西海路一段5號
古城國民小學,723.0,古城里,金門縣金城鎮古城里大古崗100號,1.0,53人,,金門縣金城鎮古城里大古崗100號
"古城辦公處所 ",724.0,古城里,金門縣金城鎮古城里小古崗40號,1.0,27人,,金門縣金城鎮古城里小古崗40號
金門酒廠,725.0,古城里,金門縣金城鎮古城里金門城68號,1.0,213人,,金門縣金城鎮古城里金門城68號
金門酒廠,726.0,榜林村,金門縣金寧鄉榜林村13鄰桃園路1號,1.0,667人,,金門縣金寧鄉榜林村13鄰桃園路1號
金鼎國小,727.0,盤山村,金門縣金寧鄉盤山村下堡123號,1.0,150人,,金門縣金寧鄉盤山村下堡123號
垵湖分校,728.0,湖埔村,金門縣金寧鄉榜林村后湖87號,1.0,50人,,金門縣金寧鄉榜林村后湖87號
湖埔村公所,729.0,湖埔村,金門縣金寧鄉湖埔村湖下155-2號,1.0,66人,,金門縣金寧鄉湖埔村湖下155-2號
金寧中小學,730.0,安美村,金門縣金寧鄉安美村安岐1號,1.0,1200人,,金門縣金寧鄉安美村安岐1號
古寧國小,731.0,古寧村,金門縣金寧鄉古寧村北山1號,1.0,266人,,金門縣金寧鄉古寧村北山1號
后盤村公所,732.0,后盤村,金門縣金寧鄉后盤村2鄰后盤山33號,1.0,67人,,金門縣金寧鄉后盤村2鄰后盤山33號
金門大學,733.0,盤山村,金門縣金寧鄉盤山村23鄰大學路1號,1.0,1500人,,金門縣金寧鄉盤山村23鄰大學路1號
金寧鄉公所,734.0,盤山村,金門縣金寧鄉盤山村仁愛新村1號,1.0,133人,,金門縣金寧鄉盤山村仁愛新村1號
金寧衛生所,735.0,盤山村,金門縣金寧鄉盤山村18鄰仁愛新村2號,1.0,170人,,金門縣金寧鄉盤山村18鄰仁愛新村2號
金寧衛生所,736.0,盤山村,金門縣金寧鄉盤山村仁愛新村2-1號,1.0,150人,,金門縣金寧鄉盤山村仁愛新村2-1號
金門地政局,737.0,盤山村,金門縣金寧鄉盤山村18鄰仁愛新村3號,1.0,150人,,金門縣金寧鄉盤山村18鄰仁愛新村3號
更生保護會,738.0,盤山村,金門縣金寧鄉盤山村18鄰仁愛新村5號,1.0,266人,,金門縣金寧鄉盤山村18鄰仁愛新村5號
烈嶼分駐所,739.0,林湖村,金門縣烈嶼鄉林湖村西路37號,1.0,33人,,金門縣烈嶼鄉林湖村西路37號
卓環國小,740.0,林湖村,金門縣烈嶼鄉林湖村西路23號,1.0,135人,,金門縣烈嶼鄉林湖村西路23號
烈嶼公車站,741.0,林湖村,金門縣烈嶼鄉湖下35號,1.0,8人,,金門縣烈嶼鄉湖下35號
烈嶼鄉公所,742.0,林湖村,金門縣烈嶼鄉林湖村西路60號,1.0,300人,,金門縣烈嶼鄉林湖村西路60號
林湖村公所,743.0,林湖村,金門縣烈嶼鄉林湖村東林24號,1.0,93人,,金門縣烈嶼鄉林湖村東林24號
西口國小,745.0,西口村,金門縣烈嶼鄉西口村西方69號,1.0,27人,,金門縣烈嶼鄉西口村西方69號
"署立金門醫院      烈嶼分院",746.0,上林村,金門縣烈嶼鄉上林村后井37號,1.0,27人,,金門縣烈嶼鄉上林村后井37號
烈嶼國中,747.0,上林村,金門縣烈嶼鄉上林村后井38號,1.0,119人,,金門縣烈嶼鄉上林村后井38號
上岐國小,748.0,上岐村,金門縣烈嶼鄉上岐村青岐2號,1.0,30人,,金門縣烈嶼鄉上岐村青岐2號
上岐國小,749.0,上岐村,金門縣烈嶼鄉上岐村青岐123號,1.0,53人,,金門縣烈嶼鄉上岐村青岐123號
上岐村公所,750.0,上岐村,金門縣烈嶼鄉青岐89號,1.0,21人,,金門縣烈嶼鄉青岐89號
海福飯店,751.0,西門里,金門縣金城鎮民權路85號,1.0,169人,,金門縣金城鎮民權路85號
金帝飯店,752.0,西門里,金門縣金城鎮民權路107號,1.0,130人,,金門縣金城鎮民權路107號
新華僑之家,753.0,西門里,金門縣金城鎮光前路147號,1.0,159人,,金門縣金城鎮光前路147號
外武廟管理委員會,754.0,西門里,金門縣金城鎮光前路72號,1.0,80人,,金門縣金城鎮光前路72號
華欣商務旅館,755.0,西門里,金門縣金城鎮莒光路156號之2,1.0,115人,,金門縣金城鎮莒光路156號之2
台灣中小型企業銀行,756.0,西門里,金門縣金城鎮民權路116號,1.0,310人,,金門縣金城鎮民權路116號
中華電信,757.0,西門里,金門縣金城鎮民權路182號,1.0,667人,,金門縣金城鎮民權路182號
金瑞飯店,758.0,西門里,金門縣金城鎮民權路166號,1.0,107人,,金門縣金城鎮民權路166號
大同之家,759.0,西門里,金門縣金城鎮民生路72號,1.0,107人,,金門縣金城鎮民生路72號
金成天主教,760.0,北門里,金門縣金城鎮北門里民生路10號,1.0,36人,,金門縣金城鎮北門里民生路10號
金信大樓,761.0,北門里,金門縣金城鎮北門里民生路25號,2.0,667人,,金門縣金城鎮北門里民生路25號
IN99飯店,762.0,北門里,金門縣金城鎮北門里民生路16號,1.0,87人,
群力建設開發有限公司,763.0,北門里,金門縣金城鎮北門里珠中興路205巷2號,2.0,432人,,金門縣金城鎮北門里珠中興路205巷2號
浯江飯店,764.0,賢庵里,金門縣金城鎮賢庵里西海路三段100號,1.0,267人,,金門縣金城鎮賢庵里西海路三段100號
金芬芳股份有限公司,765.0,賢庵里,金門縣金城鎮賢庵里古區2-2號,1.0,262人,,金門縣金城鎮賢庵里古區2-2號
薛永南兄弟大樓,766.0,硃沙里,金門縣金城鎮珠沙里珠山84號,1.0,107人,,金門縣金城鎮珠沙里珠山84號
福星KTV,767.0,榜林村,金門縣金寧鄉榜林村29鄰伯玉路一段234號,1.0,100人,,金門縣金寧鄉榜林村29鄰伯玉路一段234號
寶雅,768.0,榜林村,金門縣金寧鄉榜林村29鄰伯玉路一段232-2號,1.0,100人,,金門縣金寧鄉榜林村29鄰伯玉路一段232-2號
金城聯,769.0,榜林村,金門縣金寧鄉榜林村29鄰伯玉路一段232號,1.0,100人,,金門縣金寧鄉榜林村29鄰伯玉路一段232號
陸島酒店,770.0,榜林村,金門縣金寧鄉榜林村下埔下90號,1.0,100人,,金門縣金寧鄉榜林村下埔下90號
防空洞,771.0,榜林村,金門縣金寧鄉榜林村14鄰后湖87號(金門縣立賢庵國民小學垵湖分校小學),1.0,50人,,金門縣金寧鄉榜林村14鄰后湖87號(金門縣立賢庵國民小學垵湖分校小學)
防空洞,772.0,盤山村,金門縣金寧鄉盤山村頂堡150號(盤山村公所旁),1.0,150人,,金門縣金寧鄉盤山村頂堡150號(盤山村公所旁)
防空洞,773.0,古寧村,金門縣金寧鄉古寧村富康慈湖農莊1號,1.0,29人,,金門縣金寧鄉古寧村富康慈湖農莊1號
防空洞,774.0,古寧村,金門縣金寧鄉古寧村南山112號,1.0,40人,,金門縣金寧鄉古寧村南山112號
防空洞,775.0,古寧村,金門縣金寧鄉古寧村慈湖農莊11號,1.0,33人,,金門縣金寧鄉古寧村慈湖農莊11號
防空洞,776.0,后盤村,金門縣金寧鄉后盤村1鄰后盤山7號,1.0,15人,,金門縣金寧鄉后盤村1鄰后盤山7號
防空洞,777.0,后盤村,金門縣金寧鄉后盤村后盤山6號,1.0,20人,,金門縣金寧鄉后盤村后盤山6號
防空洞,778.0,后盤村,金門縣金寧鄉后盤村后盤山48號,1.0,17人,,金門縣金寧鄉后盤村后盤山48號
防空洞,779.0,后盤村,金門縣金寧鄉后盤村后沙43號,1.0,18人,,金門縣金寧鄉后盤村后沙43號
防空洞,780.0,后盤村,金門縣金寧鄉后盤村1鄰后盤山8號,1.0,14人,,金門縣金寧鄉后盤村1鄰后盤山8號
防空洞,781.0,林湖村,金門縣烈嶼鄉林湖村東林1號,1.0,27人,,金門縣烈嶼鄉林湖村東林1號
防空洞,782.0,林湖村,金門縣烈嶼鄉林湖村東林14號,1.0,13人,,金門縣烈嶼鄉林湖村東林14號
防空洞,783.0,林湖村,金門縣烈嶼鄉林湖村東林117號,1.0,13人,,金門縣烈嶼鄉林湖村東林117號
防空洞,784.0,林湖村,金門縣烈嶼鄉林湖村東林17號,1.0,13人,,金門縣烈嶼鄉林湖村東林17號
防空洞,785.0,林湖村,金門縣烈嶼鄉林湖村東林32號,1.0,13人,,金門縣烈嶼鄉林湖村東林32號
防空洞,786.0,林湖村,金門縣烈嶼鄉林湖村東林35號,1.0,27,,金門縣烈嶼鄉林湖村東林35號
防空洞,787.0,林湖村,金門縣烈嶼鄉林湖村東林36號,1.0,20人,,金門縣烈嶼鄉林湖村東林36號
防空洞,788.0,林湖村,金門縣烈嶼鄉林湖村東林73號,1.0,27人,,金門縣烈嶼鄉林湖村東林73號
防空洞,789.0,林湖村,金門縣烈嶼鄉林湖村東林27號,1.0,13人,,金門縣烈嶼鄉林湖村東林27號
防空洞,790.0,林湖村,金門縣烈嶼鄉林湖村東林76號,1.0,13人,,金門縣烈嶼鄉林湖村東林76號
防空洞,791.0,林湖村,金門縣烈嶼鄉林湖村東林77號,1.0,27人,,金門縣烈嶼鄉林湖村東林77號
防空洞,792.0,林湖村,金門縣烈嶼鄉林湖村東林55號,1.0,13人,,金門縣烈嶼鄉林湖村東林55號
防空洞,793.0,林湖村,金門縣烈嶼鄉林湖村東林56號,1.0,27人,,金門縣烈嶼鄉林湖村東林56號
防空洞,794.0,林湖村,金門縣烈嶼鄉林湖村東林63號,1.0,20人,,金門縣烈嶼鄉林湖村東林63號
防空洞,795.0,林湖村,金門縣烈嶼鄉東林67號,1.0,13人,,金門縣烈嶼鄉東林67號
防空洞,796.0,林湖村,金門縣烈嶼鄉林湖村東林74號,1.0,27人,,金門縣烈嶼鄉林湖村東林74號
防空洞,797.0,林湖村,金門縣烈嶼鄉林湖村東林78號,1.0,20人,,金門縣烈嶼鄉林湖村東林78號
防空洞,798.0,林湖村,金門縣烈嶼鄉林湖村東林26號,1.0,13人,,金門縣烈嶼鄉林湖村東林26號
防空洞,799.0,林湖村,金門縣烈嶼鄉林湖村東林38號,1.0,13人,,金門縣烈嶼鄉林湖村東林38號
防空洞,800.0,林湖村,金門縣烈嶼鄉林湖村東林44號,1.0,13人,,金門縣烈嶼鄉林湖村東林44號
防空洞,801.0,林湖村,金門縣烈嶼鄉林湖村東林街57號,1.0,27人,,金門縣烈嶼鄉林湖村東林街57號
防空洞,802.0,林湖村,金門縣烈嶼鄉東林63號,1.0,26人,,金門縣烈嶼鄉東林63號
防空洞,803.0,林湖村,金門縣烈嶼鄉林湖村東林街48號,1.0,13人,,金門縣烈嶼鄉林湖村東林街48號
防空洞,804.0,林湖村,金門縣烈嶼鄉林湖村東林51號,1.0,13人,,金門縣烈嶼鄉林湖村東林51號
防空洞,805.0,林湖村,金門縣烈嶼鄉林湖村東林47號,1.0,20人,,金門縣烈嶼鄉林湖村東林47號
防空洞,806.0,林湖村,金門縣烈嶼鄉林湖村西宅52號,1.0,13人,,金門縣烈嶼鄉林湖村西宅52號
防空洞,807.0,林湖村,金門縣烈嶼鄉林湖村西宅5號,1.0,20人,,金門縣烈嶼鄉林湖村西宅5號
防空洞,808.0,林湖村,金門縣烈嶼鄉林湖村西宅5號,1.0,20人,,金門縣烈嶼鄉林湖村西宅5號
防空洞,809.0,林湖村,金門縣烈嶼鄉林湖村西宅7號,1.0,13人,,金門縣烈嶼鄉林湖村西宅7號
防空洞,810.0,林湖村,金門縣烈嶼鄉林湖村西宅21號,1.0,13人,,金門縣烈嶼鄉林湖村西宅21號
防空洞,811.0,林湖村,金門縣烈嶼鄉林湖村西宅17號,1.0,13人,,金門縣烈嶼鄉林湖村西宅17號
防空洞,812.0,林湖村,金門縣烈嶼鄉林湖村西宅30號,1.0,13人,,金門縣烈嶼鄉林湖村西宅30號
防空洞,813.0,林湖村,金門縣烈嶼鄉林湖村西宅35號,1.0,13人,,金門縣烈嶼鄉林湖村西宅35號
防空洞,814.0,林湖村,金門縣烈嶼鄉林湖村西宅33號,1.0,13人,,金門縣烈嶼鄉林湖村西宅33號
防空洞,815.0,林湖村,金門縣烈嶼鄉林湖村西宅11號,1.0,13人,,金門縣烈嶼鄉林湖村西宅11號
防空洞,816.0,林湖村,金門縣烈嶼鄉林湖村西宅19號,1.0,20人,,金門縣烈嶼鄉林湖村西宅19號
防空洞,817.0,林湖村,金門縣烈嶼鄉西路24號,1.0,13人,,金門縣烈嶼鄉西路24號
防空洞,818.0,林湖村,金門縣烈嶼鄉西路26號,1.0,13人,,金門縣烈嶼鄉西路26號
防空洞,819.0,林湖村,金門縣烈嶼鄉西路29號,1.0,13人,,金門縣烈嶼鄉西路29號
防空洞,820.0,林湖村,金門縣烈嶼鄉林湖村羅厝3號,1.0,11人,,金門縣烈嶼鄉林湖村羅厝3號
防空洞,821.0,林湖村,金門縣烈嶼鄉林湖村羅厝9號,1.0,13人,,金門縣烈嶼鄉林湖村羅厝9號
防空洞,822.0,林湖村,金門縣烈嶼鄉林湖村羅厝14號,1.0,13人,,金門縣烈嶼鄉林湖村羅厝14號
防空洞,823.0,林湖村,金門縣烈嶼鄉林湖村羅厝11號,1.0,13人,,金門縣烈嶼鄉林湖村羅厝11號
防空洞,824.0,林湖村,金門縣烈嶼鄉林湖村羅厝14-1號,1.0,13人,,金門縣烈嶼鄉林湖村羅厝14-1號
防空洞,825.0,林湖村,金門縣烈嶼鄉林湖村羅厝3號,1.0,20人,,金門縣烈嶼鄉林湖村羅厝3號
防空洞,826.0,林湖村,金門縣烈嶼鄉林湖村羅厝5號,1.0,13人,,金門縣烈嶼鄉林湖村羅厝5號
防空洞,827.0,林湖村,金門縣烈嶼鄉林湖村羅厝23號,1.0,13人,,金門縣烈嶼鄉林湖村羅厝23號
防空洞,828.0,林湖村,金門縣烈嶼鄉林湖村羅厝25號,1.0,13人,,金門縣烈嶼鄉林湖村羅厝25號
防空洞,829.0,林湖村,金門縣烈嶼鄉林湖村羅厝16-1號,1.0,27人,,金門縣烈嶼鄉林湖村羅厝16-1號
防空洞,830.0,林湖村,金門縣烈嶼鄉林湖村羅厝38號,1.0,11人,,金門縣烈嶼鄉林湖村羅厝38號
防空洞,831.0,林湖村,金門縣烈嶼鄉林湖村羅厝39號,1.0,27人,,金門縣烈嶼鄉林湖村羅厝39號
防空洞,832.0,林湖村,金門縣烈嶼鄉林湖村羅厝45號,1.0,13人,,金門縣烈嶼鄉林湖村羅厝45號
防空洞,833.0,林湖村,金門縣烈嶼鄉林湖村羅厝55號,1.0,13人,,金門縣烈嶼鄉林湖村羅厝55號
防空洞,834.0,林湖村,金門縣烈嶼鄉林湖村羅厝58號,1.0,13人,,金門縣烈嶼鄉林湖村羅厝58號
防空洞,835.0,林湖村,金門縣烈嶼鄉林湖村羅厝42號,1.0,20人,,金門縣烈嶼鄉林湖村羅厝42號
防空洞,836.0,林湖村,金門縣烈嶼鄉林湖村湖下13號,1.0,20人,,金門縣烈嶼鄉林湖村湖下13號
防空洞,837.0,林湖村,金門縣烈嶼鄉湖下20號,1.0,20人,,金門縣烈嶼鄉湖下20號
防空洞,838.0,林湖村,金門縣烈嶼鄉林湖村湖下28號,1.0,13人,,金門縣烈嶼鄉林湖村湖下28號
防空洞,839.0,林湖村,金門縣湖下26號,1.0,13人,,金門縣湖下26號
