行政區,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,placemark_address
北投分局,WUA00438,秀山里,臺北市北投區中和街458-1號,"25.145063,121.495861",1,56.0,北投分局,,臺北市北投區中和街458-1號
北投分局,WUA00441,秀山里,臺北市北投區中和街494號,"25.145344,121.494733",1,184.0,北投分局,,臺北市北投區中和街494號
北投分局,WUA00469,秀山里,臺北市北投區中和街458巷33弄15號,"25.14594,121.495608",1,94.0,北投分局,,臺北市北投區中和街458巷33弄15號
北投分局,WUA00470,秀山里,臺北市北投區中和街474巷11號,"25.145795,121.495257",1,28.0,北投分局,,臺北市北投區中和街474巷11號
北投分局,WUA00471,秀山里,臺北市北投區中和街474巷12號,"25.146369,121.495531",1,194.0,北投分局,,臺北市北投區中和街474巷12號
北投分局,WUA00472,秀山里,臺北市北投區中和街474巷17號,"25.146288,121.495316",1,128.0,北投分局,,臺北市北投區中和街474巷17號
北投分局,WUA00473,秀山里,臺北市北投區中和街474巷5號,"25.145583,121.495234",1,73.0,北投分局,,臺北市北投區中和街474巷5號
北投分局,WUA00474,秀山里,臺北市北投區中和街474巷4弄5號,"25.145771,121.495605",1,56.0,北投分局,,臺北市北投區中和街474巷4弄5號
北投分局,WUA00484,秀山里,臺北市北投區中和街502巷2弄11號,"25.145579,121.494898",1,64.0,北投分局,,臺北市北投區中和街502巷2弄11號
北投分局,WUA00485,秀山里,臺北市北投區中和街502巷6弄1號,"25.146204,121.494508",1,200.0,北投分局,,臺北市北投區中和街502巷6弄1號
北投分局,WUA00486,秀山里,臺北市北投區中和街502巷8弄1號,"25.146518,121.494484",1,329.0,北投分局,,臺北市北投區中和街502巷8弄1號
北投分局,WUA00487,秀山里,臺北市北投區中和街502巷8弄15號,"25.14645,121.49498",1,153.0,北投分局,,臺北市北投區中和街502巷8弄15號
北投分局,WUA00497,秀山里,臺北市北投區中和街錫安巷105弄1號,"25.147088,121.49975",1,224.0,北投分局,,臺北市北投區中和街錫安巷105弄1號
