類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,WNA00700,華聲里,臺北市大安區市民大道四段210號,"25.044516,121.555908",B01,47.0,大安分局,
一般住宅,WNA00699,華聲里,臺北市大安區市民大道四段212號,"25.044488,121.556002",B01,186.0,大安分局,
一般住宅,WNA00698,華聲里,臺北市大安區市民大道四段236號,"25.044677,121.556774",B01,72.0,大安分局,
一般住宅,WNA00703,華聲里,臺北市大安區市住大道四段240號,"25.044800,121.557203",B01,291.0,大安分局,
一般住宅,WNA00697,華聲里,臺北市大安區市住大道四段248號,"25.044861,121.557765",B01,356.0,大安分局,
一般住宅,WNA00714,華聲里,臺北市大安區光復南路72巷7弄4號,"25.044592,121.557053",B01,220.0,大安分局,
一般住宅,WNA00713,華聲里,臺北市大安區光復南路72巷7弄17號,"25.044205,121.557166",B01,144.0,大安分局,
一般住宅,WNA00712,華聲里,臺北市大安區光復南路72巷7弄13號,"25.044319,121.557174",B01,156.0,大安分局,
一般住宅,WNA00708,華聲里,臺北市大安區光復南路72巷23弄29號,"25.04427,121.556271",B01,74.0,大安分局,
一般住宅,WNA00707,華聲里,臺北市大安區光復南路72巷23弄25號,"25.044208,121.556456",B01,88.0,大安分局,
一般住宅,WNA00706,華聲里,臺北市大安區光復南路72巷23弄21號,"25.044211,121.556562",B01,500.0,大安分局,
一般住宅,WNA00704,華聲里,臺北市大安區光復南路72巷23弄1-3號,"25.044544,121.556814",B01,142.0,大安分局,
一般住宅,WNA00717,華聲里,臺北市大安區光復南路96巷2號之1-2,"25.044045,121.557291",B01,240.0,大安分局,
一般住宅,WNA00718,華聲里,臺北市大安區光復南路96巷20號,"25.044066,121.556456",B01,455.0,大安分局,
一般住宅,WNA00702,華聲里,臺北市大安區光復南路72巷73號,"25.04437,121.555158",B01,1368.0,大安分局,
一般住宅,WNA00629,華聲里,臺北市大安區光復南路98-1號,"25.044174,121.557518",B01,506.0,大安分局,
一般住宅,WNA00715,華聲里,臺北市大安區光復南路72巷7弄5號,"25.044498,121.557175",B01,373.0,大安分局,
一般住宅,WNA00709,華聲里,臺北市大安區光復南路72巷23弄4號,"25.044514,121.556646",B01,223.0,大安分局,
一般住宅,WNA04539,華聲里,臺北市大安區光復南路76號,"25.044719,121.557496",B01,847.0,大安分局,
一般住宅,WNA00705,華聲里,臺北市大安區光復南路72巷23弄18號,"25.044414,121.556146",B01,298.0,大安分局,
一般住宅,WNA00630,華聲里,臺北市大安區光復南路116巷1號,"25.043112,121.556862",B01,343.0,大安分局,
一般住宅,WNA01611,華聲里,臺北市大安區忠孝東路四段329號,"25.041571,121.556849",B01,371.0,大安分局,
一般住宅,WNA00638,華聲里,臺北市大安區光復南路180巷2號,"25.042629,121.557276",B01,1119.0,大安分局,
一般住宅,WNA00637,華聲里,臺北市大安區光復南路180巷13號,"25.042047,121.556828",B01,131.0,大安分局,
一般住宅,WNA00639,華聲里,臺北市大安區光復南路180巷3號,"25.042289,121.556884",B01,344.0,大安分局,
一般住宅,WNA00636,華聲里,臺北市大安區光復南路180巷12號,"25.042624,121.556897",B01,598.0,大安分局,
一般住宅,WNA00633,華聲里,臺北市大安區光復南路116巷26號,"25.042991,121.556588",B01,283.0,大安分局,
一般住宅,WNA00632,華聲里,臺北市大安區光復南路116巷22號,"25.042991,121.55667",B01,395.0,大安分局,
一般住宅,WNA00634,華聲里,臺北市大安區光復南路116巷7號,"25.043375,121.556304",B04B05,1934.0,大安分局,
一般住宅,WNA01450,華聲里,臺北市大安區延吉街137巷22號,"25.04196,121.555266",B01,116.0,大安分局,
一般住宅,WNA01456,華聲里,臺北市大安區延吉街137巷6-1號,"25.041924,121.554973",B01,262.0,大安分局,
一般住宅,WNA01449,華聲里,臺北市大安區延吉街137巷2號,"25.041926,121.554616",B01,231.0,大安分局,
一般住宅,WNA01452,華聲里,臺北市大安區延吉街137巷28號,"25.041934,121.555413",B01,112.0,大安分局,
一般住宅,WNA01455,華聲里,臺北市大安區延吉街137巷30號,"25.041934,121.555471",B01,98.0,大安分局,
一般住宅,WNA01448,華聲里,臺北市大安區延吉街137巷18號,"25.041927,121.555139",B01,82.0,大安分局,
一般住宅,WNA01608,華聲里,臺北市大安區忠孝東路四段319號,"25.041591,121.556059",B01,245.0,大安分局,
一般住宅,WNA01605,華聲里,臺北市大安區忠孝東路四段303號,"25.041596,121.555466",B01B02,278.0,大安分局,
一般住宅,WNA01603,華聲里,臺北市大安區忠孝東路四段299號,"25.041598,121.555336",B01B02,257.0,大安分局,
一般住宅,WNA01602,華聲里,臺北市大安區忠孝東路四段295號,"25.041608,121.555065",B01,361.0,大安分局,
一般住宅,WNA01601,華聲里,臺北市大安區忠孝東路四段293號,"25.041609,121.554976",B02,343.0,大安分局,
一般住宅,WNA01600,華聲里,臺北市大安區忠孝東路四段289號,"25.041611,121.554737",B03,590.0,大安分局,
一般住宅,WNA01609,華聲里,臺北市大安區忠孝東路四段325號,"25.041587,121.556327",B01,1022.0,大安分局,
一般住宅,WNA01610,華聲里,臺北市大安區忠孝東路四段325號,"25.041587,121.556327",B02,885.0,大安分局,
一般住宅,WNA01443,華聲里,臺北市大安區延吉街131巷1弄2號,"25.042836,121.554492",B01,211.0,大安分局,
一般住宅,WNA00644,華聲里,臺北市大安區光復南路200巷5號,"25.0419,121.555995",B01,319.0,大安分局,
一般住宅,WNA04783,華聲里,臺北市大安區忠孝東路四段319號,"25.041591,121.556059",B02,259.0,大安分局,
一般住宅,WNA00641,華聲里,臺北市大安區光復南路180巷49號,"25.042301,121.555345",B01,65.0,大安分局,
一般住宅,WNA00642,華聲里,臺北市大安區光復南路180巷51號,"25.042301,121.555287",B01,106.0,大安分局,
一般住宅,WNA01457,華聲里,臺北市大安區延吉街137巷7弄2、4號,"25.042293,121.554768",B01,150.0,大安分局,
一般住宅,WNA01447,華聲里,臺北市大安區延吉街137巷7弄17號,"25.042293,121.554768",B01,178.0,大安分局,
一般住宅,WNA01451,華聲里,臺北市大安區延吉街137巷23號,"25.04209,121.555339",B01,159.0,大安分局,
一般住宅,WNA01388,華聲里,臺北市大安區延吉街109號,"25.043099,121.554165",B01,154.0,大安分局,
一般住宅,WNA01397,華聲里,臺北市大安區延吉街135號,"25.042341,121.554361",B01,64.0,大安分局,
一般住宅,WNA01454,華聲里,臺北市大安區延吉街137巷3號,"25.042102,121.554747",B01,810.0,大安分局,
一般住宅,WNA01453,華聲里,臺北市大安區延吉街137巷29號,"25.042083,121.555539",B01,45.0,大安分局,
一般住宅,WNA01446,華聲里,臺北市大安區延吉街131巷2弄3號,"25.042463,121.554568",B01,322.0,大安分局,
一般住宅,WNA01429,華聲里,臺北市大安區延吉街87、89號,"25.033353,121.557224",B01,315.0,大安分局,
一般住宅,WNA01392,華聲里,臺北市大安區延吉街117-119號,"25.042901,121.554215",B01,475.0,大安分局,
一般住宅,WNA01396,華聲里,臺北市大安區延吉街133號,"25.042511,121.554326",B01,524.0,大安分局,
一般住宅,WNA01433,華聲里,臺北市大安區延吉街129巷2號,"25.04295,121.555072",B01,243.0,大安分局,
一般住宅,WNA01440,華聲里,臺北市大安區延吉街131巷3號,"25.042722,121.554534",B01,120.0,大安分局,
一般住宅,WNA01488,華聲里,臺北市大安區延吉街97巷1-11號,"25.043196,121.555072",B01,543.0,大安分局,
一般住宅,WNA00640,華聲里,臺北市大安區光復南路180巷48號,"25.042456,121.55548",B01,33.0,大安分局,
一般住宅,WNA01455,華聲里,臺北市大安區延吉街131巷1弄50號,"25.043389,121.554963",B01,202.0,大安分局,
一般住宅,WNA01434,華聲里,臺北市大安區延吉街131巷18號,"25.042646,121.555102",B01,130.0,大安分局,
一般住宅,WNA01435,華聲里,臺北市大安區延吉街131巷19號,"25.042801,121.555062",B01,22.0,大安分局,
一般住宅,WNA01436,華聲里,臺北市大安區延吉街131巷22號,"25.042687,121.555322",B01,35.0,大安分局,
一般住宅,WNA01437,華聲里,臺北市大安區延吉街131巷24號,"25.042691,121.555428",B01,272.0,大安分局,
一般住宅,WNA01439,華聲里,臺北市大安區延吉街131巷29號,"25.042901,121.555424",B01,678.0,大安分局,
一般住宅,WNA01489,華聲里,臺北市大安區延吉街97巷10-12號,"25.043292,121.554821",B01,62.0,大安分局,
一般住宅,WNA01490,華聲里,臺北市大安區延吉街97巷20號,"25.043029,121.55484",B01,118.0,大安分局,
一般住宅,WNA02273,新龍里,臺北市大安區建國南路二段151巷40號,"25.028652,121.539463",B01,404.0,大安分局,
一般住宅,WNA02274,新龍里,臺北市大安區建國南路二段151巷50號,"25.028655,121.539844",B01,221.0,大安分局,
一般住宅,WNA03658,新龍里,臺北市大安區瑞安街208巷2號,"25.028053,121.540436",B01,142.0,大安分局,
一般住宅,WNA03661,新龍里,臺北市大安區瑞安街208巷4號,"25.028127,121.540446",B01,264.0,大安分局,
一般住宅,WNA03665,新龍里,臺北市大安區瑞安街208巷14弄13號,"25.028372,121.539979",B01,43.0,大安分局,
一般住宅,WNA03666,新龍里,臺北市大安區瑞安街208巷14弄2號,"25.028206,121.540257",B01,43.0,大安分局,
一般住宅,WNA03667,新龍里,臺北市大安區瑞安街208巷14弄4號,"25.028207,121.540193",B01,87.0,大安分局,
一般住宅,WNA03668,新龍里,臺北市大安區瑞安街208巷24弄2號,"25.028665,121.540373",B01,203.0,大安分局,
一般住宅,WNA03677,新龍里,臺北市大安區瑞安街214巷11號,"25.027933,121.539792",B01,234.0,大安分局,
一般住宅,WNA03678,新龍里,臺北市大安區瑞安街222巷17號,"25.028017,121.539417",B01,94.0,大安分局,
一般住宅,WNA03679,新龍里,臺北市大安區瑞安街222巷21號,"25.028122,121.539323",B01,35.0,大安分局,
一般住宅,WNA02262,新龍里,臺北市大安區建國南二段155號,"25.028727,121.538149",B01,186.0,大安分局,
一般住宅,WNA03680,新龍里,臺北市大安區瑞安街222巷23號,"25.028185,121.539235",B01,36.0,大安分局,
一般住宅,WNA03681,新龍里,臺北市大安區瑞安街222巷35號,"25.028288,121.538987",B01,33.0,大安分局,
一般住宅,WNA03683,新龍里,臺北市大安區瑞安街222巷47號,"25.028486,121.538704",B01,46.0,大安分局,
一般住宅,WNA02027,新龍里,臺北市大安區信義路三段134巷21號,"25.030805,121.539559",B01,240.0,大安分局,
一般住宅,WNA02028,新龍里,臺北市大安區信義路三段134巷27號,"25.03064,121.539555",B01,538.0,大安分局,
一般住宅,WNA02029,新龍里,臺北市大安區信義路三段134巷37號,"25.030228,121.539509",B01,626.0,大安分局,
一般住宅,WNA03674,新龍里,臺北市大安區瑞安街208巷58弄3號,"25.030034,121.540317",B03,2241.0,大安分局,
一般住宅,WNA04403,新龍里,臺北市大安區瑞安街208巷78弄11號,"25.030792,121.53988",B01,108.0,大安分局,
一般住宅,WNA03663,新龍里,臺北市大安區瑞安街208巷76號,"25.030619,121.540471",B01,180.0,大安分局,
一般住宅,WNA04696,新龍里,臺北市大安區建國南路二段69巷36號,"25.031057,121.539817",B01,180.0,大安分局,
一般住宅,WNA04763,新龍里,臺北市大安區瑞安街208巷72號,"25.030479,121.540468",B01,184.0,大安分局,
一般住宅,WNA04782,新龍里,臺北市大安區建國南路二段69巷52號,"25.031056,121.540199",B01,346.0,大安分局,
一般住宅,WNA04883,新龍里,臺北市大安區瑞安街208巷58弄9號,"25.029976,121.540055",B01B02,69.0,大安分局,
一般住宅,WNA02030,新龍里,臺北市大安區信義路三段134巷40號,"25.03055,121.539101",B01,11203.0,大安分局,
一般住宅,WNA02031,新龍里,臺北市大安區信義路134巷47號,"25.029813,121.539512",B01,5389.0,大安分局,
一般住宅,WNA02940,群英里,臺北市大安區復興南路二段171巷34號,"25.027509,121.545021",B01,15802.0,大安分局,
一般住宅,WNA01162,群英里,臺北市大安區和平東路二段311巷52號,"25.026125,121.54495",B01,2262.0,大安分局,
一般住宅,WNA00449,群英里,臺北市大安區四維路198巷12號,"25.026606,121.546118",B01,530.0,大安分局,
一般住宅,WNA04737,群英里,臺北市大安區四維路170巷36號,"25.028196,121.546338",B01,763.0,大安分局,
一般住宅,WNA02939,群賢里,臺北市大安區復興南路二段171巷15號,"25.027794,121.544765",B01,420.0,大安分局,
一般住宅,WNA02882,群賢里,臺北市大安區復興南路二段171-1號,"25.027671,121.543691",B01,171.0,大安分局,
一般住宅,WNA02877,群賢里,臺北市大安區復興南路二段155號,"25.02821,121.543702",B02,925.0,大安分局,
一般住宅,WNA02880,群賢里,臺北市大安區復興南路二段167號,"25.027858,121.543699",B01,240.0,大安分局,
一般住宅,WNA02883,群賢里,臺北市大安區復興南路二段173號,"25.027535,121.543689",B01,460.0,大安分局,
一般住宅,WNA02888,群賢里,臺北市大安區復興南路二段237號,"25.025846,121.54371",B02,1922.0,大安分局,
一般住宅,WNA02929,群賢里,臺北市大安區復興南路二段151巷20號,"25.028278,121.544836",B01,161.0,大安分局,
一般住宅,WNA01147,群賢里,臺北市大安區和平東路二段265巷27號,"25.027396,121.544155",B01,485.0,大安分局,
一般住宅,WNA01149,群賢里,臺北市大安區和平東路二段265巷31號,"25.02779,121.544133",B01,152.0,大安分局,
一般住宅,WNA01150,群賢里,臺北市大安區和平東路二段265巷33-1號,"25.027887,121.544152",B01,336.0,大安分局,
一般住宅,WNA01148,群賢里,臺北市大安區和平東路二段265巷28號,"25.026244,121.543966",B01,164.0,大安分局,
一般住宅,WNA01153,群賢里,臺北市大安區和平東路二段265巷52號,"25.027806,121.544023",B01,178.0,大安分局,
一般住宅,WNA02954,群賢里,臺北市大安區復興南路二段271巷2號,"25.02569,121.543891",B01,221.0,大安分局,
一般住宅,WNA02946,群賢里,臺北市大安區復興南路二段193巷3號,"25.026592,121.543893",B01,257.0,大安分局,
一般住宅,WNA01151,群賢里,臺北市大安區和平東路二段265巷38號,"25.026786,121.543983",B01,308.0,大安分局,
一般住宅,WNA01152,群賢里,臺北市大安區和平東路二段265巷42號,"25.027035,121.543958",B01,371.0,大安分局,
一般住宅,WNA01144,群賢里,臺北市大安區和平東路二段265巷15號,"25.026161,121.544141",B01,332.0,大安分局,
一般住宅,WNA01145,群賢里,臺北市大安區和平東路二段265巷15號,"25.026161,121.544141",B01,187.0,大安分局,
一般住宅,WNA01146,群賢里,臺北市大安區和平東路二段265巷21號,"25.026803,121.544129",B01,214.0,大安分局,
一般住宅,WNA02928,群賢里,臺北市大安區復興南路二段151巷2號,"25.028323,121.543925",B01,123.0,大安分局,
一般住宅,WNA01154,群賢里,臺北市大安區和平東路二段265巷54號,"25.027903,121.544015",B01,98.0,大安分局,
一般住宅,WNA04916,群賢里,臺北市大安區復興南路二段193巷2號,"25.026474,121.543869",B01,265.0,大安分局,
一般住宅,WNA02891,群賢里,臺北市大安區復興南路二段291號,"25.025036,121.543666",B01,204.0,大安分局,
一般住宅,WNA04879,群賢里,臺北市大安區和平東路二段265巷7之1號,"25.025638,121.544129",B01,644.0,大安分局,
一般住宅,WNA01143,群賢里,臺北市大安區和平東路二段265巷22弄4號,"25.02708,121.54447",B01,257.0,大安分局,
一般住宅,WNA04909,群賢里,臺北市大安區和平東路二段巷279號,"25.024967,121.54438",B01,156.0,大安分局,
一般住宅,WNA01157,群賢里,臺北市大安區和平東路二段311巷11號,"25.025137,121.545222",B01,222.0,大安分局,
一般住宅,WNA01159,群賢里,臺北市大安區和平東路二段311巷26號,"25.025435,121.545063",B01,236.0,大安分局,
一般住宅,WNA01161,群賢里,臺北市大安區和平東路二段311巷34弄3號,"25.025738,121.544932",B01,154.0,大安分局,
一般住宅,WNA01158,群賢里,臺北市大安區和平東路二段311巷14號,"25.025145,121.545046",B01,28.0,大安分局,
一般住宅,WNA01065,群賢里,臺北市大安區和平東路二段347號,"25.024875,121.546053",B02,841.0,大安分局,
一般住宅,WNA01165,群賢里,臺北市大安區和平東路二段311巷43弄42號,"25.025531,121.546137",B01,100.0,大安分局,
一般住宅,WNA01163,群賢里,臺北市大安區和平東路二段311巷43弄24號,"25.02559,121.545568",B01,347.0,大安分局,
一般住宅,WNA01167,群賢里,臺北市大安區和平東路二段311巷43弄50號,"25.025525,121.546276",B01,166.0,大安分局,
一般住宅,WNA01066,群賢里,臺北市大安區和平東路二段365號,"25.024851,121.546505",B01,225.0,大安分局,
一般住宅,WNA01166,群賢里,臺北市大安區和平東路二段311巷43弄46號,"25.025531,121.54617",B01,112.0,大安分局,
一般住宅,WNA01064,群賢里,臺北市大安區和平東路二段345號,"25.024882,121.545897",B01,366.0,大安分局,
一般住宅,WNA01164,群賢里,臺北市大安區和平東路二段311巷43弄36號,"25.025558,121.54597",B01,200.0,大安分局,
一般住宅,WNA00465,群賢里,臺北市大安區四維路236巷6號,"25.025095,121.54716",B01,990.0,大安分局,
一般住宅,WNA01288,群賢里,臺北市大安區和平東路三段9號,"25.02482,121.546994",B01,244.0,大安分局,
一般住宅,WNA01286,群賢里,臺北市大安區和平東路三段7號,"25.024825,121.546933",B01,533.0,大安分局,
一般住宅,WNA00421,群賢里,臺北市大安區四維路393號,"25.024978,121.547912",B01,843.0,大安分局,
一般住宅,WNA00459,群賢里,臺北市大安區四維路216巷18號,"25.025849,121.547173",B01,313.0,大安分局,
一般住宅,WNA00418,群賢里,臺北市大安區四維路218號,"25.025817,121.547826",B01,343.0,大安分局,
一般住宅,WNA00460,群賢里,臺北市大安區四維路216巷2號,"25.02585,121.547693",B01,256.0,大安分局,
一般住宅,WNA00419,群賢里,臺北市大安區四維路232號,"25.025264,121.547799",B01,215.0,大安分局,
一般住宅,WNA00457,群賢里,臺北市大安區和平東路三段1巷39號,"25.026288,121.546886",B01,192.0,大安分局,
一般住宅,WNA00452,群賢里,臺北市大安區四維路208巷14-2號,"25.026294,121.547254",B01,214.0,大安分局,
一般住宅,WNA00458,群賢里,臺北市大安區四維路216巷15號,"25.026022,121.547239",B01,390.0,大安分局,
一般住宅,WNA00453,群賢里,臺北市大安區四維路208巷3號,"25.026427,121.547631",B01,484.0,大安分局,
一般住宅,WNA00451,群賢里,臺北市大安區四維路208巷11號,"25.026416,121.547072",B01,154.0,大安分局,
一般住宅,WNA00454,群賢里,臺北市大安區四維路208巷5號,"25.026408,121.547483",B01,441.0,大安分局,
一般住宅,WNA00455,群賢里,臺北市大安區四維路208巷7號,"25.026405,121.547353",B01,57.0,大安分局,
一般住宅,WNA00456,群賢里,臺北市大安區四維路208巷9號,"25.02642,121.54724",B01,196.0,大安分局,
一般住宅,WNA00417,群賢里,臺北市大安區四維路204號,"25.026513,121.547912",B01,305.0,大安分局,
一般住宅,WNA00450,群賢里,臺北市大安區四維路208巷1號,"25.026437,121.547766",B01,277.0,大安分局,
一般住宅,WNA04875,群賢里,臺北市大安區和平東路三段1巷51號,"25.026602,121.546909",B01,644.0,大安分局,
一般住宅,WNA04867,群賢里,臺北市大安區四維路192巷16號,"25.02726,121.546966",B01,254.0,大安分局,
一般住宅,WNA00447,群賢里,臺北市大安區四維路182巷4號,"25.027463,121.547732",B01,183.0,大安分局,
一般住宅,WNA00444,群賢里,臺北市大安區四維路176巷6號,"25.027819,121.547551",B01,243.0,大安分局,
一般住宅,WNA00442,群賢里,臺北市大安區四維路176巷10號,"25.02785,121.547331",B01,337.0,大安分局,
一般住宅,WNA00448,群賢里,臺北市大安區四維路182巷7號,"25.027604,121.547634",B01,93.0,大安分局,
一般住宅,WNA00416,群賢里,臺北市大安區四維路184號,"25.027419,121.547938",B01,76.0,大安分局,
一般住宅,WNA00445,群賢里,臺北市大安區四維路182巷1號,"25.02759,121.54789",B01,237.0,大安分局,
一般住宅,WNA00446,群賢里,臺北市大安區四維路182巷14號,"25.027502,121.547281",B01,266.0,大安分局,
一般住宅,WNA00443,群賢里,臺北市大安區四維路176巷2號,"25.027823,121.547786",B01,322.0,大安分局,
一般住宅,WNA04474,群賢里,臺北市大安區敦化南路二段110號,"25.027363,121.5483",B05,902.0,大安分局,
一般住宅,WNA00441,群賢里,臺北市大安區四維路170巷2號,"25.028102,121.547914",B01,1173.0,大安分局,
" 一般住宅",WNA04499,群賢里,臺北市大安區和平東路二段357巷9號,"25.025175,121.546537",B01,218.0,大安分局,
一般住宅,WNA04546,群賢里,臺北市大安區復興南路二段171巷6號,"25.027588,121.543932",B01,683.0,大安分局,
一般住宅,WNA02884,群賢里,臺北市大安區復興南路二段177號,"25.027028,121.543681",B01,166.0,大安分局,
一般住宅,WNA01062,群賢里,臺北市大安區和平東路二段277號,"25.024972,121.544273",B01,177.0,大安分局,
一般住宅,WNA04486,群賢里,臺北市大安區和平東路二段265巷13號,"25.026071,121.544138",B01,186.0,大安分局,
供公眾使用建築物,WNA04552,群賢里,臺北市大安區復興南路二段265巷9號,"25.025846,121.54371",B01,538.0,大安分局,
供公眾使用建築物,WNA01160,群賢里,臺北市大安區和平東路二段311巷29號,"25.025504,121.545281",B01,494.0,大安分局,
一般住宅,WNA00401,義安里,臺北市大安區文昌街78巷14弄1號,"25.031769,121.554704",B02,445.0,大安分局,
一般住宅,WNA02072,義安里,臺北市大安區信義路四段138號,"25.033056,121.549913",B01,366.0,大安分局,
一般住宅,WNA02073,義安里,臺北市大安區信義路四段138號,"25.033056,121.549913",B02,366.0,大安分局,
一般住宅,WNA02081,義安里,臺北市大安區信義路四段188號,"25.032945,121.551698",B03,409.0,大安分局,
一般住宅,WNA02083,義安里,臺北市大安區信義路四段202號,"25.033434,121.551779",B01,24.0,大安分局,
一般住宅,WNA02084,義安里,臺北市大安區信義路四段208號,"25.033003,121.551865",B01,353.0,大安分局,
一般住宅,WNA04918,義安里,臺北市大安區敦化南路二段11巷21號,"25.032641,121.550061",B01,474.0,大安分局,
一般住宅,WNA02086,義安里,臺北市大安區信義路四段214號,"25.033,121.552032",B01,227.0,大安分局,
一般住宅,WNA03204,義安里,臺北市大安區敦化南路二段1號,"25.033024,121.549159",B01,122.0,大安分局,
一般住宅,WNA03205,義安里,臺北市大安區敦化南路二段39號,"25.031659,121.549184",B05,482.0,大安分局,
一般住宅,WNA04797,義安里,臺北市大安區敦化南路二段11巷8號,"25.032489,121.55002",B01,291.0,大安分局,
一般住宅,WNA04837,義安里,臺北市大安區敦化南路二段37巷9號,"25.032218,121.549856",B01,682.0,大安分局,
一般住宅,WNA00731,義安里,臺北市大安區安和路二段82號,"25.029537,121.550935",B02,1356.0,大安分局,
一般住宅,WNA00839,義安里,臺北市大安區安和路二段100號,"25.028334,121.549744",B03,734.0,大安分局,
