編號,村里別,地址,建築物名稱,類別,地下樓層數,可容納人數,電腦編號,備註,placemark_address
188.0,新興里,彰化縣員林市新興里育英路83號,玉富珍餅行,地下室,"1 ","42 ",JSA00585,,彰化縣員林市新興里育英路83號
189.0,新興里,彰化縣員林市新興里育英路103號,崇實高工,地下室,"1 ","662 ",JSA00642,,彰化縣員林市新興里育英路103號
190.0,新興里,彰化縣員林市新興里育英路103號,崇實高工,地下室,"1 ","163 ",JSA00643,,彰化縣員林市新興里育英路103號
191.0,新興里,彰化縣員林市新興里和平街19號,新蕭再興百貨行,地下室,"1 ","22 ",JSA00879,,彰化縣員林市新興里和平街19號
192.0,新興里,彰化縣員林市新興里和平街17號,民宅,地下室,"1 ","18 ",JSA00880,,彰化縣員林市新興里和平街17號
193.0,新興里,彰化縣員林市新興里育英路103號,崇實高工,地下室,"1 ","195 ",JSA01406,,彰化縣員林市新興里育英路103號
194.0,新興里,彰化縣員林市新興里中正路526號,仁愛眼鏡,地下室,"1 ","131 ",JSA01235,,彰化縣員林市新興里中正路526號
195.0,新興里,彰化縣員林市新興里育英路96之3號,捷元電腦,地下室,"1 ","23 ",JSA01298,,彰化縣員林市新興里育英路96之3號
196.0,新興里,彰化縣員林市新興里中正路572號,蘋果屋3C館,地下室,"1 ","61 ",JSA01402,,彰化縣員林市新興里中正路572號
197.0,新興里,彰化縣員林市新興里育英路103號,崇實高工,地下室,"1 ","187 ",JSA01554,,彰化縣員林市新興里育英路103號
198.0,三和里,彰化縣員林市三和里實踐街29號,民宅,地下室,"1 ","46 ",JSA00514,,彰化縣員林市三和里實踐街29號
199.0,三和里,彰化縣員林市三和里成功路9號,九號車業,地下室,"1 ","110 ",JSA00625,,彰化縣員林市三和里成功路9號
200.0,三和里,彰化縣員林市三和里大同路1段345號,大同國中,地下室,"1 ","837 ",JSA00627,,彰化縣員林市三和里大同路1段345號
201.0,三和里,彰化縣員林市三和里合作街67號,民宅,地下室,"1 ","76 ",JSA00671,,彰化縣員林市三和里合作街67號
202.0,三和里,彰化縣員林市三和里大同路1段345號,大同國中,地下室,"1 ","441 ",JSA00677,,彰化縣員林市三和里大同路1段345號
203.0,三和里,彰化縣員林市三和里成功路37巷7號,民宅,地下室,"1 ","36 ",JSA00721,,彰化縣員林市三和里成功路37巷7號
204.0,三和里,彰化縣員林市三和里合作街90號,龍門窗簾,地下室,"1 ","30 ",JSA00777,,彰化縣員林市三和里合作街90號
205.0,三和里,彰化縣員林市三和里成功路1巷38弄3號,民宅,地下室,"1 ","24 ",JSA00791,,彰化縣員林市三和里成功路1巷38弄3號
206.0,三和里,彰化縣員林市三和里三民東街277號,黑雞次郎肉品海鮮門市,地下室,"1 ","200 ",JSA00850,,彰化縣員林市三和里三民東街277號
207.0,三和里,彰化縣員林市三和里三民東街319號,民宅,地下室,"1 ","17 ",JSA00872,,彰化縣員林市三和里三民東街319號
208.0,三和里,彰化縣員林市三和里成功東路145號,民宅,地下室,"1 ","172 ",JSA00899,,彰化縣員林市三和里成功東路145號
209.0,三和里,彰化縣員林市三和里大同路1段345號,大同國中,地下室,"1 ","283 ",JSA00943,,彰化縣員林市三和里大同路1段345號
210.0,三和里,彰化縣員林市三和里合作街76號,民宅,地下室,"1 ","36 ",JSA00951,,彰化縣員林市三和里合作街76號
211.0,三和里,彰化縣員林市和平東街1段57巷20弄1號,民宅,地下室,"1 ","50 ",JSA00955,,彰化縣員林市和平東街1段57巷20弄1號
212.0,三和里,彰化縣員林市和平東街1段57巷20弄3號,民宅,地下室,"1 ","50 ",JSA00956,,彰化縣員林市和平東街1段57巷20弄3號
213.0,三和里,彰化縣員林市和平東街1段57巷20弄5號,民宅,地下室,"1 ","50 ",JSA00957,,彰化縣員林市和平東街1段57巷20弄5號
214.0,三和里,彰化縣員林市和平東街1段57巷20弄7號,民宅,地下室,"1 ","50 ",JSA00958,,彰化縣員林市和平東街1段57巷20弄7號
215.0,三和里,彰化縣員林市和平東街1段57巷20弄9號,民宅,地下室,"1 ","50 ",JSA00959,,彰化縣員林市和平東街1段57巷20弄9號
216.0,三和里,彰化縣員林市和平東街1段57巷20弄11號,民宅,地下室,"1 ","50 ",JSA00960,,彰化縣員林市和平東街1段57巷20弄11號
217.0,三和里,彰化縣員林市三和里三民東街221號,員林國小,地下室,"1 ","1,398 ",JSA01033,,彰化縣員林市三和里三民東街221號
218.0,三和里,彰化縣員林市三和里實踐街42-1號,民宅,地下室,"1 ","35 ",JSA01045,,彰化縣員林市三和里實踐街42-1號
219.0,三和里,彰化縣員林市三和里建國路19號,建宏茶莊,地下室,"1 ","27 ",JSA01131,,彰化縣員林市三和里建國路19號
220.0,三和里,彰化縣員林市大同路1段414號,民宅,地下室,"1 ","44 ",JSA01182,,彰化縣員林市大同路1段414號
221.0,三和里,彰化縣員林市大同路1段416號,民宅,地下室,"1 ","44 ",JSA01183,,彰化縣員林市大同路1段416號
222.0,三和里,彰化縣員林市三和里大同路1段418號,薇格美容生活館,地下室,"1 ","44 ",JSA01184,,彰化縣員林市三和里大同路1段418號
223.0,三和里,彰化縣員林市三和里三條街277巷1-19號,現代名門社區,地下室,"1 ","383 ",JSA01228,,彰化縣員林市三和里三條街277巷1-19號
224.0,三和里,彰化縣員林市三和里三條街277巷2-20號,現代名門社區,地下室,"1 ","383 ",JSA01229,,彰化縣員林市三和里三條街277巷2-20號
225.0,三和里,彰化縣員林市三和里靜修東路176巷25號,民宅,地下室,"1 ","97 ",JSA01244,,彰化縣員林市三和里靜修東路176巷25號
226.0,三和里,彰化縣員林市三和里靜修東路176巷27號,民宅,地下室,"1 ","98 ",JSA01245,,彰化縣員林市三和里靜修東路176巷27號
227.0,三和里,彰化縣員林市三和里三民東街221號,員林國小,地下室,"1 ","1,615 ",JSA01600,,彰化縣員林市三和里三民東街221號
228.0,三和里,彰化縣員林市三和里三民東街221號,員林國小,地下室,"1 ","8,494 ",JSA01601,,彰化縣員林市三和里三民東街221號
229.0,三和里,彰化縣員林市三和里明德街7號,民宅,地下室,"1 ","106 ",JSA01263,,彰化縣員林市三和里明德街7號
230.0,三和里,彰化縣員林市三和里成功路40號,民宅,地下室,"1 ","35 ",JSA01281,,彰化縣員林市三和里成功路40號
231.0,三和里,彰化縣員林市三和里靜修東路176巷21號,民宅,地下室,"1 ","98 ",JSA01293,,彰化縣員林市三和里靜修東路176巷21號
232.0,三和里,彰化縣員林市三和里靜修東路176巷23號,民宅,地下室,"1 ","97 ",JSA01294,,彰化縣員林市三和里靜修東路176巷23號
233.0,三和里,彰化縣員林市三和里建國路11號,民宅,地下室,"1 ","14 ",JSA01331,,彰化縣員林市三和里建國路11號
234.0,三和里,彰化縣員林市三和里建國路39號,晉強電腦資訊,地下室,"1 ","21 ",JSA01378,,彰化縣員林市三和里建國路39號
235.0,三和里,彰化縣員林市三和里大同路1段300號,民宅,地下室,"1 ","43 ",JSA01386,,彰化縣員林市三和里大同路1段300號
236.0,三和里,彰化縣員林市三和里明德街52號,民宅,地下室,"1 ","33 ",JSA01409,,彰化縣員林市三和里明德街52號
237.0,三和里,彰化縣員林市三和里明德街50號,樂奇英語,地下室,"1 ","31 ",JSA01410,,彰化縣員林市三和里明德街50號
238.0,三和里,彰化縣員林市三和里實踐街60號,民宅,地下室,"1 ","21 ",JSA01416,,彰化縣員林市三和里實踐街60號
239.0,三和里,彰化縣員林市三和里實踐街58號,王淑貞中醫診所,地下室,"1 ","21 ",JSA01417,,彰化縣員林市三和里實踐街58號
240.0,三和里,彰化縣員林市三和里實踐街55號,民宅,地下室,"1 ","34 ",JSA01419,,彰化縣員林市三和里實踐街55號
241.0,三和里,彰化縣員林市三和里實踐街57號,芳山水電工程,地下室,"1 ","31 ",JSA01420,,彰化縣員林市三和里實踐街57號
242.0,三和里,彰化縣員林市三和里浮圳路2段267號,民宅,地下室,"1 ","28 ",JSA01422,,彰化縣員林市三和里浮圳路2段267號
243.0,三和里,彰化縣員林市三和里浮圳路2段269號,高雄肉圓,地下室,"1 ","28 ",JSA01423,,彰化縣員林市三和里浮圳路2段269號
244.0,三和里,彰化縣員林市三和里成功路1巷1號,松柏雙子星社區,地下室,"1 ","1,165 ",JSA01447,,彰化縣員林市三和里成功路1巷1號
245.0,三和里,彰化縣員林市三和里大同路1段319號,員林分局,地下室,"1 ","1,127 ",JSA01479,,彰化縣員林市三和里大同路1段319號
246.0,三和里,彰化縣員林市三和里成功路28.30.32號,宗寶建設,地下室,"1 ","270 ",JSA01503,,彰化縣員林市三和里成功路28.30.32號
247.0,三和里,彰化縣員林市三和里成功東路148號,龍大地學區廣場,地下室,"1 ","1,718 ",JSA01506,,彰化縣員林市三和里成功東路148號
248.0,三和里,彰化縣員林市三和里大同路1段319號,員林分局,地下室,"1 ","1,126 ",JSA01507,,彰化縣員林市三和里大同路1段319號
249.0,三和里,彰化縣員林市三和里大同路1段345號,大同國中,地下室,"1 ","638 ",JSA01508,,彰化縣員林市三和里大同路1段345號
250.0,三和里,彰化縣員林市三和里成功東路200號,龍邦成功大樓,地下室,"1 ","1,370 ",JSA01512,,彰化縣員林市三和里成功東路200號
251.0,三和里,彰化縣員林市三和里成功路39號,大同芳鄰社區,地下室,"1 ","752 ",JSA01520,,彰化縣員林市三和里成功路39號
252.0,三和里,彰化縣員林市三和里成功路35號,艷姿生活館,地下室,"1 ","329 ",JSA01531,,彰化縣員林市三和里成功路35號
253.0,三和里,彰化縣員林市三和里三民東街221號,員林國小,地下室,"1 ","956 ",JSA01548,,彰化縣員林市三和里三民東街221號
254.0,三和里,彰化縣員林市三和里大同路1段318號,員林地政事務所,地下室,"1 ","133 ",JSA01579,,彰化縣員林市三和里大同路1段318號
255.0,三多里,彰化縣員林市三多里永安街211號,鐘老師珠心算,地下室,"1 ","18 ",JSA00130,,彰化縣員林市三多里永安街211號
256.0,三多里,彰化縣員林市三多里大同路2段160號,民宅,地下室,"1 ","21 ",JSA00162,,彰化縣員林市三多里大同路2段160號
257.0,三多里,彰化縣員林市三多里永安街206號,民宅,地下室,"1 ","21 ",JSA00209,,彰化縣員林市三多里永安街206號
258.0,三多里,彰化縣員林市三多里永興街160號,民宅,地下室,"1 ","34 ",JSA00301,,彰化縣員林市三多里永興街160號
259.0,三多里,彰化縣員林市三多里永興街162號,民宅,地下室,"1 ","34 ",JSA00302,,彰化縣員林市三多里永興街162號
260.0,三多里,彰化縣員林市三多里永興街164號,民宅,地下室,"1 ","34 ",JSA00303,,彰化縣員林市三多里永興街164號
261.0,三多里,彰化縣員林市三多里中山路2段556巷31弄34號,民宅,地下室,"1 ","34 ",JSA00310,,彰化縣員林市三多里中山路2段556巷31弄34號
262.0,三多里,彰化縣員林市三多里大同路2段210號,微笑咖哩,地下室,"1 ","25 ",JSA00327,,彰化縣員林市三多里大同路2段210號
263.0,三多里,彰化縣員林市三多里大仁街11號,民宅,地下室,"1 ","34 ",JSA00349,,彰化縣員林市三多里大仁街11號
264.0,三多里,彰化縣員林市三多里長泰街4號,民宅,地下室,"1 ","18 ",JSA00450,,彰化縣員林市三多里長泰街4號
265.0,三多里,彰化縣員林市三多里永興街144號,民宅,地下室,"1 ","24 ",JSA00510,,彰化縣員林市三多里永興街144號
266.0,三多里,彰化縣員林市三多里大同路2段230號,謙兵衛日式料理,地下室,"1 ","22 ",JSA00522,,彰化縣員林市三多里大同路2段230號
267.0,三多里,彰化縣員林市三多里大同路2段232號,崴世登國際家電,地下室,"1 ","22 ",JSA00524,,彰化縣員林市三多里大同路2段232號
268.0,三多里,彰化縣員林市三多里永安街205號,民宅,地下室,"1 ","20 ",JSA00559,,彰化縣員林市三多里永安街205號
269.0,三多里,彰化縣員林市三多里永安街209號,民宅,地下室,"1 ","20 ",JSA00571,,彰化縣員林市三多里永安街209號
270.0,三多里,彰化縣員林市三多里興華街84號,民宅,地下室,"1 ","88 ",JSA00593,,彰化縣員林市三多里興華街84號
271.0,三多里,彰化縣員林市三多里永福街7號,民宅,地下室,"1 ","188 ",JSA00632,,彰化縣員林市三多里永福街7號
272.0,三多里,彰化縣員林市三多里永裕街39號,民宅,地下室,"1 ","270 ",JSA00636,,彰化縣員林市三多里永裕街39號
273.0,三多里,彰化縣員林市三多里大智街28號,民宅,地下室,"1 ","33 ",JSA00652,,彰化縣員林市三多里大智街28號
274.0,三多里,彰化縣員林市三多里育英路599號,民宅,地下室,"1 ","26 ",JSA00657,,彰化縣員林市三多里育英路599號
275.0,三多里,彰化縣員林市三多里大仁街12號,丞鴻機車行,地下室,"1 ","82 ",JSA00660,,彰化縣員林市三多里大仁街12號
276.0,三多里,彰化縣員林市三多里永安街179號,民宅,地下室,"1 ","33 ",JSA00668,,彰化縣員林市三多里永安街179號
277.0,三多里,彰化縣員林市三多里永安街143號,民宅,地下室,"1 ","35 ",JSA00678,,彰化縣員林市三多里永安街143號
278.0,三多里,彰化縣員林市三多里大仁街2號,美國建明公司,地下室,"1 ","93 ",JSA00687,,彰化縣員林市三多里大仁街2號
279.0,三多里,彰化縣員林市三多里大同路2段197號,彩券行,地下室,"1 ","11 ",JSA00690,,彰化縣員林市三多里大同路2段197號
280.0,三多里,彰化縣員林市三多里大同路2段195號,朵俐名品服飾,地下室,"1 ","11 ",JSA00691,,彰化縣員林市三多里大同路2段195號
281.0,三多里,彰化縣員林市三多里大同路2段193號,龍居鐵板燒,地下室,"1 ","11 ",JSA00692,,彰化縣員林市三多里大同路2段193號
282.0,三多里,彰化縣員林市三多里大成街9號,民宅,地下室,"1 ","43 ",JSA00712,,彰化縣員林市三多里大成街9號
283.0,三多里,彰化縣員林市三多里莒光路824號,真美洗車場,地下室,"1 ","67 ",JSA00718,,彰化縣員林市三多里莒光路824號
284.0,三多里,彰化縣員林市三多里永安街127號,民宅,地下室,"1 ","23 ",JSA00719,,彰化縣員林市三多里永安街127號
285.0,三多里,彰化縣員林市三多里興華街42號,民宅,地下室,"1 ","61 ",JSA00722,,彰化縣員林市三多里興華街42號
286.0,三多里,彰化縣員林市三多里永安街144號,民宅,地下室,"1 ","94 ",JSA00723,,彰化縣員林市三多里永安街144號
287.0,三多里,彰化縣員林市三多里中山路2段574號,漢堡大師早餐店,地下室,"1 ","14 ",JSA00742,,彰化縣員林市三多里中山路2段574號
288.0,三多里,彰化縣員林市三多里大同路2段180號,民宅,地下室,"1 ","27 ",JSA00743,,彰化縣員林市三多里大同路2段180號
289.0,三多里,彰化縣員林市三多里大同路2段182號,民宅,地下室,"1 ","27 ",JSA00744,,彰化縣員林市三多里大同路2段182號
290.0,三多里,彰化縣員林市三多里大同路2段293號,柵灶早餐店,地下室,"1 ","17 ",JSA00745,,彰化縣員林市三多里大同路2段293號
291.0,三多里,彰化縣員林市三多里中山路2段315號,日安堂中醫,地下室,"1 ","45 ",JSA00747,,彰化縣員林市三多里中山路2段315號
292.0,三多里,彰化縣員林市三多里中山路2段317號,臺灣房屋,地下室,"1 ","46 ",JSA00748,,彰化縣員林市三多里中山路2段317號
293.0,三多里,彰化縣員林市三多里中山路2段311號,青泉電材,地下室,"1 ","44 ",JSA00750,,彰化縣員林市三多里中山路2段311號
294.0,三多里,彰化縣員林市三多里永興街215號,民宅,地下室,"1 ","34 ",JSA00762,,彰化縣員林市三多里永興街215號
295.0,三多里,彰化縣員林市三多里長泰街26號,民宅,地下室,"1 ","18 ",JSA00772,,彰化縣員林市三多里長泰街26號
296.0,三多里,彰化縣員林市三多里大仁街36號,民宅,地下室,"1 ","36 ",JSA00862,,彰化縣員林市三多里大仁街36號
297.0,三多里,彰化縣員林市三多里永興街141號,民宅,地下室,"1 ","34 ",JSA00866,,彰化縣員林市三多里永興街141號
298.0,三多里,彰化縣員林市三多里永興街137號,民宅,地下室,"1 ","17 ",JSA00870,,彰化縣員林市三多里永興街137號
299.0,三多里,彰化縣員林市三多里永興街139號,民宅,地下室,"1 ","17 ",JSA00871,,彰化縣員林市三多里永興街139號
300.0,三多里,彰化縣員林市三多里育英路626號,民宅,地下室,"1 ","50 ",JSA00933,,彰化縣員林市三多里育英路626號
301.0,三多里,彰化縣員林市三多里育英路624號,民宅,地下室,"1 ","44 ",JSA00934,,彰化縣員林市三多里育英路624號
302.0,三多里,彰化縣員林市三多里育英路622號,民宅,地下室,"1 ","44 ",JSA00935,,彰化縣員林市三多里育英路622號
303.0,三多里,彰化縣員林市三多里永安街274號,建昇記帳士事務所,地下室,"1 ","42 ",JSA01057,,彰化縣員林市三多里永安街274號
304.0,三多里,彰化縣員林市三多里大仁街6號,民宅,地下室,"1 ","68 ",JSA01093,,彰化縣員林市三多里大仁街6號
305.0,三多里,彰化縣員林市三多里永安街184號,民宅,地下室,"1 ","23 ",JSA01113,,彰化縣員林市三多里永安街184號
306.0,三多里,彰化縣員林市三多里永興街152號,民宅,地下室,"1 ","25 ",JSA01133,,彰化縣員林市三多里永興街152號
307.0,三多里,彰化縣員林市三多里長泰街1之1號,民宅,地下室,"1 ","56 ",JSA01134,,彰化縣員林市三多里長泰街1之1號
308.0,三多里,彰化縣員林市三多里興華街21號,員林清潔隊(舊址),地下室,"1 ","247 ",JSA01139,,彰化縣員林市三多里興華街21號
309.0,三多里,彰化縣員林市三多里大同路2段186號,民宅,地下室,"1 ","22 ",JSA01153,,彰化縣員林市三多里大同路2段186號
310.0,三多里,彰化縣員林市三多里大同路2段150號,民宅,地下室,"1 ","23 ",JSA01177,,彰化縣員林市三多里大同路2段150號
311.0,三多里,彰化縣員林市三多里大仁街79號,民宅,地下室,"1 ","54 ",JSA01216,,彰化縣員林市三多里大仁街79號
312.0,三多里,彰化縣員林市三多里莒光路814號,汎歐國際車業,地下室,"1 ","67 ",JSA01224,,彰化縣員林市三多里莒光路814號
313.0,三多里,彰化縣員林市三多里永興街157號,民宅,地下室,"1 ","52 ",JSA01233,,彰化縣員林市三多里永興街157號
314.0,三多里,彰化縣員林市三多里長泰街40號,民宅,地下室,"1 ","57 ",JSA01234,,彰化縣員林市三多里長泰街40號
315.0,三多里,彰化縣員林市三多里大仁街13、15號,民宅,地下室,"1 ","44 ",JSA01271,,彰化縣員林市三多里大仁街13、15號
316.0,三多里,彰化縣員林市三多里永興街133號,民宅,地下室,"1 ","70 ",JSA01327,,彰化縣員林市三多里永興街133號
317.0,三多里,彰化縣員林市三多里大同路2段136.138號,志奕有限公司,地下室,"1 ","36 ",JSA01342,,彰化縣員林市三多里大同路2段136.138號
318.0,三多里,彰化縣員林市三多里永裕街25號,民宅,地下室,"1 ","161 ",JSA01375,,彰化縣員林市三多里永裕街25號
319.0,三多里,彰化縣員林市三多里中山路2段556巷32弄2號,宜蓁寢具行,地下室,"1 ","164 ",JSA01392,,彰化縣員林市三多里中山路2段556巷32弄2號
320.0,三多里,彰化縣員林市三多里大同路2段250號,博多拉麵,地下室,"1 ","30 ",JSA01396,,彰化縣員林市三多里大同路2段250號
321.0,三多里,彰化縣員林市三多里大同路2段248號,貓狗爭霸寵物用品,地下室,"1 ","30 ",JSA01397,,彰化縣員林市三多里大同路2段248號
322.0,三多里,彰化縣員林市三多里大仁街30號,民宅,地下室,"1 ","87 ",JSA01398,,彰化縣員林市三多里大仁街30號
323.0,三多里,彰化縣員林市三多里永興街88號,華王大廈,地下室,"1 ","572 ",JSA01399,,彰化縣員林市三多里永興街88號
324.0,三多里,彰化縣員林市三多里大同路2段152號,民宅,地下室,"1 ","43 ",JSA01441,,彰化縣員林市三多里大同路2段152號
325.0,三多里,彰化縣員林市三多里興華街22號,民宅,地下室,"1 ","165 ",JSA01451,,彰化縣員林市三多里興華街22號
326.0,三多里,彰化縣員林市三多里大仁街57號,民宅,地下室,"1 ","216 ",JSA01460,,彰化縣員林市三多里大仁街57號
327.0,三多里,彰化縣員林市三多里興華街7號,民宅,地下室,"1 ","500 ",JSA01505,,彰化縣員林市三多里興華街7號
328.0,三多里,彰化縣員林市三多里永裕街2號,佛光山員林講堂,地下室,"1 ","472 ",JSA01612,,彰化縣員林市三多里永裕街2號
329.0,三愛里,彰化縣員林市三愛里合作街203號,民宅,地下室,"1 ","73 ",JSA00117,,彰化縣員林市三愛里合作街203號
330.0,三愛里,彰化縣員林市三愛里大同路2段22號,江小漁酸菜魚鍋,地下室,"1 ","22 ",JSA00168,,彰化縣員林市三愛里大同路2段22號
331.0,三愛里,彰化縣員林市三愛里大同路2段42號,晟麗化粧品行,地下室,"1 ","51 ",JSA00170,,彰化縣員林市三愛里大同路2段42號
332.0,三愛里,彰化縣員林市三愛里永安街27號,民宅,地下室,"1 ","26 ",JSA00197,,彰化縣員林市三愛里永安街27號
333.0,三愛里,彰化縣員林市三愛里大榮街40號,民宅,地下室,"1 ","33 ",JSA00306,,彰化縣員林市三愛里大榮街40號
334.0,三愛里,彰化縣員林市三愛里建國路169號,民宅,地下室,"1 ","38 ",JSA00417,,彰化縣員林市三愛里建國路169號
335.0,三愛里,彰化縣員林市三愛里大同路2段25巷50號,民宅,地下室,"1 ","34 ",JSA00423,,彰化縣員林市三愛里大同路2段25巷50號
336.0,三愛里,彰化縣員林市三愛里大同路2段25巷54號,民宅,地下室,"1 ","34 ",JSA00425,,彰化縣員林市三愛里大同路2段25巷54號
337.0,三愛里,彰化縣員林市三愛里大同路2段25巷56號,民宅,地下室,"1 ","34 ",JSA00426,,彰化縣員林市三愛里大同路2段25巷56號
338.0,三愛里,彰化縣員林市三愛里合作街123號,君宬環保顧問有限公司,地下室,"1 ","22 ",JSA00433,,彰化縣員林市三愛里合作街123號
339.0,三愛里,彰化縣員林市三愛里永興街62號,民宅,地下室,"1 ","23 ",JSA00474,,彰化縣員林市三愛里永興街62號
340.0,三愛里,彰化縣員林市三愛里興華街42號,民宅,地下室,"1 ","44 ",JSA00480,,彰化縣員林市三愛里興華街42號
341.0,三愛里,彰化縣員林市三愛里大榮街4號,民宅,地下室,"1 ","42 ",JSA00481,,彰化縣員林市三愛里大榮街4號
342.0,三愛里,彰化縣員林市三愛里永興街19號,民宅,地下室,"1 ","48 ",JSA00509,,彰化縣員林市三愛里永興街19號
343.0,三愛里,彰化縣員林市三愛里合作街231號,民宅,地下室,"1 ","50 ",JSA00536,,彰化縣員林市三愛里合作街231號
344.0,三愛里,彰化縣員林市三愛里興昌街43號,民宅,地下室,"1 ","31 ",JSA00589,,彰化縣員林市三愛里興昌街43號
345.0,三愛里,彰化縣員林市三愛里大同路2段92號,卡蘿自助洗衣,地下室,"1 ","33 ",JSA00590,,彰化縣員林市三愛里大同路2段92號
346.0,三愛里,彰化縣員林市三愛里大同路2段47號,民宅,地下室,"1 ","26 ",JSA00594,,彰化縣員林市三愛里大同路2段47號
347.0,三愛里,彰化縣員林市三愛里浮圳路2段346號,民宅,地下室,"1 ","17 ",JSA00659,,彰化縣員林市三愛里浮圳路2段346號
348.0,三愛里,彰化縣員林市三愛里大安街2號,民宅,地下室,"1 ","33 ",JSA00675,,彰化縣員林市三愛里大安街2號
349.0,三愛里,彰化縣員林市三愛里永興街31號,民宅,地下室,"1 ","41 ",JSA00709,,彰化縣員林市三愛里永興街31號
350.0,三愛里,彰化縣員林市三愛里永興街33號,民宅,地下室,"1 ","41 ",JSA00710,,彰化縣員林市三愛里永興街33號
351.0,三愛里,彰化縣員林市三愛里大成街11號,民宅,地下室,"1 ","41 ",JSA00711,,彰化縣員林市三愛里大成街11號
352.0,三愛里,彰化縣員林市三愛里浮圳路2段312號,輝記中藥行,地下室,"1 ","40 ",JSA00817,,彰化縣員林市三愛里浮圳路2段312號
353.0,三愛里,彰化縣員林市三愛里永安街73號,民宅,地下室,"1 ","31 ",JSA00852,,彰化縣員林市三愛里永安街73號
354.0,三愛里,彰化縣員林市三愛里合作街243號,秀家人日間照顧中心,地下室,"1 ","53 ",JSA00920,,彰化縣員林市三愛里合作街243號
355.0,三愛里,彰化縣員林市三愛里永安街115號,杏仁診所,地下室,"1 ","21 ",JSA00927,,彰化縣員林市三愛里永安街115號
356.0,三愛里,彰化縣員林市三愛里大同路2段62號,呷飽二快炒,地下室,"1 ","40 ",JSA00966,,彰化縣員林市三愛里大同路2段62號
357.0,三愛里,彰化縣員林市三愛里大同路2段66號,李大同銀樓,地下室,"1 ","40 ",JSA00968,,彰化縣員林市三愛里大同路2段66號
358.0,三愛里,彰化縣員林市三愛里永興街18號,民宅,地下室,"1 ","45 ",JSA01028,,彰化縣員林市三愛里永興街18號
359.0,三愛里,彰化縣員林市三愛里大勇街36號,民宅,地下室,"1 ","41 ",JSA01029,,彰化縣員林市三愛里大勇街36號
360.0,三愛里,彰化縣員林市三愛里大勇街34號,民宅,地下室,"1 ","41 ",JSA01030,,彰化縣員林市三愛里大勇街34號
361.0,三愛里,彰化縣員林市三愛里永興街46號,永興家園社區,地下室,"1 ","50 ",JSA01055,,彰化縣員林市三愛里永興街46號
362.0,三愛里,彰化縣員林市三愛里大同路2段74巷2號,民宅,地下室,"1 ","54 ",JSA01100,,彰化縣員林市三愛里大同路2段74巷2號
363.0,三愛里,彰化縣員林市三愛里永興街55號,民宅,地下室,"1 ","42 ",JSA01149,,彰化縣員林市三愛里永興街55號
364.0,三愛里,彰化縣員林市三愛里永興街53號,民宅,地下室,"1 ","41 ",JSA01150,,彰化縣員林市三愛里永興街53號
365.0,三愛里,彰化縣員林市三愛里永興街99號,民宅,地下室,"1 ","36 ",JSA01166,,彰化縣員林市三愛里永興街99號
366.0,三愛里,彰化縣員林市三愛里永安街14號,民宅,地下室,"1 ","70 ",JSA01172,,彰化縣員林市三愛里永安街14號
367.0,三愛里,彰化縣員林市三愛里永安街85號,民宅,地下室,"1 ","28 ",JSA01194,,彰化縣員林市三愛里永安街85號
368.0,三愛里,彰化縣員林市三愛里永安街87號,民宅,地下室,"1 ","28 ",JSA01195,,彰化縣員林市三愛里永安街87號
369.0,三愛里,彰化縣員林市三愛里興昌街40號,民宅,地下室,"1 ","32 ",JSA01199,,彰化縣員林市三愛里興昌街40號
370.0,三愛里,彰化縣員林市三愛里合作街169號,民宅,地下室,"1 ","53 ",JSA01256,,彰化縣員林市三愛里合作街169號
371.0,三愛里,彰化縣員林市三愛里大安街13號,員林蓮社,地下室,"1 ","262 ",JSA01258,,彰化縣員林市三愛里大安街13號
372.0,三愛里,彰化縣員林市三愛里合作街177號,民宅,地下室,"1 ","166 ",JSA01377,,彰化縣員林市三愛里合作街177號
373.0,三愛里,彰化縣員林市三愛里大同路2段16號,唐老鴨家族娃娃機,地下室,"1 ","70 ",JSA01382,,彰化縣員林市三愛里大同路2段16號
374.0,三愛里,彰化縣員林市三愛里光華街67號,民宅,地下室,"1 ","52 ",JSA01391,,彰化縣員林市三愛里光華街67號
375.0,三愛里,彰化縣員林市三愛里興昌街49號,民宅,地下室,"1 ","28 ",JSA01394,,彰化縣員林市三愛里興昌街49號
376.0,三愛里,彰化縣員林市三愛里建國路227號,統英唐莊社區,地下室,"1 ","584 ",JSA01513,,彰化縣員林市三愛里建國路227號
377.0,三愛里,彰化縣員林市三愛里建國路255號,傑盟天地社區,地下室,"1 ","4,035 ",JSA01557,,彰化縣員林市三愛里建國路255號
378.0,三愛里,彰化縣員林市三愛里浮圳路2段378號,桂冠鴻運金社區,地下室,"1 ","3,480 ",JSA01560,,彰化縣員林市三愛里浮圳路2段378號
379.0,三愛里,彰化縣員林市三愛里永興街64號,民宅,地下室,"1 ","23 ",JSA00475,,彰化縣員林市三愛里永興街64號
380.0,黎明里,彰化縣員林市黎明里中正路201號,員榮醫院,地下室,"1 ","202 ",JSA00079,,彰化縣員林市黎明里中正路201號
381.0,黎明里,彰化縣員林市黎明里永和街5號,民宅,地下室,"1 ","25 ",JSA00140,,彰化縣員林市黎明里永和街5號
382.0,黎明里,彰化縣員林市黎明里中正路51號,民宅,地下室,"1 ","16 ",JSA00408,,彰化縣員林市黎明里中正路51號
