類別,建築物名稱,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,備註,placemark_address
大樓,老周牛肉麵/名門花坊,JSA01173,中正里,彰化縣員林市中正里三民東街55.57號,"23.959310 ","120.576500 ","1 ","105 ",,彰化縣員林市中正里三民東街55.57號
大樓,優炫資訊,JSA01223,中正里,彰化縣員林市中正里三民東街48.50號,"23.959015 ","120.576542 ","1 ","25 ",,彰化縣員林市中正里三民東街48.50號
大樓,皓生產後護理之家,JSA01287,中正里,彰化縣員林市中正里三民東街15號,"23.959143 ","120.575614 ","1 ","227 ",,彰化縣員林市中正里三民東街15號
大樓,Ann'S女鞋,JSA01318,中正里,彰化縣員林市中正里中正路418號,"23.957730 ","120.572830 ","1 ","121 ",,彰化縣員林市中正里中正路418號
大樓,愛幸福結婚百貨,JSA01319,中正里,彰化縣員林市中正里中正路416號,"23.957770 ","120.572750 ","1 ","84 ",,彰化縣員林市中正里中正路416號
大樓,民宅,JSA01384,中正里,彰化縣員林市中正里育英路實中巷34號,"23.960530 ","120.575900 ","1 ","63 ",,彰化縣員林市中正里育英路實中巷34號
大樓,黃金帝國,JSA01480,中正里,彰化縣員林市中正里中正路500號,"23.959637 ","120.572407 ","1 ","1,721 ",,彰化縣員林市中正里中正路500號
大樓,吉緣蔬食,JSA01547,中正里,彰化縣員林市中正里博愛路113號,"23.959097 ","120.572970 ","1 ","132 ",,彰化縣員林市中正里博愛路113號
大樓,員林市立圖書館(二館),JSA01550,中正里,彰化縣員林市中正里三民街8巷12號,"23.959348 ","120.574561 ","1 ","286 ",,彰化縣員林市中正里三民街8巷12號
大樓,員林國宅,JSA01556,中正里,彰化縣員林市中正里育英路22巷24號,"23.957644 ","120.575632 ","1 ","2,620 ",,彰化縣員林市中正里育英路22巷24號
大樓,博愛大廈,JSA01580,中正里,彰化縣員林市中正里博愛路57號,"23.957741 ","120.573447 ","1 ","155 ",,彰化縣員林市中正里博愛路57號
大樓,八卦大樓,JSA01581,中正里,彰化縣員林市中正里林森路302號,"23.960408 ","120.577291 ","1 ","481 ",,彰化縣員林市中正里林森路302號
大樓,茂仁眼科診所,JSA01602,中正里,彰化縣員林市中正里三民東街45號,"23.959230 ","120.576360 ","1 ","113 ",,彰化縣員林市中正里三民東街45號
大樓,游月說舞團,JSA00005,仁美里,彰化縣員林市仁美里和平街18號,"23.961624 ","120.571471 ","1 ","11 ",,彰化縣員林市仁美里和平街18號
大樓,民宅,JSA00198,仁美里,彰化縣員林市仁美里靜修東路145號,"23.964155 ","120.577175 ","1 ","23 ",,彰化縣員林市仁美里靜修東路145號
大樓,民宅,JSA00199,仁美里,彰化縣員林市仁美里靜修東路147號,"23.964276 ","120.577264 ","1 ","23 ",,彰化縣員林市仁美里靜修東路147號
大樓,非嚐不可牛肉麵,JSA00392,仁美里,彰化縣員林市仁美里靜修東路99號,"23.963390 ","120.576500 ","1 ","46 ",,彰化縣員林市仁美里靜修東路99號
大樓,大同國中,JSA00661,仁美里,彰化縣員林市仁美里大同路1段345號,"23.968940 ","120.571750 ","1 ","114 ",,彰化縣員林市仁美里大同路1段345號
大樓,中華素食,JSA00680,仁美里,彰化縣員林市仁美里育英路156號,"23.963660 ","120.574342 ","1 ","17 ",,彰化縣員林市仁美里育英路156號
大樓,員林仁升商行,JSA00681,仁美里,彰化縣員林市仁美里育英路158號,"23.963663 ","120.574234 ","1 ","20 ",,彰化縣員林市仁美里育英路158號
大樓,江媽媽港式燒臘,JSA00685,仁美里,彰化縣員林市仁美里育英路160號,"23.963830 ","120.574240 ","1 ","47 ",,彰化縣員林市仁美里育英路160號
大樓,三民鐘錶材料行,JSA00823,仁美里,彰化縣員林市仁美里育英路116巷2號,"23.962420 ","120.574660 ","1 ","46 ",,彰化縣員林市仁美里育英路116巷2號
大樓,民宅,JSA00824,仁美里,彰化縣員林市仁美里育英路116巷4號,"23.962483 ","120.574702 ","1 ","47 ",,彰化縣員林市仁美里育英路116巷4號
大樓,民宅,JSA00825,仁美里,彰化縣員林市仁美里育英路116巷6號,"23.962474 ","120.574767 ","1 ","47 ",,彰化縣員林市仁美里育英路116巷6號
大樓,民宅,JSA00826,仁美里,彰化縣員林市仁美里育英路116巷8號,"23.962500 ","120.574770 ","1 ","47 ",,彰化縣員林市仁美里育英路116巷8號
大樓,民宅,JSA00827,仁美里,彰化縣員林市仁美里育英路116巷10號,"23.962560 ","120.574830 ","1 ","47 ",,彰化縣員林市仁美里育英路116巷10號
大樓,民宅,JSA00828,仁美里,彰化縣員林市仁美里育英路116巷12號,"23.962503 ","120.574831 ","1 ","47 ",,彰化縣員林市仁美里育英路116巷12號
大樓,民宅,JSA00829,仁美里,彰化縣員林市仁美里育英路116巷14號,"23.962545 ","120.574909 ","1 ","47 ",,彰化縣員林市仁美里育英路116巷14號
大樓,民宅,JSA00830,仁美里,彰化縣員林市仁美里育英路116巷16號,"23.962560 ","120.574960 ","1 ","46 ",,彰化縣員林市仁美里育英路116巷16號
大樓,神瓏養生會館,JSA00834,仁美里,彰化縣員林市仁美里中正路622號,"23.961992 ","120.571561 ","1 ","74 ",,彰化縣員林市仁美里中正路622號
大樓,天生烤手,JSA00881,仁美里,彰化縣員林市仁美里中正路616號,"23.961973 ","120.571473 ","1 ","76 ",,彰化縣員林市仁美里中正路616號
大樓,拉亞漢堡,JSA00906,仁美里,彰化縣員林市仁美里中正路630號,"23.962254 ","120.571418 ","1 ","66 ",,彰化縣員林市仁美里中正路630號
大樓,希拉餐廳,JSA00909,仁美里,彰化縣員林市仁美里和平東街40號,"23.962660 ","120.576330 ","1 ","126 ",,彰化縣員林市仁美里和平東街40號
大樓,愛心小兒科,JSA00912,仁美里,彰化縣員林市仁美里中正路562巷,"23.962120 ","120.571470 ","1 ","71 ",,彰化縣員林市仁美里中正路562巷
大樓,民宅,JSA01042,仁美里,彰化縣員林市仁美里中正路652號,"23.962835 ","120.571480 ","1 ","787 ",,彰化縣員林市仁美里中正路652號
大樓,東禾藥局,JSA01066,仁美里,彰化縣員林市仁美里和平東街62之1號,"23.962490 ","120.575400 ","1 ","25 ",,彰化縣員林市仁美里和平東街62之1號
大樓,康橋商旅,JSA01140,仁美里,彰化縣員林市仁美里靜修路12號,"23.962830 ","120.572770 ","1 ","1,246 ",,彰化縣員林市仁美里靜修路12號
大樓,民宅,JSA01147,仁美里,彰化縣員林市仁美里育英路140巷25號,"23.963670 ","120.575040 ","1 ","61 ",,彰化縣員林市仁美里育英路140巷25號
大樓,愛婗幼兒園,JSA01155,仁美里,彰化縣員林市仁美里和平東街34號,"23.962545 ","120.576463 ","1 ","51 ",,彰化縣員林市仁美里和平東街34號
大樓,滿街跑鞋坊,JSA01250,仁美里,彰化縣員林市仁美里靜修東路74號,"23.963152 ","120.576239 ","1 ","60 ",,彰化縣員林市仁美里靜修東路74號
大樓,康騰教育機構,JSA01251,仁美里,彰化縣員林市仁美里靜修東路76號,"23.963160 ","120.576280 ","1 ","60 ",,彰化縣員林市仁美里靜修東路76號
大樓,民宅,JSA01292,仁美里,彰化縣員林市仁美里靜修東路161號,"23.964646 ","120.577179 ","1 ","80 ",,彰化縣員林市仁美里靜修東路161號
大樓,佳音英語,JSA01308,仁美里,彰化縣員林市仁美里靜修東路48號,"23.962980 ","120.575740 ","1 ","27 ",,彰化縣員林市仁美里靜修東路48號
大樓,翰霖文教機構,JSA01309,仁美里,彰化縣員林市仁美里靜修東路52號,"23.963070 ","120.575800 ","1 ","70 ",,彰化縣員林市仁美里靜修東路52號
大樓,陽明天下社區,JSA01317,仁美里,彰化縣員林市仁美里靜修東路120巷,"23.963563 ","120.577275 ","1 ","1,212 ",,彰化縣員林市仁美里靜修東路120巷
大樓,民宅,JSA01326,仁美里,彰化縣員林市仁美里育英路140巷31號,"23.963597 ","120.575230 ","1 ","53 ",,彰化縣員林市仁美里育英路140巷31號
大樓,陽明天下社區,JSA01389,仁美里,彰化縣員林市仁美里靜修東路55巷,"23.963350 ","120.575800 ","1 ","855 ",,彰化縣員林市仁美里靜修東路55巷
大樓,947手機維修,JSA01406,仁美里,彰化縣員林市仁美里中正路660號,"23.962980 ","120.571490 ","1 ","81 ",,彰化縣員林市仁美里中正路660號
大樓,台灣大哥大,JSA01407,仁美里,彰化縣員林市仁美里中正路658號,"23.962971 ","120.571479 ","1 ","62 ",,彰化縣員林市仁美里中正路658號
大樓,羅記池上飯包,JSA01412,仁美里,彰化縣員林市仁美里靜修東路21號,"23.963130 ","120.574880 ","1 ","85 ",,彰化縣員林市仁美里靜修東路21號
大樓,風船葛花坊,JSA01438,仁美里,彰化縣員林市仁美里靜修東路35號,"23.963260 ","120.575310 ","1 ","76 ",,彰化縣員林市仁美里靜修東路35號
大樓,補習班,JSA01439,仁美里,彰化縣員林市仁美里靜修東路39號,"23.963270 ","120.575380 ","1 ","152 ",,彰化縣員林市仁美里靜修東路39號
大樓,非凡比服飾,JSA01440,仁美里,彰化縣員林市仁美里靜修東路37號,"23.963210 ","120.575390 ","1 ","76 ",,彰化縣員林市仁美里靜修東路37號
大樓,典髮型,JSA01456,仁美里,彰化縣員林市仁美里靜修東路43號,"23.963290 ","120.575640 ","1 ","594 ",,彰化縣員林市仁美里靜修東路43號
大樓,民宅,JSA01472,仁美里,彰化縣員林市仁美里中正路648號,"23.962810 ","120.571512 ","1 ","55 ",,彰化縣員林市仁美里中正路648號
大樓,濤園大樓,JSA01490,仁美里,彰化縣員林市仁美里靜修東路60號,"23.963070 ","120.575850 ","1 ","198 ",,彰化縣員林市仁美里靜修東路60號
大樓,民宅,JSA01490,仁美里,彰化縣員林市仁美里和平街8號,"23.961970 ","120.573310 ","1 ","244 ",,彰化縣員林市仁美里和平街8號
大樓,真中醫診所,JSA01541,仁美里,彰化縣員林市仁美里靜修東路42號,"23.963050 ","120.575640 ","1 ","133 ",,彰化縣員林市仁美里靜修東路42號
大樓,泰山大世紀名人特區,JSA01610,仁美里,彰化縣員林市仁美里浮圳路2段405號,"23.965674 ","120.576977 ","1 ","1,961 ",,彰化縣員林市仁美里浮圳路2段405號
大樓,好樂迪,JSA00009,中山里,彰化縣員林市中山里中山路1段836號,"23.959030 ","120.570810 ","1 ","38 ",,彰化縣員林市中山里中山路1段836號
大樓,員林何醫院,JSA00057,中山里,彰化縣員林市中山里民族街33號,"23.957135 ","120.570573 ","1 ","186 ",,彰化縣員林市中山里民族街33號
大樓,王中民神經科診所,JSA00206,中山里,彰化縣員林市中山里中山路1段838號,"23.959092 ","120.570817 ","1 ","204 ",,彰化縣員林市中山里中山路1段838號
大樓,天藍小舖,JSA00789,中山里,彰化縣員林市中山里光明街285號,"23.957373 ","120.571637 ","1 ","100 ",,彰化縣員林市中山里光明街285號
大樓,1877服飾,JSA00913,中山里,彰化縣員林市中山里三民街60號,"23.958380 ","120.571628 ","1 ","45 ",,彰化縣員林市中山里三民街60號
大樓,民宅,JSA00921,中山里,彰化縣員林市中山里光復街22之2號,"23.958323 ","120.570146 ","1 ","74 ",,彰化縣員林市中山里光復街22之2號
大樓,"員林人休閒商業
大樓",JSA00974,中山里,彰化縣員林市中山里中山路1段780號,"23.957770 ","120.570930 ","1 ","516 ",,彰化縣員林市中山里中山路1段780號
大樓,奇締男飾店,JSA00980,中山里,彰化縣員林市中山里光明街305號,"23.957730 ","120.571490 ","1 ","80 ",,彰化縣員林市中山里光明街305號
大樓,大和眼鏡,JSA00981,中山里,彰化縣員林市中山里光明街303號,"23.957820 ","120.571430 ","1 ","80 ",,彰化縣員林市中山里光明街303號
大樓,髮絲特假髮,JSA01052,中山里,彰化縣員林市中山里中山路1段805號,"23.958896 ","120.570601 ","1 ","22 ",,彰化縣員林市中山里中山路1段805號
大樓,"PS COMPANY服飾",JSA01071,中山里,彰化縣員林市中山里光明街255號,"23.956694 ","120.571641 ","1 ","18 ",,彰化縣員林市中山里光明街255號
大樓,RAY髮型美甲沙龍,JS01072,中山里,彰化縣員林市中山里光明街253號,"23.956684 ","120.571861 ","1 ","14 ",,彰化縣員林市中山里光明街253號
大樓,誠泰男飾店,JSA01073,中山里,彰化縣員林市中山里光明街251號,"23.956623 ","120.571732 ","1 ","14 ",,彰化縣員林市中山里光明街251號
大樓,Quella嬰幼服飾,JSA01074,中山里,彰化縣員林市中山里光明街249號,"23.956573 ","120.571929 ","1 ","14 ",,彰化縣員林市中山里光明街249號
大樓,行動時尚館,JSA01075,中山里,彰化縣員林市中山里光明街247號,"23.956548 ","120.571904 ","1 ","14 ",,彰化縣員林市中山里光明街247號
大樓,阿舍服飾店,JSA01076,中山里,彰化縣員林市中山里光明街245號,"23.956536 ","120.571931 ","1 ","14 ",,彰化縣員林市中山里光明街245號
大樓,"Blue way碩登服飾店",JSA01106,中山里,彰化縣員林市中山里光明街355號,"23.959050 ","120.571230 ","1 ","74 ",,彰化縣員林市中山里光明街355號
大樓,夢工場禾都眼鏡,JSA01107,中山里,彰化縣員林市中山里光明街353號,"23.959030 ","120.571270 ","1 ","76 ",,彰化縣員林市中山里光明街353號
大樓,水噹噹皮鞋店,JSA01108,中山里,彰化縣員林市中山里光明街351號,"23.958990 ","120.571270 ","1 ","76 ",,彰化縣員林市中山里光明街351號
大樓,"O2td outfit服飾",JSA01109,中山里,彰化縣員林市中山里光明街349號,"23.958920 ","120.571300 ","1 ","76 ",,彰化縣員林市中山里光明街349號
大樓,California服飾,JSA01110,中山里,彰化縣員林市中山里光明街345號,"23.958772 ","120.571378 ","1 ","116 ",,彰化縣員林市中山里光明街345號
大樓,有一顆蛋扭蛋店,JSA01111,中山里,彰化縣員林市中山里光明街343號,"23.958649 ","120.571292 ","1 ","110 ",,彰化縣員林市中山里光明街343號
大樓,印象服飾店,JSA01126,中山里,彰化縣員林市中山里光明街347號,"23.958801 ","120.571177 ","1 ","304 ",,彰化縣員林市中山里光明街347號
大樓,楓華蜜雪兒旅館,JSA01230,中山里,彰化縣員林市中山里光明街295號,"23.957564 ","120.571393 ","1 ","453 ",,彰化縣員林市中山里光明街295號
大樓,仁仁小兒科診所,JSA01265,中山里,彰化縣員林市中山里中山路1段820號,"23.958740 ","120.570880 ","1 ","73 ",,彰化縣員林市中山里中山路1段820號
大樓,員林何醫院,JSA01393,中山里,彰化縣員林市中山里民族街33號,"23.957141 ","120.570576 ","1 ","203 ",,彰化縣員林市中山里民族街33號
大樓,臺灣之星,JSA01498,中山里,彰化縣員林市中山里中山路1段717號,"23.956379 ","120.570692 ","1 ","148 ",,彰化縣員林市中山里中山路1段717號
大樓,7-11員宿門市,JSA01500,中山里,彰化縣員林市中山里中山路1段756號,"23.957150 ","120.571100 ","1 ","386 ",,彰化縣員林市中山里中山路1段756號
大樓,新生大旅社,JSA00020,和平里,彰化縣員林市和平里民權街54號,"23.959602 ","120.570165 ","1 ","44 ",,彰化縣員林市和平里民權街54號
大樓,肯德基,JSA00029,和平里,彰化縣員林市和平里民權街28號,"23.959620 ","120.571050 ","1 ","177 ",,彰化縣員林市和平里民權街28號
大樓,萊爾富員林店,JSA00056,和平里,彰化縣員林市和平里中山路2段2號,"23.959550 ","120.570770 ","1 ","275 ",,彰化縣員林市和平里中山路2段2號
大樓,民宅,JSA00062,和平里,彰化縣員林市和平里民權街48號,"23.959637 ","120.570291 ","1 ","87 ",,彰化縣員林市和平里民權街48號
大樓,員林客運,JSA00071,和平里,彰化縣員林市和平里中正路585號,"23.961340 ","120.571270 ","1 ","198 ",,彰化縣員林市和平里中正路585號
大樓,民宅,JSA00076,和平里,彰化縣員林市和平里中山路2段30號,"23.960310 ","120.570740 ","1 ","537 ",,彰化縣員林市和平里中山路2段30號
大樓,公寓,JSA00086,和平里,彰化縣員林市和平里中山路2段277巷12弄4號,"23.967445 ","120.570401 ","1 ","152 ",,彰化縣員林市和平里中山路2段277巷12弄4號
大樓,大慶眼鏡,JSA00098,和平里,彰化縣員林市和平里中山路2段123號,"23.963230 ","120.571030 ","1 ","65 ",,彰化縣員林市和平里中山路2段123號
大樓,民宅,JSA00115,和平里,彰化縣員林市和平里中山路2段277巷3號,"23.966610 ","120.570860 ","1 ","16 ",,彰化縣員林市和平里中山路2段277巷3號
大樓,民宅,JSA00147,和平里,彰化縣員林市和平里建國路38巷27號,"23.965960 ","120.581880 ","1 ","24 ",,彰化縣員林市和平里建國路38巷27號
大樓,光陽機車采和車業,JSA00174,和平里,彰化縣員林市和平里中山路2段36號,"23.960469 ","120.570803 ","1 ","50 ",,彰化縣員林市和平里中山路2段36號
大樓,民宅,JSA00356,和平里,彰化縣員林市和平里中山路2段131巷48弄1號,"23.964210 ","120.569870 ","1 ","78 ",,彰化縣員林市和平里中山路2段131巷48弄1號
大樓,民宅,JSA00357,和平里,彰化縣員林市和平里中山路2段131巷48弄3號,"23.964193 ","120.569870 ","1 ","78 ",,彰化縣員林市和平里中山路2段131巷48弄3號
大樓,民宅,JSA00358,和平里,彰化縣員林市和平里中山路2段131巷48弄5號,"23.964210 ","120.569890 ","1 ","78 ",,彰化縣員林市和平里中山路2段131巷48弄5號
大樓,民宅,JSA00359,和平里,彰化縣員林市和平里中山路2段131巷48弄7號,"23.964166 ","120.569927 ","1 ","78 ",,彰化縣員林市和平里中山路2段131巷48弄7號
大樓,民宅,JSA00360,和平里,彰化縣員林市和平里中山路2段131巷48弄9號,"23.964224 ","120.569964 ","1 ","78 ",,彰化縣員林市和平里中山路2段131巷48弄9號
大樓,民宅,JSA00361,和平里,彰化縣員林市和平里中山路2段131巷48弄11號,"23.964166 ","120.569991 ","1 ","78 ",,彰化縣員林市和平里中山路2段131巷48弄11號
大樓,民宅,JSA00362,和平里,彰化縣員林市和平里中山路2段131巷48弄13號,"23.964164 ","120.570033 ","1 ","78 ",,彰化縣員林市和平里中山路2段131巷48弄13號
大樓,民宅,JSA00363,和平里,彰化縣員林市和平里中山路2段131巷48弄15號,"23.964166 ","120.570076 ","1 ","78 ",,彰化縣員林市和平里中山路2段131巷48弄15號
大樓,民宅,JSA00364,和平里,彰化縣員林市和平里中山路2段131巷48弄17號,"23.964207 ","120.570111 ","1 ","78 ",,彰化縣員林市和平里中山路2段131巷48弄17號
大樓,民宅,JSA00365,和平里,彰化縣員林市和平里中山路2段131巷48弄19號,"23.964175 ","120.570141 ","1 ","78 ",,彰化縣員林市和平里中山路2段131巷48弄19號
大樓,民宅,JSA00366,和平里,彰化縣員林市和平里中山路2段131巷48弄21號,"23.964170 ","120.570180 ","1 ","78 ",,彰化縣員林市和平里中山路2段131巷48弄21號
大樓,民宅,JSA00367,和平里,彰化縣員林市和平里中山路2段131巷48弄23號,"23.964175 ","120.570183 ","1 ","78 ",,彰化縣員林市和平里中山路2段131巷48弄23號
大樓,民宅,JSA00368,和平里,彰化縣員林市和平里中山路2段131巷48弄25號,"23.964156 ","120.570253 ","1 ","78 ",,彰化縣員林市和平里中山路2段131巷48弄25號
大樓,民宅,JSA00369,和平里,彰化縣員林市和平里中山路2段131巷48弄27號,"23.964162 ","120.570292 ","1 ","78 ",,彰化縣員林市和平里中山路2段131巷48弄27號
大樓,民宅,JSA00370,和平里,彰化縣員林市和平里中山路2段131巷48弄29號,"23.964220 ","120.570290 ","1 ","78 ",,彰化縣員林市和平里中山路2段131巷48弄29號
大樓,民宅,JSA00372,和平里,彰化縣員林市和平里中山路2段131巷48弄4號,"23.964030 ","120.569860 ","1 ","17 ",,彰化縣員林市和平里中山路2段131巷48弄4號
大樓,民宅,JSA00373,和平里,彰化縣員林市和平里中山路2段131巷48弄6號,"23.964114 ","120.569903 ","1 ","17 ",,彰化縣員林市和平里中山路2段131巷48弄6號
大樓,民宅,JSA00376,和平里,彰化縣員林市和平里中山路2段131巷48弄12號,"23.964012 ","120.569989 ","1 ","17 ",,彰化縣員林市和平里中山路2段131巷48弄12號
大樓,民宅,JSA00377,和平里,彰化縣員林市和平里中山路2段131巷48弄14號,"23.963947 ","120.570078 ","1 ","17 ",,彰化縣員林市和平里中山路2段131巷48弄14號
大樓,民宅,JSA00378,和平里,彰化縣員林市和平里中山路2段131巷48弄16號,"23.964017 ","120.570071 ","1 ","17 ",,彰化縣員林市和平里中山路2段131巷48弄16號
大樓,民宅,JSA00379,和平里,彰化縣員林市和平里中山路2段131巷48弄18號,"23.964030 ","120.570070 ","1 ","17 ",,彰化縣員林市和平里中山路2段131巷48弄18號
大樓,民宅,JSA00380,和平里,彰化縣員林市和平里中山路2段131巷48弄20號,"23.964020 ","120.570110 ","1 ","17 ",,彰化縣員林市和平里中山路2段131巷48弄20號
大樓,民宅,JSA00382,和平里,彰化縣員林市和平里中山路2段131巷48弄24號,"23.964002 ","120.570188 ","1 ","17 ",,彰化縣員林市和平里中山路2段131巷48弄24號
大樓,民宅,JSA00383,和平里,彰化縣員林市和平里中山路2段131巷48弄26號,"23.964012 ","120.570226 ","1 ","17 ",,彰化縣員林市和平里中山路2段131巷48弄26號
大樓,民宅,JSA00384,和平里,彰化縣員林市和平里中山路2段131巷48弄28號,"23.964012 ","120.570306 ","1 ","17 ",,彰化縣員林市和平里中山路2段131巷48弄28號
大樓,民宅,JSA00385,和平里,彰化縣員林市和平里中山路2段131巷48弄30號,"23.964040 ","120.570250 ","1 ","17 ",,彰化縣員林市和平里中山路2段131巷48弄30號
大樓,民宅,JSA00391,和平里,彰化縣員林市和平里中山路2段131巷48弄22號,"23.964017 ","120.570150 ","1 ","17 ",,彰化縣員林市和平里中山路2段131巷48弄22號
大樓,民宅,JSA00431,和平里,彰化縣員林市和平里新興街105號,"23.960690 ","120.571600 ","1 ","42 ",,彰化縣員林市和平里新興街105號
大樓,民宅,JSA00432,和平里,彰化縣員林市和平里新興街113號,"23.960690 ","120.571600 ","1 ","56 ",,彰化縣員林市和平里新興街113號
大樓,民宅,JSA00442,和平里,彰化縣員林市和平里莒光路774號,"23.970659 ","120.569642 ","1 ","54 ",,彰化縣員林市和平里莒光路774號
大樓,民宅,JSA00443,和平里,彰化縣員林市和平里莒光路772號,"23.970629 ","120.569619 ","1 ","54 ",,彰化縣員林市和平里莒光路772號
大樓,民宅,JSA00444,和平里,彰化縣員林市和平里莒光路764巷1號,"23.970352 ","120.569494 ","1 ","31 ",,彰化縣員林市和平里莒光路764巷1號
大樓,民宅,JSA00445,和平里,彰化縣員林市和平里莒光路764巷13號,"23.970090 ","120.569549 ","1 ","45 ",,彰化縣員林市和平里莒光路764巷13號
大樓,民宅,JSA00446,和平里,彰化縣員林市和平里莒光路764巷5號,"23.970240 ","120.569560 ","1 ","45 ",,彰化縣員林市和平里莒光路764巷5號
大樓,民宅,JSA00447,和平里,彰化縣員林市和平里莒光路764巷15號,"23.970070 ","120.569580 ","1 ","31 ",,彰化縣員林市和平里莒光路764巷15號
大樓,民宅,JSA00455,和平里,彰化縣員林市和平里莒光路780巷1號,"23.970629 ","120.569979 ","1 ","22 ",,彰化縣員林市和平里莒光路780巷1號
大樓,民宅,JSA00513,和平里,彰化縣員林市和平里中山路2段277巷10弄6號,"23.967968 ","120.570382 ","1 ","21 ",,彰化縣員林市和平里中山路2段277巷10弄6號
大樓,鴻毅汽車材料,JSA00606,和平里,彰化縣員林市和平里莒光路796號,"23.970950 ","120.570110 ","1 ","353 ",,彰化縣員林市和平里莒光路796號
大樓,民宅,JSA00694,和平里,彰化縣員林市和平里中山路2段369巷10號,"23.968640 ","120.570580 ","1 ","1,700 ",,彰化縣員林市和平里中山路2段369巷10號
大樓,民宅,JSA00802,和平里,彰化縣員林市和平里莒光路778號,"23.970670 ","120.569613 ","1 ","84 ",,彰化縣員林市和平里莒光路778號
大樓,杏宇語言治療所,JSA00835,和平里,彰化縣員林市和平里中山路2段121號,"23.963230 ","120.570900 ","1 ","20 ",,彰化縣員林市和平里中山路2段121號
大樓,刺衛紋身,JSA00845,和平里,彰化縣員林市和平里中山路2段119號,"23.963240 ","120.570910 ","1 ","22 ",,彰化縣員林市和平里中山路2段119號
大樓,天莘聯合診所,JSA00905,和平里,彰化縣員林市和平里中正路511號,"23.959865 ","120.571816 ","1 ","192 ",,彰化縣員林市和平里中正路511號
大樓,民宅,JSA00928,和平里,彰化縣員林市和平里中山路2段82號,"23.961550 ","120.570720 ","1 ","75 ",,彰化縣員林市和平里中山路2段82號
大樓,民宅,JSA01022,和平里,彰化縣員林市和平里中山路2段277巷12弄3號,"23.967285 ","120.570424 ","1 ","1,380 ",,彰化縣員林市和平里中山路2段277巷12弄3號
大樓,民宅,JSA01095,和平里,彰化縣員林市和平里中山路2段369巷2弄17號,"23.968890 ","120.571210 ","1 ","80 ",,彰化縣員林市和平里中山路2段369巷2弄17號
大樓,優美印刷廠,JSA01154,和平里,彰化縣員林市和平里中正路573號,"23.961110 ","120.571370 ","1 ","75 ",,彰化縣員林市和平里中正路573號
大樓,民宅,JSA01231,和平里,彰化縣員林市和平里中山路2段277巷45號,"23.966650 ","120.569870 ","1 ","35 ",,彰化縣員林市和平里中山路2段277巷45號
大樓,瓦特淨水生活館,JSA01337,和平里,彰化縣員林市和平里莒光路724-734號,"23.969852 ","120.568631 ","1 ","102 ",,彰化縣員林市和平里莒光路724-734號
大樓,儒林美術社,JSA01379,和平里,彰化縣員林市和平里靜修路48之1號,"23.962471 ","120.570164 ","1 ","30 ",,彰化縣員林市和平里靜修路48之1號
