類別,電腦編號,村里別,地址,地下樓層數,可容納人數,派出所,備註,經度,緯度
大樓,DD01000001,美田里,新北市金山區美田里忠孝一路16號,1.0,501.0,金山派出所,,121.638714,25.219303
大樓,DD01000002,美田里,新北市金山區美田里中正路69巷1號,1.0,590.0,金山派出所,,121.635717,25.222568
大樓,DD01000003,美田里,新北市金山區美田里信義路39號,1.0,1168.0,金山派出所,,121.634246,25.222869
大樓,DD01000004,美田里,新北市金山區美田里仁愛路37號,1.0,889.0,金山派出所,,121.634296,25.222868
大樓,DD01000005,美田里,新北市金山區美田里仁愛路37號12,1.0,954.0,金山派出所,,121.635259,25.22334
公寓,DD01000006,美田里,新北市金山區美田里文化二路2號,1.0,136.0,金山派出所,,121.636935,25.224669
公寓,DD01000007,和平里,新北市金山區和平里金包里街1號,1.0,177.0,金山派出所,,121.640263,25.220325
公寓,DD01000008,大同里,新北市金山區大同里民生路65號,1.0,1038.0,金山派出所,,121.640696,25.220337
公寓,DD01000010,美田里,新北市金山區美田里中山路236號,1.0,1050.0,金山派出所,,121.636151,25.223393
大樓,DD01000011,美田里,新北市金山區美田里文化三路42號,1.0,612.0,金山派出所,,121.635427,25.224953
大樓,DD01000012,美田里,新北市金山區美田里四維路2號,1.0,292.0,金山派出所,,121.635659,25.222413
大樓,DD01000013,美田里,新北市金山區美田里中山路281號,1.0,1173.0,金山派出所,,121.636112,25.223032
大樓,DD01000014,美田里,新北市金山區美田里中山路313巷2號,1.0,332.0,金山派出所,,121.6355,25.223621
公寓,DD01000015,五湖里,新北市金山區五湖里南勢湖路30號,1.0,362.0,金山派出所,,121.613564,25.218493
公寓,DD01000016,五湖里,新北市金山區五湖里南勢湖路29號,1.0,201.0,金山派出所,,121.61837,25.218055
公寓,DD01000017,磺港里,新北市金山區磺港里磺港路171號1,1.0,164.0,金山派出所,,121.64397,25.224154
大樓,DD01000018,磺港里,新北市金山區磺港里青年路1號1,1.0,928.0,金山派出所,,121.641129,25.225924
大樓,DD01000019,美田里,新北市金山區美田里中華路261號,1.0,996.0,金山派出所,,121.633083,25.224499
公寓,DD01000020,美田里,新北市金山區美田里文化二路2號,1.0,157.0,金山派出所,,121.636935,25.224669
公寓,DD01000021,美田里,新北市金山區美田里文化二路2號,1.0,2200.0,金山派出所,,121.636935,25.224669
公寓,DD01000022,美田里,新北市金山區美田里文化二路2號,1.0,156.0,金山派出所,,121.636935,25.224669
公寓,DD01000023,美田里,新北市金山區美田里忠孝一路111號,1.0,333.0,金山派出所,,121.635474,25.221039
公寓,DD01000024,美田里,新北市金山區美田里中正路11號,1.0,364.0,金山派出所,,121.632789,25.221703
公寓,DD01000025,美田里,新北市金山區美田里中山路267號,1.0,260.0,金山派出所,,121.636291,25.222639
大樓,DD01000026,五湖里,新北市金山區五湖里南勢路51號,1.0,5745.0,金山派出所,,121.626881,25.219763
公寓,DD01000027,美田里,新北市金山區美田里中山路234號,1.0,1342.0,金山派出所,,121.636519,25.222963
大樓,DD01000028,美田里,新北市金山區美田里中山路282號,1.0,1852.0,金山派出所,,121.63502,25.224477
公寓,DD01000029,美田里,新北市金山區美田里忠孝一路111號,1.0,288.0,金山派出所,,121.635474,25.221039
公寓,DD01000030,五湖里,新北市金山區五湖里南勢路112號,1.0,38.0,金山派出所,,121.625807,25.220462
大樓,DD02000001,茂林里,新北市石門區茂林里坪林33號,1.0,1973.0,乾華派出所,,121.590049,25.25935
大樓,DD03000001,萬里里,新北市萬里區瑪鋉路30巷2弄4號,1.0,1541.0,萬里分駐所,,121.690241,25.176105
公寓,DD03000002,萬里里,新北市萬里區瑪鋉路340號,1.0,176.0,萬里分駐所,,121.687849,25.183131
公寓,DD03000003,龜吼里,新北市萬里區新墾丁路1221號,1.0,332.0,萬里分駐所,,121.678061,25.195367
公寓,DD03000004,龜吼里,新北市萬里玉田路61號,1.0,753.0,萬里分駐所,,121.680557,25.193473
公寓,DD03000005,萬里里,新北市萬里區瑪鋉路221號,1.0,1133.0,萬里分駐所,,121.689661,25.179791
公寓,DD03000006,萬里里,新北市萬里區瑪鋉路16號,1.0,484.0,萬里分駐所,,121.688025,25.175806
大樓,DD03000007,龜吼里,新北市萬里區海景路2號,1.0,748.0,萬里分駐所,,121.683931,25.190749
大樓,DD03000008,龜吼里,新北市萬里區海景路1號,1.0,609.0,萬里分駐所,,121.683134,25.191022
大樓,DD03000009,龜吼里,新北市萬里區龜吼里玉田路2號,1.0,1906.0,萬里分駐所,,121.680255,25.187428
公寓,DD03000010,萬里里,新北市萬里區萬里里瑪鋉頂街40號,1.0,194.0,萬里分駐所,,121.689248,25.178634
大樓,DD03000011,龜吼里,新北市萬里玉田路79號,1.0,2290.0,萬里分駐所,,121.67992,25.192908
大樓,DD03000012,龜吼里,新北市萬里區龜吼里新墾丁路38號,1.0,942.0,萬里分駐所,,121.679327,25.193664
大樓,DD03000013,龜吼里,新北市萬里區龜吼里新墾丁路22號,1.0,2174.0,萬里分駐所,,121.680103,25.193755
公寓,DD03000014,萬里里,新北市萬里區萬里里瑪鋉路18號,1.0,849.0,萬里分駐所,,121.688189,25.176174
公寓,DD03000015,萬里里,新北市萬里區萬里里瑪鋉路18號,1.0,844.0,萬里分駐所,,121.688189,25.176174
大樓,DD04000001,野柳里,新北市萬里區港東路162號3,1.0,1494.0,野柳派出所,,121.690004,25.204294
公寓,DD04000002,野柳里,新北市萬里區港東路167號3,1.0,2664.0,野柳派出所,,121.691082,25.205192
大樓,DD04000003,野柳里,新北市萬里區港東路7號,1.0,328.0,野柳派出所,,121.687987,25.20423
公寓,DD04000004,野柳里,新北市萬里八斗路60號,1.0,688.0,野柳派出所,,121.659679,25.205427
公寓,DD04000005,野柳里,新北市萬里八斗路60號,1.0,308.0,野柳派出所,,121.659679,25.205427
公寓,DD04000006,野柳里,新北市萬里八斗路60號,1.0,262.0,野柳派出所,,121.659679,25.205427
大樓,DD04000007,野柳里,新北市萬里區港東路112號1,1.0,265.0,野柳派出所,,121.690895,25.178763
公寓,DD04000008,野柳里,新北市萬里區港東路3巷1號,1.0,2272.0,野柳派出所,,121.687169,25.202485
公寓,DD04000009,野柳里,新北市萬里區野柳里港西路56號1,1.0,1228.0,野柳派出所,,121.685814,25.203159
公寓,DD04000010,野柳里,新北市萬里區野柳里港東路167號,1.0,1077.0,野柳派出所,,121.689442,25.205606
公寓,DD05000001,大鵬里,新北市萬里區大鵬里加投路247號,1.0,69.0,大鵬派出所,,121.64512,25.217637
公寓,DD05000002,大鵬里,新北市萬里區大鵬里加投路166號1,1.0,1850.0,大鵬派出所,,121.643383,25.21527
公寓,DD06000001,崁腳里,新北市萬里區崁脚里內中福4號,1.0,89.0,崁腳派出所,,121.667629,25.165242
大樓,DD07000001,重和里,新北市金山區重和里山城路90巷1號,1.0,3569.0,重光派出所,,121.599771,25.199869
公寓,DD07000002,重和里,新北市金山區重和里名流路1號6,2.0,3533.0,重光派出所,,121.598143,25.203122
大樓,DD07000003,重和里,新北市金山區重和里山城路89巷1號,1.0,374.0,重光派出所,,121.598659,25.199942
大樓,DD07000004,重和里,新北市金山區重和里山城路91號,1.0,2406.0,重光派出所,,121.598896,25.19997
公寓,DD07000005,三界里,新北市金山區三界里法鼓路555號,1.0,1886.0,重光派出所,,121.615007,25.239692
