電腦編號,座落,緯度,經度,地下樓層數,可容納人數,管轄分局,placemark_address
TMB0017,宜蘭縣宜蘭市泰山里金六結路491號 ,24.7497663,121.7341129,1.0,1868,宜蘭分局,"賓泰福第 TMB0017 宜蘭縣宜蘭市泰山里金六結路491號  1868"
TMB0018,宜蘭縣宜蘭市文化里民族路328號 ,24.751231,121.7459271,1.0,893,宜蘭分局,"文化大地 TMB0018 宜蘭縣宜蘭市文化里民族路328號  893"
TMB0019,宜蘭縣宜蘭市復興里女中路二段370號 ,24.745537,121.752763,1.0,393,宜蘭分局,"公寓 TMB0019 宜蘭縣宜蘭市復興里女中路二段370號  393"
TMB0020,宜蘭縣宜蘭市思源里4鄰宜中路79巷23號 ,24.7474986,121.7426214,1.0,2939,宜蘭分局,"名人居 TMB0020 宜蘭縣宜蘭市思源里4鄰宜中路79巷23號  2939"
TMB0021,宜蘭縣宜蘭市思源里宜中路100號 ,24.7468745,121.7427908,1.0,1300,宜蘭分局,"廣泰庭園 TMB0021 宜蘭縣宜蘭市思源里宜中路100號  1300"
TMB0024,宜蘭縣宜蘭市負郭里泰山路94號 ,24.75427,121.7441674,1.0,152,宜蘭分局,"公寓 TMB0024 宜蘭縣宜蘭市負郭里泰山路94號  152"
TMB0025,宜蘭縣宜蘭市思源里神農路一段1號 ,24.7462924,121.7475856,1.0,298,宜蘭分局,"國立宜蘭大學食品實習工廠 TMB0025 宜蘭縣宜蘭市思源里神農路一段1號  298"
TMB0026,宜蘭縣宜蘭市民族里文化路79號 ,24.7510576,121.7484446,1.0,635,宜蘭分局,"大樓 TMB0026 宜蘭縣宜蘭市民族里文化路79號  635"
TMB0028,宜蘭縣宜蘭市思源里嵐峰路三段438號 ,24.746895,121.7338225,2.0,954,宜蘭分局,"凱薩宮廷 TMB0028 宜蘭縣宜蘭市思源里嵐峰路三段438號  954"
TMB0029,宜蘭縣宜蘭市負郭里民權新路252號 ,24.7523599,121.7449705,1.0,2042,宜蘭分局,"馥園大樓 TMB0029 宜蘭縣宜蘭市負郭里民權新路252號  2042"
TMB0030,宜蘭縣宜蘭市文化里復興路二段49號 ,24.7486958,121.7484167,1.0,298,宜蘭分局,"公寓 TMB0030 宜蘭縣宜蘭市文化里復興路二段49號  298"
TMB0031,宜蘭縣宜蘭市泰山里建軍路16號 ,24.7524841,121.73637,1.0,861,宜蘭分局,"綠意天地 TMB0031 宜蘭縣宜蘭市泰山里建軍路16號  861"
TMB0032,宜蘭縣宜蘭市負郭里負郭路25巷30號 ,24.7525877,121.7458756,1.0,219,宜蘭分局,"公寓 TMB0032 宜蘭縣宜蘭市負郭里負郭路25巷30號  219"
TMB0033,宜蘭縣宜蘭市泰山里泰山路112巷12號 ,24.7531947,121.7403535,1.0,170,宜蘭分局,"公寓 TMB0033 宜蘭縣宜蘭市泰山里泰山路112巷12號  170"
TMB0037,宜蘭縣宜蘭市文化里復興路二段15巷13號 ,24.7484575,121.7494674,1.0,131,宜蘭分局,"公寓 TMB0037 宜蘭縣宜蘭市文化里復興路二段15巷13號  131"
TMB0038,宜蘭縣宜蘭市文化里復興路二段15巷1號 ,24.7482907,121.7494901,1.0,246,宜蘭分局,"公寓 TMB0038 宜蘭縣宜蘭市文化里復興路二段15巷1號  246"
TMB0039,宜蘭縣宜蘭市思源里民族路497號 ,24.7483438,121.7406142,1.0,282,宜蘭分局,"大樓 TMB0039 宜蘭縣宜蘭市思源里民族路497號  282"
TMB0040,宜蘭縣宜蘭市文化里民族路338號 ,24.7511193,121.7456327,1.0,1143,宜蘭分局,"慧燈大樓 TMB0040 宜蘭縣宜蘭市文化里民族路338號  1143"
TMB0041,宜蘭縣宜蘭市思源里民族路499號 ,24.748239,121.740443,1.0,2581,宜蘭分局,"文化囍事 TMB0041 宜蘭縣宜蘭市思源里民族路499號  2581"
TMB0042,宜蘭縣宜蘭市文化里復興路二段2-1號 ,24.7485598,121.7498358,1.0,206,宜蘭分局,"大樓 TMB0042 宜蘭縣宜蘭市文化里復興路二段2-1號  206"
TMB0046,宜蘭縣宜蘭市建軍里復興路3段92號 ,24.751525,121.739289,1.0,328,宜蘭分局,"大樓 TMB0046 宜蘭縣宜蘭市建軍里復興路3段92號  328"
TMB0047,宜蘭縣宜蘭市民族里民權新路184號 ,24.7520004,121.7468038,1.0,544,宜蘭分局,"大樓 TMB0047 宜蘭縣宜蘭市民族里民權新路184號  544"
TMB0048,宜蘭縣宜蘭市泰山里泰山路112巷4弄3號 ,24.7528018,121.7403255,1.0,190,宜蘭分局,"公寓 TMB0048 宜蘭縣宜蘭市泰山里泰山路112巷4弄3號  190"
TMB0049,宜蘭縣宜蘭市建軍里民族路427號 ,24.749292,121.743044,2.0,5041,宜蘭分局,"文化寶座 TMB0049 宜蘭縣宜蘭市建軍里民族路427號  5041"
TMB0050,宜蘭縣宜蘭市七結里農權路3段77號 ,24.749636,121.740383,1.0,600,宜蘭分局,"金賺經典大樓 TMB0050 宜蘭縣宜蘭市七結里農權路3段77號  600"
TMB0051,宜蘭縣宜蘭市文化里民權新路303號 ,24.7523416,121.7444391,1.0,527,宜蘭分局,"宜中儒園 TMB0051 宜蘭縣宜蘭市文化里民權新路303號  527"
TMB0052,宜蘭縣宜蘭市思源里神農路1段1號 ,24.7462924,121.7475856,1.0,5826,宜蘭分局,"宜蘭大學機車停車場 TMB0052 宜蘭縣宜蘭市思源里神農路1段1號  5826"
TMB0053,宜蘭縣宜蘭市文化里民族路382號 ,24.7506517,121.7446506,2.0,3684,宜蘭分局,"蘭陽天廈 TMB0053 宜蘭縣宜蘭市文化里民族路382號  3684"
TMB0057,宜蘭縣宜蘭市復興里復興路2段70號 ,24.749182,121.747916,1.0,107,宜蘭分局,"公寓 TMB0057 宜蘭縣宜蘭市復興里復興路2段70號  107"
TMB0059,宜蘭縣宜蘭市思源里神農路1段1號 ,24.7462924,121.7475856,1.0,1006,宜蘭分局,"宜蘭大學女生宿舍 TMB0059 宜蘭縣宜蘭市思源里神農路1段1號  1006"
TMB0062,宜蘭縣宜蘭市文化里復興路2段77號 ,24.7490995,121.7468602,1.0,132,宜蘭分局,"復興國中學藝樓 TMB0062 宜蘭縣宜蘭市文化里復興路2段77號  132"
TMB0063,宜蘭縣宜蘭市復興里女中路2段488號 ,24.744798,121.7498927,1.0,550,宜蘭分局,"農專學府 TMB0063 宜蘭縣宜蘭市復興里女中路2段488號  550"
TMB0064,宜蘭縣宜蘭市復興里神農路1段10號 ,24.7494076,121.7502597,1.0,133,宜蘭分局,"公寓 TMB0064 宜蘭縣宜蘭市復興里神農路1段10號  133"
TMB0065,宜蘭縣宜蘭市復興里中華路73號 ,24.7476159,121.7535584,1.0,1896,宜蘭分局,"群大新都心 TMB0065 宜蘭縣宜蘭市復興里中華路73號  1896"
TMB0066,宜蘭縣宜蘭市民族里文化路141號 ,24.7533462,121.7485549,1.0,1447,宜蘭分局,"一品門第 TMB0066 宜蘭縣宜蘭市民族里文化路141號  1447"
TMB0067,宜蘭縣宜蘭市文化里民權新路279號 ,24.751557,121.744882,1.0,3453,宜蘭分局,"蘭陽親家 TMB0067 宜蘭縣宜蘭市文化里民權新路279號  3453"
TMB0068,宜蘭縣宜蘭市思源里神農路1段1號,24.7462924,121.7475856,1.0,3504,宜蘭分局,"宜蘭大學圖資大樓 TMB0068 宜蘭縣宜蘭市思源里神農路1段1號 3504"
TMB0069,宜蘭縣宜蘭市負郭里民權新路262號 ,24.7525981,121.744372,2.0,18590,宜蘭分局,"雪山村 TMB0069 宜蘭縣宜蘭市負郭里民權新路262號  18590"
TMB0070,宜蘭縣宜蘭市負郭里泰山路66號 ,24.7545089,121.7457287,2.0,3996,宜蘭分局,"宜蘭地政事務所 TMB0070 宜蘭縣宜蘭市負郭里泰山路66號  3996"
TMB0076,宜蘭縣宜蘭市復興里復興路一段26號 ,24.7493502,121.7526103,1.0,49,宜蘭分局,"公寓 TMB0076 宜蘭縣宜蘭市復興里復興路一段26號  49"
TMB0079,宜蘭縣宜蘭市思源里神農路1段1號 ,24.7461575,121.745816,1.0,2692,宜蘭分局,"宜蘭大學經德樓 TMB0079 宜蘭縣宜蘭市思源里神農路1段1號  2692"
TMB0088,宜蘭縣宜蘭市南門里宜蘭市舊城西路8號 ,24.7576187,121.7497308,1.0,314,宜蘭分局,"大樓 TMB0088 宜蘭縣宜蘭市南門里宜蘭市舊城西路8號  314"
TMB0093,宜蘭縣宜蘭市復興里女中路二段428號,24.7450438,121.7513227,1.0,458,宜蘭分局,"蘭陽富邑 TMB0093 宜蘭縣宜蘭市復興里女中路二段428號 458"
TMB0094,宜蘭縣宜蘭市南門里民權路二段10號,24.7537253,121.7509735,4.0,47374,宜蘭分局,"新月廣場 TMB0094 宜蘭縣宜蘭市南門里民權路二段10號 47374"
TMB0095,宜蘭縣宜蘭市負郭里泰山路65號,24.7541078,121.7462674,1.0,2397,宜蘭分局,"國稅局 TMB0095 宜蘭縣宜蘭市負郭里泰山路65號 2397"
TMB0096,宜蘭縣宜蘭市復興里10鄰農權路191巷5號,24.7462206,121.7510277,1.0,761,宜蘭分局,"宜大美宿館 TMB0096 宜蘭縣宜蘭市復興里10鄰農權路191巷5號 761"
TMB0097,宜蘭縣宜蘭市七結里農權路三段79巷15號 ,24.7493723,121.740232,1.0,2759,宜蘭分局,"文化首馥 TMB0097 宜蘭縣宜蘭市七結里農權路三段79巷15號  2759"
TMB0098,宜蘭縣宜蘭市建軍里農權路三段86巷27號 ,24.7503599,121.7404303,1.0,2613,宜蘭分局,"藏金閣 TMB0098 宜蘭縣宜蘭市建軍里農權路三段86巷27號  2613"
TMB0099,宜蘭縣宜蘭市民族里民權新路169號 ,24.7514015,121.7479189,1.0,317,宜蘭分局,"大樓 TMB0099 宜蘭縣宜蘭市民族里民權新路169號  317"
TMB0101,宜蘭縣宜蘭市泰山里民權新路465號 ,24.7539453,121.7412199,1.0,1429,宜蘭分局,"南屏學苑 TMB0101 宜蘭縣宜蘭市泰山里民權新路465號  1429"
TMB0102,宜蘭縣宜蘭市文化里文化路100號 ,24.7501889,121.7483592,1.0,121,宜蘭分局,"文化儷舍 TMB0102 宜蘭縣宜蘭市文化里文化路100號  121"
TMB0103,宜蘭縣宜蘭市文化里復興路2段45號 ,24.7486381,121.748661,1.0,274,宜蘭分局,"富馨園 TMB0103 宜蘭縣宜蘭市文化里復興路2段45號  274"
TMB0104,宜蘭縣宜蘭市民族里民族路143-1號 ,24.752584,121.7502638,1.0,265,宜蘭分局,"大樓 TMB0104 宜蘭縣宜蘭市民族里民族路143-1號  265"
TMB0105,宜蘭縣宜蘭市思源里農權路3段163巷1號,24.7497351,121.737956,2.0,7820,宜蘭分局,"法吉歐里 TMB0105 宜蘭縣宜蘭市思源里農權路3段163巷1號 7820"
TMB0106,宜蘭縣宜蘭市建軍里復興路3段8號 ,24.7507581,121.7418381,1.0,2323,宜蘭分局,"宜蘭高中 謙學樓 TMB0106 宜蘭縣宜蘭市建軍里復興路3段8號  2323"
TMB0107,宜蘭縣宜蘭市負郭里泰山路86巷4弄51-3號 ,24.756515,121.7449319,1.0,383,宜蘭分局,"公寓 TMB0107 宜蘭縣宜蘭市負郭里泰山路86巷4弄51-3號  383"
TMB0109,宜蘭縣宜蘭市思源里民族路463號 ,24.749319,121.742575,2.0,6857,宜蘭分局,"謙和 TMB0109 宜蘭縣宜蘭市思源里民族路463號  6857"
TME0001,宜蘭縣宜蘭市建業里凱旋路500號 ,24.7388255,121.7585275,2.0,20912,宜蘭分局,"力信擎天 TME0001 宜蘭縣宜蘭市建業里凱旋路500號  20912"
TME0002,宜蘭縣宜蘭市擺厘里嵐峰路一段6號 ,24.742692,121.753618,1.0,219,宜蘭分局,"大樓 TME0002 宜蘭縣宜蘭市擺厘里嵐峰路一段6號  219"
TME0003,宜蘭縣宜蘭市南津里縣政一街5號 ,24.7285353,121.7651074,2.0,8917,宜蘭分局,"中山新邨 TME0003 宜蘭縣宜蘭市南津里縣政一街5號  8917"
TME0004,宜蘭縣宜蘭市南津里建蘭北路27巷15號,24.73383,121.761738,1.0,4198,宜蘭分局,"建蘭花園二區 TME0004 宜蘭縣宜蘭市南津里建蘭北路27巷15號 4198"
TME0005,宜蘭縣宜蘭市南津里建蘭北路27巷8號,24.73383,121.761738,1.0,2889,宜蘭分局,"建蘭花園一區 TME0005 宜蘭縣宜蘭市南津里建蘭北路27巷8號 2889"
TME0006,宜蘭縣宜蘭市南津里縣政一街45號,24.7279612,121.7659287,2.0,4447,宜蘭分局,"縣政御品 TME0006 宜蘭縣宜蘭市南津里縣政一街45號 4447"
TME0007,宜蘭縣宜蘭市南津里凱旋路129巷1號,24.7241901,121.7625611,1.0,4356,宜蘭分局,"凱旋尊邸二區 TME0007 宜蘭縣宜蘭市南津里凱旋路129巷1號 4356"
TME0008,宜蘭縣宜蘭市南津里凱旋路129巷2號,24.7244708,121.7622028,1.0,5738,宜蘭分局,"凱旋尊邸一區 TME0008 宜蘭縣宜蘭市南津里凱旋路129巷2號 5738"
TME0009,宜蘭縣宜蘭市進士里嵐峰路一段197號 ,24.7421056,121.7508847,1.0,359,宜蘭分局,"公寓 TME0009 宜蘭縣宜蘭市進士里嵐峰路一段197號  359"
TME0010,宜蘭縣宜蘭市南津里縣政一街25號 ,24.7279991,121.7659093,2.0,1968,宜蘭分局,"玖砡行館 TME0010 宜蘭縣宜蘭市南津里縣政一街25號  1968"
TME0011,宜蘭縣宜蘭市南津里凱旋路135號,24.7255512,121.7622287,3.0,2460,宜蘭分局,"煙波飯店 TME0011 宜蘭縣宜蘭市南津里凱旋路135號 2460"
TME0012,宜蘭縣宜蘭市建業里縣政西路1號,24.7274678,121.7613725,1.0,5315,宜蘭分局,"臺灣宜蘭地方法院 TME0012 宜蘭縣宜蘭市建業里縣政西路1號 5315"
TME0013,宜蘭縣宜蘭市建業里縣政七街50巷1號,24.7260003,121.7573169,1.0,1211,宜蘭分局,"凱旋國中 TME0013 宜蘭縣宜蘭市建業里縣政七街50巷1號 1211"
TME0014,宜蘭縣宜蘭市建業里縣政西路81號,24.7269028,121.7595127,1.0,909,宜蘭分局,"建築師公會 TME0014 宜蘭縣宜蘭市建業里縣政西路81號 909"
TME0015,宜蘭縣宜蘭市擺厘里自強路163號 ,24.7427519,121.7498735,1.0,1922,宜蘭分局,"台宜我的家 TME0015 宜蘭縣宜蘭市擺厘里自強路163號  1922"
TME0016,宜蘭縣宜蘭市擺厘里嵐峰路一段134號 ,24.7424295,121.7521657,1.0,504,宜蘭分局,"金蘭華廈 TME0016 宜蘭縣宜蘭市擺厘里嵐峰路一段134號  504"
TME0017,宜蘭縣宜蘭市擺厘里自強路147號,24.7427502,121.7501618,1.0,1112,宜蘭分局,"城市公園大廈NO.2 TME0017 宜蘭縣宜蘭市擺厘里自強路147號 1112"
TME0019,宜蘭縣宜蘭市擺厘里嵐峰路1段120號,24.7424008,121.7513142,1.0,1641,宜蘭分局,"百年好合大樓 TME0019 宜蘭縣宜蘭市擺厘里嵐峰路1段120號 1641"
TME0021,宜蘭縣宜蘭市擺厘里自強路131號,24.7428053,121.7510025,1.0,1308,宜蘭分局,"城市公園NO.1 TME0021 宜蘭縣宜蘭市擺厘里自強路131號 1308"
TME0022,宜蘭縣宜蘭市擺厘里自強路116號 ,24.7431861,121.7495592,2.0,1298,宜蘭分局,"薇妮市 TME0022 宜蘭縣宜蘭市擺厘里自強路116號  1298"
TME0023,宜蘭縣宜蘭市擺厘里進士路70號 ,24.7437274,121.7479706,1.0,1436,宜蘭分局,"翰林園 TME0023 宜蘭縣宜蘭市擺厘里進士路70號  1436"
TME0024,宜蘭縣宜蘭市擺厘里女中路二段501號 ,24.7445762,121.7493636,1.0,1008,宜蘭分局,"城市公爵 TME0024 宜蘭縣宜蘭市擺厘里女中路二段501號  1008"
TME0025,宜蘭縣宜蘭市擺厘里女中路二段455號 ,24.7445681,121.75117,2.0,4085,宜蘭分局,"台大校園 TME0025 宜蘭縣宜蘭市擺厘里女中路二段455號  4085"
TME0029,宜蘭縣宜蘭市擺厘里女中路二段491巷2號 ,24.7441029,121.7494715,2.0,1943,宜蘭分局,"中華電信進士大樓 TME0029 宜蘭縣宜蘭市擺厘里女中路二段491巷2號  1943"
TME0030,宜蘭縣宜蘭市進士里女中路三段209號 ,24.745077,121.742359,1.0,2543,宜蘭分局,"新象藝都 TME0030 宜蘭縣宜蘭市進士里女中路三段209號  2543"
TME0031,宜蘭縣宜蘭市進士里嵐峰路二段14號 ,24.7421712,121.7463234,1.0,557,宜蘭分局,"宜農儒園 TME0031 宜蘭縣宜蘭市進士里嵐峰路二段14號  557"
TME0033,宜蘭縣宜蘭市進士里女中路三段123號 ,24.7448609,121.7448055,1.0,363,宜蘭分局,"浪漫貴族 TME0033 宜蘭縣宜蘭市進士里女中路三段123號  363"
TME0034,宜蘭縣宜蘭市進士里女中路三段49號 ,24.7447818,121.7464903,1.0,1433,宜蘭分局,"羅浮宮 TME0034 宜蘭縣宜蘭市進士里女中路三段49號  1433"
TME0035,宜蘭縣宜蘭市進士里進士路171號 ,24.7443745,121.7480169,1.0,1613,宜蘭分局,"同昌大廈狀元軒 TME0035 宜蘭縣宜蘭市進士里進士路171號  1613"
TME0036,宜蘭縣宜蘭市擺厘里嵐峰路一段84號 ,24.7427705,121.7537274,1.0,181,宜蘭分局,"大樓 TME0036 宜蘭縣宜蘭市擺厘里嵐峰路一段84號  181"
TME0037,宜蘭縣宜蘭市擺厘里女中路二段355號 ,24.7454748,121.7534369,1.0,733,宜蘭分局,"蘭陽女中崇美樓 TME0037 宜蘭縣宜蘭市擺厘里女中路二段355號  733"
TME0038,宜蘭縣宜蘭市擺厘里嵐峰路一段146號 ,24.7423958,121.7518393,1.0,285,宜蘭分局,"大樓 TME0038 宜蘭縣宜蘭市擺厘里嵐峰路一段146號  285"
TME0041,宜蘭縣宜蘭市擺厘里自強路92號,24.7429292,121.7499305,2.0,1674,宜蘭分局,"狀元及第 TME0041 宜蘭縣宜蘭市擺厘里自強路92號 1674"
TME0043,宜蘭縣宜蘭市建業里縣政九街65號,24.7312485,121.7576798,1.0,1450,宜蘭分局,"農田水利會 TME0043 宜蘭縣宜蘭市建業里縣政九街65號 1450"
TME0045,宜蘭縣宜蘭市擺厘里女中路二段355號 ,24.7453914,121.753373,1.0,580,宜蘭分局,"蘭陽女中東一樓 TME0045 宜蘭縣宜蘭市擺厘里女中路二段355號  580"
TME0046,宜蘭縣宜蘭市擺厘里女中路二段355號 ,24.7453914,121.753373,1.0,492,宜蘭分局,"蘭陽女中東三樓 TME0046 宜蘭縣宜蘭市擺厘里女中路二段355號  492"
TME0047,宜蘭縣宜蘭市南津里凱旋路130號 ,24.7244611,121.763175,1.0,789,宜蘭分局,"凱旋國小第三期普通教室及專科教室 TME0047 宜蘭縣宜蘭市南津里凱旋路130號  789"
TME0048,宜蘭縣宜蘭市南津里中山路一段399號,24.7294747,121.7644558,1.0,7562,宜蘭分局,"宜蘭縣議會 TME0048 宜蘭縣宜蘭市南津里中山路一段399號 7562"
TME0049,宜蘭縣宜蘭市進士里嵐峰路一段46號 ,24.7429272,121.7547009,1.0,405,宜蘭分局,"大樓 TME0049 宜蘭縣宜蘭市進士里嵐峰路一段46號  405"
TME0050,宜蘭縣宜蘭市擺厘里擺里路9-38號 ,24.743695,121.7513541,1.0,588,宜蘭分局,"綠福居 TME0050 宜蘭縣宜蘭市擺厘里擺里路9-38號  588"
TME0051,宜蘭縣宜蘭市進士里嵐峰路一段175號 ,24.742095,121.7516327,1.0,1098,宜蘭分局,"傳承二 TME0051 宜蘭縣宜蘭市進士里嵐峰路一段175號  1098"
TME0052,宜蘭縣宜蘭市擺厘里女中路二段383號 ,24.7450894,121.7523082,1.0,788,宜蘭分局,"健康名邸 TME0052 宜蘭縣宜蘭市擺厘里女中路二段383號  788"
TME0053,宜蘭縣宜蘭市擺厘里嵐峰路一段320號 ,24.7419417,121.7476152,1.0,1672,宜蘭分局,"嵐心 TME0053 宜蘭縣宜蘭市擺厘里嵐峰路一段320號  1672"
TMD0002,宜蘭縣宜蘭市新東里陽明三路38號 ,24.7496455,121.7659524,1.0,1298,宜蘭分局,"皇家天廈 TMD0002 宜蘭縣宜蘭市新東里陽明三路38號  1298"
TMD0005,宜蘭縣宜蘭市成功里延平路38-28號 ,24.7556085,121.7654128,1.0,189,宜蘭分局,"大樓 TMD0005 宜蘭縣宜蘭市成功里延平路38-28號  189"
TMD0006,宜蘭縣宜蘭市成功里東港路二段110巷50號,24.7513232,121.7684117,2.0,940,宜蘭分局,"中華電信 TMD0006 宜蘭縣宜蘭市成功里東港路二段110巷50號 940"
TMD0007,宜蘭縣宜蘭市成功里成功路50號 ,24.7569303,121.7657633,1.0,2169,宜蘭分局,"延平麗景 TMD0007 宜蘭縣宜蘭市成功里成功路50號  2169"
TMD0008,宜蘭縣宜蘭市新東里陽明三路160巷93號 ,24.7513385,121.7659737,1.0,1490,宜蘭分局,"哈佛新廈 TMD0008 宜蘭縣宜蘭市新東里陽明三路160巷93號  1490"
TMD0009,宜蘭縣宜蘭市延平里延平路56巷8號 ,24.7553671,121.766968,1.0,670,宜蘭分局,"大樓 TMD0009 宜蘭縣宜蘭市延平里延平路56巷8號  670"
TMD0010,宜蘭縣宜蘭市成功里延平路50號,24.7556631,121.7669525,1.0,1832,宜蘭分局,"宜蘭高商教學大樓 TMD0010 宜蘭縣宜蘭市成功里延平路50號 1832"
TMD0011,宜蘭縣宜蘭市延平里東港路二段420號,24.755009,121.7627545,1.0,1088,宜蘭分局,"中華電信 TMD0011 宜蘭縣宜蘭市延平里東港路二段420號 1088"
TMD0012,宜蘭縣宜蘭市成功里延平路42巷2弄8號,24.7547725,121.7643422,1.0,1920,宜蘭分局,"龍庭大廈 TMD0012 宜蘭縣宜蘭市成功里延平路42巷2弄8號 1920"
TMD0013,宜蘭縣宜蘭市成功里延平路38-32號 ,24.7556743,121.765655,1.0,164,宜蘭分局,"大樓 TMD0013 宜蘭縣宜蘭市成功里延平路38-32號  164"
TMD0014,宜蘭縣宜蘭市延平里延平路56巷5號 ,24.7554538,121.7674008,1.0,1238,宜蘭分局,"我愛我家NO.2 TMD0014 宜蘭縣宜蘭市延平里延平路56巷5號  1238"
TMD0015,宜蘭縣宜蘭市成功里延平路50號 ,24.7556631,121.7669525,1.0,221,宜蘭分局,"宜蘭高商電資館 TMD0015 宜蘭縣宜蘭市成功里延平路50號  221"
TMD0016,宜蘭縣宜蘭市成功里延平路34號 ,24.7549068,121.7638909,1.0,1391,宜蘭分局,"群發富貴 TMD0016 宜蘭縣宜蘭市成功里延平路34號  1391"
TMD0017,宜蘭縣宜蘭市新東里校舍一路83巷 ,24.7507009,121.7646971,1.0,3418,宜蘭分局,"巴黎大道 TMD0017 宜蘭縣宜蘭市新東里校舍一路83巷  3418"
TMD0018,宜蘭縣宜蘭市延平里黎明三路一段57巷1號 ,24.7532596,121.7676137,1.0,4196,宜蘭分局,"潘彼得 TMD0018 宜蘭縣宜蘭市延平里黎明三路一段57巷1號  4196"
TMD0020,宜蘭縣宜蘭市延平里黎明三路一段27巷2號 ,24.7525599,121.7677889,1.0,344,宜蘭分局,"大樓 TMD0020 宜蘭縣宜蘭市延平里黎明三路一段27巷2號  344"
TMD0021,宜蘭縣宜蘭市新東里校舍路19號 ,24.7515085,121.763358,1.0,808,宜蘭分局,"富翔飯店 TMD0021 宜蘭縣宜蘭市新東里校舍路19號  808"
TMD0022,宜蘭縣宜蘭市中興里中興路330巷3號 ,24.756879,121.7619343,1.0,2680,宜蘭分局,"驊園 TMD0022 宜蘭縣宜蘭市中興里中興路330巷3號  2680"
TMD0023,宜蘭縣宜蘭市中興里慈安路84巷 ,24.760417,121.7644547,1.0,1333,宜蘭分局,"美麗皇家 TMD0023 宜蘭縣宜蘭市中興里慈安路84巷  1333"
TMD0024,宜蘭縣宜蘭市東村里校舍路169號 ,24.7491874,121.7585064,2.0,19085,宜蘭分局,"陽明大學附設醫院 TMD0024 宜蘭縣宜蘭市東村里校舍路169號  19085"
TMD0025,宜蘭縣宜蘭市新東里林森路116號 ,24.756768,121.760658,1.0,448,宜蘭分局,"百家利大樓 TMD0025 宜蘭縣宜蘭市新東里林森路116號  448"
TMD0026,宜蘭縣宜蘭市東村里陽明路131巷93號 ,24.7461224,121.7585225,1.0,187,宜蘭分局,"忠孝大廈 TMD0026 宜蘭縣宜蘭市東村里陽明路131巷93號  187"
TMD0027,宜蘭縣宜蘭市延平里延平路50號,24.7556631,121.7669525,1.0,168,宜蘭分局,"宜蘭高商設計館 TMD0027 宜蘭縣宜蘭市延平里延平路50號 168"
TMD0028,宜蘭縣宜蘭市新東里校舍路200號,24.7504722,121.7581958,1.0,111,宜蘭分局,"榮民服務處 TMD0028 宜蘭縣宜蘭市新東里校舍路200號 111"
TMD0029,宜蘭縣宜蘭市新東里陽明二路82號 ,24.7504713,121.7635533,1.0,952,宜蘭分局,"巴黎大道2 TMD0029 宜蘭縣宜蘭市新東里陽明二路82號  952"
TMD0030,宜蘭縣宜蘭市東村里陽明二路46號 ,24.7497453,121.7640206,1.0,327,宜蘭分局,"東區學府 TMD0030 宜蘭縣宜蘭市東村里陽明二路46號  327"
TMD0031,宜蘭縣宜蘭市東村里黎明三路211號,24.7450333,121.7682943,1.0,184,宜蘭分局,"宜蘭市農會 TMD0031 宜蘭縣宜蘭市東村里黎明三路211號 184"
TMD0032,宜蘭縣宜蘭市新東里校舍路1號,24.7519701,121.7642722,1.0,602,宜蘭分局,"黎明國小-立德樓 TMD0032 宜蘭縣宜蘭市新東里校舍路1號 602"
TMF0001,宜蘭縣員山鄉員山村員山路一段210號,24.7455355,121.726448,1.0,188,宜蘭分局,"員山鄉農會 TMF0001 宜蘭縣員山鄉員山村員山路一段210號 188"
TMF0002,宜蘭縣員山鄉員山村金山西路265號,24.74626,121.72135,1.0,721,宜蘭分局,"台灣自來水公司第八區管理處 TMF0002 宜蘭縣員山鄉員山村金山西路265號 721"
TMF0003,宜蘭縣員山鄉員山村復興路20號,24.7451029,121.7226736,1.0,147,宜蘭分局,"員山圖書館 TMF0003 宜蘭縣員山鄉員山村復興路20號 147"
TMF0004,宜蘭縣員山鄉員山村員山路一段143巷23號 ,24.7455739,121.728086,1.0,723,宜蘭分局,"璟福霖大廈 TMF0004 宜蘭縣員山鄉員山村員山路一段143巷23號  723"
TMG0001,宜蘭縣員山鄉枕山村枕山路149之46號 ,24.7677703,121.711531,1.0,473,宜蘭分局,"天真德化佛堂 TMG0001 宜蘭縣員山鄉枕山村枕山路149之46號  473"
TMG0003,宜蘭縣員山鄉永和村溫泉路8號,24.7493709,121.7134841,1.0,113,宜蘭分局,"台灣電力公司員山服務站 TMG0003 宜蘭縣員山鄉永和村溫泉路8號 113"
TMI0001,宜蘭縣員山鄉內城村榮光路386號,24.7219914,121.6872493,1.0,702,宜蘭分局,"員山榮民醫院-榮安樓 TMI0001 宜蘭縣員山鄉內城村榮光路386號 702"
TMI0002,宜蘭縣員山鄉內城村榮光路386號,24.7219914,121.6872493,1.0,692,宜蘭分局,"員山榮民醫院-榮光樓 TMI0002 宜蘭縣員山鄉內城村榮光路386號 692"
TMI0003,宜蘭縣員山鄉內城村榮光路386號,24.7219914,121.6872493,1.0,1356,宜蘭分局,"員山榮民醫院-榮欣樓 TMI0003 宜蘭縣員山鄉內城村榮光路386號 1356"
TPA0037,宜蘭縣羅東鎮公正里中正北路40號,24.6795037,121.7719658,1.0,114,羅東分局,"元大銀行 TPA0037 宜蘭縣羅東鎮公正里中正北路40號 114"
TPA0038,宜蘭縣羅東鎮公正里公正路158號,24.678912,121.769111,1.0,746,羅東分局,"土地銀行羅東分行 TPA0038 宜蘭縣羅東鎮公正里公正路158號 746"
