編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
1.0,北興里,臺中市東勢區北興里豐勢路516號,1,160.0,東勢分局,"120.827875 ","24.258497 "
2.0,九房里,臺中市石岡區九房里豐勢路1033號,1,1328.0,東勢分局,"120.780341 ","24.274773 "
3.0,東安里,臺中市東勢區東安里豐勢路456號,1,25.0,東勢分局,"120.828832 ","24.256207 "
4.0,新盛里,臺中市東勢區新盛里東關路六段1368號,1,80.0,東勢分局,"120.832924 ","24.246514 "
5.0,新盛里,臺中市東勢區新盛里新盛路342號,1,864.0,東勢分局,"120.831320 ","24.243382 "
6.0,泰昌里,臺中市東勢區泰昌里東崎路五段415號,1,4926.0,東勢分局,"120.832336 ","24.250698 "
7.0,東新里,臺中市東勢區東新里東蘭路26號,1,545.0,東勢分局,"120.826894 ","24.262836 "
8.0,東新里,臺中市東勢區東新里東蘭路25之2號,1,429.0,東勢分局,"120.826792 ","24.262536 "
9.0,南平里,臺中市東勢區南平里東關路七段366號,1,1756.0,東勢分局,"120.826283 ","24.253827 "
10.0,中和里,臺中市新社區中和里中興街129號,1,720.0,東勢分局,"120.828446 ","24.156974 "
11.0,新社里,臺中市新社區新社里中和街四段226號,1,136.0,東勢分局,"120.807914 ","24.243921 "
12.0,崑山里,臺中市新社區崑山里崑南街崑崙巷5之2號,1,676.0,東勢分局,"120.787633 ","24.241703 "
13.0,復盛里,臺中市新社區復盛里中和街三段國中巷10號,1,54.0,東勢分局,"120.807250 ","24.236675 "
14.0,茂興里,臺中市東勢區茂興里石城街182巷26號,1,929.0,東勢分局,"120.792418 ","24.285792 "
15.0,茂興里,臺中市東勢區茂興里東蘭路212之1號,1,450.0,東勢分局,"120.809208 ","24.300387 "
16.0,大南里,臺中市新社區大南里興中街46號,1,248.0,東勢分局,"120.805235 ","24.228128 "
17.0,新盛里,臺中市東勢區東關路六段1368號,1,60.0,東勢分局,"120.832924 ","24.246514 "
18.0,大南里,臺中市新社區興中街46號1樓,1,234.0,東勢分局,"120.805235 ","24.228128 "
19.0,新盛里,臺中市東势區東關路六段866巷16號,1,80.0,東勢分局,"120.833810 ","24.240090 "
20.0,北興里,臺中市東勢區北興里豐勢路631號,1,160.0,東勢分局,"120.824544 ","24.261104 "
21.0,新盛里,臺中市東勢區新盛里新盛街140號,1,1250.0,東勢分局,"120.830083 ","24.247212 "
22.0,新盛里,臺中市東勢區新盛里東關路627號,1、2、3,1520.0,東勢分局,"120.835806 ","24.233485 "
23.0,東安里,臺中市東勢區東安里豐勢路411號,1、2、3,3402.0,東勢分局,"120.828664 ","24.256212 "
24.0,粵寧里,臺中市東勢區粵寧里東蘭路33號,1,160.0,東勢分局,"120.826193 ","24.263510 "
25.0,新盛里,臺中市東勢區新盛里東關路六段942號,1,53.0,東勢分局,"120.836397 ","24.235500 "
26.0,新盛里,臺中市東勢區新盛里東關路六段687號,1,253.0,東勢分局,"120.835241 ","24.235347 "
27.0,新盛里,臺中市東勢區新盛里東關路六段1288號,1,160.0,東勢分局,"120.834473 ","24.240711 "
28.0,東安里,臺中市東勢區東安里豐勢路449號,1,193.0,東勢分局,"120.828244 ","24.257026 "
29.0,東安里,臺中市東勢區東安里第三橫街119巷10號,1,56.0,東勢分局,"120.829598 ","24.256191 "
30.0,延平里,臺中市東勢區延平里第一橫街130號,1,240.0,東勢分局,"120.828945 ","24.251809 "
31.0,泰昌里,臺中市東勢區泰昌里東崎街425號,1,81.0,東勢分局,"120.833794 ","24.250809 "
32.0,東安里,臺中市東勢區東安里第五橫街36號,1,37.0,東勢分局,"120.829247 ","24.257460 "
33.0,中寧里,臺中市東勢區中寧里豐勢路459號,1,265.0,東勢分局,"120.828165 ","24.257358 "
34.0,新盛里,臺中市東勢區新盛里豐勢路2-1號,1,554.0,東勢分局,"120.832776 ","24.246838 "
35.0,中正里,臺中市新社區中正里中和街五段72號,1,160.0,東勢分局,"120.808065 ","24.252248 "
36.0,中正里,臺中市新社區中正里中和街五段90號,1,125.0,東勢分局,"120.807157 ","24.254446 "
37.0,中正里,臺中市新社區中正里中和街五段169號,1,42.0,東勢分局,"120.807906 ","24.253868 "
38.0,中正里,臺中市新社區中正里中和街五段76-2號,1,564.0,東勢分局,"120.807355 ","24.252981 "
39.0,泰昌里,臺中市東勢區名流街25號,1,1308.0,東勢分局,"120.833960 ","24.251540 "
40.0,南平里,臺中市東勢區第三橫街52巷18號,1,212.0,東勢分局,"120.829600 ","24.256180 "
41.0,延平里,臺中市東勢區第一橫街132號,1,450.0,東勢分局,"120.829100 ","24.251750 "
42.0,北興里,臺中市東勢區正五街12號,1,1125.0,東勢分局,120.82568,24.25811
43.0,南平里,臺中市東勢區第二橫街7號,1,383.0,東勢分局,120.83014,24.25451
44.0,廣興里,臺中市東勢區第四橫街1號,1,430.0,東勢分局,120.83047,24.25663
45.0,南平里,臺中市東勢區豐勢路297號,2,4119.0,東勢分局,120.82914,24.25343
46.0,中寧里,臺中市東勢區正五街17號,1,856.0,東勢分局,120.82486,24.25963
47.0,土牛里,臺中市石岡區豐勢路308號,1,537.0,東勢分局,120.80764,24.26612
48.0,東新里,臺中市東勢區東環街123號,1,411.0,東勢分局,120.82971,24.26291
