建築物名稱,縣(市),鄉鎮市區,村里別,地址,避難樓層,"防空避難 設備面積 (平方公尺)",是否兼作停車空間,"容量 （自動計算）",轄管分局,"建檔日期 （西元年/月/日）","最後修正日期 （西元年/月/日）",緯經度,備註
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄42之5號,B01,50.0,0.0,55.0,竹南分局,1101124.0,1101124.0,"24.69288679670567, 120.8691006112472",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄42之9號,B01,50.0,0.0,55.0,竹南分局,1101124.0,1101124.0,"24.69296477901423, 120.8691113400824",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄42之3號,B01,50.0,0.0,55.0,竹南分局,1091215.0,1091215.0,"24.69296477901423, 120.86918644192872",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里30鄰建國路288巷79弄42之15號,B01,50.0,0.0,55.0,竹南分局,1091215.0,1091215.0,"24.692925787866045, 120.86907915357683",
民宅公寓,苗栗縣,竹南鎮,新南里,苗栗縣竹南鎮新南里14鄰崁頂街58號,B01,11.0,0.0,12.0,竹南分局,1091215.0,1091215.0,"24.692673183931323, 120.88405085542314",
友鴻觀光開發,苗栗縣,竹南鎮,新南里,苗栗縣竹南鎮新南里17鄰公園路106號,B01,21.0,0.0,23.0,竹南分局,1091215.0,1091215.0,"24.69101747873848, 120.89071636891755",
民宅公寓,苗栗縣,竹南鎮,新南里,苗栗縣竹南鎮新南里18鄰崁頂街22號,B01,70.0,0.0,77.0,竹南分局,1091215.0,1091215.0,"24.690348892100214, 120.8848293670712",
民宅公寓,苗栗縣,竹南鎮,新南里,苗栗縣竹南鎮新南里18鄰崁頂街22號,B01,45.0,0.0,50.0,竹南分局,1091215.0,1091215.0,"24.690348892100214, 120.8848293670712",
民宅公寓,苗栗縣,竹南鎮,新南里,苗栗縣竹南鎮新南里1鄰東平路23號,B01,21.0,0.0,23.0,竹南分局,1091215.0,1091215.0,"24.684094965947963, 120.88080326891745",
中油天然氣竹南服務處,苗栗縣,竹南鎮,新南里,苗栗縣竹南鎮新南里20鄰東平路101之8號,B01,54.0,0.0,60.0,竹南分局,1091215.0,1091215.0,"24.685002110352094, 120.88320392658792",
邸雅企業,苗栗縣,竹南鎮,新南里,苗栗縣竹南鎮新南里五谷王22鄰92號之2,B01,91.0,0.0,101.0,竹南分局,1091215.0,1091215.0,"24.688313443402823, 120.88352078056572",
民宅公寓,苗栗縣,竹南鎮,新南里,苗栗縣竹南鎮新南里22鄰五谷王75號,B01,44.0,0.0,48.0,竹南分局,1091215.0,1091215.0,"24.688329299091603, 120.88360147076385",
民宅公寓,苗栗縣,竹南鎮,正南里,苗栗縣竹南鎮正南里6鄰中山路4之1號,B01,85.0,0.0,94.0,竹南分局,1091215.0,1091215.0,"24.685931610158175, 120.8800074054232",
民宅公寓,苗栗縣,竹南鎮,正南里,苗栗縣竹南鎮正南里10鄰中山路45號,B01,413.0,0.0,458.0,竹南分局,1091215.0,1091215.0,"24.68494473686872, 120.87975884192852",
民宅公寓,苗栗縣,竹南鎮,正南里,苗栗縣竹南鎮正南里15鄰福德路29號,B01,74.0,0.0,82.0,竹南分局,1091215.0,1091215.0,"24.683109658279573, 120.87943981124721",
民宅公寓,苗栗縣,竹南鎮,正南里,苗栗縣竹南鎮正南里4鄰中山路46號,B01,44.0,0.0,48.0,竹南分局,1091215.0,1091215.0,"24.684385814140885, 120.87984236891765",
民宅公寓,苗栗縣,竹南鎮,正南里,苗栗縣竹南鎮正南里10鄰中山路35號,B01,68.0,0.0,75.0,竹南分局,1091215.0,1091215.0,"24.684491065576157, 120.87961785357676",
民宅公寓,苗栗縣,竹南鎮,正南里,苗栗縣竹南鎮正南里6鄰中山路6號,B01,65.0,0.0,72.0,竹南分局,1091215.0,1091215.0,"24.683754194079505, 120.88023982843403",
民宅公寓,苗栗縣,竹南鎮,正南里,苗栗縣竹南鎮正南里6鄰中山路8號,B01,35.0,0.0,38.0,竹南分局,1091215.0,1091215.0,"24.683685708943788, 120.88013799775261",
民宅公寓,苗栗縣,竹南鎮,正南里,苗栗縣竹南鎮正南里19鄰和平街43號,B01,88.0,0.0,97.0,竹南分局,1091215.0,1091215.0,"24.684534310901057, 120.87717645542307",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里14鄰建國路100號,B01,21.0,0.0,23.0,竹南分局,1091215.0,1091215.0,"24.69032969213177, 120.87504799775272",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里17鄰建國路84巷20號,B01,84.0,0.0,93.0,竹南分局,1091215.0,1091215.0,"24.690621359819765, 120.87589915542313",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里17鄰建國路84巷22號,B01,75.0,0.0,83.0,竹南分局,1091215.0,1091215.0,"24.69076733938643, 120.87586814008233",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里8鄰建智街25號,B01,44.0,0.0,48.0,竹南分局,1091215.0,1091215.0,"24.68868720602729, 120.874045811247",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里8鄰建智街27號,B01,36.0,0.0,40.0,竹南分局,1091215.0,1091215.0,"24.6887444503447, 120.8740078112472",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里5鄰建國路100號,B01,85.0,0.0,94.0,竹南分局,1091215.0,1091215.0,"24.690232212177264, 120.87504799775272",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里14鄰建國路84巷21之3號,B01,96.0,0.0,106.0,竹南分局,1091215.0,1091215.0,"24.69067564358309, 120.87556184192881",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里8鄰自由街184號,B01,65.0,0.0,72.0,竹南分局,1091215.0,1091215.0,"24.688390687960908, 120.87329832658793",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里8鄰忠勤街56號,B01,55.0,0.0,61.0,竹南分局,1091215.0,1091215.0,"24.688907409541727, 120.87336484008226",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里8鄰大營路304號建智街60號,B01,55.0,0.0,61.0,竹南分局,1091215.0,1091215.0,"24.689817948832875, 120.87377649775284",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里2鄰自由街104號,B01,23.0,0.0,25.0,竹南分局,1091215.0,1091215.0,"24.688236040089148, 120.87543861309344",
民宅公寓,苗栗縣,竹南鎮,大厝里,苗栗縣竹南鎮大厝里9鄰61之1號,B01,54.0,0.0,60.0,竹南分局,1091215.0,1091215.0,"24.678965164346963, 120.87599910328441",
民宅公寓,苗栗縣,竹南鎮,大厝里,苗栗縣竹南鎮大厝里13鄰獅山76之1號,B01,84.0,0.0,93.0,竹南分局,1091215.0,1091215.0,"24.674622570227527, 120.87593792474132",
民宅公寓,苗栗縣,竹南鎮,大厝里,苗栗縣竹南鎮大厝里14鄰國泰路19號,B01,96.0,0.0,106.0,竹南分局,1091215.0,1091215.0,"24.67732441349495, 120.87700961124706",
民宅公寓,苗栗縣,竹南鎮,大厝里,苗栗縣竹南鎮大厝里10鄰獅山5之12號,B01,32.0,0.0,35.0,竹南分局,1091215.0,1091215.0,"24.678418663509984, 120.87442789641332",
民宅公寓,苗栗縣,竹南鎮,大厝里,苗栗縣竹南鎮大厝里9鄰大厝59之12號,B01,75.0,0.0,83.0,竹南分局,1091215.0,1091215.0,"24.680361713109537, 120.8747783153355",
民宅公寓,苗栗縣,竹南鎮,大厝里,苗栗縣竹南鎮大厝里9鄰56號,B01,44.0,0.0,48.0,竹南分局,1091215.0,1091215.0,"24.680756427986456, 120.8760451900822",
民宅公寓,苗栗縣,竹南鎮,山佳里,苗栗縣竹南鎮山佳里27鄰龍山路3段37之1號,B01,49.0,0.0,54.0,竹南分局,1091215.0,1091215.0,"24.70208887863261, 120.87833389775285",
住宅大樓,苗栗縣,竹南鎮,山佳里,苗栗縣竹南鎮山佳里4鄰光復路512號,B01,52.0,0.0,57.0,竹南分局,1091215.0,1091215.0,"24.701325498418683, 120.87949119590655",
住宅大樓,苗栗縣,竹南鎮,山佳里,苗栗縣竹南鎮山佳里21鄰佳北二街103號,B01,34.0,0.0,37.0,竹南分局,1091215.0,1091215.0,"24.704336231470982, 120.87912950173073",
住宅大樓,苗栗縣,竹南鎮,山佳里,苗栗縣竹南鎮山佳里19鄰佳北二街68號,B01,66.0,0.0,73.0,竹南分局,1091215.0,1091215.0,"24.704280581545152, 120.88007394008262",
住宅大樓,苗栗縣,竹南鎮,山佳里,苗栗縣竹南鎮山佳里7鄰龍山路221號,B01,91.0,0.0,101.0,竹南分局,1091215.0,1091215.0,"24.702541454389753, 120.8821088689177",
民宅公寓,苗栗縣,竹南鎮,山佳里,苗栗縣竹南鎮山佳里11鄰中興街25號,B01,30.0,0.0,33.0,竹南分局,1091215.0,1091215.0,"24.701697914807305, 120.88345324008232",
民宅公寓,苗栗縣,竹南鎮,山佳里,苗栗縣竹南鎮山佳里27鄰中興街23、21號,B01,60.0,0.0,66.0,竹南分局,1091215.0,1091215.0,"24.701562032289203, 120.88369184008256",
君毅中學,苗栗縣,竹南鎮,山佳里,苗栗縣竹南鎮山佳里28鄰華興街76號,B01,88.0,0.0,97.0,竹南分局,1091215.0,1091215.0,"24.70156363228693, 120.88320825357691",
苗栗縣政府公教住宅大樓,苗栗縣,竹南鎮,大厝里,苗栗縣竹南鎮大厝里18鄰大業街58號,B01,456.0,0.0,506.0,竹南分局,1091215.0,1091215.0,"24.684113653850464, 120.87161634192854",
民宅公寓,苗栗縣,竹南鎮,大厝里,苗栗縣竹南鎮大厝里1鄰大業街120號,B01,70.0,0.0,77.0,竹南分局,1091215.0,1091215.0,"24.68618595729042, 120.87148299775289",
民宅公寓,苗栗縣,竹南鎮,佳興里,苗栗縣竹南鎮佳興里6鄰光復路470號,B01,98.0,0.0,108.0,竹南分局,1091215.0,1091215.0,"24.6954736456624, 120.87965848241201",
民宅公寓,苗栗縣,竹南鎮,佳興里,苗栗縣竹南鎮佳興里10鄰照南路116號,B01,28.0,0.0,31.0,竹南分局,1091215.0,1091215.0,"24.695908797550263, 120.87670368610472",
民宅公寓,苗栗縣,竹南鎮,佳興里,苗栗縣竹南鎮佳興里2鄰公義路154號,B01,70.0,0.0,77.0,竹南分局,1091215.0,1091215.0,"24.697289843387974, 120.88235832658802",
民宅公寓,苗栗縣,竹南鎮,山佳里,苗栗縣竹南鎮山佳里15鄰公義路230巷15號,B01,66.0,0.0,73.0,竹南分局,1091215.0,1091215.0,"24.699465151513163, 120.88378965542314",
民宅公寓,苗栗縣,竹南鎮,佳興里,苗栗縣竹南鎮佳興里1鄰環市路3段559號,B01,24.0,0.0,26.0,竹南分局,1091215.0,1091215.0,"24.694188938084924, 120.88340072658796",
民宅公寓,苗栗縣,竹南鎮,佳興里,苗栗縣竹南鎮佳興里2鄰公義路172號,B01,75.0,0.0,83.0,竹南分局,1091215.0,1091215.0,"24.697949089970407, 120.8827219995991",
民宅公寓,苗栗縣,竹南鎮,佳興里,苗栗縣竹南鎮佳興里4鄰光復路420號,B01,96.0,0.0,106.0,竹南分局,1091215.0,1091215.0,"24.695020574992654, 120.87964751124719",
民宅公寓,苗栗縣,竹南鎮,佳興里,苗栗縣竹南鎮佳興里1鄰勝利街237號,B01,65.0,0.0,72.0,竹南分局,1091215.0,1091215.0,"24.693637843452716, 120.88393048241201",
冠昇食品,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里8鄰山頂15號,B01,264.0,0.0,293.0,竹南分局,1091215.0,1091215.0,"24.72493398993877, 120.87999979959946",
陳宅,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里13鄰仁愛路1365巷10號,B01,75.0,0.0,83.0,竹南分局,1091215.0,1091215.0,"24.711436150152426, 120.8828351842585",
先輝企業社,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里15鄰尖山100號,B01,26.0,0.0,28.0,竹南分局,1091215.0,1091215.0,"24.720050808132314, 120.87754763681099",
民宅公寓,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和興路330號,B01,198.0,0.0,220.0,竹南分局,1091215.0,1091215.0,"24.709896374070212, 120.88167225357698",
嬌聯工業,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和興路362號,B01,228.0,0.0,253.0,竹南分局,1091215.0,1091215.0,"24.71294125496376, 120.8767913400828",
加和紙業,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和義街8號,B01,77.0,0.0,85.0,竹南分局,1091215.0,1091215.0,"24.714689167032965, 120.876748697753",
崎頂工業,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里15鄰仁愛路2095號,B01,64.0,0.0,71.0,竹南分局,1091215.0,1091215.0,"24.716679686655738, 120.87515485542347",
群化工業,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰仁愛路1359號,B01,63.0,0.0,70.0,竹南分局,741204.0,741204.0,"24.71126821861053, 120.88364405357714",
豐成鑄造,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和義街5號,B01,44.0,0.0,48.0,竹南分局,1091212.0,1091212.0,"24.714486236898416, 120.87693132658823",
大松木材行,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和誠街16號,B01,65.0,0.0,72.0,竹南分局,1091212.0,1091212.0,"24.71219334138701, 120.87997858056599",
利銓玻璃行,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和誠街30號,B01,100.0,0.0,111.0,竹南分局,1091212.0,1091212.0,"24.7136097076789, 120.87811511494012",
新諺公司,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和興路354號,B01,81.0,0.0,90.0,竹南分局,1091212.0,1091212.0,"24.71202972492403, 120.87795764008258",
永好紙器廠,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里15鄰和誠街18號,B01,28.0,0.0,31.0,竹南分局,1091212.0,1091212.0,"24.712379463324613, 120.87966921124745",
經濟部管理站,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和義街6號,B01,135.0,0.0,150.0,竹南分局,1091212.0,1091212.0,"24.714584544482182, 120.87683278425861",
"經濟部竹南工業區
服務中心",苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和興路336號,B01,85.0,0.0,94.0,竹南分局,1091212.0,1091212.0,"24.71046248408466, 120.88057159775298",
農保公司,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里15鄰和誠街20號,B01,46.0,0.0,51.0,竹南分局,1091212.0,1091212.0,"24.712668640456595, 120.87967691309392",
東協化工,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和興路346號,B01,135.0,0.0,150.0,竹南分局,1091212.0,1091212.0,"24.711431564734962, 120.87893428241227",
富蘭公司,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰仁愛路1407號,B01,300.0,0.0,333.0,竹南分局,1091212.0,1091212.0,"24.712695149317256, 120.88094098610489",
吉原公司,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和誠街14號,B01,50.0,0.0,55.0,竹南分局,1091212.0,1091212.0,"24.711804286239612, 120.88050869775293",
民宅公寓,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰仁愛路1359號,B01,91.0,0.0,101.0,竹南分局,1091212.0,1091212.0,"24.711287711315446, 120.88368696891791",
錦華塑膠公司,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和誠街16號,B01,32.0,0.0,35.0,竹南分局,1091212.0,1091212.0,"24.712164102541205, 120.88006441124749",
正昇企業,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和誠街35號,B01,48.0,0.0,53.0,竹南分局,1091212.0,1091212.0,"24.713795722711367, 120.877243341929",
精廣機械,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和誠街6號,B01,124.0,0.0,137.0,竹南分局,1091212.0,1091212.0,"24.711063943597825, 120.8816585400826",
苗開興業,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和興路342號,B01,56.0,0.0,62.0,竹南分局,1091212.0,1091212.0,"24.710820840843066, 120.87962489590667",
成奕企業,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里15鄰仁愛路1463號,B01,18.0,0.0,20.0,竹南分局,1091212.0,1091212.0,"24.714604736666335, 120.87734689590665",
瑞航公司,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰仁愛路1403號,B01,98.0,0.0,108.0,竹南分局,1091212.0,1091212.0,"24.71253045563916, 120.880957197753",
鑫豪食品公司,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰仁愛路1453號,B01,64.5,0.0,71.0,竹南分局,1091212.0,1091212.0,"24.71454762176898, 120.8781389284345",
福進公司,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和誠街26號,B01,65.0,0.0,72.0,竹南分局,1091212.0,1091212.0,"24.71330663163463, 120.87872542658825",
民宅公寓,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰仁愛路1397號,B01,46.0,0.0,51.0,竹南分局,1091212.0,1091212.0,"24.712078102689336, 120.88129171309374",
興鋁合金,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和興路330號,B01,198.0,0.0,220.0,竹南分局,1091212.0,1091212.0,"24.709872820577427, 120.88190737076417",
泉閔食品,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和誠街23號,B01,108.0,0.0,120.0,竹南分局,1091212.0,1091212.0,"24.71282364765361, 120.87866925542346",
良駿企業,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和興路364號,B01,99.0,0.0,110.0,竹南分局,1091212.0,1091212.0,"24.7130732085192, 120.87659581124757",
金記寶安,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和興路338號,B01,27.0,0.0,30.0,竹南分局,1091212.0,1091212.0,"24.710695973005787, 120.88023959775305",
庚新科技,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和誠街22號,B01,72.0,0.0,80.0,竹南分局,1091212.0,1091212.0,"24.712778362731026, 120.8792842554234",
德一食品,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里15鄰仁愛路1445號,B01,64.5,0.0,71.0,竹南分局,1091212.0,1091212.0,"24.71423193763719, 120.87791762474201",
裕詮實業,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里15鄰仁愛路1387號,B01,115.0,0.0,127.0,竹南分局,1091212.0,1091212.0,"24.712435463241327, 120.88119935542338",
嬌聯工業,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和興路362號,B01,192.0,0.0,213.0,竹南分局,1091212.0,1091212.0,"24.71295100118564, 120.87683425542357",
興鋁合金工業,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和興路330號,B01,294.0,0.0,326.0,竹南分局,1091212.0,1091212.0,"24.709863074114615, 120.88177862474193",
代洲企業公司,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里13鄰仁愛路1363巷20號,B01,46.0,0.0,51.0,竹南分局,1091212.0,1091212.0,"24.711317072178954, 120.8837098995993",
嬌聯塑膠公司,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和誠街32號,B01,178.0,0.0,197.0,竹南分局,1091212.0,1091212.0,"24.713682791980297, 120.87775956891774",
東協化工,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和興路346號,B01,466.0,0.0,517.0,竹南分局,1091212.0,1091212.0,"24.711538774433475, 120.8789235535771",
民宅公寓,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和勇街2號,B01,134.0,0.0,148.0,竹南分局,1091212.0,1091212.0,"24.70763774361855, 120.87684308425857",
台灣煙酒公司,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和興路345號,B01,791.0,0.0,878.0,竹南分局,1091212.0,1091212.0,"24.71076828729439, 120.87799605357714",
超豐電子,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里16鄰和興路358號,B01,791.0,0.0,878.0,竹南分局,1091212.0,1091212.0,"24.712545170544068, 120.87721314008267",
台元紡織,苗栗縣,竹南鎮,公義里,苗栗縣竹南鎮公義里11鄰公義路1639號,B01,363.0,0.0,403.0,竹南分局,1091212.0,1091212.0,"24.723704237260733, 120.90444551124767",
吳宅,苗栗縣,竹南鎮,公義里,苗栗縣竹南鎮公義里11鄰公義路1639號,B04,75.0,0.0,83.0,竹南分局,751024.0,751024.0,"24.723704237260733, 120.90444551124767",
廷維陶瓷,苗栗縣,竹南鎮,公義里,苗栗縣竹南鎮公義里11鄰公義路1801號,B01,72.0,0.0,80.0,竹南分局,1091212.0,1091212.0,"24.73040188523251, 120.90659385357726",
美德向邦公司,苗栗縣,竹南鎮,公義里,苗栗縣竹南鎮公義里1鄰公館1之2號,B01,360.0,0.0,400.0,竹南分局,1091212.0,1091212.0,"24.7399292, 120.907285",
欣澔科技,苗栗縣,竹南鎮,大埔里,苗栗縣竹南鎮大埔里18鄰公義路813號,B01,40.0,0.0,44.0,竹南分局,1091212.0,1091212.0,"24.707469537313553, 120.89351445542343",
民宅公寓,苗栗縣,竹南鎮,大埔里,苗栗縣竹南鎮大埔里13鄰竹篙厝200號,B01,178.0,0.0,197.0,竹南分局,731012.0,731012.0,"24.7067689520044, 120.88860325357697",
民宅公寓,苗栗縣,竹南鎮,大埔里,苗栗縣竹南鎮大埔里13鄰仁愛路1283號,B01,149.0,0.0,165.0,竹南分局,740815.0,740815.0,"24.709412114252704, 120.88420785542333",
廷洋電機,苗栗縣,竹南鎮,大埔里,苗栗縣竹南鎮大埔里8鄰公義路921號,B01,62.0,0.0,68.0,竹南分局,1091212.0,1091212.0,"24.70943865374966, 120.89644079775307",
朝翔工業,苗栗縣,竹南鎮,大埔里,苗栗縣竹南鎮大埔里18鄰公義路861號,B01,127.0,0.0,141.0,竹南分局,1091212.0,1091212.0,"24.70866720856496, 120.89360439775298",
田僑建設,苗栗縣,竹南鎮,頂埔里,苗栗縣竹南鎮頂埔里15鄰中華路155號,B01,917.0,1.0,636.0,竹南分局,840110.0,840110.0,"24.709915027573714, 120.92376651124744",
有光紙業,苗栗縣,竹南鎮,頂埔里,苗栗縣竹南鎮頂埔里10鄰頂大埔10號,B01,322.0,0.0,357.0,竹南分局,791110.0,791110.0,"24.70699591144358, 120.9256713400825",
民宅公寓,苗栗縣,竹南鎮,頂埔里,苗栗縣竹南鎮頂埔里10鄰大埔109之1號,B01,36.0,0.0,40.0,竹南分局,760625.0,760625.0,"24.705599106634907, 120.92202236896296",
民宅公寓,苗栗縣,竹南鎮,大埔里,苗栗縣竹南鎮大埔里20鄰中埔街1號,B01,234.0,0.0,260.0,竹南分局,670327.0,670327.0,"24.71612214171264, 120.90811052474206",
吉伸紙業,苗栗縣,竹南鎮,大埔里,苗栗縣竹南鎮大埔里19鄰五福新村201號,B01,84.0,0.0,93.0,竹南分局,801009.0,801009.0,"24.716184465698767, 120.90441510173082",
黃宅,苗栗縣,竹南鎮,大埔里,苗栗縣竹南鎮大埔里20鄰中埔街5號,B01,115.0,0.0,127.0,竹南分局,801009.0,801009.0,"24.715866634195866, 120.90902328241238",
黃宅,苗栗縣,竹南鎮,大埔里,苗栗縣竹南鎮大埔里20鄰中埔街7號,B01,121.0,0.0,134.0,竹南分局,670327.0,670327.0,"24.716102649764697, 120.90819635542356",
聯有企業,苗栗縣,竹南鎮,大埔里,苗栗縣竹南鎮大埔里19鄰五福新村198號,B01,954.0,0.0,1060.0,竹南分局,1091212.0,1091212.0,"24.716252687458375, 120.90443655940119",
莊宅,苗栗縣,竹南鎮,大埔里,苗栗縣竹南鎮大埔里20鄰中埔街,B01,70.5,0.0,78.0,竹南分局,1091212.0,1091212.0,"24.71578014232862, 120.90680391309397",
台灣家畜衛生試驗所,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮崎頂里2鄰牧場21號,B01,2347.0,0.0,2607.0,竹南分局,1091212.0,1091212.0,"24.714864983205363, 120.87265308545778",
民宅公寓,苗栗縣,竹南鎮,頂埔里,苗栗縣竹南鎮頂埔里1鄰中華路78巷31號,B01,63.0,0.0,70.0,竹南分局,1091212.0,1091212.0,"24.70831112958318, 120.92610335173062",
民宅公寓,苗栗縣,竹南鎮,頂埔里,苗栗縣竹南鎮頂埔里12鄰中華路266之1號,B01,41.0,0.0,45.0,竹南分局,1091212.0,1091212.0,"24.713599000069255, 120.92260838241236",
民宅公寓,苗栗縣,竹南鎮,頂埔里,苗栗縣竹南鎮頂埔里12鄰中華路282號,B01,119.0,0.0,132.0,竹南分局,1091212.0,1091212.0,"24.713251846882475, 120.92260829590663",
民宅公寓,苗栗縣,竹南鎮,頂埔里,苗栗縣竹南鎮頂埔里1鄰中華路78巷31號,B01,44.0,0.0,48.0,竹南分局,1091212.0,1091212.0,"24.70839223522313, 120.92604972658815",
民宅公寓,苗栗縣,竹南鎮,頂埔里,苗栗縣竹南鎮頂埔里12鄰中華路220號,B01,31.0,0.0,34.0,竹南分局,1091212.0,1091212.0,"24.71187980303086, 120.92345832843469",
民宅公寓,苗栗縣,竹南鎮,正南里,苗栗縣竹南鎮正南里9鄰中正路14號,B01,81.0,0.0,90.0,竹南分局,1091215.0,1091215.0,"24.684283053585382, 120.87942367076369",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里5鄰建國路84巷17號,B01,32.0,0.0,35.0,竹南分局,1091215.0,1091215.0,"24.690581403804188, 120.8755404842584",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄44之7號,B01,21.0,0.0,23.0,竹南分局,1091215.0,1091215.0,"24.693076231000674, 120.86894052474167",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄44號,B01,44.0,0.0,48.0,竹南分局,1091215.0,1091215.0,"24.69304698766683, 120.86904781309356",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里15鄰建國路288巷205號,B01,67.0,0.0,74.0,竹南分局,1091215.0,1091215.0,"24.694819832410406, 120.87238512474161",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄40號,B01,50.0,0.0,55.0,竹南分局,1091215.0,1091215.0,"24.692858248937277, 120.86923864192876",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里4鄰民權街16號,B01,54.0,0.0,60.0,竹南分局,1091215.0,1091215.0,"24.686145047342112, 120.87950675542298",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里4鄰民權街18號,B01,75.0,0.0,83.0,竹南分局,1091215.0,1091215.0,"24.686047202483916, 120.87939888241198",
