地址,經度,緯度,編號,里別,避難所在之地下樓層數,可容納人數,轄管分局
臺中市沙鹿區沙田路17號之15,"120.556669 ","24.223112 ",JI00021,斗抵里,1.0,18.0,清水分局
臺中市沙鹿區沙田路17號之7,"120.556637 ","24.223093 ",JI00022,斗抵里,1.0,18.0,清水分局
臺中市沙鹿區沙田路17號之2,"120.556659 ","24.223093 ",JI00023,斗抵里,1.0,19.0,清水分局
臺中市沙鹿區沙田路13號之7,"120.554502 ","24.219487 ",JI00024,斗抵里,1.0,1345.0,清水分局
臺中市沙鹿區沙田路5號之7,"120.553020 ","24.217732 ",JI00025,斗抵里,1.0,80.0,清水分局
臺中市沙鹿區沙田路1號之4,"120.551664 ","24.217353 ",JI00026,斗抵里,1.0,52.0,清水分局
臺中市沙鹿區沙田路17號之13,"120.556654 ","24.223263 ",JI00027,斗抵里,1.0,18.0,清水分局
臺中市沙鹿區沙田路17號之6,"120.556594 ","24.223122 ",JI00028,斗抵里,1.0,18.0,清水分局
臺中市沙鹿區四平街44號之3,"120.560078 ","24.233692 ",JI00029,興仁里,1.0,21.0,清水分局
臺中市沙鹿區四平街44號之1,"120.560132 ","24.233672 ",JI00030,興仁里,1.0,21.0,清水分局
臺中市沙鹿區四平街42巷10號,"120.560358 ","24.233397 ",JI00032,興仁里,1.0,80.0,清水分局
臺中市沙鹿區四平街54號之1,"120.560356 ","24.234171 ",JI00034,興仁里,1.0,88.0,清水分局
臺中市沙鹿區四平街54號,"120.560324 ","24.234152 ",JI00035,興仁里,1.0,18.0,清水分局
臺中市沙鹿區沙田路114號,"120.559156 ","24.235424 ",JI00036,興仁里,1.0,73.0,清水分局
臺中市沙鹿區四平街42巷11號,"120.560539 ","24.233509 ",JI00038,興仁里,1.0,18.0,清水分局
臺中市沙鹿區四平街42巷7號,"120.560273 ","24.233564 ",JI00039,興仁里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段553號,"120.561701 ","24.233736 ",JI00040,興仁里,1.0,18.0,清水分局
臺中市沙鹿區四平街44號之2,"120.560132 ","24.233702 ",JI00056,興仁里,1.0,20.0,清水分局
臺中市沙鹿區四平街42巷3號,"120.560131 ","24.233351 ",JI00059,興仁里,1.0,80.0,清水分局
臺中市沙鹿區四平街40號,"120.560028 ","24.233412 ",JI00064,興仁里,1.0,38.0,清水分局
臺中市沙鹿區四平街6巷34號,"120.559901 ","24.231879 ",JI00067,興仁里,1.0,20.0,清水分局
臺中市沙鹿區四平街34號之7,"120.559738 ","24.232710 ",JI00071,興仁里,1.0,45.0,清水分局
臺中市沙鹿區四平街40號之3,"120.559953 ","24.233402 ",JI00072,興仁里,1.0,153.0,清水分局
臺中市沙鹿區四平街40號之2,"120.559996 ","24.233441 ",JI00073,興仁里,1.0,39.0,清水分局
臺中市沙鹿區四平街34號之5,"120.559717 ","24.232895 ",JI00078,興仁里,1.0,21.0,清水分局
臺中市沙鹿區四平街36號之7,"120.559849 ","24.233184 ",JI00079,興仁里,1.0,63.0,清水分局
臺中市沙鹿區四平街36號之4,"120.559849 ","24.233164 ",JI00080,興仁里,1.0,63.0,清水分局
臺中市沙鹿區四平街38巷84號,"120.560121 ","24.233198 ",JI00081,興仁里,1.0,40.0,清水分局
臺中市沙鹿區四平街40號之1,"120.559975 ","24.233421 ",JI00082,興仁里,1.0,64.0,清水分局
臺中市沙鹿區四平街38巷85號,"120.560221 ","24.233260 ",JI00083,興仁里,1.0,39.0,清水分局
臺中市沙鹿區光華路85號,"120.560087 ","24.230609 ",JI00084,興仁里,1.0,53.0,清水分局
臺中市沙鹿區四平街34號之6,"120.559685 ","24.232915 ",JI00085,興仁里,1.0,87.0,清水分局
臺中市沙鹿區大同街47號之2,"120.558139 ","24.236464 ",JI00092,興安里,1.0,16.0,清水分局
臺中市沙鹿區大同街47號之3,"120.558171 ","24.236435 ",JI00094,興仁里,1.0,16.0,清水分局
臺中市沙鹿區斗潭路487號,"120.557418 ","24.232680 ",JI00103,興安里,1.0,24.0,清水分局
臺中市沙鹿區大同街3巷8號,"120.558156 ","24.236497 ",JI00104,興安里,1.0,190.0,清水分局
臺中市沙鹿區興安路51號,"120.555050 ","24.231758 ",JI00108,興仁里,1.0,130.0,清水分局
臺中市沙鹿區大同街3巷6號,"120.558156 ","24.236487 ",JI00110,興安里,1.0,190.0,清水分局
臺中市沙鹿區大同街47號之1,"120.558203 ","24.236484 ",JI00111,興安里,1.0,16.0,清水分局
臺中市沙鹿區四平街99號,"120.560399 ","24.235716 ",JI00117,美仁里,1.0,160.0,清水分局
臺中市沙鹿區中正街1號,"120.563308 ","24.235394 ",JI00119,美仁里,1.0,219.0,清水分局
臺中市沙鹿區四平街181號,"120.560671 ","24.237702 ",JI00133,沙鹿里,1.0,182.0,清水分局
臺中市沙鹿區大同街83號,"120.558770 ","24.238270 ",JI00137,沙鹿里,1.0,271.0,清水分局
臺中市沙鹿區大同街89號,"120.558660 ","24.238560 ",JI00138,沙鹿里,1.0,173.0,清水分局
臺中市沙鹿區大同街59號,"120.558540 ","24.237290 ",JI00140,沙鹿里,1.0,245.0,清水分局
臺中市沙鹿區沙田路160號,"120.559730 ","24.236750 ",JI00143,沙鹿里,1.0,66.0,清水分局
臺中市沙鹿區四平街175號,"120.560780 ","24.237390 ",JI00144,沙鹿里,1.0,98.0,清水分局
臺中市沙鹿區大同街71號,"120.558650 ","24.237790 ",JI00145,沙鹿里,1.0,548.0,清水分局
臺中市沙鹿區中山路212號,"120.562490 ","24.237730 ",JI00146,洛泉里,1.0,192.0,清水分局
臺中市沙鹿區中山路182號,"120.563750 ","24.237520 ",JI00147,洛泉里,1.0,57.0,清水分局
臺中市沙鹿區文昌街70號,"120.562220 ","24.238500 ",JI00148,洛泉里,1.0,26.0,清水分局
臺中市沙鹿區文昌街66號之1,"120.562220 ","24.238280 ",JI00149,洛泉里,1.0,242.0,清水分局
臺中市沙鹿區中山路234號,"120.561720 ","24.237850 ",JI00151,洛泉里,1.0,15.0,清水分局
臺中市沙鹿區日新街41巷17號,"120.564860 ","24.235930 ",JI00152,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區中山路211號,"120.562590 ","24.237400 ",JI00153,洛泉里,1.0,15.0,清水分局
臺中市沙鹿區光華路212號,"120.564200 ","24.235960 ",JI00154,洛泉里,1.0,192.0,清水分局
臺中市沙鹿區光華路217號,"120.563940 ","24.236100 ",JI00155,洛泉里,1.0,25.0,清水分局
臺中市沙鹿區日新街55巷7號,"120.563500 ","24.236310 ",JI00156,洛泉里,1.0,21.0,清水分局
臺中市沙鹿區日新街45巷12號,"120.564710 ","24.236040 ",JI00157,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區四平街142號,"120.560830 ","24.236460 ",JI00158,洛泉里,1.0,31.0,清水分局
臺中市沙鹿區日新街45巷7號,"120.564490 ","24.236180 ",JI00159,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街45巷21號,"120.564440 ","24.235860 ",JI00160,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街41巷9號,"120.564880 ","24.236110 ",JI00161,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街45巷16號,"120.564750 ","24.235940 ",JI00162,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區中山路221號,"120.562270 ","24.237470 ",JI00163,洛泉里,1.0,130.0,清水分局
臺中市沙鹿區日新街45巷10號,"120.564760 ","24.236080 ",JI00164,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街41巷22號,"120.564990 ","24.235790 ",JI00165,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區中山路215號,"120.574720 ","24.267890 ",JI00166,洛泉里,1.0,15.0,清水分局
臺中市沙鹿區日新街45巷9號,"120.564470 ","24.236120 ",JI00167,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街45巷4號,"120.564790 ","24.236200 ",JI00168,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街51號之1,"120.564030 ","24.236460 ",JI00169,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區光華路216號,"120.564280 ","24.236140 ",JI00170,洛泉里,1.0,25.0,清水分局
臺中市沙鹿區日新街41巷11號,"120.564880 ","24.236070 ",JI00171,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街57號之1,"120.563580 ","24.236590 ",JI00172,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街45巷6號,"120.564780 ","24.236160 ",JI00173,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街55巷9號,"120.563530 ","24.236250 ",JI00174,洛泉里,1.0,19.0,清水分局
臺中市沙鹿區日新街41巷3號,"120.564870 ","24.236190 ",JI00175,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區中山路213號,"120.562540 ","24.237510 ",JI00176,洛泉里,1.0,15.0,清水分局
臺中市沙鹿區日新街57號之5,"120.563580 ","24.236590 ",JI00177,洛泉里,1.0,22.0,清水分局
臺中市沙鹿區日新街53號,"120.563910 ","24.236480 ",JI00178,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街45巷15號,"120.564500 ","24.236030 ",JI00179,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街45巷19號,"120.564440 ","24.235900 ",JI00180,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街45巷3號,"120.564480 ","24.236250 ",JI00181,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街41巷10號,"120.565080 ","24.236040 ",JI00182,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街45巷1號,"120.564490 ","24.236290 ",JI00183,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街45巷14號,"120.564750 ","24.235990 ",JI00184,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街55巷1號,"120.563560 ","24.236430 ",JI00185,洛泉里,1.0,21.0,清水分局
臺中市沙鹿區日新街41巷21號,"120.564800 ","24.235830 ",JI00186,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街57號,"120.563580 ","24.236590 ",JI00187,洛泉里,1.0,22.0,清水分局
臺中市沙鹿區日新街45巷17號,"120.564490 ","24.235990 ",JI00188,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街45巷18號,"120.564740 ","24.235900 ",JI00189,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區光華路214號,"120.564310 ","24.235970 ",JI00190,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街45巷8號,"120.564700 ","24.236120 ",JI00192,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街41巷19號,"120.564810 ","24.235880 ",JI00195,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街45巷11號,"120.564460 ","24.236050 ",JI00196,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區光華路218號,"120.564350 ","24.236130 ",JI00198,洛泉里,1.0,25.0,清水分局
臺中市沙鹿區光華路219號,"120.563950 ","24.236190 ",JI00199,洛泉里,1.0,25.0,清水分局
臺中市沙鹿區日新街41巷1號,"120.564880 ","24.236230 ",JI00200,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街55巷8號,"120.563870 ","24.236260 ",JI00201,洛泉里,1.0,21.0,清水分局
臺中市沙鹿區文昌街22號,"120.561970 ","24.236620 ",JI00202,洛泉里,1.0,20.0,清水分局
臺中市沙鹿區日新街45巷2號,"120.564790 ","24.236240 ",JI00203,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街57號之3,"120.563580 ","24.236590 ",JI00204,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街55巷10號,"120.563850 ","24.236230 ",JI00205,洛泉里,1.0,21.0,清水分局
臺中市沙鹿區日新街55巷12號,"120.563850 ","24.236190 ",JI00206,洛泉里,1.0,21.0,清水分局
臺中市沙鹿區日新街57號之4,"120.563580 ","24.236590 ",JI00207,洛泉里,1.0,22.0,清水分局
臺中市沙鹿區日新街45巷13號,"120.564460 ","24.236030 ",JI00208,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街45巷20號,"120.564690 ","24.235870 ",JI00209,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區光華路221號,"120.563960 ","24.236270 ",JI00210,洛泉里,1.0,25.0,清水分局
臺中市沙鹿區日新街41巷7號,"120.564850 ","24.236110 ",JI00211,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街41巷15號,"120.564820 ","24.235950 ",JI00212,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區光華路220號,"120.564310 ","24.236220 ",JI00213,洛泉里,1.0,25.0,清水分局
臺中市沙鹿區光華路222號,"120.564390 ","24.236280 ",JI00214,洛泉里,1.0,91.0,清水分局
臺中市沙鹿區日新街45巷22號,"120.564740 ","24.235820 ",JI00215,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街51號之2,"120.564030 ","24.236460 ",JI00216,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街53號之2,"120.563910 ","24.236480 ",JI00218,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街55巷4號,"120.563880 ","24.236340 ",JI00219,洛泉里,1.0,21.0,清水分局
臺中市沙鹿區日新街41巷5號,"120.564860 ","24.236150 ",JI00220,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街41巷20號,"120.565040 ","24.235830 ",JI00221,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街55巷6號,"120.563870 ","24.236310 ",JI00222,洛泉里,1.0,21.0,清水分局
臺中市沙鹿區日新街41巷13號,"120.564830 ","24.235990 ",JI00223,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街55巷5號,"120.563560 ","24.236350 ",JI00225,洛泉里,1.0,21.0,清水分局
臺中市沙鹿區日新街55巷3號,"120.563600 ","24.236420 ",JI00226,洛泉里,1.0,21.0,清水分局
臺中市沙鹿區日新街53號之1,"120.563910 ","24.236480 ",JI00227,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區日新街55巷2號,"120.563890 ","24.236380 ",JI00228,洛泉里,1.0,21.0,清水分局
臺中市沙鹿區日新街57號之2,"120.563580 ","24.236590 ",JI00229,洛泉里,1.0,23.0,清水分局
臺中市沙鹿區臺灣大道七段866號,"120.566320 ","24.239210 ",JI00231,居仁里,1.0,14.0,清水分局
臺中市沙鹿區大同街162號,"120.559650 ","24.240060 ",JI00232,居仁里,1.0,22.0,清水分局
臺中市沙鹿區日新街122號之1,"120.560280 ","24.237260 ",JI00233,沙鹿里,1.0,45.0,清水分局
臺中市沙鹿區和平街25,"120.561110 ","24.239200 ",JI00237,居仁里,1.0,15.0,清水分局
臺中市沙鹿區和平街25號之3,"120.561110 ","24.239200 ",JI00239,居仁里,1.0,15.0,清水分局
臺中市沙鹿區光華路258號,"120.565510 ","24.239950 ",JI00243,居仁里,1.0,201.0,清水分局
臺中市沙鹿區臺灣大道七段870,"120.566250 ","24.239300 ",JI00245,居仁里,1.0,12.0,清水分局
臺中市沙鹿區大同街160號,"120.559640 ","24.240030 ",JI00246,居仁里,1.0,22.0,清水分局
臺中市沙鹿區臺灣大道七段892號,"120.565880 ","24.239450 ",JI00247,居仁里,1.0,12.0,清水分局
臺中市沙鹿區臺灣大道七段878號,"120.566120 ","24.239340 ",JI00248,居仁里,1.0,12.0,清水分局
臺中市沙鹿區中山路355號,"120.559970 ","24.239640 ",JI00249,居仁里,1.0,134.0,清水分局
臺中市沙鹿區新生街12號之3,"120.563550 ","24.238200 ",JI00250,居仁里,1.0,31.0,清水分局
臺中市沙鹿區臺灣大道七段1060號,"120.559180 ","24.241860 ",JI00251,居仁里,1.0,926.0,清水分局
臺中市沙鹿區臺灣大道七段1067號,"120.559470 ","24.241200 ",JI00253,居仁里,1.0,81.0,清水分局
臺中市沙鹿區臺灣大道七段888號,"120.565960 ","24.239400 ",JI00254,居仁里,1.0,926.0,清水分局
臺中市沙鹿區臺灣大道七段876號,"120.566170 ","24.239330 ",JI00255,居仁里,1.0,12.0,清水分局
臺中市沙鹿區臺灣大道七段922號,"120.565190 ","24.239640 ",JI00256,居仁里,1.0,47.0,清水分局
臺中市沙鹿區臺灣大道七段890號,"120.565920 ","24.239420 ",JI00257,居仁里,1.0,14.0,清水分局
臺中市沙鹿區永寧路193號,"120.552110 ","24.231340 ",JI00259,興安里,1.0,24.0,清水分局
臺中市沙鹿區永寧路189號,"120.552070 ","24.231240 ",JI00260,興安里,1.0,24.0,清水分局
臺中市沙鹿區永寧路194號,"120.552490 ","24.231210 ",JI00262,興安里,1.0,22.0,清水分局
臺中市沙鹿區沙田路45號,"120.558540 ","24.231230 ",JI00263,興安里,1.0,844.0,清水分局
臺中市沙鹿區沙田路45號,"120.558540 ","24.231230 ",JI00264,興安里,1.0,220.0,清水分局
臺中市沙鹿區永寧路187號,"120.551980 ","24.231220 ",JI00265,興安里,1.0,24.0,清水分局
臺中市沙鹿區興安路55號之1,"120.553590 ","24.230830 ",JI00267,興安里,1.0,76.0,清水分局
臺中市沙鹿區鎮政路8號,"120.566191 ","24.233469 ",JI00270,北勢里,1.0,2691.0,清水分局
臺中市沙鹿區鎮南路二段332號查無資料,"120.567670 ","24.227820 ",JI00274,北勢里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段326號,"120.567650 ","24.227790 ",JI00275,北勢里,1.0,18.0,清水分局
臺中市沙鹿區東晉路108號,"120.574260 ","24.222330 ",JI00276,北勢里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段207號,"120.568530 ","24.222540 ",JI00277,福興里,1.0,28.0,清水分局
臺中市沙鹿區鎮南路二段209號,"120.568520 ","24.222590 ",JI00279,福興里,1.0,40.0,清水分局
臺中市沙鹿區鎮南路二段211號,"120.568520 ","24.222620 ",JI00280,福興里,1.0,57.0,清水分局
臺中市沙鹿區鎮南路二段245號,"120.568490 ","24.223470 ",JI00281,福興里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段243號,"120.568540 ","24.223410 ",JI00282,福興里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段237號,"120.568540 ","24.223280 ",JI00283,福興里,1.0,20.0,清水分局
臺中市沙鹿區鎮南路二段293號,"120.568440 ","24.224800 ",JI00284,福興里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段295號,"120.568340 ","24.224800 ",JI00285,福興里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段291號,"120.568350 ","24.224770 ",JI00286,福興里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段297號,"120.568320 ","24.224830 ",JI00287,福興里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段265號,"120.568520 ","24.224230 ",JI00288,福興里,1.0,18.0,清水分局
臺中市沙鹿區東晉一街75號,"120.576650 ","24.221470 ",JI00289,北勢里,1.0,18.0,清水分局
臺中市沙鹿區東晉一街77號,"120.576670 ","24.221510 ",JI00290,北勢里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段221號,"120.568550 ","24.222940 ",JI00291,福興里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段261號,"120.568600 ","24.224110 ",JI00292,福興里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段269號,"120.568570 ","24.224280 ",JI00293,福興里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段241號,"120.568540 ","24.223340 ",JI00294,福興里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段239號,"120.568540 ","24.223340 ",JI00295,福興里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段271號,"120.568570 ","24.224310 ",JI00296,福興里,1.0,18.0,清水分局
臺中市沙鹿區鎮南路二段235號,"120.568540 ","24.223230 ",JI00298,福興里,1.0,18.0,清水分局
臺中市沙鹿區中正街1號,"120.563350 ","24.235200 ",JI00299,美仁里,1.0,90.0,清水分局
臺中市沙鹿區中正街3號,"120.561560 ","24.235790 ",JI00300,美仁里,1.0,527.0,清水分局
臺中市沙鹿區鎮政路10巷1號,"120.566350 ","24.234530 ",JI00301,北勢里,1.0,2070.0,清水分局
臺中市沙鹿區中正路1號,"120.563307 ","24.235393 ",JI00302,美仁里,1.0,4799.0,清水分局
臺中市沙鹿區福成路48巷6號,"120.567178 ","24.224228 ",JI00303,福興里,1.0,1595.0,清水分局
臺中市沙鹿區斗潭路155巷105號,"120.552490 ","24.224720 ",JI00304,斗抵里,1.0,498.0,清水分局
臺中市沙鹿區福成路255巷8之5號,"120.563069 ","24.222931 ",JI00305,福興里,1.0,747.0,清水分局
臺中市沙鹿區北中三街18號,"120.572490 ","24.227080 ",JI00306,北勢里,1.0,412.0,清水分局
臺中市沙鹿區文昌街2號,"120.562050 ","24.235960 ",JI00307,洛泉里,1.0,190.0,清水分局
臺中市沙鹿區斗潭路211巷75號,"120.554540 ","24.226080 ",JI00308,斗抵里,1.0,971.0,清水分局
臺中市沙鹿區英才路150號,"120.569238 ","24.225338 ",JI00309,北勢里,1.0,735.0,清水分局
臺中市沙鹿區沙田路117號,"120.558890 ","24.235590 ",JI00310,興安里,1.0,1626.0,清水分局
臺中市沙鹿區鎮南路2段321號,"120.567720 ","24.226620 ",JI00312,福興里,1.0,364.0,清水分局
臺中市沙鹿區斗潭路211巷95號,"120.553928 ","24.227320 ",JI00313,斗抵里,1.0,2190.0,清水分局
臺中市沙鹿區福成路130巷46弄3號,"120.564109 ","24.224439 ",JI00314,福興里,1.0,249.0,清水分局
臺中市沙鹿區斗潭路341巷35號,"120.556005 ","24.229283 ",JI00315,興安里,1.0,957.0,清水分局
臺中市沙鹿區斗潭路275巷36號,"120.554282 ","24.228104 ",JI00316,斗抵里,1.0,326.0,清水分局
臺中市沙鹿區中正街33號,"120.560074 ","24.236127 ",JI00317,美仁里,1.0,292.0,清水分局
臺中市沙鹿區興安路60巷41弄23號,120.554429,24.233261,JI00318,興安里,1.0,1564.0,清水分局
臺中市清水區菁埔路370號,"120.588301 ","24.294871 ",JJ00001,下湳里,1.0,37.0,清水分局
臺中市清水區菁埔路204號,"120.582140 ","24.286304 ",JJ00006,下湳里,1.0,134.0,清水分局
臺中市清水區中山路539號之2,"120.583554 ","24.285021 ",JJ00007,下湳里,1.0,181.0,清水分局
臺中市清水區中山路545號,"120.584688 ","24.286953 ",JJ00008,下湳里,1.0,303.0,清水分局
臺中市清水區菁埔路206號,"120.582006 ","24.287510 ",JJ00010,下湳里,1.0,97.0,清水分局
臺中市清水區中山路545號之9,"120.584688 ","24.286943 ",JJ00011,下湳里,1.0,35.0,清水分局
臺中市清水區中山路555號之2,"120.588033 ","24.292866 ",JJ00012,下湳里,1.0,242.0,清水分局
臺中市清水區菁埔路192號,"120.580949 ","24.285170 ",JJ00016,下湳里,1.0,310.0,清水分局
臺中市清水區高美路41號,"120.576272 ","24.276862 ",JJ00020,下湳里,1.0,23.0,清水分局
臺中市清水區中山路396號之23,"120.578686 ","24.276191 ",JJ00021,下湳里,1.0,32.0,清水分局
臺中市清水區中山路396號之29,"120.578621 ","24.276201 ",JJ00022,下湳里,1.0,28.0,清水分局
臺中市清水區中山路396號之20,"120.578654 ","24.276201 ",JJ00023,下湳里,1.0,38.0,清水分局
臺中市清水區五權東路7號,"120.576738 ","24.275741 ",JJ00024,下湳里,1.0,54.0,清水分局
臺中市清水區五權東路9號,"120.576727 ","24.275759 ",JJ00025,下湳里,1.0,73.0,清水分局
臺中市清水區臨海路27號之2,"120.592518 ","24.305934 ",JJ00027,菁埔里,1.0,144.0,清水分局
臺中市清水區臨海路26號,"120.595691 ","24.304859 ",JJ00028,菁埔里,1.0,213.0,清水分局
臺中市清水區中華路524號,"120.571930 ","24.275742 ",JJ00047,橋頭里,1.0,15.0,清水分局
臺中市清水區中華路520號,"120.571853 ","24.275703 ",JJ00048,橋頭里,1.0,12.0,清水分局
臺中市清水區中華路528號,"120.571935 ","24.275796 ",JJ00049,橋頭里,1.0,12.0,清水分局
臺中市清水區中華路542號,"120.572223 ","24.276039 ",JJ00052,橋頭里,1.0,12.0,清水分局
臺中市清水區華江北街93號,"120.565755 ","24.273815 ",JJ00064,橋頭里,1.0,57.0,清水分局
臺中市清水區中山路402巷36號,"120.579894 ","24.277772 ",JJ00082,下湳里,1.0,228.0,清水分局
臺中市清水區中山路402巷1號,"120.579152 ","24.278200 ",JJ00083,下湳里,1.0,256.0,清水分局
臺中市清水區中山路400號之20,"120.578707 ","24.277684 ",JJ00085,下湳里,1.0,100.0,清水分局
臺中市清水區中山路553號,"120.587053 ","24.291205 ",JJ00086,下湳里,1.0,528.0,清水分局
臺中市清水區五權路59號1之5,"120.568766 ","24.276617 ",JJ00087,橋頭里,1.0,1872.0,清水分局
臺中市清水區民有路255號之1,"120.565550 ","24.280083 ",JJ00088,橋頭里,1.0,445.0,清水分局
臺中市清水區民治路25號,"120.567768 ","24.273440 ",JJ00089,橋頭里,1.0,700.0,清水分局
臺中市清水區中山路529之10號,"120.582518 ","24.283857 ",JJ00090,下湳里,1.0,4553.0,清水分局
臺中市清水區中山路142號,"120.575719 ","24.269309 ",JK00007,南寧里,1.0,128.0,清水分局
臺中市清水區中山路243之2號,"120.575119 ","24.268964 ",JK00008,南寧里,1.0,92.0,清水分局
臺中市清水區鎮北街108號,"120.574671 ","24.268988 ",JK00009,南寧里,1.0,373.0,清水分局
臺中市清水區鎮北街106號,"120.574712 ","24.268990 ",JK00010,南寧里,1.0,373.0,清水分局
臺中市清水區鎮北街104號,"120.574737 ","24.268937 ",JK00011,南寧里,1.0,373.0,清水分局
臺中市清水區鎮北街102號,"120.574797 ","24.268934 ",JK00012,南寧里,1.0,373.0,清水分局
臺中市清水區鎮北街100號,"120.574857 ","24.268944 ",JK00013,南寧里,1.0,373.0,清水分局
臺中市清水區中山路94號,"120.574906 ","24.266869 ",JK00014,清水里,1.0,821.0,清水分局
臺中市清水區文昌街1之16號,"120.577817 ","24.269467 ",JK00015,清水里,1.0,150.0,清水分局
臺中市清水區中山路155號,"120.573970 ","24.265838 ",JK00016,清水里,1.0,273.0,清水分局
臺中市清水區中山路151之4號,"120.573851 ","24.265547 ",JK00017,清水里,1.0,95.0,清水分局
臺中市清水區中山路151之3號,"120.573812 ","24.265493 ",JK00018,清水里,1.0,95.0,清水分局
臺中市清水區中山路151號,"120.573800 ","24.265393 ",JK00019,清水里,1.0,94.0,清水分局
臺中市清水區中山路151之2號,"120.573821 ","24.265489 ",JK00020,清水里,1.0,95.0,清水分局
臺中市清水區中山路151之1號,"120.573794 ","24.265447 ",JK00021,清水里,1.0,95.0,清水分局
臺中市清水區中山路151之5,"120.573848 ","24.265627 ",JK00022,清水里,1.0,95.0,清水分局
臺中市清水區中山路151之6,"120.573879 ","24.265656 ",JK00023,清水里,1.0,95.0,清水分局
臺中市清水區中山路151之9號,"120.573922 ","24.265749 ",JK00026,清水里,1.0,94.0,清水分局
臺中市清水區中山路151之7號,"120.573894 ","24.265688 ",JK00028,清水里,1.0,95.0,清水分局
臺中市清水區中山路151之8,"120.573896 ","24.265729 ",JK00029,清水里,1.0,95.0,清水分局
臺中市清水區中山路90號,"120.574162 ","24.265399 ",JK00031,清水里,1.0,1656.0,清水分局
臺中市清水區鎮北街9號,"120.576068 ","24.267771 ",JK00033,清水里,1.0,3348.0,清水分局
臺中市清水區中山路104號,"120.574898 ","24.267247 ",JK00034,清水里,1.0,133.0,清水分局
臺中市清水區清水街2號,"120.578348 ","24.269008 ",JK00036,靈泉里,1.0,534.0,清水分局
臺中市清水區清水街5號,"120.577263 ","24.268939 ",JK00039,靈泉里,1.0,290.0,清水分局
臺中市清水區清水街7號,"120.577161 ","24.268979 ",JK00040,靈泉里,1.0,290.0,清水分局
臺中市清水區清水街8號,"120.577109 ","24.269051 ",JK00041,靈泉里,1.0,290.0,清水分局
