類別,電腦編號,村里別,地址,"地下樓 層數",可容納人數,派出所,備註,經度,緯度
公寓,DA04000046,佳和里,新北市中和區佳和里中山路二段2巷45弄5號,1,173.0,中和派出所,,121.50224,25.006777
日麗私人住宅大樓,DA04000047,南山里,新北市中和區南山里南華路17號,3,5211.0,中和派出所,,121.50259,24.995772
廟子尾鶴齡交誼中心,DA04000048,廟美里,新北市中和區廟美里廟美街6巷3號,1,225.0,中和派出所,,121.50121,25.001522
皇樓,DA04000049,枋寮里,新北市中和區枋寮里廣福路53巷2號,2,3703.0,中和派出所,,121.50298,25.001337
台北NEWS,DA04000050,南山里,新北市中和區南山里南華路16號,1,5131.0,中和派出所,,121.50271,24.995629
泰和街1號,DA04000051,廟美里,新北市中和區廟美里泰和街1號,1,1597.0,中和派出所,,121.4999,25.000877
陽光四季,DA04000052,瓦?里,新北市中和區瓦?里光華街81號,1,1106.0,中和派出所,,121.50723,25.002663
陽光四季,DA04000053,瓦?里,新北市中和區瓦?里光華街86號,1,2020.0,中和派出所,,121.50705,25.002496
c22商業廣場,DA04000054,漳和里,新北市中和區漳和里中和路100號,1,2377.0,中和派出所,,121.50161,24.99986
旺角私人住宅大樓,DA04000055,漳和里,新北市中和區漳和里中和路42號,1,356.0,中和派出所,,121.50024,25.001139
御藏,DA04000056,瓦?里,新北市中和區瓦?里保平路326巷7號,1,412.0,中和派出所,,121.50696,25.004513
捷運華格納,DA04000057,南山里,新北市中和區南山里南山路81巷61號,1,351.0,中和派出所,,121.50429,24.998069
?和星,DA04000058,漳和里,新北市中和區漳和里中和路210號,2,533.0,中和派出所,,121.5056,24.99961
頂高,DA04000059,廟美里,新北市中和區廟美里連城路71號,2,277.0,中和派出所,,121.49744,25.001083
美麗時代,DA04000060,福祥里,新北市中和區福祥里福祥路68號,3,2077.0,中和派出所,,121.49935,25.005175
馥御,DA04000061,新南里,新北市中和區新南里圓通路69號,3,1160.0,中和派出所,,121.50009,24.996971
愛丁寶,DA04000062,瓦?里,新北市中和區瓦?里南工路124號,1,2022.0,中和派出所,,121.50741,25.003979
弘暉首富,DA04000063,漳和里,新北市中和區漳和里中和路128號,1,752.0,中和派出所,,121.50356,24.999617
御璽,DA04000064,枋寮里,新北市中和區枋寮里廣福路73號,1,1139.0,中和派出所,,121.50244,25.00085
南山高中,DA04000065,枋寮里,新北市中和區枋寮里廣福路41號,2,1840.0,中和派出所,,121.50345,25.001629
新富邑,DA04000066,漳和里,新北市中和區漳和里景新街34巷2弄5號,1,104.0,中和派出所,,121.50301,24.999065
新富雅,DA04000067,漳和里,新北市中和區漳和里景新街34巷2弄9號,1,106.0,中和派出所,,121.50276,24.999039
中和區公所,DA04000068,漳和里,新北市中和區漳和里景平路634號之2,1,1269.0,中和派出所,,121.50074,24.998545
翔之譽,DA04000069,瓦?里,新北市中和區瓦?里水源路132巷7號,1,441.0,中和派出所,,121.50786,25.002721
仁愛好樣,DA04000070,佳和里,新北市中和區佳和里中山路二段64巷30號,1,833.0,中和派出所,,121.50248,25.006221
雙禧園,DA04000071,景文里,新北市中和區景文里南華路67號,1,916.0,中和派出所,,121.50467,24.997404
喜硯,DA04000072,新南里,新北市中和區新南里景平路431巷120號,1,107.0,中和派出所,,121.5004,24.994859
勝興漾之華,DA04000073,漳和里,新北市中和區漳和里南山路27號,1,239.0,中和派出所,,121.50214,24.999028
三豐雙匯,DA04000074,廟美里,新北市中和區廟美里景平路658號,1,277.0,中和派出所,,121.4976,25.00063
福璽景安,DA04000075,新南里,新北市中和區新南里景平路431巷29號,1,511.0,中和派出所,,121.50054,24.99467
捷運?,DA04000076,廟美里,新北市中和區廟美里廟美街8號,1,265.0,中和派出所,,121.50103,25.001524
肯佳馥?,DA04000077,佳和里,新北市中和區佳和里中山路二段158號,1,148.0,中和派出所,,121.50141,25.002967
向陽光晴,DA04000078,枋寮里,新北市中和區枋寮里中和路229號,1,367.0,中和派出所,,121.50446,24.999858
浦陽雙和,DA04000079,漳和里,新北市中和區漳和里中和路142號,1,781.0,中和派出所,,121.50387,24.999614
中和消防分隊,DA04000080,佳和里,新北市中和區佳和里中山路二段64巷11號,1,505.0,中和派出所,,121.50331,25.005547
忻揚馥群,DA04000081,南山里,新北市中和區南山里8鄰南山路235號,1,552.0,中和派出所,,121.50367,24.993117
雙和聚富,DA04000082,瓦?里,新北市中和區瓦?里18鄰南工路113號,1,216.0,中和派出所,,121.50723,25.003932
私人住宅大樓,DA04000083,枋寮里,新北市中和區枋寮里中和路283號2樓,1,196.0,中和派出所,,121.506,24.9998
財團法人福和宮,DA04000084,廟美里,新北市中和區廟美里中山路二段189號,1,256.0,中和派出所,,121.5002038,25.00281486
世紀公園,DA05000001,中安里,新北市中和區中安里中安街80號,3,819.0,安平派出所,,121.51211,25.001848
新時代,DA05000002,景平里,新北市中和區景平里安樂路18號,2,131.0,安平派出所,,121.51183,24.99203
站前儷晶大廈,DA05000003,中安里,新北市中和區中安里永貞路249巷10號,2,497.0,安平派出所,,121.51263,25.003783
私人住宅大樓,DA05000004,中安里,新北市中和區中安里中安街106號,2,99.0,安平派出所,,121.51138,25.000997
泰安大廈,DA05000005,泰安里,新北市中和區泰安里中和路252巷1號,1,220.0,安平派出所,,121.50761,24.999331
太陽花,DA05000006,中安里,新北市中和區中安里永貞路239巷20號,1,557.0,安平派出所,,121.51244,25.003103
得意歐邸,DA05000007,景平里,新北市中和區景平里景平路159巷19號,1,147.0,安平派出所,,121.5129,24.991525
私人住宅大樓,DA05000008,中安里,新北市中和區中安里永貞路280號,2,191.0,安平派出所,,121.51326,25.004006
雙和邑,DA05000009,泰安里,新北市中和區泰安里景安路10號,2,1064.0,安平派出所,,121.5076,24.998913
宜安吉立,DA05000010,宜安里,新北市中和區宜安里宜安路32號,1,188.0,安平派出所,,121.51282,24.996212
松廈私人住宅大樓,DA05000011,安平里,新北市中和區安平里中和路324巷3弄1號,3,1040.0,安平派出所,,121.50995,25.000887
八方美地,DA05000012,中安里,新北市中和區中安里中安街122號,2,421.0,安平派出所,,121.51102,25.000591
澄品私人住宅大樓,DA05000013,安樂里,新北市中和區安樂里安樂路217巷20弄16號,1,198.0,安平派出所,,121.51352,24.998966
森林公園,DA05000014,中安里,新北市中和區中安里中安街228巷1號,3,582.0,安平派出所,,121.51087,25.000406
私人住宅大樓,DA05000017,宜安里,新北市中和區宜安里安樂路191巷1號,1,423.0,安平派出所,,121.51457,24.998053
公園尊邸社區,DA05000018,中安里,新北市中和區中安里中安街112號,2,461.0,安平派出所,,121.51125,25.000836
冠倫天地,DA05000019,安樂里,新北市中和區安樂里安平路216號,2,718.0,安平派出所,,121.51392,24.999954
無,DA05000020,中安里,新北市中和區中安里永貞路239巷16號,1,480.0,安平派出所,,121.51262,25.003313
華泰椰泉區,DA05000021,安和里,新北市中和區安和里安平路77號,4,6590.0,安平派出所,,121.51014,24.995971
森堡幼兒園,DA05000022,安順里,新北市中和區安順里保健路123號,1,162.0,安平派出所,,121.51237,24.995956
吉第財星,DA05000023,景平里,新北市中和區景平里安樂路1號,2,354.0,安平派出所,,121.51159,24.991895
私人住宅大樓,DA05000024,宜安里,新北市中和區宜安里安樂路217巷27號,1,123.0,安平派出所,,121.51367,24.99819
公寓,DA05000025,安和里,新北市中和區安和里保健路46巷25號,1,605.0,安平派出所,,121.50899,24.996035
福華名廈,DA05000026,宜安里,新北市中和區宜安里安樂路191巷9號,1,188.0,安平派出所,,121.51451,24.99793
春池幼兒園,DA05000027,宜安里,新北市中和區宜安里宜安路112號,2,1691.0,安平派出所,,121.51213,24.996823
甜蕃茄,DA05000028,安順里,新北市中和區安順里安平路36巷1號,2,3234.0,安平派出所,,121.51018,24.995036
公寓,DA05000029,安平里,新北市中和區安平里中安街178巷13弄2號,1,173.0,安平派出所,,121.51014,24.9986
捷運首府,DA05000030,中安里,新北市中和區中安里中和路456號,3,777.0,安平派出所,,121.51218,25.00373
美術館A區,DA05000031,安樂里,新北市中和區安樂里宜安路118巷26號,3,1249.0,安平派出所,,121.51118,24.998761
宜家花園,DA05000032,安順里,新北市中和區安順里宜安路49號,1,836.0,安平派出所,,121.51178,24.996689
中安私人住宅大樓,DA05000033,中安里,新北市中和區中安里中安街40巷2號,2,582.0,安平派出所,,121.51279,25.002993
公園7-11大廈,DA05000034,中安里,新北市中和區中安里新興街17巷1號,1,22.0,安平派出所,,121.51229,25.002578
四季公園,DA05000035,中安里,新北市中和區中安里中安街96號,2,771.0,安平派出所,,121.51173,25.001401
中安私人住宅大樓,DA05000036,中安里,新北市中和區中安里中安街16號,1,206.0,安平派出所,,121.51332,25.003208
捷運洋洋,DA05000037,中安里,新北市中和區中安里中和路386號,1,72.0,安平派出所,,121.5108,25.002175
六合家園,DA05000038,宜安里,新北市中和區宜安里安樂路143巷20號,2,1130.0,安平派出所,,121.51309,24.996722
皇家豪景,DA05000039,安樂里,新北市中和區安樂里中安街200號,3,714.0,安平派出所,,121.5116,24.998944
捷運旺角,DA05000040,景平里,新北市中和區景平里景平路396號,3,447.0,安平派出所,,121.50986,24.993076
時代金融中心大樓,DA05000041,中安里,新北市中和區中安里中和路366號,3,945.0,安平派出所,,121.51056,25.001908
川螢商業大樓,DA05000042,景平里,新北市中和區景平里景新街347號,1,428.0,安平派出所,,121.51206,24.990981
公寓,DA05000043,安平里,新北市中和區安平里中和路262巷24弄17號,1,81.0,安平派出所,,121.51013,24.99887
快易居,DA05000044,景平里,新北市中和區景平里景平路288號,3,1811.0,安平派出所,,121.51335,24.992921
黃金傳奇A、B棟,DA05000045,中安里,新北市中和區中安里永貞路262巷5號,2,425.0,安平派出所,,121.51353,25.003978
千禧歐邸,DA05000047,景平里,新北市中和區景平里景平路159巷31號,1,30.0,安平派出所,,121.51307,24.991085
黃金傳奇C棟,DA05000048,中安里,新北市中和區中安里永貞路274號,2,311.0,安平派出所,,121.51341,25.00388
國立臺灣圖書館,DA05000049,中安里,新北市中和區中安里中安街85號,1,6560.0,安平派出所,,121.5123,25.001618
宜家樓,DA05000050,安順里,新北市中和區安順里宜安路3號,1,402.0,安平派出所,,121.51338,24.995446
安家樓,DA05000051,安順里,新北市中和區安順里宜安路15號,1,194.0,安平派出所,,121.51312,24.995674
台北MRT花園,DA05000053,景平里,新北市中和區景平里景平路296號,1,952.0,安平派出所,,121.51253,24.992932
君子集大廈,DA05000054,安順里,新北市中和區安順里安樂路69號,1,568.0,安平派出所,,121.51244,24.993914
美麗永安社區(一期),DA05000055,中安里,新北市中和區中安里中和路390號,4,1011.0,安平派出所,,121.51101,25.002397
私人住宅大樓,DA05000056,景平里,新北市中和區景平里景平路169巷22號,1,204.0,安平派出所,,121.51235,24.991958
中和之星,DA05000057,景平里,新北市中和區景平里景平路392號,3,573.0,安平派出所,,121.51026,24.993072
美麗永安社區(二期),DA05000058,中安里,新北市中和區中安里中和路402號,4,854.0,安平派出所,,121.51125,25.002666
捷韻麗境,DA05000059,景平里,新北市中和區景平里景平路402號,1,111.0,安平派出所,,121.50921,24.993192
宜安100,DA05000060,安樂里,新北市中和區安樂里宜安路98號,1,163.0,安平派出所,,121.5107,24.997746
冠德新世界,DA05000061,景平里,新北市中和區景平里景平151號,1,1738.0,安平派出所,,121.51354,24.991982
景安居易,DA05000062,景平里,新北市中和區景平里安平路1號,1,74.0,安平派出所,,121.50885,24.99343
永安麗苑,DA05000063,安平里,新北市中和區安平里中和路350巷8弄26號,1,130.0,安平派出所,,121.51017,25.000377
輕鬆go,DA05000064,景平里,新北市中和區景平里景平路151巷24號,2,206.0,安平派出所,,121.51412,24.991105
一品花園,DA05000065,宜安里,新北市中和區宜安里安樂路211號,1,178.0,安平派出所,,121.51425,24.998735
攬翠私人住宅大樓,DA05000066,景平里,新北市中和區景平里安平路5巷2號,1,184.0,安平派出所,,121.50863,24.993849
名城商業大樓,DA05000067,安平里,新北市中和區安平里景安路1號,2,369.0,安平派出所,,121.50825,24.999302
協合紀-森活館,DA05000068,安平里,新北市中和區安平里宜安路168巷6號,1,294.0,安平派出所,,121.50923,24.9993
香里園,DA05000069,安樂里,新北市中和區安樂里宜安路92巷16號,1,348.0,安平派出所,,121.5112,24.99807
協和紀-樂活館,DA05000070,安平里,新北市中和區安平里宜安路168巷19號,1,1150.0,安平派出所,,121.50911,24.99948
勝興采悅,DA05000071,景平里,新北市中和區景平里景平路159巷24號,1,155.0,安平派出所,,121.51258,24.99177
齊家一品苑,DA05000072,宜安里,新北市中和區宜安里宜安路38-6號,2,653.0,安平派出所,,121.51229,24.996607
華鋐菁美,DA05000073,安樂里,新北市中和區安樂里安平路156巷8號,1,59.0,安平派出所,,121.51304,24.997921
晶悅,DA05000074,景平里,新北市中和區景平里景平路159巷28號,1,162.0,安平派出所,,121.51263,24.99168
私人住宅大樓,DA05000075,泰安里,新北市中和區泰安里景安路58號,1,128.0,安平派出所,,121.50665,24.997805
私人住宅大樓,DA05000076,宜安里,新北市中和區宜安里宜安路50號,1,140.0,安平派出所,,121.51213,24.996823
和和砌,DA05000077,宜安里,新北市中和區宜安里安樂路217巷1號,1,249.0,安平派出所,,121.51408,24.998686
?捷一品,DA05000078,景平里,新北市中和區景平里景平路402之2號,1,207.0,安平派出所,,121.50912,24.993222
宜安君品,DA05000079,宜安里,新北市中和區宜安里1鄰宜安路18巷22號,1,135.0,安平派出所,,121.51385,24.996469
綠inn,DA05000080,中安里,新北市中和區中安里16鄰中安街88號,1,343.0,安平派出所,,121.51192,25.001684
太陽帝國,DA05000081,景平里,新北市中和區景平里17鄰安樂路2巷18號,1,1700.0,安平派出所,,121.51222,24.991671
私人住宅大樓,DA05000082,安樂里,新北市中和區安樂里安平路178號,1,69.0,安平派出所,,121.51295,24.998809
領世館,DA06000001,明穗里,新北市中和區明穗里民享街116號,1,256.0,國光派出所,,121.47443,24.99896
領世館,DA06000002,明穗里,新北市中和區明穗里民享街116巷1號,1,645.0,國光派出所,,121.47424,24.998717
華福凱旋門,DA06000003,壽德里,新北市中和區壽德里華福街4巷16號,1,196.0,國光派出所,,121.46562,24.996358
海山龍珠二期,DA06000004,明德里,新北市中和區明德里華安街16號,2,1011.0,國光派出所,,121.46612,24.997985
私人住宅大樓,DA06000005,明德里,新北市中和區明德里華安街16巷1號,2,447.0,國光派出所,,121.46615,24.998266
壽德新村甲區,DA06000006,壽德里,新北市中和區壽德里壽德街25號,1,8342.0,國光派出所,,121.46618,24.995064
壽德新村丁區,DA06000007,壽德里,新北市中和區壽德里華順街135巷5號,1,742.0,國光派出所,,121.46573,24.996202
民德停車場,DA06000008,清穗里,新北市中和區清穗里民德路188號,1,2140.0,國光派出所,,121.46823,24.999014
天下第一家,DA06000009,民生里,新北市中和區民生里德光路104號,1,365.0,國光派出所,,121.46829,25.003441
書香園,DA06000010,自強里,新北市中和區自強里民德路148號,1,184.0,國光派出所,,121.46855,25.00033
滿堂彩大廈,DA06000011,瑞穗里,新北市中和區瑞穗里莒光路47號,1,397.0,國光派出所,,121.47222,25.004693
自強國中,DA06000012,明穗里,新北市中和區明穗里莒光路191號,1,407.0,國光派出所,,121.47264,24.998838
私人住宅大樓,DA06000013,壽德里,新北市中和區壽德里華順街120號,1,105.0,國光派出所,,121.46509,24.996559
綠大郡,DA06000014,民生里,新北市中和區民生里德光路38號,3,2554.0,國光派出所,,121.47036,25.004325
喜來登,DA06000015,自強里,新北市中和區自強里民德路171巷2號,3,1229.0,國光派出所,,121.46879,24.999466
私人住宅大樓,DA06000016,壽德里,新北市中和區壽德里華福街4巷6號,1,525.0,國光派出所,,121.46548,24.996539
海山大地,DA06000017,民生里,新北市中和區民生里德光路114號,2,1097.0,國光派出所,,121.46799,25.003642
公寓,DA06000018,冠穗里,新北市中和區冠穗里民享街36巷5號,1,128.0,國光派出所,,121.47324,25.002949
海山龍珠,DA06000020,明德里,新北市中和區明德里華安街16巷5號,1,2300.0,國光派出所,,121.46626,24.997802
中山學府,DA06000021,瑞穗里,新北市中和區瑞穗里中山路三段183號,2,714.0,國光派出所,,121.47259,25.006108
櫻花公園,DA06000022,清穗里,新北市中和區清穗里華順街30巷16號,2,2578.0,國光派出所,,121.46685,24.999182
自強國中,DA06000023,明穗里,新北市中和區明穗里莒光路191號,1,893.0,國光派出所,,121.47264,24.998838
壽德乙區,DA06000024,壽德里,新北市中和區壽德里壽德街12號,1,4375.0,國光派出所,,121.46518,24.995355
壽德丙區,DA06000025,壽德里,新北市中和區壽德里華順街136號,1,1908.0,國光派出所,,121.46479,24.996073
華福活動中心,DA06000026,明德里,新北市中和區明德里民德路311號,1,444.0,國光派出所,,121.46735,24.994784
合康愛琴,DA06000027,民生里,新北市中和區民生里德光路96巷33號,2,700.0,國光派出所,,121.46801,25.004231
民德麗境,DA06000028,自強里,新北市中和區自強里民德路140號,1,156.0,國光派出所,,121.46862,25.000552
皇家經典,DA06000029,德穗里,新北市中和區德穗里莒光路146號,3,1422.0,國光派出所,,121.47248,25.000883
築夢苑,DA06000030,壽德里,新北市中和區壽德里華福街2之2號,1,192.0,國光派出所,,121.46497,24.996856
四季紐約,DA06000031,瑞穗里,新北市中和區瑞穗里中山路三段146號,3,5197.0,國光派出所,,121.47365,25.00637
自強國小,DA06000032,自強里,新北市中和區自強里莒光路200號,1,2212.0,國光派出所,,121.4719,24.998463
蝦皮店到店,DA06000033,德穗里,新北市中和區德穗里德光路19號,1,143.0,國光派出所,,121.47104,25.004263
公寓,DA06000034,德穗里,新北市中和區德穗里德光路15巷2號,1,228.0,國光派出所,,121.47116,25.004162
公寓,DA06000035,德穗里,新北市中和區德穗里德光路15巷23號,1,235.0,國光派出所,,121.47148,25.003336
公寓,DA06000036,德穗里,新北市中和區德穗里德光路15巷11號,1,238.0,國光派出所,,121.47139,25.003817
公寓,DA06000037,德穗里,新北市中和區德穗里德光路13號,1,241.0,國光派出所,,121.47123,25.004364
公寓,DA06000038,德穗里,新北市中和區德穗里德光路22號,1,534.0,國光派出所,,121.47095,25.0045
