類別,建築物名稱,電腦編號,村里別,地址,"地下 樓層數","可容納 人數",派出所,備註,經度,緯度
大樓,大樓,D202000218,大新里,新北市永和區大新里福和路316號,3,727.0,永和派出所,,121.516093,25.007424
大樓,大樓,D202000219,和平里,新北市永和區和平里保福路一段47巷17號,3,695.0,永和派出所,,121.512008,25.009107
大樓,大樓,D202000220,大新里,新北市永和區大新里自強街26號,1,120.0,永和派出所,,121.515417,25.008014
大樓,寶帝,D202000221,潭墘里,新北市永和區潭墘里安樂路144巷68號,2,595.0,永和派出所,,121.515235,24.999182
大樓,三輝官隱,D202000222,店街里,新北市永和區店街里中正路465巷17弄12號,1,652.0,永和派出所,,121.51633,25.005593
大樓,公園四季,D202000223,潭墘里,新北市永和區潭墘里安樂路144巷18號,3,1120.0,永和派出所,,121.514995,24.999803
大樓,三輝謙里,D202000224,店街里,新北市永和區店街里中正路507號,2,176.0,永和派出所,,121.516893,25.007008
大樓,大樓,D202000225,前溪里,新北市永和區前溪里永和路一段171號,1,399.0,永和派出所,,121.51429,25.009799
大樓,大樓,D202000226,店街里,新北市永和區店街里福和路309巷15號,1,123.0,永和派出所,,121.516356,25.006583
大樓,大樓,D202000227,店街里,新北市永和區店街里中正路465巷26號,1,113.0,永和派出所,,121.516239,25.005969
大樓,漢皇極品,D202000228,店街里,新北市永和區店街里中正路465巷21號,1,629.0,永和派出所,,121.516102,25.005861
大樓,永安一品社區,D202000229,水源里,新北市永和區水源里水源街2巷9號,1,234.0,永和派出所,,121.512178,25.005617
公寓,大新里活動中心,D202000230,大新里,新北市永和區大新里大新街45巷1號,1,152.0,永和派出所,,121.515589,25.008636
大樓,銀河星光大廈,D202000231,店街里,新北市永和區店街里福和路343號,3,264.0,永和派出所,,121.515462,25.007121
大樓,大樓,D202000232,店街里,新北市永和區店街里福和路309巷14弄20號,1,76.0,永和派出所,,121.515693,25.006706
大樓,御極賞社區,D202000233,和平里,新北市永和區和平里中山路一段269號,1,427.0,永和派出所,,121.507318,25.007207
大樓,大樓,D202000234,協和里,新北市永和區協和里保平路33號,1,194.0,永和派出所,,121.512125,25.007268
大樓,大樓,D202000235,雙和里,新北市永和區雙和里雙和街7巷7號,1,182.0,永和派出所,,121.509556,25.001488
大樓,大樓,D202000236,雙和里,新北市永和區雙和里雙和街17巷6號,1,137.0,永和派出所,,121.509208,25.001824
大樓,大樓,D202000237,雙和里,新北市永和區雙和里雙和街17巷6號,1,42.0,永和派出所,,121.509208,25.001824
大樓,同國富大廈,D202000238,前溪里,新北市永和區前溪里中山路一段1號,1,309.0,永和派出所,,121.514314,25.010202
大樓,大樓,D202000239,永安里,新北市永和區永安里安樂路272巷9弄2號,1,135.0,永和派出所,,121.515109,25.004456
大樓,大樓,D202000240,潭墘里,新北市永和區潭墘里安樂路194巷13號,1,89.0,永和派出所,,121.515645,25.001072
大樓,大樓,D202000241,前溪里,新北市永和區前溪里中山路一段19號,1,73.0,永和派出所,,121.513753,25.010344
大樓,大樓,D202000242,和平里,新北市永和區和平里中山路1段191巷9弄2號,1,52.0,永和派出所,,121.509726,25.008035
大樓,,D202000243,潭墘里,新北市永和區潭墘里9鄰得和路23號,1,337.0,永和派出所,,121.515619,25.000439
大樓,,D202000244,店街里,新北市永和區店街里004鄰自由街15號,1,369.0,永和派出所,,121.514776,25.006722
大樓,統領心鑽,D203000110,豫溪里,新北市永和區豫溪里中正路641號,2,733.0,中正橋派出所,,121.515308,25.010031
大樓,大樓,D203000111,河堤里,新北市永和區河堤里環河西路一段85巷4弄13號,1,111.0,中正橋派出所,,121.512354,25.017131
大樓,大樓,D203000112,勵行里,新北市永和區勵行里竹林路4號,2,249.0,中正橋派出所,,121.516203,25.014844
大樓,仰德大廈,D203000113,桂林里,新北市永和區桂林里竹林路91巷60弄14號,2,1137.0,中正橋派出所,,121.522017,25.012598
大樓,大樓,D203000114,頂溪里,新北市永和區頂溪里永和路二段285號,2,237.0,中正橋派出所,,121.515915,25.015857
公寓,公寓,D203000115,上溪里,新北市永和區上溪里文化路113巷13弄1號,1,72.0,中正橋派出所,,121.513101,25.014401
大樓,大樓,D203000116,復興里,新北市永和區復興里博愛街38號,1,73.0,中正橋派出所,,121.519852,25.015938
大樓,大樓,D203000117,勵行里,新北市永和區勵行里14鄰復興街59號,1,372.0,中正橋派出所,,121.517211,25.013721
大樓,大樓,D203000118,光明里,新北市永和區光明里福和路280巷11號,1,143.0,中正橋派出所,,121.517604,25.008034
大樓,大樓,D203000119,上溪里,新北市永和區上溪里文化路113巷35號,1,165.0,中正橋派出所,,121.513204,25.013542
公寓,竹林風情,D203000120,桂林里,新北市永和區桂林里竹林路109巷2號,1,217.0,中正橋派出所,,121.520088,25.011858
大樓,銀河摘星大樓,D203000121,光明里,新北市永和區光明里中正路644號,1,293.0,中正橋派出所,,121.516979,25.008349
公寓,公寓,D203000122,正興里,新北市永和區正興里中正路702巷6弄5號,1,27.0,中正橋派出所,,121.516753,25.010264
大樓,大樓,D203000123,中興里,新北市永和區中興里中興街133巷21號,1,118.0,中正橋派出所,,121.517686,25.012355
大樓,百威天廈,D203000124,光明里,新北市永和區光明里中正路638號,2,352.0,中正橋派出所,,121.517017,25.008278
大樓,大樓,D203000125,竹林里,新北市永和區竹林里竹林路133號,1,166.0,中正橋派出所,,121.52026,25.01116
大樓,中正翡翠大廈,D203000126,光明里,新北市永和區光明里中正路626號,2,302.0,中正橋派出所,,121.517004,25.008001
大樓,竹林雅築,D203000127,竹林里,新北市永和區竹林里竹林路179巷16號,1,263.0,中正橋派出所,,121.521318,25.00986
公寓,公寓,D203000128,正興里,新北市永和區正興里永和路二段74號,1,94.0,中正橋派出所,,121.514969,25.011201
大樓,大樓,D203000129,竹林里,新北市永和區竹林里竹林路179巷21號,1,348.0,中正橋派出所,,121.521407,25.01004
大樓,大樓,D203000130,河堤里,新北市永和區河堤里文化路144巷31弄12號,1,203.0,中正橋派出所,,121.512328,25.016862
大樓,翠提香榭大廈,D203000131,上林里,新北市永和區上林里竹林路39巷36號,3,1600.0,中正橋派出所,,121.519779,25.015024
大樓,大樓,D203000132,竹林里,新北市永和區竹林里豫溪街136巷1號,1,122.0,中正橋派出所,,121.52119,25.010305
大樓,大樓,D203000133,豫溪里,新北市永和區豫溪里豫溪街28巷15號,1,63.0,中正橋派出所,,121.51521,25.00921
大樓,大樓,D203000134,豫溪里,新北市永和區豫溪里豫溪街57巷21號,1,121.0,中正橋派出所,,121.51727,25.010538
大樓,大樓,D203000136,光明里,新北市永和區光明里福和路186號,2,516.0,中正橋派出所,,121.520339,25.007843
大樓,大樓,D203000137,上溪里,新北市永和區上溪里文化路19號,1,67.0,中正橋派出所,,121.515021,25.014924
公寓,網溪國小,D203000138,上林里,新北市永和區上林里竹林路79號,1,452.0,中正橋派出所,,121.51934,25.012936
大樓,大樓,D203000139,正興里,新北市永和區正興里永和路二段28號,1,213.0,中正橋派出所,,121.514759,25.010416
大樓,捷運新宿大廈,D203000140,正興里,新北市永和區正興里永和路二段94號,2,1268.0,中正橋派出所,,121.515089,25.011671
大樓,薪傳世家,D203000141,福和里,新北市永和區福和里福和路154號,3,563.0,中正橋派出所,,121.519058,25.007486
大樓,竹林逸境,D203000142,光明里,新北市永和區光明里國光路61號,1,137.0,中正橋派出所,,121.518668,25.008295
大樓,大樓,D203000143,河堤里,新北市永和區河堤里永和路二段425巷37弄1號,1,130.0,中正橋派出所,,121.514198,25.017305
大樓,大樓,D203000144,竹林里,新北市永和區竹林里豫溪街136巷3號,1,111.0,中正橋派出所,,121.52121,25.010195
公寓,公寓,D203000145,勵行里,新北市永和區勵行里勵行街44號,1,139.0,中正橋派出所,,121.516454,25.013626
大樓,大樓,D203000146,正興里,新北市永和區正興里中正路700號,2,186.0,中正橋派出所,,121.516375,25.009927
大樓,大樓,D203000147,上溪里,新北市永和區上溪里仁愛路8號,3,333.0,中正橋派出所,,121.515125,25.013646
大樓,大樓,D203000148,豫溪里,新北市永和區豫溪里豫溪74巷7弄1號,1,54.0,中正橋派出所,,121.517415,25.00976
大樓,桂林公寓,D203000149,桂林里,新北市永和區桂林里竹林路95號,1,138.0,中正橋派出所,,121.519782,25.012153
大樓,大樓,D203000150,新廓里,新北市永和區新廓里文化路144巷33號,2,509.0,中正橋派出所,,121.512603,25.016826
大樓,中正秀彥,D203000151,豫溪里,新北市永和區豫溪里豫溪50號,1,108.0,中正橋派出所,,121.515864,25.009833
大樓,大樓,D203000152,光明里,新北市永和區光明里福和路278號,2,285.0,中正橋派出所,,121.517878,25.007583
大樓,福和麗園,D203000153,光明里,新北市永和區光明里大新街73巷1號,1,191.0,中正橋派出所,,121.517753,25.008418
大樓,中正秀彥,D203000154,豫溪里,新北市永和區豫溪里中正路617號,2,408.0,中正橋派出所,,121.516071,25.009812
大樓,鴻運金碧大樓,D203000155,光明里,新北市永和區光明里福和路178號,1,159.0,中正橋派出所,,121.520607,25.007868
大樓,中正嘉園,D203000156,光明里,新北市永和區光明里中正路654巷39號,1,11.0,中正橋派出所,,121.517682,25.008635
大樓,大樓,D203000157,光明里,新北市永和區光明里大新街84號,1,40.0,中正橋派出所,,121.51778,25.008098
大樓,台大綠灣,D203000158,桂林里,新北市永和區桂林里環河東路二段56號,3,1751.0,中正橋派出所,,121.523346,25.011387
大樓,銀河國寶,D203000159,光明里,新北市永和區光明里國光路12巷1號,2,637.0,中正橋派出所,,121.519173,25.008517
大樓,銀河竹林庭,D203000160,桂林里,新北市永和區桂林里竹林路119巷59號,1,363.0,中正橋派出所,,121.522477,25.012048
大樓,台大公館,D203000161,福和里,新北市永和區福和里福和路48號,3,443.0,中正橋派出所,,121.519058,25.007486
大樓,都市天地,D203000162,復興里,新北市永和區復興里環河東路106號,2,464.0,中正橋派出所,,121.519979,25.015962
大樓,竹友大廈,D203000163,上林里,新北市永和區上林里環河東路一段158號,2,177.0,中正橋派出所,,121.521177,25.014542
大樓,崇合大樓,D203000164,光明里,新北市永和區光明里中正路654巷1號,1,281.0,中正橋派出所,,121.516973,25.008623
大樓,景新大樓,D203000165,竹林里,新北市永和區竹林里豫溪街169巷2號,1,240.0,中正橋派出所,,121.521959,25.010801
大樓,大樓,D203000166,豫溪里,新北市永和區豫溪里豫溪街36號,1,125.0,中正橋派出所,,121.515366,25.009837
大樓,綠茵河畔,D203000167,上林里,新北市永和區上林里環河東路一段162號,2,291.0,中正橋派出所,,121.521299,25.014419
大樓,大樓,D203000168,上溪里,新北市永和區上溪里仁愛路42號,1,91.0,中正橋派出所,,121.514191,25.013545
大樓,大樓,D203000169,上林里,新北市永和區上林里竹林路81號,2,247.0,中正橋派出所,,121.519618,25.012457
大樓,大樓,D203000170,上林里,新北市永和區上林里環河東路一段140號,1,76.0,中正橋派出所,,121.520834,25.014981
大樓,大樓,D203000171,河堤里,新北市永和區河堤里環河西路一段19號,3,388.0,中正橋派出所,,121.514418,25.018022
大樓,濤園,D203000172,光復里,新北市永和區光復里環河東路一段64號,3,1163.0,中正橋派出所,,121.519047,25.016689
大樓,大樓,D203000173,勵行里,新北市永和區勵行里竹林路30號,2,177.0,中正橋派出所,,121.517016,25.014741
公寓,莊敬高中,D203000174,復興里,新北市永和區復興里博愛街36號,1,1940.0,中正橋派出所,,121.519286,25.015778
大樓,中正都星,D203000175,豫溪里,新北市永和區豫溪里中正路611號,2,283.0,中正橋派出所,,121.516184,25.009742
大樓,大樓,D203000176,上溪里,新北市永和區上溪里仁愛路50號,1,223.0,中正橋派出所,,121.513955,25.0135
大樓,大樓,D203000177,光明里,新北市永和區光明里國光路89號,1,57.0,中正橋派出所,,121.518274,25.008857
大樓,大樓,D203000178,竹林里,新北市永和區竹林里竹林路119巷18弄2號,1,40.0,中正橋派出所,,121.521011,25.01133
大樓,大樓,D203000179,頂溪里,新北市永和區頂溪里忠孝街36號,2,2260.0,中正橋派出所,,121.514719,25.015835
大樓,竹林明爐大廈,D203000180,竹林里,新北市永和區竹林里竹林路167號,1,240.0,中正橋派出所,,121.520541,25.01015
大樓,大樓,D203000181,河堤里,新北市永和區河堤里永和路二段425巷70號,1,182.0,中正橋派出所,,121.513514,25.017186
大樓,帝王大廈,D203000182,豫溪里,新北市永和區豫溪里中正路657號,3,764.0,中正橋派出所,,121.514934,25.010136
大樓,大樓,D203000183,光明里,新北市永和區光明里中正路666巷8號,1,175.0,中正橋派出所,,121.51711,25.009021
大樓,大樓,D203000184,網溪里,新北市永和區網溪里光復街16巷40號,1,256.0,中正橋派出所,,121.51759,25.016959
大樓,大樓,D203000185,復興里,新北市永和區復興里環河東路一段114號,3,804.0,中正橋派出所,,121.520183,25.015755
大樓,音悅河大廈,D203000186,桂林里,新北市永和區桂林里環河東路二段6號,2,559.0,中正橋派出所,,121.521971,25.013436
大樓,永和世家,D203000187,竹林里,新北市永和區竹林里竹林路193號,2,374.0,中正橋派出所,,121.520782,25.009403
大樓,大樓,D203000188,正興里,新北市永和區正興里中正路702巷19號,1,54.0,中正橋派出所,,121.516325,25.010715
大樓,尊邸大廈,D203000189,豫溪里,新北市永和區豫溪里永和路一段212號,2,131.0,中正橋派出所,,121.51444,25.009494
大樓,築鄰書香,D203000190,復興里,新北市永和區復興里竹林路21號,2,463.0,中正橋派出所,,121.517004,25.014943
大樓,大樓,D203000191,光復里,新北市永和區光復里環河東路一段76號,2,294.0,中正橋派出所,,121.519397,25.016496
大樓,廣冠大砌,D203000192,豫溪里,新北市永和區豫溪里永和路一段224號,3,342.0,中正橋派出所,,121.514532,25.01004
大樓,大樓,D203000193,桂林里,新北市永和區桂林里竹林路105號,1,51.0,中正橋派出所,,121.519842,25.011912
大樓,大樓,D203000194,中興里,新北市永和區中興里復興街76號,1,76.0,中正橋派出所,,121.517073,25.013411
大樓,陽光花園,D203000195,河堤里,新北市永和區河堤里環河西路一段51巷10弄1號,2,1238.0,中正橋派出所,,121.513982,25.017864
大樓,臻璽名宅,D203000196,豫溪里,新北市永和區豫溪里竹林路168號,3,1299.0,中正橋派出所,,121.520287,25.010217
大樓,詠河大廈,D203000197,網溪里,新北市永和區網溪里環河東路一段42號,2,461.0,中正橋派出所,,121.518537,25.017041
大樓,峰閣公寓大廈,D203000198,頂溪里,新北市永和區頂溪里永和路二段279號,2,200.0,中正橋派出所,,121.51588,25.015656
大樓,國光大樓,D203000199,光明里,新北市永和區光明里國光路8號,3,2997.0,中正橋派出所,,121.519382,25.008568
大樓,大樓,D203000200,竹林里,新北市永和區竹林里環河東路二段92號,1,221.0,中正橋派出所,,121.5239287,25.01077317
大樓,忠孝活動中心,D203000201,頂溪里,新北市永和區頂溪里忠孝街26巷8號,1,359.0,中正橋派出所,,121.515312,25.016856
大樓,台鳳天璽大樓,D203000202,河堤里,新北市永和區河堤里環河西路一段87號,1,1627.0,中正橋派出所,,121.512589,25.017915
大樓,德堡社區,D203000203,中興里,新北市永和區中興里竹林路60號,3,700.0,中正橋派出所,,121.518094,25.013772
大樓,保強卡地雅大廈,D203000204,永和路,新北市永和區永和路永和路二段233號,2,186.0,中正橋派出所,,121.515466,25.014173
大樓,大樓,D203000205,永興里,新北市永和區永興里國光路123號,3,754.0,中正橋派出所,,121.517472,25.011213
大樓,時尚頂曦大廈,D203000206,上溪里,新北市永和區上溪里文化路9巷16弄2號,1,154.0,中正橋派出所,,121.515087,25.014749
大樓,幸福達人大廈,D203000207,桂林里,新北市永和區桂林里竹林路119巷29號,1,99.0,中正橋派出所,,121.521474,25.011881
大樓,懷石社區,D203000208,豫溪里,新北市永和區豫溪里中正路680巷8號,1,82.0,中正橋派出所,,121.517422,25.009335
大樓,竹林富軒,D203000209,桂林里,新北市永和區桂林里竹林路109巷7號,1,69.0,中正橋派出所,,121.52028,25.012022
大樓,詠荷甲天下,D203000210,上林里,新北市永和區上林里竹林路39巷12號,1,575.0,中正橋派出所,,121.518424,25.014453
大樓,樺福水悅,D203000211,河堤里,新北市永和區河堤里環和西路一段83號,1,801.0,中正橋派出所,,121.512754,25.017976
大樓,大樓,D203000212,勵行里,新北市永和區勵行里永和路二段168號,2,2572.0,中正橋派出所,,121.51551,25.013014
大樓,大樓,D203000213,上林里,新北市永和區上林里竹林路75巷17號,1,73.0,中正橋派出所,,121.519883,25.013902
大樓,大樓,D203000214,光明里,新北市永和區光明里中正路654巷43號,1,157.0,中正橋派出所,,121.518063,25.008898
大樓,大樓,D203000217,光明里,新北市永和區光明里中正路614號,1,86.0,中正橋派出所,,121.51704,25.007619
大樓,大樓,D203000218,頂溪里,新北市永和區頂溪里永和二段293號,2,98.0,中正橋派出所,,121.515931,25.015964
大樓,大樓,D203000219,頂溪里,新北市永和區頂溪里忠孝街11號,1,116.0,中正橋派出所,,121.514705,25.015703
大樓,大樓,D203000220,河堤里,新北市永和區河堤里永和路二段419號,1,40.0,中正橋派出所,,121.515158,25.017547
大樓,捷洋天湛,D203000221,河堤里,新北市永和區河堤里環河西一段11號,1,690.0,中正橋派出所,,121.514572,25.017998
大樓,台北U2社區,D203000222,中興里,新北市永和區中興里復興街102號,1,259.0,中正橋派出所,,121.517454,25.013756
大樓,首曜社區,D203000223,桂林里,新北市永和區桂林里豫溪街189巷2號,1,180.0,中正橋派出所,,121.522876,25.010378
大樓,樹琴公寓大廈,D203000224,正興里,新北市永和區正興里中正路738號,1,180.0,中正橋派出所,,121.515243,25.01027
大樓,博愛麗苑,D203000225,光復里,新北市永和區光復里博愛街19-1號,1,72.0,中正橋派出所,,121.517547,25.015887
大樓,大樓,D203000226,竹林里,新北市永和區竹林里竹林119巷12號,2,126.0,中正橋派出所,,121.520891,25.01156
大樓,大樓,D203000227,復興里,新北市永和區復興里博愛街32巷12號,1,79.0,中正橋派出所,,121.518764,25.015347
大樓,吉美一品花園,D203000228,中興里,新北市永和區中興里竹林路68號,1,2036.0,中正橋派出所,,121.518468,25.013349
公寓,網溪國小,D203000229,上林里,新北市永和區上林里竹林路79號,1,1818.0,中正橋派出所,,121.51934,25.012936
大樓,大樓,D203000230,光明里,新北市永和區光明里中正路618號,2,40.0,中正橋派出所,,121.517061,25.00774
大樓,大樓,D203000233,頂溪里,新北市永和區頂溪里忠孝街34巷9弄9號,1,24.0,中正橋派出所,,121.514317,25.016251
大樓,日景頂曦大廈,D203000234,中興里,新北市永和區中興里復興街32巷16號,1,189.0,中正橋派出所,,121.516228,25.012643
大樓,嘉新皇邸大廈,D204000076,仁愛里,新北市永和區仁愛里仁愛路128號,2,2798.0,新生派出所,,121.511335,25.013138
大樓,大樓,D204000078,保安里,新北市永和區保安里中山路一段168號,2,635.0,新生派出所,,121.50939,25.009268
大樓,豪泰大樓,D204000079,信義里,新北市永和區信義里永和路二段57號,2,608.0,新生派出所,,121.514614,25.01098
大樓,大樓,D204000080,保順里,新北市永和區保順里保順路45號,2,3822.0,新生派出所,,121.502969,25.010942
大樓,大樓,D204000081,信義里,新北市永和區信義里保福路二段16巷27號,1,95.0,新生派出所,,121.511584,25.011319
公寓,永平國小,D204000082,保安里,新北市永和區保安里保生路25號,1,2639.0,新生派出所,,121.505717,25.008053
大樓,經貿王朝,D204000083,保生里,新北市永和區保生里中山路一段320號,2,1804.0,新生派出所,,121.50656,25.006965
大樓,大樓,D204000084,信義里,新北市永和區信義里保福路二段16巷1號,1,140.0,新生派出所,,121.511107,25.01145
大樓,大樓,D204000085,下溪里,新北市永和區下溪里保福路二段155號,1,185.0,新生派出所,,121.509421,25.014535
大樓,大樓,D204000086,下溪里,新北市永和區下溪里保福路二段135號,1,153.0,新生派出所,,121.509634,25.01399
大樓,大樓,D204000087,信義里,新北市永和區信義里保福路二段26巷18號,1,92.0,新生派出所,,121.511506,25.011506
大樓,大樓,D204000088,下溪里,新北市永和區下溪里保福路二段121號,1,145.0,新生派出所,,121.509926,25.013619
大樓,頂溪菁品,D204000089,中溪里,新北市永和區中溪里仁愛路224巷1號,1,484.0,新生派出所,,121.508703,25.012131
大樓,大樓,D204000090,文化里,新北市永和區文化里文化路137巷5弄1號,1,265.0,新生派出所,,121.510185,25.015987
大樓,大樓,D204000091,信義里,新北市永和區信義里保福路二段28號,1,142.0,新生派出所,,121.511077,25.011708
大樓,大樓,D204000092,新廓里,新北市永和區新廓里文化路192巷4弄8號,1,120.0,新生派出所,,121.51155,25.01628
大樓,大樓,D204000093,保安里,新北市永和區保安里中山路一段328巷9號,1,63.0,新生派出所,,121.505245,25.006396
大樓,永和世家,D204000094,信義里,新北市永和區信義里中山路一段60巷9弄7號,1,695.0,新生派出所,,121.512582,25.011161
大樓,大樓,D204000095,仁愛里,新北市永和區仁愛里文化路113巷40號,1,254.0,新生派出所,,121.512986,25.013784
大樓,大樓,D204000096,下溪里,新北市永和區下溪里保福路三段1號,3,528.0,新生派出所,,121.510112,25.013414
大樓,大樓,D204000097,信義里,新北市永和區信義里信義路17巷16號,2,811.0,新生派出所,,121.513598,25.011434
大樓,大樓,D204000098,新廓里,新北市永和區新廓里文化路144巷31弄5號,1,524.0,新生派出所,,121.511967,25.016646
大樓,大樓,D204000099,中溪里,新北市永和區中溪里保福路二段23巷12號,1,131.0,新生派出所,,121.510195,25.01137
大樓,大樓,D204000100,中溪里,新北市永和區中溪里保福路二段55號,1,109.0,新生派出所,,121.51088,25.012104
大樓,吉祥貴族綠鑽大廈,D204000101,中溪里,新北市永和區中溪里永平路284巷1號,3,567.0,新生派出所,,121.507798,25.012096
大樓,大樓,D204000102,中溪里,新北市永和區中溪里永平路290巷2弄29號,2,396.0,新生派出所,,121.508113,25.012738
大樓,闔家歡大廈,D204000103,保安里,新北市永和區保安里中山路一段186號,3,386.0,新生派出所,,121.509046,25.00899
大樓,大樓,D204000104,中溪里,新北市永和區中溪里保福路二段23巷17號,1,105.0,新生派出所,,121.510268,25.01116
大樓,大樓,D204000105,信義里,新北市永和區信義里中山路一段90號,1,145.0,新生派出所,,121.511761,25.010931
大樓,好望角社區,D204000106,中溪里,新北市永和區中溪里中山路一段102號,2,488.0,新生派出所,,121.511125,25.010659
大樓,大樓,D204000107,中溪里,新北市永和區中溪里永平路218巷14號,2,284.0,新生派出所,,121.509803,25.010904
大樓,大樓,D204000108,信義里,新北市永和區信義里信義路25巷19弄47號,1,259.0,新生派出所,,121.512959,25.011681
大樓,大樓,D204000109,仁愛里,新北市永和區仁愛里保福路二段46號,2,399.0,新生派出所,,121.511099,25.012131
大樓,永平家園,D204000110,中溪里,新北市永和區中溪里永平路218巷7號,2,1117.0,新生派出所,,121.509641,25.011222
大樓,大樓,D204000111,下溪里,新北市永和區下溪里保福路二段159巷2號,2,160.0,新生派出所,,121.509206,25.014647
大樓,大樓,D204000115,保安里,新北市永和區保安里中山路一段322號,3,484.0,新生派出所,,121.506368,25.00678
大樓,大樓,D204000116,保安里,新北市永和區保安里保生路24號,4,6338.0,新生派出所,,121.506543,25.00778
大樓,大樓,D204000117,中溪里,新北市永和區中溪里仁愛路186巷1號,1,1316.0,新生派出所,,121.509714,25.012689
大樓,大樓,D204000118,保順里,新北市永和區保順里仁愛路306巷13號,2,1012.0,新生派出所,,121.5027,25.008093
大樓,大樓,D204000119,新廓里,新北市永和區新廓里文化路188號,1,117.0,新生派出所,,121.511189,25.016124
大樓,大樓,D204000120,中溪里,新北市永和區中溪里永平路280號,1,225.0,新生派出所,,121.507978,25.011788
大樓,永貞仁愛大廈,D204000121,保安里,新北市永和區保安里仁愛路263號,3,275.0,新生派出所,,121.506409,25.010062
大樓,大樓,D204000122,仁愛里,新北市永和區仁愛里仁愛路141巷8號,2,429.0,新生派出所,,121.511469,25.012519
大樓,凱旋門紅鑽社區,D204000123,保順里,新北市永和區保順里保順路33號,2,2901.0,新生派出所,,121.503407,25.010523
大樓,大樓,D204000124,保順里,新北市永和區保順里仁愛路308號,2,893.0,新生派出所,,121.503061,25.008005
大樓,凱旋門翡翠社區,D204000125,保順里,新北市永和區保順里保順路41號,2,813.0,新生派出所,,121.503181,25.010794
大樓,大樓,D204000126,中溪里,新北市永和區中溪里仁愛路216號,1,198.0,新生派出所,,121.508968,25.012183
大樓,大樓,D204000127,後溪里,新北市永和區後溪里信義路12巷1號,1,255.0,新生派出所,,121.514471,25.012295
大樓,大樓,D204000128,保順里,新北市永和區保順里環河西路二段247號,1,169.0,新生派出所,,121.499979,25.009079
大樓,大樓,D204000129,新生里,新北市永和區新生里新生路210巷6號,1,113.0,新生派出所,,121.505388,25.013284
大樓,大樓,D204000130,中溪里,新北市永和區中溪里永平路284巷30號,1,59.0,新生派出所,,121.508374,25.012393
大樓,甜園大樓,D204000131,保安里,新北市永和區保安里中山路一段214號,2,211.0,新生派出所,,121.508486,25.00854
大樓,大樓,D204000132,仁愛里,新北市永和區仁愛里文化路113巷46號,2,525.0,新生派出所,,121.512993,25.013625
大樓,大樓,D204000133,信義里,新北市永和區信義里信義路25巷19弄19號,1,322.0,新生派出所,,121.512959,25.011681
大樓,大樓,D204000134,信義里,新北市永和區信義里信義路25巷19弄10號,1,56.0,新生派出所,,121.512928,25.011816
大樓,大樓,D204000135,後溪里,新北市永和區後溪里信義路25巷26號,1,356.0,新生派出所,,121.512902,25.011952
大樓,大樓,D204000137,文化里,新北市永和區文化里文化路149巷6號,1,134.0,新生派出所,,121.510425,25.015983
大樓,長隄社區,D204000138,保順里,新北市永和區保順里環河西路二段203號,3,3822.0,新生派出所,,121.50195,25.010795
大樓,大樓,D204000139,信義里,新北市永和區信義里信義路25巷19弄1517號,1,165.0,新生派出所,,121.512959,25.011681
大樓,大樓,D204000140,信義里,新北市永和區信義里信義路25巷19弄6號,1,100.0,新生派出所,,121.513065,25.011861
大樓,永和捷運雙星大廈,D204000141,信義里,新北市永和區信義里中山路一段24號,3,657.0,新生派出所,,121.513837,25.010608
大樓,永平中學,D204000142,保安里,新北市永和區保安里永平路205號,1,1531.0,新生派出所,,121.508626,25.010751
大樓,大樓,D204000143,中溪里,新北市永和區中溪里保福路二段23巷2號,1,86.0,新生派出所,,121.510635,25.011283
大樓,大樓,D204000144,信義里,新北市永和區信義里信義路25巷19弄23號,1,146.0,新生派出所,,121.512872,25.011513
大樓,大樓,D204000145,新廓里,新北市永和區新廓里保安路21號,1,117.0,新生派出所,,121.5104,25.016759
大樓,家福社區,D204000146,保順里,新北市永和區保順里仁愛路306巷5號,2,695.0,新生派出所,,121.503085,25.00797
大樓,吉祥新貴族金鑽,D204000147,保安里,新北市永和區保安里保生路54號,3,594.0,新生派出所,,121.505561,25.008751
大樓,大樓,D204000148,文化里,新北市永和區文化里保安路132號,2,138.0,新生派出所,,121.508869,25.015394
大樓,萬象之都,D204000149,後溪里,新北市永和區後溪里永和路二段147號,3,377.0,新生派出所,,121.515073,25.012679
大樓,大樓,D204000150,後溪里,新北市永和區後溪里信義路43巷２號,1,404.0,新生派出所,,121.512964,25.012267
大樓,信義綠社區,D204000151,仁愛里,新北市永和區仁愛里信義路95號,1,539.0,新生派出所,,121.512268,25.013939
大樓,綠寶石社區,D204000152,保順里,新北市永和區保順里環河西路二段2192號,4,1498.0,新生派出所,,121.499083,25.008647
公寓,永平高中,D204000153,保安里,新北市永和區保安里永平路205號,1,1682.0,新生派出所,,121.508626,25.010751
大樓,亞特蘭大,D204000154,下溪里,新北市永和區下溪里保安路270號,4,1197.0,新生派出所,,121.505629,25.012258
大樓,仁愛寶第,D204000155,中溪里,新北市永和區中溪里保福路二段61號,2,1189.0,新生派出所,,121.510811,25.012268
大樓,大樓,D204000156,保順里,新北市永和區保順里保順路53號,3,1770.0,新生派出所,,121.502737,25.01112
大樓,仁愛春天公寓,D204000157,保安里,新北市永和區保安里仁愛路301號,2,910.0,新生派出所,,121.503802,25.008
大樓,大樓,D204000158,中溪里,新北市永和區中溪里保福路二段19號,1,71.0,新生派出所,,121.510829,25.011172
