電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
2.0,永吉里,臺北市信義區永吉里008鄰松山路11號,25.04943,121.57862,1.0,1030.0,鐵路警察局臺北分局,松山車站
3.0,黎明里,臺北市中正區黎明里003鄰北平西路3號,25.048,121.51662,1.0,2000.0,鐵路警察局臺北分局,臺北車站
