類別,建築物名稱,電腦編號,村里別,地址,"地下樓 層數",可容納人數,派出所,備註,經度,緯度
大樓,華廈,DC11000018,水碓里,新北市五股區水碓里自強路19巷19號,1.0,316.0,德音派出所,,121.4347,25.07324
大樓,台北夢公園社區,DC11000019,水碓里,新北市五股區水碓里水碓路16巷2號,1.0,1009.0,德音派出所,,121.4338,25.07258
大樓,飛翔台北社區,DC11000020,福德里,新北市五股區福德里自強路127號,1.0,2293.0,德音派出所,,121.4323,25.06999
大樓,成名學府社區,DC11000021,水碓里,新北市五股區水碓里水碓路1號,1.0,953.0,德音派出所,,121.4339,25.07216
大樓,台北星州社區,DC11000022,德泰里,新北市五股區德泰里成泰路1段26號,1.0,5033.0,德音派出所,,121.4348,25.06773
大樓,宏觀京華樓社區,DC11000023,德泰里,新北市五股區德泰里成泰路1段8巷2號,1.0,334.0,德音派出所,,121.4347,25.06689
大樓,德音報喜社區,DC11000024,水碓里,新北市五股區水碓里水碓一路12號,1.0,837.0,德音派出所,,121.4325,25.07305
大樓,大方春田社區,DC11000025,水碓里,新北市五股區水碓里明德路12巷6號,1.0,165.0,德音派出所,,121.4336,25.07203
大樓,竹林大廈社區,DC11000026,水碓里,新北市五股區水碓里自強路56號,1.0,607.0,德音派出所,,121.4331,25.07365
公寓,遠傳電信五股機房,DC11000027,福德里,新北市五股區福德里成泰路1段99號,1.0,126.0,德音派出所,,,
大樓,富貴林園社區,DC11000028,德音里,新北市五股區德音里成泰路1段241巷18號,1.0,1077.0,德音派出所,,121.4355,25.08126
大樓,長春泉社區,DC11000029,德音里,新北市五股區德音里成泰路1段219號,1.0,1771.0,德音派出所,,121.4352,25.07726
公寓,明蘆社區,DC11000030,水碓里,新北市五股區水碓里水碓九路110號,1.0,185.0,德音派出所,,121.4299,25.07265
大樓,新加坡花園城堡社區,DC11000031,福德里,新北市五股區福德里登林路81號,1.0,4066.0,德音派出所,,121.4272,25.07027
大樓,貿商社區,DC11000032,貿商里,新北市五股區貿商里登林路74號之1,2.0,11187.0,德音派出所,,121.4312,25.06948
大樓,貿商社區(A區),DC11000033,貿商里,新北市五股區貿商里登林路76-10號,1.0,136.0,德音派出所,,121.429,25.0695
大樓,貿商二村社區(C區),DC11000034,貿商里,新北市五股區貿商里自強路101號,1.0,695.0,德音派出所,,121.4324,25.07108
大樓,麗緻雅都社區,DC11000035,貿商里,新北市五股區貿商里自強路136號,1.0,4068.0,德音派出所,,121.4321,25.07118
大樓,坎城假期社區,DC11000036,德泰里,新北市五股區德泰里成泰路1段2號,1.0,2036.0,德音派出所,,121.4338,25.06673
大樓,香草部落格社區,DC11000038,德泰里,新北市五股區德泰里成泰路1段7巷58號,1.0,1612.0,德音派出所,,121.4324,25.0676
大樓,翠堤名門,DC21000001,南港里,新北市蘆洲區南港里永平街56號,1.0,343.0,三民派出所,,121.4577,25.09156
大樓,大樓,DC21000002,南港里,新北市蘆洲區南港里永平街32巷21弄27號,1.0,486.0,三民派出所,,121.4581,25.09215
大樓,如意芳樓,DC21000003,南港里,新北市蘆洲區南港里永平街32巷45弄12號,1.0,545.0,三民派出所,,121.4593,25.09265
大樓,小康世界,DC21000005,南港里,新北市蘆洲區南港里永平街32巷45弄4號,1.0,612.0,三民派出所,,121.4595,25.09274
大樓,大樓,DC21000006,永樂里,新北市蘆洲區永樂里永樂街38巷30號,1.0,661.0,三民派出所,,121.4584,25.08956
大樓,翰林天廈,DC21000007,永樂里,新北市蘆洲區永樂里永樂街40號,1.0,1448.0,三民派出所,,121.458,25.0884
大樓,大樓,DC21000008,永樂里,新北市蘆洲區永樂里永樂街38巷32號,1.0,1490.0,三民派出所,,121.4584,25.08962
大樓,大樓,DC21000009,永樂里,新北市蘆洲區永樂里永樂街62號,1.0,636.0,三民派出所,,121.4574,25.08856
大樓,大樓,DC21000010,成功里,新北市蘆洲區成功里永樂街77號,1.0,631.0,三民派出所,,121.4561,25.08868
大樓,我想家社區,DC21000011,永樂里,新北市蘆洲區永樂里永樂街38巷19弄17號,1.0,1070.0,三民派出所,,121.4572,25.08912
大樓,大樓,DC21000012,成功里,新北市蘆洲區成功里永樂街47號,1.0,518.0,三民派出所,,121.4569,25.08848
大樓,大樓,DC21000013,永樂里,新北市蘆洲區永樂里環堤大道172號,1.0,337.0,三民派出所,,121.4563,25.08992
大樓,大樓,DC21000014,成功里,新北市蘆洲區成功里長安街367號,1.0,740.0,三民派出所,,121.4572,25.08751
大樓,麗景園林社區,DC21000015,成功里,新北市蘆洲區成功里永樂街31巷20號,1.0,377.0,三民派出所,,121.458,25.08766
大樓,大樓,DC21000016,成功里,新北市蘆洲區成功里長安街375巷4弄1號,1.0,915.0,三民派出所,,121.4568,25.08803
大樓,家昌三期社區,DC21000017,忠孝里,新北市蘆洲區忠孝里民義街68巷1號,1.0,458.0,三民派出所,,121.4734,25.08985
公寓,公寓,DC21000018,仁愛里,新北市蘆洲區仁愛里民義街12號,1.0,257.0,三民派出所,,121.4712,25.08839
大樓,民權新貴,DC21000019,水湳里,新北市蘆洲區水湳里民義街101巷5號,1.0,600.0,三民派出所,,121.4734,25.09089
大樓,仁愛天廈,DC21000020,水湳里,新北市蘆洲區水湳里民族路363號,1.0,1345.0,三民派出所,,121.4717,25.09155
大樓,大樓,DC21000021,水湳里,新北市蘆洲區水湳里民權路139號2,1.0,137.0,三民派出所,,121.4716,25.0905
大樓,公寓,DC21000022,水湳里,新北市蘆洲區水湳里民族路466巷2號,1.0,544.0,三民派出所,,121.472,25.092
學校,仁愛國小(川堂),DC21000023,水湳里,新北市蘆洲區水湳里民族路488號,1.0,2631.0,三民派出所,,121.471,25.09145
大樓,騰景社區,DC21000024,仁愛里,新北市蘆洲區仁愛里三民路110巷51號,1.0,940.0,三民派出所,,121.4725,25.08823
公寓,公寓,DC21000025,南港里,新北市蘆洲區南港里永平街32巷53號,1.0,258.0,三民派出所,,121.4598,25.09261
大樓,萬豐社區,DC21000026,成功里,新北市蘆洲區成功里長安街375巷21號,1.0,1884.0,三民派出所,,121.4562,25.08784
大樓,大樓,DC21000027,成功里,新北市蘆洲區成功里長安街375巷36號,1.0,843.0,三民派出所,,121.4559,25.08803
公寓,公寓,DC21000029,南港里,新北市蘆洲區南港里長榮路641號,1.0,776.0,三民派出所,,121.4597,25.09087
公寓,公寓,DC21000030,南港里,新北市蘆洲區南港里永平街32巷12弄14號,1.0,146.0,三民派出所,,121.4596,25.0911
公寓,公寓,DC21000031,忠孝里,新北市蘆洲區忠孝里民義街68巷2號,1.0,431.0,三民派出所,,121.473,25.08974
大樓,大樓,DC21000032,忠孝里,新北市蘆洲區忠孝里民權路106巷5弄2號,1.0,1147.0,三民派出所,,121.4744,25.08908
大樓,大樓,DC21000033,成功里,新北市蘆洲區成功里長安街315號,1.0,607.0,三民派出所,,121.4574,25.08619
公寓,公寓,DC21000034,成功里,新北市蘆洲區成功里長安街268號,1.0,219.0,三民派出所,,121.4574,25.08682
公寓,公寓,DC21000035,成功里,新北市蘆洲區成功里長安街246巷9號,1.0,266.0,三民派出所,,121.4581,25.08634
大樓,鷺江庭園大樓,DC21000036,成功里,新北市蘆洲區成功里長安街337號,1.0,143.0,三民派出所,,121.4572,25.08676
大樓,長安大街社區,DC21000037,成功里,新北市蘆洲區成功里長安街260號,1.0,1218.0,三民派出所,,121.4575,25.08656
大樓,仁愛家園,DC21000038,水湳里,新北市蘆洲區水湳里仁愛街41號,1.0,183.0,三民派出所,,121.4721,25.09301
大樓,盛發三民大廈,DC21000039,保新里,新北市蘆洲區保新里三民路238號,1.0,900.0,三民派出所,,121.4683,25.08979
公寓,公寓,DC21000040,水湳里,新北市蘆洲區水湳里仁愛街57號,1.0,377.0,三民派出所,,121.4719,25.09323
大樓,皇家宮庭,DC21000042,水湳里,新北市蘆洲區水湳里仁愛街53號,1.0,1008.0,三民派出所,,121.4715,25.09303
公寓,永平市場,DC21000043,永樂里,新北市蘆洲區永樂里永平街1號,1.0,605.0,三民派出所,,121.4592,25.09036
大樓,台北春大地社區,DC21000044,永樂里,新北市蘆洲區永樂里永樂街38巷57弄2號,1.0,1771.0,三民派出所,,121.4583,25.09032
大樓,日生揚社區,DC21000045,永樂里,新北市蘆洲區永樂里永樂街38巷57弄16號,1.0,970.0,三民派出所,,121.4576,25.09064
大樓,觀景大廈,DC21000046,永樂里,新北市蘆洲區永樂里永樂街38巷45弄49號,1.0,463.0,三民派出所,,121.4568,25.09024
大樓,全球大富貴,DC21000047,永樂里,新北市蘆洲區永樂里永樂街38巷45弄2號,1.0,1523.0,三民派出所,,121.4581,25.08997
公寓,公寓,DC21000050,永樂里,新北市蘆洲區永樂里永樂街38巷67弄17號23,1.0,288.0,三民派出所,,121.458,25.09072
大樓,東坡居社區,DC21000051,永樂里,新北市蘆洲區永樂里永樂街38巷67弄41號,1.0,219.0,三民派出所,,121.4572,25.0911
大樓,公寓,DC21000052,仁愛里,新北市蘆洲區仁愛里民權路116號,1.0,284.0,三民派出所,,121.4736,25.08851
大樓,公寓,DC21000053,南港里,新北市蘆洲區南港里永平街32巷21弄10號,1.0,194.0,三民派出所,,121.4589,25.09189
大樓,公寓,DC21000054,正義里,新北市蘆洲區正義里中正路321號,1.0,127.0,三民派出所,,121.4659,25.08893
大樓,萬信社區,DC21000055,南港里,新北市蘆洲區南港里三民路591號,1.0,602.0,三民派出所,,121.4611,25.09337
大樓,林建生紀念圖書館,DC21000056,保新里,新北市蘆洲區保新里三民路178號,1.0,381.0,三民派出所,,121.4699,25.08852
大樓,連登社區,DC21000057,水湳里,新北市蘆洲區水湳里民族路436巷5號,1.0,824.0,三民派出所,,121.4729,25.09283
大樓,大樓,DC21000059,成功里,新北市蘆洲區成功里長安街246巷2號,1.0,388.0,三民派出所,,121.4579,25.08612
大樓,大樓,DC21000060,水湳里,新北市蘆洲區水湳里仁愛街135號,1.0,824.0,三民派出所,,121.47,25.0946
大樓,大樓,DC21000061,成功里,新北市蘆洲區成功里長安街246巷6號,1.0,685.0,三民派出所,,121.458,25.08615
大樓,成功國小(永安樓)右棟,DC21000063,成功里,新北市蘆洲區成功里長安街311號,1.0,476.0,三民派出所,,121.4575,25.08567
大樓,校園芳原社區,DC21000064,忠孝里,新北市蘆洲區忠孝里民義街60號,1.0,214.0,三民派出所,,121.4727,25.08958
大樓,萬行社區,DC21000065,水湳里,新北市蘆洲區水湳里民族路464號,1.0,329.0,三民派出所,,121.4719,25.09186
大樓,大樓,DC21000067,成功里,新北市蘆洲區成功里長安街290號,1.0,1012.0,三民派出所,,121.4574,25.088
大樓,大樓,DC21000070,水湳里,新北市蘆洲區水湳里民族路357號,1.0,427.0,三民派出所,,121.4719,25.09168
大樓,河景大廈,DC21000071,成功里,新北市蘆洲區成功里永樂街61號,2.0,3095.0,三民派出所,,121.4566,25.08854
大樓,大視界(C區),DC21000072,保佑里,新北市蘆洲區保佑里民族路347號,1.0,272.0,三民派出所,,121.4683,25.08926
大樓,江南社區,DC21000073,成功里,新北市蘆洲區成功里長安街280號,1.0,585.0,三民派出所,,121.4574,25.08727
大樓,公寓,DC21000074,成功里,新北市蘆洲區成功里永樂街31巷28號,1.0,203.0,三民派出所,,121.4579,25.0874
大樓,大樓,DC21000076,成功里,新北市蘆洲區成功里長安街375巷18號,1.0,204.0,三民派出所,,121.4566,25.0881
大樓,大樓,DC21000077,水湳里,新北市蘆洲區水湳里民義街49號,1.0,329.0,三民派出所,,121.4727,25.08976
大樓,大樓,DC21000078,水湳里,新北市蘆洲區水湳里民義街35巷2號,1.0,301.0,三民派出所,,121.4719,25.08944
大樓,公寓,DC21000079,南港里,新北市蘆洲區南港里永平街32號1,1.0,75.0,三民派出所,,121.4586,25.09108
大樓,新士林藝術廣場,DC21000080,南港里,新北市蘆洲區南港里永平街32巷11弄23號,1.0,873.0,三民派出所,,121.458,25.09167
大樓,龍騰社區,DC21000081,南港里,新北市蘆洲區南港里永平街32巷22弄3號,1.0,970.0,三民派出所,,121.4599,25.09237
大樓,台北瞭望台,DC21000082,永樂里,新北市蘆洲區永樂里永樂街38巷45弄32號,1.0,1490.0,三民派出所,,121.4568,25.09045
公寓,公寓,DC21000084,永樂里,新北市蘆洲區永樂里永樂街38巷20號,1.0,212.0,三民派出所,,121.4584,25.08916
大樓,摩天大樓,DC21000085,永樂里,新北市蘆洲區永樂里永樂街38巷19弄61號,1.0,211.0,三民派出所,,121.4563,25.08945
大樓,林建生紀念圖書館,DC21000086,保新里,新北市蘆洲區保新里三民路178號,1.0,238.0,三民派出所,,121.4699,25.08852
大樓,民族天廈,DC21000087,保新里,新北市蘆洲區保新里民族路524號,1.0,456.0,三民派出所,,121.4689,25.09008
大樓,大樓,DC21000088,水湳里,新北市蘆洲區水湳里水湳街104號,1.0,1546.0,三民派出所,,121.4696,25.09296
大樓,公寓,DC21000089,保佑里,新北市蘆洲區保佑里中正路202號,1.0,137.0,三民派出所,,121.4666,25.08844
大樓,大樓,DC21000090,保佑里,新北市蘆洲區保佑里三民路249號,1.0,406.0,三民派出所,,121.4686,25.08913
大樓,空中大學(教學大樓),DC21000091,保佑里,新北市蘆洲區保佑里中正路172號,1.0,1176.0,三民派出所,,121.468,25.08687
大樓,重陽御座,DC21000092,水湳里,新北市蘆洲區水湳里三民路128巷26號,1.0,934.0,三民派出所,,121.4708,25.08837
大樓,全球嘉年華,DC21000093,永樂里,新北市蘆洲區永樂里永樂街94號,1.0,1405.0,三民派出所,,121.4564,25.08878
大樓,大樓,DC21000094,水湳里,新北市蘆洲區水湳里民族路466巷5號,1.0,320.0,三民派出所,,121.4716,25.09188
大樓,富貴榮邑社區,DC21000095,仁愛里,新北市蘆洲區仁愛里民義街24號,1.0,1152.0,三民派出所,,121.4715,25.08861
公寓,成功國小(長安樓),DC21000096,成功里,新北市蘆洲區成功里長安街311號,2.0,304.0,三民派出所,,121.4575,25.08567
大樓,三多利二期,DC21000097,水湳里,新北市蘆洲區水湳里仁愛街35巷2號,1.0,616.0,三民派出所,,121.472,25.0928
大樓,大樓,DC21000098,忠孝里,新北市蘆洲區忠孝里民族路327巷112弄1號,1.0,613.0,三民派出所,,121.4751,25.08991
大樓,公寓,DC21000100,仁愛里,新北市蘆洲區仁愛里三民路110巷26號,1.0,88.0,三民派出所,,121.4725,25.08758
大樓,大樓,DC21000101,成功里,新北市蘆洲區成功里永康街2巷25號,1.0,347.0,三民派出所,,121.4591,25.08631
大樓,公寓,DC21000102,成功里,新北市蘆洲區成功里長安街276號,1.0,179.0,三民派出所,,121.4574,25.08711
大樓,大樓,DC21000103,成功里,新北市蘆洲區成功里長安街256號,1.0,1086.0,三民派出所,,121.4575,25.08647
大樓,大樓,DC21000104,保新里,新北市蘆洲區保新里三民路140號,1.0,90.0,三民派出所,,121.4707,25.08782
大樓,群英會,DC21000105,水湳里,新北市蘆洲區水湳里水湳街48號,1.0,2181.0,三民派出所,,121.471,25.08978
大樓,公寓,DC21000106,成功里,新北市蘆洲區成功里長安街361巷25號,1.0,386.0,三民派出所,,121.4562,25.08745
大樓,大樓,DC21000107,水湳里,新北市蘆洲區水湳里水湳街257號,1.0,828.0,三民派出所,,121.4693,25.09238
大樓,大樓,DC21000108,成功里,新北市蘆洲區成功里永樂街45號,1.0,191.0,三民派出所,,121.4571,25.08844
大樓,鳳禧社區,DC21000109,仁愛里,新北市蘆洲區仁愛里水湳街31號,1.0,2490.0,三民派出所,,121.472,25.08794
大樓,原莊第一期社區,DC21000110,成功里,新北市蘆洲區成功里長安街347巷27號,1.0,920.0,三民派出所,,121.4559,25.08698
大樓,公寓,DC21000111,南港里,新北市蘆洲區南港里環堤大道226號,1.0,448.0,三民派出所,,121.4582,25.09283
公寓,成功國小(永康樓),DC21000112,成功里,新北市蘆洲區成功里長安街311號,1.0,327.0,三民派出所,,121.4575,25.08567
公寓,公寓,DC21000113,水湳里,新北市蘆洲區水湳里仁愛街129號,1.0,199.0,三民派出所,,121.4702,25.09457
學校,仁愛國小(新棟),DC21000114,水湳里,新北市蘆洲區水湳里民族路488號,1.0,461.0,三民派出所,,121.471,25.09145
公寓,公寓,DC21000115,水湳里,新北市蘆洲區水湳里民族路345巷2號,1.0,579.0,三民派出所,,121.4724,25.09175
學校,仁愛國小(第一棟教室),DC21000116,水湳里,新北市蘆洲區水湳里民族路488號,1.0,4681.0,三民派出所,,121.471,25.09145
公寓,成功國小(永安樓)左棟,DC21000117,成功里,新北市蘆洲區成功里長安街311號,1.0,308.0,三民派出所,,121.4575,25.08567
大樓,瓦特鎮,DC21000118,水湳里,新北市蘆洲區水湳里三民路128巷68號,1.0,197.0,三民派出所,,121.4702,25.08932
大樓,瓦特鎮,DC21000119,水湳里,新北市蘆洲區水湳里三民路128巷66號,1.0,180.0,三民派出所,,121.4703,25.0892
公寓,公寓,DC21000120,水湳里,新北市蘆洲區水湳里民族路442號,1.0,577.0,三民派出所,,121.4731,25.09204
大樓,天生愛家社區,DC21000121,水湳里,新北市蘆洲區水湳里民族路335號,1.0,406.0,三民派出所,,121.4731,25.09186
大樓,天運社區,DC21000122,水湳里,新北市蘆洲區水湳里民族路331號,1.0,2080.0,三民派出所,,121.4738,25.09173
大樓,英倫大第,DC21000123,保佑里,新北市蘆洲區保佑里三民路237號,1.0,2053.0,三民派出所,,121.4692,25.08862
大樓,書香畫境,DC21000124,成功里,新北市蘆洲區成功里環堤大道120號,1.0,244.0,三民派出所,,121.4556,25.08727
大樓,大樓,DC21000125,南港里,新北市蘆洲區南港里長榮路701號,1.0,488.0,三民派出所,,121.4608,25.09291
大樓,捷運之星,DC21000127,水湳里,新北市蘆洲區水湳里仁愛街73號,1.0,294.0,三民派出所,,121.471,25.0937
大樓,大樓,DC21000128,正義里,新北市蘆洲區正義里永樂街27巷31號,1.0,557.0,三民派出所,,121.4588,25.08725
公寓,四季花園社區,DC21000129,水湳里,新北市蘆洲區水湳里水湳街36號1,1.0,1786.0,三民派出所,,121.4706,25.08975
大樓,大樓,DC21000130,南港里,新北市蘆洲區南港里永平街32巷69弄5號,1.0,252.0,三民派出所,,121.4597,25.09327
公寓,鷺江國中停車場,DC21000131,正義里,新北市蘆洲區正義里長樂路235號,1.0,1696.0,三民派出所,,121.462,25.09027
大樓,華格納圓舞曲,DC21000132,水湳里,新北市蘆洲區水湳里仁愛街93巷1號,1.0,1540.0,三民派出所,,121.4711,25.0939
大樓,合康米堤,DC21000133,成功里,新北市蘆洲區成功里永康街12號,2.0,1763.0,三民派出所,,121.4591,25.0859
大樓,畢卡索,DC21000134,仁愛里,新北市蘆洲區仁愛里三民路120號,2.0,998.0,三民派出所,,121.4713,25.08734
大樓,華格納A區,DC21000135,水湳里,新北市蘆洲區水湳里水湳街156號,1.0,1102.0,三民派出所,,121.4702,25.09348
公寓,成功國小(成真樓),DC21000136,成功里,新北市蘆洲區成功里長安街311號,1.0,223.0,三民派出所,,121.4575,25.08567
大樓,玫瑰花園社區,DC21000137,水湳里,新北市蘆洲區水湳里水湳街397號,1.0,1205.0,三民派出所,,121.4702,25.09393
大樓,如意滿堂,DC21000138,正義里,新北市蘆洲區正義里長樂路110號,1.0,968.0,三民派出所,,121.462,25.08939
大樓,大渼社區,DC21000140,永樂里,新北市蘆洲區永樂里環堤大道170號,1.0,1265.0,三民派出所,,121.4563,25.08992
大樓,大視界仁愛社區,DC21000141,水湳里,新北市蘆洲區水湳里民族路448號,1.0,2705.0,三民派出所,,121.4725,25.09202
大樓,公寓,DC21000142,成功里,新北市蘆洲區成功里長安街246巷28弄2.4.6.8號,1.0,425.0,三民派出所,,121.4587,25.08636
大樓,大樓,DC22000001,光華里,新北市蘆洲區光華里中正路185巷5號,1.0,52.0,蘆洲派出所,,121.4683,25.08522
大樓,大樓,DC22000002,得仁里,新北市蘆洲區得仁里中山一路280號,1.0,63.0,蘆洲派出所,,121.4712,25.07908
大樓,第一銀行,DC22000003,恆德里,新北市蘆洲區恆德里中山一路12號,1.0,685.0,蘆洲派出所,,,
大樓,首席特區,DC22000004,恆德里,新北市蘆洲區恆德里重陽街24號,1.0,1564.0,蘆洲派出所,,121.4809,25.08203
大樓,大樓,DC22000005,恆德里,新北市蘆洲區恆德里集賢路401號,1.0,442.0,蘆洲派出所,,121.4803,25.08166
大樓,領袖華廈,DC22000006,恆德里,新北市蘆洲區恆德里重陽街22號,1.0,917.0,蘆洲派出所,,121.4808,25.08161
大樓,博覽家社區,DC22000007,恆德里,新北市蘆洲區恆德里集賢路366號,1.0,1884.0,蘆洲派出所,,121.4806,25.08344
大樓,大樓,DC22000010,中華里,新北市蘆洲區中華里正和街41號,1.0,488.0,蘆洲派出所,,121.4694,25.0815
大樓,大樓,DC22000012,中華里,新北市蘆洲區中華里正和街13號,1.0,156.0,蘆洲派出所,,121.4703,25.08248
大樓,大樓,DC22000013,得勝里,新北市蘆洲區得勝里中山二路111號,1.0,853.0,蘆洲派出所,,121.4725,25.08166
公寓,老舊公寓,DC22000014,中華里,新北市蘆洲區中華里正和街48號,1.0,122.0,蘆洲派出所,,121.4693,25.08178
大樓,功學真善美,DC22000015,中華里,新北市蘆洲區中華里正和街28號,1.0,1268.0,蘆洲派出所,,121.4697,25.08216
大樓,大樓,DC22000016,保和里,新北市蘆洲區保和里三民路89號,1.0,43.0,蘆洲派出所,,121.4744,25.08527
公寓,大樓,DC22000018,仁復里,新北市蘆洲區仁復里三民路33號,1.0,218.0,蘆洲派出所,,121.4755,25.08275
大樓,大樓,DC22000020,得勝里,新北市蘆洲區得勝里中山二路137巷2號,1.0,236.0,蘆洲派出所,,121.4719,25.08139
大樓,京華大廈,DC22000021,得勝里,新北市蘆洲區得勝里中正路10號,1.0,764.0,蘆洲派出所,,121.4718,25.08201
大樓,大樓,DC22000022,保和里,新北市蘆洲區保和里三民路95號,1.0,713.0,蘆洲派出所,,121.4738,25.0847
大樓,中華電信,DC22000023,保和里,新北市蘆洲區保和里三民路91號,1.0,1221.0,蘆洲派出所,,,
學校,蘆洲國小仁愛樓,DC22000025,保和里,新北市蘆洲區保和里中正路100號,1.0,295.0,蘆洲派出所,,121.4699,25.08428
大樓,大樓,DC22000026,光華里,新北市蘆洲區光華里光華路70巷2號8,1.0,295.0,蘆洲派出所,,121.4681,25.08297
大樓,大樓,DC22000027,樹德里,新北市蘆洲區樹德里信義路27巷14號,1.0,2530.0,蘆洲派出所,,121.4739,25.08005
大樓,大樓,DC22000029,得仁里,新北市蘆洲區得仁里中山一路281巷2號,1.0,348.0,蘆洲派出所,,121.4721,25.07949
大樓,大樓,DC22000030,得仁里,新北市蘆洲區得仁里和平路67號,1.0,351.0,蘆洲派出所,,121.4699,25.07892
大樓,大樓,DC22000032,溪墘里,新北市蘆洲區溪墘里中山一路161號,2.0,227.0,蘆洲派出所,,121.4755,25.08149
大樓,大樓,DC22000033,恆德里,新北市蘆洲區恆德里中山一路110號,1.0,234.0,蘆洲派出所,,121.4775,25.08158
大樓,蘆洲新城,DC22000034,恆德里,新北市蘆洲區恆德里三民路26巷30號,1.0,459.0,蘆洲派出所,,121.4779,25.08299
大樓,大樓,DC22000035,恆德里,新北市蘆洲區恆德里三民路26巷40弄2號,1.0,175.0,蘆洲派出所,,121.4782,25.08264
大樓,大樓,DC22000036,中華里,新北市蘆洲區中華里正和街7號,1.0,613.0,蘆洲派出所,,121.4704,25.08256
大樓,大樓,DC22000037,光華里,新北市蘆洲區光華里中正路123號,1.0,653.0,蘆洲派出所,,121.4695,25.08436
大樓,大樓,DC22000038,光華里,新北市蘆洲區光華里中正路129號,1.0,270.0,蘆洲派出所,,121.4694,25.08453
大樓,家住市中心,DC22000039,樹德里,新北市蘆洲區樹德里成功路72巷74號,1.0,719.0,蘆洲派出所,,121.4735,25.08128
大樓,大樓,DC22000040,樹德里,新北市蘆洲區樹德里成功路72巷10號,1.0,443.0,蘆洲派出所,,121.4737,25.08122
大樓,大樓,DC22000041,樹德里,新北市蘆洲區樹德里中山一路182號,1.0,314.0,蘆洲派出所,,121.4739,25.08109
大樓,大樓,DC22000043,樹德里,新北市蘆洲區樹德里中山一路212號,1.0,165.0,蘆洲派出所,,121.4732,25.08064
公寓,公寓,DC22000044,恆德里,新北市蘆洲區恆德里鷺江街53號,1.0,80.0,蘆洲派出所,,121.4778,25.08241
公寓,公寓,DC22000045,恆德里,新北市蘆洲區恆德里信義路154號,1.0,107.0,蘆洲派出所,,121.4794,25.0834
大樓,大樓,DC22000046,光華里,新北市蘆洲區光華里中正路163號,1.0,137.0,蘆洲派出所,,121.469,25.085
大樓,大樓,DC22000047,光華里,新北市蘆洲區光華里中正路153號,1.0,381.0,蘆洲派出所,,121.4692,25.08487
學校,三民高中五育樓,DC22000049,保和里,新北市蘆洲區保和里三民路96號,1.0,2888.0,蘆洲派出所,,121.473,25.08646
大樓,富貴士林,DC22000050,光華里,新北市蘆洲區光華里光華路54巷2號,1.0,2450.0,蘆洲派出所,,121.4683,25.08319
公寓,大樓,DC22000051,得仁里,新北市蘆洲區得仁里和平路57號,1.0,372.0,蘆洲派出所,,121.4703,25.07893
大樓,大樓,DC22000054,樹德里,新北市蘆洲區樹德里中山一路197巷8弄11號15,1.0,732.0,蘆洲派出所,,121.4736,25.07955
大樓,大樓,DC22000055,溪墘里,新北市蘆洲區溪墘里中山一路97巷32弄1號,1.0,367.0,蘆洲派出所,,121.4755,25.08092
大樓,大樓,DC22000056,恆德里,新北市蘆洲區恆德里集賢路269巷32號,1.0,295.0,蘆洲派出所,,121.4824,25.08318
大樓,龍品天下,DC22000057,恆德里,新北市蘆洲區恆德里集賢路269巷14號,1.0,1392.0,蘆洲派出所,,121.4817,25.08324
大樓,大樓,DC22000058,恆德里,新北市蘆洲區恆德里重陽一街14號,1.0,470.0,蘆洲派出所,,121.4815,25.08167
大樓,大樓,DC22000059,中華里,新北市蘆洲區中華里光華路95號,1.0,444.0,蘆洲派出所,,121.4674,25.08249
大樓,大樓,DC22000060,光華里,新北市蘆洲區光華里中正路119號,1.0,126.0,蘆洲派出所,,121.4696,25.08426
大樓,大樓,DC22000061,光華里,新北市蘆洲區光華里中正路117號,1.0,117.0,蘆洲派出所,,121.4697,25.08422
大樓,大樓,DC22000062,溪墘里,新北市蘆洲區溪墘里中山一路97巷30號,1.0,738.0,蘆洲派出所,,121.4758,25.08089
大樓,大樓,DC22000064,恆德里,新北市蘆洲區恆德里中山一路124號,1.0,299.0,蘆洲派出所,,121.4766,25.08176
大樓,大樓,DC22000065,得仁里,新北市蘆洲區得仁里中山一路273號,1.0,1116.0,蘆洲派出所,,121.4724,25.07981
大樓,大樓,DC22000066,恆德里,新北市蘆洲區恆德里永安北路2段16號,1.0,411.0,蘆洲派出所,,121.4814,25.08097
大樓,大樓,DC22000067,溪墘里,新北市蘆洲區溪墘里中山一路129號,1.0,463.0,蘆洲派出所,,121.4758,25.08151
大樓,傑座大廈,DC22000068,保和里,新北市蘆洲區保和里中正路150號,1.0,1205.0,蘆洲派出所,,121.4692,25.08545
大樓,輝煌天厦,DC22000069,得勝里,新北市蘆洲區得勝里中山二路177號,1.0,738.0,蘆洲派出所,,121.471,25.08089
大樓,大樓,DC22000070,保和里,新北市蘆洲區保和里中央路147號,1.0,311.0,蘆洲派出所,,121.4724,25.08458
大樓,麥當樂華夏,DC22000071,恆德里,新北市蘆洲區恆德里永安北路2段12巷1號,2.0,1672.0,蘆洲派出所,,121.4812,25.08081
學校,三民高中八德樓,DC22000072,保和里,新北市蘆洲區保和里三民路96號,1.0,478.0,蘆洲派出所,,121.473,25.08646
大樓,富貴世家NO.3,DC22000073,光華里,新北市蘆洲區光華里光華路46巷20號,2.0,1505.0,蘆洲派出所,,121.4684,25.08373
大樓,大樓,DC22000074,恆德里,新北市蘆洲區恆德里中山一路124號2,1.0,76.0,蘆洲派出所,,121.4766,25.08176
