編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
1.0,公德里,臺中市西區公德里精誠185號,1.0,37.0,第一分局,"120.655281 ","24.148886 "
2.0,公德里,臺中市西區公德里精誠189號,1.0,20.0,第一分局,"120.655320 ","24.148609 "
3.0,公德里,臺中市西區公德里精誠18街11號,1.0,20.0,第一分局,"120.655596 ","24.149429 "
4.0,公德里,臺中市西區公德里精誠18街15號,1.0,20.0,第一分局,"120.655637 ","24.149429 "
5.0,公德里,臺中市西區公德里精誠18街15-1號,1.0,20.0,第一分局,"120.655679 ","24.149429 "
6.0,公德里,臺中市西區公德里精誠18街15-2號,1.0,20.0,第一分局,"120.655721 ","24.149425 "
7.0,公德里,臺中市西區公德里精誠18街15-3號,1.0,18.0,第一分局,"120.655762 ","24.149425 "
8.0,公德里,臺中市西區公德里精誠18街23號,1.0,33.0,第一分局,"120.656054 ","24.149457 "
9.0,公德里,臺中市西區公德里精誠18街25號,1.0,34.0,第一分局,"120.656118 ","24.149457 "
10.0,公德里,臺中市西區公德里精誠18街33號,1.0,309.0,第一分局,"120.656361 ","24.149435 "
11.0,公德里,臺中市西區公德里精誠18街38號,1.0,24.0,第一分局,"120.656313 ","24.149152 "
12.0,公德里,臺中市西區公德里精誠18街40號,1.0,24.0,第一分局,"120.656353 ","24.149152 "
13.0,公德里,臺中市西區公德里精誠18街42號,1.0,24.0,第一分局,"120.656396 ","24.149180 "
14.0,公德里,臺中市西區公德里精誠18街46號,1.0,24.0,第一分局,"120.656437 ","24.149152 "
15.0,公德里,臺中市西區公德里精誠18街48號,1.0,24.0,第一分局,"120.656480 ","24.149152 "
16.0,公德里,臺中市西區公德里精誠18街50號,1.0,25.0,第一分局,"120.656525 ","24.149152 "
17.0,公德里,臺中市西區公德里精誠18街7號,1.0,20.0,第一分局,"120.655512 ","24.149436 "
18.0,公德里,臺中市西區公德里大忠街19號,1.0,32.0,第一分局,"120.656631 ","24.144269 "
19.0,公德里,臺中市西區公德里大忠街20號,1.0,81.0,第一分局,"120.656631 ","24.144311 "
20.0,公德里,臺中市西區公德里大忠街21號,1.0,96.0,第一分局,"120.656631 ","24.144348 "
21.0,公德里,臺中市西區公德里大忠街22號,1.0,96.0,第一分局,"120.656631 ","24.144387 "
22.0,公德里,臺中市西區公德里大忠街110號,1.0,54.0,第一分局,"120.656915 ","24.150240 "
23.0,公德里,臺中市西區公德里大忠街94號,1.0,69.0,第一分局,"120.656893 ","24.149797 "
24.0,公德里,臺中市西區公德里公益路335號,1.0,218.0,第一分局,"120.655868 ","24.150715 "
25.0,公德里,臺中市西區公德里公益路345號,1.0,160.0,第一分局,"120.655235 ","24.150662 "
26.0,公德里,臺中市西區公德里忠明南路142號,1.0,60.0,第一分局,"120.657072 ","24.150348 "
27.0,公德里,臺中市西區公德里忠明南路144號,1.0,65.0,第一分局,"120.657070 ","24.150307 "
28.0,公德里,臺中市西區公德里忠明南路146號,1.0,60.0,第一分局,"120.657070 ","24.150261 "
29.0,公德里,臺中市西區公德里忠明南路150號,1.0,30.0,第一分局,"120.657082 ","24.150151 "
30.0,公德里,臺中市西區公德里精誠16街11號,1.0,150.0,第一分局,"120.655806 ","24.150468 "
31.0,公德里,臺中市西區公德里精誠16街20號,1.0,58.0,第一分局,"120.656015 ","24.150162 "
32.0,公德里,臺中市西區公德里精誠16街26號,1.0,588.0,第一分局,"120.656415 ","24.150183 "
33.0,公德里,臺中市西區公德里精誠路127號,1.0,57.0,第一分局,"120.655296 ","24.150244 "
34.0,公德里,臺中市西區公德里精誠路129號,1.0,125.0,第一分局,"120.655288 ","24.150205 "
35.0,公德里,臺中市西區公德里精誠路129號,1.0,38.0,第一分局,"120.655288 ","24.150205 "
36.0,公德里,臺中市西區公德里精誠路131號,1.0,84.0,第一分局,"120.655288 ","24.150162 "
37.0,公德里,臺中市西區公德里精誠路133號,1.0,124.0,第一分局,"120.655285 ","24.150122 "
38.0,公德里,臺中市西區公德里精誠路135號,1.0,122.0,第一分局,"120.655264 ","24.150082 "
39.0,公德里,臺中市西區公德里精誠路137號,1.0,86.0,第一分局,"120.655264 ","24.150041 "
40.0,公德里,臺中市西區公德里精誠路139號,1.0,114.0,第一分局,"120.655264 ","24.150001 "
41.0,公德里,臺中市西區公德里精誠路141號,1.0,108.0,第一分局,"120.655288 ","24.149961 "
42.0,公德里,臺中市西區公德里精誠路143號,1.0,37.0,第一分局,"120.655288 ","24.149920 "
43.0,公德里,臺中市西區公德里精誠路145號,1.0,28.0,第一分局,"120.655288 ","24.149881 "
44.0,公德里,臺中市西區公德里精誠路147號,1.0,28.0,第一分局,"120.655288 ","24.149837 "
45.0,公德里,臺中市西區公德里精誠29街10號,1.0,25.0,第一分局,"120.655541 ","24.143082 "
46.0,公德里,臺中市西區公德里精誠29街12號,1.0,26.0,第一分局,"120.655584 ","24.143082 "
47.0,公德里,臺中市西區公德里精誠29街14號,1.0,26.0,第一分局,"120.655627 ","24.143082 "
48.0,公德里,臺中市西區公德里精誠29街16號,1.0,38.0,第一分局,"120.655677 ","24.143087 "
49.0,公德里,臺中市西區公德里精誠路345號,1.0,498.0,第一分局,"120.655264 ","24.143633 "
50.0,公德里,臺中市西區公德里大忠街60號,1.0,56.0,第一分局,"120.656610 ","24.148940 "
51.0,公德里,臺中市西區公德里大忠街64號,1.0,26.0,第一分局,"120.656633 ","24.149110 "
52.0,公德里,臺中市西區公德里大忠街65號,1.0,26.0,第一分局,"120.656632 ","24.149156 "
53.0,公德里,臺中市西區公德里大忠街66號,1.0,21.0,第一分局,"120.656632 ","24.149215 "
54.0,公德里,臺中市西區公德里精誠17街15號,1.0,41.0,第一分局,"120.655745 ","24.149932 "
55.0,公德里,臺中市西區公德里精誠17街29號,1.0,69.0,第一分局,"120.656066 ","24.149906 "
56.0,公德里,臺中市西區公德里精誠路159號,1.0,77.0,第一分局,"120.655310 ","24.149539 "
57.0,公德里,臺中市西區公德里精誠路179號,1.0,29.0,第一分局,"120.655280 ","24.148968 "
58.0,公德里,臺中市西區公德里大忠街63號,1.0,52.0,第一分局,"120.656633 ","24.149063 "
59.0,公德里,臺中市西區公德里大忠街70號,1.0,1091.0,第一分局,"120.656649 ","24.149647 "
60.0,公德里,臺中市西區公德里精誠199號,1.0,84.0,第一分局,"120.655294 ","24.148202 "
61.0,公德里,臺中市西區公德里精誠路153號,1.0,176.0,第一分局,"120.655268 ","24.149660 "
62.0,公德里,臺中市西區公德里精誠路201號,1.0,28.0,第一分局,"120.655291 ","24.148147 "
63.0,公德里,臺中市西區公德里精誠路203號,1.0,29.0,第一分局,"120.655292 ","24.148107 "
64.0,公德里,臺中市西區公德里精誠路207號,1.0,28.0,第一分局,"120.655316 ","24.148028 "
65.0,公德里,臺中市西區公德里精誠路209號,1.0,28.0,第一分局,"120.655313 ","24.147990 "
66.0,公德里,臺中市西區公德里精誠路211號,1.0,28.0,第一分局,"120.655311 ","24.147950 "
67.0,公德里,臺中市西區公德里精誠路213號,1.0,30.0,第一分局,"120.655311 ","24.147910 "
68.0,公德里,臺中市西區公德里精誠21街10號,1.0,65.0,第一分局,"120.655558 ","24.147622 "
69.0,公德里,臺中市西區公德里精誠21街20號,1.0,66.0,第一分局,"120.655767 ","24.147622 "
70.0,公德里,臺中市西區公德里精誠21街23號,1.0,214.0,第一分局,"120.655849 ","24.147943 "
71.0,公德里,臺中市西區公德里精誠21街23號,1.0,126.0,第一分局,"120.655849 ","24.147943 "
72.0,公德里,臺中市西區公德里精誠21街31號,1.0,82.0,第一分局,"120.656122 ","24.147917 "
