類別,建築物名稱,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
一般建築,,MMA0931,文化里,嘉義市西區文化里中正路427號,"23.4787,120.44873",1.0,5.0,
一般建築,,MMA0932,文化里,嘉義市西區文化里中正路429號,"23.4787,120.4487",1.0,5.0,
一般建築,,MMA0933,文化里,嘉義市西區文化里中正路420號,"23.47888,120.4496",1.0,9.0,
一般建築,,MMA0934,文化里,嘉義市西區文化里中正路422號,"23.47888,120.44953",1.0,20.0,
一般建築,,MMA0936,文化里,嘉義市西區文化里中正路428號,"23.47887,120.44941",1.0,5.0,
一般建築,,MMA0937,文化里,嘉義市西區文化里中正路430號,"23.47887,120.44937",1.0,5.0,
一般建築,,MMA0938,文化里,嘉義市西區文化里中正路434號,"23.47887,120.44929",1.0,5.0,
一般建築,,MMA0939,文化里,嘉義市西區文化里中正路436號,"23.47886,120.44925",1.0,5.0,
一般建築,,MMA0940,文化里,嘉義市西區文化里中正路438號,"23.47886,120.4492",1.0,5.0,
一般建築,,MMA0941,文化里,嘉義市西區文化里中正路440號,"23.47885,120.44911",1.0,4.0,
一般建築,,MMA0942,文化里,嘉義市西區文化里中正路442號,"23.47884,120.44908",1.0,3.0,
一般建築,,MMA0943,文化里,嘉義市西區文化里中正路452號,"23.47882,120.44886",1.0,4.0,
一般建築,,MMA0944,文化里,嘉義市西區文化里中正路456號,"23.47882,120.44882",1.0,1.0,
一般建築,,MMA0945,文化里,嘉義市西區文化里中正路458號,"23.47882,120.44882",1.0,6.0,
一般建築,,MMA0946,文化里,嘉義市西區文化里中正路466號,"23.47881,120.44865",1.0,2.0,
一般建築,,MMA0947,文化里,嘉義市西區文化里國華街154號,"23.4784,120.44866",1.0,4.0,
一般建築,,MMA0948,文化里,嘉義市西區文化里國華街160號,"23.47852,120.44865",1.0,4.0,
一般建築,,MMA0949,文化里,嘉義市西區文化里國華街164號,"23.47856,120.44865",1.0,4.0,
一般建築,,MMA0950,文化里,嘉義市西區文化里國華街168號,"23.47889,120.44862",1.0,1.0,
一般建築,,MMA0951,文化里,嘉義市西區文化里國華街170號,"23.47896,120.44861",1.0,4.0,
一般建築,,MMA0952,文化里,嘉義市西區文化里國華街172號,"23.479,120.44861",1.0,5.0,
大樓,,MMA0953,文化里,嘉義市西區文化里國華街174號,"23.47904,120.4486",1.0,149.0,
一般建築,,MMA0954,文化里,嘉義市西區文化里國華街176號,"23.47909,120.4486",1.0,1.0,
一般建築,,MMA0955,文化里,嘉義市西區文化里國華街178號,"23.47913,120.4486",1.0,4.0,
一般建築,,MMA0956,文化里,嘉義市西區文化里國華街180號,"23.47917,120.44858",1.0,2.0,
一般建築,,MMA0957,文化里,嘉義市西區文化里國華街182號,"23.47921,120.44858",1.0,2.0,
一般建築,,MMA0958,文化里,嘉義市西區文化里國華街184號,"23.47929,120.44857",1.0,2.0,
一般建築,,MMA0959,文化里,嘉義市西區文化里國華街186號,"23.47933,120.44856",1.0,7.0,
一般建築,,MMA0960,文化里,嘉義市西區文化里國華街188號,"23.47936,120.44856",1.0,6.0,
一般建築,,MMA0961,文化里,嘉義市西區文化里國華街190號,"23.47939,120.44856",1.0,7.0,
一般建築,,MMA0962,文化里,嘉義市西區文化里國華街192號,"23.47945,120.44856",1.0,3.0,
一般建築,,MMA0963,文化里,嘉義市西區文化里國華街194號,"23.47949,120.44856",1.0,3.0,
一般建築,,MMA0964,文化里,嘉義市西區文化里國華街196號,"23.47954,120.44855",1.0,1.0,
一般建築,,MMA0965,文化里,嘉義市西區文化里國華街198號,"23.47958,120.44855",1.0,3.0,
一般建築,,MMA0966,文化里,嘉義市西區文化里國華街200號,"23.47963,120.44855",1.0,1.0,
一般建築,,MMA0967,文化里,嘉義市西區文化里中央第二商場8號,"23.47852,120.44883",1.0,5.0,
一般建築,,MMA0968,文化里,嘉義市西區文化里中央第二商場19號,"23.47834,120.44917",1.0,3.0,
一般建築,,MMA0969,文化里,嘉義市西區文化里中央第二商場40號,"23.47842,120.44934",1.0,2.0,
一般建築,,MMA0970,文化里,嘉義市西區文化里中央第二商場42號,"23.4785,120.44934",1.0,4.0,
一般建築,,MMA0971,文化里,嘉義市西區文化里中央第二商場46號,"23.47857,120.4493",1.0,4.0,
一般建築,,MMA0972,文化里,嘉義市西區文化里中央第二商場48號,"23.47859,120.44923",1.0,1.0,
一般建築,,MMA0973,文化里,嘉義市西區文化里中央第一商場13號,"23.47946,120.44878",1.0,2.0,
一般建築,,MMA0974,文化里,嘉義市西區文化里中央第一商場14號,"23.4794,120.44879",1.0,2.0,
一般建築,,MMA0975,文化里,嘉義市西區文化里中央第一商場15號,"23.47936,120.44879",1.0,3.0,
一般建築,,MMA0976,文化里,嘉義市西區文化里中央第一商場18號,"23.47923,120.44874",1.0,3.0,
一般建築,,MMA0977,文化里,嘉義市西區文化里中央第一商場24號,"23.47905,120.44883",1.0,2.0,
一般建築,,MMA0978,文化里,嘉義市西區文化里中央第一商場25號,"23.47903,120.44885",1.0,2.0,
一般建築,,MMA0979,文化里,嘉義市西區文化里中央第一商場39號,"23.47911,120.44938",1.0,2.0,
一般建築,,MMA0980,文化里,嘉義市西區文化里中央第一商場41號,"23.47921,120.44937",1.0,6.0,
一般建築,,MMA0981,文化里,嘉義市西區文化里中央第一商場64號,"23.47946,120.44895",1.0,1.0,
一般建築,,MMA0982,文化里,嘉義市西區文化里中央第一商場65號,"23.47943,120.44891",1.0,3.0,
一般建築,,MMA0983,文化里,嘉義市西區文化里中央第一商場66號,"23.47937,120.44888",1.0,3.0,
一般建築,,MMA0984,文化里,嘉義市西區文化里中央第一商場77號,"23.47917,120.44891",1.0,5.0,
一般建築,,MMA0985,文化里,嘉義市西區文化里中央第一商場84號,"23.47919,120.44927",1.0,5.0,
一般建築,,MMA0987,文化里,嘉義市西區文化里中央第一商場93號,"23.47941,120.44915",1.0,5.0,
一般建築,,MMA0988,文化里,嘉義市西區文化里中央第一商場99號,"23.47938,120.44898",1.0,5.0,
一般建築,,MMA0989,文化里,嘉義市西區文化里中央第一商場10號,"23.47951,120.44878",1.0,5.0,
一般建築,,MMA0990,文化里,嘉義市西區文化里文化路37號,"23.47628,120.4499",1.0,4.0,
一般建築,,MMA0991,文化里,嘉義市西區文化里文化路39號,"23.47631,120.4499",1.0,4.0,
一般建築,,MMA0992,文化里,嘉義市西區文化里文化路53巷11號,"23.47644,120.44908",1.0,4.0,
一般建築,,MMA0993,文化里,嘉義市西區文化里文化路55號,"23.47669,120.44985",1.0,4.0,
一般建築,,MMA0994,文化里,嘉義市西區文化里民族路485號,"23.47582,120.44897",1.0,5.0,
一般建築,,MMA0995,文化里,嘉義市西區文化里民族路470號,"23.47609,120.44949",1.0,13.0,
一般建築,,MMA0996,文化里,嘉義市西區文化里民族路504號,"23.47602,120.44871",1.0,5.0,
一般建築,,MMA0997,文化里,嘉義市西區文化里民族路524號,"23.47598,120.4483",1.0,5.0,
一般建築,,MMA0998,文化里,嘉義市西區文化里民族路536號,"23.47596,120.44804",1.0,5.0,
一般建築,,MMA0999,文化里,嘉義市西區文化里國華街72號,"23.47576,120.44894",1.0,5.0,
一般建築,,MMA1000,文化里,嘉義市西區文化里國華街76號,"23.47615,120.44893",1.0,4.0,
一般建築,,MMA1001,文化里,嘉義市西區文化里民族路452號,"23.47614,120.44992",1.0,5.0,
一般建築,,MMA1002,文化里,嘉義市西區文化里延平街265號,"23.47668,120.44949",1.0,5.0,
一般建築,,MMA1003,文化里,嘉義市西區文化里延平街267號,"23.47667,120.44945",1.0,5.0,
一般建築,,MMA1004,文化里,嘉義市西區文化里延平街313號,"23.47655,120.44802",1.0,5.0,
一般建築,,MMA1005,文化里,嘉義市西區文化里民族路506號,"23.47602,120.44865",1.0,38.0,
一般建築,中華電信嘉義營運處,MMA1006,文化里,嘉義市西區文化里忠義街12號,"23.47499,120.44792",1.0,8.0,
一般建築,,MMA1007,文化里,嘉義市西區文化里民族路522號,"23.47599,120.44833",1.0,5.0,
一般建築,,MMA1008,文化里,嘉義市西區文化里民族路520號,"23.476,120.4484",1.0,5.0,
一般建築,,MMA1009,文化里,嘉義市西區文化里國華街141號,"23.47632,120.44877",1.0,5.0,
一般建築,,MMA1010,文化里,嘉義市西區文化里國華街145號之1,"23.47647,120.44875",1.0,5.0,
一般建築,,MMA1011,文化里,嘉義市西區文化里國華街145號,"23.47642,120.44875",1.0,5.0,
一般建築,,MMA1012,文化里,嘉義市西區文化里民族路519號,"23.47573,120.44812",1.0,5.0,
一般建築,,MMA1014,文化里,嘉義市西區文化里文化路23號,"23.47574,120.44994",1.0,5.0,
一般建築,,MMA1015,文化里,嘉義市西區文化里文化路25號,"23.47579,120.44994",1.0,5.0,
一般建築,,MMA1016,文化里,嘉義市西區文化里民族路515號,"23.47573,120.4482",1.0,5.0,
一般建築,,MMA1017,文化里,嘉義市西區文化里民族路469號,"23.47584,120.44938",1.0,5.0,
一般建築,,MMA1019,文化里,嘉義市西區文化里民族路467號,"23.47585,120.44943",1.0,5.0,
一般建築,,MMA1020,文化里,嘉義市西區文化里文化路47號,"23.47647,120.44989",1.0,4.0,
一般建築,,MMA1021,文化里,嘉義市西區文化里文化路45號,"23.47643,120.44989",1.0,4.0,
一般建築,,MMA1022,文化里,嘉義市西區文化里國華街117巷10號之1,"23.47423,120.44826",1.0,5.0,
一般建築,,MMA1023,文化里,嘉義市西區文化里國華街117巷10號之2,"23.47425,120.44821",1.0,5.0,
一般建築,,MMA1024,文化里,嘉義市西區文化里文化路23號之1,"23.4746,120.44984",1.0,5.0,
一般建築,,MMA1025,文化里,嘉義市西區文化里民族路488號,"23.47606,120.44913",1.0,5.0,
一般建築,,MMA1026,文化里,嘉義市西區文化里民族路490號,"23.47606,120.44909",1.0,5.0,
一般建築,,MMA1027,西榮里,嘉義市西區西榮里忠義街31號,"23.4761,120.44766",1.0,5.0,
一般建築,,MMA1028,文化里,嘉義市西區文化里民族路513號,"23.47574,120.44825",1.0,5.0,
一般建築,,MMA1029,文化里,嘉義市西區文化里國華街117號,"23.4745,120.44894",1.0,5.0,
一般建築,,MMA1030,文化里,嘉義市西區文化里國華街117巷4號,"23.47432,120.44863",1.0,5.0,
一般建築,,MMA1032,文化里,嘉義市西區文化里民族路538號,"23.47596,120.448",1.0,5.0,
一般建築,,MMA1033,文化里,嘉義市西區文化里延平街299號,"23.47657,120.44839",1.0,5.0,
一般建築,,MMA1034,文化里,嘉義市西區文化里延平街295號,"23.47658,120.44849",1.0,61.0,
公寓大廈,郵政天廈社區,MMA1035,文化里,嘉義市西區文化里康樂街90號,"23.47494,120.44875",1.0,3559.0,
大樓,,MMA1036,文化里,嘉義市西區文化里康樂街103號,"23.47479,120.44848",1.0,2309.0,
一般建築,,MMA1037,文化里,嘉義市西區文化里民族路481號,"23.47582,120.44912",1.0,92.0,
一般建築,,MMA1038,文化里,嘉義市西區文化里民族路534號,"23.47597,120.44809",1.0,8.0,
一般建築,,MMA1039,新富里,嘉義市西區新富里垂楊路490號,"23.47384,120.44757",1.0,30.0,
一般建築,,MMA1040,新富里,嘉義市西區新富里民生北路22號,"23.47442,120.44688",1.0,2.0,
一般建築,,MMA1042,新富里,嘉義市西區新富里民生北路46號,"23.47509,120.44681",1.0,5.0,
一般建築,,MMA1043,西榮里,嘉義市西區西榮里民生北路92號,"23.4762,120.44687",1.0,5.0,
一般建築,,MMA1044,西榮里,嘉義市西區西榮里民生北路100號,"23.47641,120.44667",1.0,8.0,
大樓,,MMA1045,新富里,嘉義市西區新富里康樂街121號,"23.47462,120.44716",1.0,683.0,
一般建築,,MMA1046,新富里,嘉義市西區新富里康樂街136號,"23.47477,120.44704",1.0,5.0,
一般建築,,MMA1047,新富里,嘉義市西區新富里康樂街134號,"23.47478,120.44707",1.0,5.0,
一般建築,,MMA1048,新富里,嘉義市西區新富里民族路531號,"23.4757,120.44767",1.0,9.0,
一般建築,,MMA1049,新富里,嘉義市西區新富里民族路561號,"23.47564,120.44691",1.0,10.0,
一般建築,,MMA1050,新富里,嘉義市西區新富里民族路565號,"23.47563,120.44687",1.0,10.0,
一般建築,,MMA1051,新富里,嘉義市西區新富里忠義街7號之2,"23.47443,120.44783",1.0,8.0,
一般建築,,MMA1052,新富里,嘉義市西區新富里忠義街9號,"23.47487,120.44778",1.0,5.0,
一般建築,,MMA1053,新富里,嘉義市西區新富里忠義街19號之1,"23.47545,120.44772",1.0,4.0,
一般建築,,MMA1054,西榮里,嘉義市西區西榮里忠義街63巷34號,"23.4769,120.44674",1.0,4.0,
一般建築,,MMA1055,西榮里,嘉義市西區西榮里忠義街71號,"23.47709,120.44756",1.0,2.0,
一般建築,,MMA1056,西榮里,嘉義市西區西榮里忠義街87號,"23.47779,120.44747",1.0,2.0,
一般建築,,MMA1057,西榮里,嘉義市西區西榮里忠義街87號之1,"23.47783,120.44746",1.0,2.0,
一般建築,,MMA1058,西榮里,嘉義市西區西榮里忠義街101號,"23.47865,120.44738",1.0,2.0,
一般建築,,MMA1059,西榮里,嘉義市西區西榮里蘭井街236號,"23.47729,120.44709",1.0,2.0,
一般建築,,MMA1060,西榮里,嘉義市西區西榮里蘭井街238號,"23.47727,120.44705",1.0,2.0,
一般建築,,MMA1061,西榮里,嘉義市西區西榮里蘭井街240號,"23.47726,120.44701",1.0,2.0,
一般建築,,MMA1062,西榮里,嘉義市西區西榮里民生北路130號,"23.47725,120.44659",1.0,4.0,
一般建築,,MMA1063,西榮里,嘉義市西區西榮里民生北路136號,"23.4774,120.44655",1.0,4.0,
一般建築,,MMA1064,西榮里,嘉義市西區西榮里民生北路142號,"23.47752,120.44654",1.0,4.0,
一般建築,,MMA1065,西榮里,嘉義市西區西榮里民生北路150號,"23.47769,120.44652",1.0,4.0,
一般建築,,MMA1066,西榮里,嘉義市西區西榮里民生北路152號,"23.47773,120.44652",1.0,4.0,
一般建築,,MMA1067,西榮里,嘉義市西區西榮里民生北路178號,"23.47833,120.44645",1.0,4.0,
一般建築,,MMA1068,西榮里,嘉義市西區西榮里民生北路182號,"23.4784,120.44645",1.0,4.0,
一般建築,,MMA1069,西榮里,嘉義市西區西榮里民生北路202號,"23.47906,120.44637",1.0,4.0,
一般建築,,MMA1070,西榮里,嘉義市西區西榮里中山路407號,"23.47958,120.44719",1.0,2.0,
一般建築,,MMA1071,西榮里,嘉義市西區西榮里中山路409號,"23.47958,120.44714",1.0,2.0,
一般建築,,MMA1072,西榮里,嘉義市西區西榮里中山路411號,"23.47958,120.4471",1.0,2.0,
一般建築,,MMA1073,西榮里,嘉義市西區西榮里中山路417號,"23.47957,120.44698",1.0,2.0,
一般建築,,MMA1074,西榮里,嘉義市西區西榮里中山路421號,"23.47956,120.44688",1.0,2.0,
一般建築,,MMA1075,西榮里,嘉義市西區西榮里中山路423號,"23.47956,120.44688",1.0,2.0,
一般建築,,MMA1076,西榮里,嘉義市西區西榮里中山路425號,"23.47956,120.44681",1.0,4.0,
一般建築,,MMA1077,西榮里,嘉義市西區西榮里中山路437號,"23.47953,120.44656",1.0,4.0,
一般建築,,MMA1078,西榮里,嘉義市西區西榮里光彩街431號,"23.47791,120.44744",1.0,2.0,
一般建築,,MMA1079,西榮里,嘉義市西區西榮里光彩街431號之1,"23.47791,120.44744",1.0,2.0,
一般建築,,MMA1080,西榮里,嘉義市西區西榮里光彩街467號,"23.47786,120.44675",1.0,2.0,
一般建築,,MMA1081,西榮里,嘉義市西區西榮里光彩街469號,"23.47785,120.44669",1.0,2.0,
一般建築,,MMA1082,西榮里,嘉義市西區西榮里中正路489號,"23.47875,120.44729",1.0,2.0,
一般建築,,MMA1083,西榮里,嘉義市西區西榮里中正路501號,"23.47876,120.44707",1.0,2.0,
一般建築,,MMA1084,西榮里,嘉義市西區西榮里中正路548號,"23.47894,120.44686",1.0,2.0,
一般建築,,MMA1085,西榮里,嘉義市西區西榮里中正路515號,"23.47877,120.44683",1.0,2.0,
一般建築,,MMA1086,西榮里,嘉義市西區西榮里忠義街99號,"23.47857,120.4474",1.0,14.0,
一般建築,,MMA1087,西榮里,嘉義市西區西榮里忠義街89號,"23.47822,120.44744",1.0,2.0,
一般建築,,MMA1088,西榮里,嘉義市西區西榮里民生北路184號,"23.4784,120.44645",1.0,4.0,
一般建築,,MMA1089,西榮里,嘉義市西區西榮里光彩街465號,"23.47787,120.44679",1.0,2.0,
一般建築,,MMA1091,西榮里,嘉義市西區西榮里光彩街554號,"23.47795,120.44671",1.0,2.0,
一般建築,,MMA1092,西榮里,嘉義市西區西榮里民生北路112號,"23.47669,120.44663",1.0,4.0,
一般建築,,MMA1093,西榮里,嘉義市西區西榮里中正路528號,"23.47886,120.44709",1.0,2.0,
一般建築,,MMA1094,西榮里,嘉義市西區西榮里中正路522號,"23.47886,120.4472",1.0,2.0,
一般建築,,MMA1095,西榮里,嘉義市西區西榮里中正路526號,"23.47886,120.44713",1.0,2.0,
一般建築,,MMA1096,西榮里,嘉義市西區西榮里民生北路176號,"23.47829,120.44646",1.0,4.0,
一般建築,,MMA1097,西榮里,嘉義市西區西榮里民生北路158號,"23.47794,120.44652",1.0,4.0,
一般建築,,MMA1098,西榮里,嘉義市西區西榮里民生北路160號,"23.478,120.44651",1.0,4.0,
一般建築,,MMA1099,西榮里,嘉義市西區西榮里民生北路162號,"23.47805,120.44651",1.0,4.0,
一般建築,,MMA1100,西榮里,嘉義市西區西榮里光彩街550號,"23.47796,120.4468",1.0,4.0,
一般建築,,MMA1101,西榮里,嘉義市西區西榮里民生北路174號,"23.47826,120.44646",1.0,4.0,
一般建築,,MMA1102,西榮里,嘉義市西區西榮里民生北路146號,"23.47762,120.44653",1.0,4.0,
大樓,,MMA1103,西榮里,嘉義市西區西榮里中正路550號,"23.47894,120.44686",2.0,1633.0,
一般建築,,MMA1104,西榮里,嘉義市西區西榮里民生北路198號,"23.47891,120.4464",1.0,4.0,
一般建築,,MMA1105,西榮里,嘉義市西區西榮里忠義街53號,"23.47668,120.44759",1.0,2.0,
一般建築,,MMA1106,西榮里,嘉義市西區西榮里民生北路200號,"23.47899,120.44638",1.0,4.0,
一般建築,,MMA1107,西榮里,嘉義市西區西榮里光彩街459號,"23.47788,120.44688",1.0,2.0,
一般建築,,MMA1108,西榮里,嘉義市西區西榮里光彩街534號,"23.47799,120.44718",1.0,2.0,
一般建築,,MMA1109,西榮里,嘉義市西區西榮里光彩街536號,"23.47799,120.44715",1.0,2.0,
一般建築,,MMA1110,西榮里,嘉義市西區西榮里光彩街544號,"23.47797,120.44695",1.0,4.0,
一般建築,,MMA1111,西榮里,嘉義市西區西榮里民生北路188號,"23.4785,120.44644",1.0,4.0,
一般建築,,MMA1112,西榮里,嘉義市西區西榮里光彩街441號,"23.4779,120.44723",1.0,2.0,
一般建築,,MMA1113,西榮里,嘉義市西區西榮里光彩街443號,"23.4779,120.44718",1.0,4.0,
一般建築,,MMA1114,西榮里,嘉義市西區西榮里延平街306號,"23.47662,120.44757",1.0,2.0,
一般建築,,MMA1115,西榮里,嘉義市西區西榮里延平街310號,"23.47661,120.44746",1.0,2.0,
一般建築,,MMA1116,西榮里,嘉義市西區西榮里光彩街546號,"23.47797,120.44691",1.0,4.0,
一般建築,,MMA1117,西榮里,嘉義市西區西榮里蘭井街289號,"23.47718,120.44718",1.0,2.0,
一般建築,,MMA1118,西榮里,嘉義市西區西榮里民生北路110號,"23.47665,120.44663",1.0,4.0,
一般建築,,MMA1119,西榮里,嘉義市西區西榮里民生北路104號,"23.47653,120.44666",1.0,4.0,
一般建築,,MMA1120,西榮里,嘉義市西區西榮里民生北路106號,"23.47659,120.44663",1.0,4.0,
一般建築,,MMA1121,西榮里,嘉義市西區西榮里忠義街107號,"23.47909,120.44733",1.0,4.0,
一般建築,,MMA1123,西榮里,嘉義市西區西榮里忠義街121號,"23.47939,120.4473",1.0,4.0,
一般建築,,MMA1124,西榮里,嘉義市西區西榮里光彩街528號,"23.47802,120.44726",1.0,8.0,
一般建築,,MMA1125,西榮里,嘉義市西區西榮里民生北路114號,"23.47673,120.44662",1.0,16.0,
一般建築,,MMA1126,國華里,嘉義市西區國華里文化路151號,"23.48025,120.44941",1.0,66.0,
一般建築,,MMA1127,國華里,嘉義市西區國華里文化路213號,"23.48176,120.44906",1.0,18.0,
大樓,,MMA1128,國華里,嘉義市西區國華里中山路290號,"23.48011,120.44941",1.0,214.0,
一般建築,,MMA1129,國華里,嘉義市西區國華里中山路292號,"23.48008,120.44938",1.0,94.0,
大樓,,MMA1130,國華里,嘉義市西區國華里中山路294號,"23.48001,120.4493",1.0,338.0,
一般建築,,MMA1131,國華里,嘉義市西區國華里中山路296號,"23.47999,120.4492",1.0,40.0,
一般建築,,MMA1138,國華里,嘉義市西區國華里文化路199號,"23.48159,120.44911",1.0,14.0,
一般建築,,MMA1140,國華里,嘉義市西區國華里文化路175號,"23.48117,120.44921",1.0,45.0,
一般建築,,MMA1141,國華里,嘉義市西區國華里長榮街267號,"23.48299,120.44837",1.0,29.0,
一般建築,,MMA1142,國華里,嘉義市西區國華里文化路195號,"23.48152,120.44908",1.0,85.0,
一般建築,,MMA1143,國華里,嘉義市西區國華里中山路326巷14號,"23.48042,120.44785",1.0,65.0,
一般建築,,MMA1144,國華里,嘉義市西區國華里文化路247號,"23.48273,120.44886",1.0,22.0,
一般建築,,MMA1145,國華里,嘉義市西區國華里文化路247號之1,"23.48277,120.44885",1.0,21.0,
一般建築,,MMA1146,國華里,嘉義市西區國華里文化路247號之2,"23.4828,120.44884",1.0,20.0,
一般建築,,MMA1147,國華里,嘉義市西區國華里北榮街70號,"23.48088,120.4488",1.0,58.0,
一般建築,,MMA1148,國華里,嘉義市西區國華里文化路187號,"23.48135,120.44917",1.0,40.0,
一般建築,,MMA1149,國華里,嘉義市西區國華里文化路161號,"23.48065,120.44934",1.0,141.0,
一般建築,,MMA1150,國華里,嘉義市西區國華里文化路165號,"23.48075,120.44932",1.0,120.0,
一般建築,,MMA1151,國華里,嘉義市西區國華里文化路163號,"23.4807,120.44933",1.0,125.0,
一般建築,,MMA1152,國華里,嘉義市西區國華里文化路167號,"23.4808,120.4493",1.0,118.0,
一般建築,,MMA1153,國華里,嘉義市西區國華里文化路157號,"23.48057,120.44935",1.0,62.0,
商業大樓,嘉義戲院大樓,MMA1154,國華里,嘉義市西區國華里文化路155號,"23.48037,120.4494",3.0,762.0,
一般建築,,MMA1155,國華里,嘉義市西區國華里國華街270號,"23.48263,120.44801",1.0,49.0,
一般建築,,MMA1156,國華里,嘉義市西區國華里林森西路141號,"23.48395,120.44838",1.0,4.0,
一般建築,,MMA1157,國華里,嘉義市西區國華里文化路257號,"23.48338,120.44871",1.0,1287.0,
一般建築,,MMA1158,國華里,嘉義市西區國華里文化路243號,"23.48265,120.44887",1.0,21.0,
一般建築,,MMA1159,國華里,嘉義市西區國華里中山路326巷11號之1,"23.48046,120.44776",1.0,22.0,
一般建築,,MMA1160,國華里,嘉義市西區國華里中山路326巷11號,"23.48042,120.44777",1.0,22.0,
一般建築,,MMA1161,國華里,嘉義市西區國華里民權路396號,"23.48213,120.44794",1.0,441.0,
一般建築,,MMA1162,國華里,嘉義市西區國華里文化路219號,"23.48192,120.44904",1.0,44.0,
一般建築,,MMA1163,國華里,嘉義市西區國華里中山路304號,"23.47997,120.44888",1.0,120.0,
一般建築,,MMA1164,國華里,嘉義市西區國華里中山路302號,"23.47997,120.44895",1.0,265.0,
一般建築,,MMA1165,國華里,嘉義市西區國華里民權路372號,"23.48217,120.44848",1.0,49.0,
一般建築,,MMA1166,國華里,嘉義市西區國華里民權路374號,"23.48217,120.44844",1.0,45.0,
一般建築,,MMA1167,國華里,嘉義市西區國華里長榮街283號,"23.48284,120.44752",1.0,106.0,
一般建築,,MMA1168,國華里,嘉義市西區國華里林森西路149號,"23.48384,120.44809",1.0,5.0,
公寓大廈,中正公園廣場大廈,MMA1169,國華里,嘉義市西區國華里國華街222號,"23.48108,120.44835",1.0,2133.0,
一般建築,,MMA1171,國華里,嘉義市西區國華里長榮街295號,"23.48278,120.4473",1.0,80.0,
一般建築,,MMA1172,國華里,嘉義市西區國華里國華街274號,"23.48271,120.448",1.0,41.0,
一般建築,,MMA1173,國華里,嘉義市西區國華里國華街276號,"23.48274,120.44799",1.0,41.0,
一般建築,,MMA1174,國華里,嘉義市西區國華里國華街278號,"23.48278,120.44799",1.0,32.0,
一般建築,,MMA1175,國華里,嘉義市西區國華里國華街288號,"23.48346,120.44787",1.0,946.0,
醫院,,MMA1176,國華里,嘉義市西區國華里民權路406號,"23.48209,120.44758",1.0,317.0,
一般建築,,MMA1177,國華里,嘉義市西區國華里中山路318號,"23.47989,120.44806",1.0,176.0,
一般建築,,MMA1179,國華里,嘉義市西區國華里文化路197號,"23.48156,120.44911",1.0,85.0,
一般建築,,MMA1180,國華里,嘉義市西區國華里文化路221號,"23.48192,120.44904",1.0,174.0,
一般建築,,MMA1181,國華里,嘉義市西區國華里民權路364號,"23.48226,120.44887",1.0,329.0,
一般建築,,MMA1182,國華里,嘉義市西區國華里林森西路153號,"23.4838,120.44803",2.0,710.0,
一般建築,,MMA1183,國華里,嘉義市西區國華里國華街208號,"23.48034,120.44848",1.0,700.0,
一般建築,,MMA1184,國華里,嘉義市西區國華里北榮街125號,"23.48066,120.44759",1.0,429.0,
一般建築,,MMA1185,國華里,嘉義市西區國華里文化路169號,"23.48112,120.44922",1.0,652.0,
一般建築,,MMA1186,導明里,嘉義市西區導明里垂楊路249號,"23.47352,120.44895",1.0,37.0,
一般建築,,MMA1187,導明里,嘉義市西區導明里崇文街142號,"23.47167,120.4482",1.0,20.0,
一般建築,,MMA1188,育英里,嘉義市西區育英里永安街246巷46弄49號,"23.47118,120.44856",1.0,4.0,
一般建築,,MMA1189,導明里,嘉義市西區導明里崇文街116號,"23.47172,120.44873",1.0,37.0,
一般建築,,MMA1190,育英里,嘉義市西區育英里崇文街289號,"23.47157,120.44864",1.0,4.0,
一般建築,,MMA1191,育英里,嘉義市西區育英里崇文街305號,"23.47146,120.44824",1.0,5.0,
一般建築,,MMA1192,育英里,嘉義市西區育英里崇文街317號之3,"23.47147,120.44788",1.0,4.0,
一般建築,,MMA1193,育英里,嘉義市西區育英里崇文街317號之4,"23.47146,120.44784",1.0,4.0,
一般建築,,MMA1194,育英里,嘉義市西區育英里崇文街317號之2,"23.4715,120.44789",1.0,4.0,
一般建築,,MMA1195,育英里,嘉義市西區育英里崇文街317號之1,"23.4715,120.44789",1.0,4.0,
一般建築,,MMA1196,導明里,嘉義市西區導明里崇文街144號,"23.47167,120.44817",1.0,25.0,
大樓,,MMA1197,導明里,嘉義市西區導明里民生南路5號,"23.47328,120.44703",1.0,478.0,
一般建築,,MMA1198,導明里,嘉義市西區導明里成功東街53號,"23.47251,120.44778",1.0,62.0,
一般建築,,MMA1199,導明里,嘉義市西區導明里民生南路45號,"23.47224,120.44713",1.0,41.0,
一般建築,,MMA1200,導明里,嘉義市西區導明里崇文街174號,"23.47151,120.44736",1.0,25.0,
警察局婦幼隊,,MMA1201,導明里,嘉義市西區導明里民生南路11號,"23.47309,120.44703",1.0,96.0,
大樓,,MMA1202,導明里,嘉義市西區導明里民生南路55巷2號,"23.47195,120.44725",1.0,1684.0,
一般建築,,MMA1203,導明里,嘉義市西區導明里民生南路57號,"23.47194,120.44719",1.0,45.0,
大樓,,MMA1204,導明里,嘉義市西區導明里民生南路69號,"23.4717,120.44718",1.0,101.0,
一般建築,,MMA1205,導明里,嘉義市西區導明里垂楊路299號,"23.47343,120.4479",1.0,60.0,
一般建築,,MMA1206,導明里,嘉義市西區導明里垂楊路283號,"23.47345,120.44814",1.0,38.0,
大樓,,MMA1207,導明里,嘉義市西區導明里垂楊路285號,"23.47345,120.44814",1.0,166.0,
