類別,電腦編號,村里別,地址,地下樓層數,可容納人數,備註
公寓,GNA00900,福德里,新竹縣竹北市中正東路418號,1,"228 ",
政府機關,GNA00901,竹仁里,新竹縣竹北市文化街1號,1,"119 ",
政府機關,GNA00902,竹仁里,新竹縣竹北市豆子埔62-2號,1,"347 ",
政府機關,GNA00904,竹義里,新竹縣竹北市博愛街329號,1,"405 ",
政府機關,GNA00906,竹仁里,新竹縣竹北市三民路200號,1,"384 ",
政府機關,GNA00907,竹仁里,新竹縣竹北市仁義路129號,1,"2119 ",
公寓,GNA00088,福德里,新竹縣竹北市中山路663號,1,"385 ",
政府機關,GNA00908,福德里,新竹縣竹北市福德街67號,1,"267 ",
公寓,GNA00912,竹仁里,新竹縣竹北市博愛街426號,1,"332 ",
政府機關,GNA00913,竹義里,新竹縣竹北市博愛街329號,1,"1211 ",
公寓,GNA00914,福德里,新竹縣竹北市大同街76號,1,"216 ",
公寓,GNA00915,福德里,新竹縣竹北市中正東路331號,1,"313 ",
大樓,GNA00916,竹仁里,新竹縣竹北市四維街95巷9號,1,"679 ",
公寓,GNA00917,福德里,新竹縣竹北市博愛街357號,1,"209 ",
公寓,GNA00918,竹仁里,新竹縣竹北市文化街87號,1,"957 ",
公寓,GNA00919,竹仁里,新竹縣竹北市中正東路2號,1,"345 ",
公寓,GNA00920,福德里,新竹縣竹北市大同街43之47號,1,"397 ",
大樓,GNA00921,竹仁里,新竹縣竹北市三民路124號,1,"839 ",
大樓,GNA00922,福德里,新竹縣竹北市竹仁街24號,1,"804 ",
政府機關,GNA00923,竹義里,新竹縣竹北市博愛街329號,1,"549 ",
大樓,GNA00924,竹仁里,新竹縣竹北市文化街135號,1,"1781 ",
公寓,GNA00925,竹仁里,新竹縣竹北市三民路140號,1,"2976 ",
公寓,GNA00926,竹仁里,新竹縣竹北市民生街49巷7號,1,"852 ",
大樓,GNA00927,竹仁里,新竹縣竹北市民權街13號,1,"3207 ",
大樓,GNA00928,竹仁里,新竹縣竹北市文明街59號,1,"333 ",
公寓,GNA00929,竹仁里,新竹縣竹北市仁義路62號,1,"225 ",
大樓,GNA00930,竹仁里,新竹縣竹北市中正東路207號,1,"1584 ",
大樓,GNA00931,福德里,新竹縣竹北市和平街10號,1,"1435 ",
大樓,GNA00932,竹仁里,新竹縣竹北市文山街10號,1,"789 ",
公寓,GNA00933,福德里,新竹縣竹北市信義街7號,1,"1517 ",
政府機關,GNA00934,竹仁里,新竹縣竹北市文化街146號,1,"1032 ",
大樓,GNA00935,竹仁里,新竹縣竹北市中正東路195號,1,"2029 ",
政府機關,GNA00936,竹仁里,新竹縣竹北市豆子埔1鄰62-2號,1,"939 ",
政府機關,GNA00937,竹義里,新竹縣竹北市和平街59號,1,"60 ",
大樓,GNA00938,竹仁里,新竹縣竹北市中正東路136號,1,"941 ",
公寓,GNA00226,十興里,新竹縣竹北市縣政九路146號,1,"4754 ",
公寓,GNA00227,十興里,新竹縣竹北市縣政二路123號,1,"1444 ",
公寓,GNA00228,十興里,新竹縣竹北市縣政二路119號,1,"1272 ",
公寓,GNA00229,十興里,新竹縣竹北市縣政二路115號,1,"656 ",
大樓,GNA00231,十興里,新竹縣竹北市民權街56號,1,"3400 ",
大樓,GNA00232,十興里,新竹縣竹北市三民路133號,1,"816 ",
大樓,GNA00233,十興里,新竹縣竹北市三民路163號,2,"865 ",
大樓,GNA00234,十興里,新竹縣竹北市三民路167號,1,"175 ",
公寓,GNA00235,十興里,新竹縣竹北市三民路125號,1,"412 ",
公寓,GNA00236,斗崙里,新竹縣竹北市縣政十四街31號,1,"46 ",
公寓,GAN00245,斗崙里,新竹縣竹北市縣政二路97號,1,"328 ",
公寓,GNA00246,斗崙里,新竹縣竹北市光明五街56號,1,"193 ",
公寓,GNA00247,斗崙里,新竹縣竹北市縣政九路128號,1,"868 ",
大樓,GNA00248,斗崙里,新竹縣竹北市光明五街317-319號,1,"272 ",
大樓,GNA00249,斗崙里,新竹縣竹北市縣政十街68號,1,"346 ",
公寓,GNA00250,斗崙里,新竹縣竹北市縣政十街70號,1,"198 ",
大樓,GNA00251,斗崙里,新竹縣竹北市光明六路16號,1,"1060 ",
大樓,GNA00252,斗崙里,新竹縣竹北市縣政九路149號,1,"272 ",
大樓,GNA00253,斗崙里,新竹縣竹北市縣政三街134號,1,"528 ",
大樓,GNA00254,斗崙里,新竹縣竹北市縣政三街122號,1,"1632 ",
公寓,GNA00255,斗崙里,新竹縣竹北市光明二街81巷1號,1,"174 ",
公寓,GNA00256,斗崙里,新竹縣竹北市光明五街354號,1,"137 ",
公寓,GNA00257,斗崙里,新竹縣竹北市縣政十街46號,1,"440 ",
公寓,GNA00258,斗崙里,新竹縣竹北市縣政九路26號,1,"49 ",
公寓,GNA00259,斗崙里,新竹縣竹北市縣政九路24號,1,"44 ",
公寓,GNA00260,斗崙里,新竹縣竹北市縣政九路22號,1,"44 ",
公寓,GNA00262,斗崙里,新竹縣竹北市縣政九路18號,1,"44 ",
公寓,GNA00263,斗崙里,新竹縣竹北市縣政九路62號,1,"365 ",
公寓,GNA00264,斗崙里,新竹縣竹北市縣政九路135巷32號,1,"565 ",
公寓,GNA00265,斗崙里,新竹縣竹北市光明九路150巷1號,1,"1408 ",
公寓,GNA00266,斗崙里,新竹縣竹北市光明九路72號,1,"300 ",
大樓,GNA00410,斗崙里,新竹縣竹北市縣政十街96號,1,"588 ",
大樓,GNA00411,斗崙里,新竹縣竹北市縣政三街29號,1,"204 ",
大樓,GNA00412,斗崙里,新竹縣竹北市縣政九路151號,1,"693 ",
公寓,GNA00413,斗崙里,新竹縣竹北市縣政五街32巷12號,1,"956 ",
公寓,GNA00414,斗崙里,新竹縣竹北市縣政九街60-62號,1,"258 ",
公寓,GNA00415,斗崙里,新竹縣竹北市福興路839巷15號之17號,1,"2164 ",
政府機關,GNA00490,斗崙里,新竹縣竹北市光明六路72號,1,"1657 ",
大樓,GNA00492,斗崙里,新竹縣竹北市縣政九路135巷28號,1,"637 ",
公寓,GNA00493,斗崙里,新竹縣竹北市光明二街81巷37號,1,"732 ",
大樓,GNA00495,斗崙里,新竹縣竹北市縣政二路45之49號,1,"805 ",
公寓,GNA00496,斗崙里,新竹縣竹北市光明三路174號,1,"573 ",
公寓,GNA00500,斗崙里,新竹縣竹北市光明六路89號,1,"7036 ",
大樓,GNA00514,斗崙里,新竹縣竹北市光明五街355號,1,"445 ",
政府機關,GNA00520,北崙里,新竹縣竹北市光明六路10號,1,"1354 ",
大樓,GNA00521,十興里,新竹縣竹北市民權街63號,1,"3514 ",
公寓,GNA00539,斗崙里,新竹縣竹北市縣政九路159號,1,"453 ",
政府機關,GNA00540,斗崙里,新竹縣竹北市博愛街16號,1,"3432 ",
大樓,GNA00546,斗崙里,新竹縣竹北市縣政五街46號,1,"1674 ",
大樓,GNA00555,斗崙里,新竹縣竹北市縣政十街72號,1,"420 ",
大樓,GNA00557,斗崙里,新竹縣竹北市縣政六路58號,1,"825 ",
大樓,GNA00633,斗崙里,新竹縣竹北市光明六路85號,1,"734 ",
大樓,GNA00574,斗崙里,新竹縣竹北市縣政七街23~37號,1,"3870 ",
大樓,GNA00575,斗崙里,新竹縣竹北市光明六路213號,1,"843 ",
大樓,GNA00581,斗崙里,新竹縣竹北市縣政九路145號,1,"1001 ",
政府機關,GNA00591,斗崙里,新竹縣竹北市光明二街89號,1,"1121 ",
公寓,GNA00593,斗崙里,新竹縣竹北市縣政六路18號,1,"473 ",
公寓,GNA00594,十興里,新竹縣竹北市文和街35號,1,"816 ",
大樓,GNA00597,北崙里,新竹縣竹北市光明五街338號,1,"1264 ",
大樓,GNA00598,北崙里,新竹縣竹北市光明二街81巷59號,1,"112 ",
大樓,GNA00599,十興里,新竹縣竹北市文義街183號,1,"913 ",
大樓,GNA00561,十興里,新竹縣竹北市文壽街3號,1,"992 ",
公寓,GNA00562,斗崙里,新竹縣竹北市光明九路57號,1,"166 ",
政府機關,GNA00564,北崙里,新竹縣竹北市縣政九路120號,1,"2689 ",
公寓,GNA00565,斗崙里,新竹縣竹北市光明九路12號,1,"406 ",
大樓,GNA00590,十興里,新竹縣竹北市嘉仁街126號,1,"4694 ",
公寓,GNA00592,斗崙里,新竹縣竹北市福興路757號,1,"981 ",
公寓,GNA00602,十興里,新竹縣竹北市光明一路3號,1,"3023 ",
大樓,GNA00604,十興里,新竹縣竹北市文義路140-150號,1,"1542 ",
大樓,GNA00606,十興里,新竹縣竹北市文仁路85號,1,"1485 ",
大樓,GNA00609,斗崙里,新竹縣竹北市光明九路88號,1,"2785 ",
大樓,GNA00610,斗崙里,新竹縣竹北市縣政九路56號,1,"323 ",
大樓,GNA00611,十興里,新竹縣竹北市文喜路30號,1.2,"1038 ",
大樓,GNA00630,斗崙里,新竹縣竹北市光明九路8~9號,1,"16953 ",
大樓,GNA00632,十興里,新竹縣竹北市文采街70號,1,"2287 ",
大樓,GNA00623,斗崙里,新竹縣竹北市光明八街140號,1,"7936 ",
大樓,GNA00625,十興里,新竹縣竹北市縣政二路233號,2,"1819 ",
大樓,GNA00636,北崙里,新竹縣竹北市縣政9路163號,1,"445 ",
大樓,GNA00638,十興里,新竹縣竹北市光明一路77號,1,"2433 ",
大樓,GNA00642,十興里,新竹縣竹北市嘉勤北路75號,1,"2553 ",
大樓,GNA00644,十興里,新竹縣竹北市文采街2號,1,"1660 ",
大樓,GNA00646,十興里,新竹縣竹北市縣政二路530號,1,"5800 ",
大樓,GNA00648,斗崙里,新竹縣竹北市光明9路68號,1,"445 ",
