類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
公有,OMA00001,民權里,臺南市新營區民權里14鄰信義街73號,"23.310099,120.313441",1.0,105.0,新營分局,
公有,OMA00006,民權里,臺南市新營區民權里14鄰信義街73號,"23.310099,120.313441",1.0,200.0,新營分局,
公有,OMA00007,民權里,臺南市新營區民權里14鄰信義街73號,"23.310099,120.313441",1.0,871.0,新營分局,
公有,OMA00010,民權里,臺南市新營區民權里17鄰民治路53巷11號,"23.309080,120.312276",1.0,2180.0,新營分局,
一般住宅,OMA00011,忠政里,臺南市新營區忠政里10鄰中正路53之2號,"23.316407,120.316227",1.0,283.0,新營分局,
一般住宅,OMA00012,永平里,臺南市新營區永平里15鄰復興路85號,"23.303265,120.311301",1.0,537.0,新營分局,
一般住宅,OMA00013,南興里,臺南市新營區南興里1鄰延平路140巷8號,"23.298069,120.312513",1.0,355.0,新營分局,
一般住宅,OMA00014,民榮里,臺南市新營區民榮里12鄰興農街38號,"23.302240,120.308352",1.0,723.0,新營分局,
供公眾使用,OMA00016,民生里,臺南市新營區民生里6鄰民生路20號,"23.304738,120.309582",1.0,114.0,新營分局,
供公眾使用,OMA00017,三仙里,臺南市新營區三仙里11鄰民權路25之3號,"23.304469,120.312876",1.0,66.0,新營分局,
一般住宅,OMA00018,民權里,臺南市新營區民權里11鄰信義街53巷3之4號,"23.305519,120.314424",1.0,77.0,新營分局,
公有,OMA00023,民生里,臺南市新營區民生里18鄰公園路一段136號,"23.30545,120.306223",1.0,220.0,新營分局,
供公眾使用,OMA00025,三仙里,臺南市新營區三仙里4鄰三興街52號,"23.310922, 120.310188",1.0,417.0,新營分局,
供公眾使用,OMA00026,民榮里,臺南市新營區民榮里14鄰復興路161巷42號,"23.301880,120.305722",1.0,461.0,新營分局,
供公眾使用,OMA00027,民榮里,臺南市新營區民榮里18鄰新進路二段316號,"23.300909,120.303624",1.0,868.0,新營分局,
一般住宅,OMA00028,民榮里,臺南市新營區民榮里20鄰裕民路16巷2之4號,"23.302253,120.306805",1.0,105.0,新營分局,
一般住宅,OMA00029,民榮里,臺南市新營區民榮里3鄰新進路二段502之2號,"23.303477,120.302772",1.0,138.0,新營分局,
一般住宅,OMA00030,忠政里,臺南市新營區忠政里3鄰府西路47巷11號,"23.312176,120.313237",1.0,532.0,新營分局,
一般住宅,OMA00031,三仙里,臺南市新營區三仙里7鄰健康路109號,"23.313649,120.312062",1.0,173.0,新營分局,
公有,OMA00032,忠政里,臺南市新營區忠政里2鄰民治路36號,"23.311580,120.314433",1.0,1046.0,新營分局,
供公眾使用,OMA00033,忠政里,臺南市新營區忠政里1鄰民治路34號,"23.31099,120.316232",1.0,407.0,新營分局,
公有,OMA00034,忠政里,臺南市新營區忠政里2鄰民治路38號,"23.311097,120.315809",1.0,366.0,新營分局,
公有,OMA00035,忠政里,臺南市新營區忠政里2鄰民治路38號,"23.311039,120.315446",1.0,170.0,新營分局,
公有,OMA00036,忠政里,臺南市新營區忠政里2鄰民治路36號,"23.311128,120.314270",1.0,557.0,新營分局,
公有,OMA00038,忠政里,臺南市新營區忠政里2鄰民治路36號,"23.312107,120.314985",1.0,751.0,新營分局,
公有,OMA00039,民生里,臺南市新營區民生里4鄰民治路65號,"23.309519,120.308701",1.0,520.0,新營分局,
一般住宅,OMA00040,民榮里,臺南市新營區民榮里4鄰復興路301號,"23.303819,120.301846",1.0,173.0,新營分局,
一般住宅,OMA00041,民權里,臺南市新營區民權里15鄰信義街67號,"23.307471,120.31461",1.0,77.0,新營分局,
供公眾使用,OMA00042,三仙里,臺南市新營區三仙里18鄰健康路251號,"23.319348,120.311803",1.0,920.0,新營分局,
一般住宅,OMA00043,民榮里,臺南市新營區民榮里18鄰富強街59號,"23.301749,120.304841",1.0,133.0,新營分局,
一般住宅,OMA00044,民生里,臺南市新營區民生里6鄰民生路52號,"23.306329,120.309014",1.0,166.0,新營分局,
供公眾使用,OMA00045,民生里,臺南市新營區民生里11鄰民生路43之26號,"23.306221,120.307659",1.0,166.0,新營分局,
供公眾使用,OMA00046,三仙里,臺南市新營區三仙里18鄰健康路211號,"23.31626,120.311914",1.0,222.0,新營分局,
一般住宅,OMA00047,中營里,臺南市新營區中營里5鄰中山路20號,"23.306799,120.322063",1.0,488.0,新營分局,
供公眾使用,OMA00048,中營里,臺南市新營區中營里2鄰東山路19巷19號,"23.310714,120.327226",1.0,26.0,新營分局,
供公眾使用,OMA00050,興業里,臺南市新營區興業里16鄰中興路31巷4號,"23.298449,120.31741",1.0,293.0,新營分局,
供公眾使用,OMA00051,興業里,臺南市新營區興業里2鄰工業街83號,"23.29933,120.321811",1.0,243.0,新營分局,
供公眾使用,OMA00052,大宏里,臺南市新營區大宏里8鄰民族路8號,"23.306674,120.318653",1.0,990.0,新營分局,
公有,OMA00053,大宏里,臺南市新營區大宏里13鄰中正路4號,"23.306539,120.316370",1.0,107.0,新營分局,
供公眾使用,OMA00054,新東里,臺南市新營區新東里24鄰大同路86號,"23.312702,120.322434",1.0,446.0,新營分局,
供公眾使用,OMA00055,新東里,臺南市新營區新東里24鄰大同路86號,"23.312702,120.322434",1.0,223.0,新營分局,
供公眾使用,OMA00056,永平里,臺南市新營區永平里6鄰康樂街45號,"23.301649, 120.314462",1.0,321.0,新營分局,
供公眾使用,OMA00057,永平里,臺南市新營區永平里7鄰延平路13號,"23.30208,120.313799",1.0,75.0,新營分局,
供公眾使用,OMA00058,永平里,臺南市新營區永平里5鄰中山路219號,"23.302859,120.314554",1.0,35.0,新營分局,
供公眾使用,OMA00060,中營里,臺南市新營區中營里6鄰新進路37號,"23.30566,120.321867",1.0,326.0,新營分局,
供公眾使用,OMA00061,中營里,臺南市新營區中營里6鄰新進路75號,"23.303370,120.320651",1.0,80.0,新營分局,
供公眾使用,OMA00062,大宏里,臺南市新營區大宏里18鄰大同路14之6號,"23.308121,120.322726",1.0,144.0,新營分局,
公有,OMA00066,王公里,臺南市新營區王公里11鄰長榮路一段501號,"23.319700,120.318984",1.0,220.0,新營分局,
供公眾使用,OMA00067,新東里,臺南市新營區新東里13鄰東興六街105號,"23.314260,120.325523",1.0,158.0,新營分局,
公有,OMA00068,新東里,臺南市新營區新東里24鄰大同路76號,"23.312100,120.32254",1.0,283.0,新營分局,
供公眾使用,OMA00069,興業里,臺南市新營區興業里4鄰同濟街3號,"23.304749,120.320530",1.0,781.0,新營分局,
供公眾使用,OMA00072,興業里,臺南市新營區興業里4鄰中山路113號,"23.30507,120.318693",1.0,339.0,新營分局,
公有,OMA00073,王公里,臺南市新營區王公里3鄰中正路68號,"23.313369,120.316801",1.0,136.0,新營分局,
公有,OMA00074,王公里,臺南市新營區王公里3鄰中正路68號,"23.313369,120.316801",1.0,773.0,新營分局,
供公眾使用,OMA00075,王公里,臺南市新營區王公里20鄰樂利街135號,"23.31462, 120.320528",1.0,266.0,新營分局,
供公眾使用,OMA00076,土庫里,臺南市新營區土庫里7鄰開元路154號,"23.319828,120.336393",1.0,395.0,新營分局,
供公眾使用,OMA00077,土庫里,臺南市新營區土庫里7鄰開元路154號,"23.319828,120.336393",1.0,40.0,新營分局,
供公眾使用,OMA00078,土庫里,臺南市新營區土庫里7鄰開元路154號,"23.319828,120.336393",1.0,466.0,新營分局,
供公眾使用,OMA00079,新東里,臺南市新營區新東里9鄰東仁街43巷66號,"23.31819, 120.326916",1.0,165.0,新營分局,
供公眾使用,OMA00080,大宏里,臺南市新營區大宏里4鄰綠川北街125號,"23.308979, 120.317932",1.0,380.0,新營分局,
供公眾使用,OMA00082,大宏里,臺南市新營區大宏里10鄰中正路32號,"23.310728,120.316651",1.0,300.0,新營分局,
供公眾使用,OMA00083,新東里,臺南市新營區新東里2鄰東興三街22巷42之1號,"23.315836, 120.322368",1.0,269.0,新營分局,
一般住宅,OMA00084,永平里,臺南市新營區永平里1鄰康樂街1之6號,"23.302261, 120.316348",1.0,210.0,新營分局,
一般住宅,OMA00086,永平里,臺南市新營區永平里2鄰康樂街16之2號,"23.302188,120.315303",1.0,302.0,新營分局,
供公眾使用,OMA00087,永平里,臺南市新營區永平里4鄰富源街22號,"23.30279, 120.315752",1.0,262.0,新營分局,
一般住宅,OMA00088,新南里,臺南市新營區新南里9鄰復興路620巷61弄26號,"23.307749,120.296142",1.0,698.0,新營分局,
供公眾使用,OMA00089,新南里,臺南市新營區新南里24鄰隋唐街295巷27弄22號,"23.30741, 120.298261",1.0,1157.0,新營分局,
一般住宅,OMA00090,新北里,臺南市新營區新北里16鄰新北八街53號,"23.313880,120.303647",1.0,624.0,新營分局,
供公眾使用,OMA00091,新北里,臺南市新營區新北里2鄰民治路160號,"23.309363,120.306707",1.0,210.0,新營分局,
供公眾使用,OMA00092,新北里,臺南市新營區新北里2鄰民治路156巷42之1號,"23.310037, 120.306768",1.0,504.0,新營分局,
一般住宅,OMA00094,新南里,臺南市新營區新南里8鄰明清二街171號,"23.309194,120.298762",1.0,515.0,新營分局,
公有,OMA00095,護鎮里,臺南市新營區護鎮里2鄰三興街380號,"23.322994,120.309425",1.0,353.0,新營分局,
供公眾使用,OMA00097,嘉芳里,臺南市新營區嘉芳里6鄰四維路11號,"23.307423,120.279803",1.0,57.0,新營分局,
供公眾使用,OMA00098,嘉芳里,臺南市新營區嘉芳里6鄰新中路35號,"23.301680,120.280922",1.0,187.0,新營分局,
供公眾使用,OMA00099,嘉芳里,臺南市新營區嘉芳里6鄰四維路9號,"23.307200,120.280203",1.0,44.0,新營分局,
供公眾使用,OMA00100,嘉芳里,臺南市新營區嘉芳里6鄰新工路23號,"23.304020,120.281882",1.0,232.0,新營分局,
供公眾使用,OMA00101,嘉芳里,臺南市新營區嘉芳里6鄰新工路35號,"23.302288,120.281792",1.0,167.0,新營分局,
供公眾使用,OMA00102,嘉芳里,臺南市新營區嘉芳里6鄰新工路29號,"23.303180,120.281902",1.0,38.0,新營分局,
公有,OMA00103,南紙里,臺南市新營區南紙里22鄰建業路191號,"23.298355,120.298573",1.0,240.0,新營分局,
公有,OMA00104,南興里,臺南市新營區南興里18鄰建業路165號,"23.298283,120.299837",1.0,27.0,新營分局,
供公眾使用,OMA00105,嘉芳里,臺南市新營區嘉芳里6鄰新圳路4號,"23.301130,120.28419",1.0,98.0,新營分局,
公有,OMA00106,太南里,臺南市新營區太南里9鄰太子宮239號,"23.292997,120.276059",1.0,472.0,新營分局,
供公眾使用,OMA00107,嘉芳里,臺南市新營區嘉芳里6鄰八德路7號,"23.303280,120.283769",1.0,50.0,新營分局,
供公眾使用,OMA00108,太北里,臺南市新營區太北里9鄰新太路45號,"23.300830,120.273602",1.0,537.0,新營分局,
供公眾使用,OMA00111,嘉芳里,臺南市新營區嘉芳里6鄰新圳路10號,"23.300097,120.282032",1.0,221.0,新營分局,
供公眾使用,OMA00112,嘉芳里,臺南市新營區嘉芳里6鄰八德路14號,"23.303699,120.284391",1.0,67.0,新營分局,
供公眾使用,OMA00113,嘉芳里,臺南市新營區嘉芳里6鄰新業街9號,"23.304220,120.28389",1.0,31.0,新營分局,
供公眾使用,OMA00114,嘉芳里,臺南市新營區嘉芳里6鄰復興路1133號,"23.310020,120.278396",1.0,18.0,新營分局,
供公眾使用,OMA00115,嘉芳里,臺南市新營區嘉芳里6鄰五福路11號,"23.305340,120.283751",1.0,23.0,新營分局,
供公眾使用,OMA00116,嘉芳里,臺南市新營區嘉芳里6鄰四維路20號,"23.307715,120.279004",1.0,863.0,新營分局,
供公眾使用,OMA00117,嘉芳里,臺南市新營區嘉芳里6鄰五福路108號,"23.305689,120.282503",1.0,40.0,新營分局,
供公眾使用,OMA00118,嘉芳里,臺南市新營區嘉芳里6鄰四維路7號,"23.307369,120.280519",1.0,60.0,新營分局,
供公眾使用,OMA00119,嘉芳里,臺南市新營區嘉芳里6鄰新芳街14號,"23.308160,120.282861",1.0,95.0,新營分局,
