編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
1.0,民生里,臺中市西區民生里民權路53巷18號,1.0,48.0,第一分局,"120.680511 ","24.136340 "
2.0,民生里,臺中市西區民生里法院前街9號,1.0,45.0,第一分局,"120.676489 ","24.133800 "
3.0,民生里,臺中市西區民生里綠川西街37號,1.0,45.0,第一分局,"120.681258 ","24.136410 "
4.0,民生里,臺中市西區民生里康樂街9號,1.0,44.0,第一分局,"120.677439 ","24.134339 "
5.0,民生里,臺中市西區民生里康樂街11號,1.0,42.0,第一分局,"120.677401 ","24.134381 "
6.0,民生里,臺中市西區民生里繼光街11巷2號,1.0,42.0,第一分局,"120.680180 ","24.137051 "
7.0,民生里,臺中市西區民生里綠川西街39號,1.0,42.0,第一分局,"120.681285 ","24.136433 "
8.0,民生里,臺中市西區民生里康樂街19巷21號,1.0,42.0,第一分局,"120.676922 ","24.134039 "
9.0,民生里,臺中市西區民生里建國路41號,1.0,42.0,第一分局,"120.677687 ","24.134053 "
10.0,民生里,臺中市西區民生里綠川西街10號,1.0,41.0,第一分局,"120.681047 ","24.135873 "
11.0,民生里,臺中市西區民生里康樂街19巷15號,1.0,41.0,第一分局,"120.677035 ","24.134153 "
12.0,民生里,臺中市西區民生里民權路71號,1.0,41.0,第一分局,"120.680481 ","24.137143 "
13.0,民生里,臺中市西區民生里民權路19號,1.0,41.0,第一分局,"120.681886 ","24.135940 "
14.0,民生里,臺中市西區民生里民權路77號,1.0,38.0,第一分局,"120.680383 ","24.137235 "
15.0,民生里,臺中市西區民生里民權路79號,1.0,33.0,第一分局,"120.680345 ","24.137281 "
16.0,民生里,臺中市西區民生里綠川西街1號,1.0,33.0,第一分局,"120.679997 ","24.135216 "
17.0,民生里,臺中市西區民生里建國路65巷5號,1.0,33.0,第一分局,"120.681287 ","24.135973 "
18.0,民生里,臺中市西區民生里民權路57號,1.0,32.0,第一分局,"120.680882 ","24.136769 "
19.0,民生里,臺中市西區民生里康樂街5巷5號,1.0,32.0,第一分局,"120.677395 ","24.134132 "
20.0,民生里,臺中市西區民生里民權路67號,1.0,30.0,第一分局,"120.680670 ","24.136959 "
21.0,民生里,臺中市西區民生里民生路34號,1.0,30.0,第一分局,"120.679433 ","24.135694 "
22.0,民生里,臺中市西區民生里建國路21號,1.0,30.0,第一分局,"120.676931 ","24.133776 "
23.0,民生里,臺中市西區民生里繼光街12-1號,1.0,30.0,第一分局,"120.680214 ","24.136510 "
24.0,民生里,臺中市西區民生里繼光街16號,1.0,30.0,第一分局,"120.680336 ","24.136714 "
25.0,民生里,臺中市西區民生里民權路53巷1弄1號,1.0,28.0,第一分局,"120.681057 ","24.136431 "
26.0,民生里,臺中市西區民生里建國路23號,1.0,28.0,第一分局,"120.677060 ","24.133832 "
27.0,民生里,臺中市西區民生里康樂街5巷3號,1.0,28.0,第一分局,"120.677440 ","24.134170 "
28.0,民生里,臺中市西區民生里建國路15號,1.0,28.0,第一分局,"120.676501 ","24.133607 "
29.0,民生里,臺中市西區民生里民權路73號,1.0,28.0,第一分局,"120.680449 ","24.137170 "
30.0,民生里,臺中市西區民生里民權路83號,1.0,28.0,第一分局,"120.680241 ","24.137343 "
31.0,民生里,臺中市西區民生里民權路53巷6號,1.0,28.0,第一分局,"120.680760 ","24.136616 "
32.0,民生里,臺中市西區民生里民權路53巷8號,1.0,28.0,第一分局,"120.680727 ","24.136585 "
33.0,民生里,臺中市西區民生里綠川西街2號,1.0,28.0,第一分局,"120.680550 ","24.135421 "
34.0,民生里,臺中市西區民生里綠川西街25巷6號,1.0,26.0,第一分局,"120.680559 ","24.136680 "
35.0,民生里,臺中市西區民生里綠川西街25巷5號,1.0,24.0,第一分局,"120.680507 ","24.136569 "
36.0,民生里,臺中市西區民生里綠川西街25巷7號,1.0,24.0,第一分局,"120.680442 ","24.136624 "
37.0,民生里,臺中市西區民生里繼光街12號,1.0,22.0,第一分局,"120.680186 ","24.136482 "
38.0,民生里,臺中市西區民生里民權路17號,1.0,22.0,第一分局,"120.681950 ","24.135930 "
39.0,民生里,臺中市西區民生里法院前街12號,1.0,21.0,第一分局,"120.676559 ","24.134096 "
