編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
1.0,忠和里,臺中市龍井區海尾路240巷11號,1,60.0,烏日分局,"120.520203 ","24.219809 "
2.0,忠和里,臺中市龍井區海尾路278巷53號,1,86.0,烏日分局,"120.516214 ","24.221077 "
3.0,忠和里,臺中市龍井區海尾路240巷42號,1,42.0,烏日分局,"120.521227 ","24.219604 "
4.0,忠和里,臺中市龍井區工業路182巷29號,1,84.0,烏日分局,"120.519419 ","24.216397 "
5.0,忠和里,臺中市龍井區台西南路211號,1,87.0,烏日分局,"120.517626 ","24.221070 "
6.0,忠和里,臺中市龍井區海尾路328號,1,62.0,烏日分局,"120.511076 ","24.218735 "
7.0,忠和里,臺中市龍井區工業路188巷5號,1,68.0,烏日分局,"120.516372 ","24.214517 "
8.0,忠和里,臺中市龍井區工業路188巷1號,1,166.0,烏日分局,"120.516053 ","24.214110 "
9.0,忠和里,臺中市龍井區工業路177巷8號,1,90.0,烏日分局,"120.515461 ","24.212721 "
10.0,忠和里,臺中市龍井區臨港路二段54號,1,76.0,烏日分局,"120.509483 ","24.216916 "
11.0,忠和里,臺中市龍井區工業路167號,1,48.0,烏日分局,"120.519681 ","24.212054 "
12.0,忠和里,臺中市龍井區工業路177巷13號,1,87.0,烏日分局,"120.515820 ","24.211480 "
13.0,龍津里,臺中市龍井區中央路一段165巷50號,1,513.0,烏日分局,"120.522001 ","24.201364 "
14.0,三德里,臺中市龍井區三港路130號,1,703.0,烏日分局,"120.522623 ","24.204272 "
15.0,忠和里,臺中市龍井區工業路246巷3號,1,2952.0,烏日分局,"120.512201 ","24.215957 "
16.0,忠和里,臺中市龍井區臨港路二段70號,1,73.0,烏日分局,"120.510675 ","24.220465 "
17.0,三德里,臺中市龍井區三港路130號,1,581.0,烏日分局,"120.521508 ","24.204757 "
18.0,三德里,臺中市龍井區蚵寮路255巷54弄30號,1,231.0,烏日分局,"120.510820 ","24.211520 "
19.0,龍津里,臺中市龍井區三港路500巷9號,1,27.0,烏日分局,"120.508574 ","24.206952 "
20.0,前竹里,臺中市烏日區中山路一段217號,1,32.0,烏日分局,"120.644493 ","24.109462 "
21.0,前竹里,臺中市烏日區中山路一段229巷28號,1,11.0,烏日分局,"120.644217 ","24.108176 "
22.0,前竹里,臺中市烏日區中山路一段265巷22號,1,60.0,烏日分局,"120.642973 ","24.107140 "
23.0,光明里,臺中市烏日區五光路501號,1,121.0,烏日分局,"120.641548 ","24.093864 "
24.0,前竹里,臺中市烏日區中山路一段229巷26號,1,36.0,烏日分局,"120.644249 ","24.108414 "
25.0,前竹里,臺中市烏日區中山路一段229巷22弄1號,1,22.0,烏日分局,"120.643930 ","24.108305 "
26.0,前竹里,臺中市烏日區中山路一段265巷10號,1,55.0,烏日分局,"120.642521 ","24.107824 "
27.0,前竹里,臺中市烏日區中山路一段265巷12號,1,57.0,烏日分局,"120.642611 ","24.107731 "
28.0,前竹里,臺中市烏日區中山路一段265巷20號,1,94.0,烏日分局,"120.642405 ","24.108467 "
29.0,前竹里,臺中市烏日區中山路一段229巷18號,1,107.0,烏日分局,"120.644086 ","24.108680 "
30.0,前竹里,臺中市烏日區中山路一段229巷36弄1號,1,17.0,烏日分局,"120.644308 ","24.107212 "
