類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數
公寓,WXA01264,鵬程里,臺北市松山區健康路325巷14號,1,129
大樓,WXA01266,鵬程里,臺北市松山區健康路325巷21號,1,1798
大樓,WXA01267,鵬程里,臺北市松山區健康路325巷22號,1,1690
大樓,WXA01744,鵬程里,臺北市松山區健康路325巷5弄1號之2,1,1785
大樓,WXA01906,鵬程里,臺北市松山區健康路309號,1,3457
大樓,WXA01265,鵬程里,臺北市松山區健康路325巷2號,1,1190
大樓,WXA01268,鵬程里,臺北市松山區健康路325巷8號,1,3821
大樓,WXA01737,鵬程里,臺北市松山區健康路327號,2,3308
大樓,WXA00651,鵬程里,臺北市松山區塔悠路188巷2號,1,1560
大樓,WXA01262,鵬程里,臺北市松山區健康路399號,2,1162
大樓,WXA01733,鵬程里,臺北市松山區塔悠路198號,2,2386
大樓,WXA00379,鵬程里,臺北市松山區健康路325巷24弄2-12號,1,760
大樓,WXA00380,鵬程里,臺北市松山區健康路325巷25弄2-34號,1,694
大樓,WXA00382,鵬程里,臺北市松山區健康路14巷24弄34-36號,1,580
大樓,WXA00383,鵬程里,臺北市松山區延壽街18巷1-17號,1,528
大樓,WXA00691,鵬程里,臺北市松山區延壽街42號,1,722
大樓,WXA00692,鵬程里,臺北市松山區延壽街40巷6號,1,1000
大樓,WXA00812,鵬程里,臺北市松山區延壽街26號,1,5386
大樓,WXA01892,鵬程里,臺北市松山區健康路325巷24弄2號,2,965
大樓,WXA01910,鵬程里,臺北市松山區延壽街18巷19號,1,430
大樓,WXA00062,鵬程里,臺北市松山區延壽街66號,1,3262
大樓,WXA01142,鵬程里,臺北市松山區健康路325巷25弄1-23號,1,372
大樓,WXA01922,鵬程里,臺北市松山區健康路325巷25弄2號,3,1613
大樓,WXA00327,新聚里,臺北市松山區八德路四段389巷18號,1,234
大樓,WXA00329,新聚里,臺北市松山區基隆路一段32號,1,173
大樓,WXA00330,新聚里,臺北市松山區基隆路一段30號,1,670
大樓,WXA00334,新聚里,臺北市松山區基隆路一段40號,1,97
大樓,WXA01053,新聚里,臺北市松山區南京東路五段328號,1,284
大樓,WXA01054,新聚里,臺北市松山區南京東路五段332號,1,92
大樓,WXA01057,新聚里,臺北市松山區南京東路五段348號,1,498
大樓,WXA01058,新聚里,臺北市松山區南京東路五段352號,1,456
大樓,WXA01060,新聚里,臺北市松山區南京東路五段368號,1,124
大樓,WXA01159,新聚里,臺北市松山區基隆路一段8號,3,704
大樓,WXA01619,新聚里,臺北市松山區寶清街10號,2,249
大樓,WXA01623,新聚里,臺北市松山區寶清街21號,1,1136
