電腦編號,建築物名稱,地址,緯度,經度,避難樓層,可容納人數,轄管分局,備註一,備註二
EPA01575,宜誠有合,桃園市中壢區青溪里8鄰文發路181號,25.003141,121.208736,B01B02B03,1138,中壢分局,A19-青塘園,330.0
EPA01576,力璞棧,桃園市中壢區青埔里4鄰青商路298號,25.008528,121.220095,B01B02B03,928,中壢分局,A18-主燈區,240.0
EPA01577,_新潤明日苑NO2國璽苑,桃園市中壢區青溪里7鄰領航北路二段67號,25.008257,121.202325,B01B02B03B04,2264,中壢分局,A19-青塘園,320.0
EPA01578,捷韻A19社區,桃園市中壢區月眉里11鄰月眉路三段101號2樓,25.013082,121.184445,B01,437,中壢分局,,
EPA01579,鼎藏富御,桃園市中壢區普義里9鄰溪州三街68號,24.960632,121.230367,B01B02B03,982,中壢分局,,
EPA01580,湯城世紀,桃園市中壢區忠義里10鄰中華路一段789號,24.968106,121.246842,B01B02,3475,中壢分局,,
EPA01581,陳宅,桃園市中壢區光明里23鄰中央西路二段141巷39號,24.960949,121.214814,B01,160,中壢分局,,
EPA01582,民宅,桃園市中壢區仁愛里10鄰功學社新村359-1號2樓,24.95538,121.255245,B01,254,中壢分局,,
EPA01583,華爾道夫NO1,桃園市中壢區芝芭里1鄰文智路160號,25.001818,121.208589,B01B02B03,1477,中壢分局,A19-青塘園,420.0
EPA01584,新潤明日苑NO6,桃園市中壢區青溪里7鄰洽溪路351號,25.010421,121.208295,B01B02B03,1735,中壢分局,A19-洽溪路廊,40.0
EPA01585,_太睿澐極,桃園市中壢區青溪里7鄰文發路361號,25.006594,121.209239,B01B02B03,1318,中壢分局,A19-青塘園,180.0
EPA01586,_翔譽17,桃園市大園區青峰里28鄰大豐一街62號八樓之6,25.023383,121.219307,B01B02B03,1103,中壢分局,,
EPA01587,佳瑞盈+,桃園市中壢區青埔里4鄰青埔五街77號四樓,25.005996,121.222521,B01B02,1166,中壢分局,,
EPA01588,昆旺一品閣,桃園市中壢區芝芭里1鄰高鐵南路二段278號四樓,25.0030597,121.2052958,B01B02B03,1393,中壢分局,A19-IOT,190.0
EPA01589,_一品院,桃園市中壢區青埔里4鄰青埔四街75號,25.005558,121.219941,B01B02B03,1308,中壢分局,A18-主燈區,540.0
EPA01590,宏普光年NO2,桃園市中壢區青埔里7鄰領航南路二段199號,25.005383,121.214322,B01B02B03,1704,中壢分局,A18-主燈區,570.0
EPA01591,聯上世界,桃園市大園區青山里39鄰高鐵南路一段93號七樓,25.0093972,121.2116875,B01B02B03,1717,中壢分局,A19-洽溪路廊_,290.0
EPA01592,綠景,桃園市中壢區芝芭里1鄰高鐵南路二段223號,25.0035598,121.2057255,B01B02,983,中壢分局,A19-青塘園,90.0
EPA01593,樺龍康橋新幹線NO8,桃園市中壢區洽溪里6鄰民權路四段475號,25.008935,121.201645,B01B02,575,中壢分局,A19-IOT,400.0
EPA01594,竹風航空城NO1,桃園市中壢區青溪里7鄰文德路118號二樓,25.002181,121.2078257,B01B02B03,1457,中壢分局,A19-青塘園,330.0
EPA01595,_富貴旺築,桃園市中壢區青埔里6鄰青埔六街250號,25.004964,121.221021,B01,503,中壢分局,,
EPA01596,琴海,桃園市中壢區洽溪里7鄰永春路165號2樓,25.013598,121.205244,B01B02B03,1555,中壢分局,A19-洽溪路廊,500.0
EPA01597,_小森光/島嶼森,桃園市大園區青峰里26鄰領航北路四段150號,25.023421,121.216763,B01B02,773,中壢分局,,
EPA01598,_玖都SWEET東方文華,桃園市大園區青峰里38鄰大成路一段59號十樓,25.019021,121.222299,B01B02B03,1345,中壢分局,,
EPA01599,興聚沐川,桃園市中壢區幸福里6鄰延平路90巷106號,24.964924,121.233154,B01B02B03,1477,中壢分局,,
EPA01600,中大雲鼎社區,桃園市中壢區內厝里19鄰大享街476號,24.974365,121.197177,B01B02,544,中壢分局,,
EPA01601,鼎藏富御,桃園市中壢區普義里9鄰溪州三街36號,24.960603,121.230335,B01B02B03,817,中壢分局,,
EPA01602,心巢,桃園市中壢區龍岡里13鄰龍昌路538號10樓,24.930177,121.248783,B01B02B03,1108,中壢分局,,
EPA01603,京采,桃園市中壢區東興里2鄰新興路236號,24.953768,121.228381,B01B02B03B04,1251,中壢分局,,
EPA01604,百川文隱,桃園市中壢區五福里15鄰中正路625號,24.95953,121.210895,B01B02B03,796,中壢分局,,
EPA01605,櫻花里,桃園市中壢區文化里33鄰長春路122號,24.978297,121.247672,B01B02,1122,中壢分局,,
EPA01606,_布拉格之鷹,桃園市大園區青山里35鄰致遠一路79號11樓,25.006422,121.212477,B01B02,1421,中壢分局,A19-青塘園,510.0
EPA01607,佳泰智匯城社區,桃園市中壢區過嶺里13鄰松信路168號9樓,24.962966,121.166138,B01B02B03,2177,中壢分局,,
EPA01608,_國際金融雙星,桃園市中壢區青埔里5鄰高鐵站前西路一段286號11樓之8,25.009443,121.217014,B01B02B03,4189,中壢分局,A18-主燈區,20.0
EPA01609,富律社區,桃園市中壢區中正里3鄰興仁路2段436號6樓之6,24.961923,121.264004,B01B02,375,中壢分局,,
EPA01610,海童日式料理,桃園市中壢區永光里6鄰環北路80號,24.966222,121.218744,B01B02,825,中壢分局,,
EPA01611,峰雲社區,桃園市中壢區過嶺里14鄰松德路127號,24.960508,121.169086,B01B02B03,985,中壢分局,,
EPA01612,中原Double社區,桃園市中壢區普忠里15鄰新中二街18號,24.95868,121.243051,B01B02B03,1397,中壢分局,,
EPA01613,喜瑞社區,桃園市中壢區過嶺里14鄰松德路30號,24.959398,121.168388,B01B02B03,972,中壢分局,,
EPA01614,川睦叡極,桃園市中壢區青溪里8鄰文發路163號12樓,25.002329,121.208921,B01B02B03,2039,中壢分局,A19-青塘園,400.0
EPA01615,翰築攬翠社區,桃園市中壢區月眉里7鄰聖德路二段385號,25.015704,121.194456,B01B02,405,中壢分局,,
EPA01616,順儷MOMA,桃園市中壢區青溪里7鄰文智路181號,25.002174,121.209307,B01B02,625,中壢分局,A19-青塘園,440.0
EPA01617,悅新西雅圖/綠波廊,桃園市中壢區洽溪里3鄰民溪七路35號,25.025521,121.201759,B01B02,1344,中壢分局,,
EPA01618,_中悅八京NO1,桃園市中壢區青埔里4鄰領航南路三段102號,25.008226,121.218351,B01B02B03,1641,中壢分局,A18-主燈區,190.0
EPA01619,勝旺雲詠,桃園市大園區青峰里26鄰領航北路四段68號三樓之1,25.02204,121.215519,B01B02,3560,中壢分局,,
EPA01620,豐達心藝社區,桃園市中壢區中興里4鄰榮安十二街12號二樓,24.961915,121.255828,B01B02,796,中壢分局,,
EPA01621,大清劍橋社區,桃園市中壢區過嶺里14鄰松仁路183號,24.961284,121.168438,B01B02,1531,中壢分局,,
EPA01622,成盛清松NO8社區,桃園市中壢區月眉里6鄰月桃路251巷16號六樓,25.007695,121.193455,B01B02,1100,中壢分局,,
EPA01623,海德一號社區,桃園市中壢區過嶺里12鄰民族路六段136號十一樓之1,24.96052,121.163742,B01B02B03,2515,中壢分局,,
EPA01624,_傳世一品苑,桃園市中壢區永興里9鄰永嘉街55號,24.9592284,121.2211484,B01B02B03,607,中壢分局,老街溪站及燈廊,150.0
EPA01625,宜誠耀/宜誠天匯NO3社區,桃園市中壢區過嶺里14鄰松義路90號6樓,24.96061,121.1678,B01B02B03,2306,中壢分局,,
EPA01626,富宇東方悅,桃園市中壢區青溪里7鄰永平街65號,25.0076814,121.2032894,B01B02B03,1367,中壢分局,A19-青塘園,200.0
EPA01627,花田囍事社區,桃園市中壢區月眉里5鄰環保路281號,25.00714,121.191181,B01B02,3374,中壢分局,,
EPA01628,泊水漾,桃園市中壢區華勛里6鄰華勛街208巷90弄30號,24.965874,121.225035,B01B02B03,1722,中壢分局,,
EPA01629,嘉鼎京悅,桃園市中壢區福德里13鄰成章一街88號13樓之1,24.97711,121.257898,B01B02B03,2230,中壢分局,,
EPA01630,敦美松仁社區,桃園市中壢區過嶺里15鄰松仁路18號,24.959035,121.170053,B01B02,1249,中壢分局,,
EPA01631,統宇電研股份有限公司,桃園市中壢區興和里15鄰環北路213號,24.966436,121.222432,B01,195,中壢分局,,
EPA01632,京懋華爾道夫二期,桃園市中壢區青埔里4鄰領航南路三段350號,25.0120683,121.2216236,B01B02B03,1585,中壢分局,A18-主燈區,290.0
EPA01633,宜雄玉荷,桃園市中壢區洽溪里4鄰民溪三路135巷85號二樓之1,25.016314,121.199611,B02,1305,中壢分局,,
EPA01634,宜誠當代國璞,桃園市中壢區青埔里4鄰青溪路一段121號,25.007597,121.222676,B01B02,1077,中壢分局,A18-主燈區,550.0
EPA01635,民宅,桃園市中壢區明德里13鄰惠州街114號三樓,24.94655,121.231464,B01B02,657,中壢分局,,
EPA01636,貫旭企業有限公司,桃園市中壢區永福里7鄰西園路111-3號八樓,24.973276,121.234557,B01B02,2125,中壢分局,,
EPA01637,京松社區,桃園市中壢區後寮里23鄰龍興路606號,24.944632,121.244848,B01B02B03,969,中壢分局,,
EPA01638,匯東方社區,桃園市中壢區振興里6鄰龍陵路21號,24.93885,121.230431,B01B02B03,963,中壢分局,,
EPA01639,新潤國峰苑,桃園市中壢區芝芭里1鄰領航南路一段85號4樓之2,25.0011212,121.2048572,B01B02B03,2145,中壢分局,A19-IOT,260.0
EPA01640,双囍大廈,桃園市中壢區中堅里10鄰中山東路3段481巷50弄30號,24.938019,121.254643,B01,106,中壢分局,,
EPA01641,天耀社區,桃園市中壢區過嶺里14鄰松智二街122號7樓之1,24.959366,121.171507,B01B02B03,1428,中壢分局,,
EPA01642,忠孝大道NO1,桃園市中壢區忠孝里2鄰忠孝路166號,24.976963,121.255717,B01B02B03,1332,中壢分局,,
EPA01643,"健行科技大學 民生與設計學院",桃園市中壢區明德里1鄰衡陽街93號,24.949549,121.229474,B01B02B03B04,707,中壢分局,,
EPA01644,佳陞巴黎線上,桃園市中壢區洽溪里6鄰永順街12號,25.010972,121.203351,B01B02B03,738,中壢分局,A19-洽溪路廊,440.0
EPA01645,花園城堡,桃園市中壢區後寮里25鄰龍慈路107號,24.94083,121.24517,B01B02B03,1835,中壢分局,,
EPA01646,民權經典,桃園市中壢區光明里6鄰民權路332-11號10樓,24.963169,121.217684,B01B02B03B04B05,2560,中壢分局,,
EPA01647,新潤國都苑,桃園市中壢區洽溪里6鄰永裕路76號22樓,25.008108,121.200992,B01B02B04,1901,中壢分局,A19-IOT,330.0
EPA01648,養樂多股份有限公司,桃園市中壢區復華里11鄰自強一路4號,24.969123,121.244626,0,495,中壢分局,,
EPA01649,湖JIA社區,桃園市中壢區月眉里11鄰月眉路三段97巷31號9樓,25.012964,121.183732,B01B02,1119,中壢分局,,
EPA01650,皇居大苑,桃園市中壢區青埔里4鄰青埔四街173號,25.007219,121.2215637,B01B02,1993,中壢分局,A18-主燈區,450.0
EPA01651,佳瑞幸福捷境,桃園市中壢區青埔里7鄰新生路三段878號五樓,25.005568,121.213702,B01B02,1110,中壢分局,A18-主燈區,590.0
EPA01652,益欣淳品,桃園市中壢區龍德里7鄰龍仁路52號,24.93763,121.234671,B01B02B03,1071,中壢分局,,
EPA01653,璟都HOME1,桃園市中壢區洽溪里6鄰永園路408號8樓之3,25.0073271,121.1999579,B01B02B03,3246,中壢分局,A19-轉運站,250.0
EPA01654,高力熱處理工業股份有限公司,桃園市中壢區內定里吉林北路5-2號,24.98786,121.249611,B01B02,1111,中壢分局,,
EPA01655,"SUBARU_台灣意美汽車股份有限公司 ",桃園市中壢區忠福里4鄰東園路38-2號,24.976174,121.239794,B01,438,中壢分局,,
EPA01656,_私人住宅(華廈),桃園市大園區青山里35鄰新生路四段141號,25.007208,121.213479,B01,311,中壢分局,A18-主燈區,470.0
EPA01657,_私人住宅(彥霖室內設計),桃園市中壢區青埔里3鄰青峰路二段2號,25.015851,121.220096,B01,444,中壢分局,,
EPA01658,中原大學熱誠宿舍,桃園市中壢區普忠里20鄰普忠路202號,24.960806,121.245769,B01,622,中壢分局,,
EPA01659,禮居,桃園市中壢區華愛里15鄰榮民南路279巷11號,24.95151,121.257235,B01B02,1248,中壢分局,,
EPA01660,一品鑽石工業股份有限公司,桃園市中壢區內定里高下路2號,24.988911,121.239994,B01,1651,中壢分局,,
EPA01661,民宅,桃園市中壢區中榮里13鄰德育路36號,24.952647,121.220031,B01,1007,中壢分局,,
EPA01662,大睦森悅,桃園市中壢區青埔里4鄰青埔二街163號,25.008486,121.221029,B01B02B03,1838,中壢分局,A18-主燈區,310.0
EPA01663,竹風青田,桃園市中壢區洽溪里6鄰永園路一段108號16樓,25.010706,121.201072,B01B02B03,2576,中壢分局,A19-OIT,600.0
EPA01664,_國際高鐵桂冠,桃園市大園區青山里35鄰新生路四段101號,25.006369,121.213305,B01B02,442,中壢分局,A18-主燈區,570.0
EPA01665,大學城,桃園市中壢區中正里7鄰榮和六街118號2樓,24.963521,121.265305,B01B02,862,中壢分局,,
EPA01666,謝白宅,桃園市大園區青山里35鄰青埔路二段20號,25.0098881,121.2136902,B01B02,385,中壢分局,,
EPA01667,聯上世紀,桃園市中壢區青埔里4鄰青商路18號7樓,25.005098,121.216656,B01B02B03,604,中壢分局,A18-主燈區,520.0
EPA01668,龍城,桃園市中壢區華愛里7鄰華勛街79巷12弄19號,24.946894,121.260012,B01B02B02,862,中壢分局,,
EPA01669,布拉格站前之星,桃園市中壢區青埔里2鄰青峰路一段53號,25.014994,121.218751,B01B02B03,2688,中壢分局,A18-主燈區,310.0
EPA01670,民宅,桃園市中壢區新街里4鄰元化路236號,24.961884,121.22626,B01B02B03,1598,中壢分局,,
EPA01671,泊林景觀社區,桃園市中壢區月眉里8鄰月眉路三段238號,25.011355,121.184491,B01B02,508,中壢分局,,
EPA01672,禮昂,桃園市中壢區華愛里2鄰榮民南路279巷16號,24.951481,121.257278,B01B02,603,中壢分局,,
EPA01673,忠孝大道NO2,桃園市中壢區忠孝里2鄰忠孝路170號,24.977098,121.255636,B01B02B03,1315,中壢分局,,
EPA01674,_晶華匯(大園農會),桃園市大園區青山里35鄰新生路四段235號,25.007822,121.213157,B01B02,604,中壢分局,A18-主燈區,440.0
EPA01675,天祥,桃園市中壢區華勛里4鄰華美三路355號三樓之2,24.946332,121.258924,B01B02B03,2888,中壢分局,,
EPA01676,NY好漾社區,桃園市中壢區過嶺里14鄰松義二街38號二樓,24.960533,121.167821,B01B02B03,1402,中壢分局,,
EPA01677,圓光文教弘化館,桃園市中壢區月眉里5鄰圓光一路218號,25.00489,121.190072,B01B02,3357,中壢分局,,
EPA01678,MyCASA/集富,桃園市中壢區龍興里13鄰龍岡路三段37巷28號四樓,24.938514,121.23265,B01B02B03B04,1313,中壢分局,,
EPA01679,_太子馥三期,桃園市大園區青山里35鄰公園路一段37號2樓,25.004068,121.211242,B01B02B03,1898,中壢分局,A19-青塘園,450.0
EPA01680,黃陳宅,桃園市中壢區內厝里3鄰福嶺路一段117號,24.974965,121.178956,B01,7,中壢分局,,
EPA01681,_竹風青庭,桃園市中壢區青溪里7鄰領航北路一段310號10樓之5,25.006206,121.201524,B01B02B03,2219,中壢分局,A19-轉運站,130.0
EPA01682,洪宅,桃園市中壢區青埔里1鄰高鐵北路二段9號,25.01764,121.218324,B01,195,中壢分局,,
EPA01683,青業電子工業股份有限公司,桃園市中壢區永福里7鄰東園路5號,24.968191,121.239267,B01B02B03,1045,中壢分局,,
EPA01684,順儷米蘭達,桃園市中壢區青溪里13鄰洽溪路215號,25.008629,121.20653,B01B02B03,1252,中壢分局,A19-青塘園,130.0
EPA01685,Line新家社區,桃園市中壢區內厝里10鄰福嶺路二段65號,24.983688,121.180409,B01B02,403,中壢分局,,
EPA01686,普忠大道,桃園市中壢區仁愛里22鄰普忠路591號十五樓,24.954703,121.251392,B01B02,1479,中壢分局,,
EPA01687,合康新天地,桃園市中壢區復興里24鄰長春路183巷17號三樓,24.977359,121.246928,B01B02,2460,中壢分局,,
EPA01688,藍海帝國No5社區,桃園市中壢區過嶺里19鄰松勇三街50號,24.961551,121.163169,B01B02,1088,中壢分局,,
EPA01689,_中悅柏軒,桃園市中壢區青埔里15鄰高鐵站前西路二段17號三樓,25.008735,121.218885,B01B02B03,1110,中壢分局,A18-主燈區,100.0
EPA01690,台灣華可貴股份有限公司,桃園市中壢區內定里合定路28號,24.988997,121.245346,B01,130,中壢分局,,
EPA01691,寶徠花園,桃園市大園區青山里46鄰高鐵南路一段50號14樓之8,25.0113485,121.2108741,B01B02B03B04B05,2548,中壢分局,A19-洽溪路廊,100.0
EPA01692,安立司食品股份有限公司,桃園市中壢區永福里7鄰西園路77巷32弄35號,24.978336,121.235295,B01,410,中壢分局,,
EPA01693,內壢之心/幸福大院NO2,桃園市中壢區復華里3鄰長興街150巷17號3樓,24.973319,121.25046,B01B02,1962,中壢分局,,
EPA01694,歐洲夢生活館,桃園市中壢區青溪里13鄰永信路151號,25.009242,121.206917,B01,227,中壢分局,A19-洽溪路廊,50.0
EPA01695,_私人住宅(華廈),桃園市中壢區永興里9鄰永嘉街43號,24.9591791,121.2214888,B01,306,中壢分局,,
EPA01696,_捷寶雲品,桃園市中壢區青埔里14鄰高鐵站前東路二段150號二樓,25.008535,121.221721,B01B02,2098,中壢分局,A18-主燈區,390.0
EPA01697,"禾林RICH ONE",桃園市中壢區青埔里15鄰高鐵站前西路2段57號,25.007901,121.219602,B01B02B03,2055,中壢分局,A18-主燈區,240.0
EPA01698,文華漾,桃園市中壢區振興里9鄰龍陵路221號三樓,24.935399,121.231136,B01B02B03,1838,中壢分局,,
EPA01699,吉富捷靜2即富捷徑社區,桃園市中壢區內厝里8鄰高鐵南路三段727巷100號,24.986268,121.191106,B01B02,857,中壢分局,,
EPA01700,心悅三品社區,桃園市中壢區中正里24鄰榮民路285巷24弄22號2樓,24.963472,121.262245,B01B02,454,中壢分局,,
EPA01701,_玖都捷座,桃園市大園區青峰里40鄰大成路二段125號,25.023495,121.217091,B01B02B03,1115,中壢分局,,
EPA01702,_宜雄玉環,桃園市大園區青山里35鄰致善路一段88號,25.005482,121.210497,B01B02B03,530,中壢分局,A19-青塘園,310.0
EPA01703,民宅,桃園市中壢區新街里15鄰七和一街99號十樓之5,24.964149,121.226325,B01B02B03,3071,中壢分局,,
EPA01704,參倆參攝影棚,桃園市中壢區青溪里7鄰永能路332號,25.010291,121.207382,B01,330,中壢分局,A19-洽溪路廊,100.0
EPA01705,京沅綻社區,桃園市中壢區過嶺里20鄰過嶺里20鄰松勇路196號,24.961372,121.165411,B01B02B03,964,中壢分局,,
EPA01706,_皇樓景堡,桃園市中壢區青埔里15鄰青埔里15鄰高鐵站前東路二段112號,25.008685,121.221511,B01B02,589,中壢分局,A18-主燈區,370.0
EPA01707,站前A+,桃園市中壢區青埔里2鄰青雲路100號13樓之1,25.01414,121.220333,B01B02B03,1947,中壢分局,A18-主燈區,340.0
EPA01708,青墨集,桃園市中壢區青溪里13鄰洽溪里13鄰洽溪路181號,25.0078127,121.205999,B01B02B03,1065,中壢分局,A19-青塘園,50.0
EPA01709,太子松馥社區,桃園市中壢區過嶺里14鄰過嶺里14鄰松勇路58號,24.959166,121.16715,B01B02,3008,中壢分局,,
EPA01710,康鈞湛社區,桃園市中壢區莊敬里20鄰莊敬里20鄰陸光五街71號,24.96677,121.256809,B01B02,1097,中壢分局,,
EPA01711,民宅,桃園市中壢區普忠里18鄰普忠里18鄰新中北路499號,24.9587,121.246213,B01,86,中壢分局,,
EPA01712,HELLO棧,桃園市大園區青山里31鄰橫峰里31鄰春德路136號,25.016715,121.212654,B01B02B03,1552,中壢分局,A18-主燈區,560.0
EPA01713,民宅,桃園市中壢區明德里8鄰五華街100號,24.948179,121.2317,B01,371,中壢分局,,
EPA01714,萬能科技大學,桃園市中壢區永福里4鄰萬能路1-2號,24.992688,121.230171,B01,880,中壢分局,,
EPA01715,宜誠艾美館,桃園市大園區青峰里38鄰青峰路二段199號二樓之3,25.016165,121.220492,B01B02,1298,中壢分局,,
EPA01716,揚秦國際企業股份有限公司,桃園市中壢區文化里6鄰合江路16號,24.984948,121.241725,B01,1895,中壢分局,,
EPA01717,中壢國民運動中心,桃園市中壢區光明里4鄰三光路350號,24.96445,121.215588,B01B02,1992,中壢分局,,
EPA01718,青埔國小,桃園市中壢區青埔里新生路四段112號,25.006987,121.213873,B01,1231,中壢分局,A18-主燈區,460.0
EPA01719,民宅,桃園市中壢區仁義里19鄰育樂路36號五樓,24.964336,121.235196,B01B02,1533,中壢分局,,
EPA01720,和遠大學城,桃園市中壢區中正里7鄰興仁路二段331號十樓之3,24.96496,121.263393,B01B02,1879,中壢分局,,
EPA01721,赫力電機股份有限公司,桃園市中壢區文化里21鄰長春二路136號,24.978624,121.247336,B01,808,中壢分局,,
EPA01722,明日禾禾,桃園市中壢區芝芭里12鄰領航南路一段221號,25.001205,121.208152,B01B02B03B04,433,中壢分局,A19-青塘園,440.0
EPA01723,鋒霖科技股份有限公司,桃園市中壢區永福里7鄰西園路81號,24.978374,121.234768,B01,2134,中壢分局,,
EPA01724,大睦微風,桃園市中壢區青埔里14鄰青埔四街189號十四樓,25.0076107,121.2219421,B01B02B03,954,中壢分局,A18-主燈區,450.0
EPA01725,宜雄瓏耀社區,桃園市中壢區過嶺里21鄰松勇路35號,24.95947,121.166581,B01B02B03,1126,中壢分局,,
EPA01726,三鶯鼎硯,桃園市中壢區後寮里25鄰龍慈路190號2樓,24.941969,121.245176,B01B02B03,1435,中壢分局,,
EPA01727,光合硯,桃園市中壢區忠福里38鄰南園二路296巷31號九樓,24.972771,121.227895,B01B02,1614,中壢分局,,
EPA01728,宜雄翔耀社區,桃園市中壢區過嶺里21鄰松義路100號,24.960266,121.166425,B01B02B03,533,中壢分局,,
EPA01729,自強派出所,桃園市中壢區自強里20鄰強國路68號,24.967969,121.258368,B01,2030,中壢分局,,
EPA01730,迅得機械,桃園市中壢區中正里15鄰榮民路421號,24.960682,121.261348,B01,445,中壢分局,,
EPA01731,合康新天地,桃園市中壢區復興里24鄰長春路183巷51號,24.977127,121.246886,B01B02,1822,中壢分局,,
EPA01732,_威均國際商務城,桃園市中壢區青埔里15鄰領航南路三段468號七樓之12,25.013372,121.222398,B01B02B03,7923,中壢分局,A18-主燈區,430.0
EPA01733,吉富捷靜,桃園市中壢區芝芭里2鄰東芝路一段136號,24.990283,121.21433,B01,358,中壢分局,,
EPA01734,冠德青璞匯,桃園市中壢區芝芭里13鄰高鐵南路二段358號14樓,25.0023681,121.2020573,B01B02B03B04B05,6585,中壢分局,A19-棒球場,50.0
EPA01735,中壢私立乖乖幼兒園,桃園市中壢區內定里內定三街２號(下內壢73-8號),24.98542,121.252935,B01,111,中壢分局,,
EPA01736,尊騰美術,桃園市中壢區芝芭里12鄰文智路76號,25.001776,121.206522,B01B02B03,769,中壢分局,A19-青塘園,300.0
EPA01737,華邑萬象,桃園市中壢區中建里9鄰中山路255號,24.956916,121.221495,B01B02,225,中壢分局,,
EPA01738,僑馥建築,桃園市中壢區新街里8鄰慈惠三街72號2樓,24.961505,121.225581,B01,187,中壢分局,,
EPA01739,佳泰世田谷,桃園市中壢區青埔里5鄰青商路308號,25.008787,121.220397,B01B02B03,1494,中壢分局,A18-主燈區,240.0
EPA01740,昆旺一品閣,桃園市中壢區芝芭里12鄰高鐵南路二段279號5樓,25.0029135,121.2051632,B01B02B03,1751,中壢分局,A19-IOT,190.0
EPA01741,合康新天王/合康新天地NO2,桃園市中壢區復興里20鄰長樂二街101號,24.977003,121.246733,B01B02B03,820,中壢分局,,
EPA01742,和峻臻美社區,桃園市中壢區過嶺里20鄰松信路109號六樓,24.96215,121.165042,B01B02B03,1008,中壢分局,,
EPA01743,朝陽君逸,桃園市中壢區自治里25鄰榮安一街360號,24.964464,121.256713,B01B02,1006,中壢分局,,
EPA01744,成家大璽,桃園市中壢區青埔里3鄰領航南路四段23號十樓之1,25.015819,121.221549,B01B02B03,7639,中壢分局,A18-主燈區,560.0
EPA01745,_昭揚君馥,桃園市中壢區新明里15鄰新榮街37號九樓,24.959174,121.212121,B01B02,764,中壢分局,,
EPA01746,慶賀真鑽,桃園市中壢區文化里14鄰吉林路109-1號,24.983155,121.25003,B01,421,中壢分局,,
EPA01747,民宅,桃園市中壢區福德里15鄰福華街11號,24.974492,121.248193,B01,423,中壢分局,,
EPA01748,璞園的家,桃園市中壢區青埔里2鄰領航南路三段271號十七樓,25.0119321,121.2207431,B01B02B03B04,2839,中壢分局,A18-主燈區,190.0
EPA01749,鄒宅,桃園市中壢區三民里11鄰環西路二段255號,24.965224,121.212539,B01,164,中壢分局,,
EPA01750,美商美科發股份有限公司,桃園市中壢區山東里4鄰中正路四段324號,24.993389,121.177159,B01,352,中壢分局,,
EPA01751,合悅緣,桃園市中壢區復興里20鄰復華九街92號,24.975835,121.247076,B01,360,中壢分局,,
EPA01752,和耀富郁社區,桃園市中壢區月眉里4鄰圓光路一段216號,25.001024,121.189718,B01B02,2143,中壢分局,,
EPA01753,宏曆園,桃園市中壢區仁義里18鄰中園路121號,24.967725,121.236313,B01B02B03,553,中壢分局,,
EPA01754,奇異果旅店,桃園市中壢區東興里1鄰新興路286號二樓,24.954475,121.229431,B01B02,253,中壢分局,,
EPA01755,_小森光,桃園市中壢區青埔里14鄰青埔四街167號,25.007065,121.221373,B01B02,878,中壢分局,A18-主燈區,450.0
EPA01756,和逸飯店,桃園市中壢區青埔里2鄰春德路101號,25.017975,121.213776,B01B02B03B04,7854,中壢分局,A18-主燈區,580.0
EPA01757,_新潤A18,桃園市中壢區青埔里2鄰春德路285號九樓,25.014472,121.210984,B01B02B03,2929,中壢分局,A18-主燈區,510.0
EPA01758,_宜誠有余,桃園市中壢區青埔里15鄰青溪路一段303號十三樓,25.011529,121.222966,B01B02,993,中壢分局,A18-主燈區,410.0
EPA01759,典藏世家,桃園市中壢區復興里24鄰長春路189號,24.977558,121.246512,B01B02,872,中壢分局,,
EPA01760,青塘四季,桃園市中壢區青溪里7鄰永能路231號,25.010177,121.206944,B01B02B03,1208,中壢分局,A19-洽溪路廊,110.0
EPA01761,中壢地政事務所,桃園市中壢區過嶺里19鄰松勇二街59號,24.96137,121.16388,B01B02,822,中壢分局,,
EPA01762,_智寶菁峰(華廈),桃園市中壢區青埔里3鄰青峰路二段130號,25.018211,121.222445,B01,165,中壢分局,,
EPA01763,璟都VPARK,桃園市中壢區洽溪里6鄰永裕路15號13樓,25.007188,121.200818,B01B02,1433,中壢分局,A19-轉運站,240.0
EPA01764,第一銀行中壢分行,桃園市中壢區中建里11鄰中正路146號,24.955599,121.222039,B01B02,519,中壢分局,,
EPA01765,民宅,桃園市中壢區永福里21鄰南園二路101巷5號二樓,24.97192,121.233175,B01,222,中壢分局,,
EPA01766,百川文哲,桃園市中壢區五權里21鄰五族二街117號七樓,24.959176,121.205761,B01B02,1420,中壢分局,,
EPA01767,和耀家,桃園市中壢區復興里20鄰復華十一街56號八樓,24.975845,121.246801,B01B02,2102,中壢分局,,
EPA01768,宜家家居IKEA,桃園市中壢區青埔里2鄰高鐵站前東路一段1號,25.0128279,121.2174463,B01B02B03,6730,中壢分局,A18-主燈區,20.0
EPA01769,國際高鐵君品苑,桃園市大園區青峰里26鄰中山南路二段663號,25.019749,121.213884,B01B02,873,中壢分局,,
EPA01770,智弘科技,桃園市中壢區永福里6鄰西園路128號,24.979565,121.234465,B01B02,2189,中壢分局,,
EPA01771,誠鑫one,桃園市中壢區洽溪里6鄰民權路四段561號二樓,25.011731,121.202865,B01B02,1166,中壢分局,A19-青塘園,570.0
EPA01772,展志學,桃園市中壢區成功里18鄰成章二街422號5樓,24.981096,121.256027,B01B02B03,815,中壢分局,,
EPA01773,大傳席悅,桃園市中壢區青溪里7鄰永春路21號2樓,25.010942,121.208446,B01B02,131,中壢分局,A19-洽溪路廊,60.0
