類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,WQA01077,景仁里,臺北市文山區羅斯福路六段36號,"24.999534,121.539739",B01,400.0,文山第二分局,
一般住宅,WQA01132,景仁里,臺北市文山區景福街33號,"24.998631,121.537676",B01,760.0,文山第二分局,
一般住宅,WQA01308,景仁里,臺北市文山區羅斯福路六段68號,"24.998638,121.540102",B01,557.0,文山第二分局,
一般住宅,WQA00484,景仁里,臺北市文山區溪口街48號,"24.995249,121.539429",B01,16.0,文山第二分局,
一般住宅,WQA00487,景仁里,臺北市文山區溪口街64號,"24.995415,121.539106",B01,31.0,文山第二分局,
一般住宅,WQA00506,景仁里,臺北市文山區溪口街28巷2號,"24.99499,121.540171",B01,1030.0,文山第二分局,
一般住宅,WQA00507,景仁里,臺北市文山區溪口街36巷3號,"24.995431,121.539896",B01,46.0,文山第二分局,
一般住宅,WQA01083,景仁里,臺北市文山區羅斯福路六段142巷11號,"24.997277,121.53843",B01,2224.0,文山第二分局,
一般住宅,WQA01084,景仁里,臺北市文山區羅斯福路六段142巷13號,"24.997502,121.537553",B01,1965.0,文山第二分局,
一般住宅,WQA01085,景仁里,臺北市文山區羅斯福路六段142巷13號,"24.997502,121.537553",B01,1940.0,文山第二分局,
一般住宅,WQA01089,景仁里,臺北市文山區羅斯福路六段150巷1號,"24.995342,121.540867",B01,46.0,文山第二分局,
一般住宅,WQA01144,景仁里,臺北市文山區羅斯福路六段150巷22號,"24.995667,121.540533",B01,344.0,文山第二分局,
一般住宅,WQA01229,景仁里,臺北市文山區溪口街76號,"24.995728,121.538723",B01,204.0,文山第二分局,
一般住宅,WQA01243,景仁里,臺北市文山區羅斯福路六段166巷8弄2號,"24.995153,121.540634",B01,840.0,文山第二分局,
一般住宅,WQA01280,景仁里,臺北市文山區羅斯福路六段166巷10號,"24.994989,121.540413",B01,220.0,文山第二分局,
一般住宅,WQA01319,景仁里,臺北市文山區羅斯福路六段142巷5號,"24.997128,121.538696",B01,11624.0,文山第二分局,
一般住宅,WQA01299,景仁里,臺北市文山區羅斯福路六段148號,"24.995473,121.540927",B01,473.0,文山第二分局,
一般住宅,WQA01325,景仁里,臺北市文山區羅斯福路六段150巷23號,"24.995539,121.540352",B01,850.0,文山第二分局,
一般住宅,WQA01320,景仁里,臺北市文山區羅斯福路六段146-1號,"24.995701,121.540953",B01,1794.0,文山第二分局,
一般住宅,WQA01055,景仁里,臺北市文山區羅斯福路六段100號,"24.997921,121.540392",B01,133.0,文山第二分局,
一般住宅,WQA01056,景仁里,臺北市文山區羅斯福路六段104號,"24.997776,121.540454",B01,536.0,文山第二分局,
一般住宅,WQA01057,景仁里,臺北市文山區羅斯福路六段122號,"24.997363,121.540615",B01,91.0,文山第二分局,
一般住宅,WQA01058,景仁里,臺北市文山區羅斯福路六段124號,"24.997319,121.540629",B01,135.0,文山第二分局,
一般住宅,WQA01059,景仁里,臺北市文山區羅斯福路六段130號,"24.997116,121.540527",B02,1166.0,文山第二分局,
一般住宅,WQA01060,景仁里,臺北市文山區羅斯福路六段136號,"24.996659,121.540823",B01,1270.0,文山第二分局,
一般住宅,WQA01061,景仁里,臺北市文山區羅斯福路六段136號,"24.996659,121.540823",B02,2287.0,文山第二分局,
一般住宅,WQA01086,景仁里,臺北市文山區羅斯福路六段142巷20弄1號,"24.997758,121.539227",B01B02,8336.0,文山第二分局,
一般住宅,WQA01088,景仁里,臺北市文山區羅斯福路六段142巷20弄2-1號,"24.996898,121.539888",B01,1550.0,文山第二分局,
一般住宅,WQA01110,景仁里,臺北市文山區羅斯福路六段142巷22號,"24.996832,121.539581",B01,1218.0,文山第二分局,
一般住宅,WQA01327,景仁里,臺北市文山區溪口街68號,"24.995515,121.538961",B03,1177.0,文山第二分局,
一般住宅,WQA01333,景仁里,臺北市文山區羅斯福路六段142巷88號,"24.99771,121.537896",B01B02B03,608.0,文山第二分局,
一般住宅,WQA01349,景仁里,臺北市文山區羅斯福路六段166巷1號,"24.99498,121.54026",B01,379.0,文山第二分局,
一般住宅,WQA01350,景仁里,臺北市文山區羅斯福路六段168號,"24.99494,121.54112",B01,1303.0,文山第二分局,
公有建築物,WQA00358,景仁里,臺北市文山區景福街21巷5號,"24.998691,121.538844",B01,400.0,文山第二分局,
公有建築物,WQA00320,景仁里,臺北市文山區景福街113號,"24.996981,121.536401",B01,153.0,文山第二分局,
一般住宅,WQA00191,景行里,臺北市文山區景中街30巷12號,"24.992249,121.542047",B01,4060.0,文山第二分局,
一般住宅,WQA00208,景行里,臺北市文山區景文街41號,"24.992068,121.541437",B01,255.0,文山第二分局,
一般住宅,WQA00216,景行里,臺北市文山區景文街99號,"24.99088,121.541332",B01,277.0,文山第二分局,
一般住宅,WQA00235,景行里,臺北市文山區景後街158號,"24.990959,121.542295",B02,690.0,文山第二分局,
一般住宅,WQA00236,景行里,臺北市文山區景後街168號,"24.990717,121.542246",B01,258.0,文山第二分局,
一般住宅,WQA00246,景行里,臺北市文山區景美街109號,"24.99011,121.541394",B01,200.0,文山第二分局,
一般住宅,WQA00248,景行里,臺北市文山區景美街13號,"24.992372,121.541748",B01,151.0,文山第二分局,
一般住宅,WQA00259,景行里,臺北市文山區景美街61號,"24.991021,121.541856",B01,47.0,文山第二分局,
一般住宅,WQA00260,景行里,臺北市文山區景美街99號,"24.990279,121.541546",B01,600.0,文山第二分局,
一般住宅,WQA01154,景行里,臺北市文山區景美街120號,"24.989031,121.541594",B01,111.0,文山第二分局,
一般住宅,WQA01173,景行里,臺北市文山區景文街107號,"24.990675,121.541282",B02,240.0,文山第二分局,
一般住宅,WQA01242,景行里,臺北市文山區景美街43號,"24.991351,121.542192",B01,307.0,文山第二分局,
一般住宅,WQA01310,景行里,臺北市文山區景後街99號,"24.99146,121.542694",B01,477.0,文山第二分局,
一般住宅,WQA00201,景行里,臺北市文山區景文街153號,"24.989432,121.540999",B01,23.0,文山第二分局,
一般住宅,WQA00202,景行里,臺北市文山區景文街171號,"24.989056,121.540976",B01,85.0,文山第二分局,
一般住宅,WQA00203,景行里,臺北市文山區景文街173號,"24.989065,121.541283",B01,20.0,文山第二分局,
一般住宅,WQA00204,景行里,臺北市文山區景文街179號,"24.988764,121.540961",B01,335.0,文山第二分局,
一般住宅,WQA00205,景行里,臺北市文山區景文街189號,"24.988612,121.540989",B01,514.0,文山第二分局,
一般住宅,WQA00217,景行里,臺北市文山區景文街163巷5號,"24.989059,121.541171",B01,67.0,文山第二分局,
一般住宅,WQA00249,景行里,臺北市文山區景美街132號,"24.988707,121.541709",B01,45.0,文山第二分局,
一般住宅,WQA00250,景行里,臺北市文山區景美街136號,"24.988621,121.541754",B01,70.0,文山第二分局,
一般住宅,WQA00252,景行里,臺北市文山區景美街143號,"24.989471,121.541524",B01,337.0,文山第二分局,
一般住宅,WQA00253,景行里,臺北市文山區景美街153號,"24.98928,121.541605",B01,573.0,文山第二分局,
一般住宅,WQA00254,景行里,臺北市文山區景美街156號,"24.988413,121.541452",B01,65.0,文山第二分局,
一般住宅,WQA00255,景行里,臺北市文山區景美街181號,"24.988859,121.541784",B01,80.0,文山第二分局,
一般住宅,WQA00257,景行里,臺北市文山區景美街199號,"24.988475,121.541914",B01,146.0,文山第二分局,
一般住宅,WQA00388,景行里,臺北市文山區景興路288-290號,"24.989274,121.542173",B01,88.0,文山第二分局,
一般住宅,WQA01214,景行里,臺北市文山區景興路282巷1號,"24.989576,121.542057",B01,1405.0,文山第二分局,
一般住宅,WQA01231,景行里,臺北市文山區景興路282巷9號,"24.989725,121.541632",B01,526.0,文山第二分局,
一般住宅,WQA01303,景行里,臺北市文山區景興路318號,"24.988424,121.542055",B01,126.0,文山第二分局,
一般住宅,WQA00099,景行里,臺北市文山區車前路12號,"24.991471,121.540914",B01,337.0,文山第二分局,
一般住宅,WQA00100,景行里,臺北市文山區車前路8號,"24.99142,121.541077",B01,150.0,文山第二分局,
一般住宅,WQA00209,景行里,臺北市文山區景文街42號,"24.991716,121.54123",B01,1076.0,文山第二分局,
一般住宅,WQA00210,景行里,臺北市文山區景文街44號,"24.991624,121.541229",B01,184.0,文山第二分局,
一般住宅,WQA00212,景行里,臺北市文山區景文街60號,"24.990914,121.54113",B01,44.0,文山第二分局,
一般住宅,WQA00234,景行里,臺北市文山區景後街124號,"24.991793,121.542432",B02,218.0,文山第二分局,
一般住宅,WQA00237,景行里,臺北市文山區景後街95號,"24.991914,121.543037",B02B03,1251.0,文山第二分局,
一般住宅,WQA01079,景行里,臺北市文山區羅斯福路六段403號,"24.991821,121.540634",B02,1076.0,文山第二分局,
一般住宅,WQA01118,景行里,臺北市文山區景文街92號,"24.990382,121.540915",B01,625.0,文山第二分局,
一般住宅,WQA01123,景行里,臺北市文山區景後街97號,"24.991584,121.542685",B01,260.0,文山第二分局,
一般住宅,WQA01160,景行里,臺北市文山區車前路2號,"24.991221,121.54118",B02,318.0,文山第二分局,
一般住宅,WQA01185,景行里,臺北市文山區景文街32號,"24.99209,121.541178",B03,623.0,文山第二分局,
一般住宅,WQA01215,景行里,臺北市文山區羅斯福路六段457號,"24.990084,121.53992",B01,1357.0,文山第二分局,
一般住宅,WQA01238,景行里,臺北市文山區羅斯福路六段405號,"24.99173,121.540605",B01,900.0,文山第二分局,
