類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數
公寓,WVA00106,福德里,臺北市士林區大東路158號,1,17.0
公寓,WVA00111,福德里,臺北市士林區大東路174號,1,264.0
公寓,WVA00751,福德里,臺北市士林區中正路249-1號,1,302.0
公寓,WVA00752,福德里,臺北市士林區中正路253號,1,24.0
公寓,WVA00810,福德里,臺北市士林區中正路305巷16號,1,93.0
公寓,WVA00811,福德里,臺北市士林區中正路305巷17號,1,61.0
公寓,WVA00812,福德里,臺北市士林區中正路305巷5號,1,53.0
公寓,WVA00815,福德里,臺北市士林區中正路335巷17號,1,64.0
公寓,WVA00816,福德里,臺北市士林區中正路335巷21號,1,52.0
公寓,WVA00817,福德里,臺北市士林區中正路335巷27號,1,22.0
公寓,WVA00818,福德里,臺北市士林區中正路335巷43號,1,24.0
公寓,WVA01277,福德里,臺北市士林區文林路398號,1,36.0
公寓,WVA01278,福德里,臺北市士林區文林路424號,1,61.0
公寓,WVA01296,福德里,臺北市士林區文林路404巷9號,1,86.0
公寓,WVA01297,福德里,臺北市士林區文林路421巷12號,1,97.0
公寓,WVA01298,福德里,臺北市士林區文林路421巷19號,1,169.0
公寓,WVA02285,福德里,臺北市士林區美德街13號,1,77.0
公寓,WVA02287,福德里,臺北市士林區美德街27號,1,52.0
公寓,WVA02290,福德里,臺北市士林區美德街36號,1,56.0
公寓,WVA02291,福德里,臺北市士林區美德街38號,1,45.0
公寓,WVA02292,福德里,臺北市士林區美德街40號,1,60.0
大樓,WVA02861,福德里,臺北市士林區文林路338號,2,2053.0
公寓,WVA02923,福德里,臺北市士林區文林路421巷6號之1,1,196.0
大樓,WVA03282,福德里,臺北市士林區中正路337號,1,921.0
大樓,WVA03306,福德里,臺北市士林區大東路162號,1,154.0
公寓,WVA00758,福德里,臺北市士林區中正路407號,1,149.0
公寓,WVA00759,福德里,臺北市士林區中正路409號,1,240.0
公寓,WVA00822,福德里,臺北市士林區中正路349巷2號,1,29.0
公寓,WVA00824,福德里,臺北市士林區中正路349巷4號,1,73.0
公寓,WVA00825,福德里,臺北市士林區中正路365巷28號,1,172.0
公寓,WVA02678,福德里,臺北市士林區福德路48巷6號,1,493.0
公寓,WVA02807,福德里,臺北市士林區中正路399巷20-26號,2,1178.0
公寓,WVA02888,福德里,臺北市士林區福德路77號,1,240.0
公寓,WVA03238,福德里,臺北市士林區基河路251巷32號,1,465.0
公寓,WVA00826,福德里,臺北市士林區中正路435巷19號,1,190.0
大樓,WVA02346,福德里,臺北市士林區基河路190號,2,15916.0
大樓,WVA02347,福德里,臺北市士林區基河路190號,1,15916.0
大樓,WVA02348,福德里,臺北市士林區基河路238號,2,966.0
公寓,WVA02899,福德里,臺北市士林區士商路5號,2,1588.0
大樓,WVA02986,福德里,臺北市士林區士商路99號,1,141.0
大樓,WVA03012,福德里,臺北市士林區基河路240巷8及10號,2,1576.0
大樓,WVA03074,福德里,臺北市士林區基河路246號,2,2280.0
大樓,WVA03091,福德里,臺北市士林區基河路240巷2號,2,1122.0
大樓,WVA03117,福德里,臺北市士林區士商路15號,1,724.0
公寓,WVA00471,福林里,臺北市士林區中山北路五段531號,1,81.0
公寓,WVA00473,福林里,臺北市士林區中山北路五段547號,1,68.0
公寓,WVA00495,福林里,臺北市士林區中山北路五段505巷16號,1,316.0
公寓,WVA00496,福林里,臺北市士林區中山北路五段505巷20號,1,102.0
公寓,WVA00791,福林里,臺北市士林區中正路187巷45號,1,201.0
公寓,WVA02870,福林里,臺北市士林區中正路187巷42.46號,1,376.0
公寓,WVA02975,福林里,臺北市士林區中山北路五段453號,1,966.0
公寓,WVA03010,福志里,臺北市士林區雨農路82號,1,9541.0
大樓,WVA03180,福林里,臺北市士林區中山北路五段555號,1,1954.0
公寓,WVA01383,福林里,臺北市士林區至善路一段138巷24弄2號,1,80.0
公寓,WVA02962,福志里,臺北市士林區中山北路五段698巷16.18號,1,561.0
公寓,WVA03037,福林里,臺北市士林區福林路254巷2號,1,918.0
大樓,WVA03126,福林里,臺北市士林區福林路100巷11弄51號,1,10733.0
大樓,WVA03265,福林里,臺北市士林區福林路100巷11弄1號,1,509.0
大樓,WVA03289,福林里,臺北市士林區中山北路五段470巷8號,2,3865.0
大樓,WVA02997,福林里,臺北市士林區中正路187巷2號,1,1790.0
公寓,WVA00474,福志里,臺北市士林區中山北路五段620號,1,46.0
公寓,WVA00475,福志里,臺北市士林區中山北路五段622號,1,194.0
公寓,WVA00476,福志里,臺北市士林區中山北路五段626號,1,208.0
公寓,WVA00479,福志里,臺北市士林區中山北路五段678號,1,73.0
大樓,WVA00462,福林里,臺北市士林區中山北路五段250號,1,1125.0
大樓,WVA00463,福林里,臺北市士林區中山北路五段250號,1,1005.0
大樓,WVA00464,福林里,臺北市士林區中山北路五段250號,4,240.0
大樓,WVA00465,福林里,臺北市士林區中山北路五段250號,1,229.0
大樓,WVA00466,福林里,臺北市士林區中山北路五段250號,1,225.0
大樓,WVA03245,福林里,臺北市士林區中山北路五段250號,1,357.0
大樓,WVA03246,福林里,臺北市士林區中山北路五段250號,1,749.0
大樓,WVA02558,福林里,臺北市士林區福林路240號,1,353.0
大樓,WVA02559,福林里,臺北市士林區福林路240號,1,64.0
大樓,WVA02560,福林里,臺北市士林區福林路240號,1,980.0
大樓,WVA02561,福林里,臺北市士林區福林路240號,1,353.0
大樓,WVA02562,福林里,臺北市士林區福林路240號,1,1236.0
大樓,WVA02764,福林里,臺北市士林區臨溪路70號,1,310.0
大樓,WVA02765,福林里,臺北市士林區臨溪路70號,1,310.0
大樓,WVA02766,福林里,臺北市士林區臨溪路70號,1,201.0
大樓,WVA02767,福林里,臺北市士林區臨溪路70號,1,122.0
大樓,WVA02768,福林里,臺北市士林區臨溪路70號,1,254.0
大樓,WVA02769,福林里,臺北市士林區臨溪路70號,1,845.0
大樓,WVA02770,福林里,臺北市士林區臨溪路70號,1,1173.0
大樓,WVA02771,福林里,臺北市士林區臨溪路70號,1,69.0
大樓,WVA02772,福林里,臺北市士林區臨溪路70號,1,608.0
大樓,WVA02773,福林里,臺北市士林區臨溪路70號,1,4250.0
大樓,WVA02940,福林里,臺北市士林區福林路240號,1,3672.0
大樓,WVA03062,福林里,臺北市士林區臨溪路70號,3,4388.0
