類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,WZA01240,仁德里,臺北市萬華區廣州街21號,"25.036529,121.501897",1,221.0,萬華分局,
一般住宅,WZA01241,仁德里,臺北市萬華區廣州街23號,"25.036252,121.506107",1,132.0,萬華分局,
一般住宅,WZA01242,仁德里,臺北市萬華區廣州街59號,"25.036259,121.506079",1,134.0,萬華分局,
一般住宅,WZA00988,仁德里,臺北市萬華區貴陽街二段42號,"25.039514,121.505152",1,235.0,萬華分局,
一般住宅,WZA00773,仁德里,臺北市萬華區桂林路39號,"25.038777,121.50408",1,215.0,萬華分局,
一般住宅,WZA00801,仁德里,臺北市萬華區桂林路52號,"25.038008,121.504504",1,87.0,萬華分局,
一般住宅,WZA01422,仁德里,臺北市萬華區中華路一段196號,"25.039268,121.502022",1,198.0,萬華分局,
一般住宅,WZA01423,仁德里,臺北市萬華區中華路一段196-1號,"25.038644,121.506849",1,222.0,萬華分局,
一般住宅,WZA00168,仁德里,臺北市萬華區永福街40號,"25.038609,121.50684",1,1104.0,萬華分局,
一般住宅,WZA01429,仁德里,臺北市萬華區中華路一段202號,"25.038298,121.504728",1,356.0,萬華分局,
一般住宅,WZA00163,仁德里,臺北市萬華區永福街11號,"25.038066,121.506692",1,483.0,萬華分局,
一般住宅,WZA00166,仁德里,臺北市萬華區永福街29號,"25.038892,121.50214",1,31.0,萬華分局,
一般住宅,WZA00167,仁德里,臺北市萬華區永福街33號,"25.038345,121.505067",1,174.0,萬華分局,
一般住宅,WZA00169,仁德里,臺北市萬華區永福街5號,"25.038364,121.504982",1,162.0,萬華分局,
一般住宅,WZA01361,仁德里,臺北市萬華區西寧南路188號,"25.03816,121.506057",1,34.0,萬華分局,
一般住宅,WZA01365,仁德里,臺北市萬華區西寧南路192號,"25.039287,121.506144",1,356.0,萬華分局,
一般住宅,WZA01468,仁德里,臺北市萬華區西寧南路295號,"25.039203,121.506154",1,124.0,萬華分局,
一般住宅,WZA00558,仁德里,臺北市萬華區昆明街179號,"25.038647,121.506392",1,61.0,萬華分局,
一般住宅,WZA00555,仁德里,臺北市萬華區昆明街245號,"25.039539,121.504223",1,218.0,萬華分局,
一般住宅,WZA00565,仁德里,臺北市萬華區昆明街201巷12-2號,"25.038944,121.504562",1,32.0,萬華分局,
一般住宅,WZA00567,仁德里,臺北市萬華區昆明街201巷1弄18號,"25.038882,121.505022",1,262.0,萬華分局,
一般住宅,WZA00568,仁德里,臺北市萬華區昆明街201巷1弄22號,"25.039124,121.504732",1,356.0,萬華分局,
一般住宅,WZA00586,仁德里,臺北市萬華區昆明街201巷20弄2號,"25.039202,121.50483",1,83.0,萬華分局,
一般住宅,WZA00587,仁德里,臺北市萬華區昆明街221巷1號,"25.038817,121.505097",1,66.0,萬華分局,
一般住宅,WZA00752,仁德里,臺北市萬華區南寧路6號,"25.037358,121.504424",1,167.0,萬華分局,
一般住宅,WZA00749,仁德里,臺北市萬華區南寧路9號,"25.036832,121.506189",1,157.0,萬華分局,
一般住宅,WZA00757,仁德里,臺北市萬華區南寧路17巷1號,"25.03713,121.505927",1,212.0,萬華分局,
一般住宅,WZA00754,仁德里,臺北市萬華區柳州街1號,"25.037077,121.50564",1,157.0,萬華分局,
一般住宅,WZA00759,仁德里,臺北市萬華區柳州街14號,"25.039251,121.505534",1,306.0,萬華分局,
一般住宅,WZA02399,仁德里,臺北市萬華區柳州街31號,"25.039107,121.505348",1,1806.0,萬華分局,
一般住宅,WZA00760,仁德里,臺北市萬華區柳州街38號,"25.038637,121.505418",1,356.0,萬華分局,
一般住宅,WZA00763,仁德里,臺北市萬華區柳州街65號,"25.038422,121.505208",1,164.0,萬華分局,
一般住宅,WZA00766,仁德里,臺北市萬華區柳州街66號,"25.038049,121.505125",1,148.0,萬華分局,
一般住宅,WZA00770,仁德里,臺北市萬華區柳州街68號,"25.037523,121.505022",1,66.0,萬華分局,
一般住宅,WZA00771,仁德里,臺北市萬華區柳州街69號,"25.037503,121.505019",1,453.0,萬華分局,
一般住宅,WZA00768,仁德里,臺北市萬華區柳州街81號,"25.039346,121.505394",1,214.0,萬華分局,
一般住宅,WZA00770,仁德里,臺北市萬華區柳州街42巷1號,"25.036874,121.504904",1,66.0,萬華分局,
一般住宅,WZA00776,仁德里,臺北市萬華區柳州街74號,"25.038627,121.505033",1,453.0,萬華分局,
一般住宅,WZA00804,仁德里,臺北市萬華區柳州街86巷4號,"25.037058,121.504279",1,46.0,萬華分局,
一般住宅,WZA00805,仁德里,臺北市萬華區桂林路24號,"25.036946,121.504681",1,164.0,萬華分局,
一般住宅,WZA00806,仁德里,臺北市萬華區桂林路30-1號,"25.0376,121.5055",1,223.0,萬華分局,
一般住宅,WZA00772,仁德里,臺北市萬華區桂林路31號,"25.037706,121.504943",1,56.0,萬華分局,
一般住宅,WZA00773,仁德里,臺北市萬華區桂林路39號,"25.037989,121.504615",1,215.0,萬華分局,
一般住宅,WZA00801,仁德里,臺北市萬華區桂林路52號,"25.038008,121.504504",1,87.0,萬華分局,
一般住宅,WZA00802,仁德里,臺北市萬華區桂林路52號,"25.037804,121.504416",1,356.0,萬華分局,
一般住宅,WZA00820,仁德里,臺北市萬華區桂林路71號,"25.038063,121.502762",1,211.0,萬華分局,
一般住宅,WZA02347,仁德里,臺北市萬華區桂林路4巷6弄11號,"25.038421,121.502287",1,975.0,萬華分局,
一般住宅,WZA00979,仁德里,臺北市萬華區康定路103號,"25.037251,121.505484",1,173.0,萬華分局,
一般住宅,WZA00990,仁德里,臺北市萬華區康定路151號,"25.041084,121.502069",1,216.0,萬華分局,
一般住宅,WZA01472,仁德里,臺北市萬華區中華路一段200號,"25.038971,121.506654",1,356.0,萬華分局,
一般住宅,WZA01480,仁德里,臺北市萬華區中華路一段216號,"25.038107,121.506703",1,321.0,萬華分局,
一般住宅,WZA01474,仁德里,臺北市萬華區中華路一段204號,"25.037336,121.506299",1,356.0,萬華分局,
一般住宅,WZA02349,仁德里,臺北市萬華區中華路一段180號,"25.037966,121.506666",1,933.0,萬華分局,
一般住宅,WZA02350,仁德里,臺北市萬華區中華路一段182號,"25.039031,121.506963",1,933.0,萬華分局,
一般住宅,WZA02445,仁德里,臺北市萬華區昆明街235號,"25.038416,121.504015",1,570.0,萬華分局,
一般住宅,WZA02446,仁德里,臺北市萬華區永福街53號,"25.038588,121.504448",1、2、3,686.0,萬華分局,
一般住宅,WZA02447,仁德里,臺北市萬華區桂林路6號,"25.03755,121.505861",1、2、3、4,975.0,萬華分局,
一般住宅,WZA02448,仁德里,臺北市萬華區中華路一段186號,"25.038971,121.506654",1,933.0,萬華分局,
一般住宅,WZA02449,仁德里,臺北市萬華區昆明街189號,"25.039263,121.504177",1,1601.0,萬華分局,
一般住宅,WZA02450,仁德里,臺北市萬華區昆明街201巷17號,"25.038979,121.504831",1,92.0,萬華分局,
一般住宅,WZA02451,仁德里,臺北市萬華區桂林路26號,"25.037604,121.505397",1,148.0,萬華分局,
一般住宅,WZA02452,仁德里,臺北市萬華區西寧路293號,"25.038723,121.506389",1,274.0,萬華分局,
一般住宅,WZA02377,仁德里,臺北市萬華區柳州街7號,"25.039321,121.505551",1,773.0,萬華分局,
公有建築物,WZA02314,仁德里,臺北市萬華區桂林路64號,"25.038063,121.502762",1,2117.0,萬華分局,
一般住宅,WZA01688,日祥里,臺北市萬華區萬大路423巷108號,"25.021936,121.501983",2,1569.0,萬華分局,
一般住宅,WZA01689,日祥里,臺北市萬華區青年路146號,"25.021519,121.502425",2,111.0,萬華分局,
一般住宅,WZA02328,日祥里,臺北市萬華區青年路152巷2號,"25.021298,121.502174",2,12235.0,萬華分局,
一般住宅,WZA02239,日祥里,臺北市萬華區萬大路423巷28弄1號,"25.020803,121.500058",2,15006.0,萬華分局,
一般住宅,WZA02225,日祥里,臺北市萬華區水源路205號,"25.019577,121.50324",2,4077.0,萬華分局,
一般住宅,WZA02226,日祥里,臺北市萬華區水源路205號,"25.019577,121.50324",2,4077.0,萬華分局,
一般住宅,WZA01692,日祥里,臺北市萬華區青年路168巷29號,"25.020057,121.501991",1,277.0,萬華分局,
一般住宅,WZA00746,日祥里,臺北市萬華區青年路152巷57號,"25.019742,121.501042",1,232.0,萬華分局,
一般住宅,WZA01690,日祥里,臺北市萬華區青年路152巷51號,"25.019957,121.501189",1,27.0,萬華分局,
一般住宅,WZA01693,日祥里,臺北市萬華區青年路152巷29號,"25.02037,121.5016",1,152.0,萬華分局,
一般住宅,WZA01715,日祥里,臺北市萬華區青年路168巷4號,"25.020676,121.50239",1,66.0,萬華分局,
公有建築物,WZA01691,日祥里,臺北市萬華區水源路199號,"25.022082,121.506975",1,666.0,萬華分局,
一般住宅,WZA00156,日善里,臺北市萬華區民和街32號,"25.026101,121.499161",1,205.0,萬華分局,
一般住宅,WZA00157,日善里,臺北市萬華區民和街42號,"25.025976,121.498836",1,135.0,萬華分局,
一般住宅,WZA00607,日善里,臺北市萬華區東園街55號,"25.027045,121.496011",1,49.0,萬華分局,
一般住宅,WZA00610,日善里,臺北市萬華區東園街71號,"25.026033,121.496512",1,186.0,萬華分局,
一般住宅,WZA00626,日善里,臺北市萬華區東園街35巷14號,"25.027363,121.496188",1,18.0,萬華分局,
一般住宅,WZA00627,日善里,臺北市萬華區東園街35巷50號,"25.027163,121.497314",1,204.0,萬華分局,
一般住宅,WZA00628,日善里,臺北市萬華區東園街35巷08號,"25.027386,121.496063",1,78.0,萬華分局,
一般住宅,WZA00640,日善里,臺北市萬華區東園街67巷15號,"25.026745,121.497237",1,154.0,萬華分局,
一般住宅,WZA00641,日善里,臺北市萬華區東園街67巷19號,"25.02692,121.497592",1,252.0,萬華分局,
一般住宅,WZA00642,日善里,臺北市萬華區東園街67巷09號,"25.026686,121.497056",1,131.0,萬華分局,
一般住宅,WZA00644,日善里,臺北市萬華區東園街73巷35號,"25.026358,121.497378",1,103.0,萬華分局,
一般住宅,WZA00646,日善里,北市萬華區東園街73巷05號,"25.026081,121.496688",1,124.0,萬華分局,
一般住宅,WZA00651,日善里,臺北市萬華區東園街73巷90號,"25.026427,121.499239",1,1056.0,萬華分局,
一般住宅,WZA02260,日善里,臺北市萬華區東園街73巷23號,"25.026208,121.497027",1,609.0,萬華分局,
一般住宅,WZA00419,日善里,臺北市萬華區西藏路189號,"25.029245,121.500253",1,384.0,萬華分局,
一般住宅,WZA01102,日善里,臺北市萬華區民和街28號,"25.026173,121.499308",1,109.0,萬華分局,
一般住宅,WZA02435,日善里,臺北市萬華區西藏路199巷59號,"25.026958,121.499861",1,215.0,萬華分局,
一般住宅,WZA01063,日善里,臺北市萬華區萬大路138號,"25.029145,121.500373",1,244.0,萬華分局,
一般住宅,WZA01065,日善里,臺北市萬華區萬大路150號,"25.028798,121.50037",1,257.0,萬華分局,
一般住宅,WZA01066,日善里,臺北市萬華區萬大路156號,"25.028637,121.500367",1,108.0,萬華分局,
一般住宅,WZA01067,日善里,臺北市萬華區萬大路194號,"25.029968,121.502891",1,100.0,萬華分局,
一般住宅,WZA01071,日善里,臺北市萬華區萬大路202號,"25.027294,121.500321",1,94.0,萬華分局,
一般住宅,WZA01102,日善里,臺北市萬華區萬大路186巷1號,"25.02777,121.500135",1,517.0,萬華分局,
一般住宅,WZA00591,日善里,臺北市萬華區東園街105號,"25.025364,121.496798",1,127.0,萬華分局,
一般住宅,WZA01103,日善里,臺北市萬華區萬大路186巷21號,"25.027775,121.499898",1,115.0,萬華分局,
一般住宅,WZA00158,日善里,臺北市萬華區民和街54號,"25.02588,121.498557",1,177.0,萬華分局,
一般住宅,WZA00159,日善里,臺北市萬華區民和街58號,"25.025829,121.498453",1,123.0,萬華分局,
一般住宅,WZA00643,日善里,臺北市萬華區民和街73巷30號,"25.025648,121.498335",1,149.0,萬華分局,
一般住宅,WZA00645,日善里,臺北市萬華區東園街73巷42號,"25.026347,121.497712",1,247.0,萬華分局,
一般住宅,WZA00649,日善里,臺北市萬華區東園街73巷66號,"25.026571,121.498472",1,174.0,萬華分局,
一般住宅,WZA02247,日善里,臺北市萬華區民和街80巷8號之1,"25.025835,121.497926",1,404.0,萬華分局,
公有建築物,WZA00600,日善里,臺北市萬華區東園街17號,"25.028179,121.495624",1,471.0,萬華分局,
公有建築物,WZA00602,日善里,臺北市萬華區東園街19號,"25.027916,121.495667",2,540.0,萬華分局,
公有建築物,WZA00608,日善里,臺北市萬華區東園街65號之1,"25.026743,121.49632",1,112.0,萬華分局,
公有建築物,WZA02416,日善里,臺北市萬華區東園街73巷65號,"25.02662,121.498864",1,559.0,萬華分局,
公有建築物,WZA00647,日善里,臺北市萬華區東園街73巷65號,"25.02662,121.498864",1,180.0,萬華分局,
公有建築物,WZA00648,日善里,臺北市萬華區東園街73巷65號,"25.02662,121.498864",1,126.0,萬華分局,
公有建築物,WZA02264,日善里,臺北市萬華區西藏路213號,"25.028525,121.496168",1,2026.0,萬華分局,
公有建築物,WZA00431,日善里,臺北市萬華區西藏路213號,"25.028525,121.496168",1,357.0,萬華分局,
公有建築物,WZA00432,日善里,臺北市萬華區西藏路213號,"25.028525,121.496168",1,195.0,萬華分局,
公有建築物,WZA02280,日善里,臺北市萬華區西藏路213號,"25.028525,121.496168",1,1981.0,萬華分局,
公有建築物,WZA00433,日善里,臺北市萬華區西藏路213號,"25.028525,121.496168",1,334.0,萬華分局,
公有建築物,WZA00430,日善里,臺北市萬華區西藏路213號,"25.028525,121.496168",1,50.0,萬華分局,
公有建築物,WZA00423,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,156.0,萬華分局,
公有建築物,WZA00426,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,144.0,萬華分局,
公有建築物,WZA00424,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,292.0,萬華分局,
公有建築物,WZA00425,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,162.0,萬華分局,
公有建築物,WZA02269,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,5112.0,萬華分局,
公有建築物,WZA02333,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,2323.0,萬華分局,
公有建築物,WZA02340,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,5359.0,萬華分局,
公有建築物,WZA00422,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,57.0,萬華分局,
供公眾使用建築物,WZA01070,日善里,臺北市萬華區萬大路200號,"25.02738,121.500299",2,597.0,萬華分局,
供公眾使用建築物,WZA01069,日善里,臺北市萬華區萬大路200號,"25.02738,121.500299",1,67.0,萬華分局,
一般住宅,WZA01115,全德里,臺北市萬華區萬大路322巷29號,"25.024594,121.499404",1,130.0,萬華分局,
