類別,電腦編號,村里別,地址,"地下樓 層數",可容納人數,派出所,備註,經度,緯度
公寓,DE02000059,純翠里,新北市板橋區純翠里吳鳳路81巷22號,1.0,147.0,江翠派出所,,121.46604,25.031105
江翠國中,DE02000065,文化里,新北市板橋區文化里松江街63號,1.0,1227.0,江翠派出所,,121.46844,25.028945
台北滿天星,DE02000067,溪頭里,新北市板橋區溪頭里長江路二段211號,1.0,285.0,江翠派出所,,121.46784,25.032438
金世家,DE02000068,溪頭里,新北市板橋區溪頭里長江路二段69號,1.0,955.0,江翠派出所,,121.46493,25.031582
私人住宅大樓,DE02000076,溪頭里,新北市板橋區溪頭里江寧路三段55巷26號,1.0,206.0,江翠派出所,,121.4713,25.033032
翰林居,DE02000111,江翠里,新北市板橋區江翠里松江街118號,1.0,187.0,江翠派出所,,121.46917,25.030376
光武第私人住宅大樓,DE02000114,聯翠里,新北市板橋區聯翠里光武街36巷3號,1.0,389.0,江翠派出所,,121.46756,25.026082
雙十私人住宅大樓,DE02000116,柏翠里,新北市板橋區柏翠里雙十路三段6號,1.0,371.0,江翠派出所,,121.47201,25.03032
文化領袖私人住宅大樓,DE02000122,江翠里,新北市板橋區江翠里文化路二段311號,1.0,713.0,江翠派出所,,121.47186,25.029786
文化領域,DE02000127,江翠里,新北市板橋區江翠里文化路二段311號,1.0,713.0,江翠派出所,,121.47186,25.029786
昇陽立都,DE02000128,江翠里,新北市板橋區江翠里文化路二段285號,1.0,2308.0,江翠派出所,,121.47136,25.029229
私人住宅大樓,DE02000129,純翠里,新北市板橋區純翠里光武街136巷9號,1.0,518.0,江翠派出所,,121.46574,25.030232
私人住宅大樓,DE02000136,純翠里,新北市板橋區純翠里長江路二段28號,1.0,518.0,江翠派出所,,121.46485,25.031363
好運道,DE02000137,江翠里,新北市板橋區江翠里長江路二段188號,1.0,698.0,江翠派出所,,121.46703,25.032011
私人住宅大樓,DE02000138,柏翠里,新北市板橋區柏翠里文化路二段417巷30號,1.0,325.0,江翠派出所,,121.47401,25.033417
百仕園,DE02000143,純翠里,新北市板橋區純翠里長江路二段86號,1.0,2322.0,江翠派出所,,121.46525,25.031139
文化國寶,DE02000145,柏翠里,新北市板橋區柏翠里文化路二段431號,1.0,643.0,江翠派出所,,121.47481,25.033003
金世紀錄,DE02000146,溪頭里,新北市板橋區溪頭里長江路二段37號,1.0,1140.0,江翠派出所,,121.46422,25.031465
私人住宅大樓,DE02000147,純翠里,新北市板橋區純翠里光武街1085號,1.0,77.0,江翠派出所,,121.46492,25.030679
私人住宅大樓,DE02000153,純翠里,新北市板橋區純翠里民生路三段170號,1.0,206.0,江翠派出所,,121.46587,25.028022
正頤,DE02000156,柏翠里,新北市板橋區柏翠里文化路二段321號,1.0,350.0,江翠派出所,,121.47223,25.030191
民生捷座,DE02000159,純翠里,新北市板橋區純翠里民生路三段240號,1.0,952.0,江翠派出所,,121.46464,25.03053
私人住宅大樓,DE02000160,江翠里,新北市板橋區江翠里文化路二段263巷8號,1.0,43.0,江翠派出所,,121.47113,25.029314
昇陽文化,DE02000161,聯翠里,新北市板橋區聯翠里民生路三段6號,1.0,1712.0,江翠派出所,,121.46815,25.024299
捷運皇家,DE02000165,柏翠里,新北市板橋區柏翠里雙十路三段12號,1.0,252.0,江翠派出所,,121.47174,25.030496
江翠國中,DE02000172,文化里,新北市板橋區文化里松江街63號,1.0,1406.0,江翠派出所,,121.46844,25.028945
翠園豪景,DE02000178,溪頭里,新北市板橋區溪頭里溪頭街324號,1.0,629.0,江翠派出所,,121.46745,25.032552
私人住宅大樓,DE02000179,溪頭里,新北市板橋區溪頭里長江路二段256號,1.0,160.0,江翠派出所,,121.46917,25.032613
家麒金典,DE02000180,江翠里,新北市板橋區江翠里宏國路15號,1.0,752.0,江翠派出所,,121.46749,25.031511
福林寶典,DE02000189,文化里,新北市板橋區文化里松江街26號,1.0,349.0,江翠派出所,,121.46888,25.026685
河岸麗第,DE02000193,純翠里,新北市板橋區純翠里長江路二段8號,1.0,179.0,江翠派出所,,121.46474,25.031342
崇德堂,DE02000195,柏翠里,新北市板橋區柏翠里文化路二段441巷18號,1.0,1135.0,江翠派出所,,121.47427,25.03395
私人住宅大樓,DE02000196,純翠里,新北市板橋區純翠里吳鳳路23號,1.0,144.0,江翠派出所,,121.46701,25.030981
私人住宅大樓,DE02000197,純翠里,新北市板橋區純翠里吳鳳路17號,1.0,142.0,江翠派出所,,121.46763,25.030753
華江儷靜NO.2,DE02000198,柏翠里,新北市板橋區柏翠里長江路三段72號,1.0,793.0,江翠派出所,,121.47396,25.034055
江翠及第名門,DE02000199,純翠里,新北市板橋區純翠里吳鳳路19-4號,1.0,459.0,江翠派出所,,121.46715,25.030857
華江一品御品苑,DE02000200,溪頭里,新北市板橋區溪頭里長江路二段181號,1.0,624.0,江翠派出所,,121.46674,25.032138
麗品苑,DE02000201,溪頭里,新北市板橋區溪頭里長江路二段151號,1.0,1215.0,江翠派出所,,121.46593,25.031896
第一天下,DE02000202,柏翠里,新北市板橋區柏翠里文化路二段385號1,1.0,910.0,江翠派出所,,121.47332,25.031433
江翠華府,DE02000203,江翠里,新北市板橋區江翠里長江路二段216號,1.0,176.0,江翠派出所,,121.46788,25.032242
文化風閣,DE02000204,柏翠里,新北市板橋區柏翠里文化路二段441巷7號,1.0,187.0,江翠派出所,,121.47454,25.033382
江翠國小,DE02000206,柏翠里,新北市板橋區柏翠里文化二段413號,1.0,48.0,江翠派出所,,121.47388,25.032039
國家文化館,DE02000207,文化里,新北市板橋區文化里文化二段175號,1.0,1065.0,江翠派出所,,121.47037,25.027908
文化森美學,DE02000208,文化里,新北市板橋區文化里光武街50巷21號,1.0,512.0,江翠派出所,,121.46766,25.027326
私人住宅大樓,DE02000210,明翠里,新北市板橋區明翠里四維路257號,1.0,194.0,江翠派出所,,121.46341,25.028027
四維社區,DE02000211,明翠里,新北市板橋區明翠里四維路243號,1.0,463.0,江翠派出所,,121.46369,25.0275
致祥居,DE02000214,明翠里,新北市板橋區明翠里民有街57~59號,1.0,293.0,江翠派出所,,121.46461,25.027947
公寓,DE02000219,新埔里,新北市板橋區新埔里陽明街22號,1.0,122.0,江翠派出所,,121.46639,25.021814
捷運陽明,DE02000220,新埔里,新北市板橋區新埔里陽明街46號,1.0,518.0,江翠派出所,,121.4658,25.021993
帝王家,DE02000222,新埔里,新北市板橋區新埔里民生路三段29巷1號,1.0,950.0,江翠派出所,,121.46669,25.024164
陽明翠堤,DE02000226,陽明里,新北市板橋區陽明里陽明街94~136號,1.0,2060.0,江翠派出所,,121.46324,25.025123
四維圖書館,DE02000228,陽明里,新北市板橋區陽明里陽明街168號,1.0,864.0,江翠派出所,,121.46324,25.025123
私人住宅大樓,DE02000232,陽明里,新北市板橋區陽明里自由路13~15號,1.0,221.0,江翠派出所,,121.46559,25.02383
詠勝雅築,DE02000233,陽明里,新北市板橋區陽明里自由路51巷6~8號,1.0,133.0,江翠派出所,,121.46466,25.023351
寶佳臻峰,DE02000714,文化里,新北市板橋區文化里松江街2號,1.0,1561.0,江翠派出所,,121.46942,25.026237
富玥,DE02000722,明翠里,新北市板橋區明翠里四維路177巷4弄18號,1.0,162.0,江翠派出所,,121.46356,25.026567
全陽圓,DE02000725,江翠里,新北市板橋區江翠里吳鳳50巷89號,1.0,587.0,江翠派出所,,121.4703,25.030519
?盈社區,DE02000726,江翠里,新北市板橋區江翠里宏國路51號,1.0,478.0,江翠派出所,,121.46845,25.031876
極上美,DE02000727,江翠里,新北市板橋區江翠里吳鳳路88號2樓,1.0,87.0,江翠派出所,,121.46703,25.031636
江翠ONE社區,DE02000728,柏翠里,新北市板橋區柏翠里華江一路196號,1.0,1444.0,江翠派出所,,121.47365,25.035361
江翠綻,DE02000729,柏翠里,新北市板橋區柏翠里雙十路三段10巷5號,1.0,184.0,江翠派出所,,121.472,25.030834
德霖私人住宅大樓,DE02000730,溪頭里,新北市板橋區溪頭里長江路二段296號1,1.0,672.0,江翠派出所,,121.47085,25.033057
聯上涵翠,DE02000731,溪頭里,新北市板橋區溪頭里華江一路500號,1.0,838.0,江翠派出所,,121.46667,25.033155
興富發大美社區,DE02000732,溪頭里,新北市板橋區溪頭里華江一路501號,1.0,575.0,江翠派出所,,121.46621,25.032805
荷蘭灣社區,DE02000733,柏翠里,新北市板橋區柏翠里華江三路36號,1.0,1113.0,江翠派出所,,121.47811,25.036609
新樸香榭,DE02000734,純翠里,新北市板橋區純翠里民生路三段172號,1.0,422.0,江翠派出所,,121.46563,25.028901
私人住宅大樓,DE02000735,溪頭里,新北市板橋區溪頭里華江一路375號,1.0,1145.0,江翠派出所,,121.47023,25.034014
雙江翠,DE02000736,溪頭里,新北市板橋區溪頭里華江一路209號,1.0,1615.0,江翠派出所,,121.47248,25.034478
雙捷晶品,DE02000737,純翠里,新北市板橋區純翠里長江路二段158號,1.0,133.0,江翠派出所,,121.46634,25.031799
潤泰峰,DE02000738,溪頭里,新北市板橋區溪頭里華江一路350號,1.0,1066.0,江翠派出所,,121.46815,25.033701
遠雄江翠,DE02000739,溪頭里,新北市板橋區溪頭里華江八路26號,1.0,848.0,江翠派出所,,121.46753,25.034357
聯上匯翠,DE02000740,溪頭里,新北市板橋區溪頭里華江一路550號,1.0,3106.0,江翠派出所,,121.46617,25.032961
私人住宅大樓,DE02000741,溪頭里,新北市板橋區溪頭里華江八路2號,4.0,942.0,江翠派出所,,121.46828,25.034367
河藍灣NO2,DE02000742,溪頭里,新北市板橋區溪頭里華江五路101號,2.0,443.0,江翠派出所,,121.47246,25.036148
勝輝鴻磐,DE02000743,溪頭里,新北市板橋區溪頭里19鄰華江一路300號,1.0,415.0,江翠派出所,,121.47098,25.034457
寶可麗,DE02000744,江翠里,新北市板橋區江翠里19鄰吳鳳路86號,1.0,154.0,江翠派出所,,121.46692,25.031467
久泰翠品,DE02000745,溪頭里,新北市板橋區溪頭里24鄰華江一路380號,1.0,1005.0,江翠派出所,,121.46735,25.033377
德鄰聚,DE02000746,溪頭里,新北市板橋區溪頭里17鄰華江三路300號,1.0,476.0,江翠派出所,,121.47272,25.035839
江匯Life,DE02000747,溪頭里,新北市板橋區溪頭里14鄰華江一路55號2樓,1.0,1298.0,江翠派出所,,121.47287,25.0347
遠雄鉑翠,DE02000748,溪頭里,新北市板橋區溪頭里18鄰華江一路185號3樓,1.0,1229.0,江翠派出所,,121.47287,25.0347
私人住宅大樓,DE02000749,溪頭里,新北市板橋區溪頭里18鄰華江一路265號3樓,1.0,715.0,江翠派出所,,121.47189,25.034438
麗寶丹麥琥珀,DE02000750,溪頭里,新北市板橋區溪頭里5鄰華江一路525號,5.0,1799.0,江翠派出所,,121.46579,25.032655
豐光,DE02000751,溪頭里,新北市板橋區溪頭里23鄰華江八路70號,2.0,528.0,江翠派出所,,121.46692,25.033937
國泰朋,DE02000752,溪頭里,新北市板橋區溪頭里23鄰華江八路80號2樓,1.0,598.0,江翠派出所,,121.46669,25.034044
潤泰文樺,DE02000753,溪頭里,新北市板橋區溪頭里13鄰華江一路272號3樓,1.0,969.0,江翠派出所,,121.47162,25.034874
國美翠亨村,DE02000754,溪頭里,新北市板橋區溪頭里13鄰華江六路100號3樓,1.0,2089.0,江翠派出所,,121.47078,25.035923
麗寶歐洲莊園芬蘭極光,DE02000755,溪頭里,新北市板橋區溪頭里5鄰華江一路610號,4.0,1279.0,江翠派出所,,121.46521,25.032653
謙承高,DE02000756,江翠里,新北市板橋區江翠里19鄰吳鳳路90巷2號二樓,1.0,127.0,江翠派出所,,121.46721,25.031655
吾界,DE02000757,柏翠里,新北市板橋區柏翠里14鄰華江一路50號,1.0,1283.0,江翠派出所,,121.4761057,25.03619219
四季行館,DE02000758,純翠里,新北市板橋區純翠里14鄰吳鳳路83號,3.0,707.0,江翠派出所,,121.4666,25.031442
幸福昇華,DE02000759,純翠里,新北市板橋區純翠里吳鳳路19巷30號,1.0,559.0,江翠派出所,,121.46637,25.030585
帝國花園,DE02000760,溪頭里,新北市板橋區溪頭里華江一路115號,,6653.0,江翠派出所,,121.47287,25.0347
榮群擎川,DE02000761,溪頭里,新北市板橋區溪頭里環河西路四段1765號2樓,4.0,1161.0,江翠派出所,,121.47194,25.036557
帝景5,DE02000762,溪頭里,新北市板橋區溪頭里華江九路35號2樓,1.0,2038.0,江翠派出所,,121.46596,25.033735
帝景3號,DE02000763,溪頭里,新北市板橋區溪頭里華江九路50號,1.0,655.0,江翠派出所,,121.46632,25.033365
文化風華,DE02000764,柏翠里,新北市板橋區柏翠里14鄰文化路二段589號,1.0,1132.0,江翠派出所,,121.47591,25.034629
觀翠,DE02000765,溪頭里,新北市板橋區溪頭里華江一路515號,1.0,415.0,江翠派出所,,121.4657933,25.03280726
日健匯,DE02000766,溪頭里,新北市板橋區溪頭里華江六路6號,1.0,458.0,江翠派出所,,121.4707307,25.03539832
忠孝本質,DE02000767,溪頭里,新北市板橋區溪頭里華江一路421號,1.0,890.0,江翠派出所,,121.4674999,25.03359534
