類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
台灣杰士電池工業,OQA00032,三民里,臺南市永康區三民里10鄰中正北路999號,"23.054319,120.271735",1.0,161.0,
鳳記國際機械公司,OQA00033,三民里,臺南市永康區三民里8鄰正北一路168號,"23.052282,120.259186",1.0,776.0,
冠驊紙器公司,OQA00034,三民里,臺南市永康區三民里10鄰和平東路17號,"23.054855,120.270129",1.0,122.0,
結進材料公司,OQA00035,三民里,臺南市永康區三民里8鄰民東路35號,"23.053718,120.263915",1.0,653.0,
佳大世界公司,OQA00036,蔦松里,臺南市永康區蔦松里8鄰中正北路317巷16號,"23.043900,120.247631",1.0,96.0,
鴻毅機械公司,OQA00037,三民里,臺南市永康區三民里8鄰和平東路172號,"23.055368,120.262125",1.0,84.0,
慶權工業公司,OQA00038,蔦松里,臺南市永康區蔦松里9鄰中正北路699巷12號,"23.045541,120.25856",1.0,105.0,
南太輪胎公司,OQA00039,蔦松里,臺南市永康區蔦松里9鄰正北三路123號,"23.050450,120.261698",1.0,336.0,
愛肝生物科技公司,OQA00040,蔦松里,臺南市永康區蔦松里9鄰中正北路833號,"23.049191,120.265169",1.0,349.0,
耕揚有限公司,OQA00041,蔦松里,臺南市永康區蔦松里9鄰中正北路835號,"23.04954,120.265471",1.0,921.0,
三新紡織公司,OQA00042,蔦松里,臺南市永康區蔦松里9鄰中正北路711號,"23.045902,120.261519",1.0,1386.0,
錦祥五金公司,OQA00044,蔦松里,臺南市永康區蔦松里9鄰正北一路98號,"23.047975,120.261678",1.0,256.0,
上越江山大樓,OQA00045,蔦松里,臺南市永康區蔦松里1鄰蔦松二街114號,"23.044028,120.256342",1.0,1585.0,
統一實業公司,OQA00046,蔦松里,臺南市永康區蔦松里9鄰中正北路837號,"23.050767,120.267193",1.0,1186.0,
台南科技大學,OQA00047,?行里,臺南市永康區?行里20鄰中正路529號,"23.039314,120.238472",1.0,3909.0,
統一公司-早餐食品廠,OQA00048,?行里,臺南市永康區?行里17鄰中正路301號,"23.034185,120.24463",1.0,1314.0,
家富美裝潢行,OQA00049,?行里,臺南市永康區?行里11鄰中正南路688號,"23.039441,120.235219",1.0,210.0,
高長文化事業公司,OQA00050,?行里,臺南市永康區?行里17鄰正南五街246號,"23.034037,120.239630",1.0,457.0,
高長文化事業公司,OQA00051,?行里,臺南市永康區?行里17鄰中正路429號,"23.036649,120.242037",1.0,474.0,
錦億實業公司,OQA00052,?行里,臺南市永康區?行里17鄰中正路337巷13號,"23.034286,120.243787",1.0,72.0,
高長公司,OQA00053,?行里,臺南市永康區?行里17鄰正南五街246號,"23.034037,120.239630",1.0,48.0,
虛擬天堂鹽行店,OQA00054,?行里,臺南市永康區?行里13鄰中正六街210號,"23.039377,120.237761",1.0,74.0,
高長文化事業公司,OQA00055,?行里,臺南市永康區?行里17鄰正南五街246號,"23.034037,120.239630",1.0,660.0,
屴新電子商行,OQA00056,尚頂里,臺南市永康區尚頂里9鄰正南一街129巷38弄20號,"23.024678,120.226789",1.0,50.0,
弘合新塑膠公司,OQA00057,尚頂里,臺南市永康區尚頂里15鄰中正南路242巷11號,"23.027059,120.224027",1.0,100.0,
安順?科技公司,OQA00058,尚頂里,臺南市永康區尚頂里10鄰正南一街107巷21弄2號,"23.023689,120.228198",1.0,218.0,
易昇鋼鐵公司,OQA00059,尚頂里,臺南市永康區尚頂里4鄰正南一街200號,"23.027978,120.225189",1.0,142.0,
康爵飯店,OQA00060,尚頂里,臺南市永康區尚頂里14鄰中正南路248號,"23.027404,120.222622",1.0,890.0,
漢翌企業公司,OQA00061,尚頂里,臺南市永康區尚頂里8鄰正南一街120號,"23.025072,120.228049",1.0,70.0,
鴻辰印刷,OQA00062,尚頂里,臺南市永康區尚頂里15鄰中正南路242巷4弄7號,"23.026160,120.223493",1.0,252.0,
良昇企業公司,OQA00063,尚頂里,臺南市永康區尚頂里2鄰中正二街155號,"23.028699,120.231855",1.0,40.0,
吉宇實業公司,OQA00064,尚頂里,臺南市永康區尚頂里32鄰國聖街86巷23號,"23.030936,120.224363",1.0,113.0,
巨鋼企業股份公司,OQA00065,尚頂里,臺南市永康區尚頂里32鄰中正南路381巷2號之1,"23.031196,120.225626",1.0,32.0,
鑫韋企業公司,OQA00066,尚頂里,臺南市永康區尚頂里28鄰中正南路349巷46號,"23.030429,120.222657",1.0,58.0,
新大和電機公司,OQA00067,尚頂里,臺南市永康區尚頂里30鄰中正南路327號,"23.028054,120.222831",1.0,677.0,
勇冠企業公司,OQA00068,尚頂里,臺南市永康區尚頂里28鄰中正南路349巷88號,"23.028129,120.222232",1.0,246.0,
薪鋐有限公司,OQA00069,尚頂里,臺南市永康區尚頂里14鄰正南一街183號,"23.026084,120.225944",1.0,514.0,
一般住宅,OQA00070,甲頂里,臺南市永康區甲頂里14鄰中正南路56號,"23.020371,120.216299",1.0,82.0,
第一客網中心,OQA00072,?興里,臺南市永康區?興里3鄰中正北路89號,"23.042387,120.240118",1.0,917.0,
勝宏大廈,OQA00073,?興里,臺南市永康區?興里1鄰仁愛街46之2號,"23.042515,120.23837",1.0,1546.0,
名揚世家大樓,OQA00074,蔦松里,臺南市永康區蔦松里3鄰中正北路615號,"23.04345,120.258553",1.0,821.0,
奇美醫院第三醫療大樓,OQA00076,甲頂里,臺南市永康區甲頂里9鄰中華路901號,"23.020606,120.221897",1.0,56.0,
奇美醫院第一醫療大樓,OQA00077,甲頂里,臺南市永康區甲頂里9鄰中華路901號,"23.020606,120.221897",1.0,300.0,
南良實業公司,OQA00079,?洲里,臺南市永康區?洲里23鄰洲尾街41巷10號,"23.036816,120.230048",1.0,390.0,
聚晃實業股份公司,OQA00081,?洲里,臺南市永康區?洲里35鄰洲工街172號,"23.0383,120.227317",1.0,105.0,
國產實業建設公司,OQA00082,?洲里,臺南市永康區?洲里33鄰洲尾街62號,"23.037413,120.230878",1.0,226.0,
一等建設,OQA00083,?行里,臺南市永康區?行里8鄰正南五街520巷56弄25號,"23.038246,120.236192",1.0,257.0,
鍇福金屬公司,OQA00085,?行里,臺南市永康區?行里1鄰中正南路344巷5號,"23.031282,120.229116",1.0,56.0,
源昇金屬企業公司,OQA00087,?行里,臺南市永康區?行里4鄰?和街244號,"23.034168,120.236014",1.0,62.0,
介大金屬公司,OQA00088,?行里,臺南市永康區?行里2鄰?和街229號,"23.033632,120.235945",1.0,260.0,
亞昌企業公司,OQA00089,?行里,臺南市永康區?行里4鄰?平街137巷16號,"23.033978,120.237596",1.0,68.0,
漢菖機械公司,OQA00090,?行里,臺南市永康區?行里1鄰中正南路360巷5號,"23.032937,120.230155",1.0,212.0,
南智捷太子汽車,OQA00091,?行里,臺南市永康區?行里4鄰中正南路546號,"23.037379,120.232912",1.0,120.0,
昇展實業公司,OQA00092,?行里,臺南市永康區?行里1鄰中正南路404巷7號,"23.034154,120.230355",1.0,226.0,
永泰度量衡公司,OQA00093,?行里,臺南市永康區?行里1鄰中正南路404巷3號,"23.034358,120.230018",1.0,429.0,
中央氣象局永康氣象站,OQA00094,?行里,臺南市永康區?行里8鄰正南五街520巷88號,"23.038008,120.236535",1.0,172.0,
鹽行基督長老教會,OQA00095,?行里,臺南市永康區?行里9鄰正南五街520巷98號,"23.038640,120.237073",1.0,372.0,
家樂福中正店,OQA00096,?行里,臺南市永康區?行里1鄰中正南路358號,"23.032764,120.228409",1.0,1530.0,
蝶戀大廈,OQA00097,?洲里,臺南市永康區?洲里4鄰?洲二街160巷1號,"23.043662,120.235806",1.0,270.0,
豪堤紙袋公司,OQA00099,?行里,臺南市永康區?行里32鄰中正五街26號,"23.036390,120.244394",1.0,92.0,
豐隆鋼模公司,OQA00100,?行里,臺南市永康區?行里32鄰中正三街16巷6號,"23.036753,120.243495",1.0,186.0,
佾鑫實業股,OQA00101,?行里,臺南市永康區?行里30鄰中正北路318巷12號,"23.040234,120.248202",1.0,402.0,
萊爾富國際公司,OQA00103,?行里,臺南市永康區?行里20鄰中正路890號,"23.039383,120.239495",1.0,774.0,
家專學園管理委員會,OQA00104,?行里,臺南市永康區?行里14鄰中正七街15號,"23.039783,120.239686",1.0,1678.0,
和美家專庭園一期,OQA00105,?行里,臺南市永康區?行里20鄰中正路872巷1號,"23.039027,120.240134",1.0,729.0,
南台科技大學,OQA00106,尚頂里,臺南市永康區尚頂里19鄰南臺街1號,"23.02355,120.225464",1.0,3578.0,
雙溪鋼鐵公司,OQA00107,尚頂里,臺南市永康區尚頂里17鄰中正南路210巷5號,"23.024563,120.220384",1.0,130.0,
一般住宅,OQA00108,尚頂里,臺南市永康區尚頂里17鄰中正南路220巷30弄38號,"23.024359,120.221656",1.0,62.0,
泰國大樓,OQA00109,尚頂里,臺南市永康區尚頂里22鄰南臺街13巷35號,"23.021159,120.223046",1.0,2486.0,
欣蒂髮型設計,OQA00110,尚頂里,臺南市永康區尚頂里29鄰南臺街99號,"23.022728,120.22111",1.0,374.0,
中華新世紀大樓,OQA00111,尚頂里,臺南市永康區尚頂里29鄰中華路996號,"23.021688,120.221559",1.0,1017.0,
式澳柏克萊大樓,OQA00112,尚頂里,臺南市永康區尚頂里25鄰南臺街154巷2號,"23.023295,120.219855",1.0,938.0,
一般住宅,OQA00114,尚頂里,臺南市永康區尚頂里17鄰中正南路220巷30弄38號,"23.024359,120.221656",1.0,62.0,
南台科技大學,OQA00115,尚頂里,臺南市永康區尚頂里19鄰南臺街1號,"23.02355,120.225464",1.0,3576.0,
歐帝新世界,OQA00116,尚頂里,臺南市永康區尚頂里23鄰中華路988號,"23.021491,120.222155",1.0,1000.0,
統一公司-行政大樓BC棟,OQA00117,?行里,臺南市永康區?行里17鄰中正路301號,"23.034185,120.24463",1.0,1433.0,
一般住宅,OQA00118,大灣里,臺南市永康區大灣里13鄰民族路321號,"23.006150,120.268609",1.0,40.0,
大灣國中,OQA00119,大灣里,臺南市永康區大灣里19鄰文賢街68巷1號,"23.006329,120.272651",1.0,520.0,
大灣市中市大廈,OQA00120,大灣里,臺南市永康區大灣里7鄰大灣路258號,"23.007822,120.267925",1.0,250.0,
許進賢耳鼻喉科診所,OQA00121,大灣里,臺南市永康區大灣里9鄰民族路376號,"23.007929,120.266668",1.0,32.0,
宏昕電機公司,OQA00123,南灣里,臺南市永康區南灣里21鄰南興路105號,"23.000094,120.261359",1.0,176.0,
泰豐五金行,OQA00124,南灣里,臺南市永康區南灣里21鄰大灣東路11號,"22.998389,120.259394",1.0,72.0,
崑山科技大學,OQA00126,崑山里,臺南市永康區崑山里3鄰崑大路195號,"22.998366,120.252885",1.0,5000.0,
崑山科技大學,OQA00127,崑山里,臺南市永康區崑山里3鄰崑大路195號,"22.998366,120.252885",1.0,2430.0,
高靖工業公司,OQA00128,崑山里,臺南市永康區崑山里8鄰大灣路1020巷33號,"23.000080,120.252326",1.0,58.0,
出雲居大樓,OQA00129,崑山里,臺南市永康區崑山里38鄰永大路二段153號,"23.005341,120.261143",1.0,945.0,
一般住宅,OQA00130,北灣里,臺南市永康區北灣里18鄰文賢街78巷5弄1號,"23.007670,120.272084",1.0,58.0,
聖心幼稚園,OQA00131,北灣里,臺南市永康區北灣里12鄰大灣路87號,"23.010701,120.270396",1.0,226.0,
奇中奇管理委員會,OQA00132,北灣里,臺南市永康區北灣里2鄰文賢街136巷2號,"23.009822,120.272321",1.0,268.0,
童園雙語幼兒園,OQA00133,西灣里,臺南市永康區西灣里13鄰永大路二段365號,"23.011087,120.262924",1.0,621.0,
王牌登場管理委員會,OQA00134,東灣里,臺南市永康區東灣里16鄰民族路273巷27號,"23.004269,120.268949",1.0,285.0,
喜臨門管理委員會,OQA00135,西灣里,臺南市永康區西灣里27鄰大勇路23巷9號,"23.008361,120.260283",1.0,945.0,
國際新都第二期,OQA00136,西灣里,臺南市永康區西灣里25鄰國光七街46號,"23.009591,120.260347",1.0,1004.0,
武昌工業杜,OQA00138,崑山里,臺南市永康區崑山里8鄰大灣路1070號,"22.998964,120.252041",1.0,42.0,
力代電子公司,OQA00140,崑山里,臺南市永康區崑山里10鄰大灣路942巷71弄131號,"23.000643,120.254215",1.0,214.0,
巨匠電腦,OQA00141,崑山里,臺南市永康區崑山里14鄰大灣路826號,"23.000211,120.258042",1.0,414.0,
輔仁幼稚園,OQA00142,東灣里,臺南市永康區東灣里15鄰大灣一街341號,"23.003651,120.27002",1.0,92.0,
高雄榮民總醫院,OQA00143,復興里,臺南市永康區復興里1鄰復興路427號,"22.997218,120.240316",1.0,1454.0,
榮豐皮革公司,OQA00144,建國里,臺南市永康區建國里1鄰復興路26巷47號,"23.002089,120.250035",1.0,46.0,
龍門大地大廈,OQA00147,勝利里,臺南市永康區勝利里16鄰中華路245號,"23.005706,120.235153",1.0,70.0,
良美町大樓,OQA00148,中華里,臺南市永康區中華里5鄰華興街97號,"23.000691,120.237106",1.0,100.0,
凡爾賽宮管理委員會,OQA00149,復國里,臺南市永康區復國里25鄰復華三街90巷16號,"23.010210,120.245474",1.0,100.0,
椰鳳名廈大樓管理委員會,OQA00150,復國里,臺南市永康區復國里34鄰復華一街61號,"23.005317,120.244386",1.0,200.0,
慶都大樓管理委員會,OQA00151,復國里,臺南市永康區復國里19鄰國華街47號,"23.011254,120.247164",1.0,7446.0,
勝利王朝大樓,OQA00152,勝利里,臺南市永康區勝利里7鄰勝利街22巷5弄9號,"23.000945,120.231713",1.0,100.0,
蓮莊大樓,OQA00153,成功里,臺南市永康區成功里7鄰中華路154巷18弄2號,"23.003083,120.236114",1.0,100.0,
諾貝爾大樓,OQA00154,勝利里,臺南市永康區勝利里29鄰中華路7巷20弄38號,"22.999576,120.234564",1.0,1500.0,
太乙投資大樓,OQA00155,中華里,臺南市永康區中華里12鄰小東路473號,"22.998913,120.235107",1.0,333.0,
攬翠華廈管理委員會,OQA00156,復華里,臺南市永康區復華里5鄰國華街102巷84號,"23.015028,120.248435",1.0,6916.0,
陽光華廈管理委員會,OQA00157,復華里,臺南市永康區復華里37鄰復華七街32巷29號,"23.013272,120.246143",1.0,500.0,
陽光華廈管理委員會,OQA00158,復華里,臺南市永康區復華里38鄰復華七街32巷23號,"23.012975,120.245941",1.0,532.0,
棕?泉1期管理委員會,OQA00159,復華里,臺南市永康區復華里25鄰復華八街47巷34號,"23.017192,120.245848",1.0,1033.0,
棕?泉2期管理委員會,OQA00160,復華里,臺南市永康區復華里30鄰復華八街47巷41號,"23.01688,120.245729",1.0,541.0,
棕?泉3期管理委員會,OQA00161,復華里,臺南市永康區復華里28鄰復華八街47巷27號,"23.016952,120.245987",1.0,978.0,
東京2001大樓,OQA00162,中華里,臺南市永康區中華里12鄰小東路509號,"22.998676,120.235674",1.0,1533.0,
慶茂大樓管理中心,OQA00163,中興里,臺南市永康區中興里17鄰中華路200號,"23.004760,120.235562",1.0,476.0,
大都市B大樓,OQA00164,埔園里,臺南市永康區埔園里23鄰埔東街12號之3,"23.032353,120.256654",1.0,416.0,
一般住宅,OQA00165,龍埔里,臺南市永康區龍埔里7鄰龍埔街362號,"23.034572,120.26093",1.0,44.0,
台南麗池大樓,OQA00167,埔園里,臺南市永康區埔園里25鄰中山路354號,"23.034369,120.255092",1.0,2292.0,
如意江山清靜特區,OQA00168,永明里,臺南市永康區永明里13鄰永平街276號,"23.022911,120.265129",1.0,449.0,
如意江山豪景特區,OQA00169,永明里,臺南市永康區永明里13鄰永平街286號,"23.023505,120.265068",1.0,657.0,
世紀京華大樓,OQA00170,永明里,臺南市永康區永明里14鄰永平街298巷2號,"23.023748,120.264913",1.0,1230.0,
桂冠大地大樓,OQA00171,永明里,臺南市永康區永明里14鄰永平街298巷1號,"23.024411,120.264985",1.0,3683.0,
東澳2000大樓,OQA00172,龍潭里,臺南市永康區龍潭里13鄰龍安街288號,"23.037182,120.266109",1.0,1731.0,
龍傳人大樓,OQA00173,龍潭里,臺南市永康區龍潭里13鄰龍安街249號,"23.037286,120.26589",1.0,1596.0,
港香蘭公司,OQA00174,王行里,臺南市永康區王行里14鄰環工路9號,"23.049285,120.274924",1.0,825.0,
生春堂公司,OQA00175,王行里,臺南市永康區王行里14鄰環工路6號,"23.049410,120.274514",1.0,68.0,
迦賢塗料科技公司,OQA00176,王行里,臺南市永康區王行里14鄰經華路11號,"23.045316,120.269938",1.0,68.0,
國際紡識公司,OQA00177,王行里,臺南市永康區王行里14鄰王行路741號,"23.052033,120.273570",1.0,289.0,
翔陽有限公司,OQA00178,王行里,臺南市永康區王行里14鄰環工路28號,"23.044362,120.271154",1.0,225.0,
立康生物科技公司,OQA00179,王行里,臺南市永康區王行里14鄰環工路29號,"23.046309,120.273909",1.0,320.0,
立康生物科技公司,OQA00180,王行里,臺南市永康區王行里14鄰環工路31號,"23.045829,120.273675",1.0,321.0,
生春堂公司,OQA00181,王行里,臺南市永康區王行里14鄰環工路6號,"23.049410,120.274514",1.0,337.0,
廣翰實業公司,OQA00182,王行里,臺南市永康區王行里14鄰環工路66號,"23.048981,120.268653",1.0,365.0,
俐慶鋼鐵公司,OQA00183,王行里,臺南市永康區王行里14鄰環工路16號,"23.047184,120.273704",1.0,565.0,
家將電機公司,OQA00184,新樹里,臺南市永康區新樹里10鄰中山北路560號,"23.029881,120.274382",1.0,44.0,
百谷王企業公司,OQA00185,新樹里,臺南市永康區新樹里10鄰中山北路762巷13號,"23.028928,120.279912",1.0,109.0,
申道實業公司,OQA00187,新樹里,臺南市永康區新樹里4鄰富強路二段398巷189號,"23.029516,120.277827",1.0,46.0,
大群鄉園大樓,OQA00188,埔園里,臺南市永康區埔園里15鄰龍埔街550號,"23.035392,120.253735",1.0,436.0,
金玉大樓,OQA00189,龍潭里,臺南市永康區龍潭里24鄰龍埔街139巷8號,"23.033670,120.263666",1.0,100.0,
志生實業,OQA00190,龍潭里,臺南市永康區龍潭里22鄰龍中街30巷7號,"23.030335,120.263338",1.0,49.0,
新天地大樓,OQA00193,龍潭里,臺南市永康區龍潭里5鄰龍埔街85號,"23.033894,120.264456",1.0,2624.0,
羅丹天地管理委員會,OQA00194,正強里,臺南市永康區正強里32鄰四維街31號,"23.031991,120.252686",1.0,269.0,
大灣大華廈委員會,OQA00195,東灣里,臺南市永康區東灣里10鄰大灣三街37號,"23.004057,120.268235",1.0,822.0,
大灣大華廈委員會,OQA00196,東灣里,臺南市永康區東灣里10鄰大灣三街37號,"23.004057,120.268235",1.0,185.0,
一般住宅,OQA00197,崑山里,臺南市永康區崑山里13鄰大灣路942巷34弄1號,"23.000627,120.255313",1.0,158.0,
南台科技大學,OQA00198,尚頂里,臺南市永康區尚頂里19鄰南臺街1號,"23.02355,120.225464",1.0,1126.0,
億益企業,OQA00199,?洲里,臺南市永康區?洲里24鄰國聖街296號,"23.035547,120.228009",1.0,60.0,
統一公司-行政大樓A棟,OQA00200,?行里,臺南市永康區?行里17鄰中正路301號,"23.034185,120.24463",1.0,402.0,
統一公司-食品新廠,OQA00201,?行里,臺南市永康區?行里17鄰中正路301號,"23.034185,120.24463",1.0,965.0,
統一公司-宿舍大樓,OQA00202,?行里,臺南市永康區?行里33鄰中正路500號,"23.034185,120.24463",1.0,3177.0,
台電公司-台南區配電中心,OQA00203,尚頂里,臺南市永康區尚頂里25鄰中正南路198號,"23.024332,120.21952",1.0,1169.0,
華盛頓D.C管理委員會,OQA00204,西灣里,臺南市永康區西灣里26鄰永華路212巷12號,"23.008876,120.260125",1.0,1528.0,
慶茂大樓管理中心,OQA00205,中興里,臺南市永康區中興里17鄰中華路200號,"23.004760,120.235562",1.0,1117.0,
凱悅生活大樓,OQA00206,大橋里,臺南市永康區大橋里1鄰中華路862號,"23.019081,120.225669",1.0,639.0,
家年華大樓,OQA00207,永明里,臺南市永康區永明里5鄰中山北路164巷82號,"23.026443,120.262843",1.0,964.0,
家年華大樓,OQA00208,永明里,臺南市永康區永明里5鄰中山北路164巷82號,"23.026443,120.262843",1.0,946.0,
崑山國小,OQA00209,崑山里,臺南市永康區崑山里36鄰國光五街72號,"23.006159,120.25823",1.0,2070.0,
台強電機公司,OQA00210,三民里,臺南市永康區三民里8鄰正北三路288號,"23.054541,120.26155",1.0,577.0,
新永安有線電視,OQA00211,西勢里,臺南市永康區西勢里11鄰廣興街83號,"23.019288,120.277784",1.0,365.0,
晉生護理之家,OQA00212,二王里,臺南市永康區二王里1鄰中山南路902巷5號,"23.021363,120.249103",1.0,962.0,
國際新都3期管理委員會,OQA00213,西灣里,臺南市永康區西灣里30鄰大灣路942巷388弄31號,"23.008959,120.259083",1.0,2286.0,
陽光維瓦第管理委員會,OQA00214,網寮里,臺南市永康區網寮里20鄰文化路323巷1號,"23.014917,120.253001",1.0,1602.0,
真愛大樓,OQA00215,六合里,臺南市永康區六合里16鄰中華二路266巷34號,"23.009170,120.23298",1.0,650.0,
台南高工,OQA00216,大橋里,臺南市永康區大橋里28鄰中山南路193號,"23.014541,120.233557",1.0,1015.0,
景美實業公司,OQA00217,王行里,臺南市永康區王行里14鄰環工路4號,"23.049464,120.274568",1.0,213.0,
太子建設,OQA00218,甲頂里,臺南市永康區甲頂里14鄰中正南路30號,"23.019487,120.216297",1.0,2861.0,
晉德華廈管理委員會,OQA00219,永康里,臺南市永康區永康里25鄰永福街21巷15號,"23.017620,120.261337",1.0,1102.0,
大時代大廈,OQA00220,勝利里,臺南市永康區勝利里23鄰中華一路203巷8號,"23.003847,120.233496",1.0,2077.0,
一般住宅,OQA00221,烏竹里,臺南市永康區烏竹里12鄰竹園一街41號,"23.040505,120.262679",1.0,1130.0,
森林故鄉管理委員會,OQA00222,東橋里,臺南市永康區東橋里5鄰中山南路195巷32之7號,"23.017225,120.233765",1.0,2118.0,
台南師大附中,OQA00223,永康里,臺南市永康區永康里7鄰中山南路948號,"23.022099,120.250403",1.0,1208.0,
熱帶嶼大樓,OQA00224,勝利里,臺南市永康區勝利里20鄰勝華街108號,"23.006615,120.232237",1.0,5904.0,
高岡屋大樓,OQA00225,六合里,臺南市永康區六合里1鄰新興街2號,"23.011444,120.228455",1.0,5852.0,
陽光夏綠地管理委員會,OQA00226,網寮里,臺南市永康區網寮里30鄰文化路261巷1號,"23.014717,120.254591",1.0,2176.0,
翡翠大郡管理委員會,OQA00227,勝利里,臺南市永康區勝利里9鄰勝學路237號,"23.007003,120.231095",1.0,4533.0,
長億城F區,OQA00228,安康里,臺南市永康區安康里1鄰中華路727巷2號,"23.017327,120.227356",1.0,6000.0,
復興國小,OQA00231,中華里,臺南市永康區中華里19鄰華興街2號,"23.000831,120.238787",1.0,4114.0,
龍潭國小,OQA00232,龍潭里,臺南市永康區龍潭里7鄰龍潭街214號,"23.034272,120.267287",1.0,1933.0,
陽光新樂園管理委員會,OQA00233,網寮里,臺南市永康區網寮里21鄰文化路228號,"23.015090,120.254795",1.0,1322.0,
歡樂歐洲大樓,OQA00234,六合里,臺南市永康區六合里28鄰中華二路361巷1號,"23.008064,120.232062",1.0,841.0,
南台科技大學,OQA00235,尚頂里,臺南市永康區尚頂里19鄰南臺街1號,"23.02355,120.225464",1.0,4036.0,
兆豐銀行,OQA00236,埔園里,臺南市永康區埔園里6鄰中山路180號,"23.030598,120.256218",1.0,1024.0,
雅泰晶華二期,OQA00237,烏竹里,臺南市永康區烏竹里11鄰竹園一街51號,"23.040353,120.262306",1.0,1650.0,
新永安有線電視,OQA00238,西勢里,臺南市永康區西勢里11鄰廣興街95巷3號,"23.019434,120.278114",1.0,1414.0,
新都會假期管理委員會,OQA00239,永康里,臺南市永康區永康里28鄰永平街56巷2號,"23.021184,120.262005",1.0,1888.0,
宏利織造公司,OQA00240,三民里,臺南市永康區三民里8鄰正北五路136號,"23.052584,120.263744",1.0,1333.0,
大璽建設,OQA00241,?興里,臺南市永康區?興里10鄰永安一街72號,"23.044381,120.24354",1.0,4277.0,
高靖工業公司,OQA00242,崑山里,臺南市永康區崑山里9鄰大灣路1020巷18號,"23.000312,120.25245",1.0,128.0,
大灣中學,OQA00243,大灣里,臺南市永康區大灣里19鄰文賢街68巷1號,"23.006329,120.272651",1.0,3372.0,
一般住宅,OQA00244,崑山里,臺南市永康區崑山里14鄰大灣路796號,"23.000305,120.258892",1.0,744.0,
摩登大樓管理委員會,OQA00245,五王里,臺南市永康區五王里7鄰中山東路266號,"23.010631,120.237094",1.0,4045.0,
