類別,電腦編號,里別,地址,地下樓層數,可容納人數,備註
一般住宅,CRA00048,文南里,臺南市南區文南里4鄰金華路二段289巷5弄32號,1.0,97人,"22.983543,120.191042"
一般住宅,CRA00049,文南里,臺南市南區文南里4鄰金華路二段289巷5弄34號,1.0,97人,"22.983499,120.191031"
一般住宅,CRA00050,文南里,臺南市南區文南里1鄰金華路二段289巷5弄29號,1.0,100人,"22.983654,120.191205"
一般住宅,CRA00051,文南里,臺南市南區文南里1鄰金華路二段289巷5弄31號,1.0,100人,"22.983611,120.191207"
一般住宅,CRA00052,文南里,臺南市南區文南里1鄰金華路二段289巷5弄35號,1.0,100人,"22.983523,120.191196"
一般住宅,CRA00053,文南里,臺南市南區文南里1鄰金華路二段289巷5弄37號,1.0,100人,"22.983491,120.191193"
一般住宅,CRA00054,文南里,臺南市南區文南里1鄰金華路二段289巷5弄39號,1.0,100人,"22.98345,120.191191"
一般住宅,CRA00055,文南里,臺南市南區文南里7鄰金華路二段219號,1.0,134人,"22.982621,120.191418"
一般住宅,CRA00056,文南里,臺南市南區文南里7鄰金華路二段221號,1.0,134人,"22.982672,120.191422"
一般住宅,CRA00057,文南里,臺南市南區文南里9鄰長南街36巷25號,1.0,93人,"22.983677,120.19022"
一般住宅,CRA00058,文南里,臺南市南區文南里8鄰長南街33號,1.0,93人,"22.982823,120.190099"
一般住宅,CRA00059,文南里,臺南市南區文南里9鄰長南街36巷21號,1.0,93人,"22.983581,120.190219"
一般住宅,CRA00060,文南里,臺南市南區文南里9鄰長南街36巷23號,1.0,93人,"22.983629,120.190218"
一般住宅,CRA00061,文南里,臺南市南區文南里5鄰長南街36巷14號,1.0,93人,"22.983419,120.190361"
一般住宅,CRA00062,文南里,臺南市南區文南里5鄰長南街36巷16號,1.0,93人,"22.983457,120.190365"
一般住宅,CRA00063,文南里,臺南市南區文南里5鄰長南街22號,1.0,114人,"22.98297,120.190601"
一般住宅,CRA00064,文華里,臺南市南區文華里16鄰文南路311號,1.0,41人,"22.98722,120.189989"
華夏,CRA00065,文華里,臺南市南區文華里10鄰美南街109號,1.0,413人,"22.985886,120.187994"
一般住宅,CRA00066,文華里,臺南市南區文華里8鄰建南路166號,1.0,48人,"22.985185,120.188514"
一般住宅,CRA00067,文華里,臺南市南區文華里8鄰建南路164號,1.0,48人,"22.985182,120.188557"
一般住宅,CRA00068,文華里,臺南市南區文華里8鄰建南路162號,1.0,48人,"22.985177,120.188608"
一般住宅,CRA00069,文華里,臺南市南區文華里8鄰文南二街57號,1.0,180人,"22.985396,120.18884"
一般住宅,CRA00070,文華里,臺南市南區文華里9鄰金華路二段385巷25號,1.0,74人,"22.986612,120.190641"
一般住宅,CRA00071,文華里,臺南市南區文華里9鄰金華路二段385巷27號,1.0,74人,"22.986612,120.190599"
一般住宅,CRA00072,文華里,臺南市南區文華里9鄰金華路二段345巷12號,1.0,136人,"22.985769,120.191193"
一般住宅,CRA00073,文華里,臺南市南區文華里4鄰金華路二段359號,1.0,85人,"22.986003,120.191687"
一般住宅,CRA00074,文華里,臺南市南區文華里9鄰金華路二段385巷23號,1.0,85人,"22.986612,120.190682"
一般住宅,CRA00075,文南里,臺南市南區文南里1鄰金華路二段283號,1.0,146人,"22.984235,120.191531"
一般住宅,CRA00076,文華里,臺南市南區文華里7鄰建南路102巷13號,1.0,78人,"22.985475,120.191164"
一般住宅,CRA00077,文華里,臺南市南區文華里18鄰德南街11號,1.0,232人,"22.98766,120.18941"
公寓,CRA00078,文華里,臺南市南區文華里18鄰德南街17號,1.0,232人,"22.987424,120.189432"
一般住宅,CRA00079,文華里,臺南市南區文華里17鄰德南街14號,1.0,232人,"22.987577,120.189117"
一般住宅,CRA00080,文華里,臺南市南區文華里17鄰德南街20號,1.0,490人,"22.987476,120.188993"
一般住宅,CRA00081,文華里,臺南市南區文華里17鄰德南街26號,1.0,490人,"22.987331,120.188799"
文華公有市場,CRA00082,文華里,臺南市南區文華里15鄰建南路154號,1.0,593人,"22.985189,120.189661"
一般住宅,CRA00083,田寮里,臺南市南區田寮里7鄰新興路207號,1.0,96人,"22.977112,120.193789"
一般住宅,CRA00084,田寮里,臺南市南區田寮里7鄰新興路191號,1.0,96人,"22.977321,120.194084"
一般住宅,CRA00085,田寮里,臺南市南區田寮里7鄰新興路189號,1.0,96人,"22.977346,120.194124"
一般住宅,CRA00086,田寮里,臺南市南區田寮里1鄰新興路313巷2號,1.0,209人,"22.975415,120.191854"
一般住宅,CRA00087,田寮里,臺南市南區田寮里5鄰大成路二段92巷3弄38號,1.0,160人,"22.975514,120.194149"
一般住宅,CRA00088,田寮里,臺南市南區田寮里5鄰大成路二段92巷3弄36號,1.0,160人,"22.975491,120.194219"
一般住宅,CRA00089,田寮里,臺南市南區田寮里5鄰大成路二段150號,1.0,160人,"22.975113,120.193704"
一般住宅,CRA00090,田寮里,臺南市南區田寮里5鄰大成路二段92巷3弄34號,1.0,160人,"22.97548,120.19428"
一般住宅,CRA00091,田寮里,臺南市南區田寮里5鄰大成路二段92巷3弄32號,1.0,160人,"22.975463,120.194348"
一般住宅,CRA00092,田寮里,臺南市南區田寮里5鄰大成路二段92巷3弄30號,1.0,160人,"22.975446,120.194405"
一般住宅,CRA00093,田寮里,臺南市南區田寮里5鄰大成路二段92巷3弄28號,1.0,160人,"22.975425,120.194473"
一般住宅,CRA00094,田寮里,臺南市南區田寮里5鄰大成路二段92巷3弄26號,1.0,160人,"22.975406,120.194542"
一般住宅,CRA00095,田寮里,臺南市南區田寮里5鄰大成路二段92巷3弄24號,1.0,160人,"22.975397,120.194596"
一般住宅,CRA00096,田寮里,臺南市南區田寮里5鄰大成路二段92巷3弄22號,1.0,160人,"22.975376,120.194667"
一般住宅,CRA00097,田寮里,臺南市南區田寮里5鄰大成路二段92巷3弄20號,1.0,160人,"22.975359,120.194729"
一般住宅,CRA00098,田寮里,臺南市南區田寮里5鄰大成路二段146號,1.0,64人,"22.975117,120.193792"
一般住宅,CRA00099,田寮里,臺南市南區田寮里5鄰大成路二段152號,1.0,209人,"22.97511,120.193662"
一般住宅,CRA00100,田寮里,臺南市南區田寮里2鄰大成路二段172號,1.0,230人,"22.975152,120.192974"
一般住宅,CRA00101,田寮里,臺南市南區田寮里5鄰大成路二段148號,1.0,64人,"22.975114,120.193753"
一般住宅,CRA00102,田寮里,臺南市南區田寮里5鄰大成路二段112號,1.0,184人,"22.975138,120.19455"
一般住宅,CRA00103,田寮里,臺南市南區田寮里6鄰新興路217巷24號之1,1.0,113人,"22.976481,120.194367"
一般住宅,CRA00104,田寮里,臺南市南區田寮里6鄰新興路217巷28號,1.0,113人,"22.976437,120.194464"
一般住宅,CRA00105,田寮里,臺南市南區田寮里7鄰新興路217巷69號,1.0,113人,"22.976292,120.195173"
一般住宅,CRA00106,田寮里,臺南市南區田寮里7鄰新興路205號,1.0,88人,"22.977129,120.193826"
一般住宅,CRA00107,田寮里,臺南市南區田寮里7鄰新興路203號,1.0,88人,"22.97716,120.193855"
一般住宅,CRA00108,田寮里,臺南市南區田寮里6鄰新興路219號,1.0,88人,"22.976831,120.193398"
一般住宅,CRA00109,田寮里,臺南市南區田寮里7鄰新興路215號,1.0,88人,"22.977005,120.193648"
一般住宅,CRA00110,田寮里,臺南市南區田寮里7鄰新興路213號,1.0,88人,"22.977034,120.193676"
一般住宅,CRA00111,田寮里,臺南市南區田寮里7鄰新興路211號,1.0,109人,"22.977059,120.193713"
一般住宅,CRA00112,田寮里,臺南市南區田寮里12鄰新興路61號,1.0,109人,"22.978981,120.196682"
一般住宅,CRA00113,田寮里,臺南市南區新興里7鄰新興路183號,1.0,109人,"22.977393,120.194201"
一般住宅,CRA00114,田寮里,臺南市南區田寮里8鄰新興路115號,1.0,109人,"22.978452,120.195708"
一般住宅,CRA00115,田寮里,臺南市南區田寮里12鄰新興路75號,1.0,109人,"22.978912,120.19647"
一般住宅,CRA00116,田寮里,臺南市南區田寮里8鄰新興路121號,1.0,109人,"22.978363,120.195607"
一般住宅,CRA00117,田寮里,臺南市南區田寮里8鄰新興路119號,1.0,109人,"22.97839,120.19564"
一般住宅,CRA00118,田寮里,臺南市南區田寮里13鄰西門路一段363號,1.0,77人,"22.978493,120.197501"
一般住宅,CRA00119,田寮里,臺南市南區田寮里12鄰新興路41巷9弄5號,1.0,77人,"22.979112,120.197205"
一般住宅,CRA00120,田寮里,臺南市南區田寮里13鄰新興路41巷9弄6號,1.0,77人,"22.978954,120.19721"
一般住宅,CRA00121,田寮里,臺南市南區田寮里12鄰新興路41巷9弄3號,1.0,77人,"22.979111,120.197159"
一般住宅,CRA00122,田寮里,臺南市南區田寮里13鄰西門路一段365號,1.0,77人,"22.978553,120.1975"
一般住宅,CRA00123,田寮里,臺南市南區田寮里8鄰新興路183巷14號,1.0,48人,"22.977129,120.194562"
一般住宅,CRA00124,田寮里,臺南市南區田寮里8鄰新興路183巷12號,1.0,48人,"22.977156,120.194517"
一般住宅,CRA00125,田寮里,臺南市南區田寮里16鄰西門路一段329號,1.0,46人,"22.977622,120.197498"
一般住宅,CRA00126,田寮里,臺南市南區田寮里16鄰西門路一段331號,1.0,46人,"22.977664,120.197491"
一般住宅,CRA00127,田寮里,臺南市南區田寮里16鄰西門路一段353號,1.0,46人,"22.978245,120.19746"
一般住宅,CRA00128,田寮里,臺南市南區田寮里16鄰西門路一段357號,1.0,46人,"22.978341,120.19745"
一般住宅,CRA00129,田寮里,臺南市南區田寮里16鄰西門路一段359號,1.0,46人,"22.978377,120.197446"
一般住宅,CRA00130,田寮里,臺南市南區田寮里16鄰西門路一段355號,1.0,46人,"22.978285,120.197456"
一般住宅,CRA00131,田寮里,臺南市南區田寮里19鄰西門路一段223巷20號,1.0,390人,"22.975949,120.196178"
一般住宅,CRA00132,田寮里,臺南市南區田寮里21鄰西門路一段279巷16弄1號,1.0,353人,"22.976896,120.196678"
一般住宅,CRA00133,田寮里,臺南市南區田寮里16鄰西門路一段333巷19號,1.0,160人,"22.977874,120.196901"
一般住宅,CRA00134,田寮里,臺南市南區田寮里15鄰西門路一段361巷5號,1.0,160人,"22.978307,120.197267"
一般住宅,CRA00135,田寮里,臺南市南區田寮里15鄰西門路一段361巷9號,1.0,160人,"22.978325,120.19713"
一般住宅,CRA00136,田寮里,臺南市南區田寮里15鄰西門路一段361巷1號,1.0,160人,"22.978304,120.19735"
一般住宅,CRA00137,田寮里,臺南市南區田寮里15鄰西門路一段361巷3號,1.0,160人,"22.97831,120.19731"
一般住宅,CRA00138,田寮里,臺南市南區田寮里16鄰西門路一段311號,1.0,138人,"22.977267,120.197477"
一般住宅,CRA00139,田寮里,臺南市南區田寮里17鄰西門路一段307號,1.0,138人,"22.977181,120.197485"
一般住宅,CRA00140,田寮里,臺南市南區田寮里17鄰西門路一段305號,1.0,138人,"22.977145,120.197487"
一般住宅,CRA00141,田寮里,臺南市南區田寮里17鄰西門路一段303號,1.0,138人,"22.9771,120.197491"
一般住宅,CRA00142,田寮里,臺南市南區田寮里17鄰西門路一段301號,1.0,138人,"22.977056,120.197492"
一般住宅,CRA00143,田寮里,臺南市南區田寮里16鄰西門路一段339號,1.0,134人,"22.977938,120.197469"
一般住宅,CRA00144,田寮里,臺南市南區田寮里16鄰西門路一段323號,1.0,134人,"22.977506,120.197473"
一般住宅,CRA00145,田寮里,臺南市南區田寮里16鄰西門路一段319號,1.0,134人,"22.977425,120.197475"
一般住宅,CRA00146,田寮里,臺南市南區田寮里16鄰西門路一段313號,1.0,134人,"22.977311,120.197475"
一般住宅,CRA00147,田寮里,臺南市南區田寮里16鄰西門路一段315號,1.0,134人,"22.977353,120.19748"
一般住宅,CRA00148,田寮里,臺南市南區田寮里16鄰西門路一段317號,1.0,134人,"22.977391,120.197475"
一般住宅,CRA00149,田寮里,臺南市南區田寮里15鄰西門路一段361巷7號,1.0,88人,"22.978307,120.197226"
一般住宅,CRA00150,田寮里,臺南市南區田寮里14鄰大成路二段42巷60號,1.0,82人,"22.976476,120.196552"
一般住宅,CRA00152,再興里,臺南市南區再興里5鄰新慶街9號,1.0,109人,"22.980245,120.193335"
一般住宅,CRA00153,再興里,臺南市南區再興里2鄰三和街39號,1.0,202人,"22.980964,120.192522"
公寓,CRA00154,再興里,臺南市南區再興里1鄰三官路24號,1.0,234人,"22.98064,120.193682"
公寓,CRA00155,再興里,臺南市南區再興里10鄰新城街19號,1.0,234人,"22.979209,120.191944"
靜巷名盧大樓,CRA00156,再興里,臺南市南區再興里5鄰新慶街46號,1.0,1586人,"22.980478,120.192333"
一般住宅,CRA00157,新興里,臺南市南區新興里15鄰三官路15號,1.0,134人,"22.980896,120.193958"
一般住宅,CRA00158,再興里,臺南市南區再興里1鄰三官路80號,1.0,45人,"22.979312,120.193794"
一般住宅,CRA00159,再興里,臺南市南區再興里1鄰三官路76號,1.0,45人,"22.979386,120.193791"
一般住宅,CRA00160,再興里,臺南市南區再興里2鄰三和街21號,1.0,45人,"22.980958,120.192919"
一般住宅,CRA00161,再興里,臺南市南區再興里2鄰三和街19號,1.0,45人,"22.980958,120.192967"
一般住宅,CRA00162,再興里,臺南市南區再興里2鄰三和街17號,1.0,34人,"22.98096,120.193002"
一般住宅,CRA00163,再興里,臺南市南區再興里10鄰新城街56號,1.0,70人,"22.979892,120.19215"
一般住宅,CRA00164,再興里,臺南市南區再興里2鄰三和街27號,1.0,66人,"22.980957,120.19279"
一般住宅,CRA00165,再興里,臺南市南區再興里10鄰新城街28號,1.0,66人,"22.979302,120.192145"
一般住宅,CRA00166,再興里,臺南市南區再興里10鄰新城街30號,1.0,66人,"22.979347,120.192139"
公寓,CRA00167,再興里,臺南市南區再興里10鄰新城街15號,1.0,85人,"22.979077,120.19192"
華夏,CRA00168,再興里,臺南市南區再興里10鄰新城街37號,1.0,85人,"22.979641,120.191885"
一般住宅,CRA00169,再興里,臺南市南區再興里5鄰新慶街3號,1.0,56人,"22.980243,120.193473"
一般住宅,CRA00170,再興里,臺南市南區再興里2鄰新慶街10巷8號,1.0,53人,"22.980689,120.193366"
一般住宅,CRA00171,再興里,臺南市南區再興里1鄰三官路38號,1.0,81人,"22.980205,120.193661"
公寓,CRA00172,再興里,臺南市南區再興里10鄰新城街33號,1.0,262人,"22.97954,120.191875"
一般住宅,CRA00173,再興里,臺南市南區再興里5鄰新慶街14號,1.0,64人,"22.980384,120.193156"
一般住宅,CRA00174,再興里,臺南市南區再興里2鄰三和街42號,1.0,126人,"22.981083,120.192527"
一般住宅,CRA00175,再興里,臺南市南區再興里2鄰三和街25號,1.0,126人,"22.980958,120.192832"
一般住宅,CRA00176,再興里,臺南市南區再興里2鄰三和街19號,1.0,126人,"22.980958,120.192967"
一般住宅,CRA00177,再興里,臺南市南區再興里2鄰三和街50號,1.0,126人,"22.981126,120.19237"
一般住宅,CRA00178,再興里,臺南市南區再興里1鄰三官路8號,1.0,118人,"22.981055,120.193648"
一般住宅,CRA00179,再興里,臺南市南區再興里1鄰三官路26號,1.0,118人,"22.980598,120.193682"
一般住宅,CRA00180,再興里,臺南市南區再興里6鄰金華路二段184號,1.0,100人,"22.97998,120.191501"
一般住宅,CRA00181,再興里,臺南市南區再興里6鄰金華路二段134號,1.0,100人,"22.978901,120.191413"
大樓,CRA00182,再興里,臺南市南區再興里6鄰金華路二段172號,2.0,486人,"22.979759,120.191584"
一般住宅,CRA00183,再興里,臺南市南區再興里4鄰金華路二段90號,1.0,177人,"22.977951,120.191342"
新興家園,CRA00184,再興里,臺南市南區再興里7鄰金華路二段100巷35號,1.0,533人,"22.978192,120.192403"
一般住宅,CRA00185,再興里,臺南市南區再興里7鄰金華路二段100巷2號,1.0,177人,"22.978085,120.191996"
大樓,CRA00186,再興里,臺南市南區再興里11鄰仁慈街27號,1.0,354人,"22.978532,120.192947"
一般住宅,CRA00187,再興里,臺南市南區再興里11鄰仁慈街104號,1.0,117人,"22.978705,120.19216"
一般住宅,CRA00188,再興里,臺南市南區再興里11鄰仁慈街78號,1.0,117人,"22.97869,120.192728"
一般住宅,CRA00189,再興里,臺南市南區再興里11鄰仁慈街100號,1.0,106人,"22.978702,120.192257"
一般住宅,CRA00190,再興里,臺南市南區再興里11鄰仁慈街98號,1.0,106人,"22.978701,120.192299"
一般住宅,CRA00191,再興里,臺南市南區再興里11鄰仁慈街96號,1.0,106人,"22.9787,120.192344"
一般住宅,CRA00192,再興里,臺南市南區再興里11鄰仁慈街94號,1.0,117人,"22.978698,120.192387"
一般住宅,CRA00193,再興里,臺南市南區再興里11鄰仁慈街92號,1.0,117人,"22.978697,120.19243"
一般住宅,CRA00194,再興里,臺南市南區再興里11鄰仁慈街90號,1.0,117人,"22.978698,120.19247"
一般住宅,CRA00195,再興里,臺南市南區再興里11鄰仁慈街88號,1.0,117人,"22.978694,120.192518"
一般住宅,CRA00196,再興里,臺南市南區再興里11鄰仁慈街84號,1.0,117人,"22.978694,120.192601"
一般住宅,CRA00197,再興里,臺南市南區再興里11鄰仁慈街82號,1.0,117人,"22.978695,120.192648"
一般住宅,CRA00198,再興里,臺南市南區再興里11鄰仁慈街80號,1.0,117人,"22.978691,120.192695"
華夏,CRA00199,再興里,臺南市南區再興里13鄰三官路222巷19號,1.0,480人,"22.977754,120.191615"
一般住宅,CRA00200,再興里,臺南市南區再興里12鄰三官路206號,1.0,177人,"22.977277,120.192105"
一般住宅,CRA00201,再興里,臺南市南區再興里12鄰三官路216號,1.0,177人,"22.977225,120.19189"
一般住宅,CRA00202,再興里,臺南市南區再興里12鄰三官路220號,1.0,177人,"22.977221,120.191817"
一般住宅,CRA00203,再興里,臺南市南區再興里7鄰三官路176巷13號,1.0,177人,"22.978311,120.192877"
一般住宅,CRA00204,再興里,臺南市南區再興里7鄰三官路176巷11號,1.0,44人,"22.978276,120.192876"
一般住宅,CRA00205,再興里,臺南市南區再興里7鄰三官路176巷9號,1.0,44人,"22.978261,120.192867"
一般住宅,CRA00206,再興里,臺南市南區再興里7鄰三官路176巷15號,1.0,44人,"22.978341,120.192888"
一般住宅,CRA00207,再興里,臺南市南區再興里7鄰三官路176巷7號,1.0,44人,"22.978235,120.192859"
一般住宅,CRA00208,再興里,臺南市南區再興里13鄰三官路176巷5弄17號,1.0,44人,"22.97764,120.192237"
一般住宅,CRA00209,再興里,臺南市南區再興里13鄰三官路176巷5弄15號,1.0,44人,"22.977639,120.192276"
一般住宅,CRA00210,金華里,臺南市南區金華里9鄰慶南街133號,1.0,41人,"22.978816,120.189978"
一般住宅,CRA00211,金華里,臺南市南區金華里29鄰新孝路126巷72號,1.0,90人,"22.979409,120.187093"
一般住宅,CRA00212,金華里,臺南市南區金華里29鄰新孝路126巷66號,1.0,90人,"22.979299,120.18705"
一般住宅,CRA00213,金華里,臺南市南區金華里29鄰新孝路126巷64號,1.0,90人,"22.979268,120.187032"
一般住宅,CRA00214,金華里,臺南市南區金華里7鄰新孝路172巷89號,1.0,86人,"22.980193,120.185847"
一般住宅,CRA00215,金華里,臺南市南區金華里24鄰新孝路172巷66號,1.0,86人,"22.979357,120.185772"
一般住宅,CRA00216,金華里,臺南市南區金華里23鄰新孝路148巷109號,1.0,111人,"22.980439,120.186522"
一般住宅,CRA00217,金華里,臺南市南區金華里23鄰新孝路148巷107號,1.0,88人,"22.980392,120.186513"
一般住宅,CRA00218,金華里,臺南市南區金華里23鄰新孝路148巷105號,1.0,88人,"22.98035,120.186513"
一般住宅,CRA00219,金華里,臺南市南區金華里23鄰新孝路148巷101號,1.0,93人,"22.980252,120.186492"
一般住宅,CRA00220,金華里,臺南市南區金華里23鄰新孝路148巷99號,1.0,88人,"22.980208,120.186466"
一般住宅,CRA00221,金華里,臺南市南區金華里23鄰新孝路148巷91號,1.0,93人,"22.980035,120.186393"
一般住宅,CRA00222,金華里,臺南市南區金華里23鄰新孝路148巷75號,1.0,93人,"22.979707,120.186294"
一般住宅,CRA00223,金華里,臺南市南區金華里23鄰新孝路148巷73號,1.0,93人,"22.979661,120.186272"
一般住宅,CRA00224,金華里,臺南市南區金華里30鄰新孝路148巷100號,1.0,93人,"22.980191,120.18676"
一般住宅,CRA00225,金華里,臺南市南區金華里24鄰新孝路172巷60號,1.0,93人,"22.97925,120.185722"
一般住宅,CRA00226,金華里,臺南市南區金華里24鄰新孝路148巷3號,1.0,93人,"22.978154,120.185721"
一般住宅,CRA00227,金華里,臺南市南區金華里30鄰新孝路148巷72號,1.0,90人,"22.979603,120.186552"
一般住宅,CRA00228,金華里,臺南市南區金華里29鄰新孝路126巷88號,1.0,80人,"22.979652,120.187355"
一般住宅,CRA00229,金華里,臺南市南區金華里30鄰新孝路148巷66號,1.0,90人,"22.979472,120.186515"
一般住宅,CRA00230,金華里,臺南市南區金華里30鄰新孝路148巷68號,1.0,90人,"22.979512,120.18652"
一般住宅,CRA00231,金華里,臺南市南區金華里30鄰新孝路148巷70號,1.0,90人,"22.979541,120.186539"
一般住宅,CRA00232,金華里,臺南市南區金華里30鄰新孝路148巷82號,1.0,90人,"22.979838,120.186646"
一般住宅,CRA00233,金華里,臺南市南區金華里30鄰新孝路148巷86號,1.0,93人,"22.979904,120.186671"
一般住宅,CRA00234,金華里,臺南市南區金華里30鄰新孝路148巷90號,1.0,82人,"22.979979,120.186705"
一般住宅,CRA00235,金華里,臺南市南區金華里30鄰新孝路148巷96號,1.0,82人,"22.980122,120.186741"
一般住宅,CRA00236,金華里,臺南市南區金華里30鄰新孝路148巷64號,1.0,90人,"22.979431,120.186499"
一般住宅,CRA00237,金華里,臺南市南區金華里29鄰新孝路126巷62號,1.0,82人,"22.979227,120.187017"
公寓,CRA00238,金華里,臺南市南區金華里20鄰尊南街253號,1.0,397人,"22.980737,120.188463"
一般住宅,CRA00239,金華里,臺南市南區金華里19鄰惠南街86號,1.0,69人,"22.980101,120.188165"
一般住宅,CRA00240,金華里,臺南市南區金華里25鄰惠南街93號,1.0,53人,"22.980072,120.187904"
一般住宅,CRA00241,金華里,臺南市南區金華里25鄰惠南街109巷20號,1.0,216人,"22.980466,120.187202"
一般住宅,CRA00242,金華里,臺南市南區金華里18鄰惠南街84巷10號,1.0,324人,"22.979873,120.188458"
一般住宅,CRA00243,金華里,臺南市南區金華里18鄰尊南街223號,1.0,217人,"22.979908,120.188861"
一般住宅,CRA00244,金華里,臺南市南區金華里21鄰賢南街63號,1.0,213人,"22.980847,120.188123"
金華里活動中心,CRA00245,金華里,臺南市南區金華里11鄰慶南街201號,1.0,1332人,"22.98091,120.190399"
