類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
公寓,WPA00221,文盛里,臺北市中正區汀州路三段97號,"25.01727,121.529267",1,"330 ",
大樓,WPA00222,文盛里,臺北市中正區汀州路三段97號,"25.01727,121.529267",2,"1536 ",
大樓,WPA00226,文盛里,臺北市中正區汀州路三段127號,"25.016255,121.530736",1,"270 ",
公寓,WPA01675,文盛里,臺北市中正區羅斯福路三段244巷9弄1之1號,"25.017032,121.530556",1,"161 ",
大樓,WPA01512,文盛里,臺北市中正區羅斯福路三段244巷9弄1-1號,"25.017032,121.530556",1,"161 ",
大樓,WPA01551,文盛里,臺北市中正區羅斯福路三段244巷9弄25號,"25.017506,121.530044",1,"754 ",
公寓,WPA01565,文盛里,臺北市中正區羅斯福路三段244巷10弄17號,"25.016173,121.53142",1,"142 ",
大樓,WPA01269,文盛里,臺北市中正區羅斯福路三段210巷8弄16號,"25.017921,121.52943",1,"314 ",
大樓,WPA01273,文盛里,臺北市中正區羅斯福路三段240巷17弄3號,"25.0177,121.529145",1,"78 ",
大樓,WPA01428,文盛里,臺北市中正區羅斯福路三段240巷7弄6號,"25.018212,121.529788",1,"221 ",
公寓,WPA01558,文盛里,臺北市中正區里里羅斯福路三段216號,"25.019012,121.530103",1,"1009 ",
公寓,WPA01585,文盛里,臺北市中正區羅斯福路三段240巷弄7號,"25.02347,121.524863",1,"201 ",
大樓,WPA00234,文盛里,臺北市中正區汀州路三段165號,"25.015243,121.532185",1,"314 ",
大樓,WPA01238,文盛里,臺北市中正區羅斯福路三段272號,"25.01681,121.531904",1,"285 ",
公寓,WPA01239,文盛里,臺北市中正區羅斯福路三段300號,"25.016316,121.532413",1,"265 ",
公寓,WPA01279,文盛里,臺北市中正區羅斯福路三段244巷2號,"25.017052,121.531223",1,"180 ",
大樓,WPA01289,文盛里,臺北市中正區羅斯福路三段284巷1號,"25.016338,121.531955",1,"190 ",
公寓,WPA01291,文盛里,臺北市中正區羅斯福路三段284巷11號,"25.016095,121.531705",1,"265 ",
公寓,WPA01293,文盛里,臺北市中正區羅斯福路三段316巷18號,"25.015395,121.532269",1,"208 ",
大樓,WPA01367,文盛里,臺北市中正區羅斯福路四段24巷11號,"25.015131,121.532597",1,"568 ",
大樓,WPA01726,文盛里,臺北市中正區羅斯福路三段212號,"25.01912,121.529537",1,"317 ",
大樓,WPA01647,文盛里,臺北市中正區羅斯福路三段316巷3號,"25.015775,121.532366",1,"653 ",
大樓,WPA01702,文盛里,臺北市中正區辛亥路一段2號,"25.018201,121.528006",3,"2122 ",
公寓,WPA01709,文盛里,臺北市中正區汀州路三段63號,"25.018004,121.528221",1,"664 ",
大樓,WPA01722,文盛里,臺北市中正區羅斯福路四段22號,"25.01564,121.533115",1,"452 ",
公寓,WPA01487,文盛里,臺北市中正區羅斯福路三段244巷10弄5號,"25.016529,121.531109",1,"269 ",
公寓,WPA01286,文盛里,臺北市中正區羅斯福路三段244巷2弄6號,"25.016779,121.531254",1,"766 ",
臺灣電力股份有限公司,WPA01236,文盛里,臺北市中正區羅斯福路三段242號,"25.017613,121.531065",2,"2450 ",
臺灣電力股份有限公司,WPA01237,文盛里,臺北市中正區羅斯福路三段242號,"25.017613,121.531065",3,"3177 ",
公寓,WPA01560,水源里,臺北市中正區羅斯福路四段68號,"25.014503,121.534274",3,"2158 ",
公寓,WPA01355,水源里,臺北市中正區羅斯福路四段162號,"25.012439,121.536199",1,"1018 ",
公寓,WPA00235,水源里,臺北市中正區汀州路三段178號,"25.013069,121.534796",1,"282 ",
大樓,WPA00236,水源里,臺北市中正區汀州路三段184號,"25.012969,121.534887",1,"2896 ",
大樓,WPA00237,水源里,臺北市中正區汀州路三段196號,"25.012367,121.535298",1,"308 ",
公寓,WPA00243,水源里,臺北市中正區汀州路三段287號,"25.012191,121.535628",1,"36 ",
公寓,WPA00244,水源里,臺北市中正區汀州路三段293號,"25.012032,121.53573",1,"542 ",
大樓,WPA00291,水源里,臺北市中正區汀州路三段160巷1號,"25.01338,121.534381",1,"633 ",
大樓,WPA01362,水源里,臺北市中正區羅斯福路四段136巷6弄14號,"25.012395,121.53581",1,"140 ",
公寓,WPA01364,水源里,臺北市中正區羅斯福路四段136巷6弄4號,"25.012651,121.535657",1,"78 ",
公寓,WPA01365,水源里,臺北市中正區羅斯福路四段136巷6弄8號,"25.012523,121.535732",1,"150 ",
大樓,WPA00238,水源里,臺北市中正區汀州路三段203號,"25.014396,121.533376",1,"944 ",
大樓,WPA00239,水源里,臺北市中正區羅斯福路四段78巷1弄10號,"25.014139,121.533942",1,"57 ",
公寓,WPA00240,水源里,臺北市中正區汀州路三段221號,"25.014061,121.533859",1,"374 ",
公寓,WPA01357,水源里,臺北市中正區羅斯福路四段44-1號,"25.015111,121.533636",1,"1056 ",
大樓,WPA01358,水源里,臺北市中正區羅斯福路四段56號,"25.014844,121.533919",1,"186 ",
大樓,WPA01359,水源里,臺北市中正區羅斯福路四段64號,"25.014692,121.534077",1,"237 ",
公寓,WPA01368,水源里,臺北市中正區羅斯福路四段24巷14號,"25.014965,121.532732",1,"124 ",
公寓,WPA01371,水源里,臺北市中正區羅斯福路四段24巷2號,"25.015371,121.533171",1,"302 ",
大樓,WPA01378,水源里,臺北市中正區羅斯福路四段40巷1號,"25.015149,121.533345",1,"237 ",
大樓,WPA01379,水源里,臺北市中正區羅斯福路四段52巷1號,"25.014752,121.533496",1,"312 ",
公寓,WPA01380,水源里,臺北市中正區羅斯福路四段52巷2號,"25.014869,121.53379",1,"30 ",
公寓,WPA01382,水源里,臺北市中正區羅斯福路四段78巷1弄1號,"25.013976,121.5344",1,"1036 ",
大樓,WPA01383,水源里,臺北市中正區羅斯福路四段78巷1弄4號,"25.014002,121.534118",1,"194 ",
大樓,WPA01535,水源里,臺北市中正區羅斯福路四段60號,"25.014786,121.533978",3,"438 ",
公寓,WPA01538,水源里,臺北市中正區羅斯福路四段76號,"25.01423,121.534572",1,"317 ",
公寓,WPA00228,水源里,臺北市中正區汀州路三段112號,"25.014223,121.533323",1,"437 ",
大樓,WPA00229,水源里,臺北市中正區汀州路三段128號,"25.01394,121.533726",1,"222 ",
大樓,WPA00230,水源里,臺北市中正區汀州路三段142號,"25.013766,121.53397",1,"92 ",
公寓,WPA00233,水源里,臺北市中正區汀州路三段148號,"25.01369,121.534077",1,"213 ",
大樓,WPA01566,水源里,臺北市中正區汀州路三段160巷4號,"25.013397,121.534244",1,"500 ",
