電腦編號,建築物名稱,鄉鎮市區,村里別,地址,地下樓層,可容納人數,轄管分局
XG1663,透天,小港區,順苓里,高雄市小港區順苓里6鄰漢民路353號,1,25,小港分局
XG1664,透天,小港區,順苓里,高雄市小港區順苓里6鄰漢民路351號,1,25,小港分局
XG1689,公寓,小港區,順苓里,高雄市小港區順苓里11鄰樂利路21號,1,115,小港分局
XG1809,公寓,小港區,順苓里,高雄市小港區順苓里1鄰永順街95號,1,92,小港分局
XG1813,公寓,小港區,順苓里,高雄市小港區順苓里3鄰康莊路107號,1,73,小港分局
XG1857,公寓,小港區,順苓里,高雄市小港區順苓里11鄰平治街39號,1,73,小港分局
XG1859,公寓,小港區,順苓里,高雄市小港區順苓里13鄰漢民路379號,1,58,小港分局
XG1860,透天,小港區,順苓里,高雄市小港區順苓里12鄰平治街52號,1,32,小港分局
XG1861,透天,小港區,順苓里,高雄市小港區順苓里12鄰平治街50號,1,34,小港分局
XG1862,透天,小港區,順苓里,高雄市小港區順苓里12鄰平治街48號,1,32,小港分局
XG1869,公寓,小港區,順苓里,高雄市小港區順苓里11鄰康莊路42號,1,122,小港分局
XG1873,公寓,小港區,順苓里,高雄市小港區順苓里22鄰漢民路417號,1,44,小港分局
XG1874,公寓,小港區,順苓里,高雄市小港區順苓里19鄰平治街16號,1,67,小港分局
XG1875,公寓,小港區,順苓里,高雄市小港區順苓里19鄰平治街14號,1,28,小港分局
XG1897,中山國中,小港區,順苓里,高雄市小港區順苓里5鄰漢民路352號,1,464,小港分局
XG1909,透天,小港區,順苓里,高雄市小港區順苓里22鄰漢民路395號,1,24,小港分局
XG1910,透天,小港區,順苓里,高雄市小港區順苓里22鄰樂利路2號,1,23,小港分局
XG1911,透天,小港區,順苓里,高雄市小港區順苓里22鄰樂利路4號,1,22,小港分局
XG1912,透天,小港區,順苓里,高雄市小港區順苓里22鄰樂利路6號,1,22,小港分局
XG1913,透天,小港區,順苓里,高雄市小港區順苓里22鄰樂利路8號,1,22,小港分局
XG1914,透天,小港區,順苓里,高雄市小港區順苓里22鄰樂利路10號,1,22,小港分局
XG1915,透天,小港區,順苓里,高雄市小港區順苓里22鄰樂利路12號,1,22,小港分局
XG1916,透天,小港區,順苓里,高雄市小港區順苓里22鄰樂利路14號,1,22,小港分局
XG1917,透天,小港區,順苓里,高雄市小港區順苓里22鄰樂利路16號,1,22,小港分局
XG1918,透天,小港區,順苓里,高雄市小港區順苓里22鄰樂利路18號,1,22,小港分局
XG1919,透天,小港區,順苓里,高雄市小港區順苓里24鄰樂利路20號,1,22,小港分局
XG1920,透天,小港區,順苓里,高雄市小港區順苓里24鄰樂利路22號,1,22,小港分局
XG1921,公寓,小港區,順苓里,高雄市小港區順苓里24鄰樂利路24號,1,68,小港分局
XG1923,公寓,小港區,順苓里,高雄市小港區順苓里17鄰平治街19號,1,95,小港分局
XG1926,公寓,小港區,順苓里,高雄市小港區順苓里11鄰平治街41號,1,49,小港分局
XG1927,公寓,小港區,順苓里,高雄市小港區順苓里11鄰平治街45號,1,34,小港分局
XG1947,公寓,小港區,順苓里,高雄市小港區順苓里10鄰龍華街57號,1,84,小港分局
XG1951,公寓,小港區,順苓里,高雄市小港區順苓里26鄰永順街19號,1,39,小港分局
XG1954,公寓,小港區,順苓里,高雄市小港區順苓里7鄰樂利路81號,1,57,小港分局
XG1986,大樓,小港區,順苓里,高雄市小港區順苓里19鄰平治街6巷14號,1,320,小港分局
XG1989,公寓,小港區,順苓里,高雄市小港區順苓里22鄰大鵬路81號,1,59,小港分局
XG2053,公寓,小港區,順苓里,高雄市小港區順苓里6鄰漢民路343號,1,41,小港分局
XG2065,透天,小港區,順苓里,高雄市小港區順苓里24鄰樂利路36號,1,96,小港分局
XG2066,透天,小港區,順苓里,高雄市小港區順苓里24鄰樂利路30號,1,64,小港分局
XG2067,透天,小港區,順苓里,高雄市小港區順苓里2鄰永順街94號,1,20,小港分局
XG2068,透天,小港區,順苓里,高雄市小港區順苓里2鄰永順街92號,1,20,小港分局
XG2134,透天,小港區,順苓里,高雄市小港區順苓里2鄰龍華街95號,1,20,小港分局
XG2135,透天,小港區,順苓里,高雄市小港區順苓里2鄰龍華街93號,1,20,小港分局
XG2136,透天,小港區,順苓里,高雄市小港區順苓里2鄰龍華街91號,1,20,小港分局
XG2137,透天,小港區,順苓里,高雄市小港區順苓里2鄰龍華街89號,1,20,小港分局
XG2138,透天,小港區,順苓里,高雄市小港區順苓里2鄰龍華街87號,1,20,小港分局
XG2139,透天,小港區,順苓里,高雄市小港區順苓里2鄰龍華街85號,1,20,小港分局
XG2140,透天,小港區,順苓里,高雄市小港區順苓里2鄰龍華街83號,1,20,小港分局
XG2141,透天,小港區,順苓里,高雄市小港區順苓里2鄰龍華街81號,1,20,小港分局
XG2142,透天,小港區,順苓里,高雄市小港區順苓里2鄰龍華街79號,1,81,小港分局
XG2160,透天,小港區,順苓里,高雄市小港區順苓里7鄰永順街46號,1,70,小港分局
XG2192,透天,小港區,順苓里,高雄市小港區順苓里12鄰漢民路371號,1,31,小港分局
XG2193,透天,小港區,順苓里,高雄市小港區順苓里12鄰漢民路369號,1,41,小港分局
XG2194,透天,小港區,順苓里,高雄市小港區順苓里12鄰漢民路367號,1,25,小港分局
XG2209,透天,小港區,順苓里,高雄市小港區順苓里22鄰漢民路405號,1,44,小港分局
XG2210,公寓,小港區,順苓里,高雄市小港區順苓里22鄰漢民路409號,1,334,小港分局
XG2211,透天,小港區,順苓里,高雄市小港區順苓里22鄰漢民路413號,1,44,小港分局
XG2212,透天,小港區,順苓里,高雄市小港區順苓里19鄰平治街32號,1,21,小港分局
XG2213,透天,小港區,順苓里,高雄市小港區順苓里19鄰平治街22號,1,21,小港分局
XG2214,透天,小港區,順苓里,高雄市小港區順苓里19鄰平治街20號,1,20,小港分局
XG2307,中山國中,小港區,順苓里,高雄市小港區順苓里5鄰漢民路352號,1,752,小港分局
XG2458,大樓,小港區,順苓里,高雄市小港區順苓里13鄰漢民路381號,1,226,小港分局
XG2674,中山國中,小港區,順苓里,高雄市小港區順苓里5鄰漢民路352號,1,748,小港分局
XG2693,玉山銀行,小港區,順苓里,高雄市小港區順苓里9鄰康莊路47號,1,684,小港分局
XG2698,大樓,小港區,順苓里,高雄市小港區順苓里24鄰平治街31之1號,1,1380,小港分局
XG2725,透天,小港區,順苓里,高雄市小港區順苓里5鄰漢民路337號,1,16,小港分局
XG2742,公寓,小港區,順苓里,高雄市小港區順苓里6鄰平治街70號,1,240,小港分局
XG2746,大樓,小港區,順苓里,高雄市小港區順苓里16鄰大鵬路119號,1,784,小港分局
XG2755,大樓,小港區,順苓里,高雄市小港區順苓里7鄰宏平路447號,1,501,小港分局
XG2779,大樓,小港區,順苓里,高雄市小港區順苓里7鄰宏平路449號,1,121,小港分局
XG2805,大樓,小港區,順苓里,高雄市小港區順苓里23鄰康莊路80號,1、2,3166,小港分局
XG2870,三信銀行,小港區,順苓里,高雄市小港區順苓里7鄰宏平路443號,1、2、3,835,小港分局
XG1050,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷22號,1,13,小港分局
XG1051,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷20號,1,13,小港分局
XG1052,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷18號,1,13,小港分局
XG1053,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷16號,1,13,小港分局
XG1054,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷14號,1,13,小港分局
XG1055,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷12號,1,13,小港分局
XG1056,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷10號,1,13,小港分局
XG1057,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷8號,1,13,小港分局
XG1058,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷6號,1,13,小港分局
XG1059,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷2之1號,1,13,小港分局
XG1060,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷2號,1,13,小港分局
XG1061,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街74號,1,13,小港分局
XG1062,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街72號,1,16,小港分局
XG1063,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街70號,1,16,小港分局
XG1064,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街68號,1,16,小港分局
XG1079,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街66號,1,23,小港分局
XG1080,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路629號,1,23,小港分局
XG1081,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路631號,1,23,小港分局
XG1082,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路633號,1,23,小港分局
XG1083,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路635號,1,23,小港分局
XG1084,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路637號,1,23,小港分局
XG1085,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路639號,1,23,小港分局
XG1087,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路641號,1,23,小港分局
XG1088,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路643號,1,23,小港分局
XG1089,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路645號,1,44,小港分局
XG1090,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路647號,1,23,小港分局
XG1091,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路649號,1,23,小港分局
XG1092,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路651號,1,23,小港分局
XG1093,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路653號,1,23,小港分局
XG1094,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路655號,1,23,小港分局
XG1133,華廈,小港區,六苓里,高雄市小港區六苓里3鄰新豊街119號,1,135,小港分局
XG1170,透天,小港區,六苓里,高雄市小港區六苓里3鄰華盛街118號,1,41,小港分局
XG1229,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街96號,1,21,小港分局
XG1230,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街98號,1,20,小港分局
XG1231,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街100號,1,20,小港分局
XG1232,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街102號,1,20,小港分局
XG1266,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街76巷29號,1,49,小港分局
XG1495,透天,小港區,六苓里,高雄市小港區六苓里2鄰華盛街115號,1,26,小港分局
XG1521,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路669號,1,48,小港分局
XG1555,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街76巷9號,1,15,小港分局
XG1559,透天,小港區,六苓里,高雄市小港區六苓里8鄰新豐街51號,1,10,小港分局
XG1560,透天,小港區,六苓里,高雄市小港區六苓里8鄰新豐街53號,1,12,小港分局
XG1561,透天,小港區,六苓里,高雄市小港區六苓里8鄰新豐街55號,1,12,小港分局
XG1619,透天,小港區,六苓里,高雄市小港區六苓里8鄰新豐街47之1號,1,34,小港分局
XG1649,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街76巷33號,1,12,小港分局
XG1650,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街76巷35號,1,14,小港分局
XG1701,透天,小港區,六苓里,高雄市小港區六苓里8鄰新豐街59號,1,19,小港分局
XG1754,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷46號,1,25,小港分局
XG1757,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路691號,1,11,小港分局
XG1758,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路689號,1,11,小港分局
XG1759,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路687號,1,11,小港分局
XG1760,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路685號,1,11,小港分局
XG1761,透天,小港區,六苓里,高雄市小港區六苓里6鄰漢民路683號,1,12,小港分局
XG1762,透天,小港區,六苓里,高雄市小港區六苓里7鄰漢民路692號,1,12,小港分局
XG1763,透天,小港區,六苓里,高雄市小港區六苓里7鄰漢民路690號,1,11,小港分局
XG1870,透天,小港區,六苓里,高雄市小港區六苓里9鄰新豐街66巷3號,1,37,小港分局
XG1967,透天,小港區,六苓里,高雄市小港區六苓里7鄰新豐街67號,1,32,小港分局
XG1990,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街76巷45號,1,17,小港分局
XG1991,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街76巷41號,1,17,小港分局
XG1992,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街76巷39號,1,16,小港分局
XG2057,公寓,小港區,六苓里,高雄市小港區六苓里1鄰大鵬路82號,1,73,小港分局
XG2127,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街94之1號,1,31,小港分局
XG2128,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷34號,1,17,小港分局
XG2129,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷32號,1,17,小港分局
XG2130,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷30號,1,17,小港分局
XG2131,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷28號,1,17,小港分局
XG2132,透天,小港區,六苓里,高雄市小港區六苓里6鄰華盛街76巷26號,1,17,小港分局
XG2143,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街86巷9號,1,21,小港分局
XG2144,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街86巷7號,1,20,小港分局
XG2145,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街86巷5號,1,20,小港分局
XG2146,公寓,小港區,六苓里,高雄市小港區六苓里4鄰華盛街86巷3號,1,25,小港分局
XG2147,公寓,小港區,六苓里,高雄市小港區六苓里4鄰華盛街94之2號,1,62,小港分局
XG2148,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街86巷18號,1,19,小港分局
XG2149,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街86巷16號,1,20,小港分局
XG2150,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街86巷14號,1,20,小港分局
XG2151,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街86巷12號,1,20,小港分局
XG2152,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街86巷10號,1,23,小港分局
XG2153,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街86巷8號,1,23,小港分局
XG2154,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街86巷6號,1,23,小港分局
XG2155,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街86巷4號,1,23,小港分局
XG2156,透天,小港區,六苓里,高雄市小港區六苓里4鄰華盛街86巷2號,1,20,小港分局
XG2266,公寓,小港區,六苓里,高雄市小港區六苓里6鄰漢民路675巷16號,1,81,小港分局
XG2657,華廈,小港區,六苓里,高雄市小港區六苓里2鄰華盛街101號,1,449,小港分局
XG2724,漢民國小,小港區,六苓里,高雄市小港區六苓里7鄰漢民路500號,1,1206,小港分局
XG2778,漢民學府大樓,小港區,六苓里,高雄市小港區六苓里5鄰大鵬路72號,1,3614,小港分局
XG2791,大樓,小港區,六苓里,高雄市小港區六苓里3鄰新豐街111號,1,1854,小港分局
XG0846,公寓,小港區,宏亮里,高雄市小港區宏亮里3鄰安和街119號,1,34,小港分局
XG0847,公寓,小港區,宏亮里,高雄市小港區宏亮里3鄰安和街129號,1,30,小港分局
XG0862,公寓,小港區,宏亮里,高雄市小港區宏亮里10鄰漢民路710巷46號,1,45,小港分局
XG0863,公寓,小港區,宏亮里,高雄市小港區宏亮里10鄰漢民路710巷50號,1,45,小港分局
XG0864,公寓,小港區,宏亮里,高雄市小港區宏亮里9鄰漢民路720號,1,95,小港分局
XG0867,公寓,小港區,宏亮里,高雄市小港區宏亮里13鄰山明路429號,1,70,小港分局
XG0922,公寓,小港區,宏亮里,高雄市小港區宏亮里2鄰新豐街138號,1,71,小港分局
XG0923,公寓,小港區,宏亮里,高雄市小港區宏亮里4鄰安和街80號,1,45,小港分局
XG0924,公寓,小港區,宏亮里,高雄市小港區宏亮里4鄰安和街88號,1,45,小港分局
XG0960,華廈,小港區,宏亮里,高雄市小港區宏亮里8鄰漢民路711號,1,72,小港分局
XG0961,透天,小港區,宏亮里,高雄市小港區宏亮里8鄰漢民路713號,1,22,小港分局
XG0965,公寓,小港區,宏亮里,高雄市小港區宏亮里12鄰安和街1號,1,61,小港分局
XG1046,公寓,小港區,宏亮里,高雄市小港區宏亮里6鄰山明路541巷1號,1,382,小港分局
XG1131,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路343號,1,23,小港分局
XG1165,公寓,小港區,宏亮里,高雄市小港區宏亮里3鄰安和街105號,1,36,小港分局
XG1166,公寓,小港區,宏亮里,高雄市小港區宏亮里3鄰安和街107巷2號,1,36,小港分局
XG1172,公寓,小港區,宏亮里,高雄市小港區宏亮里2鄰新豐街146號,1,125,小港分局
XG1319,透天,小港區,宏亮里,高雄市小港區宏亮里13鄰漢民路710巷17號,1,12,小港分局
XG1320,透天,小港區,宏亮里,高雄市小港區宏亮里13鄰漢民路710巷19號,1,12,小港分局
XG1321,透天,小港區,宏亮里,高雄市小港區宏亮里13鄰漢民路710巷21號,1,12,小港分局
XG1322,公寓,小港區,宏亮里,高雄市小港區宏亮里13鄰漢民路710巷23號,1,35,小港分局
XG1374,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰安和街114號,1,31,小港分局
XG1375,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路359號,1,19,小港分局
XG1376,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路357號,1,19,小港分局
XG1377,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路355號,1,19,小港分局
XG1378,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路353號,1,19,小港分局
XG1382,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路387號,1,20,小港分局
XG1383,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路385號,1,20,小港分局
XG1384,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路383號,1,20,小港分局
XG1385,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路381號,1,20,小港分局
XG1386,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路379號,1,20,小港分局
XG1387,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路377號,1,20,小港分局
XG1388,公寓,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路389巷3號,1,30,小港分局
XG1389,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰安和街126號,1,21,小港分局
XG1390,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰安和街124號,1,21,小港分局
XG1391,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰安和街122號,1,21,小港分局
XG1392,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰安和街120號,1,21,小港分局
XG1421,透天,小港區,宏亮里,高雄市小港區宏亮里6鄰宏平路287號,1,19,小港分局
XG1422,透天,小港區,宏亮里,高雄市小港區宏亮里6鄰宏平路289號,1,21,小港分局
XG1459,公寓,小港區,宏亮里,高雄市小港區宏亮里1鄰大鵬路150號,1,57,小港分局
XG1465,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰大鵬路146號,1,20,小港分局
XG1466,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰大鵬路144號,1,20,小港分局
XG1467,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰大鵬路142號,1,20,小港分局
XG1468,公寓,小港區,宏亮里,高雄市小港區宏亮里1鄰大鵬路140號,1,43,小港分局
XG1469,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰新豐街176號,1,13,小港分局
XG1470,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰新豐街174號,1,13,小港分局
XG1471,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰新豐街172號,1,13,小港分局
XG1472,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰新豐街170號,1,13,小港分局
XG1473,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰新豐街168號,1,13,小港分局
XG1474,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰新豐街166號,1,13,小港分局
XG1475,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰新豐街164號,1,13,小港分局
XG1476,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰新豐街162號,1,13,小港分局
XG1477,公寓,小港區,宏亮里,高雄市小港區宏亮里1鄰新豐街160號,1,27,小港分局
XG1478,公寓,小港區,宏亮里,高雄市小港區宏亮里1鄰安和街128號,1,37,小港分局
XG1494,公寓,小港區,宏亮里,高雄市小港區宏亮里1鄰大鵬路148號,1,33,小港分局
XG1496,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路323號,1,46,小港分局
XG1497,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路325號,1,13,小港分局
XG1498,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路327號,1,13,小港分局
XG1499,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路329號,1,13,小港分局
XG1500,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路331號,1,13,小港分局
XG1501,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路333號,1,13,小港分局
XG1502,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路335號,1,13,小港分局
XG1503,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路337號,1,13,小港分局
XG1504,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰安和街110號,1,14,小港分局
XG1505,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰安和街108號,1,39,小港分局
XG1506,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰安和街106號,1,14,小港分局
XG1507,透天,小港區,宏亮里,高雄市小港區宏亮里3鄰安和街115號,1,15,小港分局
XG1508,透天,小港區,宏亮里,高雄市小港區宏亮里3鄰安和街117號,1,15,小港分局
XG1509,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路349號,1,13,小港分局
XG1510,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路351號,1,13,小港分局
XG1534,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰宏平路389巷2號,1,24,小港分局
XG1535,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰宏平路391號,1,21,小港分局
XG1536,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰宏平路393號,1,21,小港分局
XG1537,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰宏平路395號,1,21,小港分局
XG1538,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰宏平路397號,1,21,小港分局
XG1539,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰宏平路399號,1,21,小港分局
XG1540,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰宏平路401號,1,21,小港分局
XG1556,公寓,小港區,宏亮里,高雄市小港區宏亮里1鄰宏平路305號,1,114,小港分局
XG1568,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰安和街96號,1,10,小港分局
XG1569,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰安和街96之1號,1,10,小港分局
XG1570,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰安和街98號,1,10,小港分局
XG1571,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰安和街100號,1,10,小港分局
XG1572,透天,小港區,宏亮里,高雄市小港區宏亮里9鄰漢民路708號,1,47,小港分局
XG1614,透天,小港區,宏亮里,高雄市小港區宏亮里10鄰新豐街6號,1,21,小港分局
XG1616,透天,小港區,宏亮里,高雄市小港區宏亮里10鄰新豐街2之1號,1,20,小港分局
XG1617,透天,小港區,宏亮里,高雄市小港區宏亮里10鄰新豐街2號,1,20,小港分局
XG1621,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路341號,1,13,小港分局
XG1622,透天,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路339號,1,13,小港分局
XG1624,公寓,小港區,宏亮里,高雄市小港區宏亮里3鄰安和街103號,1,63,小港分局
XG1688,公寓,小港區,宏亮里,高雄市小港區宏亮里5鄰安和街36號,1,28,小港分局
XG1818,透天,小港區,宏亮里,高雄市小港區宏亮里1鄰大鵬路152號,1,17,小港分局
XG1819,公寓,小港區,宏亮里,高雄市小港區宏亮里4鄰宏平路389巷12號,1,34,小港分局
XG1840,透天,小港區,宏亮里,高雄市小港區宏亮里9鄰漢民路704號,1,20,小港分局
XG1932,公寓,小港區,宏亮里,高雄市小港區宏亮里9鄰漢民路714號,1,28,小港分局
XG1957,透天,小港區,宏亮里,高雄市小港區宏亮里8鄰漢民路719號,1,13,小港分局
XG1958,透天,小港區,宏亮里,高雄市小港區宏亮里8鄰漢民路721號,1,13,小港分局
XG1959,透天,小港區,宏亮里,高雄市小港區宏亮里8鄰漢民路723號,1,13,小港分局
XG1960,透天,小港區,宏亮里,高雄市小港區宏亮里8鄰漢民路725號,1,13,小港分局
XG1961,透天,小港區,宏亮里,高雄市小港區宏亮里8鄰山明路489號,1,14,小港分局
XG1962,透天,小港區,宏亮里,高雄市小港區宏亮里8鄰山明路491號,1,14,小港分局
XG1963,透天,小港區,宏亮里,高雄市小港區宏亮里8鄰山明路493號,1,14,小港分局
XG1964,透天,小港區,宏亮里,高雄市小港區宏亮里8鄰山明路495號,1,14,小港分局
XG1965,透天,小港區,宏亮里,高雄市小港區宏亮里8鄰山明路497號,1,14,小港分局
XG1966,透天,小港區,宏亮里,高雄市小港區宏亮里8鄰山明路499號,1,14,小港分局
XG2000,透天,小港區,宏亮里,高雄市小港區宏亮里5鄰安和街84號,1,19,小港分局
XG2025,透天,小港區,宏亮里,高雄市小港區宏亮里11鄰山明路566號,1,20,小港分局
XG2026,透天,小港區,宏亮里,高雄市小港區宏亮里11鄰山明路564號,1,18,小港分局
XG2027,透天,小港區,宏亮里,高雄市小港區宏亮里11鄰山明路562號,1,22,小港分局
XG2028,透天,小港區,宏亮里,高雄市小港區宏亮里11鄰山明路560號,1,22,小港分局
XG2029,透天,小港區,宏亮里,高雄市小港區宏亮里11鄰山明路558號,1,23,小港分局
XG2030,透天,小港區,宏亮里,高雄市小港區宏亮里11鄰山明路548號,1,22,小港分局
XG2031,透天,小港區,宏亮里,高雄市小港區宏亮里11鄰山明路546號,1,22,小港分局
XG2032,透天,小港區,宏亮里,高雄市小港區宏亮里11鄰山明路544號,1,46,小港分局
XG2033,透天,小港區,宏亮里,高雄市小港區宏亮里11鄰山明路542號,1,22,小港分局
XG2034,透天,小港區,宏亮里,高雄市小港區宏亮里11鄰山明路576號,1,23,小港分局
XG2035,透天,小港區,宏亮里,高雄市小港區宏亮里11鄰山明路574號,1,17,小港分局
XG2075,透天,小港區,宏亮里,高雄市小港區宏亮里5鄰安和街72之1號,1,14,小港分局
XG2076,透天,小港區,宏亮里,高雄市小港區宏亮里5鄰安和街72之2號,1,14,小港分局
XG2077,透天,小港區,宏亮里,高雄市小港區宏亮里5鄰安和街72之3號,1,14,小港分局
XG2078,透天,小港區,宏亮里,高雄市小港區宏亮里5鄰安和街72之4號,1,14,小港分局
XG2198,透天,小港區,宏亮里,高雄市小港區宏亮里5鄰安和街7號,1,80,小港分局
XG2204,透天,小港區,宏亮里,高雄市小港區宏亮里6鄰宏平路309號,1,30,小港分局
XG2205,透天,小港區,宏亮里,高雄市小港區宏亮里6鄰宏平路311號,1,31,小港分局
