類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,RMA00011,中山里,臺東市中山里5鄰正氣路179號,"22.75239995455515, 121.15159525301495",1.0,88.0,臺東分局,
一般住宅,RMA00026,中山里,臺東市中山里16鄰和平街184號,"22.7539398, 121.1513844",1.0,94.0,臺東分局,
一般住宅,RMA00027,中山里,臺東市中山里16鄰大同路249號,"22.754643018556308, 121.15137464435959",1.0,11.0,臺東分局,
一般住宅,RMA00028,中山里,臺東市中山里16鄰大同路245號,"22.7546282, 121.1513955",1.0,11.0,臺東分局,
一般住宅,RMA00029,中山里,臺東市中山里16鄰和平街186號,"22.7539687, 121.151347",1.0,104.0,臺東分局,
一般住宅,RMA00030,中山里,臺東市中山里16鄰和平街178號,"22.753821785125385, 121.15153334825594",1.0,182.0,臺東分局,
一般住宅,RMA00046,中山里,臺東市中山里1鄰鐵花路190號,"22.749885246360922, 121.1502515371702",1.0,84.0,臺東分局,
一般住宅,RMA00047,中山里,臺東市中山里1鄰鐵花路192號,"22.749845669750563, 121.15027835925898",1.0,84.0,臺東分局,
一般住宅,RMA00261,中山里,臺東縣臺東市中山里9鄰復興路245-247號,"22.75354331129286, 121.14906395319703",1.0,88.0,臺東分局,
供公眾使用建築物,RMA00297,中山里,臺東縣臺東市中山里13鄰中華路一段416號,"22.753589696088184, 121.15233721650822",1.0,218.0,臺東分局,
一般住宅,RMA00018,中山里,臺東市中山里2鄰中華路一段546號,"22.751062654025905, 121.14973830234476",1.0,203.0,臺東分局,
供公眾使用建築物,RMA00344,中山里,臺東市中山里3鄰新生路93號,"22.75181676511458, 121.14817134963512",1.0,1727.0,臺東分局,
供公眾使用建築物,RMA00017,中山里,臺東市中山里2鄰中華路一段572號,"22.75062552977003, 121.14936513241662",1.0,451.0,臺東分局,
供公眾使用建築物,RMA00014,中山里,臺東市中山里2鄰中華路一段564號,"22.75077563624688, 121.14950575657869",1.0,47.0,臺東分局,
供公眾使用建築物,RMA00016,中山里,臺東市中山里2鄰鐵花路284號,"22.751436489940993, 121.1482594783394",1.0,66.0,臺東分局,
