類別,電腦編號,里別,地址,地下樓層數,可容納人數,備註
新樂原旅社,OPA00042,仁義里,臺南市仁德區仁義里43鄰正義一街58號,1.0,268人,"22.971986,120.253602"
敦煌建設公司,OPA00044,新田里,臺南市仁德區新田里10鄰民安路二段51號,1.0,2200人,"22.953292,120.253314"
中華醫事大學,OPA00046,仁德里,臺南市仁德區仁德里17鄰文華一街89號,1.0,132人,"22.960978,120.24336"
宏潤交通公司,OPA00047,仁義里,臺南市仁德區仁義里1鄰勝利路103號,1.0,40人,"22.958193,120.256669"
四季芳鄰（公寓）,OPA00048,仁德里,臺南市仁德區仁德里15鄰四維街21號,1.0,1124人,"22.973116,120.251592"
保尚精密公司,OPA00049,仁義里,臺南市仁德區仁義里2鄰仁義六街97之1號,1.0,180人,"22.959384,120.256495"
一般住宅,OPA00050,仁德里,臺南市仁德區仁德里2鄰中正路二段749號,1.0,80人,"22.961825,120.253568"
展維鋁業公司,OPA00051,仁義里,臺南市仁德區仁義里30鄰義林路148巷45號,1.0,180人,"22.965962,120.267477"
上濱實業公司,OPA00052,仁義里,臺南市仁德區仁義里30鄰義林路256巷62號,1.0,56人,"22.97303,120.268012"
臺南紡織,OPA00053,仁義里,臺南市仁德區仁義里4鄰中正路二段862巷45號,1.0,944人,"22.964365,120.254732"
家中家大廈,OPA00055,仁義里,臺南市仁德區仁義里27鄰中山路539巷5號,1.0,60人,"22.970621,120.253789"
省力機械工業公司,OPA00058,上崙里,臺南市仁德區上崙里1鄰崑崙路202號,1.0,100人,"22.932662,120.2512"
豐年豐和公司,OPA00060,上崙里,臺南市仁德區上崙里1鄰崑崙路201號,1.0,112人,"22.932556,120.250258"
青雲直上大樓公寓,OPA00061,後壁里,臺南市仁德區後壁里10鄰德南路194巷2號,1.0,1804人,"22.946119,120.255741"
皇地大樓公寓,OPA00062,後壁里,臺南市仁德區後壁里10鄰德南路187巷37號,1.0,2848人,"22.946763,120.255972"
鉅全工業公司,OPA00063,後壁里,臺南市仁德區後壁里1鄰中正路二段70號,1.0,320人,"22.944467,120.251361"
大唐金龍公寓,OPA00064,後壁里,臺南市仁德區後壁里4鄰德崙路21巷10弄16號,2.0,1176人,"22.94708,120.252334"
皆大歡喜公寓,OPA00065,後壁里,臺南市仁德區後壁里19鄰德善路251巷7弄6號,2.0,2112人,"22.948111,120.258107"
愛迪堡幼稚園,OPA00066,上崙里,臺南市仁德區上崙里11鄰德崙路120號,1.0,396人,"22.9447,120.2536"
臺南紡織公司,OPA00067,土庫里,臺南市仁德區土庫里8鄰中正路三段419號,1.0,1008人,"22.984323,120.257448"
坤慶實業公司,OPA00068,土庫里,臺南市仁德區土庫里8鄰中正路三段346號,1.0,476人,"22.982264,120.258495"
春億電線,OPA00069,土庫里,臺南市仁德區土庫里8鄰太乙路115號,1.0,106人,"22.984646,120.249657"
太子實業,OPA00070,太子里,臺南市仁德區太子里27鄰太子路464號,1.0,56人,"22.991813,120.252554"
后甲實業公司,OPA00071,太子里,臺南市仁德區太子里12鄰太子路92號,1.0,108人,"22.991786,120.268252"
鋒安企業公司,OPA00073,太子里,臺南市仁德區太子里12鄰太子路90號,1.0,64人,"22.99173,120.268359"
提明實業公司,OPA00075,太子里,臺南市仁德區太子里12鄰太子路96號,1.0,232人,"22.991824,120.267948"
萱華工業,OPA00076,一甲里,臺南市仁德區一甲里1鄰忠義路80號,1.0,364人,"22.975874,120.262573"
臺灣水泥公司,OPA00077,一甲里,臺南市仁德區一甲里13鄰太乙七街36號,1.0,136人,"22.979686,120.249889"
漢平電子工業公司,OPA00078,一甲里,臺南市仁德區一甲里11鄰中正路三段256號,1.0,3272人,"22.978697,120.255461"
榮星電線公司,OPA00079,一甲里,臺南市仁德區一甲里10鄰中正路三段231號,1.0,340人,"22.978292,120.254653"
成大洗染廠,OPA00080,一甲里,臺南市仁德區一甲里12鄰中正路三段329號,1.0,388人,"22.980384,120.256263"
三泉發實業公司,OPA00083,一甲里,臺南市仁德區一甲里10鄰中正路三段147巷5號,1.0,172人,"22.975508,120.25296"
奇美公司,OPA00086,文賢里,臺南市仁德區文賢里1鄰中正路一段398號,1.0,76人,"22.927133,120.243035"
臺糖公司,OPA00087,成功里,臺南市仁德區成功里5鄰文華路二段326號,1.0,500人,"22.939619,120.229949"
奇美公司,OPA00088,文賢里,臺南市仁德區文賢里1鄰中正路一段398號,1.0,2004人,"22.927133,120.243035"
嘉南藥理大學,OPA00089,保安里,臺南市仁德區保安里11鄰二仁路一段60號,1.0,84人,"22.920124,120.225776"
廷鑫公司(展慶鋁業),OPA00090,保安里,臺南市仁德區保安里11鄰保安路一段68號,1.0,1708人,"22.925487,120.226544"
英利五金公司,OPA00091,保安里,臺南市仁德區保安里11鄰保安路一段70號,1.0,108人,"22.925847,120.226623"
允大鋁業,OPA00092,保安里,臺南市仁德區保安里11鄰保安路一段39號,1.0,260人,"22.926736,120.226311"
維新鋁業公司,OPA00093,二行里,臺南市仁德區二行里9鄰二仁路一段491巷31號,1.0,328人,"22.926804,120.220419"
廈興國際公司(上曜科技公司),OPA00094,文賢里,臺南市仁德區文賢里10鄰田厝二街172號,1.0,384人,"22.939036,120.239917"
嘉南藥理大學,OPA00095,保安里,臺南市仁德區保安里11鄰二仁路一段60號,1.0,632人,"22.920124,120.225776"
嘉南藥理大學,OPA00096,保安里,臺南市仁德區保安里11鄰二仁路一段60號,1.0,100人,"22.920124,120.225776"
嘉南藥理大學,OPA00097,保安里,臺南市仁德區保安里11鄰二仁路一段60號,1.0,100人,"22.920124,120.225776"
嘉南藥理大學,OPA00098,保安里,臺南市仁德區保安里11鄰二仁路一段60號,1.0,84人,"22.920124,120.225776"
燦坤企業,OPA00099,保安里,臺南市仁德區保安里1鄰開發二路4號,1.0,348人,"22.922211,120.244898"
嘉南藥理大學,OPA00100,保安里,臺南市仁德區保安里11鄰二仁路一段60號,1.0,252人,"22.920124,120.225776"
伍鎰工業,OPA00101,保安里,臺南市仁德區保安里1鄰開發五路3號,1.0,180人,"22.920684,120.246982"
創贏企業,OPA00102,保安里,臺南市仁德區保安里1鄰開發二路19號,1.0,88人,"22.923442,120.245895"
力光塑膠,OPA00103,保安里,臺南市仁德區保安里1鄰開發四路11號,1.0,28人,"22.921454,120.246394"
中興精密,OPA00104,保安里,臺南市仁德區保安里1鄰永德路23號,1.0,12人,"22.921709,120.243635"
海屏公司,OPA00106,保安里,臺南市仁德區保安里1鄰開發六路33號,1.0,224人,"22.923244,120.251283"
燦坤企業,OPA00107,保安里,臺南市仁德區保安里1鄰開發二路4號,1.0,40人,"22.922211,120.244898"
衍南壓克力公司,OPA00108,保安里,臺南市仁德區保安里1鄰開發四路37號,1.0,120人,"22.924596,120.250478"
受興鋁業,OPA00109,保安里,臺南市仁德區保安里1鄰開發六路10號,1.0,200人,"22.918932,120.247131"
伍鎰工業,OPA00111,保安里,臺南市仁德區保安里1鄰開發五路6號,1.0,68人,"22.920556,120.247667"
立翰公司,OPA00112,保安里,臺南市仁德區保安里1鄰開發五路11號,1.0,48人,"22.922122,120.248908"
真時科技,OPA00113,保安里,臺南市仁德區保安里1鄰開發一路8號,1.0,52人,"22.922756,120.244327"
和則宏塑膠,OPA00114,保安里,臺南市仁德區保安里1鄰開發三路24號,1.0,112人,"22.924413,120.249446"
天泰焊材,OPA00116,保安里,臺南市仁德區保安里1鄰開發四路6號,1.0,412人,"22.921393,120.247102"
振吉電化廠,OPA00117,二行里,臺南市仁德區二行里2鄰二行一路11號,1.0,1400人,"22.914712,120.223096"
元一實業公司,OPA00118,二行里,臺南市仁德區二行里9鄰二仁路一段193號,1.0,184人,"22.921218,120.224517"
中華賓士公司,OPA00119,仁愛里,臺南市仁德區仁愛里6鄰大同路三段810號,1.0,636人,"22.947956,120.21901"
陸達工業公司,OPA00121,保安里,臺南市仁德區保安里1鄰開發四路16號,1.0,152人,"22.923673,120.249726"
萬客隆,OPA00122,仁愛里,臺南市仁德區仁愛里6鄰大同路三段858號,1.0,2992人,"22.947177,120.218076"
仁德區公所圖書館,OPA00123,大甲里,臺南市仁德區大甲里12鄰中正西路360巷20弄42號,1.0,868人,"22.918651,120.216319"
豐盟企業,OPA00124,中洲里,臺南市仁德區中洲里2鄰中洲五街289號,1.0,240人,"22.903768,120.253236"
大亞電纜,OPA00127,關廟里,臺南市關廟區關廟里5鄰中山路二段249號,1.0,500人,"22.961537,120.31604"
關廟區圖書館,OPA00128,關廟里,臺南市關廟區關廟里5鄰文化街1號,1.0,200人,"22.960055,120.324203"
關廟國中,OPA00129,關廟里,臺南市關廟區關廟里4鄰中山路二段172號,1.0,300人,"22.961086,120.324618"
山西宮,OPA00131,關廟里,臺南市關廟區關廟里4鄰正義街37號,1.0,2560人,"22.961728,120.325252"
關廟國小,OPA00134,山西里,臺南市關廟區山西里13鄰文衡路121號,1.0,348人,"22.963991,120.325954"
關廟區公所,OPA00135,香洋里,臺南市關廟區香洋里2鄰忠孝街140號,1.0,80人,"22.963293,120.327641"
關廟區公所,OPA00138,香洋里,臺南市關廟區香洋里2鄰中正路998號,1.0,368人,"22.963021,120.327704"
冠昌塑膠,OPA00139,五甲里,臺南市關廟區五甲里3鄰旺萊路6號,1.0,276人,"22.951741,120.331697"
六合鋁業,OPA00141,深坑里,臺南市關廟區深坑里1鄰南雄路一段100號,1.0,580人,"22.93335,120.339083"
全泰工業公司,OPA00143,埤頭里,臺南市關廟區埤頭里1鄰關新路一段622號,1.0,164人,"22.990431,120.309828"
富強鑫機械,OPA00144,埤頭里,臺南市關廟區埤頭里10鄰保東路269號,1.0,288人,"22.995287,120.302304"
樹河社會福利基金會,OPA00145,下湖里,臺南市關廟區下湖里3鄰關新路一段85號,1.0,148人,"22.976253,120.31537"
文和國小,OPA00146,布袋里,臺南市關廟區布袋里5鄰長文街37號,1.0,36人,"22.919297,120.347309"
南一育樂事業公司,OPA00147,布袋里,臺南市關廟區布袋里7鄰長榮街500號,1.0,416人,"22.912362,120.329832"
龍崎區公所,OPA00148,崎頂里,臺南市龍崎區崎頂里2鄰新市子103號,1.0,200人,"22.963121,120.364932"
春億電線公司,OPA00150,土庫里,臺南市仁德區土庫里8鄰太乙路106號,1.0,106人,"22.984907,120.249756"
仁德區公所,OPA00151,仁德里,臺南市仁德區仁德里15鄰中正路三段5號,1.0,4933人,"22.972449,120.251673"
陸裕興業有限公司,OPA00152,文賢里,臺南市仁德區文賢里1鄰中正路一段380號,1.0,600人,"22.926133,120.242656"
立體家庭（公寓）,OPA00153,辜厝里,臺南市歸仁區辜厝里5鄰中正南路一段120號,2.0,2337人,"22.964275,120.293024"
中華醫事大學,OPA00154,仁德里,臺南市仁德區仁德里17鄰文華一街89號,1.0,256人,"22.960978,120.24336"
新豐高級中學,OPA00155,歸仁里,臺南市歸仁區歸仁里1鄰中正北路一段148號,1.0,212人,"22.971993,120.295527"
寶隆建設（公寓）,OPA00156,仁義里,臺南市仁德區仁義里27鄰中山路511號,1.0,1800人,"22.971202,120.25415"
長榮大學,OPA00157,大潭里,臺南市歸仁區大潭里6鄰長大路1號,1.0,6645人,"22.909549,120.273481"
臺灣嬰堡公司,OPA00158,埤頭里,臺南市關廟區埤頭里10鄰保東路218號,1.0,182人,"22.996755,120.303582"
五甲國民小學,OPA00159,松腳里,臺南市關廟區松腳里3鄰和平路246號,1.0,341人,"22.958579,120.334155"
青春嶺（公寓）,OPA00161,八甲里,臺南市歸仁區八甲里10鄰中正北路一段390號,1.0,1349人,"22.977125,120.295118"
勛勝企業公司,OPA00162,保安里,臺南市仁德區保安里1鄰民生路26號,1.0,198人,"22.920833,120.250739"
友信國際有限公司,OPA00163,保安里,臺南市仁德區保安里2鄰文賢路二段47之1號,1.0,66人,"22.921049,120.238425"
台灣共明車燈公司,OPA00164,新田里,臺南市仁德區新田里6鄰勝利一街43號,1.0,40人,"22.954228,120.260133"
仁德車路墘教會,OPA00165,保安里,臺南市仁德區保安里10鄰文賢路一段598號,1.0,445人,"22.930315,120.230891"
雅織流行有限公司,OPA00166,一甲里,臺南市仁德區一甲里13鄰太乙六街30號,1.0,60人,"22.981752,120.25096"
一般住宅,OPA00167,後市里,臺南市歸仁區後市里4鄰中山路二段223號,1.0,456人,"22.967179,120.288972"
永君塑膠有限公司,OPA00168,保安里,臺南市仁德區保安里1鄰開發四路33號,1.0,120人,"22.92415,120.249966"
水工坊公寓,OPA00169,後壁里,臺南市仁德區後壁里19鄰德善路251巷2號,2.0,2118人,"22.947738,120.257728"
佛教慈濟基金會,OPA00170,仁義里,臺南市仁德區仁義里15鄰仁義路222號,1.0,10280人,"22.969149,120.259461"
見成工業公司,OPA00171,一甲里,臺南市仁德區一甲里11鄰忠義一街61號,1.0,220人,"22.977349,120.257506"
旭美化成公司,OPA00172,保安里,臺南市仁德區保安里1鄰開發四路36號,1.0,141人,"22.925328,120.25118"
中華醫事大學,OPA00173,仁德里,臺南市仁德區仁德里17鄰文華一街89號,1.0,179人,"22.960978,120.24336"
嘉南藥理大學,OPA00174,保安里,臺南市仁德區保安里11鄰二仁路一段60號,1.0,1888人,"22.920124,120.225776"
家樂福大賣場,OPA00175,仁德里,臺南市仁德區仁德里18鄰中山路711號,2.0,12753人,"22.972587,120.246938"
生活方程式傢俱店,OPA00176,仁德里,臺南市仁德區仁德里18鄰中山路779號,1.0,9819人,"22.97204,120.246095"
嘉南藥理大學,OPA00177,保安里,臺南市仁德區保安里11鄰二仁路一段60號,1.0,383人,"22.920124,120.225776"
中華醫事大學,OPA00178,仁德里,臺南市仁德區仁德里17鄰文華一街89號,1.0,1208人,"22.960978,120.24336"
中華醫事大學,OPA00179,仁德里,臺南市仁德區仁德里17鄰文華一街89號,1.0,4702人,"22.960978,120.24336"
萬在公司,OPA00180,關廟里,臺南市關廟區關廟里4鄰中山路二段260號,1.0,2517人,"22.962523,120.314744"
中華醫事大學,OPA00181,仁德里,臺南市仁德區仁德里17鄰文華一街89號,1.0,1929人,"22.960978,120.24336"
仁德國中,OPA00182,新田里,臺南市仁德區新田里15鄰民安路一段363號,1.0,1133人,"22.956029,120.247825"
大成不銹鋼公司,OPA00183,新田里,臺南市仁德區新田里5鄰義林路122號,1.0,1759人,"22.961741,120.262668"
仁德國小,OPA00184,仁義里,臺南市仁德區仁義里2鄰中正路二段806號,1.0,701人,"22.962221,120.254071"
文賢國小,OPA00185,保安里,臺南市仁德區保安里9鄰文賢路一段886號,1.0,358人,"22.92267,120.235676"
關廟國小,OPA00187,山西里,臺南市關廟區山西里13鄰文衡路121號,1.0,319人,"22.963991,120.325954"
大甲國小,OPA00190,大甲里,臺南市仁德區大甲里12鄰中正西路360巷30號,1.0,365人,"22.918842,120.217205"
嘉南藥理科技大學,OPA00191,保安里,臺南市仁德區保安里11鄰二仁路一段60號,1.0,858人,"22.920124,120.225776"
昇明國際公司,OPA00192,二行里,臺南市仁德區二行里9鄰二仁路一段263號,1.0,605人,"22.922635,120.223774"
安賀建設公司(公寓),OPA00193,太子里,臺南市仁德區太子里17鄰長興路32號,1.0,886人,"22.992339,120.259967"
北歐101大樓公寓,OPA00194,上崙里,臺南市仁德區上崙里5鄰德崙路442巷35弄6號,2.0,567人,"22.941279,120.261444"
開將峰尚大樓公寓,OPA00195,後壁里,臺南市仁德區後壁里6鄰德崙路21巷36號,2.0,924人,"22.947737,120.252056"
嘉南藥理科技大學,OPA00196,保安里,臺南市仁德區保安里11鄰二仁路一段60號,1.0,1063人,"22.920124,120.225776"
i幸福大樓(公寓),OPA00197,新田里,臺南市仁德區新田里13鄰北保路61號,2.0,1798人,"22.955552,120.250726"
嘉南藥理大學,OPA00198,保安里,臺南市仁德區保安里11鄰二仁路一段60號,1.0,5597人,"22.920124,120.225776"
關廟國小,OPA00199,關廟里,臺南市關廟區關廟里4鄰中山路二段172號,1.0,1064人,"22.961086,120.324618"
徠．歸仁飯店,OPA00200,南興里,臺南市歸仁區南興里16鄰中山路三段455號,2.0,4963人,"22.968605,120.275277"
天悅大樓,OPA00201,後壁里,臺南市仁德區後壁里10鄰德南路168巷2號,2.0,1711人,"22.946169,120.255295"
仁德國小,OPA00202,仁義里,臺南市仁德區仁義里2鄰中正路二段806號,1.0,813人,"22.962221,120.254071"
仁和國小,OPA00203,仁愛里,臺南市仁德區仁愛里1鄰保仁路68號,1.0,176人,"22.960204,120.222237"
兆陽科技股份有限公司,OPA00204,仁義里,臺南市仁德區仁義里2鄰仁義六街89號,1.0,68人,"22.960397,120.256172"
觀光旅館(飯店),OPA00205,成功里,臺南市仁德區成功里5鄰文華路二段300號,12.0,4863人,"22.937993,120.230557"
一般住宅,OPA00206,仁德里,臺南市仁德區仁德里25鄰文心路86號,1.0,12348人,"22.972722,120.241248"
