編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
1.0,樹義里,臺中市南區樹義里復興路一段207巷22弄1號,1.0,20.0,第三分局,"120.650166 ","24.112407 "
2.0,樹義里,臺中市南區樹義里復興路一段207巷22弄2號,1.0,20.0,第三分局,"120.650223 ","24.112407 "
3.0,樹義里,臺中市南區樹義里復興路一段207巷22弄3號,1.0,20.0,第三分局,"120.650246 ","24.112425 "
4.0,樹義里,臺中市南區樹義里復興路一段207巷22弄4號,1.0,20.0,第三分局,"120.650289 ","24.112435 "
5.0,樹義里,臺中市南區樹義里復興路一段207巷22弄5號,1.0,20.0,第三分局,"120.650329 ","24.112445 "
6.0,樹義里,臺中市南區樹義里復興路一段207巷22弄7號,1.0,20.0,第三分局,"120.650299 ","24.112283 "
7.0,樹義里,臺中市南區樹義里復興路一段207巷22弄9號,1.0,20.0,第三分局,"120.650330 ","24.112185 "
8.0,樹義里,臺中市南區樹義里復興路一段207巷2號,1.0,77.0,第三分局,"120.650201 ","24.112043 "
9.0,樹義里,臺中市南區樹義里復興路一段7號,1.0,29.0,第三分局,"120.645227 ","24.110182 "
10.0,樹義里,臺中市南區樹義里復興路一段113號,1.0,72.0,第三分局,"120.648059 ","24.111135 "
11.0,樹義里,臺中市南區樹義里復興路一段149號,1.0,25.0,第三分局,"120.648754 ","24.111367 "
12.0,樹義里,臺中市南區樹義里復興路一段151號,1.0,25.0,第三分局,"120.648797 ","24.111376 "
13.0,樹義里,臺中市南區樹義里復興路一段153號,1.0,25.0,第三分局,"120.648835 ","24.111394 "
14.0,樹義里,臺中市南區樹義里復興路一段155號,1.0,25.0,第三分局,"120.648867 ","24.111422 "
15.0,樹義里,臺中市南區樹義里復興路一段157號,1.0,25.0,第三分局,"120.648910 ","24.111433 "
16.0,樹義里,臺中市南區樹義里復興路一段159號,1.0,25.0,第三分局,"120.648939 ","24.111439 "
17.0,樹義里,臺中市南區樹義里復興路一段161號,1.0,25.0,第三分局,"120.648974 ","24.111490 "
18.0,樹義里,臺中市南區樹義里復興路一段163號,1.0,25.0,第三分局,"120.649016 ","24.111497 "
19.0,樹義里,臺中市南區樹義里復興路一段165號,1.0,25.0,第三分局,"120.649058 ","24.111505 "
20.0,樹義里,臺中市南區樹義里復興路一段167號,1.0,25.0,第三分局,"120.649097 ","24.111514 "
21.0,樹義里,臺中市南區樹義里復興路一段169號,1.0,25.0,第三分局,"120.649137 ","24.111522 "
22.0,樹義里,臺中市南區樹義里復興路一段171號,1.0,25.0,第三分局,"120.649182 ","24.111530 "
23.0,樹義里,臺中市南區樹義里復興路一段173號,1.0,25.0,第三分局,"120.649225 ","24.111543 "
24.0,樹義里,臺中市南區樹義里復興路一段187號,1.0,20.0,第三分局,"120.644865 ","24.110157 "
25.0,樹義里,臺中市南區樹義里復興路一段191號,1.0,49.0,第三分局,"120.649548 ","24.111677 "
26.0,樹義里,臺中市南區樹義里復興路一段193號,1.0,49.0,第三分局,"120.649592 ","24.111691 "
27.0,樹義里,臺中市南區樹義里樹義一巷26號,1.0,749.0,第三分局,"120.657129 ","24.108114 "
28.0,樹義里,臺中市南區樹義里樹義六巷6號,1.0,29.0,第三分局,"120.652060 ","24.110015 "
29.0,樹義里,臺中市南區樹義里樹義六巷75號,1.0,4370.0,第三分局,"120.650909 ","24.108913 "
30.0,樹義里,臺中市南區樹義里大慶街244號,1.0,190.0,第三分局,"120.655300 ","24.114100 "
31.0,樹義里,臺中市南區樹義里大慶街一段248號,1.0,260.0,第三分局,"120.655159 ","24.113692 "
32.0,樹義里,臺中市南區工學路82巷29號,1.0,40.0,第三分局,"120.662746 ","24.117186 "
33.0,樹義里,臺中市南區工學路82巷31號,1.0,40.0,第三分局,"120.662746 ","24.117186 "
34.0,樹義里,臺中市南區工學路82巷33號,1.0,29.0,第三分局,"120.662746 ","24.117186 "
35.0,樹義里,臺中市南區工學路82巷35號,1.0,29.0,第三分局,"120.662746 ","24.117186 "
36.0,樹義里,臺中市南區工學路167號,1.0,120.0,第三分局,"120.659081 ","24.116844 "
37.0,樹義里,臺中市南區樹義里樹義五巷120號,1.0,73.0,第三分局,"120.653861 ","24.110603 "
38.0,樹義里,臺中市南區樹義里復興路一段206號,1.0,300.0,第三分局,"120.653957 ","24.113771 "
39.0,樹義里,臺中市南區樹義里大慶街一段77-19號,1.0,1362.0,第三分局,"120.655310 ","24.111591 "
40.0,樹義里,臺中市南區樹義里大慶街一段261號,1.0,270.0,第三分局,"120.654973 ","24.112148 "
41.0,樹義里,臺中市南區樹義里大慶街一段265號,1.0,248.0,第三分局,"120.654508 ","24.113368 "
42.0,樹義里,臺中市南區樹義里樹義五巷120號,1.0,96.0,第三分局,"120.653861 ","24.110603 "
43.0,樹義里,臺中市南區樹義里樹義五巷184號,1.0,70.0,第三分局,"120.653861 ","24.110603 "
44.0,樹義里,臺中市南區樹義里樹義五街100號,1.0,74.0,第三分局,"120.654335 ","24.110212 "
45.0,樹義里,臺中市南區樹義里樹義五街102號,1.0,74.0,第三分局,"120.654223 ","24.110209 "
46.0,樹義里,臺中市南區樹義里樹義五街104號,1.0,74.0,第三分局,"120.654163 ","24.110215 "
47.0,樹義里,臺中市南區樹義里樹義五街106號,1.0,74.0,第三分局,"120.654117 ","24.110219 "
48.0,樹義里,臺中市南區樹義里樹義五街108號,1.0,74.0,第三分局,"120.654056 ","24.110215 "
49.0,樹義里,臺中市南區樹義里樹義五街110號,1.0,69.0,第三分局,"120.654005 ","24.110216 "
50.0,樹義里,臺中市南區樹義里樹義五街112號,1.0,82.0,第三分局,"120.653951 ","24.110219 "
51.0,樹義里,臺中市南區樹義里樹義五街114號,1.0,94.0,第三分局,"120.653887 ","24.110218 "
52.0,樹義里,臺中市南區樹義里樹義五街122號,1.0,58.0,第三分局,"120.653713 ","24.110223 "
53.0,樹義里,臺中市南區樹義里樹義五街124號,1.0,58.0,第三分局,"120.653672 ","24.110216 "
54.0,樹義里,臺中市南區樹義里樹義五街126號,1.0,58.0,第三分局,"120.653623 ","24.110220 "
55.0,樹義里,臺中市南區樹義里樹義五街128號,1.0,58.0,第三分局,"120.653582 ","24.110223 "
56.0,樹義里,臺中市南區樹義里樹義五街130號,1.0,58.0,第三分局,"120.653533 ","24.110223 "
57.0,樹義里,臺中市南區樹義里樹義五街132號,1.0,58.0,第三分局,"120.653491 ","24.110226 "
58.0,樹義里,臺中市南區樹義里樹義五街134號,1.0,58.0,第三分局,"120.653450 ","24.110220 "
59.0,樹義里,臺中市南區樹義里樹義五街136號,1.0,58.0,第三分局,"120.653401 ","24.110220 "
60.0,樹義里,臺中市南區樹義里樹義五街138號,1.0,58.0,第三分局,"120.653296 ","24.110220 "
61.0,樹義里,臺中市南區樹義里樹義五街140號,1.0,58.0,第三分局,"120.653251 ","24.110220 "
62.0,樹義里,臺中市南區樹義里樹義五街142號,1.0,58.0,第三分局,"120.653211 ","24.110213 "
63.0,樹義里,臺中市南區樹義里樹義五街146號,1.0,58.0,第三分局,"120.653122 ","24.110216 "
64.0,樹義里,臺中市南區樹義里樹義五街178號,1.0,72.0,第三分局,"120.653706 ","24.110465 "
65.0,樹義里,臺中市南區樹義里樹義五街180號,1.0,72.0,第三分局,"120.653758 ","24.110465 "
66.0,樹義里,臺中市南區樹義里樹義五街182號,1.0,72.0,第三分局,"120.653796 ","24.110467 "
67.0,樹義里,臺中市南區樹義里樹義五街186號,1.0,78.0,第三分局,"120.653892 ","24.110453 "
68.0,樹義里,臺中市南區樹義里樹義五街188號,1.0,94.0,第三分局,"120.653947 ","24.110451 "
69.0,樹義里,臺中市南區樹義里樹義五街190號,1.0,73.0,第三分局,"120.654003 ","24.110393 "
70.0,樹義里,臺中市南區樹義里樹義五街192號,1.0,73.0,第三分局,"120.654048 ","24.110392 "
71.0,樹義里,臺中市南區樹義里樹義五街194號,1.0,73.0,第三分局,"120.654110 ","24.110389 "
72.0,樹義里,臺中市南區樹義里樹義五街196號,1.0,73.0,第三分局,"120.654162 ","24.110396 "
73.0,樹義里,臺中市南區樹義里樹義五街198號,1.0,74.0,第三分局,"120.654218 ","24.110392 "
74.0,樹義里,臺中市南區樹義里樹義五街200號,1.0,80.0,第三分局,"120.654270 ","24.110393 "
75.0,樹義里,臺中市南區樹義里樹義五街204號,1.0,73.0,第三分局,"120.654381 ","24.110389 "
76.0,樹義里,臺中市南區樹義里樹義五街206號,1.0,73.0,第三分局,"120.654437 ","24.110386 "
77.0,樹義里,臺中市南區樹義里樹義五街208號,1.0,73.0,第三分局,"120.654495 ","24.110393 "
78.0,樹義里,臺中市南區樹義里樹義五街210號,1.0,88.0,第三分局,"120.654557 ","24.110409 "
79.0,樹義里,臺中市南區樹義里樹義五街92號,1.0,70.0,第三分局,"120.654548 ","24.110230 "
80.0,樹義里,臺中市南區樹義里樹義五街94號,1.0,70.0,第三分局,"120.654492 ","24.110227 "
81.0,樹義里,臺中市南區樹義里樹義五街96號,1.0,74.0,第三分局,"120.654435 ","24.110233 "
82.0,樹義里,臺中市南區樹義里樹義五街98號,1.0,74.0,第三分局,"120.654270 ","24.110220 "
83.0,樹義里,臺中市南區樹義里福田二街23號,1.0,801.0,第三分局,"120.661013 ","24.108747 "
84.0,樹義里,臺中市南區樹義里福田路146號,1.0,57.0,第三分局,"120.657964 ","24.110189 "
85.0,樹義里,臺中市南區樹義里福田路148號,1.0,57.0,第三分局,"120.657965 ","24.110149 "
86.0,樹義里,臺中市南區樹義里福田路150號,1.0,30.0,第三分局,"120.658009 ","24.110109 "
87.0,樹義里,臺中市南區樹義里福田路156號,1.0,30.0,第三分局,"120.658009 ","24.110026 "
88.0,樹義里,臺中市南區樹義里福田路158巷10號,1.0,76.0,第三分局,"120.658297 ","24.110108 "
89.0,樹義里,臺中市南區樹義里福田路158巷11號,1.0,80.0,第三分局,"120.658158 ","24.109684 "
90.0,樹義里,臺中市南區樹義里福田路158巷12號,1.0,76.0,第三分局,"120.658457 ","24.109684 "
91.0,樹義里,臺中市南區樹義里福田路158巷13號,1.0,80.0,第三分局,"120.658158 ","24.109643 "
92.0,樹義里,臺中市南區樹義里福田路158巷14號,1.0,141.0,第三分局,"120.658458 ","24.109643 "
93.0,樹義里,臺中市南區樹義里福田路158巷15號,1.0,80.0,第三分局,"120.658159 ","24.109604 "
94.0,樹義里,臺中市南區樹義里福田路158巷17號,1.0,80.0,第三分局,"120.658159 ","24.109563 "
95.0,樹義里,臺中市南區樹義里福田路158巷18號,1.0,76.0,第三分局,"120.658463 ","24.109546 "
96.0,樹義里,臺中市南區樹義里福田路158巷19號,1.0,77.0,第三分局,"120.658161 ","24.109521 "
97.0,樹義里,臺中市南區樹義里福田路158巷1號,1.0,70.0,第三分局,"120.658100 ","24.109828 "
98.0,樹義里,臺中市南區樹義里福田路158巷20號,1.0,76.0,第三分局,"120.658458 ","24.109521 "
99.0,樹義里,臺中市南區樹義里福田路158巷21號,1.0,80.0,第三分局,"120.658160 ","24.109480 "
100.0,樹義里,臺中市南區樹義里福田路158巷22號,1.0,80.0,第三分局,"120.658378 ","24.109414 "
101.0,樹義里,臺中市南區樹義里福田路158巷23號,1.0,80.0,第三分局,"120.658160 ","24.109441 "
102.0,樹義里,臺中市南區樹義里福田路158巷24號,1.0,81.0,第三分局,"120.658424 ","24.109414 "
103.0,樹義里,臺中市南區樹義里福田路158巷25號,1.0,80.0,第三分局,"120.658160 ","24.109400 "
104.0,樹義里,臺中市南區樹義里福田路158巷26號,1.0,80.0,第三分局,"120.658468 ","24.109403 "
105.0,樹義里,臺中市南區樹義里福田路158巷27號,1.0,80.0,第三分局,"120.658171 ","24.109359 "
106.0,樹義里,臺中市南區樹義里福田路158巷28號,1.0,81.0,第三分局,"120.658514 ","24.109403 "
107.0,樹義里,臺中市南區樹義里福田路158巷2號,1.0,76.0,第三分局,"120.658094 ","24.110105 "
108.0,樹義里,臺中市南區樹義里福田路158巷30號,1.0,80.0,第三分局,"120.658564 ","24.109404 "
109.0,樹義里,臺中市南區樹義里福田路158巷32號,1.0,81.0,第三分局,"120.658612 ","24.109403 "
110.0,樹義里,臺中市南區樹義里福田路158巷34號,1.0,80.0,第三分局,"120.658657 ","24.109403 "
111.0,樹義里,臺中市南區樹義里福田路158巷36號,1.0,81.0,第三分局,"120.658704 ","24.109404 "
112.0,樹義里,臺中市南區樹義里福田路158巷38號,1.0,69.0,第三分局,"120.658632 ","24.109515 "
113.0,樹義里,臺中市南區樹義里福田路158巷3號,1.0,72.0,第三分局,"120.658154 ","24.109825 "
114.0,樹義里,臺中市南區樹義里福田路158巷42號,1.0,60.0,第三分局,"120.658632 ","24.109594 "
115.0,樹義里,臺中市南區樹義里福田路158巷46號,1.0,70.0,第三分局,"120.658632 ","24.109639 "
116.0,樹義里,臺中市南區樹義里福田路158巷48號,1.0,90.0,第三分局,"120.658925 ","24.109321 "
117.0,樹義里,臺中市南區樹義里福田路158巷4號,1.0,77.0,第三分局,"120.658154 ","24.110115 "
118.0,樹義里,臺中市南區樹義里福田路158巷50號,1.0,100.0,第三分局,"120.658942 ","24.109275 "
119.0,樹義里,臺中市南區樹義里福田路158巷52號,1.0,100.0,第三分局,"120.658868 ","24.109217 "
120.0,樹義里,臺中市南區樹義里福田路158巷54號,1.0,100.0,第三分局,"120.658869 ","24.109159 "
121.0,樹義里,臺中市南區樹義里福田路158巷56號,1.0,100.0,第三分局,"120.658869 ","24.109110 "
122.0,樹義里,臺中市南區樹義里福田路158巷58號,1.0,36.0,第三分局,"120.658869 ","24.109110 "
123.0,樹義里,臺中市南區樹義里福田路158巷5號,1.0,72.0,第三分局,"120.658204 ","24.109821 "
124.0,樹義里,臺中市南區樹義里福田路158巷64號,1.0,86.0,第三分局,"120.658094 ","24.110105 "
125.0,樹義里,臺中市南區樹義里福田路158巷6號,1.0,77.0,第三分局,"120.658205 ","24.110115 "
126.0,樹義里,臺中市南區樹義里福田路158巷7號,1.0,70.0,第三分局,"120.658247 ","24.109831 "
127.0,樹義里,臺中市南區樹義里福田路158巷8號,1.0,76.0,第三分局,"120.658244 ","24.110111 "
128.0,樹義里,臺中市南區樹義里福田路158巷9號,1.0,78.0,第三分局,"120.658158 ","24.109722 "
129.0,樹義里,臺中市南區樹義里福田路158號,1.0,29.0,第三分局,"120.657983 ","24.109905 "
130.0,樹義里,臺中市南區樹義里福田路160號,1.0,29.0,第三分局,"120.657968 ","24.109864 "
131.0,樹義里,臺中市南區樹義里福田路162號,1.0,29.0,第三分局,"120.657968 ","24.109824 "
132.0,樹義里,臺中市南區樹義里福田路166號,1.0,29.0,第三分局,"120.657968 ","24.109784 "
133.0,樹義里,臺中市南區樹義里福田路168號,1.0,29.0,第三分局,"120.657968 ","24.109746 "
134.0,樹義里,臺中市南區樹義里福田路170號,1.0,29.0,第三分局,"120.657968 ","24.109708 "
135.0,樹義里,臺中市南區樹義里福田路172號,1.0,29.0,第三分局,"120.657970 ","24.109669 "
136.0,樹義里,臺中市南區樹義里福田路176號,1.0,29.0,第三分局,"120.658012 ","24.109629 "
137.0,樹義里,臺中市南區樹義里福田路178號,1.0,29.0,第三分局,"120.657970 ","24.109591 "
138.0,樹義里,臺中市南區樹義里福田路180號,1.0,29.0,第三分局,"120.657971 ","24.109552 "
139.0,樹義里,臺中市南區樹義里福田路182號,1.0,29.0,第三分局,"120.657971 ","24.109513 "
140.0,樹義里,臺中市南區樹義里福田路186號,1.0,29.0,第三分局,"120.657971 ","24.109473 "
141.0,樹義里,臺中市南區樹義里福田路188號,1.0,29.0,第三分局,"120.657972 ","24.109435 "
142.0,樹義里,臺中市南區樹義里福田路190號,1.0,29.0,第三分局,"120.657972 ","24.109397 "
143.0,樹義里,臺中市南區樹義里樹義五巷137弄53號,1.0,1682.0,第三分局,"120.655238 ","24.110389 "
