類別,電腦編號,里別,地址,地下樓層數,可容納人數,備註
青草國小,COA00382,青草里,臺南市安南區青草里1鄰青砂街二段105巷32號,1.0,529人,"23.07692,120.11655"
佛光山台南福國寺,COA00383,州南里,臺南市安南區州南里20鄰安和路四段538巷79號,1.0,2942人,"23.06088,120.220144"
中國醫藥附設醫院,COA00385,州南里,臺南市安南區州南里13鄰長和路二段66號,1.0,4146人,"23.064232,120.223192"
陳慶實業股份公司,COA00386,安順里,臺南市安南區安順里21鄰北安路三段506號,1.0,890人,"23.049651,120.213334"
臺南市政府文化局,COA00387,溪心里,臺南市安南區溪心里12鄰安吉路一段205號,1.0,2435人,"23.046056,120.188246"
皇龍開發股份公司,COA00388,海南里,臺南市安南區海南里1鄰永續三街86號,1.0,2556人,"23.019829,120.177674"
一般住宅,COA00389,國安里,臺南市安南區國安里12鄰永續三街268號,3.0,3285人,"23.022602,120.175184"
一般住宅,COA00390,海東里,臺南市安南區海東里21鄰海前路2號,1.0,2408人,"23.02949,120.187647"
一般住宅,COA00392,安慶里,臺南市安南區安慶里24鄰安中路一段239號,1.0,2028人,"23.036965,120.205697"
一般住宅,COA00391,國安里,臺南市安南區國安里9鄰樂活路91號,1.0,3764人,"23.021697,120.18255"
一般住宅,COA00393,新順里,臺南市安南區新順里8鄰新宅路68號,,1558人,"23.054457,120.210761"
九份子國小,COA00394,國安里,臺南市安南區國安里9鄰九份子大道8號,,1500人,"23.022506,120.183607"
一般住宅,COA00395,海南里,臺南市安南區海南里2鄰樂活路232號,,1514人,"23.019275,120.183621"
一般住宅,COA00396,溪東里,臺南市安南區溪東里22鄰府安路五段98巷56弄1號,,3613人,"23.025591,120.200261"
極樂寺,CPA00018,國平里,臺南市安平區國平里15鄰華平路33號,1.0,1209人,"22.984532,120.173978"
台南海事學校,CPA00562,金城里,臺南市安平區金城里10鄰世平路1號,1.0,461人,"22.993946,120.15127"
沙灘忠誠社區活動中心,CPA00563,金城里,臺南市安平區金城里4鄰世平路69號,1.0,142人,"22.997083,120.148625"
一般住宅,CPA00564,金城里,臺南市安平區金城里6鄰同平路106號,1.0,32人,"22.996609,120.152932"
安平漁市場,CPA00565,金城里,臺南市安平區金城里6鄰同平路127巷16弄1號,1.0,80人,"22.995975,120.153805"
台南海事學校,CPA00566,金城里,臺南市安平區金城里10鄰世平路1號,1.0,188人,"22.993946,120.15127"
台南海事學校,CPA00567,金城里,臺南市安平區金城里10鄰世平路1號,1.0,96人,"22.993946,120.15127"
台南海事學校,CPA00568,金城里,臺南市安平區金城里10鄰世平路1號,1.0,270人,"22.993946,120.15127"
一般住宅,CPA00569,金城里,臺南市安平區金城里6鄰同平路102號,1.0,58人,"22.996701,120.152932"
一般住宅,CPA00570,金城里,臺南市安平區金城里6鄰同平路104號,1.0,54人,"22.996657,120.152935"
漁光里活動中心,CPA00571,漁光里,臺南市安平區漁光里3鄰漁光路89巷39之2號,1.0,429人,"22.976814,120.159812"
王城西活動中心,CPA00572,王城里,臺南市安平區王城里10鄰國勝路35巷17號,1.0,138人,"23.001422,120.158905"
西門國小,CPA00573,王城里,臺南市安平區王城里11鄰古堡街87號,1.0,284人,"23.003191,120.160658"
市立圖書館安平分館,CPA00574,王城里,臺南市安平區王城里10鄰國勝路37號,1.0,240人,"23.000947,120.160196"
一般住宅,CPA00577,平安里,臺南市安平區平安里10鄰安平路490號,1.0,37人,"22.998315,120.172503"
一般住宅,CPA00578,平安里,臺南市安平區平安里8鄰安平路420號,1.0,65人,"22.998408,120.174203"
一般住宅,CPA00580,平安里,臺南市安平區平安里10鄰安平路460號之5,1.0,56人,"22.998438,120.173047"
一般住宅,CPA00581,平安里,臺南市安平區平安里10鄰安平路460號之4,1.0,46人,"22.998425,120.173088"
安平二期國宅公寓,CPA00582,平安里,臺南市安平區平安里9鄰安平路426巷18號,1.0,2502人,"22.998781,120.174293"
安平二期國宅公寓,CPA00583,平安里,臺南市安平區平安里19鄰安平路446巷48號,1.0,2228人,"22.999172,120.173846"
安平二期國宅公寓,CPA00584,平安里,臺南市安平區平安里16鄰安平路446巷25弄1號,1.0,2173人,"22.998982,120.173638"
安平二期國宅公寓,CPA00585,平安里,臺南市安平區平安里16鄰安平路446巷25弄2號,1.0,2381人,"22.999151,120.173665"
一般住宅,CPA00586,平安里,臺南市安平區平安里5鄰安平路334號,1.0,21人,"22.998405,120.177359"
一般住宅,CPA00587,平安里,臺南市安平區平安里6鄰安平路340號,1.0,13人,"22.998405,120.177149"
一般住宅,CPA00588,平安里,臺南市安平區平安里6鄰安平路338號,1.0,13人,"22.998415,120.177217"
一般住宅,CPA00589,平安里,臺南市安平區平安里6鄰安平路360號,1.0,26人,"22.998365,120.176347"
一般住宅,CPA00590,平安里,臺南市安平區平安里6鄰安平路342號,1.0,53人,"22.998398,120.1771"
一般住宅,CPA00591,平安里,臺南市安平區平安里6鄰安平路378號,1.0,12人,"22.998306,120.175534"
一般住宅,CPA00592,平安里,臺南市安平區平安里6鄰安平路396號,1.0,13人,"22.998266,120.175112"
一般住宅,CPA00593,平安里,臺南市安平區平安里6鄰安平路402號,1.0,12人,"22.998242,120.174963"
一般住宅,CPA00594,平安里,臺南市安平區平安里10鄰安平路468號,1.0,12人,"22.998248,120.173002"
一般住宅,CPA00595,平安里,臺南市安平區平安里10鄰安平路462號,1.0,9人,"22.998227,120.173147"
一般住宅,CPA00596,平安里,臺南市安平區平安里5鄰安平路328號,1.0,53人,"22.998427,120.177498"
一般住宅,CPA00597,平安里,臺南市安平區平安里5鄰安平路328號,1.0,20人,"22.998427,120.177498"
一般住宅,CPA00598,平安里,臺南市安平區平安里10鄰安平路464號,1.0,46人,"22.998235,120.173107"
一般住宅,CPA00599,平安里,臺南市安平區平安里10鄰安平路446巷17弄25號,1.0,50人,"22.998654,120.173036"
一般住宅,CPA00600,平安里,臺南市安平區平安里10鄰安平路474號,1.0,20人,"22.998263,120.172867"
一般住宅,CPA00602,平安里,臺南市安平區平安里5鄰安平路328號,1.0,42人,"22.998427,120.177498"
一般住宅,CPA00603,平安里,臺南市安平區平安里1鄰安平路90號,1.0,26人,"22.998287,120.184393"
一般住宅,CPA00604,平安里,臺南市安平區平安里1鄰安平路76號,1.0,26人,"22.998252,120.184703"
一般住宅,CPA00605,平安里,臺南市安平區平安里10鄰安平路446巷17弄43號,1.0,44人,"22.998702,120.172825"
一般住宅,CPA00606,平安里,臺南市安平區平安里4鄰安平路244號,1.0,30人,"22.99854,120.179342"
一般住宅,CPA00607,平安里,臺南市安平區平安里4鄰安平路248號,1.0,34人,"22.998549,120.179227"
一般住宅,CPA00608,平安里,臺南市安平區平安里4鄰安平路238號,1.0,34人,"22.998556,120.179484"
一般住宅,CPA00609,平安里,臺南市安平區平安里1鄰安平路104號,1.0,13人,"22.998304,120.184093"
一般住宅,CPA00610,天妃里,臺南市安平區天妃里18鄰安平路726號,1.0,36人,"22.999791,120.16412"
一般住宅,CPA00611,天妃里,臺南市安平區天妃里18鄰平生路39號,1.0,30人,"23.000166,120.163968"
一般住宅,CPA00612,天妃里,臺南市安平區天妃里5鄰安北路58號,1.0,36人,"23.000952,120.166489"
一般住宅,CPA00613,天妃里,臺南市安平區天妃里5鄰安北路70號之1,1.0,25人,"23.001194,120.166248"
一般住宅,CPA00614,天妃里,臺南市安平區天妃里5鄰安北路50號,1.0,32人,"23.000838,120.166619"
一般住宅,CPA00615,天妃里,臺南市安平區天妃里5鄰安北路72號,1.0,38人,"23.001034,120.166413"
安平公有零售市場,CPA00616,天妃里,臺南市安平區天妃里12鄰安北路103巷7弄6號,1.0,250人,"23.00136,120.165235"
安平公有零售市場,CPA00617,天妃里,臺南市安平區天妃里12鄰安北路103巷7弄6號,1.0,265人,"23.00136,120.165235"
一般住宅,CPA00618,天妃里,臺南市安平區天妃里5鄰安北路70號,1.0,136人,"23.001162,120.166287"
一般住宅,CPA00619,天妃里,臺南市安平區天妃里5鄰安北路52號,1.0,30人,"23.000865,120.16659"
一般住宅,CPA00620,天妃里,臺南市安平區天妃里11鄰安北路74號,1.0,45人,"23.001267,120.166134"
一般住宅,CPA00621,天妃里,臺南市安平區天妃里6鄰安平路654號,1.0,57人,"22.999299,120.167564"
一般住宅,CPA00622,天妃里,臺南市安平區天妃里6鄰安平路660號,1.0,85人,"22.999334,120.167418"
一般住宅,CPA00623,天妃里,臺南市安平區天妃里6鄰安平路666號,1.0,85人,"22.999366,120.167304"
一般住宅,CPA00624,天妃里,臺南市安平區天妃里6鄰安平路662號,1.0,85人,"22.999348,120.167377"
一般住宅,CPA00625,天妃里,臺南市安平區天妃里6鄰安平路690號,1.0,16人,"22.999517,120.166676"
一般住宅,CPA00626,天妃里,臺南市安平區天妃里11鄰安北路37號,1.0,32人,"23.000488,120.166691"
安平區社會福利服務中心,CPA00627,天妃里,臺南市安平區天妃里5鄰安北路42號,1.0,160人,"23.00071,120.16677"
一般住宅,CPA00628,天妃里,臺南市安平區天妃里5鄰安北路64號,1.0,22人,"23.001076,120.166404"
一般住宅,CPA00629,天妃里,臺南市安平區天妃里5鄰安北路66號,1.0,32人,"23.001097,120.166368"
一般住宅,CPA00630,天妃里,臺南市安平區天妃里9鄰安北路40巷17弄42號,1.0,45人,"23.001636,120.166424"
一般住宅,CPA00631,天妃里,臺南市安平區天妃里5鄰安北路36號之3,1.0,74人,"23.000011,120.167488"
一般住宅,CPA00632,天妃里,臺南市安平區天妃里5鄰安北路78號,1.0,53人,"23.001329,120.166073"
一般住宅,CPA00633,天妃里,臺南市安平區天妃里8鄰安北路40巷21號,1.0,84人,"23.001169,120.167312"
一般住宅,CPA00634,天妃里,臺南市安平區天妃里10鄰安北路94號,1.0,50人,"23.001753,120.165547"
一般住宅,CPA00635,天妃里,臺南市安平區天妃里21鄰延平街51號,1.0,53人,"23.000473,120.163263"
一般住宅,CPA00636,天妃里,臺南市安平區天妃里21鄰觀音街46號,1.0,108人,"23.000215,120.16322"
一般住宅,CPA00637,天妃里,臺南市安平區天妃里21鄰延平街83號,1.0,148人,"23.000651,120.162664"
一般住宅,CPA00638,天妃里,臺南市安平區天妃里21鄰延平街81號,1.0,62人,"23.000637,120.162705"
一般住宅,CPA00639,天妃里,臺南市安平區天妃里21鄰觀音街57號,1.0,74人,"23.000226,120.162546"
一般住宅,CPA00640,天妃里,臺南市安平區天妃里19鄰運河路5號,1.0,57人,"22.998925,120.163346"
一般住宅,CPA00641,天妃里,臺南市安平區天妃里19鄰運河路8號,1.0,53人,"22.998923,120.163171"
一般住宅,CPA00642,天妃里,臺南市安平區天妃里21鄰觀音街56號,1.0,18人,"23.000309,120.162796"
一般住宅,CPA00643,金城里,臺南市安平區金城里5鄰湖內二街36號,1.0,94人,"22.99801,120.159142"
一般住宅,CPA00644,金城里,臺南市安平區金城里5鄰湖內二街50號,1.0,33人,"22.998273,120.159073"
一般住宅,CPA00645,金城里,臺南市安平區金城里5鄰湖內二街29號,1.0,18人,"22.997896,120.158949"
一般住宅,CPA00646,金城里,臺南市安平區金城里5鄰湖內二街27號,1.0,18人,"22.997862,120.158959"
一般住宅,CPA00647,金城里,臺南市安平區金城里5鄰湖內二街23號,1.0,18人,"22.997782,120.158975"
一般住宅,CPA00648,金城里,臺南市安平區金城里5鄰湖內二街19號,1.0,18人,"22.997705,120.158997"
一般住宅,CPA00649,金城里,臺南市安平區金城里5鄰湖內二街9號,1.0,18人,"22.997508,120.159048"
一般住宅,CPA00650,金城里,臺南市安平區金城里5鄰湖內二街60號,1.0,18人,"22.998467,120.159028"
一般住宅,CPA00651,金城里,臺南市安平區金城里5鄰湖內二街48號,1.0,17人,"22.998235,120.159082"
一般住宅,CPA00652,金城里,臺南市安平區金城里5鄰湖內二街30號,1.0,17人,"22.997806,120.15919"
一般住宅,CPA00653,金城里,臺南市安平區金城里5鄰湖內二街8號,1.0,28人,"22.997381,120.159302"
一般住宅,CPA00654,金城里,臺南市安平區金城里5鄰湖內二街26號,1.0,17人,"22.99772,120.159216"
一般住宅,CPA00655,金城里,臺南市安平區金城里5鄰湖內二街32號,1.0,94人,"22.997875,120.159172"
一般住宅,CPA00656,金城里,臺南市安平區金城里5鄰湖內二街34號,1.0,94人,"22.997938,120.15916"
一般住宅,CPA00657,金城里,臺南市安平區金城里5鄰湖內二街30號,1.0,94人,"22.997806,120.15919"
一般住宅,CPA00658,平安里,臺南市安平區平安里11鄰安平路500巷17弄3號,1.0,210人,"22.998785,120.172085"
一般住宅,CPA00659,平安里,臺南市安平區平安里17鄰安平路550巷5號,1.0,370人,"22.998857,120.170759"
一般住宅,CPA00660,平安里,臺南市安平區平安里13鄰安平路550巷17弄15號,1.0,56人,"22.999231,120.170278"
一般住宅,CPA00661,平安里,臺南市安平區平安里13鄰安平路550巷17弄44號,1.0,45人,"22.999535,120.169748"
一般住宅,CPA00662,王城里,臺南市安平區王城里3鄰延平街136號,1.0,37人,"23.00081,120.161877"
一般住宅,CPA00663,王城里,臺南市安平區王城里3鄰延平街160號,1.0,30人,"23.000765,120.161433"
御匠建設大樓,CPA00664,怡平里,臺南市安平區怡平里26鄰永華六街26號,1.0,1392人,"22.991637,120.17681"
社會福利綜合大樓,CPA00665,建平里,臺南市安平區建平里21鄰中華西路二段315號,1.0,790人,"22.991871,120.186286"
一般住宅,CPA00666,建平里,臺南市安平區建平里22鄰平通路91號,1.0,953人,"22.992363,120.18033"
一般住宅,CPA00667,怡平里,臺南市安平區怡平里18鄰文平路461巷20號,1.0,1302人,"22.994268,120.178242"
華康栢麗,CPA00668,建平里,臺南市安平區建平里18鄰文平路466號,1.0,1072人,"22.994163,120.179004"
一般住宅,CPA00669,怡平里,臺南市安平區怡平里22鄰永華六街62號,1.0,1762人,"22.992317,120.176871"
一般住宅,CPA00670,怡平里,臺南市安平區怡平里16鄰永華六街154巷9號,1.0,657人,"22.994586,120.177989"
一般住宅,CPA00671,怡平里,臺南市安平區怡平里21鄰平通路356號,1.0,757人,"22.992844,120.17789"
皇朝西班牙大樓,CPA00672,怡平里,臺南市安平區怡平里21鄰怡平路355號,1.0,730人,"22.993213,120.177933"
皇朝西班牙大樓,CPA00673,怡平里,臺南市安平區怡平里21鄰怡平路355號,1.0,730人,"22.993213,120.177933"
一般住宅,CPA00674,怡平里,臺南市安平區怡平里23鄰永華六街22巷5號,1.0,1181人,"22.99133,120.176991"
朝代王國大樓,CPA00675,建平里,臺南市安平區建平里5鄰建平九街60巷33號,1.0,1402人,"22.9922,120.180736"
御匠建設大樓,CPA00676,怡平里,臺南市安平區怡平里25鄰永華六街35巷1號,1.0,1392人,"22.991859,120.176585"
泰誠建設美夢成真,CPA00677,建平里,臺南市安平區建平里16鄰建平十二街80號,1.0,870人,"22.995059,120.182641"
億條建設大樓,CPA00678,建平里,臺南市安平區建平里15鄰建平十一街164巷18號,1.0,120人,"22.995417,120.180639"
一般住宅,CPA00679,怡平里,臺南市安平區怡平里2鄰永華六街263號,1.0,114人,"22.99601,120.177165"
一般住宅,CPA00680,建平里,臺南市安平區建平里12鄰建平十四街131號,1.0,140人,"22.99593,120.181039"
一般住宅,CPA00681,建平里,臺南市安平區建平里12鄰建平十四街129號,1.0,140人,"22.99593,120.18109"
一般住宅,CPA00682,建平里,臺南市安平區建平里12鄰建平十四街125號,1.0,140人,"22.995913,120.181185"
式澳新視界大樓,CPA00683,建平里,臺南市安平區建平里6鄰慶平路166號,1.0,318人,"22.997209,120.180065"
自立建設大樓,CPA00684,建平里,臺南市安平區建平里3鄰慶平路88號,1.0,378人,"22.997115,120.181904"
一般住宅,CPA00685,怡平里,臺南市安平區怡平里6鄰慶平路230號,1.0,6958人,"22.997074,120.17823"
賓士皇宮大樓,CPA00686,建平里,臺南市安平區建平里6鄰建平十七街121號,1.0,3296人,"22.997458,120.179867"
一般住宅,CPA00687,怡平里,臺南市安平區怡平里4鄰建平十七街231號,1.0,2233人,"22.9971,120.176252"
一般住宅,CPA00688,怡平里,臺南市安平區怡平里1鄰慶平路208號,1.0,540人,"22.997095,120.178455"
建平里活動中心,CPA00689,建平里,臺南市安平區建平里8鄰府前三街27號,1.0,644人,"22.993713,120.185722"
一般住宅,CPA00690,建平里,臺南市安平區建平里7鄰府前四街41號,1.0,266人,"22.994634,120.184858"
府都建設大樓,CPA00691,建平里,臺南市安平區建平里3鄰慶平路98號,1.0,306人,"22.997144,120.181425"
南山人壽大樓,CPA00692,怡平里,臺南市安平區怡平里7鄰慶平路192號,1.0,861人,"22.997112,120.178985"
一般住宅,CPA00693,華平里,臺南市安平區華平里5鄰健康二街527號,1.0,485人,"22.995958,120.174448"
寶隆建設大樓,CPA00694,華平里,臺南市安平區華平里5鄰怡平路442巷63號,1.0,698人,"22.99537,120.173771"
大隆建設,CPA00695,華平里,臺南市安平區華平里10鄰怡平路442巷16號,1.0,706人,"22.99434,120.173998"
一般住宅,CPA00696,華平里,臺南市安平區華平里4鄰永華八街228號,1.0,272人,"22.994577,120.172776"
一般住宅,CPA00697,華平里,臺南市安平區華平里4鄰永華八街230號,1.0,272人,"22.994634,120.172782"
萬客隆鉅星大樓,CPA00698,華平里,臺南市安平區華平里8鄰育平九街22巷5號,1.0,3770人,"22.995128,120.174918"
川普建設,CPA00699,華平里,臺南市安平區華平里2鄰國平路552巷94號,1.0,381人,"22.996365,120.173754"
黃朝建設,CPA00700,華平里,臺南市安平區華平里7鄰育平九街22巷16號,1.0,698人,"22.995215,120.17509"
一般住宅,CPA00701,華平里,臺南市安平區華平里6鄰建平十一街362號,1.0,156人,"22.995502,120.175146"
川富建設,CPA00703,平通里,臺南市安平區平通里11鄰育平九街245號,1.0,945人,"22.995336,120.169849"
安平國中,CPA00704,平通里,臺南市安平區平通里19鄰慶平路687號,1.0,474人,"22.997633,120.168409"
河邊春夢大樓,CPA00705,平通里,臺南市安平區平通里3鄰國平路591巷52號,1.0,1512人,"22.996562,120.170694"
大隆建設,CPA00706,平通里,臺南市安平區平通里14鄰健康三街460巷62號,1.0,1128人,"22.994185,120.170905"
瑞銘建設,CPA00707,平通里,臺南市安平區平通里13鄰平通路580巷36號,1.0,216人,"22.994538,120.170534"
荷蘭芳鄰,CPA00708,平通里,臺南市安平區平通里12鄰育平九街221號,1.0,1568人,"22.995267,120.170353"
香榭大道大樓,CPA00709,華平里,臺南市安平區華平里23鄰永華八街211號,1.0,2308人,"22.993734,120.172359"
大隆世界觀,CPA00710,平通里,臺南市安平區平通里16鄰國平路387號,1.0,2081人,"22.993894,120.171269"
柏納伯森大樓,CPA00711,華平里,臺南市安平區華平里1鄰慶平路507號,1.0,8516人,"22.997077,120.17259"
安平國中,CPA00712,平通里,臺南市安平區平通里19鄰慶平路687號,1.0,602人,"22.997633,120.168409"
川普建設,CPA00714,華平里,臺南市安平區華平里15鄰國平路306號,1.0,1937人,"22.991859,120.171361"
一般住宅,CPA00715,華平里,臺南市安平區華平里19鄰永華八街201號,1.0,146人,"22.993062,120.172383"
佳旺產後護理之家,CPA00716,平通里,臺南市安平區平通里31鄰育平路357號,1.0,246人,"22.993665,120.16739"
一般住宅,CPA00717,平通里,臺南市安平區平通里31鄰育平路337號,1.0,596人,"22.993169,120.167378"
慶利建設,CPA00718,平通里,臺南市安平區平通里20鄰育平九街372巷189弄2號,1.0,490人,"22.997277,120.166745"
綠園大廈,CPA00719,平通里,臺南市安平區平通里19鄰慶平路705號,1.0,1201人,"22.997633,120.166875"
現代摩登第八期,CPA00720,平通里,臺南市安平區平通里28鄰育平七街80巷15號,1.0,946人,"22.993559,120.164837"
海誓山盟,CPA00721,平通里,臺南市安平區平通里32鄰育平六街46號,1.0,788人,"22.992626,120.166025"
唐邦大廈,CPA00722,平通里,臺南市安平區平通里24鄰育平八街32號,1.0,3654人,"22.99472,120.165998"
一般住宅,CPA00723,文平里,臺南市安平區文平里1鄰建平七街26巷28號,1.0,85人,"22.988441,120.185603"
一般住宅,CPA00724,文平里,臺南市安平區文平里4鄰建平六街46號,1.0,109人,"22.987285,120.184803"
文平里活動中心,CPA00725,文平里,臺南市安平區文平里2鄰中華西路二段1巷1號,1.0,246人,"22.986405,120.185556"
隆億建設大樓,CPA00726,文平里,臺南市安平區文平里26鄰永華二街41巷50號,1.0,2353人,"22.98619,120.182787"
一般住宅,CPA00727,文平里,臺南市安平區文平里8鄰建平六街114號,1.0,1113人,"22.987587,120.182615"
一般住宅,CPA00728,文平里,臺南市安平區文平里2鄰中華西路二段21號,1.0,361人,"22.987061,120.186424"
一般住宅,CPA00729,文平里,臺南市安平區文平里6鄰永華二街152號,1.0,192人,"22.987696,120.1845"
一般住宅,CPA00730,文平里,臺南市安平區文平里2鄰中華西路二段49巷24弄112號,1.0,457人,"22.988481,120.18641"
一般住宅,CPA00731,文平里,臺南市安平區文平里25鄰建平三街62巷14號,1.0,2353人,"22.985797,120.182565"
悠然綠園長照中心,CPA00732,文平里,臺南市安平區文平里24鄰建平路2號,1.0,6610人,"22.983488,120.181865"
一般住宅,CPA00733,文平里,臺南市安平區文平里3鄰中華西路二段49巷36號,1.0,236人,"22.98772,120.18573"
一般住宅,CPA00734,文平里,臺南市安平區文平里2鄰中華西路二段3號,1.0,149人,"22.986613,120.186364"
一般住宅,CPA00735,文平里,臺南市安平區文平里1鄰建平七街10號,1.0,149人,"22.988198,120.185936"
一般住宅,CPA00736,文平里,臺南市安平區文平里12鄰永華四街17巷23號,1.0,244人,"22.987933,120.179261"
皇朝尊龍,CPA00737,文平里,臺南市安平區文平里14鄰建平五街22巷15弄14號,1.0,1404人,"22.987945,120.180836"
一般住宅,CPA00738,文平里,臺南市安平區文平里9鄰建平七街226號,1.0,477人,"22.988803,120.180655"
景霖建設大樓,CPA00740,文平里,臺南市安平區文平里17鄰建平三街65巷20號,1.0,465人,"22.984993,120.178229"
一般住宅,CPA00741,文平里,臺南市安平區文平里17鄰建平三街65巷16號,1.0,384人,"22.98518,120.178265"
公寓,CPA00742,文平里,臺南市安平區文平里11鄰建平七街227號,1.0,328人,"22.988589,120.180558"
市政傳奇大樓,CPA00743,文平里,臺南市安平區文平里22鄰建平一街23巷25弄2號,1.0,1302人,"22.984436,120.180853"
台邦天地大樓,CPA00744,文平里,臺南市安平區文平里17鄰建平三街65巷27號,1.0,2353人,"22.984832,120.17849"
市政會館,CPA00745,文平里,臺南市安平區文平里11鄰建平七街191號,1.0,689人,"22.988548,120.18133"
華平翠園,CPA00746,國平里,臺南市安平區國平里10鄰建平一街224巷21弄10號,1.0,977人,"22.985571,120.174944"
第五大街,CPA00747,文平里,臺南市安平區文平里15鄰建平五街25號,1.0,672人,"22.987271,120.18141"
國平里活動中心,CPA00748,國平里,臺南市安平區國平里3鄰建平七街409號,1.0,120人,"22.988754,120.17636"
宇唯建設,CPA00749,國平里,臺南市安平區國平里3鄰文平路187巷88弄23號,1.0,392人,"22.987781,120.175576"
一般住宅,CPA00750,國平里,臺南市安平區國平里5鄰建平五街131巷18弄33號,1.0,144人,"22.987264,120.176987"
朝皇建設,CPA00751,國平里,臺南市安平區國平里9鄰建平一街202巷3弄30號,1.0,838人,"22.98554,120.176086"
台英建設,CPA00752,國平里,臺南市安平區國平里7鄰建平三街216巷10號,1.0,238人,"22.986265,120.175047"
歡喜樓,CPA00753,國平里,臺南市安平區國平里4鄰建平五街184巷8號,1.0,2624人,"22.988222,120.176702"
臺邦建設,CPA00754,國平里,臺南市安平區國平里9鄰建平一街202巷3弄2號,1.0,174人,"22.985417,120.17664"
一般住宅,CPA00756,國平里,臺南市安平區國平里11鄰建平一街202巷34號,1.0,605人,"22.985167,120.176801"
德門建設,CPA00758,國平里,臺南市安平區國平里2鄰建平五街184巷15弄35號,1.0,450人,"22.988375,120.175601"
荷蘭首府,CPA00760,育平里,臺南市安平區育平里7鄰育平五街70號,1.0,1093人,"22.991099,120.167499"
大隆新香港,CPA00761,育平里,臺南市安平區育平里31鄰府平路360號,1.0,1476人,"22.987148,120.167874"
雅特貝特,CPA00762,億載里,臺南市安平區億載里11鄰永華十一街17巷29號,1.0,557人,"22.989937,120.161373"
海景富邑,CPA00763,育平里,臺南市安平區育平里11鄰育平五街77號,1.0,3262人,"22.990613,120.167489"
南國大廈,CPA00764,育平里,臺南市安平區育平里23鄰育平路192號,1.0,10476人,"22.989425,120.167018"
永華富邑,CPA00765,育平里,臺南市安平區育平里10鄰健康三街225號,1.0,1578人,"22.990283,120.168704"
一般住宅,CPA00766,億載里,臺南市安平區億載里12鄰健康四街125號,1.0,306人,"22.989277,120.162685"
摩登家園,CPA00767,育平里,臺南市安平區育平里36鄰郡平路295號,1.0,2024人,"22.989455,120.164553"
大世紀大樓,CPA00768,育平里,臺南市安平區育平里1鄰永華路二段819號,1.0,1978人,"22.990884,120.168527"
國泰建設,CPA00769,國平里,臺南市安平區國平里23鄰育平四街14號,1.0,8194人,"22.989681,120.169036"
親愛寶貝公寓大廈,CPA00770,育平里,臺南市安平區育平里40鄰光州二街144號,1.0,414人,"22.986709,120.165231"
品富七期公寓大廈,CPA00771,育平里,臺南市安平區育平里35鄰平豐路236巷24號,1.0,6377人,"22.989989,120.165116"
現代摩登第五期,CPA00772,育平里,臺南市安平區育平里39鄰平豐路44巷12號,1.0,1005人,"22.986176,120.164863"
品富建設,CPA00773,育平里,臺南市安平區育平里34鄰郡平路274巷20弄18號,1.0,382人,"22.989937,120.16579"
現代摩登第三期,CPA00774,育平里,臺南市安平區育平里31鄰健康三街107巷15號,1.0,513人,"22.987513,120.167933"
台南新世界,CPA00776,國平里,臺南市安平區國平里26鄰郡平路149號,1.0,2021人,"22.988923,120.168769"
安平公有零售市場,CPA00777,天妃里,臺南市安平區天妃里12鄰効忠街20號之7,1.0,1481人,"23.001427,120.164803"
古都舞廳,CPA00778,國平里,臺南市安平區國平里23鄰郡平路46號,1.0,257人,"22.988706,120.172405"
臺南市永華市政中心,CPA00779,建平里,臺南市安平區建平里21鄰永華路二段6號,1.0,3344人,"22.989657,120.184747"
世紀觀大樓,CPA00780,平安里,臺南市安平區平安里8鄰安平路428號,1.0,134人,"22.998246,120.17391"
長谷劃時代,CPA00781,國平里,臺南市安平區國平里18鄰育平五街6號,1.0,11141人,"22.990627,120.169884"
都會假期,CPA00782,平通里,臺南市安平區平通里6鄰慶平路541號,1.0,2082人,"22.997326,120.171063"
大台南智慧交通中心,CPA00784,怡平里,臺南市安平區怡平里21鄰平通路366號,1.0,2132人,"22.992913,120.177409"
一般住宅,CPA00785,文平里,臺南市安平區文平里6鄰永華二街154號,1.0,165人,"22.987752,120.184522"
臺鳳大樓,CPA00787,平通里,臺南市安平區平通里17鄰建平八街551號,1.0,3940人,"22.991947,120.168633"
一般住宅,CPA00788,建平里,臺南市安平區建平里21鄰平通路128號,1.0,894人,"22.992903,120.179892"
愛琴海,CPA00791,平通里,臺南市安平區平通里7鄰慶平路571號,1.0,2868人,"22.997496,120.16985"
儷景富邑,CPA00792,育平里,臺南市安平區育平里5鄰育平五街68號,1.0,2214人,"22.991112,120.16777"
力漢念真情,CPA00794,育平里,臺南市安平區育平里29鄰育平路176號,1.0,3797人,"22.988685,120.166908"
台南海事學校,CPA00795,金城里,臺南市安平區金城里10鄰世平路1號,1.0,2088人,"22.993946,120.15127"
維悅統茂,CPA00796,平通里,臺南市安平區平通里4鄰慶平路539號,1.0,3876人,"22.997178,120.171561"
觀世紀大樓,CPA00797,平安里,臺南市安平區平安里8鄰安平路422號,1.0,920人,"22.998222,120.174161"
一般住宅,CPA00798,怡平里,臺南市安平區怡平里22鄰永華六街36號,1.0,4369人,"22.992103,120.176867"
一般住宅,CPA00801,文平里,臺南市安平區文平里7鄰建平七街58巷31號,1.0,284人,"22.988662,120.183766"
長谷海頓,CPA00802,育平里,臺南市安平區育平里28鄰郡平路181號,1.0,9714人,"22.988937,120.167393"
