編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
1.0,樹義里,臺中市南區樹義里復興路一段207巷2號,1.0,77.0,第三分局,"120.650201 ","24.112043 "
2.0,樹義里,臺中市南區樹義里復興路一段7號,1.0,29.0,第三分局,"120.645227 ","24.110182 "
3.0,樹義里,臺中市南區樹義里復興路一段113號,1.0,72.0,第三分局,"120.648059 ","24.111135 "
4.0,樹義里,臺中市南區樹義里復興路一段149號,1.0,25.0,第三分局,"120.648754 ","24.111367 "
5.0,樹義里,臺中市南區樹義里復興路一段151號,1.0,25.0,第三分局,"120.648797 ","24.111376 "
6.0,樹義里,臺中市南區樹義里復興路一段153號,1.0,25.0,第三分局,"120.648835 ","24.111394 "
7.0,樹義里,臺中市南區樹義里復興路一段155號,1.0,25.0,第三分局,"120.648867 ","24.111422 "
8.0,樹義里,臺中市南區樹義里復興路一段157號,1.0,25.0,第三分局,"120.648910 ","24.111433 "
9.0,樹義里,臺中市南區樹義里復興路一段159號,1.0,25.0,第三分局,"120.648939 ","24.111439 "
10.0,樹義里,臺中市南區樹義里復興路一段161號,1.0,25.0,第三分局,"120.648974 ","24.111490 "
11.0,樹義里,臺中市南區樹義里復興路一段163號,1.0,25.0,第三分局,"120.649016 ","24.111497 "
12.0,樹義里,臺中市南區樹義里復興路一段165號,1.0,25.0,第三分局,"120.649058 ","24.111505 "
13.0,樹義里,臺中市南區樹義里復興路一段167號,1.0,25.0,第三分局,"120.649097 ","24.111514 "
14.0,樹義里,臺中市南區樹義里復興路一段169號,1.0,25.0,第三分局,"120.649137 ","24.111522 "
15.0,樹義里,臺中市南區樹義里復興路一段171號,1.0,25.0,第三分局,"120.649182 ","24.111530 "
16.0,樹義里,臺中市南區樹義里復興路一段173號,1.0,25.0,第三分局,"120.649225 ","24.111543 "
17.0,樹義里,臺中市南區樹義里復興路一段187號,1.0,20.0,第三分局,"120.644865 ","24.110157 "
18.0,樹義里,臺中市南區樹義里復興路一段191號,1.0,49.0,第三分局,"120.649548 ","24.111677 "
19.0,樹義里,臺中市南區樹義里復興路一段193號,1.0,49.0,第三分局,"120.649592 ","24.111691 "
20.0,樹義里,臺中市南區樹義里樹義一巷26號,1.0,749.0,第三分局,"120.657129 ","24.108114 "
21.0,樹義里,臺中市南區樹義里樹義六巷6號,1.0,29.0,第三分局,"120.652060 ","24.110015 "
22.0,樹義里,臺中市南區樹義里樹義六巷75號,1.0,4370.0,第三分局,"120.650909 ","24.108913 "
23.0,樹義里,臺中市南區樹義里大慶街244號,1.0,190.0,第三分局,"120.655300 ","24.114100 "
24.0,樹義里,臺中市南區樹義里大慶街一段248號,1.0,260.0,第三分局,"120.655159 ","24.113692 "
25.0,樹義里,臺中市南區工學路82巷29號,1.0,40.0,第三分局,"120.662746 ","24.117186 "
26.0,樹義里,臺中市南區工學路82巷31號,1.0,40.0,第三分局,"120.662746 ","24.117186 "
27.0,樹義里,臺中市南區工學路82巷33號,1.0,29.0,第三分局,"120.662746 ","24.117186 "
28.0,樹義里,臺中市南區工學路82巷35號,1.0,29.0,第三分局,"120.662746 ","24.117186 "
29.0,樹義里,臺中市南區工學路167號,1.0,120.0,第三分局,"120.659081 ","24.116844 "
30.0,樹義里,臺中市南區樹義里樹義五巷120號,1.0,73.0,第三分局,"120.653861 ","24.110603 "
31.0,樹義里,臺中市南區樹義里復興路一段206號,1.0,300.0,第三分局,"120.653957 ","24.113771 "
32.0,樹義里,臺中市南區樹義里大慶街一段77-19號,1.0,1362.0,第三分局,"120.655310 ","24.111591 "
33.0,樹義里,臺中市南區樹義里大慶街一段261號,1.0,270.0,第三分局,"120.654973 ","24.112148 "
34.0,樹義里,臺中市南區樹義里大慶街一段265號,1.0,248.0,第三分局,"120.654508 ","24.113368 "
35.0,樹義里,臺中市南區樹義里樹義五巷120號,1.0,96.0,第三分局,"120.653861 ","24.110603 "
36.0,樹義里,臺中市南區樹義里樹義五巷184號,1.0,70.0,第三分局,"120.653861 ","24.110603 "
37.0,樹義里,臺中市南區樹義里樹義五街100號,1.0,74.0,第三分局,"120.654335 ","24.110212 "
38.0,樹義里,臺中市南區樹義里樹義五街102號,1.0,74.0,第三分局,"120.654223 ","24.110209 "
39.0,樹義里,臺中市南區樹義里樹義五街104號,1.0,74.0,第三分局,"120.654163 ","24.110215 "
40.0,樹義里,臺中市南區樹義里樹義五街106號,1.0,74.0,第三分局,"120.654117 ","24.110219 "
41.0,樹義里,臺中市南區樹義里樹義五街108號,1.0,74.0,第三分局,"120.654056 ","24.110215 "
42.0,樹義里,臺中市南區樹義里樹義五街110號,1.0,69.0,第三分局,"120.654005 ","24.110216 "
43.0,樹義里,臺中市南區樹義里樹義五街112號,1.0,82.0,第三分局,"120.653951 ","24.110219 "
44.0,樹義里,臺中市南區樹義里樹義五街114號,1.0,94.0,第三分局,"120.653887 ","24.110218 "
45.0,樹義里,臺中市南區樹義里樹義五街122號,1.0,58.0,第三分局,"120.653713 ","24.110223 "
46.0,樹義里,臺中市南區樹義里樹義五街124號,1.0,58.0,第三分局,"120.653672 ","24.110216 "
47.0,樹義里,臺中市南區樹義里樹義五街126號,1.0,58.0,第三分局,"120.653623 ","24.110220 "
48.0,樹義里,臺中市南區樹義里樹義五街128號,1.0,58.0,第三分局,"120.653582 ","24.110223 "
49.0,樹義里,臺中市南區樹義里樹義五街130號,1.0,58.0,第三分局,"120.653533 ","24.110223 "
50.0,樹義里,臺中市南區樹義里樹義五街132號,1.0,58.0,第三分局,"120.653491 ","24.110226 "
51.0,樹義里,臺中市南區樹義里樹義五街134號,1.0,58.0,第三分局,"120.653450 ","24.110220 "
52.0,樹義里,臺中市南區樹義里樹義五街136號,1.0,58.0,第三分局,"120.653401 ","24.110220 "
53.0,樹義里,臺中市南區樹義里樹義五街138號,1.0,58.0,第三分局,"120.653296 ","24.110220 "
54.0,樹義里,臺中市南區樹義里樹義五街140號,1.0,58.0,第三分局,"120.653251 ","24.110220 "
55.0,樹義里,臺中市南區樹義里樹義五街142號,1.0,58.0,第三分局,"120.653211 ","24.110213 "
56.0,樹義里,臺中市南區樹義里樹義五街146號,1.0,58.0,第三分局,"120.653122 ","24.110216 "
57.0,樹義里,臺中市南區樹義里樹義五街178號,1.0,72.0,第三分局,"120.653706 ","24.110465 "
58.0,樹義里,臺中市南區樹義里樹義五街180號,1.0,72.0,第三分局,"120.653758 ","24.110465 "
59.0,樹義里,臺中市南區樹義里樹義五街182號,1.0,72.0,第三分局,"120.653796 ","24.110467 "
60.0,樹義里,臺中市南區樹義里樹義五街186號,1.0,78.0,第三分局,"120.653892 ","24.110453 "
61.0,樹義里,臺中市南區樹義里樹義五街188號,1.0,94.0,第三分局,"120.653947 ","24.110451 "
62.0,樹義里,臺中市南區樹義里樹義五街190號,1.0,73.0,第三分局,"120.654003 ","24.110393 "
63.0,樹義里,臺中市南區樹義里樹義五街192號,1.0,73.0,第三分局,"120.654048 ","24.110392 "
64.0,樹義里,臺中市南區樹義里樹義五街194號,1.0,73.0,第三分局,"120.654110 ","24.110389 "
65.0,樹義里,臺中市南區樹義里樹義五街196號,1.0,73.0,第三分局,"120.654162 ","24.110396 "
66.0,樹義里,臺中市南區樹義里樹義五街198號,1.0,74.0,第三分局,"120.654218 ","24.110392 "
67.0,樹義里,臺中市南區樹義里樹義五街200號,1.0,80.0,第三分局,"120.654270 ","24.110393 "
68.0,樹義里,臺中市南區樹義里樹義五街204號,1.0,73.0,第三分局,"120.654381 ","24.110389 "
69.0,樹義里,臺中市南區樹義里樹義五街206號,1.0,73.0,第三分局,"120.654437 ","24.110386 "
70.0,樹義里,臺中市南區樹義里樹義五街208號,1.0,73.0,第三分局,"120.654495 ","24.110393 "
71.0,樹義里,臺中市南區樹義里樹義五街210號,1.0,88.0,第三分局,"120.654557 ","24.110409 "
72.0,樹義里,臺中市南區樹義里樹義五街92號,1.0,70.0,第三分局,"120.654548 ","24.110230 "
73.0,樹義里,臺中市南區樹義里樹義五街94號,1.0,70.0,第三分局,"120.654492 ","24.110227 "
74.0,樹義里,臺中市南區樹義里樹義五街96號,1.0,74.0,第三分局,"120.654435 ","24.110233 "
75.0,樹義里,臺中市南區樹義里樹義五街98號,1.0,74.0,第三分局,"120.654270 ","24.110220 "
76.0,樹義里,臺中市南區樹義里福田二街23號,1.0,801.0,第三分局,"120.661013 ","24.108747 "
77.0,樹義里,臺中市南區樹義里福田路146號,1.0,57.0,第三分局,"120.657964 ","24.110189 "
78.0,樹義里,臺中市南區樹義里福田路148號,1.0,57.0,第三分局,"120.657965 ","24.110149 "
79.0,樹義里,臺中市南區樹義里福田路150號,1.0,30.0,第三分局,"120.658009 ","24.110109 "
80.0,樹義里,臺中市南區樹義里福田路156號,1.0,30.0,第三分局,"120.658009 ","24.110026 "
81.0,樹義里,臺中市南區樹義里福田路158巷10號,1.0,76.0,第三分局,"120.658297 ","24.110108 "
82.0,樹義里,臺中市南區樹義里福田路158巷11號,1.0,80.0,第三分局,"120.658158 ","24.109684 "
83.0,樹義里,臺中市南區樹義里福田路158巷12號,1.0,76.0,第三分局,"120.658457 ","24.109684 "
84.0,樹義里,臺中市南區樹義里福田路158巷13號,1.0,80.0,第三分局,"120.658158 ","24.109643 "
85.0,樹義里,臺中市南區樹義里福田路158巷14號,1.0,141.0,第三分局,"120.658458 ","24.109643 "
86.0,樹義里,臺中市南區樹義里福田路158巷15號,1.0,80.0,第三分局,"120.658159 ","24.109604 "
87.0,樹義里,臺中市南區樹義里福田路158巷17號,1.0,80.0,第三分局,"120.658159 ","24.109563 "
88.0,樹義里,臺中市南區樹義里福田路158巷18號,1.0,76.0,第三分局,"120.658463 ","24.109546 "
89.0,樹義里,臺中市南區樹義里福田路158巷19號,1.0,77.0,第三分局,"120.658161 ","24.109521 "
90.0,樹義里,臺中市南區樹義里福田路158巷1號,1.0,70.0,第三分局,"120.658100 ","24.109828 "
91.0,樹義里,臺中市南區樹義里福田路158巷20號,1.0,76.0,第三分局,"120.658458 ","24.109521 "
92.0,樹義里,臺中市南區樹義里福田路158巷21號,1.0,80.0,第三分局,"120.658160 ","24.109480 "
93.0,樹義里,臺中市南區樹義里福田路158巷22號,1.0,80.0,第三分局,"120.658378 ","24.109414 "
94.0,樹義里,臺中市南區樹義里福田路158巷23號,1.0,80.0,第三分局,"120.658160 ","24.109441 "
95.0,樹義里,臺中市南區樹義里福田路158巷24號,1.0,81.0,第三分局,"120.658424 ","24.109414 "
96.0,樹義里,臺中市南區樹義里福田路158巷25號,1.0,80.0,第三分局,"120.658160 ","24.109400 "
97.0,樹義里,臺中市南區樹義里福田路158巷26號,1.0,80.0,第三分局,"120.658468 ","24.109403 "
98.0,樹義里,臺中市南區樹義里福田路158巷27號,1.0,80.0,第三分局,"120.658171 ","24.109359 "
99.0,樹義里,臺中市南區樹義里福田路158巷28號,1.0,81.0,第三分局,"120.658514 ","24.109403 "
100.0,樹義里,臺中市南區樹義里福田路158巷2號,1.0,76.0,第三分局,"120.658094 ","24.110105 "
101.0,樹義里,臺中市南區樹義里福田路158巷30號,1.0,80.0,第三分局,"120.658564 ","24.109404 "
