轄管區,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
中山區,WMA00981,中央里,臺北市中山區伊通街106巷2號,"25.053961,121.534414",1,"294 ",中山分局,
中山區,WMA00982,中央里,臺北市中山區伊通街106巷6號,"25.053961,121.534291",1,"224 ",中山分局,
中山區,WMA01394,中央里,臺北市中山區松江路121號,"25.052658,121.53325",2,"1570 ",中山分局,
中山區,WMA01396,中央里,臺北市中山區松江路125號,"25.053024,121.533257",1,"1769 ",中山分局,
中山區,WMA01397,中央里,臺北市中山區松江路127號,"25.053553,121.53327",1,"673 ",中山分局,
中山區,WMA01490,中央里,臺北市中山區松江路123巷10號,"25.052841,121.534148",1,"70 ",中山分局,
中山區,WMA01491,中央里,臺北市中山區松江路123巷11號,"25.052979,121.534167",2,"377 ",中山分局,
中山區,WMA01492,中央里,臺北市中山區松江路123巷5號,"25.052969,121.533743",1,"120 ",中山分局,
中山區,WMA01493,中央里,臺北市中山區松江路123巷7號,"25.052996,121.533873",1,"356 ",中山分局,
中山區,WMA01744,中央里,臺北市中山區長春路172號,"25.054691,121.53385",2,"1784 ",中山分局,
中山區,WMA01745,中央里,臺北市中山區長春路184號,"25.054676,121.534627",2,"390 ",中山分局,
中山區,WMA01747,中央里,臺北市中山區長春路188-208號,"25.054666,121.535073",1,"2562 ",中山分局,
中山區,WMA01893,中央里,臺北市中山區南京東路二段115巷18號,"25.053149,121.53355",1,"97 ",中山分局,
中山區,WMA01894,中央里,臺北市中山區南京東路二段115巷35號,"25.05356,121.533554",1,"108 ",中山分局,
中山區,WMA03012,中央里,臺北市中山區南京東路二段115巷3-5號,"25.053217,121.53355",1,"1290 ",中山分局,
中山區,WMA03357,中央里,臺北市中山區松江路133巷50號,"25.054314,121.534684",1,"265 ",中山分局,
中山區,WMA03555,中央里,臺北市中山區四平街56號,"25.05357,121.53345",1,"301 ",中山分局,
中山區,WMA01828,中央里,臺北市中山區南京東路二段111號,"25.052281,121.533427",2,"504 ",中山分局,
中山區,WMA01831,中央里,臺北市中山區南京東路二段123號,"25.052227,121.533728",2,"2553 ",中山分局,
中山區,WMA01832,中央里,臺北市中山區南京東路二段125號,"25.052222,121.534574",2,"2360 ",中山分局,
中山區,WMA01892,中央里,臺北市中山區南京東路二段115巷1號,"25.052679,121.533682",1,"114 ",中山分局,
中山區,WMA00660,中央里,臺北市中山區四平街113號,"25.053698,121.536092",1,"172 ",中山分局,
中山區,WMA00669,中央里,臺北市中山區四平街91-93號,"25.053712,121.535203",1,"253 ",中山分局,
中山區,WMA00969,中央里,臺北市中山區伊通街111-113號,"25.053705,121.534948",1,"244 ",中山分局,
中山區,WMA00983,中央里,臺北市中山區伊通街125巷13號,"25.054076,121.535588",1,"518 ",中山分局,
中山區,WMA00984,中央里,臺北市中山區伊通街125巷3-5號,"25.054068,121.535163",1,"273 ",中山分局,
中山區,WMA02064,中央里,臺北市中山區建國北路二段64巷1-3號,"25.05439,121.536334",3,"849 ",中山分局,
中山區,WMA03226,中央里,臺北市中山區伊通街129號,"25.05439,121.534937",1,"412 ",中山分局,
中山區,WMA03456,中央里,臺北市中山區建國北二段64巷9號,"25.05449,121.535961",1、2,"538 ",中山分局,
中山區,WMA00968,中央里,臺北市中山區伊通街107號,"25.05349,121.534923",1,"17 ",中山分局,
中山區,WMA01834,中央里,臺北市中山區南京東路二段137號,"25.052216,121.53511",2,"2329 ",中山分局,
中山區,WMA01972,中央里,臺北市中山區建國北路二段24-30號,"25.053045,121.53644",1,"336 ",中山分局,
中山區,WMA01929,中央里,臺北市中山區建國北路二段36-38號,"25.053467,121.536435",1,"1354 ",中山分局,
中山區,WMA02061,中央里,臺北市中山區建國北路二段6巷1號,"25.052595,121.536368",1,"184 ",中山分局,
中山區,WMA02062,中央里,臺北市中山區建國北路二段6巷19號,"25.052619,121.535434",1,"113 ",中山分局,
中山區,WMA02063,中央里,臺北市中山區建國北路二段6巷3號,"25.052627,121.536182",1,"397 ",中山分局,
中山區,WMA03083,中央里,臺北市中山區南京東路二段167號,"25.052233,121.536186",1,"1306 ",中山分局,
中山區,WMA03259,中央里,臺北市中山區南京東路二段139號,"25.052212,121.53542",3,"1614 ",中山分局,
中山區,WMA03434,中央里,臺北市中山區伊通街99巷9號,"25.053321,121.535317",1,"576 ",中山分局,
中山區,WMA01737,中央里,臺北市中山區長春路165號,"25.054948,121.533883",1,"2055 ",中山分局,
中山區,WMA01740,中央里,臺北市中山區長春路167號,"25.054986,121.535107",1,"6570 ",中山分局,
中山區,WMA00003,中吉里,臺北市中山區一江街22號,"25.052679,121.531415",1,"385 ",中山分局,
中山區,WMA00004,中吉里,臺北市中山區一江路24號,"25.052838,121.531419",1,"60 ",中山分局,
中山區,WMA00661,中吉里,臺北市中山區四平街13號,"25.053756,121.530765",1,"89 ",中山分局,
中山區,WMA01027,中吉里,臺北市中山區吉林路53-59號,"25.053379,121.530264",1,"1416 ",中山分局,
中山區,WMA01495,中吉里,臺北市中山區松江路124巷29-31號,"25.052658,121.530657",1,"1066 ",中山分局,
中山區,WMA01498,中吉里,臺北市中山區松江路132巷17號,"25.053001,121.530962",1,"97 ",中山分局,
中山區,WMA01499,中吉里,臺北市中山區松江路132巷21號,"25.053025,121.530607",1,"246 ",中山分局,
中山區,WMA01502,中吉里,臺北市中山區松江路150巷25-29號,"25.054103,121.530794",1,"44 ",中山分局,
中山區,WMA01503,中吉里,臺北市中山區松江路150巷26號,"25.053995,121.530902",1,"44 ",中山分局,
中山區,WMA01505,中吉里,臺北市中山區松江路156巷19號,"25.054448,121.531126",1,"33 ",中山分局,
中山區,WMA01507,中吉里,臺北市中山區松江路156巷30-32號,"25.054334,121.530714",1,"62 ",中山分局,
中山區,WMA01508,中吉里,臺北市中山區松江路156巷29-35號,"25.054463,121.530658",1,"94 ",中山分局,
中山區,WMA01726,中吉里,臺北市中山區長春路118號,"25.054746,121.5303",1,"216 ",中山分局,
中山區,WMA01728,中吉里,臺北市中山區長春路124號,"25.054746,121.530458",1,"204 ",中山分局,
中山區,WMA00237,中吉里,臺北市中山區吉林路63-65號,"25.05382,121.530353",1,"4586 ",中山分局,
中山區,WMA03503,中吉里,臺北市中山區吉林路71號,"25.054279,121.53024",1,"277 ",中山分局,
中山區,WMA01395,中吉里,臺北市中山區松江路122號,"25.052326,121.532814",1,"850 ",中山分局,
中山區,WMA01496,中吉里,臺北市中山區松江路124巷5-7號,"25.052624,121.532323",1,"673 ",中山分局,
中山區,WMA01497,中吉里,臺北市中山區松江路124巷9-11號,"25.052661,121.53202",1,"478 ",中山分局,
中山區,WMA01886,中吉里,臺北市中山區南京東路二段87號,"25.05225,121.531889",3,"2717 ",中山分局,
中山區,WMA03308,中吉里,臺北市中山區南京東路二段95-97號,"25.052246,121.532255",1,"985 ",中山分局,
中山區,WMA03624,中吉里,臺北市中山區南京東路二段75號,"25.052261,121.53097",1,"358 ",中山分局,
中山區,WMA03821,中吉里,臺北市中山區吉林路49號,"25.053138,121.530258",1,"778 ",中山分局,
中山區,WMA00002,中吉里,臺北市中山區一江街21號,"25.052681,121.531609",1,"221 ",中山分局,
中山區,WMA00007,中吉里,臺北市中山區一江街43號,"25.05434,121.531647",1,"344 ",中山分局,
中山區,WMA00008,中吉里,臺北市中山區一江街45-47號,"25.054448,121.531647",1,"316 ",中山分局,
中山區,WMA00664,中吉里,臺北市中山區四平街32號,"25.05359,121.53202",1,"106 ",中山分局,
中山區,WMA01400,中吉里,臺北市中山區松江路146號,"25.053476,121.532825",1,"1872 ",中山分局,
中山區,WMA01401,中吉里,臺北市中山區松江路148號,"25.05383,121.532839",3,"1856 ",中山分局,
中山區,WMA01402,中吉里,臺北市中山區松江路152號,"25.054189,121.53285",2,"2237 ",中山分局,
中山區,WMA01403,中吉里,臺北市中山區松江路156號之1-2,"25.05451,121.532854",1,"909 ",中山分局,
中山區,WMA01500,中吉里,臺北市中山區松江路140巷3-5號,"25.05335,121.532304",2,"780 ",中山分局,
中山區,WMA01501,中吉里,臺北市中山區松江路150巷15號,"25.054075,121.531781",1,"540 ",中山分局,
中山區,WMA01504,中吉里,臺北市中山區松江路150巷9-11之1號,"25.054093,121.532144",1,"354 ",中山分局,
中山區,WMA01509,中吉里,臺北市中山區松江路156巷5-7號,"25.054442,121.532349",1,"474 ",中山分局,
中山區,WMA01510,中吉里,臺北市中山區松江路156巷8號,"25.05431,121.532191",1,"210 ",中山分局,
中山區,WMA01511,中吉里,臺北市中山區松江路156巷9號,"25.054452,121.532086",1,"161 ",中山分局,
中山區,WMA03069,中吉里,臺北市中山區一江街21號-1,"25.052681,121.531609",1,"162 ",中山分局,
中山區,WMA03396,中吉里,臺北市中山區松江路150巷10號,"25.053947,121.532099",1,"213 ",中山分局,
中山區,WMA03413,中吉里,臺北市中山區一江街37-39號,"25.054136,121.531621",1,"885 ",中山分局,
中山區,WMA03491,中吉里,臺北市中山區長春路158號,"25.05467,121.532388",1,"1296 ",中山分局,
中山區,WMA00006,中吉里,臺北市中山區一江路38-42號,"25.053826,121.531429",1,"54 ",中山分局,
中山區,WMA00009,中吉里,臺北市中山區一江路48號,"25.054098,121.53143",1,"125 ",中山分局,
中山區,WMA00010,中吉里,臺北市中山區一江路50-58號,"25.054174,121.531433",1,"387 ",中山分局,
中山區,WMA00011,中吉里,臺北市中山區一江路60號,"25.054444,121.531408",1,"442 ",中山分局,
中山區,WMA00012,中吉里,臺北市中山區一江路62號,"25.054556,121.53142",1,"101 ",中山分局,
中山區,WMA00662,中吉里,臺北市中山區四平街25號,"25.053723,121.531246",1,"32 ",中山分局,
中山區,WMA00663,中吉里,臺北市中山區四平街27-29號,"25.053719,121.531288",1,"52 ",中山分局,
中山區,WMA01029,中吉里,臺北市中山區吉林路79號,"25.055164,121.530271",1,"596 ",中山分局,
中山區,WMA01404,中吉里,臺北市中山區松江路158號,"25.054977,121.532861",2,"1286 ",中山分局,
中山區,WMA01405,中吉里,臺北市中山區松江路162號,"25.055377,121.53287",4,"2746 ",中山分局,
中山區,WMA01513,中吉里,臺北市中山區松江路160巷11-1號,"25.055384,121.531274",1,"550 ",中山分局,
中山區,WMA01514,中吉里,臺北市中山區松江路160巷15號,"25.055364,121.531028",1,"96 ",中山分局,
中山區,WMA01515,中吉里,臺北市中山區松江路160巷2號,"25.055212,121.532531",1,"221 ",中山分局,
中山區,WMA01517,中吉里,臺北市中山區松江路164巷15號,"25.055699,121.53212",1,"236 ",中山分局,
中山區,WMA01518,中吉里,臺北市中山區松江路164巷17號,"25.0557,121.532071",1,"337 ",中山分局,
中山區,WMA01519,中吉里,臺北市中山區松江路164巷41-43號,"25.055741,121.531046",1,"905 ",中山分局,
中山區,WMA01520,中吉里,臺北市中山區松江路164巷6-1號,"25.055579,121.532467",1,"100 ",中山分局,
中山區,WMA01727,中吉里,臺北市中山區長春路121-123號,"25.054746,121.530348",1,"365 ",中山分局,
中山區,WMA01732,中吉里,臺北市中山區長春路139號,"25.054742,121.531154",1,"328 ",中山分局,
中山區,WMA01733,中吉里,臺北市中山區長春路143號,"25.054943,121.532016",1,"144 ",中山分局,
中山區,WMA01784,中吉里,臺北市中山區長春路137巷2號,"25.055142,121.531454",1,"257 ",中山分局,
中山區,WMA01785,中吉里,臺北市中山區長春路137巷3-5號,"25.055396,121.531634",1,"1569 ",中山分局,
中山區,WMA01786,中吉里,臺北市中山區長春路137巷7號,"25.055724,121.531639",1,"385 ",中山分局,
中山區,WMA03219,中吉里,臺北市中山區長春路143-145號,"25.054943,121.532016",4,"2749 ",中山分局,
中山區,WMA01030,中吉里,臺北市中山區吉林路89號,"25.055567,121.530265",1,"161 ",中山分局,
中山區,WMA00996,中吉里,臺北市中山區吉林路101-103號,"25.056187,121.530283",1,"405 ",中山分局,
中山區,WMA00997,中吉里,臺北市中山區吉林路109-111號,"25.05657,121.530292",1,"161 ",中山分局,
中山區,WMA00999,中吉里,臺北市中山區吉林路121號,"25.056958,121.530309",1,"1049 ",中山分局,
中山區,WMA01037,中吉里,臺北市中山區吉林路119巷2-4號,"25.05676,121.530501",1,"154 ",中山分局,
中山區,WMA01411,中吉里,臺北市中山區松江路186號,"25.056588,121.532881",2,"1249 ",中山分局,
中山區,WMA01412,中吉里,臺北市中山區松江路186-1號,"25.056721,121.532889",1,"288 ",中山分局,
中山區,WMA01522,中吉里,臺北市中山區松江路184巷27號,"25.056643,121.531578",1,"80 ",中山分局,
中山區,WMA01523,中吉里,臺北市中山區松江路184巷41號,"25.056766,121.531317",1,"92 ",中山分局,
中山區,WMA01524,中吉里,臺北市中山區松江路184巷5號,"25.056502,121.532329",1,"680 ",中山分局,
中山區,WMA03409,中吉里,臺北市中山區松江路170巷23號,"25.056169,121.530666",3,"1337 ",中山分局,
中山區,WMA01409,中吉里,臺北市中山區松江路182號,"25.056298,121.532882",1,"841 ",中山分局,
中山區,WMA01521,中吉里,臺北市中山區松江路170巷5號,"25.056153,121.532195",2,"1572 ",中山分局,
中山區,WMA03526,中吉里,臺北市中山區松江路170巷12號,"25.05593,121.532182",2,"1962 ",中山分局,
中山區,WMA03544,中吉里,臺北市中山區松江路184巷26弄15號,"25.056336,121.530902",3,"1957 ",中山分局,
中山區,WMA03551,中吉里,臺北市中山區松江路184巷26弄2號,"25.05675,121.53064",2,"985 ",中山分局,
中山區,WMA03799,中吉里,臺北市中山區松江路170巷9號,"25.056118,121.531469",1,"853 ",中山分局,
中山區,WMA00701,中吉里,臺北市中山區民生東路二段76號,"25.05785,121.530373",1,"212 ",中山分局,
中山區,WMA00754,中吉里,臺北市中山區民生東路二段90巷16-18號,"25.057269,121.530735",1,"106 ",中山分局,
中山區,WMA01414,中吉里,臺北市中山區松江路190-192號,"25.056858,121.53288",1,"965 ",中山分局,
中山區,WMA01416,中吉里,臺北市中山區松江路200-202號,"25.057272,121.532884",1,"842 ",中山分局,
中山區,WMA01417,中吉里,臺北市中山區松江路206-210號,"25.057535,121.532906",1,"1566 ",中山分局,
中山區,WMA01530,中吉里,臺北市中山區松江路194巷16-18號,"25.057058,121.532045",1,"310 ",中山分局,
中山區,WMA01531,中吉里,臺北市中山區松江路194巷20-32號,"25.057068,121.531743",1,"1269 ",中山分局,
中山區,WMA01532,中吉里,臺北市中山區松江路194巷4號,"25.057154,121.532517",1,"185 ",中山分局,
中山區,WMA01533,中吉里,臺北市中山區松江路194巷41-43號,"25.057158,121.531524",1,"250 ",中山分局,
中山區,WMA01534,中吉里,臺北市中山區松江路194巷6號,"25.057043,121.532535",1,"122 ",中山分局,
中山區,WMA01535,中吉里,臺北市中山區松江路194巷8號,"25.057044,121.532452",1,"176 ",中山分局,
中山區,WMA01536,中吉里,臺北市中山區松江路204巷2號,"25.057386,121.532709",1,"280 ",中山分局,
中山區,WMA01538,中吉里,臺北市中山區松江路204巷30號,"25.0574,121.531803",1,"158 ",中山分局,
中山區,WMA01525,中吉里,臺北市中山區松江路188巷1號,"25.056847,121.532594",1,"145 ",中山分局,
中山區,WMA03526,中吉里,臺北市中山區松江路170巷12號,"25.05593,121.532182",2,"1962 ",中山分局,
中山區,WMA03859,中吉里,臺北市中山區南京東路二段77號,"25.052261,121.531182",1,"1436 ",中山分局,
中山區,WMA01735,中吉里,臺北市中山區長春路156號,"25.054651,121.532208",1,"716 ",中山分局,
中山區,WMA03025,中吉里,臺北市中山區松江路136號,"25.053107,121.532826",3,"1738 ",中山分局,
中山區,WMA00746,中庄里,臺北市中山區中原街48-54號,"25.058364,121.528796",1,"386 ",中山分局,
中山區,WMA02254,中庄里,臺北市中山區新生北路二段121、121-1號,"25.062221,121.527959",1,"344 ",中山分局,
中山區,WMA02255,中庄里,臺北市中山區新生北路二段121-2號,"25.059229,121.527936",1,"242 ",中山分局,
中山區,WMA02276,中庄里,臺北市中山區新生北路二段119巷1號,"25.059066,121.528114",1,"116 ",中山分局,
中山區,WMA02278,中庄里,臺北市中山區新生北路二段119巷15號,"25.059063,121.528609",1,"25 ",中山分局,
中山區,WMA02279,中庄里,臺北市中山區新生北路二段119巷16號,"25.058886,121.528411",1,"20 ",中山分局,
中山區,WMA02277,中庄里,臺北市中山區新生北路二段119巷12-14號,"25.058885,121.528274",1,"166 ",中山分局,
中山區,WMA03705,中庄里,臺北市中山區民生東路二段1號,"25.058174,121.527936",1,"1634 ",中山分局,
中山區,WMA00745,中庄里,臺北市中山區中原街87號,"25.059273,121.529009",1,"53 ",中山分局,
中山區,WMA01058,中庄里,臺北市中山區吉林路200巷17-19號,"25.058598,121.529529",1,"252 ",中山分局,
中山區,WMA01059,中庄里,臺北市中山區吉林路218巷1號,"25.059014,121.529893",1,"165 ",中山分局,
中山區,WMA01060,中庄里,臺北市中山區吉林路218巷4-16號,"25.058866,121.52985",1,"885 ",中山分局,
中山區,WMA01061,中庄里,臺北市中山區吉林路218巷5-11號,"25.059014,121.529805",1,"364 ",中山分局,
中山區,WMA01068,中庄里,臺北市中山區吉林路236巷14-16號,"25.059325,121.52963",1,"186 ",中山分局,
中山區,WMA03382,中庄里,臺北市中山區吉林路208號,"25.058658,121.530091",1,"237 ",中山分局,
中山區,WMA03568,中庄里,臺北市中山區吉林路218巷15號,"25.059013,121.529574",1,"500 ",中山分局,
中山區,WMA01010,中庄里,臺北市中山區吉林路252-1號,"25.059892,121.530124",1,"40 ",中山分局,
中山區,WMA01011,中庄里,臺北市中山區吉林路254號之1,"25.059992,121.530129",1,"329 ",中山分局,
中山區,WMA02256,中庄里,臺北市中山區新生北路二段129號之1-2,"25.060123,121.527921",1,"217 ",中山分局,
中山區,WMA02280,中庄里,臺北市中山區新生北路二段129號,"25.059911,121.528018",1,"254 ",中山分局,
中山區,WMA02645,中庄里,臺北市中山區錦州街106-108號,"25.060224,121.528011",1,"233 ",中山分局,
中山區,WMA02646,中庄里,臺北市中山區錦州街110-112號,"25.060226,121.52808",1,"230 ",中山分局,
中山區,WMA02647,中庄里,臺北市中山區錦州街114-120號,"25.060222,121.528239",1,"358 ",中山分局,
中山區,WMA03051,中庄里,臺北市中山區新生北路二段127之1號,"25.059909,121.527979",1,"110 ",中山分局,
中山區,WMA03721,中庄里,臺北市中山區吉林路258號,"25.060164,121.53012",1,"376 ",中山分局,
中山區,WMA01004,中庄里,臺北市中山區吉林路173號,"25.059315,121.530345",1,"98 ",中山分局,
中山區,WMA00752,中庄里,臺北市中山區民生東路二段93巷2-22號,"25.058263,121.530938",1,"4814 ",中山分局,
中山區,WMA00755,中庄里,臺北市中山區民生東路二段115巷9-15號,"25.058546,121.531723",1,"352 ",中山分局,
中山區,WMA00756,中庄里,臺北市中山區民生東路二段115巷27-29號,"25.059553,121.531719",1,"110 ",中山分局,
中山區,WMA00757,中庄里,臺北市中山區民生東路二段115巷2-6號,"25.058319,121.531561",1,"322 ",中山分局,
中山區,WMA00702,中庄里,臺北市中山區民生東路二段119-121號,"25.058088,121.531779",1,"2984 ",中山分局,
中山區,WMA00758,中庄里,臺北市中山區民生東路二段127巷7-9號,"25.058979,121.53228",1,"153 ",中山分局,
中山區,WMA01050,中庄里,臺北市中山區吉林路161巷22號,"25.058873,121.531899",1,"350 ",中山分局,
中山區,WMA01051,中庄里,臺北市中山區吉林路161巷28號,"25.058871,121.532124",1,"360 ",中山分局,
中山區,WMA01057,中庄里,臺北市中山區吉林路199巷34-36號,"25.059856,121.532348",1,"756 ",中山分局,
中山區,WMA01423,中庄里,臺北市中山區松江路218-220號,"25.058132,121.532917",1,"1356 ",中山分局,
中山區,WMA01425,中庄里,臺北市中山區松江路228號,"25.058561,121.53292",1,"1032 ",中山分局,
中山區,WMA01427,中庄里,臺北市中山區松江路238號,"25.058983,121.533454",1,"1800 ",中山分局,
中山區,WMA01431,中庄里,臺北市中山區松江路266號,"25.059324,121.53294",1,"1569 ",中山分局,
中山區,WMA01432,中庄里,臺北市中山區松江路268號,"25.059532,121.53294",1,"312 ",中山分局,
中山區,WMA01434,中庄里,臺北市中山區松江路274號,"25.059747,121.532948",1,"350 ",中山分局,
中山區,WMA01436,中庄里,臺北市中山區松江路276號,"25.059809,121.532951",1,"304 ",中山分局,
中山區,WMA01440,中庄里,臺北市中山區松江路306號,"25.060161,121.532953",2,"1753 ",中山分局,
中山區,WMA01540,中庄里,臺北市中山區松江路226巷15號,"25.058574,121.531948",1,"156 ",中山分局,
中山區,WMA01541,中庄里,臺北市中山區松江路226巷5-11號,"25.058574,121.532158",1,"409 ",中山分局,
中山區,WMA01545,中庄里,臺北市中山區松江路252巷5號,"25.059218,121.532399",1,"166 ",中山分局,
中山區,WMA02655,中庄里,臺北市中山區錦州街222號,"25.06029,121.532186",1,"1486 ",中山分局,
中山區,WMA03669,中庄里,臺北市中山區松江路226巷1號,"25.058554,121.532572",1,"141 ",中山分局,
中山區,WMA03717,中庄里,臺北市中山區松江路236號,"25.058982,121.532878",1,"1301 ",中山分局,
中山區,WMA00705,中庄里,臺北市中山區民生東路二段141號,"25.058139,121.533834",2,"4356 ",中山分局,
中山區,WMA00707,中庄里,臺北市中山區民生東路二段143-145號,"25.05815,121.534548",2,"1244 ",中山分局,
中山區,WMA01424,中庄里,臺北市中山區松江路223號,"25.05854,121.533399",1,"730 ",中山分局,
中山區,WMA03871,中庄里,臺北市中山區民生東路二段93巷15號,"25.058623,121.531057",3,"2424 ",中山分局,
中山區,WMA01101,中原里,臺北市中山區吉林路98巷3號,"25.052659,121.529616",1,"239 ",中山分局,
中山區,WMA01102,中原里,臺北市中山區吉林路98巷5號,"25.052683,121.529476",1,"98 ",中山分局,
中山區,WMA01844,中原里,臺北市中山區南京東路二段45號,"25.052268,121.529447",1,"45 ",中山分局,
中山區,WMA01895,中原里,臺北市中山區南京東路二段21巷6-8號,"25.052461,121.528713",1,"298 ",中山分局,
中山區,WMA02261,中原里,臺北市中山區新生北路二段23號,"25.053502,121.527796",1,"242 ",中山分局,
中山區,WMA02298,中原里,臺北市中山區新生北路二段15巷1-2號,"25.053132,121.528098",1,"70 ",中山分局,
中山區,WMA02299,中原里,臺北市中山區新生北路二段15巷1-3號,"25.053125,121.528206",1,"66 ",中山分局,
中山區,WMA02300,中原里,臺北市中山區新生北路二段15巷1號,"25.053104,121.528439",1,"194 ",中山分局,
中山區,WMA02301,中原里,臺北市中山區新生北路二段21巷2號,"25.053338,121.528426",1,"178 ",中山分局,
中山區,WMA02302,中原里,臺北市中山區新生北路二段21巷2號,"25.053338,121.528426",1,"320 ",中山分局,
中山區,WMA02303,中原里,臺北市中山區新生北路二段21巷3-5號,"25.053464,121.527981",1,"336 ",中山分局,
中山區,WMA02304,中原里,臺北市中山區新生北路二段21巷7號,"25.05346,121.52812",1,"154 ",中山分局,
中山區,WMA03325,中原里,臺北市中山區南京東路二段11號,"25.052336,121.528423",1,"212 ",中山分局,
中山區,WMA03804,中原里,臺北市中山區南京東路二段23號,"25.052281,121.528854",1,"2029 ",中山分局,
中山區,WMA02262,中原里,臺北市中山區新生北路二段29號,"25.053849,121.527793",1,"405 ",中山分局,
中山區,WMA02263,中原里,臺北市中山區新生北路二段31-1號,"25.05422,121.527784",1,"1132 ",中山分局,
中山區,WMA02305,中原里,臺北市中山區新生北路二段31巷1-5號,"25.054116,121.528188",1,"547 ",中山分局,
中山區,WMA01717,中原里,臺北市中山區長春路100號,"25.054793,121.527936",1,"1650 ",中山分局,
中山區,WMA01718,中原里,臺北市中山區長春路108-112號之1,"25.054784,121.528263",1,"722 ",中山分局,
中山區,WMA02262,中原里,臺北市中山區新生北路二段29號,"25.053849,121.527793",1,"405 ",中山分局,
中山區,WMA02263,中原里,臺北市中山區新生北路二段31-1號,"25.05422,121.527784",1,"1032 ",中山分局,
中山區,WMA02305,中原里,臺北市中山區新生北路二段31巷1-5號,"25.054116,121.528188",1,"597 ",中山分局,
中山區,WMA02306,中原里,臺北市中山區新生北路二段27巷5號,"25.053774,121.528088",1,"89 ",中山分局,
中山區,WMA02307,中原里,臺北市中山區新生北路二段27巷7號,"25.05378,121.528178",1,"48 ",中山分局,
中山區,WMA02310,中原里,臺北市中山區新生北路二段31巷6-14號,"25.053981,121.528091",1,"563 ",中山分局,
中山區,WMA02311,中原里,臺北市中山區新生北路二段33巷9-11號,"25.054445,121.52834",1,"400 ",中山分局,
中山區,WMA03460,中原里,臺北市中山區新生北路二段33巷7號,"25.054448,121.528195",1,"403 ",中山分局,
中山區,WMA03460,中原里,臺北市中山區新生北路二段33巷5號,"25.054449,121.528052",1,"540 ",中山分局,
中山區,WMA01000,中原里,臺北市中山區吉林路132號,"25.055263,121.530036",1,"62 ",中山分局,
中山區,WMA01781,中原里,臺北市中山區長春路77號,"25.055,121.52786",2,"1328 ",中山分局,
中山區,WMA01792,中原里,臺北市中山區中原街13-17號,"25.055769,121.528932",1,"616 ",中山分局,
中山區,WMA02264,中原里,臺北市中山區新生北路二段39號,"25.055036,121.5278",1,"251 ",中山分局,
中山區,WMA02265,中原里,臺北市中山區新生北路二段43號,"25.055519,121.527979",1,"375 ",中山分局,
中山區,WMA02312,中原里,臺北市中山區新生北路二段41巷14-16號,"25.055278,121.52858",1,"379 ",中山分局,
中山區,WMA02313,中原里,臺北市中山區新生北路二段41巷15號,"25.055375,121.528735",1,"159 ",中山分局,
中山區,WMA02314,中原里,臺北市中山區新生北路二段41巷17-19號,"25.055387,121.528966",1,"331 ",中山分局,
中山區,WMA02315,中原里,臺北市中山區新生北路二段41巷19-21號,"25.055389,121.529045",1,"158 ",中山分局,
中山區,WMA02316,中原里,臺北市中山區新生北路二段41巷23-25號,"25.055392,121.529241",1,"350 ",中山分局,
中山區,WMA02317,中原里,臺北市中山區新生北路二段41巷24號,"25.055257,121.529112",1,"94 ",中山分局,
中山區,WMA02318,中原里,臺北市中山區新生北路二段41巷28號,"25.05525,121.529324",1,"146 ",中山分局,
中山區,WMA02319,中原里,臺北市中山區新生北路二段41巷30號,"25.05525,121.529376",1,"111 ",中山分局,
中山區,WMA02320,中原里,臺北市中山區新生北路二段41巷32-38號,"25.055244,121.52942",1,"327 ",中山分局,
中山區,WMA02321,中原里," 臺北市中山區新生北路二段41巷33-35號","25.055385,121.529529",1,"114 ",中山分局,
中山區,WMA02322,中原里,臺北市中山區新生北路二段41巷4號,"25.055277,121.527966",1,"219 ",中山分局,
中山區,WMA02323,中原里,臺北市中山區新生北路二段41巷10-44號,"25.055284,121.528352",1,"247 ",中山分局,
中山區,WMA02324,中原里,臺北市中山區新生北路二段41巷46-48號,"25.055257,121.52977",1,"182 ",中山分局,
中山區,WMA02325,中原里,臺北市中山區新生北路二段41巷50-52號,"25.055253,121.529837",1,"188 ",中山分局,
中山區,WMA02326,中原里,臺北市中山區新生北路二段41巷6-12號,"25.055278,121.528013",1,"695 ",中山分局,
中山區,WMA02327,中原里,臺北市中山區新生北路二段45巷31-35號,"25.055738,121.529373",1,"144 ",中山分局,
中山區,WMA02328,中原里,臺北市中山區新生北路二段45巷37-39號,"25.055731,121.529614",1,"122 ",中山分局,
中山區,WMA03618,中原里,臺北市中山區吉林路136號,"25.055412,121.530004",3,"1556 ",中山分局,
中山區,WMA00748,中原里,臺北市中山區中原街28號,"25.057019,121.5288",1,"80 ",中山分局,
中山區,WMA00750,中原里,臺北市中山區中原街22號,"25.056747,121.528782",1,"1686 ",中山分局,
中山區,WMA02268,中原里,臺北市中山區新生北路二段73-75號,"25.056716,121.52786",1,"768 ",中山分局,
中山區,WMA02269,中原里,臺北市中山區新生北路二段79-89號,"25.056998,121.52788",1,"1010 ",中山分局,
中山區,WMA02361,中原里,臺北市中山區新生北路二段77巷1-1~2號,"25.056901,121.528191",1,"61 ",中山分局,
中山區,WMA03581,中原里,臺北市中山區新生北路二段47號,"25.055759,121.52786",1,"2670 ",中山分局,
