類別,電腦編號,村里別,地址,"地下樓 層數",可容納人數,派出所,備註,經度,緯度
同榮國小,DK06000085,義學里,新北市泰山區義學里公園路33號,1.0,1718.0,泰山分駐所,,121.4281,25.05429
泰山贏座,DK06000086,同興里,新北市泰山區同興里明志路一段303號,1.0,126.0,泰山分駐所,,121.4317,25.059289
泰山國小,DK06000087,山腳里,新北市泰山區山腳里泰林路二段255號,1.0,366.0,泰山分駐所,,121.43129,25.062342
桂成公司,DK06000088,山腳里,新北市泰山區山腳里憲訓路36號,1.0,278.0,泰山分駐所,,121.42918,25.064863
泰山區公所,DK06000089,同榮里,新北市泰山區同榮里明志路一段322號,1.0,1002.0,泰山分駐所,,121.43142,25.059241
創新世界富貴區,DK06000090,福興里,新北市泰山區福興里全興路47巷36號,2.0,915.0,泰山分駐所,,121.43368,25.058773
易居,DK06000091,楓樹里,新北市泰山區楓樹里和平街2號,1.0,331.0,泰山分駐所,,121.43397,25.06455
星光山悅,DK06000092,義仁里,新北市泰山區義仁里民權街50號,1.0,738.0,泰山分駐所,,121.42871,25.050603
明志皇家,DK06000093,同榮里,新北市泰山區同榮里明志路一段326號,2.0,986.0,泰山分駐所,,121.43131,25.059071
泰山國小,DK06000094,山腳里,新北市泰山區山腳里泰林路二段255號,1.0,296.0,泰山分駐所,,121.43129,25.062342
王寶企業,DK06000095,楓樹里,新北市泰山區楓樹里楓江路51號,1.0,290.0,泰山分駐所,,121.43558,25.062683
公寓,DK06000096,福泰里,新北市泰山區福泰里泰林路二段138號,1.0,202.0,泰山分駐所,,121.43439,25.059736
公寓,DK06000097,同榮里,新北市泰山區同榮里明志路一段352巷1號,1.0,127.0,泰山分駐所,,121.43038,25.05838
麗池樂章,DK06000098,黎明里,新北市泰山區黎明里泰林路二段522巷1號,2.0,3365.0,泰山分駐所,,121.42425,25.064261
義學立體停車場,DK06000099,義學里,新北市泰山區義學里明志路二段188號,1.0,1628.0,泰山分駐所,,121.42739,25.05006
公寓,DK06000100,同榮里,新北市泰山區同榮里明志路一段352巷11弄5號,1.0,1095.0,泰山分駐所,,121.42998,25.058736
泰山體育館,DK06000101,同榮里,新北市泰山區同榮里公園路54號,1.0,1825.0,泰山分駐所,,121.4266,25.055339
忠孝新村國宅,DK06000102,同榮里,新北市泰山區同榮里辭修路10之5號,1.0,2172.0,泰山分駐所,,121.43003,25.057821
黎明技術學院,DK06000103,黎明里,新北市泰山區黎明里泰林路三段22號,1.0,986.0,泰山分駐所,,121.41962,25.065895
明志秀樹,DK06000104,同興里,新北市泰山區同興里明志路一段485號,2.0,1556.0,泰山分駐所,,121.43075,25.055386
毅宜工業,DK06000105,山腳里,新北市泰山區山腳里美寧街37號,1.0,321.0,泰山分駐所,,121.43019,25.064083
泰山高中,DK06000106,同榮里,新北市泰山區同榮里辭修路7號,1.0,534.0,泰山分駐所,,121.42987,25.057719
黎明技術學院,DK06000107,黎明里,新北市泰山區黎明里泰林路三段22號,1.0,581.0,泰山分駐所,,121.41962,25.065895
稙村秀,DK06000108,義學里,新北市泰山區義學里明志路二段136巷26號,2.0,1782.0,泰山分駐所,,121.42627,25.052022
君祥酒店,DK06000109,全興里,新北市泰山區全興里中港西路456號,1.0,951.0,泰山分駐所,,121.43299,25.053195
明日城雲開,DK06000110,義仁里,新北市泰山區義仁里信華六街8-1號,1.0,2646.0,泰山分駐所,,121.44149,25.044969
明日城天青,DK06000111,義仁里,新北市泰山區義仁里信華一街33號,1.0,3746.0,泰山分駐所,,121.44057,25.046398
朗朗城心,DK06000112,義仁里,新北市泰山區義仁里坡雅路71號,1.0,781.0,泰山分駐所,,121.4407057,25.04723283
明志國小,DK07000001,泰友里,新北市泰山區泰友里新生路2號,2.0,1091.0,明志派出所,,121.42745,25.045245
明志科技大學,DK07000002,貴子里,新北市泰山區貴子里工專路84號,2.0,3254.0,明志派出所,,121.42225,25.040594
天主教德來會,DK07000005,貴賢里,新北市泰山區貴賢里台麗街13巷2號,1.0,207.0,明志派出所,,121.42479,25.038691
裕豐股份有限公司,DK07000006,貴和里,新北市泰山區貴和里貴鳳街26號,1.0,1298.0,明志派出所,,121.42301,25.030147
明志科技大學,DK07000007,貴子里,新北市泰山區貴子里工專路84號,1.0,861.0,明志派出所,,121.42225,25.040594
嶠泰塑膠,DK07000009,貴和里,新北市泰山區貴和里貴鳳街2之4號,1.0,31.0,明志派出所,,121.42151,25.031267
嶠泰塑膠,DK07000010,貴和里,新北市泰山區貴和里貴鳳街2之3號,1.0,31.0,明志派出所,,121.42146,25.031294
花蓮扁食之家,DK07000011,貴和里,新北市泰山區貴和里貴鳳街2之2號,1.0,31.0,明志派出所,,121.4214,25.031325
公寓,DK07000012,貴和里,新北市泰山區貴和里貴鳳街2之1號,1.0,31.0,明志派出所,,121.42134,25.031356
統一超商貴鳳門市,DK07000013,貴和里,新北市泰山區貴和里貴鳳街2號,1.0,62.0,明志派出所,,121.42126,25.031386
亞樂塑膠實業,DK07000014,貴和里,新北市泰山區貴和里貴鳳街2之5號,1.0,26.0,明志派出所,,121.42155,25.031242
明志國小,DK07000016,泰友里,新北市泰山區泰友里新生路2號,1.0,102.0,明志派出所,,121.42745,25.045245
公寓,DK07000017,貴和里,新北市泰山區貴和里明志路三段434號,1.0,15.0,明志派出所,,121.42079,25.033008
唯心聖教教堂,DK07000018,貴和里,新北市泰山區貴和里明志路三段436號,1.0,17.0,明志派出所,,121.4208,25.032948
家庭理髮廳,DK07000019,貴和里,新北市泰山區貴和里明志路三段438號,1.0,17.0,明志派出所,,121.42079,25.032895
明志科技大學,DK07000021,貴子里,新北市泰山區貴子里工專路84號,1.0,1171.0,明志派出所,,121.42225,25.040594
明志科技大學,DK07000022,貴子里,新北市泰山區貴子里工專路84之66號,1.0,285.0,明志派出所,,121.42246,25.043993
榮皓有限公司,DK07000023,貴和里,新北市泰山區貴和里明志路三段496號,1.0,103.0,明志派出所,,121.42089,25.031169
三郡工業,DK07000024,貴和里,新北市泰山區貴和里貴陽街80號,1.0,25.0,明志派出所,,121.42384,25.031964
延昇企業,DK07000025,貴和里,新北市泰山區貴和里貴陽街76號,1.0,22.0,明志派出所,,121.42376,25.032026
振進企業,DK07000026,貴和里,新北市泰山區貴和里貴陽街78號,1.0,21.0,明志派出所,,121.4238,25.031992
金尚新企業社,DK07000027,貴和里,新北市泰山區貴和里貴陽街74號,1.0,26.0,明志派出所,,121.42371,25.03206
道明幼兒園,DK07000028,貴和里,新北市泰山區貴和里明志路三段295號,1.0,220.0,明志派出所,,121.4229,25.036459
連春工業,DK07000029,貴和里,新北市泰山區貴和里貴鳳街22之2號,1.0,534.0,明志派出所,,121.42228,25.030838
中國製罐公司,DK07000030,貴和里,新北市泰山區貴和里明志路三段533號,1.0,376.0,明志派出所,,121.42043,25.029576
明志國小,DK07000031,泰友里,新北市泰山區泰友里新生路2號,1.0,758.0,明志派出所,,121.42745,25.045245
大漢針車股份有限公司,DK07000032,貴和里,新北市泰山區貴和里貴鳳街31號,1.0,306.0,明志派出所,,121.42312,25.030624
統領電子,DK07000033,貴和里,新北市泰山區貴和里貴鳳街90巷24號,1.0,124.0,明志派出所,,121.42357,25.030241
五角大廈,DK07000034,貴和里,新北市泰山區貴和里新北大道六段397號,1.0,5204.0,明志派出所,,121.42152,25.032178
狀元大樓,DK07000035,泰友里,新北市泰山區泰友里新生路31巷10號,1.0,276.0,明志派出所,,121.42776,25.046101
泰山明志聖方濟天主堂,DK07000036,明志里,新北市泰山區明志里明志路三段26號,1.0,480.0,明志派出所,,121.42469,25.042922
豪景大樓,DK07000037,明志里,新北市泰山區明志里明志路二段392號,3.0,2996.0,明志派出所,,121.42521,25.044354
公寓,DK07000038,貴子里,新北市泰山區貴子里明志路三段74巷17號,1.0,234.0,明志派出所,,121.42425,25.041661
震雄機械,DK07000039,貴和里,新北市泰山區貴和里新北大道六段351號,1.0,135.0,明志派出所,,121.42295,25.033107
台北皇家,DK07000040,明志里,新北市泰山區明志里明志路二段344號,2.0,932.0,明志派出所,,121.42585,25.045409
環球社區,DK07000041,貴子里,新北市泰山區貴子里明志路三段74巷7號,2.0,345.0,明志派出所,,121.4245,25.041651
中進實業,DK07000042,貴和里,新北市泰山區貴和里德安街20巷1號,1.0,275.0,明志派出所,,121.4185,25.031702
金山寺,DK07000043,貴賢里,新北市泰山區貴賢里明志路三段163巷8弄1號,1.0,520.0,明志派出所,,121.42526,25.039374
明志經典,DK07000044,貴和里,新北市泰山區貴和里明志路三段472號,1.0,256.0,明志派出所,,121.42093,25.031848
瑞煌股份有限公司,DK07000046,貴和里,新北市泰山區貴和里新北大道七段105巷2號,1.0,42.0,明志派出所,,121.41754,25.031549
明志天地,DK07000047,貴子里,新北市泰山區貴子里明志路三段74巷8號,1.0,703.0,明志派出所,,121.42448,25.041849
大同世界,DK07000048,新明里,新北市泰山區新明里明志路二段345巷1號,1.0,1892.0,明志派出所,,121.42569,25.044444
公寓,DK07000049,新明里,新北市泰山區新明里明志路三段35號,2.0,230.0,明志派出所,,121.42494,25.042732
哈佛林園,DK07000050,明志里,新北市泰山區明志里明志路二段416號,3.0,678.0,明志派出所,,121.425,25.044026
中山私人住宅大樓,DK07000051,貴和里,新北市泰山區貴和里新北大道六段353號,1.0,638.0,明志派出所,,121.42286,25.033044
典藏傳家,DK07000052,貴賢里,新北市泰山區貴賢里明志路三段147號,2.0,460.0,明志派出所,,121.42499,25.040024
明志科技大學,DK07000053,貴子里,新北市泰山區貴子里工專路84之30號,1.0,3836.0,明志派出所,,121.4219,25.042909
明志大廈,DK07000054,貴子里,新北市泰山區貴子里工專路72號,1.0,379.0,明志派出所,,121.42261,25.040556
明志科技大學,DK07000055,貴子里,新北市泰山區貴子里工專路84之26號,1.0,260.0,明志派出所,,121.42173,25.042763
貴子活動中心,DK07000056,貴子里,新北市泰山區貴子里工專路22號,1.0,438.0,明志派出所,,121.42363,25.039866
百興鍾鼎山林,DK07000057,貴子里,新北市泰山區貴子里明志路三段74巷27號,1.0,1138.0,明志派出所,,121.42352,25.04143
頂好社區,DK07000058,貴子里,新北市泰山區貴子里明志路三段31號,2.0,515.0,明志派出所,,121.42476,25.042445
貴子狀元,DK07000059,貴賢里,新北市泰山區貴賢里貴子路22號,2.0,698.0,明志派出所,,121.42567,25.041847
銘志汽車電機材料行,DK07000060,貴和里,新北市泰山區貴和里明志路三段442號之1,1.0,83.0,明志派出所,,121.42083,25.032747
頂全私人住宅大樓,DK07000061,貴子里,新北市泰山區貴子里明志路三段201號,1.0,136.0,明志派出所,,121.42417,25.038512
明志書香,DK07000062,貴和里,新北市泰山區貴和里明志路三段353號,2.0,1372.0,明志派出所,,121.42204,25.035112
明志天廈,DK07000063,貴子里,新北市泰山區貴子里明志路三段74巷24號,1.0,390.0,明志派出所,,121.42395,25.041762
幃凱雅筑,DK07000064,貴和里,新北市泰山區貴和里明志路三段351巷16號,1.0,468.0,明志派出所,,121.42242,25.034651
馨園,DK07000065,明志里,新北市泰山區明志里明志路二段298巷17弄2號,1.0,498.0,明志派出所,,121.42531,25.046929
炎洲股份有限公司,DK07000066,貴和里,新北市泰山區貴和里明志路三段423號,2.0,427.0,明志派出所,,121.42105,25.033343
美福堡,DK07000067,貴子里,新北市泰山區貴子里明志路3段136號,2.0,2324.0,明志派出所,,121.42473,25.040075
常勝傑座,DK07000068,貴賢里,新北市泰山區貴賢里明志路三段145巷8弄2號,1.0,768.0,明志派出所,,121.42571,25.039644
春天大廈,DK07000069,貴賢里,新北市泰山區貴賢里明志路三段131號,1.0,431.0,明志派出所,,121.42507,25.040465
創新銘園,DK07000070,新明里,新北市泰山區新明里民國街1號,2.0,644.0,明志派出所,,121.42534,25.043742
天運社區,DK07000071,貴子里,新北市泰山區貴子里明志路三段146號,3.0,1370.0,明志派出所,,121.42445,25.039813
泰山龍門,DK07000072,貴賢里,新北市泰山區貴賢里明志路三段123巷2號,1.0,225.0,明志派出所,,121.42534,25.040512
萬泰新城,DK07000073,貴子里,新北市泰山區貴子里工專路58號,1.0,462.0,明志派出所,,121.42301,25.04029
榮邦一品,DK07000074,泰友里,新北市泰山區泰友里新生路31巷16號,1.0,394.0,明志派出所,,121.42786,25.046394
創新家園,DK07000075,新明里,新北市泰山區新明里中央路5巷14號,1.0,260.0,明志派出所,,121.42706,25.04336
奕晉股份有限公司,DK07000076,貴和里,新北市泰山區貴和里壽山路134巷10號,1.0,206.0,明志派出所,,121.41818,25.030826
水鑽石,DK07000077,貴賢里,新北市泰山區貴賢里明志路三段79號,3.0,2677.0,明志派出所,,121.42508,25.041696
台北尊品,DK07000078,貴子里,新北市泰山區貴子里明志路三段164號,1.0,251.0,明志派出所,,121.42435,25.039722
明志學苑,DK07000079,貴子里,新北市泰山區貴子里工專路82巷5號,1.0,773.0,明志派出所,,121.42288,25.041136
海德新都,DK08000001,湖南里,新北市林口區湖南里四維路114號,2.0,454.0,文林派出所,,121.37722,25.078042
陽明意境A棟,DK08000002,湖南里,新北市林口區湖南里四維路110號,2.0,1370.0,文林派出所,,121.37684,25.078262
景第,DK08000003,湖南里,新北市林口區湖南里中山路285號,2.0,1181.0,文林派出所,,121.38438,25.079734
正豐盛工業,DK08000004,湖南里,新北市林口區湖南里中湖43之8號,1.0,838.0,文林派出所,,121.3821,25.09366
林口國中,DK08000005,湖南里,新北市林口區湖南里民治路25號,1.0,877.0,文林派出所,,121.3769,25.076858
紐約上城,DK08000006,湖南里,新北市林口區湖南里文化三路二段115巷147號,2.0,1423.0,文林派出所,,121.37437,25.082025
瑞平國小,DK08000007,太平里,新北市林口區太平里後坑34之1號,1.0,553.0,文林派出所,,121.34932,25.12839
滿庭芳,DK08000010,中湖里,新北市林口區中湖里佳林路56巷28號,1.0,438.0,文林派出所,,121.3845,25.082411
享豪建設,DK08000011,菁湖里,新北市林口區菁湖里中山路256號,1.0,515.0,文林派出所,,121.38527,25.079834
