電腦編號,建築物名稱,里別,緯度,經度,避難樓層,容量,轄管分局,備註
EVY10032,BOXFUL物流公司,長興里,25.059529,121.278994,B1,492.0,蘆竹分局,
EVY10035,私人住宅,錦中里,25.052007,121.284042,B1,41.0,蘆竹分局,
EVY10036,私人住宅,錦中里,25.051956,121.284035,B1,40.0,蘆竹分局,
EVY10037,私人住宅,錦中里,25.052192,121.284301,B1,60.0,蘆竹分局,
EVY10038,宇智鋼模工廠,錦中里,25.052326,121.284324,B1,60.0,蘆竹分局,
EVY10039,順昌科技公司,錦中里,25.05226,121.28431,B1,60.0,蘆竹分局,
EVY10040,宇智鋼模工廠,錦中里,25.052388,121.284329,B1,64.0,蘆竹分局,
EVY10041,私人住宅,錦中里,25.052223,121.284054,B1,40.0,蘆竹分局,
EVY10044,升億科技公司,瓦窯里,25.053791,121.292132,B1,73.0,蘆竹分局,
EVY10045,耀星科技公司,瓦窯里,25.05497,121.290366,B1,221.0,蘆竹分局,
EVY10048,私人住宅,營盤里,25.060043,121.29601,B1,1151.0,蘆竹分局,
EVY10049,台北畫家社區,營盤里,25.060932,121.297938,B1,455.0,蘆竹分局,
EVY10051,五福華夏社區,福祿里,25.054907,121.294393,B1,677.0,蘆竹分局,
EVY10052,麥特林社區,中山里,25.055229,121.298558,B1,677.0,蘆竹分局,
EVY10056,電通市社區,瓦窯里,25.05171,121.291473,B1,4776.0,蘆竹分局,
EVY10060,振益汽車修理廠,南崁里,25.041115,121.296055,B1,187.0,蘆竹分局,
EVY10061,長榮海運大樓,南崁里,25.042275,121.295706,B1,3231.0,蘆竹分局,
EVY10062,長榮航空大樓,南崁里,25.040175,121.297156,B1,1951.0,蘆竹分局,
EVY10064,長榮倉儲,南崁里,25.035319,121.300261,B1,445.0,蘆竹分局,
EVY10065,桃通托運,南崁里,25.033418,121.301663,B1,28.0,蘆竹分局,
EVY10068,集隆公司,南崁里,25.033341,121.301777,B1,28.0,蘆竹分局,
EVY10077,梅園大廈社區,南崁里,25.043672,121.296319,B1,647.0,蘆竹分局,
EVY10080,瑋鑫科技公司,內厝里,25.070322,121.287611,B1,18.0,蘆竹分局,
EVY10082,本源興-桃園一廠,內厝里,25.064204,121.286392,B1,277.0,蘆竹分局,
EVY10086,華震科技公司,內厝里,25.067136,121.278231,B1,106.0,蘆竹分局,
EVY10087,私人住宅,內厝里,25.070875,121.284722,B1,30.0,蘆竹分局,
EVY10088,合興精密金屬公司,內厝里,25.070373,121.287879,B1,204.0,蘆竹分局,
EVY10089,蔚揚實業公司,內厝里,25.069509,121.285702,B1,688.0,蘆竹分局,
EVY10092,聯聚汽車材料公司,內厝里,25.062985,121.288552,B1,40.0,蘆竹分局,
EVY10095,力嵩科技公司,長興里,25.056356,121.270672,B1,144.0,蘆竹分局,
EVY10102,三商行公司,長興里,25.06079,121.270129,B1,3033.0,蘆竹分局,
EVY10103,富積電子公司,長興里,25.060811,121.269538,B1,1515.0,蘆竹分局,
EVY10106,明哲公司,長興里,25.057005,121.279728,B1,323.0,蘆竹分局,
EVY10107,松沛企業有限公司,長興里,25.057252,121.279542,B1,107.0,蘆竹分局,
EVY10114,嘉里大榮物流中心,長興里,25.056149,121.280333,B1,240.0,蘆竹分局,
EVY10116,私人住宅,五福里,25.051137,121.295591,B1,84.0,蘆竹分局,
EVY10118,私人住宅,五福里,25.051462,121.296323,B1,106.0,蘆竹分局,
EVY10122,世界先進三廠,長興里,25.05556,121.282219,B1,3182.0,蘆竹分局,
EVY10125,富積電子公司,長興里,25.060811,121.269538,B1,1515.0,蘆竹分局,
EVY10126,綿春纖維工業公司,長興里,25.059608,121.280269,B1,338.0,蘆竹分局,
EVY10128,美麗華針織公司,長興里,25.05843,121.281001,B1,28.0,蘆竹分局,
EVY10129,美麗華針織公司,長興里,25.05843,121.281001,B1,28.0,蘆竹分局,
EVY10130,美麗華針織公司,長興里,25.05843,121.281001,B1,28.0,蘆竹分局,
EVY10131,荃尉電子公司,長興里,25.058153,121.281107,B1,28.0,蘆竹分局,
EVY10132,台源科技公司,長興里,25.059329,121.280469,B1,34.0,蘆竹分局,
EVY10134,昭鎰紡織公司,內厝里,25.067011,121.285768,B1,21.0,蘆竹分局,
EVY10135,義美食品工廠,長興里,25.060314,121.278934,B1,577.0,蘆竹分局,
EVY10139,私人住宅,長興里,25.060089,121.279258,B1,68.0,蘆竹分局,
EVY10141,私人住宅,長興里,25.058357,121.278668,B1,44.0,蘆竹分局,
EVY10142,私人住宅,長興里,25.058343,121.278726,B1,44.0,蘆竹分局,
EVY10143,私人住宅,長興里,25.05825,121.278835,B1,57.0,蘆竹分局,
EVY10145,寶銘工業公司,長興里,25.058588,121.278375,B1,41.0,蘆竹分局,
EVY10146,鑣達精機公司,長興里,25.058648,121.278426,B1,41.0,蘆竹分局,
EVY10150,卓新工業公司,內厝里,25.063338,121.286536,B1,37.0,蘆竹分局,
EVY10153,台灣羽毛公司,內厝里,25.060946,121.28537,B1,41.0,蘆竹分局,
EVY10154,台灣羽毛公司,內厝里,25.060946,121.28537,B1,274.0,蘆竹分局,
EVY10156,力昶精密工業公司,內厝里,25.062854,121.28621,B1,22.0,蘆竹分局,
EVY10157,廣樵實業公司,內厝里,25.06341,121.28955,B1,367.0,蘆竹分局,
EVY10158,漢源技研公司,內厝里,25.063603,121.286601,B1,50.0,蘆竹分局,
EVY10159,五和金屬公司,內厝里,25.06246,121.292039,B1,48.0,蘆竹分局,
EVY10162,萬事易精機公司,內厝里,25.062265,121.291325,B1,85.0,蘆竹分局,
EVY10163,馬爾斯國際公司,內厝里,25.070644,121.275529,B1,56.0,蘆竹分局,
EVY10166,九景企業公司,內厝里,25.062608,121.289879,B1,683.0,蘆竹分局,
EVY10168,精湛光學公司,內厝里,25.064008,121.284291,B1,108.0,蘆竹分局,
EVY10169,亞昕科技公司,內厝里,25.06632,121.277793,B1,72.0,蘆竹分局,
EVY10170,私人住宅,內厝里,25.068287,121.280669,B1,28.0,蘆竹分局,
EVY10172,捷寶實業公司,內厝里,25.062719,121.291293,B1,22.0,蘆竹分局,
EVY10173,台灣特殊金屬公司,內厝里,25.066694,121.278235,B1,262.0,蘆竹分局,
EVY10174,長榮航勤洗衣廠,內厝里,25.07275,121.28408,B1,176.0,蘆竹分局,
EVY10175,私人住宅,內厝里,25.06246,121.291436,B1,98.0,蘆竹分局,
EVY10176,聖機機械公司,內厝里,25.060946,121.28537,B1,130.0,蘆竹分局,
EVY10179,更竣企業有限公司,內厝里,25.071491,121.287488,B1,113.0,蘆竹分局,
EVY10180,耿鼎企業公司,內厝里,25.070295,121.282369,B1,56.0,蘆竹分局,
EVY10181,國祥冷凍機械公司,內厝里,25.06118,121.28887,B1,133.0,蘆竹分局,
EVY10185,私人住宅,內厝里,25.066265,121.281018,B1,66.0,蘆竹分局,
EVY10188,耿鼎企業公司,內厝里,25.069229,121.281026,B1,617.0,蘆竹分局,
EVY10190,成鋼企業公司,內厝里,25.068451,121.280152,B1,48.0,蘆竹分局,
EVY10191,巨群實業有限公司,內厝里,25.066265,121.281018,B1,45.0,蘆竹分局,
EVY10193,私人住宅,南崁里,25.047006,121.293606,B1,307.0,蘆竹分局,
EVY10194,怡和拓展公司,長興里,25.06015,121.271168,B1,94.0,蘆竹分局,
EVY10195,七信工業公司,內厝里,25.070779,121.277637,B1,92.0,蘆竹分局,
EVY10196,世界先進三廠,長興里,25.05556,121.282219,B1,3182.0,蘆竹分局,
EVY10197,文華新城社區,羊稠里,25.051479,121.301199,B1,3135.0,蘆竹分局,
EVY10198,綠色生活社區,長壽里,25.052606,121.299642,B1,4032.0,蘆竹分局,
EVY10199,宏福大樓,南榮里,25.044266,121.293654,B1,351.0,蘆竹分局,
EVY10200,中悅花園社區,營盤里,25.061056,121.297045,B1,5491.0,蘆竹分局,
EVY10202,私人住宅,興榮里,25.046455,121.290298,B1,602.0,蘆竹分局,
EVY10203,南崁薇閣社區,中山里,25.054763,121.297416,B1,1883.0,蘆竹分局,
EVY10204,統領台北社區,長壽里,25.052806,121.300101,B1,1994.0,蘆竹分局,
EVY10205,太子地球村社區,長壽里,25.051369,121.300884,B1,6548.0,蘆竹分局,
EVY10206,翔程針織工廠,瓦窯里,25.057587,121.291009,B1,265.0,蘆竹分局,
EVY10207,三商行公司,長興里,25.06079,121.270129,B1,3033.0,蘆竹分局,
EVY10209,義美食品工廠,長興里,25.060314,121.278934,B1,577.0,蘆竹分局,
EVY10210,五福名門社區,福祿里,25.055251,121.296802,B1,869.0,蘆竹分局,
EVY10211,桃園小天母社區,中山里,25.055713,121.29823,B1,1168.0,蘆竹分局,
EVY10212,華碩電腦公司,山鼻里,25.077148,121.28306,B1,3817.0,蘆竹分局,
EVY10213,中悅班芙春天社區,吉祥里,25.049381,121.298469,B1,3511.0,蘆竹分局,
EVY10214,城邦精密工業公司,內厝里,25.061413,121.286725,B1,71.0,蘆竹分局,
EVY10215,敬鵬工業公司,內厝里,25.06003,121.28676,B1,777.0,蘆竹分局,
EVY10216,長榮新第社區,營盤里,25.059808,121.296713,B1,1925.0,蘆竹分局,
EVY10217,私人住宅,長興里,25.063904,121.269133,B1,33.0,蘆竹分局,
EVY10218,中悅麗池社區,羊稠里,25.05045,121.301835,B1,4376.0,蘆竹分局,
EVY10219,歐洲之星社區,中山里,25.05732,121.297186,B1,2552.0,蘆竹分局,
EVY10220,中悅凱薩春天社區,吉祥里,25.049123,121.299118,B1,3823.0,蘆竹分局,
EVY10221,理想發展企業公司,南榮里,25.038975,121.294631,B1,747.0,蘆竹分局,
EVY10222,馬可波羅社區,南崁里,25.043327,121.295818,B1,2363.0,蘆竹分局,
EVY10223,明和電子公司,內厝里,25.059933,121.284689,B1,1098.0,蘆竹分局,
EVY10224,長榮集團大樓,南崁里,25.040393,121.297532,B1,1384.0,蘆竹分局,
EVY10225,長榮警備大樓,南榮里,25.039735,121.295595,B1,2967.0,蘆竹分局,
EVY10226,興普科技公司,內厝里,25.06671,121.278676,B1,1070.0,蘆竹分局,
EVY10227,泰博科技公司,內厝里,25.061413,121.287144,B1,1313.0,蘆竹分局,
EVY10228,青青校園社區,福祿里,25.056864,121.29633,B1,1134.0,蘆竹分局,
EVY10230,台茂購物中心,錦中里,25.053471,121.288383,B1、B2,4565.0,蘆竹分局,
EVY10231,佳駿針織公司,內厝里,25.072924,121.281794,B1,262.0,蘆竹分局,
EVY10232,華馥公爵社區,中山里,25.055603,121.298028,B1,912.0,蘆竹分局,
EVY10233,薇閣皇家社區,福祿里,25.05716,121.29624,B1,2166.0,蘆竹分局,
EVY10234,長榮祥邸社區,吉祥里,25.048314,121.30081,B1,3109.0,蘆竹分局,
EVY10235,台灣怡凌染化紡織,內厝里,25.066901,121.280141,B1,100.0,蘆竹分局,
EVY10236,台灣怡凌染化紡織,內厝里,25.067118,121.280058,B1,190.0,蘆竹分局,
EVY10237,南崁國小,長壽里,25.050201,121.300935,B1,475.0,蘆竹分局,
EVY10238,豪門世家社區,中山里,25.055221,121.297079,B1,877.0,蘆竹分局,
EVY10239,吉景名園社區,營福里,25.056045,121.298579,B1,1124.0,蘆竹分局,
EVY10241,五福名門社區二期,中山里,25.056159,121.296938,B1,581.0,蘆竹分局,
EVY10242,怡王生物科技公司,山鼻里,25.076867,121.28455,B1,273.0,蘆竹分局,
EVY10243,本源興-桃園二廠,內厝里,25.06527,121.28271,B1,297.0,蘆竹分局,
EVY10244,甜蜜進行曲社區,營福里,25.059798,121.297152,B1,2797.0,蘆竹分局,
EVY10245,永大機電工業公司,山鼻里,25.076355,121.282612,B1,1434.0,蘆竹分局,
EVY10246,光明國中,興榮里,25.044422,121.28925,B1,2620.0,蘆竹分局,
EVY10247,吉祥如意公寓大廈,五福里,25.05319,121.299876,B1,363.0,蘆竹分局,
EVY10248,宜誠香榭社區,中山里,25.055534,121.297466,B1,1318.0,蘆竹分局,
EVY10249,中悅仁愛廣場社區,羊稠里,25.053055,121.301441,B1,2711.0,蘆竹分局,
EVY10250,永大機電工業公司,山鼻里,25.076355,121.282612,B1,1434.0,蘆竹分局,
EVY10251,竹城吉川社區,吉祥里,25.049734,121.298329,B1,2333.0,蘆竹分局,
EVY10253,蘆竹區農會大樓,南崁里,25.047236,121.293161,B1,1452.0,蘆竹分局,
EVY10254,凱薩宮庭社區,營福里,25.057312,121.29801,B1,840.0,蘆竹分局,
EVY10255,翔育針織工廠,內厝里,25.063991,121.285765,B1,136.0,蘆竹分局,
EVY10256,太子香格里拉社區,營盤里,25.061665,121.297495,B1,1814.0,蘆竹分局,
EVY10257,弘達電子公司,長興里,25.056851,121.278885,B1,177.0,蘆竹分局,
EVY10258,中悅國寶社區,南崁里,25.043219,121.295447,B1,2252.0,蘆竹分局,
EVY10259,中悅高登社區,吉祥里,25.049931,121.301632,B1,2548.0,蘆竹分局,
EVY10260,時茂企業公司,瓦窯里,25.057082,121.290772,B1,30.0,蘆竹分局,
EVY10261,私人住宅,錦中里,25.051019,121.288946,B1,315.0,蘆竹分局,
EVY10262,天悅社區,福祿里,25.056124,121.294445,B1,117.0,蘆竹分局,
EVY10263,私人住宅,錦興里,25.049271,121.289787,B1,187.0,蘆竹分局,
EVY10264,長榮華邸社區,羊稠里,25.051314,121.303327,B1,400.0,蘆竹分局,
EVY10265,南崁國小,長壽里,25.050201,121.300935,B1,1372.0,蘆竹分局,
EVY10266,宜誠雅居社區,吉祥里,25.05025,121.296988,B1,695.0,蘆竹分局,
EVY10267,大毅科技公司,山鼻里,25.074007,121.288833,B1,606.0,蘆竹分局,
EVY10268,光明國中,興榮里,25.044422,121.28925,B1,1068.0,蘆竹分局,
EVY10269,優house社區,五福里,25.054243,121.29543,B1,1355.0,蘆竹分局,
EVY10270,采風樓公寓大廈,錦中里,25.049699,121.291056,B1,219.0,蘆竹分局,
EVY10272,遠東世家社區,五福里,25.05331,121.298829,B1,2969.0,蘆竹分局,
EVY10273,冠倫台北社區,長壽里,25.051828,121.299338,B1,717.0,蘆竹分局,
EVY10274,宜誠桂冠社區,長壽里,25.050125,121.297943,B1,1289.0,蘆竹分局,
EVY10275,薇閣千喜社區,瓦窯里,25.050576,121.293853,B1,2082.0,蘆竹分局,
EVY10276,人文學苑社區,福祿里,25.055378,121.294633,B1,1122.0,蘆竹分局,
EVY10277,太子太陽城社區,營盤里,25.060154,121.297066,B1,2995.0,蘆竹分局,
EVY10278,曼哈頓社區,興榮里,25.047405,121.291839,B1,3967.0,蘆竹分局,
EVY10279,農學物流公司,長興里,25.055979,121.277781,B1,2772.0,蘆竹分局,
EVY10280,將門名邸社區,錦興里,25.044909,121.28843,B1,640.0,蘆竹分局,
EVY10281,狀元帝寶社區,中山里,25.056121,121.297594,B1,2693.0,蘆竹分局,
EVY10282,臻愛社區,興榮里,25.046402,121.290103,B1,1690.0,蘆竹分局,
EVY10283,世界先進三廠,長興里,25.05556,121.282219,B1,3182.0,蘆竹分局,
EVY10284,鴻揚電機公司,福祿里,25.055337,121.295862,B1,807.0,蘆竹分局,
EVY10285,日光花園社區,福祿里,25.055717,121.296778,B1,1918.0,蘆竹分局,
EVY10286,白金漢宮社區,中山里,25.056992,121.296665,B1,1833.0,蘆竹分局,
EVY10287,文學院社區,長壽里,25.0505,121.296995,B1,2055.0,蘆竹分局,
EVY10288,竹城京都社區,吉祥里,25.050191,121.297116,B1,2579.0,蘆竹分局,
EVY10289,南崁高中,五福里,25.052454,121.297583,B1,1537.0,蘆竹分局,
EVY10290,竹城靜岡社區,長壽里,25.050761,121.29852,B1,1701.0,蘆竹分局,
EVY10291,大來賞社區,錦中里,25.051728,121.288728,B1,572.0,蘆竹分局,
EVY10292,竹城千葉園社區,吉祥里,25.049878,121.297833,B1,1376.0,蘆竹分局,
EVY10293,天悅社區,福祿里,25.056888,121.295141,B1,1111.0,蘆竹分局,
EVY10294,竹城大阪社區,長壽里,25.050187,121.298395,B1,2335.0,蘆竹分局,
EVY10295,豪景四季社區,營盤里,25.061447,121.29849,B1,5441.0,蘆竹分局,
EVY10296,航空SMART社區,錦興里,25.050106,121.289316,B1,1272.0,蘆竹分局,
EVY10297,海漾社區,興榮里,25.044039,121.290662,B1,2133.0,蘆竹分局,
EVY10298,海涵社區,錦興里,25.046026,121.287974,B1,1695.0,蘆竹分局,
EVY10299,張榮發文物館,吉祥里,25.049903,121.302249,B1,868.0,蘆竹分局,
EVY10300,昇捷水芭蕾社區,錦中里,25.052092,121.288799,B1,3746.0,蘆竹分局,
EVY10301,御薇閣社區,福祿里,25.056007,121.296661,B1,3539.0,蘆竹分局,
EVY10303,快樂GO社區,中山里,25.058454,121.295368,B1,2128.0,蘆竹分局,
EVY10304,中悅帝寶社區,南榮里,25.042354,121.294562,B1,5192.0,蘆竹分局,
EVY10305,中悅晶華社區,吉祥里,25.048983,121.300065,B1,1096.0,蘆竹分局,
EVY10307,長榮國際公司,南榮里,25.039735,121.295595,B1,1714.0,蘆竹分局,
EVY10308,友威科技公司,長興里,25.054566,121.279034,B1,2860.0,蘆竹分局,
EVY10309,蘆竹戶政事務所,內厝里,25.063134,121.280592,B1,1870.0,蘆竹分局,
EVY10310,南華大廈,南崁里,25.043303,121.294689,B1,637.0,蘆竹分局,
EVY10311,耀晉國際公司,長興里,25.062117,121.275553,B1,93.0,蘆竹分局,
EVY10312,中悅天鵝堡社區,羊稠里,25.053932,121.299851,B1,16495.0,蘆竹分局,
EVY10313,私人住宅,興榮里,25.045828,121.290316,B1,246.0,蘆竹分局,
EVY10314,領航星世紀社區,長興里,25.054455,121.284437,B1,3265.0,蘆竹分局,
EVY10315,立成光電公司,內厝里,25.068622,121.285208,B1,1956.0,蘆竹分局,
EVY10316,天隆電子鍍金公司,錦興里,25.049002,121.285448,B1,66.0,蘆竹分局,
EVY10317,尊爵天際大飯店,錦中里,25.051831,121.288404,B1,5231.0,蘆竹分局,
EVY10318,光鈦國際工業公司,南榮里,25.03846,121.29608,B1,1287.0,蘆竹分局,
EVY10319,私人住宅,羊稠里,25.054774,121.299201,B1,164.0,蘆竹分局,
EVY10320,久順精密機械公司,內厝里,25.066576,121.284272,B1,210.0,蘆竹分局,
EVY10321,竹城富良野社區,營盤里,25.060572,121.295146,B1,2829.0,蘆竹分局,
EVY10322,長昇美居社區,羊稠里,25.051636,121.301141,B1,2875.0,蘆竹分局,
EVY10323,英橋帝景社區,羊稠里,25.053892,121.300843,B1,1611.0,蘆竹分局,
EVY10324,施華洛奇社區,營福里,25.059269,121.296916,B1,4018.0,蘆竹分局,
EVY10325,宜誠居悅社區2期,錦中里,25.053629,121.287003,B1,3017.0,蘆竹分局,
EVY10326,富立登飯店,瓦窯里,25.056591,121.287747,B1,2449.0,蘆竹分局,
EVY10327,經國方略商業大樓,南崁里,25.033557,121.300946,B1,2615.0,蘆竹分局,
EVY10328,朋程科技,長興里,25.058138,121.280221,B1,2080.0,蘆竹分局,
EVY10329,長榮航空公司,南崁里,25.040175,121.297156,B1,1530.0,蘆竹分局,
EVY10330,竹城豐田社區,營盤里,25.06153,121.298764,B1,608.0,蘆竹分局,
EVY10331,宜誠大美社區,長壽里,25.051646,121.298321,B1,1306.0,蘆竹分局,
EVY10332,飛飛想社區,瓦窯里,25.055461,121.290009,B1,2037.0,蘆竹分局,
EVY10333,錦興國小,興榮里,25.046704,121.289697,B1,1928.0,蘆竹分局,
EVY10334,極上寓社區,南崁里,25.044909,121.295658,B1,1738.0,蘆竹分局,
EVY10335,經緯水電公司,內厝里,25.072778,121.285631,B1,262.0,蘆竹分局,
EVY10336,大毅科技公司,山鼻里,25.077376,121.284091,B1,2996.0,蘆竹分局,
EVY10337,人文秀樹社區,中山里,25.056542,121.296806,B1,1651.0,蘆竹分局,
EVY10338,白金漢宮社區,錦興里,25.050447,121.288533,B1,1528.0,蘆竹分局,
EVY10339,私人住宅,五福里,25.05433,121.294282,B1,259.0,蘆竹分局,
EVY10340,中謹工業園區,內厝里,25.063243,121.281276,B1,420.0,蘆竹分局,
EVY10341,兆賀資產管理公司,瓦窯里,25.058582,121.293299,B1,422.0,蘆竹分局,
EVY10342,私人住宅,中山里,25.0558,121.297216,B1,248.0,蘆竹分局,
EVY10343,美福倉儲,內厝里,25.063604,121.283393,B1,5371.0,蘆竹分局,
EVY10344,長榮航勤公司,內厝里,25.072931,121.284558,B1,3631.0,蘆竹分局,
EVY10345,瑞建醫療公司,福祿里,25.057808,121.292271,B1,4632.0,蘆竹分局,
EVY10346,東瞱雲想社區,營盤里,25.060279,121.294152,B1,2010.0,蘆竹分局,
EVY10347,新綸實業有限公司,瓦窯里,25.060009,121.289015,B1,289.0,蘆竹分局,
EVY10348,興和針織公司,長興里,25.063866,121.274073,B1,2934.0,蘆竹分局,
EVY10349,乙泰企業有限公司,長興里,25.059788,121.271294,B1,317.0,蘆竹分局,
EVY10350,南崁國中,五福里,25.054686,121.298579,B1,1041.0,蘆竹分局,
EVY10351,私人住宅,長興里,25.06331,121.268516,B1,208.0,蘆竹分局,
EVY10352,光明鼎社區,錦興里,25.046203,121.287949,B1,2090.0,蘆竹分局,
EVY10353,桃苗汽車,錦中里,25.051628,121.287705,B1,3191.0,蘆竹分局,
EVY10354,春維通商行,山鼻里,25.073364,121.285963,B1,253.0,蘆竹分局,
EVY10355,宜誠一極社區,南榮里,25.043934,121.292517,B1,3081.0,蘆竹分局,
EVY10356,蘆竹區老人會館,錦中里,25.055268,121.288773,B1,691.0,蘆竹分局,
EVY10357,合遠涵翠社區,羊稠里,25.052023,121.302313,B1,1404.0,蘆竹分局,
EVY10358,蘆竹市民運動中心,瓦窯里,25.051006,121.29414,B1,2732.0,蘆竹分局,
EVY10359,鑣達精機有限公司,長興里,25.058522,121.279005,B1,547.0,蘆竹分局,
EVY10360,"RIVER ONE社區",南榮里,25.041429,121.294175,B1,462.0,蘆竹分局,
EVY10361,私人住宅,內厝里,25.070813,121.284588,B1,845.0,蘆竹分局,
EVY10362,智勤工業公司,內厝里,25.060901,121.290595,B1,878.0,蘆竹分局,
EVY10363,私人住宅,內厝里,25.066528,121.286835,B1,132.0,蘆竹分局,
EVY10364,朋程科技,長興里,25.05675,121.27998,B2,2320.0,蘆竹分局,
EVY10365,吉澧景悅社區,山鼻里,25.08149,121.2885,B1,1268.0,蘆竹分局,
EVY10366,先鋒科技公司,瓦窯里,25.0593,121.28749,B1,844.0,蘆竹分局,
EVY10367,仕梧實業公司,瓦窯里,25.0593029,121.286012,B1,567.0,蘆竹分局,
EVY10368,德懋A10綻社區,山鼻里,25.0809396,121.2868769,B1,1233.0,蘆竹分局,
EVY10369,益展閱美社區,中山里,25.0549959,121.2976694,B1,2073.0,蘆竹分局,
EVY10370,長揆實業股份有限公司,吉祥里,25.048906,121.302451,B1,1838.0,蘆竹分局,
EVY10371,中謹建設股份有限公司,內厝里,25.0639472,121.2910626,B1,3051.0,蘆竹分局,
EVY10372,新隆建設股份有限公司,山鼻里,25.0806734,121.2797182,B1,919.0,蘆竹分局,
EVY10373,中山非營利幼兒園,中山里,25.0586691,121.2962866,B1,981.0,蘆竹分局,
EVY10374,芳彬建設有限公司,山鼻里,25.0812456,121.2819698,B1,764.0,蘆竹分局,
EVY10375,關東鑫林科技股份有限公司,山鼻里,25.079347,121.280661,B1,741.0,蘆竹分局,
EVY10376,私人住宅,山鼻里,25.0811788,121.2870401,B1,278.0,蘆竹分局,
EVY10377,寶國建設,山鼻里,25.0742807,121.2839706,B1,1393.0,蘆竹分局,
EVY10378,私人住宅,山鼻里,25.0801254,121.2818918,B1,305.0,蘆竹分局,
EVY10379,華碩電腦公司,山鼻里,25.0771758,121.2831492,B1,1711.0,蘆竹分局,
EVY10380,新潤興業股份有限公司,山鼻里,25.0797009,121.2823294,B1,334.0,蘆竹分局,
EVY10381,寶國建築經理股份有限公司,山鼻里,25.0792744,121.2839703,B1,3352.0,蘆竹分局,
EVY10382,桃園市政府警察局蘆竹分局,南崁里,,,B1,904.0,蘆竹分局,
EVY10383,寶佳建設股份有限公司,山鼻里,25.0804899,121.2911659,B1,3038.0,蘆竹分局,
EVY10384,元周建築開發股份有限公司(周寶光),山鼻里,25.080079,121.286897,B1,343.0,蘆竹分局,
EVY10385,私人住宅,山鼻里,25.078888,121.285133,B1,356.0,蘆竹分局,
EVY10386,群邑建設股份有限公司負責人(陳志昇),羊稠里,25.051766,121.302406,B1,1110.0,蘆竹分局,
EVY10387,和耀建設股份有限公司,錦興里,25.048203,121.287942,B1,1000.0,蘆竹分局,
EVW10005,泓瑞建設股份有限公司負責人:胡正杰,新興里,25.014378,121.270542,B1,27.0,蘆竹分局,
EVW10006,佳準企業股份有限公司,新興里,25.013459,121.271287,B1,18.0,蘆竹分局,
EVW10007,佳準企業股份有限公司,新興里,25.01361,121.271379,B1,19.0,蘆竹分局,
EVW10008,枝群企業股份有限公司,新興里,25.014123,121.270669,B1,18.0,蘆竹分局,
EVW10009,三和電機實業公司,新興里,25.013718,121.271501,B1,18.0,蘆竹分局,
EVW10011,永隆塑膠公司,上竹里,25.015815,121.268584,B1,22.0,蘆竹分局,
EVW10012,樺記企業公司,上竹里,25.016646,121.268625,B1,77.0,蘆竹分局,
EVW10015,樺記企業公司,上竹里,25.016649,121.268548,B1,78.0,蘆竹分局,
EVW10016,太久工業公司,上竹里,25.01777,121.26893,B1,56.0,蘆竹分局,
EVW10019,綠寶石社區,上興里,25.022137,121.261762,B1,2392.0,蘆竹分局,
EVW10020,金吉利冷凍食品公司,新興里,25.009063,121.271294,B1,230.0,蘆竹分局,
