編號,地址,可容納人數,經度,緯度,里別,避難所在之地下樓層數,轄管分局
31.0,臺中市豐原區田心里13鄰中山路220號之22,33.0,"120.713158 ","24.241819 ",田心里,1,豐原分局
32.0,臺中市豐原區田心里10鄰中山路225號,1100.0,120.713585,24.243715,田心里,1,豐原分局
33.0,臺中市豐原區田心里13鄰中山路176號,123.0,"120.712176 ","24.239706 ",田心里,1,豐原分局
34.0,臺中市豐原區田心里13鄰中山路186號,123.0,"120.712127 ","24.240245 ",田心里,1,豐原分局
35.0,臺中市豐原區田心里10鄰中山路219號,221.0,"120.712840 ","24.242305 ",田心里,1,豐原分局
36.0,臺中市豐原區田心里13鄰中山路226號,77.0,"120.713297 ","24.242097 ",田心里,1,豐原分局
37.0,臺中市豐原區田心里24鄰育英路56巷14弄7號,44.0,"120.715594 ","24.243271 ",田心里,1,豐原分局
38.0,臺中市豐原區田心里23鄰育英路100巷2號,347.0,"120.715287 ","24.242059 ",田心里,1,豐原分局
39.0,臺中市豐原區田心里3鄰圓環東路126巷28號,23.0,"120.717354 ","24.243015 ",田心里,1,豐原分局
40.0,臺中市豐原區田心里2鄰圓環東路105號,30.0,"120.718070 ","24.243814 ",田心里,1,豐原分局
41.0,臺中市豐原區田心里2鄰圓環東路107號,30.0,"120.718112 ","24.243794 ",田心里,1,豐原分局
42.0,臺中市豐原區田心里2鄰圓環東路109號,30.0,"120.718148 ","24.243780 ",田心里,1,豐原分局
43.0,臺中市豐原區田心里4鄰育英路130號,50.0,"120.715214 ","24.241177 ",田心里,1,豐原分局
44.0,臺中市豐原區田心里4鄰育仁路152號,13.0,"120.716538 ","24.240644 ",田心里,1,豐原分局
45.0,臺中市豐原區田心里4鄰育仁路156號,28.0,"120.716502 ","24.240563 ",田心里,1,豐原分局
46.0,臺中市豐原區田心里4鄰育英路176號,28.0,"120.715125 ","24.240134 ",田心里,1,豐原分局
47.0,臺中市豐原區社皮里2鄰一心路10號,23.0,"120.706115 ","24.248024 ",社皮里,1,豐原分局
48.0,臺中市豐原區社皮里2鄰一心路12號,23.0,"120.706055 ","24.247949 ",社皮里,1,豐原分局
49.0,臺中市豐原區社皮里2鄰一心路14號,23.0,"120.706002 ","24.247924 ",社皮里,1,豐原分局
50.0,臺中市豐原區社皮里2鄰一心路16號,23.0,"120.705963 ","24.247924 ",社皮里,1,豐原分局
51.0,臺中市豐原區社皮里2鄰一心路18號,23.0,"120.705920 ","24.247920 ",社皮里,1,豐原分局
52.0,臺中市豐原區社皮里10鄰社皮路185巷16號,31.0,"120.701860 ","24.244000 ",社皮里,1,豐原分局
53.0,臺中市豐原區社皮里10鄰社皮路185巷18號,31.0,"120.701860 ","24.244000 ",社皮里,1,豐原分局
54.0,臺中市豐原區社皮里10鄰社皮路185巷20號,31.0,"120.701784 ","24.243991 ",社皮里,1,豐原分局
55.0,臺中市豐原區社皮里10鄰社皮路185巷22號,31.0,"120.701738 ","24.243984 ",社皮里,1,豐原分局
56.0,臺中市豐原區社皮里10鄰社皮路185巷24號,31.0,"120.701697 ","24.243978 ",社皮里,1,豐原分局
57.0,臺中市豐原區社皮里10鄰社皮路185巷26號,31.0,"120.701656 ","24.243974 ",社皮里,1,豐原分局
58.0,臺中市豐原區社皮里10鄰社皮路185巷28號,31.0,"120.701611 ","24.243967 ",社皮里,1,豐原分局
59.0,臺中市豐原區社皮里10鄰社皮路185巷30號,31.0,"120.701570 ","24.243962 ",社皮里,1,豐原分局
60.0,臺中市豐原區社皮里10鄰社皮路185巷32號,31.0,"120.701517 ","24.243952 ",社皮里,1,豐原分局
61.0,臺中市豐原區社皮里10鄰社皮路185巷34號,52.0,"120.701415 ","24.243941 ",社皮里,1,豐原分局
62.0,臺中市豐原區社皮里10鄰社皮路185巷36號,52.0,"120.701355 ","24.243935 ",社皮里,1,豐原分局
63.0,臺中市豐原區社皮里35鄰社皮路123巷3號,155.0,"120.700159 ","24.244440 ",社皮里,1,豐原分局
64.0,臺中市豐原區社皮里8鄰社皮路41巷16號,55.0,"120.699706 ","24.245507 ",社皮里,1,豐原分局
65.0,臺中市豐原區豐田里13鄰田心路二段337號,38.0,"120.722600 ","24.236902 ",豐田里,1,豐原分局
66.0,臺中市豐原區豐田里13鄰田心路二段335號,38.0,"120.722600 ","24.236940 ",豐田里,1,豐原分局
67.0,臺中市豐原區豐田里13鄰田心路二段333號,37.0,"120.722598 ","24.236979 ",豐田里,1,豐原分局
68.0,臺中市豐原區豐田里13鄰田心路二段329號,33.0,"120.722600 ","24.237017 ",豐田里,1,豐原分局
69.0,臺中市豐原區豐田里13鄰田心路二段331號,33.0,"120.722598 ","24.237055 ",豐田里,1,豐原分局
70.0,臺中市豐原區豐田里13鄰田心路二段325號,33.0,"120.722600 ","24.237093 ",豐田里,1,豐原分局
71.0,臺中市豐原區豐田里29鄰田心路二段290號,3155.0,"120.722601 ","24.237128 ",豐田里,1,豐原分局
72.0,臺中市豐原區豐田里29鄰田心路二段196號,73.0,"120.721429 ","24.239303 ",豐田里,1,豐原分局
73.0,臺中市豐原區豐田里7鄰豐南街254號,27.0,"120.718863 ","24.237866 ",豐田里,1,豐原分局
74.0,臺中市豐原區豐田里22鄰田心路二段42巷127號,60.0,120.719452,24.241917,豐田里,1,豐原分局
75.0,臺中市豐原區豐田里7鄰豐南街240巷16號,27.0,"120.718365 ","24.237769 ",豐田里,1,豐原分局
76.0,臺中市豐原區豐田里7鄰豐南街230號,75.0,"120.718382 ","24.238102 ",豐田里,1,豐原分局
77.0,臺中市豐原區豐田里7鄰豐南街228號,53.0,"120.718340 ","24.238116 ",豐田里,1,豐原分局
78.0,臺中市豐原區豐田里22鄰田心路二段42巷138號,54.0,120.719381,24.241849,豐田里,1,豐原分局
79.0,臺中市豐原區豐田里9鄰豐南街231號,288.0,"120.718498 ","24.238254 ",豐田里,1,豐原分局
80.0,臺中市豐原區豐田里11鄰豐南街282號,77.0,"120.719457 ","24.237514 ",豐田里,1,豐原分局
81.0,臺中市豐原區中興里11鄰三村路92號,22.0,"120.710815 ","24.241987 ",中興里,1,豐原分局
82.0,臺中市豐原區中興里11鄰三村路94號,22.0,"120.710723 ","24.241931 ",中興里,1,豐原分局
83.0,臺中市豐原區中興里12鄰成功路95號,20.0,"120.710753 ","24.243447 ",中興里,1,豐原分局
84.0,臺中市豐原區中興里12鄰成功路103號,20.0,"120.710644 ","24.243579 ",中興里,1,豐原分局
85.0,臺中市豐原區中興里12鄰成功路105號,20.0,"120.710613 ","24.243613 ",中興里,1,豐原分局
86.0,臺中市豐原區中興里12鄰成功路107號,20.0,"120.710589 ","24.243642 ",中興里,1,豐原分局
87.0,臺中市豐原區中興里12鄰成功路109號,20.0,"120.710567 ","24.243679 ",中興里,1,豐原分局
88.0,臺中市豐原區中興里12鄰成功路77巷33號,28.0,"120.710669 ","24.242573 ",中興里,1,豐原分局
89.0,臺中市豐原區中興里5鄰三村路20巷23號,22.0,"120.712413 ","24.244074 ",中興里,1,豐原分局
90.0,臺中市豐原區中興里5鄰三村路20巷27號,22.0,"120.712326 ","24.244136 ",中興里,1,豐原分局
91.0,臺中市豐原區中興里11鄰三村路96號,34.0,"120.710628 ","24.241889 ",中興里,1,豐原分局
92.0,臺中市豐原區中興里3鄰合作新村22巷10弄6號,20.0,"120.712118 ","24.244667 ",中興里,1,豐原分局
93.0,臺中市豐原區中興里3鄰合作新村22巷10弄10號,50.0,"120.712129 ","24.244648 ",中興里,1,豐原分局
94.0,臺中市豐原區田心里15鄰中山路139號,23.0,"120.711044 ","24.239194 ",田心里,1,豐原分局
95.0,臺中市豐原區田心里15鄰中山路141號,22.0,"120.711063 ","24.239232 ",田心里,1,豐原分局
96.0,臺中市豐原區田心里15鄰中山路111號,17.0,"120.710826 ","24.238619 ",田心里,1,豐原分局
97.0,臺中市豐原區田心里15鄰中山路123號,20.0,"120.710924 ","24.238892 ",田心里,1,豐原分局
98.0,臺中市豐原區田心里20鄰合作街46號,41.0,"120.709337 ","24.239528 ",田心里,1,豐原分局
99.0,臺中市豐原區田心里16鄰中山路72號,33.0,"120.710747 ","24.237480 ",田心里,1,豐原分局
100.0,臺中市豐原區田心里16鄰中山路65號,114.0,"120.710532 ","24.237867 ",田心里,1,豐原分局
101.0,臺中市豐原區田心里17鄰中山路59巷1弄12號,164.0,"120.709990 ","24.237646 ",田心里,1,豐原分局
102.0,臺中市豐原區田心里17鄰中山路35巷6號,33.0,"120.710217 ","24.238257 ",田心里,1,豐原分局
103.0,臺中市豐原區田心里22鄰育英路134巷8號,16.0,"120.714815 ","24.241233 ",田心里,1,豐原分局
104.0,臺中市豐原區社皮里40鄰中正路510巷13號,22.0,"120.708455 ","24.250724 ",社皮里,1,豐原分局
105.0,臺中市豐原區社皮里40鄰中正路510巷21號,22.0,"120.708475 ","24.250572 ",社皮里,1,豐原分局
106.0,臺中市豐原區社皮里40鄰中正路510巷24號,22.0,"120.708502 ","24.251021 ",社皮里,1,豐原分局
107.0,臺中市豐原區社皮里14鄰中正路544號,34.0,"120.707691 ","24.250319 ",社皮里,1,豐原分局
108.0,臺中市豐原區社皮里14鄰中正路548巷2號,25.0,"120.707601 ","24.250561 ",社皮里,1,豐原分局
109.0,臺中市豐原區社皮里40鄰中正路510巷5號,22.0,"120.708429 ","24.250862 ",社皮里,1,豐原分局
110.0,臺中市豐原區社皮里33鄰成功路356巷34號,22.0,"120.707471 ","24.248823 ",社皮里,1,豐原分局
111.0,臺中市豐原區社皮里33鄰成功路356巷22號,20.0,"120.707207 ","24.248895 ",社皮里,1,豐原分局
112.0,臺中市豐原區社皮里32鄰成功路342號,123.0,"120.706472 ","24.248588 ",社皮里,1,豐原分局
113.0,臺中市豐原區社皮里32鄰成功路334號,51.0,"120.706515 ","24.248418 ",社皮里,1,豐原分局
114.0,臺中市豐原區社皮里19鄰中正路609號,122.0,"120.707449 ","24.249967 ",社皮里,1,豐原分局
115.0,臺中市豐原區田心里14鄰大明路36號,1506.0,120.710374,24.240027,田心里,1,豐原分局
116.0,臺中市豐原區田心里4鄰育英路145號,165.0,"120.715480 ","24.240724 ",田心里,1,豐原分局
117.0,臺中市豐原區田心里13鄰中山路220號之3,70.0,"120.712627 ","24.241001 ",田心里,1,豐原分局
118.0,臺中市豐原區田心里13鄰中山路200號,450.0,"120.712489 ","24.240379 ",田心里,1,豐原分局
119.0,臺中市豐原區社皮里14鄰中正路526號,706.0,"120.708198 ","24.250384 ",社皮里,1,豐原分局
120.0,臺中市豐原區田心里17鄰中山路1號,414.0,"120.710217 ","24.238257 ",田心里,1,豐原分局
121.0,臺中市豐原區田心里4鄰豐南街133號,418.0,"120.715465 ","24.239536 ",田心里,1,豐原分局
122.0,臺中市豐原區田心里13鄰中山路220號之5,1008.0,"120.712697 ","24.241073 ",田心里,1,豐原分局
123.0,臺中市豐原區田心里4鄰豐南街151號,1744.0,"120.716818 ","24.239147 ",田心里,1,豐原分局
124.0,臺中市豐原區社皮里2鄰豐原大道一段165號,9422.0,"120.703571 ","24.245950 ",社皮里,1,豐原分局
125.0,臺中市豐原區豐田里14鄰豐原大道三段199號,325.0,"120.726138 ","24.237247 ",豐田里,1,豐原分局
126.0,臺中市豐原區社皮里18鄰中正路737巷31號,1057.0,"120.701016 ","24.248221 ",社皮里,2,豐原分局
127.0,臺中市豐原區三村里4鄰豐原大道一段679號,416.0,"120.738212 ","24.257255 ",三村里,1,豐原分局
128.0,臺中市豐原區中興里22鄰大明路236巷29號,1516.0,"120.708442 ","24.243850 ",中興里,2,豐原分局
129.0,臺中市豐原區三村里25鄰大明路197號,1539.0,"120.707888 ","24.242917 ",三村里,3,豐原分局
130.0,臺中市豐原區三村里1鄰大明路81號,727.0,"120.709263 ","24.240722 ",三村里,2,豐原分局
131.0,臺中市豐原區社皮里38鄰社皮路76巷22號,793.0,"120.701188 ","24.245879 ",社皮里,1,豐原分局
132.0,臺中市豐原區豐田里7鄰豐南街240巷22號,305.0,"120.718581 ","24.237653 ",豐田里,2,豐原分局
133.0,臺中市豐原區豐田里6鄰豐原大道二段387號,350.0,"120.719375 ","24.236969 ",豐田里,2,豐原分局
134.0,臺中市豐原區田心里19鄰中山路75號,87.0,120.710571,24.238297,田心里,1,豐原分局
135.0,臺中市豐原區鎌村里5鄰鎌村路107巷62之1號,111.0,120.726171,24.232152,鎌村里,1,豐原分局
136.0,臺中市豐原區豐田里14鄰豐原大道三段239巷3號,394.0,120.726421,24.238655,豐田里,1,豐原分局
137.0,臺中市豐原區豐田里14鄰豐原大道三段225號,741.0,120.726316,24.238134,豐田里,2,豐原分局
138.0,臺中市豐原區東陽里1鄰東陽路20號,26.0,"120.735223 ","24.235489 ",東陽里,1,豐原分局
139.0,臺中市豐原區南陽里3鄰永康路5號,111.0,120.724026,24.244737,南陽里,1,豐原分局
140.0,臺中市豐原區南陽里22鄰永康路129號,30.0,120.726434,24.242298,南陽里,1,豐原分局
141.0,臺中市豐原區南陽里22鄰永康路114號,30.0,120.726417,24.242803,南陽里,1,豐原分局
142.0,臺中市豐原區南陽里22鄰永康路119號,26.0,120.726671,24.242477,南陽里,1,豐原分局
143.0,臺中市豐原區南陽里22鄰永康路117號,26.0,120.726703,24.242504,南陽里,1,豐原分局
144.0,臺中市豐原區南陽里22鄰永康路107號,26.0,120.727014,24.242902,南陽里,1,豐原分局
145.0,臺中市豐原區南陽里22鄰永康路113號,26.0,120.726745,24.242542,南陽里,1,豐原分局
146.0,臺中市豐原區南陽里24鄰保康路66巷1號,4122.0,120.722648,24.242088,南陽里,2,豐原分局
147.0,臺中市豐原區南陽里26鄰保康路5號,16.0,120.721861,24.243383,南陽里,1,豐原分局
148.0,臺中市豐原區南陽里26鄰保康路7號,18.0,120.721932,24.243223,南陽里,1,豐原分局
149.0,臺中市豐原區南陽里15鄰圓環東路220號,83.0,120.720495,24.2432544,南陽里,1,豐原分局
150.0,臺中市豐原區南陽里26鄰保康路18號,40.0,120.721801,24.243033,南陽里,1,豐原分局
151.0,臺中市豐原區南陽里26鄰保康路15號,102.0,"120.722027 ","24.243006 ",南陽里,1,豐原分局
152.0,臺中市豐原區南陽里26鄰保康路14號,16.0,"120.721780 ","24.243020 ",南陽里,1,豐原分局
153.0,臺中市豐原區南陽里26鄰保康路11號,16.0,"120.721980 ","24.243074 ",南陽里,1,豐原分局
154.0,臺中市豐原區南陽里26鄰保康路12號,16.0,"120.721760 ","24.243061 ",南陽里,1,豐原分局
155.0,臺中市豐原區南陽里26鄰保康路10號,16.0,"120.721732 ","24.243106 ",南陽里,1,豐原分局
156.0,臺中市豐原區南陽里26鄰保康路9號,16.0,"120.721959 ","24.243106 ",南陽里,1,豐原分局
157.0,臺中市豐原區南陽里26鄰保康路22號,40.0,"120.721875 ","24.242865 ",南陽里,1,豐原分局
158.0,臺中市豐原區南陽里26鄰圓環東路312巷39號,40.0,"120.722397 ","24.243169 ",南陽里,1,豐原分局
159.0,臺中市豐原區南陽里26鄰保康路20號,36.0,"120.721847 ","24.242908 ",南陽里,1,豐原分局
160.0,臺中市豐原區南陽里15鄰圓環東路218號,80.0,"120.720466 ","24.243160 ",南陽里,1,豐原分局
161.0,臺中市豐原區陽明里17鄰圓環東路133號,22.0,"120.719166 ","24.243507 ",陽明里,1,豐原分局
162.0,臺中市豐原區陽明里17鄰圓環東路135號,22.0,"120.719168 ","24.243507 ",陽明里,1,豐原分局
163.0,臺中市豐原區陽明里17鄰圓環東路137號,22.0,"120.719253 ","24.243616 ",陽明里,1,豐原分局
164.0,臺中市豐原區陽明里17鄰圓環東路139號,22.0,"120.719266 ","24.243499 ",陽明里,1,豐原分局
165.0,臺中市豐原區陽明里17鄰圓環東路141號,22.0,"120.719314 ","24.243496 ",陽明里,1,豐原分局
166.0,臺中市豐原區陽明里17鄰圓環東路147號,22.0,"120.719463 ","24.243483 ",陽明里,1,豐原分局
167.0,臺中市豐原區陽明里17鄰圓環東路149號,22.0,"120.719511 ","24.243478 ",陽明里,1,豐原分局
168.0,臺中市豐原區陽明里17鄰圓環東路151號,66.0,"120.719556 ","24.243480 ",陽明里,1,豐原分局
169.0,臺中市豐原區陽明里17鄰圓環東路159號,58.0,"120.719775 ","24.243478 ",陽明里,1,豐原分局
170.0,臺中市豐原區陽明里17鄰圓環東路167號,58.0,"120.719938 ","24.243472 ",陽明里,1,豐原分局
171.0,臺中市豐原區陽明里17鄰圓環東路163號,58.0,"120.719858 ","24.243472 ",陽明里,1,豐原分局
172.0,臺中市豐原區陽明里17鄰圓環東路165號,58.0,"120.719858 ","24.243472 ",陽明里,1,豐原分局
173.0,臺中市豐原區陽明里1鄰明政街13號,183.0,"120.720494 ","24.244385 ",陽明里,1,豐原分局
174.0,臺中市豐原區陽明里1鄰明政街26號,35.0,"120.720332 ","24.244544 ",陽明里,1,豐原分局
175.0,臺中市豐原區陽明里1鄰明政街24號,35.0,"120.720332 ","24.244544 ",陽明里,1,豐原分局
176.0,臺中市豐原區陽明里1鄰明政街22號,35.0,"120.720348 ","24.244337 ",陽明里,1,豐原分局
177.0,臺中市豐原區陽明里22鄰南陽路育樂新村49號,30.0,120.728299,24.244628,陽明里,1,豐原分局
178.0,臺中市豐原區陽明里21鄰雙龍街27號,23.0,"120.718930 ","24.246959 ",陽明里,1,豐原分局
179.0,臺中市豐原區陽明里12鄰信義街30號,20.0,"120.718965 ","24.249110 ",陽明里,1,豐原分局
180.0,臺中市豐原區陽明里12鄰信義街4號,33.0,"120.718988 ","24.248345 ",陽明里,1,豐原分局
181.0,臺中市豐原區陽明里12鄰信義街39號,53.0,"120.718834 ","24.249217 ",陽明里,1,豐原分局
182.0,臺中市豐原區陽明里23鄰雙龍街17號,23.0,"120.719097 ","24.247095 ",陽明里,1,豐原分局
183.0,臺中市豐原區陽明里16鄰中興路7號,40.0,"120.718746 ","24.248156 ",陽明里,1,豐原分局
184.0,臺中市豐原區陽明里12鄰信義街26巷7號,68.0,"120.719292 ","24.248975 ",陽明里,1,豐原分局
185.0,臺中市豐原區陽明里16鄰中興路5號,33.0,"120.718796 ","24.248156 ",陽明里,1,豐原分局
186.0,臺中市豐原區陽明里20鄰府前街85號,33.0,"120.717920 ","24.249158 ",陽明里,1,豐原分局
187.0,臺中市豐原區陽明里20鄰府前街77號,30.0,"120.718020 ","24.249516 ",陽明里,1,豐原分局
188.0,臺中市豐原區陽明里12鄰信義街33號,33.0,"120.718836 ","24.249123 ",陽明里,1,豐原分局
189.0,臺中市豐原區陽明里20鄰府前街49號,55.0,"120.719053 ","24.249580 ",陽明里,1,豐原分局
190.0,臺中市豐原區陽明里20鄰府前街83號,30.0,"120.717928 ","24.249123 ",陽明里,1,豐原分局
191.0,臺中市豐原區陽明里20鄰府前街61號,80.0,"120.718733 ","24.249610 ",陽明里,1,豐原分局
192.0,臺中市豐原區陽明里20鄰府前街61號之2,23.0,"120.718663 ","24.249604 ",陽明里,1,豐原分局
193.0,臺中市豐原區陽明里21鄰雙龍街35號,38.0,"120.718800 ","24.246849 ",陽明里,1,豐原分局
194.0,臺中市豐原區陽明里12鄰博愛街110號,23.0,"120.719795 ","24.248902 ",陽明里,1,豐原分局
195.0,臺中市豐原區陽明里21鄰雙龍街25號,23.0,"120.718967 ","24.246988 ",陽明里,1,豐原分局
196.0,臺中市豐原區陽明里21鄰雙龍街23號,23.0,"120.718999 ","24.247015 ",陽明里,1,豐原分局
197.0,臺中市豐原區陽明里21鄰雙龍街21號,35.0,"120.719033 ","24.247040 ",陽明里,1,豐原分局
198.0,臺中市豐原區陽明里21鄰雙龍街19號,23.0,"120.719064 ","24.247067 ",陽明里,1,豐原分局
199.0,臺中市豐原區陽明里21鄰雙龍街41號,23.0,"120.718700 ","24.246767 ",陽明里,1,豐原分局
200.0,臺中市豐原區陽明里39鄰雙龍街39號,23.0,"120.718740 ","24.246794 ",陽明里,1,豐原分局
201.0,臺中市豐原區陽明里21鄰雙龍街37號,23.0,"120.718763 ","24.246821 ",陽明里,1,豐原分局
202.0,臺中市豐原區陽明里12鄰信義街32號,15.0,"120.718965 ","24.249144 ",陽明里,1,豐原分局
203.0,臺中市豐原區陽明里12鄰信義街39號之1,28.0,"120.718829 ","24.249251 ",陽明里,1,豐原分局
204.0,臺中市豐原區陽明里20鄰府前街61號之6,72.0,"120.718511 ","24.249571 ",陽明里,1,豐原分局
205.0,臺中市豐原區陽明里20鄰府前街69號,2123.0,"120.718345 ","24.249566 ",陽明里,2,豐原分局
206.0,臺中市豐原區陽明里16鄰中興路21號,21.0,"120.718436 ","24.248161 ",陽明里,1,豐原分局
207.0,臺中市豐原區陽明里16鄰中興路9號,18.0,"120.718697 ","24.248161 ",陽明里,1,豐原分局
208.0,臺中市豐原區陽明里11鄰府前街23號,33.0,"120.719832 ","24.249406 ",陽明里,1,豐原分局
209.0,臺中市豐原區中陽里1鄰南陽路102號,172.0,"120.724613 ","24.246896 ",中陽里,1,豐原分局
210.0,臺中市豐原區中陽里2鄰南陽路488巷28-1號,47.0,"120.723021 ","24.247816 ",中陽里,1,豐原分局
211.0,臺中市豐原區中陽里3鄰中陽路38巷20-2號,183.0,"120.723701 ","24.251162 ",中陽里,1,豐原分局
212.0,臺中市豐原區中陽里3鄰中陽路38巷37號,42.0,"120.723701 ","24.251162 ",中陽里,1,豐原分局
213.0,臺中市豐原區中陽里3鄰中陽路38巷6號之2,96.0,"120.723690 ","24.251123 ",中陽里,1,豐原分局
214.0,臺中市豐原區中陽里3鄰中陽路38巷6號,76.0,"120.723658 ","24.251192 ",中陽里,1,豐原分局
215.0,臺中市豐原區中陽里12鄰自強街1號,388.0,"120.724940 ","24.249030 ",中陽里,1,豐原分局
216.0,臺中市豐原區中陽里10鄰自強街75號,122.0,"120.724940 ","24.249030 ",中陽里,1,豐原分局
217.0,臺中市豐原區中陽里10鄰直興街45號,56.0,"120.726484 ","24.250962 ",中陽里,1,豐原分局
218.0,臺中市豐原區中陽里10鄰中陽路113巷122號,26.0,"120.725285 ","24.250173 ",中陽里,1,豐原分局
219.0,臺中市豐原區中陽里10鄰中陽路113巷148號,26.0,"120.725296 ","24.250193 ",中陽里,1,豐原分局
220.0,臺中市豐原區中陽里10鄰中陽路113巷147號,26.0,"120.725296 ","24.250183 ",中陽里,1,豐原分局
221.0,臺中市豐原區中陽里10鄰中陽路113巷146號,23.0,"120.725307 ","24.250183 ",中陽里,1,豐原分局
222.0,臺中市豐原區中陽里8鄰中陽路208號,38.0,"120.723490 ","24.251918 ",中陽里,1,豐原分局
223.0,臺中市豐原區中陽里10鄰中陽路113巷104號,36.0,"120.725307 ","24.250153 ",中陽里,1,豐原分局
224.0,臺中市豐原區北陽里1鄰圓環東路496號,53.0,"120.726544 ","24.247036 ",北陽里,1,豐原分局
225.0,臺中市豐原區北陽里9鄰圓環東路604號,4754.0,"120.727852 ","24.249337 ",北陽里,3,豐原分局
226.0,臺中市豐原區北陽里10鄰豐東路163巷22弄22號,53.0,"120.731705 ","24.250768 ",北陽里,1,豐原分局
227.0,臺中市豐原區北陽里12鄰豐東路349巷19弄3號,28.0,"120.733645 ","24.253452 ",北陽里,1,豐原分局
228.0,臺中市豐原區北陽里13鄰豐東路85巷7號,16.0,"120.730098 ","24.249025 ",北陽里,1,豐原分局
229.0,臺中市豐原區北陽里14鄰豐東路85巷29-1號,33.0,"120.729304 ","24.249303 ",北陽里,1,豐原分局
230.0,臺中市豐原區北陽里9鄰向陽路320號,859.0,"120.729018 ","24.250709 ",北陽里,2,豐原分局
231.0,臺中市豐原區北陽里9鄰向陽路311號,1222.0,"120.729830 ","24.250570 ",北陽里,3,豐原分局
232.0,臺中市豐原區中陽里2鄰南陽路448巷28號,60.0,"120.722401 ","24.248525 ",中陽里,1,豐原分局
233.0,臺中市豐原區北陽里16鄰豐東路298號,13.0,"120.732772 ","24.250736 ",北陽里,1,豐原分局
234.0,臺中市豐原區北陽里16鄰豐東路334號,17.0,"120.733317 ","24.251318 ",北陽里,1,豐原分局
235.0,臺中市豐原區北陽里16鄰豐東路300號,13.0,"120.732812 ","24.250765 ",北陽里,1,豐原分局
236.0,臺中市豐原區北陽里16鄰豐東路390號,13.0,"120.732057 ","24.250167 ",北陽里,1,豐原分局
