編號,村里別,地址,建築物名稱,類別,地下樓層數,可容納人數,電腦編號,緯經度,備註,placemark_address
91.0,海埔里,鹿港鎮海埔里鹿工北二路3號,柏佑企業,地下室,1.0,120.0,298.0,24.08152507382232，120.41251463463279,,鹿港鎮海埔里鹿工北二路3號
92.0,海埔里,鹿港鎮海埔里工業東四路14號,大將作工業,地下室,1.0,401.0,301.0,24.083521012268513，120.40519933450943,,鹿港鎮海埔里工業東四路14號
93.0,海埔里,鹿港鎮海埔里海明街301巷18號,健暉工業,地下室,1.0,392.0,307.0,24.08176454937779，120.4236313455549,,鹿港鎮海埔里海明街301巷18號
94.0,海埔里,鹿港鎮海埔里鹿工北一路3號,長安機械,地下室,1.0,61.0,308.0,24.082042931122025，120.41491859962562,,鹿港鎮海埔里鹿工北一路3號
95.0,海埔里,鹿港鎮海埔里鹿工北一路11號,一原金屬,地下室,1.0,199.0,318.0,24.08296129944597，120.41528530513794,,鹿港鎮海埔里鹿工北一路11號
96.0,海埔里,鹿港鎮海埔里鹿工路10號,大倡國際商務,地下室,1.0,519.0,329.0,24.07761191212719，120.40562737508337,,鹿港鎮海埔里鹿工路10號
97.0,海埔里,鹿港鎮海埔里鹿草路889號,海埔國小,地下室,1.0,209.0,189.0,24.08364680900368，120.44420737508833,,鹿港鎮海埔里鹿草路889號
98.0,海埔里,鹿港鎮海埔里鹿草路889號,海埔國小,地下室,1.0,369.0,368.0,24.083646833333496，120.44420871714071,,鹿港鎮海埔里鹿草路889號
99.0,詔安里,鹿港鎮詔安里某旦巷85號,新興國小,地下室,1.0,162.0,126.0,24.072412524848588，120.45671865790713,,鹿港鎮詔安里某旦巷85號
100.0,詔安里,鹿港鎮詔安里某旦巷85號,新興國小,地下室,1.0,385.0,218.0,24.072412524848588，120.45671865790713,,鹿港鎮詔安里某旦巷85號
101.0,草中里,鹿港鎮草中里鹿草路四段2號,大耀紡織,地下室,1.0,416.0,250.0,24.10344876734343，120.45586134127812,,鹿港鎮草中里鹿草路四段2號
102.0,草中里,鹿港鎮草中里頂草路四段251號,草港國小,地下室,1.0,534.0,262.0,24.106458030147735，120.46146061128108,,鹿港鎮草中里頂草路四段251號
103.0,頭南里,鹿港鎮頭南里頂草路三段167號,鹿鳴國中,地下室,1.0,536.0,238.0,24.097908537043782，120.46884061135172,,鹿港鎮頭南里頂草路三段167號
104.0,頭南里,鹿港鎮頭南里南勢巷20-7號,銘洋交通,地下室,1.0,768.0,282.0,24.087901194176798，120.46104999906501,,鹿港鎮頭南里南勢巷20-7號
105.0,頂番里,鹿港鎮頂番里頂草路一段100號,頂番國小,地下室,1.0,60.0,105.0,24.088817420495058，120.4797219523865,,鹿港鎮頂番里頂草路一段100號
106.0,頂番里,鹿港鎮頂番里頂草路一段100號,頂番國小,地下室,1.0,170.0,115.0,24.088817420495058，120.4797219523865,,鹿港鎮頂番里頂草路一段100號
107.0,頂番里,鹿港鎮頂番里頂草路一段100號,頂番國小,地下室,1.0,74.0,129.0,24.088817420495058，120.4797219523865,,鹿港鎮頂番里頂草路一段100號
108.0,頂番里,鹿港鎮頂番里頂草路一段100號,頂番國小,地下室,1.0,840.0,240.0,24.088817420495058，120.4797219523865,,鹿港鎮頂番里頂草路一段100號
109.0,東崎里,鹿港鎮東崎里彰鹿路五段276號,強于公司,地下室,1.0,176.0,114.0,24.048732527182185，120.47309134010274,,鹿港鎮東崎里彰鹿路五段276號
110.0,東崎里,鹿港鎮東崎里彰鹿路五段276號,強于公司,地下室,1.0,509.0,148.0,24.048732527182185，120.47309134010274,,鹿港鎮東崎里彰鹿路五段276號
111.0,東崎里,鹿港鎮東崎里東崎七巷52號?,東興國小,地下室,1.0,121.0,150.0,24.057472526323316，120.47543005729486,,鹿港鎮東崎里東崎七巷52號?
112.0,東崎里,鹿港鎮東崎里東崎七巷52號?,東興國小,地下室,1.0,94.0,169.0,24.057472526323316，120.47543005729486,,鹿港鎮東崎里東崎七巷52號?
113.0,東崎里,鹿港鎮東崎里東崎七巷52號?,東興國小,地下室,1.0,149.0,194.0,24.057472526323316，120.47543005729486,,鹿港鎮東崎里東崎七巷52號?
114.0,東崎里,鹿港鎮東崎里祥和一街二巷1號,富麗大鎮,地下室,1.0,7409.0,324.0,24.056039980446844，120.46223268149748,,鹿港鎮東崎里祥和一街二巷1號
115.0,東崎里,鹿港鎮東崎里祥和一街3號,富麗大鎮,地下室,1.0,2182.0,325.0,24.056424387676824，120.46197530607112,,鹿港鎮東崎里祥和一街3號
116.0,東崎里,鹿港鎮東崎里富麗二街30號,富麗大鎮,地下室,1.0,12384.0,326.0,24.057396912000716，120.46441561032228,,鹿港鎮東崎里富麗二街30號
117.0,東崎里,鹿港鎮東崎里富麗二街6號,富麗大鎮,地下室,1.0,12601.0,327.0,24.05734252633483，120.46264268121723,,鹿港鎮東崎里富麗二街6號
118.0,橋頭村,福興鄉橋頭村中正路56-1號,民宅,地下室,1.0,120.0,121.0,24.04945238391707，120.44216002869419,,福興鄉橋頭村中正路56-1號
119.0,橋頭村,福興鄉橋頭村復興路77號,鹿港國中,地下室,1.0,517.0,237.0,24.05153497625838，120.43925262293607,,福興鄉橋頭村復興路77號
120.0,橋頭村,福興鄉橋頭村復興路78號,鹿港國中,地下室,1.0,784.0,274.0,24.05153497625838，120.43925262293607,,福興鄉橋頭村復興路78號
121.0,橋頭村,福興鄉橋頭村復興路78號,鹿港國中,地下室,1.0,92.0,314.0,24.05153497625838，120.43925262293607,,福興鄉橋頭村復興路78號
122.0,橋頭村,福興鄉橋頭村中正路156巷7號,美村建設-傳家堡公寓,地下室,1.0,552.0,241.0,24.051964537950088，120.44144955206825,,福興鄉橋頭村中正路156巷7號
123.0,橋頭村,福興鄉橋頭村中正路124號,華廈建設-中正花園公寓,地下室,1.0,1717.0,335.0,24.051358676165222，120.44148335279252,,福興鄉橋頭村中正路124號
124.0,番婆村,福興鄉番婆村彰鹿路392號,英發公司,地下室,1.0,192.0,61.0,24.04642069034641，120.46322128182624,,福興鄉番婆村彰鹿路392號
125.0,番婆村,福興鄉番婆村彰鹿路六段501號,健生工廠,地下室,1.0,698.0,90.0,24.045246201714605，120.46103201066717,,福興鄉番婆村彰鹿路六段501號
126.0,福興村,福興鄉福興村福三路四段165號,僑瑞化學,地下室,1.0,246.0,81.0,24.041802430192043，120.42860402239135,,福興鄉福興村福三路四段165號
127.0,福興村,福興鄉福興村沿海路五段283號,東意大廈,地下室,1.0,1262.0,275.0,24.049464882295432，120.43043999929978,,福興鄉福興村沿海路五段283號
128.0,同安村,福興鄉同安村員鹿路一段339號,新保利包材科技有限公司,地下室,1.0,196.0,192.0,24.03139987806841，120.43873530514956,,福興鄉同安村員鹿路一段339號
129.0,同安村,福興鄉同安村員鹿路一段382號,麗方公司,地下室,1.0,337.0,201.0,24.032277533203985，120.43813597574696,,福興鄉同安村員鹿路一段382號
130.0,橋頭村,福興鄉橋頭村彰鹿路七段122號,三泰公司,地下室,1.0,126.0,118.0,24.046373855998358，120.45251536346923,,福興鄉橋頭村彰鹿路七段122號
131.0,橋頭村,福興鄉橋頭村彰鹿路七段122號,三泰公司,地下室,1.0,306.0,175.0,24.046373855998358，120.45251536346923,,福興鄉橋頭村彰鹿路七段122號
132.0,橋頭村,福興鄉橋頭村彰鹿路七段267巷186號,英發企業,地下室,1.0,150.0,170.0,24.0426949772959，120.44910128182312,,福興鄉橋頭村彰鹿路七段267巷186號
133.0,橋頭村,福興鄉橋頭村彰鹿路七段459巷102弄6之1號,元成工業,地下室,1.0,200.0,124.0,24.04539130279086，120.4430726812182,,福興鄉橋頭村彰鹿路七段459巷102弄6之1號
134.0,橋頭村,福興鄉橋頭村彰鹿路七段539號,長洋公司,地下室,1.0,756.0,249.0,24.047955652754798，120.44244922939387,,福興鄉橋頭村彰鹿路七段539號
135.0,三汴村,福興鄉三汴村興業路10號,彰星金屬公司,地下室,1.0,160.0,37.0,24.014148243007618，120.4912013401073,,福興鄉三汴村興業路10號
136.0,萬豐村,福興鄉萬豐村福工路29號,久津波蜜公司,地下室,1.0,80.0,27.0,24.013139468110577，120.49379731679919,,福興鄉萬豐村福工路29號
137.0,萬豐村,福興鄉萬豐村福工路2號,寶成公司,地下室,1.0,2481.0,215.0,24.014088243011376，120.48776932844942,,福興鄉萬豐村福工路2號
138.0,萬豐村,福興鄉萬豐村福工路2號,寶成公司,地下室,1.0,1784.0,134.0,24.014088243011376，120.48776932844942,,福興鄉萬豐村福工路2號
139.0,萬豐村,福興鄉萬豐村福工路2-1號,臺全油封公司,地下室,1.0,565.0,153.0,24.011887431014035，120.48957061127906,,福興鄉萬豐村福工路2-1號
140.0,萬豐村,福興鄉萬豐村福工路2-1號,臺全油封公司,地下室,1.0,590.0,171.0,24.011887431014035，120.48957061127906,,福興鄉萬豐村福工路2-1號
141.0,萬豐村,福興鄉萬豐村福工路21號,明新製罐公司,地下室,1.0,160.0,40.0,24.011297737295525，120.49334463461392,,福興鄉萬豐村福工路21號
142.0,萬豐村,福興鄉萬豐村福工路21號,明新製罐公司,地下室,1.0,80.0,45.0,24.011297737295525，120.49334463461392,,福興鄉萬豐村福工路21號
143.0,萬豐村,福興鄉萬豐村福工路7號,統岳公司,地下室,1.0,1033.0,176.0,24.011622358855686，120.48868543656792,,福興鄉萬豐村福工路7號
144.0,萬豐村,福興鄉萬豐村福工路11號,依必朗化學公司,地下室,1.0,1690.0,42.0,24.011441363294512，120.48987090296019,,福興鄉萬豐村福工路11號
145.0,萬豐村,福興鄉萬豐村福工路16號,元毅工業公司,地下室,1.0,60.0,32.0,24.012422089492087，120.49321899325724,,福興鄉萬豐村福工路16號
146.0,萬豐村,福興鄉萬豐村福工路17號,加興企業,地下室,1.0,136.0,266.0,24.011047656921054，120.49270198108178,,福興鄉萬豐村福工路17號
147.0,萬豐村,福興鄉萬豐村福工路20號,協成發實業有限公司,地下室,1.0,150.0,74.0,24.01327606910835，120.49349913258628,,福興鄉萬豐村福工路20號
148.0,萬豐村,福興鄉萬豐村福工路27號,利慶工業,地下室,1.0,38.0,219.0,24.012379673088233，120.49366413418142,,福興鄉萬豐村福工路27號
149.0,萬豐村,福興鄉萬豐村興業路7號,榮輪科技,地下室,1.0,646.0,195.0,24.013731974786232，120.49136878356836,,福興鄉萬豐村興業路7號
150.0,萬豐村,福興鄉萬豐村興業路13號,二億企業,地下室,1.0,265.0,247.0,24.012827958025746，120.49190094093878,,福興鄉萬豐村興業路13號
151.0,萬豐村,福興鄉萬豐村興業路13號,二億企業,地下室,1.0,146.0,256.0,24.012827958025746，120.49190094093878,,福興鄉萬豐村興業路13號
152.0,萬豐村,福興鄉萬豐村興業路15號,二億企業,地下室,1.0,296.0,351.0,24.012827958025746，120.49190094093878,,福興鄉萬豐村興業路15號
153.0,萬豐村,福興鄉萬豐村興業路16號,二億企業,地下室,1.0,75.0,31.0,24.012827958025746，120.49190094093878,,福興鄉萬豐村興業路16號
154.0,萬豐村,福興鄉萬豐村興業路5號,乃興企業,地下室,1.0,153.0,196.0,24.014106385140444，120.49025594473848,,福興鄉萬豐村興業路5號
155.0,埔崙村,秀水鄉埔崙村三越街82號,三越紡織公司,地下室,1.0,60.0,93.0,24.027210973484113，120.48974054087635,,秀水鄉埔崙村三越街82號
156.0,埔崙村,秀水鄉埔崙村三越街82號,三越紡織公司,地下室,1.0,520.0,104.0,24.027210973484113，120.48974054087635,,秀水鄉埔崙村三越街82號
157.0,福安村,秀水鄉福安村中山路364號,秀水高工,地下室,1.0,518.0,87.0,24.034498291327985，120.4993130541568,,秀水鄉福安村中山路364號
158.0,福安村,秀水鄉福安村中山路362號,秀水高工,地下室,1.0,480.0,108.0,24.034498291327985，120.4993130541568,,秀水鄉福安村中山路362號
159.0,福安村,秀水鄉福安村中山路364號,秀水高工,地下室,1.0,424.0,127.0,24.034498291327985，120.4993130541568,,秀水鄉福安村中山路364號
160.0,福安村,秀水鄉福安村中山路364號,秀水高工,地下室,1.0,346.0,143.0,24.034498291327985，120.4993130541568,,秀水鄉福安村中山路364號
161.0,福安村,秀水鄉福安村中山路364號,秀水高工,地下室,1.0,1180.0,205.0,24.034498291327985，120.4993130541568,,秀水鄉福安村中山路364號
162.0,福安村,秀水鄉福安村中山路364號,秀水高工,地下室,1.0,1181.0,296.0,24.034498291327985，120.4993130541568,,秀水鄉福安村中山路364號
