類別,建築物名稱,電腦編號,村里別,緯經度,地下樓層數,可容納人數,轄管分局,備註,停車場坡道,"unnamed (1)","unnamed (2)","unnamed (3)",placemark_address
公寓,双得統領大廈,EMA00093,文化里,"24.9897422,121.3120033",1,190.0,桃園分局,," ",,,,桃園區民權路4號
大樓,桃園市桃園區桃園國民小學,EMA00095,文化里,"24.9920468,121.310755",1、2,977.0,桃園分局,,O,,,,桃園區民權路67號
公寓,桃園市桃園區桃園國民小學,EMA00096,文化里,"24.9920468,121.310755",1,88.0,桃園分局,," ",,,,桃園區民權路67號
大樓,私人住宅,EMA00111,武陵里,"24.9914881,121.3147414",1、2,518.0,桃園分局,,O,,,,桃園區民生路70號
公寓,私人住宅,EMA00116,武陵里,"24.9892038,121.3118462",1,22.0,桃園分局,," ",,,,桃園區武昌街5號
大樓,私人住宅,EMA11151,南華里,"24.9910727,121.3067817",1、2、3、4,3497.0,桃園分局,,O,,,,桃園區三民路三段343號
公寓,私人住宅,EMA01051,南華里,"24.9894198,121.3124086",1,21.0,桃園分局,,,,,,桃園區大同路43號
公寓,私人住宅,EMA01192,武陵里,"24.9890467,121.3115148",1,80.0,桃園分局,,,,,,桃園區大同路69號
公寓,私人住宅,EMA00119,武陵里,"24.9890798,121.3112179",1,70.0,桃園分局,,,,,,桃園區大同路77號之1
公寓,私人住宅,EMA00118,武陵里,"24.9890798,121.3112179",1,70.0,桃園分局,,,,,,桃園區大同路77號之2
公寓,私人住宅,EMA00117,武陵里,"24.9890798,121.3112179",1,70.0,桃園分局,,,,,,桃園區大同路77號之3
大樓,私人住宅,EMA00568,南門里,"24.9803451,121.3045712",1、2、3,2202.0,桃園分局,,O,,,,桃園區南豐街322號
大樓,私人住宅,EMA00573,南門里,"24.9802976,121.3045101",1、2、3,481.0,桃園分局,,,,,,桃園區南豐街324號
大樓,私人住宅,EMA00587,南門里,"24.9799534,121.3044223",1、2、3,981.0,桃園分局,," ",,,,桃園區南豐街338號
公寓,私人住宅,EMA01145,武陵里,"24.9900198,121.3132231",1,21.0,桃園分局,," ",,,,桃園區中正路20號
公寓,私人住宅,EMA00163,萬壽里,"24.9907811,121.318087",1,162.0,桃園分局,," ",,,,桃園區復興路13號
公寓,晴空宿社區,EMA00122,東山里,"24.993373,121.3165156",1,56.0,桃園分局,,,,,,桃園區鎮江街62號
公寓,龍威商業大樓,EMA00120,東山里,"24.9910539,121.316903",1,20.0,桃園分局,,,,,,桃園區復興路68巷12號
公寓,龍威商業大樓,EMA00123,東山里,"24.9911036,121.3171201",1,1441.0,桃園分局,,O,,,,桃園區復興路70號
大樓,福星大廈,EMA00121,東山里,"24.9911173,121.3163309",1、2,485.0,桃園分局,,O,,,,桃園區復興路80號
大樓,國泰人壽,EMA00162,萬壽里,"24.9903795,121.316944",1、2,609.0,桃園分局,,O,,,,桃園區萬壽路3段188號
公寓,私人住宅,EMA00124,東門里,"24.9960653,121.3154078",1,218.0,桃園分局,,,,,,桃園區中山東路32號之21
公寓,桃園監理站,EMA01022,南門里,"24.9787633,121.303434",1,388.0,桃園分局,,O,,,,桃園區介壽路416號
公寓,私人住宅,EMA01178,文明里,"24.9886619,121.307457",1,641.0,桃園分局,,O,,,,桃園區三民路三段415號
大樓,美琪電子股份有限公司,EMA00658,南門里,"24.9854433,121.3060402",1、2,2398.0,桃園分局,,O,,,,桃園區南豐街88號
大樓,私人住宅,EMA00639,南門里,"24.9836445,121.3055373",1、2、3,3777.0,桃園分局,,O,,,,桃園區南豐街170號
大樓,私人住宅,EMA00602,南門里,"24.981179,121.304775",1、2,2261.0,桃園分局,,O,,,,桃園區南豐街286號
大樓,私人住宅,EMA00613,南門里,"24.981281,121.3043703",1、2、3,2653.0,桃園分局,,O,,,,桃園區南豐街294巷12號
公寓,私人住宅,EMA00654,南門里,"24.982385,121.3052019",1,1692.0,桃園分局,,O,,,,桃園區南豐街230號
公寓,私人住宅,EMA06997,南門里,"24.9841089,121.3047775",1,346.0,桃園分局,,O,,,,桃園區南豐街160巷23弄3號
公寓,湛龍精密科技公司,EMA00597,南門里,"24.98285,121.3032693",1,629.0,桃園分局,,O,,,,桃園區南豐二街66號
公寓,私人住宅,EMA00607,南門里,"24.9818823,121.3051315",1,254.0,桃園分局,,O,,,,桃園區南豐街三街103-4號
公寓,富堡學府社區,EMA00168,南門里,"24.9808575,121.3040144",1,2000.0,桃園分局,,O,,,,桃園區漢中路110號
公寓,私人住宅,EMA00167,南門里,"24.9834922,121.3038266",1,66.0,桃園分局,,,,,,桃園區漢中路224號
公寓,長壽富貴社區,EMA01177,南門里,"24.9847029,121.305004",1,32.0,桃園分局,,,,,,桃園市桃園區建國路309號
大樓,私人住宅,EMA00595,南門里,"24.9804438,121.3044648",1、2、3,978.0,桃園分局,,,,,,桃園區南豐街320號
大樓,桃園聖母聖心天主堂,EMA11160,東山里,"24.9935313,121.3155343",1、2,26.0,桃園分局,,,,,,桃園區成功路二段56號
大樓,來來大亨大樓,EMA01018,東門里,"24.9961392,121.313468",1、2、3,4353.0,桃園分局,,O,,,,桃園區朝陽街7號
大樓,私人住宅,EMA00176,東門里,"24.9949687,121.3164589",1、2,1252.0,桃園分局,,,,,
大樓,私人住宅,EMA00178,東門里,"24.994964,121.3164416",1、2,1668.0,桃園分局,機械式入口,,,,
公寓,私人住宅,EMA01106,東門里,"24.9942879,121.316374",1,9.0,桃園分局,,,,,,桃園區成功路二段71號
大樓,巴黎站前大樓,EMA01020,文化里,"24.9911358,121.3119534",1、2,788.0,桃園分局,,,,,,桃園區中華路1號
大樓,私人住宅,EMA00104,文化里,"24.9907663,121.3105851",1、2,426.0,桃園分局,,,,,,桃園區中華路49號
公寓,私人住宅,EMA00107,文化里,"24.9900639,121.3128379",1,117.0,桃園分局,,,,,,桃園區中正路35號
公寓,私人住宅,EMA00106,文化里,"24.9901939,121.31292",1,126.0,桃園分局,,,,,,桃園區中正路37號
公寓,私人住宅,EMA00105,文化里,"24.9902399,121.312903",1,106.0,桃園分局,,,,,,桃園區中正路39號
大樓,麥當勞桃園中正店,EMA00109,武陵里,"24.9910697,121.3129895",1、2,1820.0,桃園分局,,O,,,,桃園區中正路50號
公寓,桃園成功路郵局,EMA00102,文化里,"24.9920958,121.3112131",1,1346.0,桃園分局,,O,,,,桃園區成功路一段51號
大樓,私人住宅,EMA01160,南門里,"24.9797645,121.3047276",1、2、3、4、5,2674.0,桃園分局,,O,,,,桃園區介壽路354號
公寓,墊腳石圖書文化廣場桃園店,EMA00097,文化里,"24.9907536,121.3106253",1,298.0,桃園分局,,,,,,桃園區中華路51號
大樓,站前角間大樓,EMA01213,武陵里,"24.9922051,121.3124477",1、2,80.0,桃園分局,,,,,,桃園區中正路66號
公寓,和雲行動服務股份有限公司桃園水利綜合大樓,EMA01019,文化里,"24.9903137,121.3113974",1,278.0,桃園分局,,,,,,桃園區復興路186號
公寓,私人住宅,EMA01109,武陵里,"24.990344,121.3142295",1,237.0,桃園分局,,,,,,桃園區大同路24號
公寓,私人住宅,EMA01105,武陵里,"24.989482,121.3124979",1,9.0,桃園分局,,,,,,桃園區大同路41號
公寓,桃客旅行社,EMA01268,武陵里,"24.9895717,121.3121935",1,26.0,桃園分局,,,,,,桃園區大同路48號
公寓,戀戀薇閣社區,EMA01363,東山里,"24.9908522,121.3166179",1,953.0,桃園分局,,,,,,桃園區復興路49號之1
大樓,宝麗金住辦大廈,EMA00113,武陵里,"24.9904709,121.3137189",1、2、3、4、5,2640.0,桃園分局,,O,,,,桃園區復興路99號
公寓,環球財經大樓,EMA00112,武陵里,"24.9910702,121.3144578",1,1184.0,桃園分局,,O,,,,桃園區復興路110號
公寓,中山東路社區公寓,EMA00132,東門里,"24.9957963,121.3146519",1,37.0,桃園分局,,,,,,桃園區中山東路2巷12號之4
大樓,私人住宅,EMA00130,東門里,"24.9959906,121.3152996",1、2,68.0,桃園分局,,,,,
大樓,私人住宅,EMA00129,東門里,"24.995561,121.3133638",1、2,113.0,桃園分局,,,,,,桃園區中山東路3號
大樓,私人住宅,EMA00127,東門里,"24.9955085,121.3129436",1、2,94.0,桃園分局,,,,,,桃園區中山東路5號
大樓,私人住宅,EMA00125,東門里,"24.9959417,121.3140844",1、2,3432.0,桃園分局,,,,,,桃園區中山東路29號
大樓,桃園市桃園區東門國民小學,EMA00128,東門里,"24.9949449,121.31445",1、2,2265.0,桃園分局,,O,,,,桃園區東國街41號
大樓,桃園市桃園區東門國民小學,EMA01364,東門里,"24.9944936,121.3152904",1、2,1366.0,桃園分局,,O,,,,桃園區東國街14號
大樓,東國商務會館,EMA00126,東門里,"24.9966503,121.3139712",1、2,1373.0,桃園分局,,O,,,
公寓,"財團法人台灣省桃園縣 桃園佛教蓮社",EMA00133,東門里,"24.9961911,121.3137269",1,98.0,桃園分局,,,,,,桃園區朝陽街12號
大樓,私人住宅,EMA01294,東門里,"24.997443,121.313674",1、2,465.0,桃園分局,,,,,,桃園區朝陽街16號
公寓,私人住宅,EMA01110,東山里,"24.993601,121.31637",1,21.0,桃園分局,,,,,,桃園區鎮江街57號
公寓,美人魚酒吧,EMA00150,南華里,"24.9897888,121.3078693",1,64.0,桃園分局,,,,,,桃園區中華路123號
公寓,私人住宅,EMA00151,南華里,"24.9911259,121.3084171",1,36.0,桃園分局,,,,,,桃園區南華街84號
大樓,第一商業銀行桃園分行,EMA00172,文明里,"24.9901533,121.3097048",1、2、3,3550.0,桃園分局,,O,,,,桃園區民族路55號
大樓,民族路85號華廈,EMA00171,文明里,"24.9912629,121.30931",1、2,421.0,桃園分局,,,,,,桃園區民族路85號
大樓,私人住宅,EMA00179,東門里,"24.9940415,121.3153809",1、2,2494.0,桃園分局,,O,,,,桃園區成功路2段31號
公寓,私人住宅,EMA11227,經國里,"25.011287,121.307676",1,52.0,桃園分局,,,,,,桃園區慈文路54號
公寓,大亨福第社區,EMA11228,同安里,"25.0141666,121.3038301",1,46.0,桃園分局,,,,,,桃園區大興西路一段188號
公寓,私人住宅,EMA11229,自強里,"25.0202742,121.3032654",1,106.0,桃園分局,,,,,,桃園區南平路116號
大樓,全球家OK社區,EMA00230,經國里,"25.0168471,121.3051763",1、2、3,2405.0,桃園分局,,O,,,,桃園區經國路387號
公寓,龍鳳經國社區,EMA00231,經國里,"25.017411,121.304926",1,937.0,桃園分局,,,,,,桃園區經國路399號
公寓,私人住宅,EMA00232,新埔里,"25.0173127,121.3034044",1,22.0,桃園分局,,,,,,桃園區同安街336巷11號
公寓,私人住宅,EMA00233,新埔里,"25.0177198,121.3023586",1,37.0,桃園分局,,,,,,桃園區同安街370號
公寓,私人住宅,EMA00234,新埔里,"25.0180819,121.3021242",1,32.0,桃園分局,,,,,,桃園區同安街390號
公寓,私人住宅,EMA00235,新埔里,"25.0181465,121.3021437",1,45.0,桃園分局,,,,,,桃園區同安街392號
公寓,私人住宅,EMA00236,新埔里,"25.0172722,121.3026753",1,41.0,桃園分局,,,,,,桃園區同安街350號
公寓,私人住宅,EMA00237,新埔里,"25.0185864,121.3028776",1,556.0,桃園分局,,,,,,桃園區天祥五街54號
公寓,私人住宅,EMA00238,新埔里,"25.0183081,121.3028678",1,137.0,桃園分局,,,,,,桃園區天祥五街53號
公寓,私人住宅,EMA00239,經國里,"25.0109071,121.3066136",1,52.0,桃園分局,,,,,,桃園區慈文路56號
公寓,私人住宅,EMA00240,經國里,"25.011287,121.307676",1,52.0,桃園分局,,,,,,桃園區慈文路58號
大樓,"中華電信股份有限公司北區分公司 桃園營運處網路管理科",EMA00241,經國里,"25.0130198,121.3050745",1、2,1094.0,桃園分局,,O,,,,桃園區同安街322號
公寓,私人住宅,EMA00242,經國里,"25.0109131,121.3067201",1,186.0,桃園分局,,,,,,桃園區慈文路52號
公寓,私人住宅,EMA00243,經國里,"25.011287,121.307676",1,52.0,桃園分局,,,,,,桃園區慈文路50號
公寓,私人住宅,EMA00724,信光里,"25.0063767,121.3038544",1,28.0,桃園分局,,,,,,桃園區中正路682號
公寓,精華大樓,EMA00725,東埔里,"25.004938,121.3050855",1,78.0,桃園分局,,,,,,桃園區信光路123號
公寓,私人住宅,EMA00726,信光里,"25.0061482,121.3046566",1,377.0,桃園分局,,,,,,桃園區埔江街24號
公寓,私人住宅,EMA00730,信光里,"25.006526,121.304967",1,21.0,桃園分局,,,,,,桃園區大連二街29號
公寓,私人住宅,EMA00731,信光里,"25.0050494,121.3049211",1,105.0,桃園分局,,,,,,桃園區信光路118號
公寓,私人住宅,EMA00732,信光里,"25.006733,121.30492",1,26.0,桃園分局,,,,,,桃園區大連二街35號
公寓,私人住宅,EMA00733,信光里,"25.0061964,121.3052074",1,45.0,桃園分局,,,,,,桃園區大連二街17號之1
公寓,私人住宅,EMA00734,信光里,"25.0063202,121.3057296",1,25.0,桃園分局,,,,,,桃園區埔江街2號之1
公寓,私人住宅,EMA00735,信光里,"25.0064436,121.3054366",1,24.0,桃園分局,,,,,,桃園區大連二街30巷2號之1
公寓,私人住宅,EMA00736,信光里,"25.0066202,121.3056336",1,28.0,桃園分局,,,,,,桃園區大連一街25號之1
公寓,私人住宅,EMA00737,信光里,"25.0063739,121.3053544",1,18.0,桃園分局,,,,,,桃園區大連二街26號之1
公寓,私人住宅,EMA00758,春日里,"25.0186594,121.3090772",1,24.0,桃園分局,,,,,,桃園區向善街10號
大樓,慶暘世居社區,EMA00775,春日里,"25.0176474,121.3111212",1、2,628.0,桃園分局,,,,,,桃園區大業路二段66號
公寓,嘉景特區社區,EMA00783,會稽里,"25.0144729,121.315476",1,1516.0,桃園分局,,,,,,桃園區興一街98號
公寓,台北檳城大興座社區,EMA00786,會稽里,"25.0159709,121.3141279",1,1001.0,桃園分局,,O,,,,桃園區大興路251號
公寓,私人住宅,EMA00789,會稽里,"25.0157446,121.314895",1,105.0,桃園分局,,,,,,桃園區興一街45號
大樓,台北檳城大有座社區,EMA00791,檜樂里,"25.014592,121.317917",1、2、3,10994.0,桃園分局,,O,,,,桃園區民有東路38號
公寓,賽珍珠系列NO.5社區,EMA00792,會稽里,"25.014891,121.3162759",1,1057.0,桃園分局,,O,,,,桃園區興一街110號
大樓,羅丹二期社區,EMA00793,會稽里,"25.014855,121.317056",1、2、3,3082.0,桃園分局,,O,,,,桃園區大有路541號
公寓,現代名門社區,EMA00794,會稽里,"25.0147859,121.3170934",1,709.0,桃園分局,,,,,,桃園區大有路539號
公寓,私人住宅,EMA00795,會稽里,"25.0172253,121.3148786",1,18.0,桃園分局,,,,,,桃園區興二街06號
公寓,私人住宅,EMA00814,汴洲里,"25.0258307,121.3113389",1,108.0,桃園分局,,,,,,桃園區峨嵋二街30號
公寓,私人住宅,EMA00815,汴洲里,"25.0215405,121.3101267",1,300.0,桃園分局,,,,,,桃園區大業路二段264之1號
公寓,私人住宅,EMA00816,汴洲里,"25.0234111,121.3117963",1,253.0,桃園分局,,,,,,桃園區鹽務路26號之1
公寓,私人住宅,EMA00817,汴洲里,"25.0234563,121.3117498",1,254.0,桃園分局,,,,,,桃園區鹽務路28號
公寓,私人住宅,EMA00818,汴洲里,"25.0235053,121.3116839",1,438.0,桃園分局,,,,,,桃園區鹽務路30號
公寓,私人住宅,EMA00819,汴洲里,"25.0230945,121.3119712",1,105.0,桃園分局,,,,,,桃園區鹽務路20號
公寓,私人住宅,EMA00820,汴洲里,"25.0240923,121.3121323",1,220.0,桃園分局,,,,,,桃園區鹽務路22巷22號
公寓,私人住宅,EMA00821,汴洲里,"25.0260029,121.3112883",1,100.0,桃園分局,,,,,,桃園區峨嵋二街34號
公寓,私人住宅,EMA00822,汴洲里,"25.026094,121.311343",1,100.0,桃園分局,,,,,,桃園區峨嵋二街38號
公寓,私人住宅,EMA00823,汴洲里,"25.0230655,121.3088944",1,105.0,桃園分局,,,,,,桃園區鹽庫街49號
大樓,私人住宅,EMA00844,汴洲里,"25.0256261,121.3042643",1、2,242.0,桃園分局,,,,,,桃園區春日路1651巷46號
公寓,私人住宅,EMA00845,汴洲里,"25.0261857,121.3050553",1,82.0,桃園分局,,,,,,桃園區春日路1651巷12弄5號
公寓,私人住宅,EMA00846,汴洲里,"25.0263,121.305377",1,90.0,桃園分局,,,,,,桃園區春日路1651巷12弄6號
公寓,私人住宅,EMA00847,汴洲里,"25.0262451,121.3050259",1,82.0,桃園分局,,,,,,桃園區春日路1651巷12弄7號
公寓,私人住宅,EMA00848,汴洲里,"25.0264274,121.305332",1,76.0,桃園分局,,,,,,桃園區春日路1651巷12弄10號
公寓,私人住宅,EMA00849,汴洲里,"25.0261789,121.3050015",1,92.0,桃園分局,,,,,,桃園區春日路1651巷24弄8號
公寓,私人住宅,EMA00850,汴洲里,"25.0258269,121.3043774",1,77.0,桃園分局,,,,,,桃園區春日路1651巷36弄5號
大樓,企業財星大樓,EMA00851,汴洲里,"25.0274491,121.3011937",1、2,617.0,桃園分局,,,,,,桃園區經國路618號
大樓,私人住宅,EMA00852,汴洲里,"25.0326953,121.3016604",1、2,1902.0,桃園分局,,O,,,,桃園區和愛街11號
公寓,私人住宅,EMA00856,汴洲里,"25.028361,121.306005",1,42.0,桃園分局,,,,,,桃園區春日路1414巷13號
公寓,私人住宅,EMA00858,汴洲里,"25.0282313,121.3060178",1,42.0,桃園分局,,,,,,桃園區春日路1414巷11號
公寓,私人住宅,EMA00859,汴洲里,"25.0318795,121.3008336",1,61.0,桃園分局,,,,,,桃園區有恆街92號
公寓,私人住宅,EMA00860,汴洲里,"25.0285215,121.3063754",1,41.0,桃園分局,,,,,,桃園區春日路1414巷25號
公寓,私人住宅,EMA00861,汴洲里,"25.0285235,121.3065034",1,41.0,桃園分局,,,,,,桃園區春日路1414巷27號
大樓,私人住宅,EMA00862,汴洲里,"25.0294631,121.3043759",1、2,1608.0,桃園分局,,O,,,,桃園區春日路1775巷25號
公寓,私人住宅,EMA00872,春日里,"25.0159909,121.3108843",1,288.0,桃園分局,,,,,,桃園區大興路156號
公寓,私人住宅,EMA00873,春日里,"25.0186601,121.3092015",1,37.0,桃園分局,,,,,,桃園區向善街16號
公寓,私人住宅,EMA00874,春日里,"25.0157929,121.310976",1,34.0,桃園分局,,,,,,桃園區大興路160號
公寓,春日市民活動中心,EMA00875,春日里,"25.0216422,121.3124114",1,153.0,桃園分局,,,,,,桃園區至善街133號
公寓,私人住宅,EMA00876,春日里,"25.0159044,121.3120047",1,142.0,桃園分局,,,,,,桃園區大興路188號
大樓,台北東京社區,EMA01025,檜樂里,"25.0159873,121.3169194",1、2,6100.0,桃園分局,,O,,,,桃園區大有路646號
大樓,天下大觀社區,EMA01029,同安里,"25.0125701,121.3015228",1、2,4586.0,桃園分局,,O,,,,桃園區大興西路一段317號
大樓,哈佛名門,EMA01030,信光里,"25.0076197,121.308167",1、2,4294.0,桃園分局,,O,,,,桃園市桃園區民生路665號
公寓,私人住宅,EMA01031,莊敬里,"25.0239861,121.29619",1,89.0,桃園分局,,,,,,桃園區莊敬路一段350號
大樓,台北捷豹社區,EMA01064,自強里,"25.021957,121.303438",1、2,2076.0,桃園分局,,O,,,,桃園區經國路280號
大樓,EQ別墅社區,EMA01065,莊敬里,"25.0251515,121.2966547",1、2,2698.0,桃園分局,,O,,,,桃園區莊二街12號
大樓,長榮矽谷大樓,EMA01081,汴洲里,"25.0326694,121.300596",1、2,5345.0,桃園分局,,O,,,,桃園區經國路888號
大樓,富貴園社區,EMA01083,經國里,"25.0171934,121.3037199",1、2,3108.0,桃園分局,,O,,,,桃園區同安街336巷28號
公寓,私人住宅,EMA01086,同安里,"25.0209836,121.2997669",1,124.0,桃園分局,,,,,,桃園區同安街505號
大樓,春虹福星社區,EMA01096,春日里,"25.0213787,121.3118559",1、2,516.0,桃園分局,,,,,,桃園區至善街91號
