類別,編號,里別,地址,Location,地下層數位址,可容納人數,備註
一般建築,C0251,藍田里,高雄市楠梓區藍田里高雄大學路375號,"22.728638,120.284242",1,1100.0,
一般建築,C0252,藍田里,高雄市楠梓區藍田里高雄大學路377號,"22.72872918,120.284446825022",1.2,1024.0,
一般建築,C0253,藍田里,高雄市楠梓區藍田里高雄大學路397號,"22.729299,120.284242",1.2.3,4800.0,
一般建築,C0254,藍田里,高雄市楠梓區藍田里高雄大學路636號,"22.73189589,120.284824881813",1,1472.0,
學校,C0255,藍田里,高雄市楠梓區藍田里高雄大學路700號,"22.733891,120.28281",1,14256.0,
一般建築,C0256,藍田里,高雄市楠梓區藍田里援中路100號,"22.727229,120.296193",1.2.3,4368.0,
一般建築,C0257,藍田里,高雄市楠梓區藍田里藍田路845號,"22.727761,120.282218",1,2378.0,
學校,C0258,藍田里,高雄市楠梓區藍田里藍昌路416號,"22.729485,120.292212",1,2451.0,
工廠,C0259,大莊里,高雄市岡山區大莊里聖得路1號,"22.802143,120.313613",1,699.0,
政府機關,C0260,大遼里,高雄市岡山區大遼里岡山南路46號,"22.783512,120.29816",1,2046.0,
工廠,C0261,中崎里,高雄市橋頭區中崎里中崎村中崎路36號,"22.762871,120.32196",1,83.0,
宗教設施,C0262,仁壽里,高雄市岡山區仁壽里中華路116號,"22.79427466,120.288232996187",1,1184.0,
民間組織,C0263,仁壽里,高雄市岡山區仁壽里中華路68之5號,"22.793005,120.28849",1,190.0,
政府機關,C0264,仁壽里,高雄市岡山區仁壽里仁壽路53號,"22.791381,120.289145",1,1295.0,
一般建築,C0265,仁壽里,高雄市岡山區仁壽里公園西路3段163號,"22.792287,120.284837",1,3198.0,
工廠,C0266,文安里,高雄市彌陀區文安里文安路156號,"22.794889,120.234667",1,49.0,
一般建築,C0267,仕和里,高雄市橋頭區仕和里南溝路金福二巷39號,"22.752113,120.306603",1,3090.0,
政府機關,C0268,仕隆里,高雄市橋頭區仕隆里隆豐路121號,"22.755523,120.306056",1,1169.0,
一般建築,C0269,仕豐里,高雄市橋頭區仕豐里仕豊路146之30號,"22.748422,120.306843",1,4084.0,
一般建築,C0270,仕豐里,高雄市橋頭區仕豐里仕豐南路100號,"22.748339,120.309119",1,2306.0,
一般建築,C0271,台上里,高雄市岡山區台上里大新街168號等,"22.80540587,120.303419125024",2,3738.0,
工廠,C0272,台上里,高雄市岡山區台上里大寶街27號,"22.805367,120.289702",1,98.0,
工廠,C0273,台上里,高雄市岡山區台上里嘉新東路100號,"22.808119,120.302618",1,162.0,
學校,C0274,平安里,高雄市岡山區平安里柳橋東路36號,"22.79112486,120.293796425023",1,42.0,
工廠,C0275,本洲里,高雄市岡山區本洲里本洲路55之10號,"22.805588,120.276701",1,290.0,
工廠,C0276,本洲里,高雄市岡山區本洲里岡山北路120號,"22.812495,120.277024",1,1190.0,
政府機關,C0277,永安里,高雄市永安區永安里永安路34號,"22.818428,120.224104",1,426.0,
一般建築,C0278,白樹里,高雄市橋頭區白樹里建樹路美德巷119號,"22.762050601720016, 120.30245091094054",1,3114.0,
一般建築,C0279,白樹里,高雄市橋頭區白樹里樹德路24號,"22.759108,120.305065",1,1279.0,
工廠,C0280,同安里,高雄市梓官區同安里大舍東路293號,"22.753339,120.266397",1,157.0,
工廠,C0281,安招里,高雄市燕巢區安招里中安路130號,"22.78712,120.353802",1,449.0,
工廠,C0282,安招里,高雄市燕巢區安招里安招路639號,"22.785855,120.328489",1,583.0,
辦公室,C0283,安招里,高雄市燕巢區安招里安招路643號,"22.788467,120.327287",1,18.0,
政府機關,C0284,安招里,高雄市燕巢區安招里安南路1號,"22.786235,120.340908",1,90.0,
學校,C0285,竹圍里,高雄市岡山區竹圍里大仁北路1號,"22.802975,120.30283",1,2298.0,
一般建築,C0286,竹圍里,"高雄市岡山區竹圍里竹圍西街 278號","22.797901,120.300466",1,376.0,
一般建築,C0287,竹圍里,高雄市岡山區竹圍里竹圍西街234號,"22.798053965567565, 120.30075348152477",1,1573.0,
一般建築,C0288,竹圍里,"高雄市岡山區竹圍里竹圍東街 180號","22.798878,120.303693",1,702.0,
一般建築,C0289,竹圍里,高雄市岡山區竹圍里竹圍東街199號,"22.79821,120.304008",2,2134.0,
一般建築,C0290,竹圍里,高雄市岡山區竹圍里竹圍東街81-85號,"22.80224565,120.303613009515",1,1760.0,
一般建築,C0291,竹圍里,高雄市岡山區竹圍里竹圍南街71號,"22.799988762227176, 120.30266015302715",1,489.0,
一般建築,C0292,竹圍里,高雄市岡山區竹圍里竹圍南路99號,"22.800326,120.303364",1,1760.0,
一般建築,C0293,竹圍里,高雄市岡山區竹圍里忠誠街219號,"22.802579,120.296634",3,1819.0,
工廠,C0294,西林里,高雄市橋頭區西林里西林路149號,"22.764413,120.285706",1,87.0,
工廠,C0295,西林里,高雄市橋頭區西林里芋林路301號,"22.76464916,120.283485561869",1,719.0,
工廠,C0296,西林里,高雄市橋頭區西林里芋林路311號,"22.764823,120.28462",1,125.0,
政府機關,C0297,西燕里,高雄市燕巢區西燕里中民路492號,"22.793386,120.364287",1,206.0,
辦公室,C0298,西燕里,高雄市燕巢區西燕里中西路199號,"22.794651,120.358352",1,592.0,
辦公室,C0299,西燕里,高雄市燕巢區西燕里中華路106號,"22.795047,120.362312",1,181.0,
工廠,C0300,芋寮里,高雄市橋頭區芋寮里芋寮路296之2號,"22.763596,120.274977",1,2061.0,
工廠,C0301,芋寮里,高雄市橋頭區芋寮里芋寮路296號,"22.763771058382854, 120.27678952735553",1,110.0,
工廠,C0302,芋寮里,高雄市橋頭區芋寮里芋寮路296號,"22.7636796804153, 120.27677961767675",1,246.0,
工廠,C0303,芋寮里,高雄市橋頭區芋寮里芋寮路297之5號,"22.763722,120.27562",1,848.0,
工廠,C0304,芋寮里,高雄市橋頭區芋寮里芋寮路301號,"22.762405,120.27535",1,72.0,
工廠,C0305,芋寮里,高雄市橋頭區芋寮里芋寮路317號,"22.763549,120.275104",1,586.0,
工廠,C0306,角宿里,高雄市燕巢區角宿里中安路600號,"22.782784,120.340952",1,141.0,
工廠,C0307,角宿里,高雄市燕巢區角宿里四林路106號,"22.778721,120.348177",1,104.0,
工廠,C0308,角宿里,高雄市燕巢區角宿里四林路108號,"22.778603,120.349236",1,149.0,
工廠,C0309,角宿里,高雄市燕巢區角宿里四林路116號,"22.774063,120.345443",1,80.0,
工廠,C0310,角宿里,高雄市燕巢區角宿里四林路123號,"22.776398,120.346577",1,117.0,
工廠,C0311,角宿里,高雄市燕巢區角宿里四林路124號,"22.77605,120.345982",1,59.0,
工廠,C0312,角宿里,高雄市燕巢區角宿里四林路133號,"22.776288,120.347376",1,145.0,
工廠,C0313,角宿里,高雄市燕巢區角宿里四林路134號,"22.777152,120.344813",1,243.0,
工廠,C0314,角宿里,高雄市燕巢區角宿里安新路360號,"22.782342,120.334412",1,402.0,
工廠,C0315,角宿里,高雄市燕巢區角宿里角村四林路122號,"22.776232,120.345853",1,444.0,
工廠,C0316,赤崁里,高雄市梓官區赤崁里赤崁北路336號,"22.74502,120.24651",1,142.0,
工廠,C0317,典寶里,高雄市梓官區茄典里嘉展路152號,"22.737829,120.26069",1,74.0,
宗教設施,C0318,典寶里,高雄市梓官區茄典里嘉展路467之1號,"22.734643,120.253488",1,139.0,
工廠,C0319,協和里,高雄市岡山區協和里後育英路168之1號,"22.794146,120.280546",1,181.0,
一般建築,C0320,協榮里,高雄市岡山區協榮里久和路28號,"22.783625,120.28147",1,1002.0,
辦公室,C0321,協榮里,高雄市岡山區協榮里介壽西路25號,"22.783944,120.283764",2,398.0,
一般建築,C0322,岡山里,高雄市岡山區岡山里岡山路172號,"22.790139,120.296601",1,3026.0,
郵局,C0323,岡山里,高雄市岡山區岡山里岡山路21號,"22.786797,120.296488",1,20.0,
辦公室,C0324,岡山里,高雄市岡山區岡山里岡山路339號,"22.796244,120.295451",3,523.0,
政府機關,C0325,岡山里,高雄市岡山區岡山里岡山路343號,"22.797353,120.295026",1,270.0,
醫院照護,C0326,岡山里,高雄市岡山區岡山里岡山路372號,"22.794059,120.295974",1,288.0,
醫院照護,C0327,岡山里,高雄市岡山區岡山里岡山路428號,"22.795756,120.295867",1,306.0,
政府機關,C0328,岡山里,高雄市岡山區岡山里岡山路434號,"22.796053,120.295899",1,2382.0,
學校,C0329,壽天里,高雄市岡山區壽天里岡山路533號,"22.802568,120.289468",1,733.0,
醫院照護,C0330,岡山里,高雄市岡山區岡山里岡山路92號,"22.787987,120.296788",1,1285.0,
學校,C0331,東林里,高雄市橋頭區東林里芋寮路1號,"22.758063,120.291943",1,1500.0,
學校,C0332,東燕里,高雄市燕巢區東燕里後角巷6號,"22.794239,120.36548",1,21.0,
工廠,C0333,保寧里,高雄市永安區保寧里保興二路10號,"22.825534,120.25114",1,55.0,
商場,C0334,信蚵里,高雄市梓官區信蚵里中正路77號,"22.727672,120.257195",1,1736.0,
政府機關,C0335,信蚵里,高雄市梓官區信蚵里漁港二路32號,"22.726437,120.255958",1,346.0,
辦公室,C0336,信義里,高雄市岡山區信義里介壽路3號,"22.78457388,120.29004326735",1,78.0,
學校,C0337,信義里,高雄市岡山區信義里介壽路60號,"22.785034,120.28671",1,640.0,
一般建築,C0338,信義里,高雄市岡山區信義里介壽路76號,"22.78464,120.292304",1,266.0,
學校,C0339,信義里,高雄市岡山區信義里樹人路1號,"22.789449,120.28842",1,654.0,
一般建築,C0340,前峰里,高雄市岡山區前峰里公園西路3段100號,"22.793873,120.284268",1,480.0,
一般建築,C0341,前峰里,高雄市岡山區前峰里公園西路3段84巷27號,"22.794569100089763, 120.28315215198415",1,40.0,
辦公室,C0342,前峰里,高雄市岡山區前峰里民族路88號,"22.793392,120.287188",1,621.0,
工廠,C0343,南寮里,高雄市彌陀區南寮里新莊路107號,"22.75886773,120.244438048175",1,144.0,
政府機關,C0344,南燕里,高雄市燕巢區南燕里中民路577號,"22.793101,120.362539",1,820.0,
一般建築,C0345,南燕里,高雄市燕巢區南燕里中民路707巷7號,"22.792619,120.358783",1,639.0,
醫院照護,C0346,南燕里,高雄市燕巢區南燕里中興路431號,"22.782198,120.362007",1,221.0,
一般建築,C0347,後協里,高雄市岡山區後協里大義二路92號,"22.788308,120.285031",1,1758.0,
一般建築,C0348,後協里,高雄市岡山區後協里協德街2號,"22.787626,120.282976",1,2240.0,
一般建築,C0349,後紅里,高雄市岡山區後紅里大仁南路137巷10號,"22.788792,120.303162",1,2809.0,
一般建築,C0350,後紅里,高雄市岡山區後紅里大仁南路148號,"22.787989,120.302432",1,1092.0,
一般建築,C0351,後紅里,高雄市岡山區後紅里大德二路187號,"22.789417,120.303562",1,94.0,
一般建築,C0352,後紅里,高雄市岡山區後紅里大德三路9號,"22.789256,120.302082",1,1113.0,
學校,C0353,後紅里,高雄市岡山區後紅里岡燕路238號,"22.791083,120.30327",1,121.0,
工廠,C0354,為隨里,高雄市岡山區為隨里為隨路76號,"22.817086,120.291929",1,68.0,
辦公室,C0355,梓和里,高雄市梓官區梓和里和平路220巷40號,"22.757432,120.264405",1,89.0,
學校,C0356,梓和里,高雄市梓官區梓和里進學路61號,"22.759594,120.264663",1,643.0,
政府機關,C0357,梓信里,高雄市梓官區梓信里公館路45號,"22.764651,120.267641",1,107.0,
工廠,C0358,梓信里,高雄市梓官區梓信里信德街17號,"22.765166,120.255949",1,202.0,
工廠,C0359,梓信里,高雄市梓官區梓信里信德街6號,"22.765577,120.255163",1,97.0,
工廠,C0360,梓信里,高雄市梓官區梓信里信德路12號,"22.765042,120.255474",1,81.0,
郵局,C0361,梓義里,高雄市梓官區安厝里中崙路260號,"22.761236,120.268745",1,150.0,
政府機關,C0362,梓義里,高雄市梓官區梓義里中崙路316號,"22.761002,120.267469",1,697.0,
政府機關,C0363,梓義里,高雄市梓官區梓義里梓官路258號,"22.760644926609366, 120.2673158567562",1,136.0,
宗教設施,C0364,梓義里,高雄市梓官區梓義里進學路80號,"22.760732,120.264532",1,106.0,
學校,C0365,深水里,高雄市燕巢區深水里大學路1號,"22.758409,120.338027",1,1494.0,
工廠,C0366,深水里,高雄市燕巢區深水里臥牛巷5號,"22.77488915,120.383304701416",1,288.0,
學校,C0367,深水里,高雄市燕巢區深水里深中路58號,"22.79259,120.405463",1,1198.0,
學校,C0368,深水里,高雄市燕巢區深水里深中路62號,"22.781783,120.404405",1,1791.0,
醫院照護,C0369,深水里,高雄市燕巢區深水里深水路1號,"22.780995,120.418893",1,239.0,
醫院照護,C0370,深水里,高雄市燕巢區深水里深水路3之20號,"22.781645,120.416714",1,3226.0,
政府機關,C0371,程香里,高雄市岡山區程香里岡燕路387號,"22.792453,120.308691",1,1401.0,
一般建築,C0372,程香里,高雄市岡山區程香里華園路111號,"22.789103,120.305381",1,1237.0,
工廠,C0373,筆秀里,高雄市橋頭區筆秀里筆秀路88之1號,"22.76818987,120.30839492145",1,73.0,
政府機關,C0374,新莊里,高雄市橋頭區新莊里新中五街23號,"22.737183,120.303304",1,1881.0,
一般建築,C0375,新莊里,高雄市橋頭區新莊里新莊村橋新環路207號,"22.740079,120.313754",2,6732.0,
政府機關,C0377,新莊里,高雄市橋頭區新莊里經武路868號,"22.739314,120.304533",2,7009.0,
政府機關,C0378,新莊里,高雄市橋頭區新莊里經武路911號,"22.73851,120.304377",2,13083.0,
一般建築,C0379,新莊里,高雄市橋頭區新莊里橋新七路5號,"22.738126,120.31647",3,5231.0,
工廠,C0380,新港里,高雄市永安區新港里新興路1之20號,"22.815356,120.210244",1,483.0,
工廠,C0381,新港里,高雄市永安區新港里新興路1之21號,"22.816244,120.20986",1,312.0,
工廠,C0382,新港里,高雄市永安區新港里興達路6號,"22.858934,120.200537",1,630.0,
學校,C0383,嘉興里,高雄市岡山區嘉興里信中街486號,"22.816175,120.31191",1,941.0,
工廠,C0384,嘉興里,高雄市岡山區嘉興里嘉華路47號,"22.823118,120.31428",1,130.0,
學校,C0385,嘉興里,高雄市岡山區嘉興里嘉興路322號,"22.821597,120.305291",1,411.0,
工廠,C0386,嘉興里,高雄市岡山區嘉興里嘉興路641號,"22.826315,120.307401",1,959.0,
工廠,C0387,嘉興里,高雄市岡山區嘉興里興隆街576號,"22.825949,120.299674",1,90.0,
工廠,C0388,嘉興里,高雄市岡山區嘉興里興隆街602號,"22.834002,120.297385",1,2511.0,
醫院照護,C0389,壽天里,高雄市岡山區壽天里公園東路131號,"22.798645,120.290451",1,1299.0,
政府機關,C0390,壽天里,高雄市岡山區壽天里公園路50號,"22.796115,120.291073",1,581.0,
學校,C0391,壽天里,高雄市岡山區壽天里公園路52號,"22.797418,120.290167",1,768.0,
政府機關,C0392,壽天里,高雄市岡山區壽天里壽天路10號,"22.796592,120.29518",1,434.0,
活動中心,C0393,壽峰里,高雄市岡山區壽峰里前峰路102號,"22.796147,120.28682",1,284.0,
一般建築,C0394,壽峰里,高雄市岡山區壽峰里前峰路154巷10號,"22.79838,120.284715",1,240.0,
圖書館,C0395,漯底里,高雄市彌陀區漯底里四維路1之1號,"22.763302,120.244399",1,170.0,
政府機關,C0396,碧紅里,高雄市岡山區碧紅里岡燕路115號,"22.791481,120.300168",1,175.0,
學校,C0397,碧紅里,高雄市岡山區碧紅里岡燕路2巷88號,"22.792904,120.303439",1,80.0,
辦公室,C0398,碧紅里,高雄市岡山區碧紅里中山北路28號,"22.793918344302632, 120.29913983825348",2,1059.0,
宗教設施,C0399,維仁里,高雄市岡山區維仁里壽天路88號,"22.795461,120.29109",1,537.0,
工廠,C0400,維新里,高雄市永安區維新里永工一路10號,"22.814674,120.254701",1,69.0,
工廠,C0401,維新里,高雄市永安區維新里永工一路11號,"22.814229,120.253648",1,60.0,
工廠,C0402,維新里,高雄市永安區維新里永工一路15號,"22.814879,120.25357",1,69.0,
工廠,C0403,維新里,高雄市永安區維新里永工一路19號,"22.816029,120.253709",1,558.0,
工廠,C0404,維新里,高雄市永安區維新里永工一路19號,"22.81620205816521, 120.25425167261935",,189.0,
工廠,C0405,維新里,高雄市永安區維新里永工一路3號,"22.810687,120.254039",1,153.0,
工廠,C0406,維新里,高雄市永安區維新里永工一路5號,"22.811754,120.253938",1,512.0,
工廠,C0407,維新里,高雄市永安區維新里永工一路6號,"22.812259,120.254784",1,215.0,
工廠,C0408,維新里,高雄市永安區維新里永工九路2號,"22.816258,120.251328",1,68.0,
工廠,C0409,維新里,高雄市永安區維新里永工九路3號,"22.815676,120.250789",1,55.0,
工廠,C0410,維新里,高雄市永安區維新里永工二路11號,"22.813728,120.251429",1,140.0,
工廠,C0411,維新里,高雄市永安區維新里永工二路16號,"22.814781,120.252729",1,48.0,
工廠,C0412,維新里,高雄市永安區維新里永工二路18號,"22.815279,120.252342",1,707.0,
工廠,C0413,維新里,高雄市永安區維新里永工二路19號,"22.815657,120.251833",1,48.0,
工廠,C0414,維新里,高雄市永安區維新里永工二路21號,"22.816265,120.251818",1,72.0,
工廠,C0415,維新里,高雄市永安區維新里永工二路22號,"22.816389,120.252368",1,164.0,
工廠,C0416,維新里,高雄市永安區維新里永工二路6號,"22.80955,120.252348",1,700.0,
工廠,C0417,維新里,高雄市永安區維新里永工二路7號,"22.811544,120.251532",1,474.0,
工廠,C0418,維新里,高雄市永安區維新里永工三路13號,"22.814758,120.249082",1,134.0,
工廠,C0419,維新里,高雄市永安區維新里永工三路15號,"22.815902,120.24945",1,133.0,
工廠,C0420,維新里,高雄市永安區維新里永工三路15號,"22.81496390416358, 120.24984231205218",1,899.0,
工廠,C0421,維新里,高雄市永安區維新里永工三路18號,"22.81359087,120.249945825024",1,82.0,
工廠,C0422,維新里,高雄市永安區維新里永工三路2號,"22.810025,120.250444",1,97.0,
工廠,C0423,維新里,高雄市永安區維新里永工三路3號,"22.810922,120.249748",1,760.0,
工廠,C0424,維新里,高雄市永安區維新里永工三路6號,"22.81208,120.250476",1,137.0,
工廠,C0425,維新里,高雄市永安區維新里永工三路7號,"22.813179,120.249532",1,97.0,
工廠,C0426,維新里,高雄市永安區維新里永工三路7號,"22.81322662324484, 120.24980470512358",,150.0,
工廠,C0427,維新里,高雄市永安區維新里永工三路8號,"22.81303,120.250623",1,71.0,
工廠,C0428,維新里,高雄市永安區維新里永工三路9號,"22.813485,120.249736",1,122.0,
工廠,C0429,維新里,高雄市永安區維新里永工五路3號,"22.809145,120.254521",1,396.0,
工廠,C0430,維新里,高雄市永安區維新里永工五路7號,"22.808527,120.250279",1,823.0,
工廠,C0431,維新里,高雄市永安區維新里永安工業區永工三路4號,"22.811257,120.250142",1,69.0,
工廠,C0432,維新里,高雄市永安區維新里永安維新村永工九路6號,"22.816486,120.250221",1,108.0,
學校,C0433,鳳雄里,高雄市燕巢區鳳雄里大學路1號,"22.758409,120.338027",1,1019.0,
市場,C0434,鳳雄里,高雄市燕巢區鳳雄里角宿路668號,"22.759828403609365, 120.3595642718001",1,278.0,
工廠,C0435,鳳雄里,高雄市燕巢區鳳雄里鳳旗路300號,"22.75319,120.352708",1,187.0,
一般建築,C0436,德松里,高雄市橋頭區德松里德松路18之1號,"22.764299,120.305497",1,462.0,
工廠,C0437,潭底里,高雄市岡山區潭底里潭底路301號,"22.83431553104374, 120.3097303401718",1,684.0,
政府機關,C0438,橋南里,高雄市橋頭區橋南里橋南路90號,"22.755089,120.312307",1,500.0,
辦公室,C0439,橋頭里,高雄市橋頭區橋頭里成功路235號,"22.756038,120.310573",1,669.0,
旅館,C0440,橋頭里,高雄市橋頭區橋頭里成功路57號,"22.759967,120.309262",1,247.0,
政府機關,C0441,橋頭里,高雄市橋頭區橋頭里隆豐路1號,"22.75832888,120.305035396186",1,744.0,
學校,C0442,橋頭里,高雄市橋頭區橋頭里新興路70號,"22.75947,120.307141",1,815.0,
學校,C0443,橋頭里,高雄市橋頭區橋頭里樹德路200號,"22.761734,120.305353",1,2309.0,
政府機關,C0444,橫山里,高雄市燕巢區橫山里正德新村12號,"22.761019,120.373712",1,214.0,
政府機關,C0445,橫山里,高雄市燕巢區橫山里正德新村1號,"22.759419,120.371591",1,534.0,
醫院照護,C0446,橫山里,高雄市燕巢區橫山里正德新村4號,"22.761167,120.369596",1,327.0,
學校,C0447,橫山里,高雄市燕巢區橫山里正德新村6號,"22.760221,120.37223",1,1441.0,
學校,C0448,橫山里,高雄市燕巢區橫山里橫山路59號,"22.764627,120.374968",1,1900.0,
工廠,C0449,橫山里,高雄市燕巢區橫山里橫山路75號,"22.763,120.372378",1,935.0,
政府機關,C0450,彌仁里,高雄市彌陀區彌仁里中華路2號,"22.781721,120.250927",1,186.0,
政府機關,C0451,彌仁里,高雄市彌陀區彌仁里中華路4號,"22.781655,120.250639",1,268.0,
郵局,C0452,彌陀里,高雄市彌陀區彌陀里中正路7號,"22.77929,120.249657",1,209.0,
市場,C0453,彌陀里,高雄市彌陀區彌陀里中華路55號,"22.781008,120.249436",1,1008.0,
宗教設施,C0454,禮蚵里,高雄市梓官區禮蚵里光明路152號,"22.73311659,120.250380925022",1,107.0,
工廠,C0455,瓊林里,高雄市燕巢區瓊林里安招路1068號,"22.788983,120.316419",1,119.0,
工廠,C0456,瓊林里,高雄市燕巢區瓊林里瓊林路1005號,"22.789936,120.315432",1,114.0,
工廠,C0457,鹽埕里,高雄市彌陀區鹽埕里鹽埕大路231號,"22.793835,120.243675",1,99.0,
工廠,C0458,灣裡里,高雄市岡山區灣裡里育才路72巷9號,"22.808357,120.278032",1,82.0,
工廠,C0459,灣裡里,高雄市岡山區灣裡里前峰路262巷5號,"22.804649,120.280424",1,61.0,
一般建築,C0460,三爺里,高雄市路竹區三爺里復興路909號,"22.83488,120.285601",1,593.0,
一般建築,C0461,大湖里,高雄市湖內區大湖里中山路1段290號,"22.8869,120.244694",1,832.0,
一般建築,C0462,大湖里,高雄市湖內區大湖里民權路111號,"22.889621,120.243354",1,246.0,
一般建築,C0463,大湖里,高雄市湖內區大湖里忠孝街153號,"22.893163,120.2338",1,1458.0,
一般建築,C0464,中賢里,高雄市湖內區中賢里中正路2段89號,"22.908235,120.211239",1,147.0,
一般建築,C0465,中賢里,高雄市湖內區中賢里信義路255之1號,"22.906761,120.213976",1,265.0,
一般建築,C0466,公館里,高雄市湖內區公館里中山路2段33號,"22.904389,120.229755",1,58.0,
一般建築,C0467,公館里,高雄市湖內區公館里中山路2段35號,"22.904696,120.229564",1,97.0,
一般建築,C0468,公館里,高雄市湖內區公館里中山路2段63號,"22.907877904899298, 120.22750986226802",1,1084.0,
一般建築,C0469,公館里,高雄市湖內區公館里中山路2段63號,"22.907722,120.227397",1,378.0,
一般建築,C0470,太爺里,高雄市湖內區太爺里中山路2段104號,"22.906015,120.229591",1,25.0,
一般建築,C0471,太爺里,高雄市湖內區太爺里中山路2段2巷17弄22號,"22.901751,120.235138",1,57.0,
一般建築,C0472,太爺里,高雄市湖內區太爺里中山路2段2巷19弄13號,"22.90009768,120.235684713886",1,114.0,
一般建築,C0473,太爺里,高雄市湖內區太爺里中山路2段2巷53弄11號,"22.902217,120.23663",1,106.0,
一般建築,C0474,太爺里,高雄市湖內區太爺里中山路2段2巷53弄24號,"22.902398,120.23573",1,148.0,
一般建築,C0475,太爺里,高雄市湖內區太爺里中山路二段60號,"22.90356464,120.230992584436",1,94.0,
一般建築,C0476,文北里,高雄市路竹區文北里延平路790號,"22.857859,120.242234",1,129.0,
一般建築,C0477,文南里,高雄市路竹區文南里中華路147號,"22.856327,120.257057",1,309.0,
一般建築,C0478,文南里,高雄市路竹區文南里中華路530號,"22.849929,120.245496",1,145.0,
一般建築,C0479,文南里,高雄市路竹區文南里中華路530號,"22.848807166579103, 120.24746526445621",1,1667.0,
一般建築,C0480,北嶺里,高雄市路竹區北嶺里中山南路100之1號,"22.825706,120.26625",1,416.0,
一般建築,C0481,北嶺里,高雄市路竹區北嶺里中山南路112號,"22.822842,120.267202",1,195.0,
一般建築,C0482,北嶺里,高雄市路竹區北嶺里中山南路21號,"22.839445,120.26532",1,280.0,
一般建築,C0483,北嶺里,高雄市路竹區北嶺里中山南路350號,"22.821656,120.26845",1,206.0,
一般建築,C0484,北嶺里,高雄市路竹區北嶺里中山南路61號,"22.82424,120.268202",1,505.0,
一般建築,C0485,田尾里,高雄市湖內區田尾里中山路1段707號,"22.896459,120.237764",1,149.0,
一般建築,C0486,甲南里,高雄市路竹區甲南里一甲路111號,"22.868822,120.271882",1,979.0,
一般建築,C0487,甲南里,高雄市路竹區甲南里天佑路24號,"22.87819627,120.253933967353",1,146.0,
一般建築,C0488,白雲里,高雄市茄萣區白雲里濱海路4段66號,"22.907793,120.181207",1,821.0,
一般建築,C0489,吉定里,高雄市茄萣區吉定里濱海路2段1號,"22.88791098,120.18522099619",1,176.0,
一般建築,C0490,竹西里,高雄市路竹區竹西里中山路2巷59號,"22.87347,120.252202",1,1772.0,
一般建築,C0491,竹西里,高雄市路竹區竹西里中山路6號,"22.87295457,120.253930596189",1,44.0,
一般建築,C0492,竹東里,高雄市路竹區竹東里中山路259號,"22.872112,120.255342",1,130.0,
一般建築,C0493,竹東里,高雄市路竹區竹東里中山路379之1號,"22.869816,120.256082",1,102.0,
一般建築,C0494,竹東里,高雄市路竹區竹東里中山路625號,"22.865549,120.257155",1,954.0,
一般建築,C0495,竹東里,高雄市路竹區竹東里中山路627號,"22.865456,120.257157",1,739.0,
一般建築,C0496,竹東里,高雄市路竹區竹東里中山路731號地下室,"22.864452,120.257529",1,320.0,
一般建築,C0497,竹東里,高雄市路竹區竹東里中興路18號,"22.860802,120.260699",1,1436.0,
一般建築,C0498,竹南里,高雄市路竹區竹東里中山路1293巷42號,"22.852087,120.262431",1,89.0,
一般建築,C0499,竹南里,高雄市路竹區竹東里中山路1453號,"22.84984307,120.262337525025",1,239.0,
一般建築,C0500,竹南里,高雄市路竹區竹東里中正路51號,"22.856787,120.261757",1,266.0,
一般建築,C0501,竹南里,高雄市路竹區竹東里中華路4號,"22.857931,120.260149",1,77.0,
一般建築,C0502,竹南里,高雄市路竹區竹南里中山路1187號,"22.85443,120.261527",1,1640.0,
一般建築,C0503,竹南里,高雄市路竹區竹南里中山路1457號,"22.848952,120.26387",1,336.0,
一般建築,C0504,竹南里,高雄市路竹區竹南里中山路1543巷31號,"22.847259,120.263459",1,18.0,
一般建築,C0505,竹南里,高雄市路竹區竹南里中山路1821號,"22.841093,120.266451",1,57.0,
一般建築,C0506,竹南里,高雄市路竹區竹南里中山路1821號,"22.841267785045233, 120.26433080100789",,155.0,
一般建築,C0507,竹南里,高雄市路竹區竹南里國昌路73號,"22.854229,120.258835",1,246.0,
一般建築,C0508,竹南里,高雄市路竹區竹南里國昌路76號,"22.854793,120.259282",1,1659.0,
政府機關,C0509,竹南里,高雄市路竹區竹南里國昌路86巷24號,"22.855271,120.259272",1,148.0,
一般建築,C0510,竹南里,高雄市路竹區竹南里國昌路86巷9號,"22.855898,120.258264",1,330.0,
一般建築,C0511,竹南里,高雄市路竹區竹南里國昌路88號,"22.854728,120.258379",1,177.0,
一般建築,C0512,竹園里,高雄市路竹區竹圍里環球路21號,"22.877732,120.299829",1,587.0,
一般建築,C0513,竹園里,高雄市路竹區竹圍里環球路21號,"22.87801639558409, 120.29923799865063",1,86.0,
一般建築,C0514,竹園里,高雄市路竹區竹園里環球路15號,"22.876579,120.300723",1,857.0,
一般建築,C0515,竹園里,高雄市路竹區竹園里環球路15號,"22.877841345216886, 120.29985694015849",,264.0,
一般建築,C0516,竹滬里,高雄市路竹區竹滬里華正路145號,"22.858252,120.235988",1,378.0,
一般建築,C0517,和協里,高雄市茄萣區和協里港埔路85號,"22.898295,120.185974",1,547.0,
一般建築,C0518,和蓮里,高雄市阿蓮區和蓮里信義路226號,"22.879214,120.325087",1,984.0,
一般建築,C0519,社西里,高雄市路竹區社西里大仁路791號,"22.87208,120.259887",1,547.0,
