類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數
公寓,WMA01101,中原里,臺北市中山區吉林路98巷3號,1,239.0
公寓,WMA01102,中原里,臺北市中山區吉林路98巷5號,1,98.0
公寓,WMA01844,中原里,臺北市中山區南京東路二段45號,1,45.0
大樓,WMA01895,中原里,臺北市中山區南京東路二段21巷6-8號,1,298.0
大樓,WMA02261,中原里,臺北市中山區新生北路二段23號,1,242.0
公寓,WMA02298,中原里,臺北市中山區新生北路二段15巷1-2號,1,70.0
公寓,WMA02299,中原里,臺北市中山區新生北路二段15巷1-3號,1,66.0
公寓,WMA02300,中原里,臺北市中山區新生北路二段15巷1號,1,194.0
公寓,WMA02301,中原里,臺北市中山區新生北路二段21巷2號,1,178.0
大樓,WMA02302,中原里,臺北市中山區新生北路二段21巷2號,1,320.0
公寓,WMA02303,中原里,臺北市中山區新生北路二段21巷3-5號,1,336.0
公寓,WMA02304,中原里,臺北市中山區新生北路二段21巷7號,1,154.0
大樓,WMA03325,中原里,臺北市中山區南京東路二段11號,1,212.0
大樓,WMA03804,中原里,臺北市中山區南京東路二段23號,1,2029.0
大樓,WMA02262,中原里,臺北市中山區新生北路二段29號,1,405.0
大樓,WMA02263,中原里,臺北市中山區新生北路二段31-1號,1,1132.0
大樓,WMA02305,中原里,臺北市中山區新生北路二段31巷1-5號,1,547.0
大樓,WMA01717,中原里,臺北市中山區長春路100號,1,1650.0
大樓,WMA01718,中原里,臺北市中山區長春路108-112號之1,1,722.0
大樓,WMA02262,中原里,臺北市中山區新生北路二段29號,1,405.0
大樓,WMA02263,中原里,臺北市中山區新生北路二段31-1號,1,1032.0
公寓,WMA02305,中原里,臺北市中山區新生北路二段31巷1-5號,1,597.0
公寓,WMA02306,中原里,臺北市中山區新生北路二段27巷5號,1,89.0
公寓,WMA02307,中原里,臺北市中山區新生北路二段27巷7號,1,48.0
公寓,WMA02310,中原里,臺北市中山區新生北路二段31巷6-14號,1,563.0
公寓,WMA02311,中原里,臺北市中山區新生北路二段33巷9-11號,1,400.0
大樓,WMA03460,中原里,臺北市中山區新生北路二段33巷7號,1,403.0
大樓,WMA03460,中原里,臺北市中山區新生北路二段33巷5號,1,540.0
公寓,WMA01000,中原里,臺北市中山區吉林路132號,1,62.0
大樓,WMA01781,中原里,臺北市中山區長春路77號,2,1328.0
大樓,WMA01792,中原里,臺北市中山區中原街13-17號,1,616.0
公寓,WMA02264,中原里,臺北市中山區新生北路二段39號,1,251.0
大樓,WMA02265,中原里,臺北市中山區新生北路二段43號,1,375.0
公寓,WMA02312,中原里,臺北市中山區新生北路二段41巷14-16號,1,379.0
公寓,WMA02313,中原里,臺北市中山區新生北路二段41巷15號,1,159.0
公寓,WMA02314,中原里,臺北市中山區新生北路二段41巷17-19號,1,331.0
公寓,WMA02315,中原里,臺北市中山區新生北路二段41巷19-21號,1,158.0
大樓,WMA02316,中原里,臺北市中山區新生北路二段41巷23-25號,1,350.0
公寓,WMA02317,中原里,臺北市中山區新生北路二段41巷24號,1,94.0
公寓,WMA02318,中原里,臺北市中山區新生北路二段41巷28號,1,146.0
公寓,WMA02319,中原里,臺北市中山區新生北路二段41巷30號,1,111.0
公寓,WMA02320,中原里,臺北市中山區新生北路二段41巷32-38號,1,327.0
公寓,WMA02321,中原里," 臺北市中山區新生北路二段41巷33-35號",1,114.0
公寓,WMA02322,中原里,臺北市中山區新生北路二段41巷4號,1,219.0
公寓,WMA02323,中原里,臺北市中山區新生北路二段41巷10-44號,1,247.0
公寓,WMA02324,中原里,臺北市中山區新生北路二段41巷46-48號,1,182.0
公寓,WMA02325,中原里,臺北市中山區新生北路二段41巷50-52號,1,188.0
大樓,WMA02326,中原里,臺北市中山區新生北路二段41巷6-12號,1,695.0
公寓,WMA02327,中原里,臺北市中山區新生北路二段45巷31-35號,1,144.0
公寓,WMA02328,中原里,臺北市中山區新生北路二段45巷37-39號,1,122.0
大樓,WMA03618,中原里,臺北市中山區吉林路136號,3,1556.0
大樓,WMA00748,中原里,臺北市中山區中原街28號,1,80.0
大樓,WMA00750,中原里,臺北市中山區中原街22號,1,1686.0
大樓,WMA02268,中原里,臺北市中山區新生北路二段73-75號,1,768.0
大樓,WMA02269,中原里,臺北市中山區新生北路二段79-89號,1,1010.0
公寓,WMA02361,中原里,臺北市中山區新生北路二段77巷1-1~2號,1,61.0
大樓,WMA03581,中原里,臺北市中山區新生北路二段47號,1,2670.0
大樓,WMA00747,中原里,臺北市中山區中原街35號,1,878.0
公寓,WMA00749,中原里,臺北市中山區中原街27號,1,450.0
大樓,WMA01001,中原里,臺北市中山區吉林路140-142號,1,817.0
大樓,WMA01002,中原里,臺北市中山區吉林路146-152號之2,2,2310.0
公寓,WMA01043,中原里,臺北市中山區吉林路144巷10-16號,1,299.0
公寓,WMA01044,中原里,臺北市中山區吉林路144巷13-19號,1,280.0
公寓,WMA01045,中原里,臺北市中山區吉林路144巷7-9號,1,379.0
公寓,WMA01046,中原里,臺北市中山區吉林路154巷1-15號,1,304.0
公寓,WMA01047,中原里,臺北市中山區吉林路154巷16-22號,1,317.0
公寓,WMA01048,中原里," 臺北市中山區吉林路154巷17號",1,42.0
公寓,WMA01049,中原里,臺北市中山區吉林路154巷8-14號,1,354.0
公寓,WMA01052,中原里,臺北市中山區吉林路168巷10-16號,1,342.0
公寓,WMA01053,中原里,臺北市中山區吉林路168巷18號,1,114.0
公寓,WMA01054,中原里,臺北市中山區吉林路168巷2-8號,1,168.0
公寓,WMA01793,中原里,臺北市中山區中原街19-23號,1,648.0
大樓,WMA00699,中原里,臺北市中山區民生東路二段2-6號,1,546.0
大樓,WMA00700,中原里,臺北市中山區民生東路二段10號,1,270.0
大樓,WMA00751,中原里,臺北市中山區中原街41號,1,760.0
大樓,WMA01005,中原里,臺北市中山區吉林路176號之1,1,450.0
大樓,WMA01055,中原里,臺北市中山區吉林路174巷11-13號,1,990.0
公寓,WMA01056,中原里,臺北市中山區吉林路174巷5-9號,1,460.0
公寓,WMA02271,中原里,臺北市中山區新生北路二段101巷13-17號,1,180.0
公寓,WMA02273,中原里,臺北市中山區新生北路二段101巷26-28號,1,176.0
公寓,WMA02274,中原里,臺北市中山區新生北路二段101巷36-38號,1,161.0
大樓,WMA2275,中原里,臺北市中山區新生北路二段101巷47-49號,1,507.0
大樓,WMA03250,中原里,臺北市中山區新生北路二段101巷21號,3,1878.0
公寓,WMA03822,中原里,臺北市中山區中原街46號,1,153.0
大樓,WMA03861,中原里,臺北市中山區南京東路二段41巷3弄6號,1,222.0
公寓,WMA00003,中吉里,臺北市中山區一江街22號,1,385.0
公寓,WMA00004,中吉里,臺北市中山區一江路24號,1,60.0
公寓,WMA00661,中吉里,臺北市中山區四平街13號,1,89.0
大樓,WMA01027,中吉里,臺北市中山區吉林路53-59號,1,1416.0
大樓,WMA01495,中吉里,臺北市中山區松江路124巷29-31號,1,1066.0
公寓,WMA01498,中吉里,臺北市中山區松江路132巷17號,1,97.0
公寓,WMA01499,中吉里,臺北市中山區松江路132巷21號,1,246.0
公寓,WMA01502,中吉里,臺北市中山區松江路150巷25-29號,1,44.0
公寓,WMA01503,中吉里,臺北市中山區松江路150巷26號,1,44.0
公寓,WMA01505,中吉里,臺北市中山區松江路156巷19號,1,33.0
公寓,WMA01507,中吉里,臺北市中山區松江路156巷30-32號,1,62.0
公寓,WMA01508,中吉里,臺北市中山區松江路156巷29-35號,1,94.0
公寓,WMA01726,中吉里,臺北市中山區長春路118號,1,216.0
公寓,WMA01728,中吉里,臺北市中山區長春路124號,1,204.0
大樓,WMA00237,中吉里,臺北市中山區吉林路63-65號,1,4586.0
公寓,WMA03503,中吉里,臺北市中山區吉林路71號,1,277.0
大樓,WMA01395,中吉里,臺北市中山區松江路122號,1,850.0
大樓,WMA01496,中吉里,臺北市中山區松江路124巷5-7號,1,673.0
公寓,WMA01497,中吉里,臺北市中山區松江路124巷9-11號,1,478.0
大樓,WMA01886,中吉里,臺北市中山區南京東路二段87號,3,2717.0
大樓,WMA03308,中吉里,臺北市中山區南京東路二段95-97號,1,985.0
大樓,WMA03624,中吉里,臺北市中山區南京東路二段75號,1,358.0
大樓,WMA03821,中吉里,臺北市中山區吉林路49號,1,778.0
公寓,WMA00002,中吉里,臺北市中山區一江街21號,1,221.0
大樓,WMA00007,中吉里,臺北市中山區一江街43號,1,344.0
大樓,WMA00008,中吉里,臺北市中山區一江街45-47號,1,316.0
公寓,WMA00664,中吉里,臺北市中山區四平街32號,1,106.0
大樓,WMA01400,中吉里,臺北市中山區松江路146號,1,1872.0
大樓,WMA01401,中吉里,臺北市中山區松江路148號,3,1856.0
大樓,WMA01402,中吉里,臺北市中山區松江路152號,2,2237.0
大樓,WMA01403,中吉里,臺北市中山區松江路156號之1-2,1,909.0
大樓,WMA01500,中吉里,臺北市中山區松江路140巷3-5號,2,780.0
大樓,WMA01501,中吉里,臺北市中山區松江路150巷15號,1,540.0
公寓,WMA01504,中吉里,臺北市中山區松江路150巷9-11之1號,1,354.0
大樓,WMA01509,中吉里,臺北市中山區松江路156巷5-7號,1,474.0
公寓,WMA01510,中吉里,臺北市中山區松江路156巷8號,1,210.0
公寓,WMA01511,中吉里,臺北市中山區松江路156巷9號,1,161.0
大樓,WMA03069,中吉里,臺北市中山區一江街21號-1,1,162.0
