類別,建築物名稱,電腦編號,村里別,緯經度,地下樓層數,可容納人數,轄管分局,備註,停車場坡道
公務機關,桃園市立同德國民中學,EMA01296,寶慶里,"25.0158935,121.2933362",1,931.0,桃園分局,," "
大樓,懷石賞社區,EMA01301,同德里,"25.0160751,121.296385",1、2,1252.0,桃園分局,,v
大樓,中悅音樂廣場社區,EMA01305,明德里,"25.0216338,121.2956994",1、2、3,6415.0,桃園分局,,v
公寓,金和當舖,EMA01306,南埔里,"25.0082397,121.2941982",1、2、3,1095.0,桃園分局,,v
公務機關,桃園市桃園區莊敬國民小學,EMA01318,瑞慶里,"25.0212991,121.2926002",1,1595.0,桃園分局,,v
大樓,亞曼尼社區,EMA01332,寶慶里,"25.0099173,121.2956418",1、2、3,1224.0,桃園分局,,v
公寓,尊爵會館社區,EMA01333,北埔里,"25.023948,121.2924775",1,800.0,桃園分局,," "
大樓,上業記帳士事務所,EMA01334,寶慶里,"25.0139648,121.2952179",1、2,673.0,桃園分局,,v
大樓,綠意心賞社區,EMA01335,北埔里,"25.0238111,121.293256",1、2,1484.0,桃園分局,,v
大樓,臻愛一世社區,EMA01336,同德里,"25.0181466,121.29739",1、2、3,3891.0,桃園分局,,v
大樓,陽光凱悅社區,EMA01344,北埔里,"25.0230467,121.2920627",1、2,850.0,桃園分局,," "
公寓,梵谷與我社區,EMA01345,寶慶里,"25.0139788,121.2951",1,673.0,桃園分局,,v
公寓,中正御賞社區,EMA01346,長安里,"25.0040154,121.3019911",1、2,676.0,桃園分局,," "
公寓,涵碧賞社區,EMA01347,同德里,"25.0162084,121.2961231",1、2,766.0,桃園分局,,v
大樓,竹城東京社區,EMA01348,同德里,"25.0173788,121.2977",1、2、3,2542.0,桃園分局,,v
公寓,日光流域社區,EMA01349,慈文里,"25.0080642,121.2989213",1、2、3,2876.0,桃園分局,,v
公寓,歐洲桂冠社區,EMA01350,寶安里,"25.0181443,121.2949697",1、2,6102.0,桃園分局,,v
大樓,全家便利商店中寧店,EMA01360,同德里,"25.0185525,121.2970859",1,662.0,桃園分局,," "
大樓,涵舍社區,EMA01372,明德里,"25.0206109,121.2959618",1、2,1430.0,桃園分局,,v
大樓,金溪水晶,EMA01374,中興里,"24.9979649,121.3000514",1、2,526.0,桃園分局,," "
公寓,竹城北京社區,EMA01375,寶慶里,"25.0105228,121.2964394",1、2、3,3630.0,桃園分局,,v
大樓,公寓,EMA01385,慈文里,"25.0058369,121.2980116",1、2,255.0,桃園分局,," "
大樓,中正京華社區,EMA01386,同德里,"25.0168021,121.2958346",1,436.0,桃園分局,," "
大樓,紐約四季社區,EMA01387,寶安里,"25.0164399,121.2922362",1,2330.0,桃園分局,,v
公寓,竹城兼六園社區,EMA01397,瑞慶里,"25.0210061,121.2912077",1、2,2252.0,桃園分局,,v
公寓,晶璽社區,EMA01398,同德里,"25.0163121,121.29608",1,418.0,桃園分局,," "
公寓,涵碧賞社區,EMA01399,同德里,"25.0158036,121.2962765",1、2,2443.0,桃園分局,,v
大樓,公寓,EMA01413,南埔里,"25.0054801,121.2980161",1,155.0,桃園分局,," "
大樓,中悅藝術廣場社區,EMA01414,瑞慶里,"25.0219162,121.2944979",1,12428.0,桃園分局,,v
大樓,呂祖聖殿,EMA01415,中寧里,"25.0123502,121.296501",1,620.0,桃園分局,," "
大樓,竹城喜多社區,EMA01416,同德里,"25.0154394,121.2964038",1、2,3722.0,桃園分局,,v
公務機關,桃園市私立新興國際中小學,EMA01417,西埔里,"25.0159046,121.2848523",1、2,1930.0,桃園分局,,v
大樓,吉品社區,EMA01418,永安里,"25.0030869,121.3048637",1、2、3,889.0,桃園分局,,v
公務機關,桃園市政府警察局,EMA01419,中成里,,1,1945.0,桃園分局,(機敏單位)警察單位,v
大樓,演說家社區,EMA01436,中寧里,"25.0115687,121.2995322",1,565.0,桃園分局,," "
公寓,公寓,EMA01447,同德里,"25.0134593,121.2960065",1,442.0,桃園分局,," "
公務機關,桃園市桃園區永順國民小學,EMA01448,南埔里,"25.0087291,121.297059",1,1494.0,桃園分局,,v
公寓,竹城橫綱社區,EMA01463,同德里,"25.0135039,121.2959867",1、2、3,2225.0,桃園分局,,v
公務機關,桃園市政府消防局,T98209,中成里,"24.9996674,121.298043",1、2,2670.0,桃園分局,,v
大樓,錢都KTV,T98314,同德里,"25.0179748,121.2972425",1、2、3,842.0,桃園分局,," "
大樓,天韻社區,T98417,寶慶里,"25.0133712,121.2956794",1、2,2533.0,桃園分局,,v
大樓,藝文大觀社區,T98419,中寧里,"25.0094423,121.2975664",1、2,5772.0,桃園分局,,v
公寓,德有爵品社區,T98420,同德里,"25.0164639,121.2959203",1、2、3,813.0,桃園分局,,v
大樓,百川十扇社區,T98423,寶慶里,"25.0116728,121.2947383",1、2,793.0,桃園分局,," "
大樓,百川十扇社區,T99102,寶慶里,"25.011862,121.294308",1、2,972.0,桃園分局,,v
大樓,璟都群英會社區,T099301,長德里,"25.0043394,121.3005328",1、2,1675.0,桃園分局,,v
大樓,金融機構,T099302,同德里,,1、2、3,819.0,桃園分局,(機敏單位)金融機構," "
大樓,合雄首璽社區,T099303,寶安里,"25.0195647,121.2931591",1、2、3,4194.0,桃園分局,,v
大樓,品藏社區,T099305,慈文里,"25.0043722,121.2973466",1、2、3,1276.0,桃園分局,,v
公寓,公寓,EMA00244,光興里,"24.9937396,121.3012581",1,27.0,桃園分局,," "
公寓,公寓,EMA00245,光興里,"24.9924881,121.3033312",1,43.0,桃園分局,," "
公寓,耶穌基督後期聖徒教會,EMA00246,光興里,"24.9942058,121.3026436",1,114.0,桃園分局,," "
公寓,公寓,EMA00247,光興里,"24.9958814,121.3007538",1,267.0,桃園分局,," "
公寓,88行館社區,EMA00248,光興里,"24.9939101,121.3027144",1,113.0,桃園分局,," "
公寓,公寓,EMA00249,光興里,"24.995809,121.303564",1,28.0,桃園分局,," "
公寓,基督教桃園市府靈糧堂,EMA00250,光興里,"24.9943247,121.3025242",1、2,816.0,桃園分局,," "
公寓,公寓,EMA00251,光興里,"24.994037,121.302906",1,466.0,桃園分局,," "
公寓,公寓,EMA01196,光興里,"24.9957926,121.3014649",1,334.0,桃園分局,," "
公務機關,桃園市桃園區中山國民小學,EMA01201,中山里,"24.9862392,121.2896871",1,664.0,桃園分局,," "
公務機關,桃園市政府環境保護局,EMA01238,光興里,"24.9940652,121.3025309",1,307.0,桃園分局,," "
大樓,昇捷白金漢社區,EMA01338,光興里,"24.993231,121.3025768",1、2,1555.0,桃園分局,,v
大樓,縣府敦品大樓,T97325,光興里,"24.995721,121.3022228",1、2,1037.0,桃園分局,,v
公寓,公寓,EMA00252,光興里,"24.993174,121.302996",1,250.0,桃園分局,," "
公寓,公寓,EMA00253,光興里,"24.993174,121.302996",1,300.0,桃園分局,," "
大樓,桃園信用合作社,EMA00254,光興里,"24.99265,121.30413",1,193.0,桃園分局,," "
公寓,公寓,EMA00255,光興里,"24.9930632,121.303282",1,107.0,桃園分局,," "
公寓,公寓,EMA00257,光興里,"24.9946229,121.302492",1,48.0,桃園分局,," "
公寓,公寓,EMA00258,光興里,"24.9929172,121.3038395",1,100.0,桃園分局,," "
公寓,公寓,EMA00259,光興里,"24.9922608,121.3021379",1,28.0,桃園分局,," "
公寓,公寓,EMA00260,光興里,"24.9926783,121.3022144",1,271.0,桃園分局,," "
公寓,公寓,EMA00261,光興里,"24.9947399,121.3015219",1,223.0,桃園分局,," "
公寓,公寓,EMA00262,光興里,"24.9933797,121.3041408",1,50.0,桃園分局,," "
公寓,公寓,EMA00263,光興里,"24.993527,121.303467",1,35.0,桃園分局,," "
公寓,公寓,EMA00264,光興里,"24.9929906,121.3040171",1,16.0,桃園分局,," "
公寓,公寓,EMA00265,光興里,"24.994655,121.302869",1,137.0,桃園分局,," "
公寓,公寓,EMA01042,光興里,"24.9946417,121.3016838",1,75.0,桃園分局,," "
公寓,欣听園社區,EMA01092,光興里,"24.9944307,121.3021317",1,381.0,桃園分局,," "
公務機關,勞動部勞工保險局桃園辦事處,EMA01185,光興里,"24.9924668,121.301875",1、2,323.0,桃園分局,," "
公寓,私立普飛美語短期補習班,EMA01249,光興里,"24.9924854,121.3035904",1,160.0,桃園分局,," "
公寓,公寓,EMA00266,光興里,"24.9961089,121.301279",1,25.0,桃園分局,," "
公寓,市議員余信憲服務處,EMA00267,光興里,"24.9937396,121.3012581",1,42.0,桃園分局,," "
公寓,公寓,EMA00268,光興里,"24.995392,121.300254",1,22.0,桃園分局,," "
公寓,公寓,EMA00270,光興里,"24.9950507,121.300926",1,133.0,桃園分局,," "
公寓,公寓,EMA00271,光興里,"24.9964428,121.3019111",1,26.0,桃園分局,," "
公寓,公寓,EMA00272,光興里,"24.9957476,121.3007957",1,25.0,桃園分局,," "
公寓,公寓,EMA00273,光興里,"24.9957582,121.3011967",1,36.0,桃園分局,," "
公寓,公寓,EMA00274,光興里,"24.9963049,121.301999",1,31.0,桃園分局,," "
公寓,公寓,EMA00275,光興里,"24.9963891,121.3017233",1,131.0,桃園分局,," "
公寓,公寓,EMA00277,光興里,"24.995609,121.300373",1,17.0,桃園分局,," "
公寓,公寓,EMA00278,光興里,"24.9956464,121.3008662",1,11.0,桃園分局,," "
公寓,公寓,EMA00279,光興里,"24.9962503,121.3012405",1,23.0,桃園分局,," "
公寓,公寓,EMA00280,光興里,"24.9963049,121.301999",1,31.0,桃園分局,," "
公寓,公寓,EMA00281,光興里,"24.9962937,121.3004472",1,33.0,桃園分局,," "
公寓,公寓,EMA00269,光興里,"24.9956153,121.2992778",1,91.0,桃園分局,," "
公寓,公寓,EMA00276,光興里,"24.9956299,121.2989903",1,32.0,桃園分局,," "
公寓,公寓,EMA01043,光興里,"24.996264,121.299791",1、2,873.0,桃園分局,," "
公寓,縣府LV社區,EMA01233,中路里,"24.9929993,121.29083",1、2,877.0,桃園分局,," "
公寓,中泰宏園社區,EMA00341,中平里,"24.9881939,121.292808",1、2、3,8333.0,桃園分局,,v
公寓,公寓,EMA01040,中平里,"24.9880163,121.294129",1,347.0,桃園分局,," "
公寓,生活大賞社區,EMA01075,中平里,"24.9876478,121.294389",1、2,1162.0,桃園分局,,v
公寓,住通誠品A+社區,EMA01426,中平里,"24.9878503,121.2933857",1、2,580.0,桃園分局,,v
公寓,公寓,EMA00342,中原里,"24.9846402,121.2931662",1,866.0,桃園分局,," "
公寓,宏昌社區,EMA00344,中原里,"24.984934,121.294461",1,810.0,桃園分局,," "
公寓,金色大地社區,EMA00345,中山里,"24.984637,121.2905841",1,641.0,桃園分局,,v
公寓,公寓,EMA00346,中山里,"24.9845488,121.2896474",1,317.0,桃園分局,," "
公寓,公寓,EMA01091,中山里,"24.9854719,121.2934489",1、2,918.0,桃園分局,," "
公寓,尊貴嘉園社區,EMA01242,中山里,"24.9850868,121.2904623",1,540.0,桃園分局,," "
公寓,翰林雅築社區,EMA01376,中原里,"24.9849545,121.2934837",1,394.0,桃園分局,," "
公寓,廣元長照,EMA01153,泰山里,"24.9881612,121.2993864",1,618.0,桃園分局,," "
公寓,公寓,EMA00349,玉山里,"24.9872815,121.3024102",1,227.0,桃園分局,," "
公寓,公寓,EMA00350,文中里,"24.995634,121.291715",1,26.0,桃園分局,," "
公寓,公寓,EMA00351,文中里,"24.9957463,121.2920838",1,26.0,桃園分局,," "
大樓,公寓,EMA00352,文中里,"24.9957951,121.2920414",1,26.0,桃園分局,," "
大樓,公寓,EMA00353,文中里,"24.9958016,121.2920156",1,26.0,桃園分局,," "
大樓,公寓,EMA00354,文中里,"24.9957989,121.292371",1,26.0,桃園分局,," "
大樓,公寓,EMA00355,文中里,"24.9958018,121.2922912",1,26.0,桃園分局,," "
公寓,公寓,EMA00356,文中里,"24.9958021,121.2922614",1,26.0,桃園分局,," "
大樓,公寓,EMA00357,文中里,"24.9956615,121.2922371",1,26.0,桃園分局,," "
大樓,公寓,EMA00358,文中里,"24.9958018,121.2921487",1,26.0,桃園分局,," "
大樓,公寓,EMA00359,文中里,"24.9953809,121.2922704",1,26.0,桃園分局,," "
公寓,公寓,EMA00360,文中里,"24.9953665,121.2922711",1,26.0,桃園分局,," "
大樓,公寓,EMA00361,文中里,"24.995373,121.292224",1,26.0,桃園分局,," "
大樓,公寓,EMA00362,文中里,"24.995395,121.29215",1,26.0,桃園分局,," "
公寓,公寓,EMA00363,文中里,"24.9956309,121.292244",1,26.0,桃園分局,," "
大樓,公寓,EMA00364,文中里,"24.9953821,121.2919692",1,26.0,桃園分局,," "
大樓,公寓,EMA00365,文中里,"24.995631,121.292193",1,26.0,桃園分局,," "
公寓,公寓,EMA00366,文中里,"24.995632,121.2920785",1,26.0,桃園分局,," "
大樓,公寓,EMA00367,文中里,"24.995632,121.292051",1,26.0,桃園分局,," "
大樓,公寓,EMA00368,文中里,"24.995633,121.292003",1,26.0,桃園分局,," "
公寓,公寓,EMA00369,文中里,"24.995632,121.291959",1,26.0,桃園分局,," "
大樓,公寓,EMA00370,文中里,"24.9956327,121.291939",1,26.0,桃園分局,," "
大樓,公寓,EMA00371,文中里,"24.995633,121.291862",1,26.0,桃園分局,," "
大樓,公寓,EMA00372,文中里,"24.995634,121.291814",1,26.0,桃園分局,," "
公寓,公寓,EMA00373,文中里,"24.9956353,121.2917407",1,26.0,桃園分局,," "
大樓,公寓,EMA00374,中正里,"24.9936347,121.2942896",1,26.0,桃園分局,," "
大樓,公寓,EMA00375,中正里,"24.9945911,121.2949781",1,26.0,桃園分局,," "
公寓,公寓,EMA00376,中正里,"24.9956462,121.2950055",1,26.0,桃園分局,," "
大樓,公寓,EMA00377,中正里,"24.995693,121.2949078",1,26.0,桃園分局,," "
大樓,公寓,EMA00378,中正里,"24.9948679,121.294932",1,26.0,桃園分局,," "
公寓,愛荷華社區,EMA01163,中正里,"24.9939083,121.2938737",1、2,850.0,桃園分局,,v
大樓,翰林苑社區,EMA01330,中正里,"24.9957689,121.29438",1、2、3,3354.0,桃園分局,,v
公寓,公寓,EMA00379,中正里,"24.9957973,121.296192",1,26.0,桃園分局,," "
大樓,公寓,EMA00380,中正里,"24.9957908,121.2963112",1,11.0,桃園分局,," "
大樓,夢想家社區,EMA00397,玉山里,"24.9880701,121.3013945",1,458.0,桃園分局,," "
大樓,來鑫廣場大廈,EMA00398,泰山里,"24.990786,121.302485",1,620.0,桃園分局,," "
大樓,公寓,EMA00399,玉山里,"24.9867877,121.3012842",1,121.0,桃園分局,," "
大樓,公寓,EMA00400,玉山里,"24.9867272,121.3010424",1,134.0,桃園分局,," "
大樓,公寓,EMA01054,玉山里,"24.9877361,121.3013033",1,731.0,桃園分局,,v
公寓,公寓,EMA00381,中正里,"24.991944,121.293695",1,784.0,桃園分局,,v
公寓,公寓,EMA00382,中正里,"24.9937298,121.2939307",1,736.0,桃園分局,," "
公寓,公寓,EMA00383,中正里,"24.9915746,121.2937412",1,20.0,桃園分局,," "
公寓,公寓,EMA00385,中正里,"24.993089,121.293309",1,631.0,桃園分局,," "
公務機關,台灣桃園地方法院,EMA00408,文中里,"24.9948219,121.2917492",1,94.0,桃園分局,," "
大樓,公寓,EMA00409,中正里,"24.9934564,121.2927146",1,113.0,桃園分局,," "
大樓,公寓,EMA00410,中正里,"24.993416,121.29264",1,72.0,桃園分局,," "
公寓,公寓,EMA00411,中正里,"24.993065,121.292915",1,213.0,桃園分局,," "
公寓,公寓,EMA00412,中正里,"24.9934619,121.292682",1,75.0,桃園分局,," "
大樓,公寓,EMA00413,中正里,"24.9935699,121.2927644",1,81.0,桃園分局,," "
大樓,公寓,EMA00414,中正里,"24.993336,121.2926345",1,46.0,桃園分局,," "
大樓,公寓,EMA00415,文中里,"24.9937052,121.2911537",1、2、3,31.0,桃園分局,," "
公寓,公寓,EMA00416,文中里,"24.9937047,121.2911535",1,31.0,桃園分局,," "
公寓,公寓,EMA00417,文中里,"24.9932189,121.292637",1,22.0,桃園分局,," "
大樓,公寓,EMA00419,中正里,"24.9923019,121.296488",1,288.0,桃園分局,," "
公寓,公寓,EMA00421,中正里,"24.992612,121.2959467",1,40.0,桃園分局,," "
大樓,公寓,EMA00433,中正里,"24.9914579,121.2966365",1,43.0,桃園分局,," "
大樓,公寓,EMA00428,中正里,"24.991463,121.2958",1,124.0,桃園分局,," "
大樓,欣桃天然氣股份有限公司,EMA01044,中正里,"24.9925699,121.296197",1、2,637.0,桃園分局,,v
公寓,公寓,EMA01123,中正里,"24.9922973,121.2965482",1、2,1663.0,桃園分局,,v
大樓,公寓,EMA01287,中正里,"24.9910412,121.2959506",1,156.0,桃園分局,," "
公寓,圓舞曲社區,EMA01122,中原里,"24.9876619,121.2950271",1、2,1371.0,桃園分局,,v
大樓,公寓,EMA00443,玉山里,"24.9893432,121.3013699",1,125.0,桃園分局,," "
大樓,公寓,EMA00418,中正里,"24.9917544,121.2967755",1,97.0,桃園分局,," "
大樓,公寓,EMA00420,中正里,"24.9931688,121.296725",1,555.0,桃園分局,," "
大樓,公寓,EMA00423,中正里,"24.9937418,121.2967997",1,30.0,桃園分局,," "
大樓,公寓,EMA00424,中正里,"24.9937491,121.296948",1,30.0,桃園分局,," "
大樓,公寓,EMA00425,中正里,"24.9939756,121.2969451",1,33.0,桃園分局,," "
公寓,公寓,EMA00426,中正里,"24.9939525,121.2970649",1,96.0,桃園分局,," "
大樓,公寓,EMA00427,中正里,"24.9938623,121.2978441",1,4.0,桃園分局,," "
大樓,公寓,EMA00429,中正里,"24.994315,121.2982447",1,6.0,桃園分局,," "
大樓,公寓,EMA00430,中正里,"24.994315,121.2982447",1,95.0,桃園分局,," "
大樓,公寓,EMA01377,光興里,"24.9923038,121.3012101",1、2,272.0,桃園分局,," "
大樓,公寓,EMA01395,光興里,"24.9919802,121.2997768",1、2、3,654.0,桃園分局,,v
公務機關,桃園市政府警政大樓,EMA01469,光興里,"24.9931923,121.2998669",1、2、3,1217.0,桃園分局,,v
大樓,公寓,EMA00440,玉山里,"24.9879812,121.3023535",1,64.0,桃園分局,," "
大樓,公寓,EMA00442,玉山里,"24.9888977,121.3024455",1,395.0,桃園分局,," "
大樓,公寓,EMA00444,玉山里,"24.9878948,121.3022408",1,95.0,桃園分局,," "
大樓,公寓,EMA00445,玉山里,"24.9882379,121.3017626",1,37.0,桃園分局,," "
公寓,公寓,EMA00446,玉山里,"24.9912711,121.3035682",1,40.0,桃園分局,," "
公寓,公寓,EMA00447,泰山里,"24.9914088,121.3012546",1,60.0,桃園分局,," "
大樓,公寓,EMA00335,中平里,"24.9889073,121.2933105",1、2,88.0,桃園分局,," "
大樓,公寓,EMA00431,中平里,"24.9889144,121.2966871",1,74.0,桃園分局,," "
公寓,公寓,EMA01053,中平里,"24.988317,121.296514",1,276.0,桃園分局,," "
大樓,公寓,EMA00338,中平里,"24.9910455,121.2933334",1,33.0,桃園分局,," "
公務機關,桃園市桃園區中山國民小學,EMA00347,中山里,"24.9862392,121.2896871",1,652.0,桃園分局,," "
公務機關,桃園市桃園區中山國民小學,EMA01052,中山里,"24.9862392,121.2896871",1,826.0,桃園分局,," "
公務機關,桃園市桃園區中山國民小學,EMA01282,中山里,"24.9862392,121.2896871",1,484.0,桃園分局,," "
大樓,春城VILLA社區,T97218,中原里,"24.9858582,121.2917095",1、2,1254.0,桃園分局,,v
大樓,公寓,EMA01046,中山里,"24.9863115,121.2931397",1,474.0,桃園分局,," "
大樓,電信機構,EMA01284,中山里,,1,789.0,桃園分局,(機敏單位)電信機構,v
公寓,長泰大樓,T97324,中山里,"24.9860707,121.2931584",1,881.0,桃園分局,," "
公寓,公寓,EMA00336,中山里,"24.9907891,121.2913228",1,77.0,桃園分局,," "
公寓,集賢大樓,EMA00337,中平里,"24.9909181,121.2920351",1,166.0,桃園分局,," "
公寓,公寓,EMA00343,中山里,"24.9892106,121.2907303",1,536.0,桃園分局,," "
大樓,富豪林園社區,EMA00348,中山里,"24.9883262,121.2911558",1、2,1061.0,桃園分局,,v
大樓,公寓,EMA00432,中山里,"24.9900279,121.2918601",1,455.0,桃園分局,," "
大樓,桃園大賞社區,EMA01162,中山里,"24.9904722,121.2903268",1、2、3,2243.0,桃園分局,,v
大樓,延壽吉祥社區,EMA00402,中路里,"24.9939819,121.289186",1,367.0,桃園分局,," "
大樓,公寓,EMA00394,中路里,"24.9906989,121.289436",1,74.0,桃園分局,," "
大樓,公寓,EMA00396,中路里,"24.9913339,121.2885925",1,605.0,桃園分局,," "
大樓,國際雙星社區,EMA01378,中路里,"24.9907951,121.2886569",1,534.0,桃園分局,," "
大樓,美學苑社區,EMA01411,中路里,"24.9911834,121.2914322",1、2、3,1663.0,桃園分局,,v
大樓,公寓,EMA01250,泰山里,"24.9911215,121.2974253",1,346.0,桃園分局,," "
大樓,公寓,EMA01437,泰山里,"24.9895749,121.2960512",1,503.0,桃園分局,," "
大樓,亞洲商業大樓,EMA00339,中山里,"24.9876127,121.2926818",1、2、3,177.0,桃園分局,," "
大樓,歡喜百年社區,EMA00401,中路里,"24.9932392,121.2883502",1,1748.0,桃園分局,,v
公寓,森活達人日麗社區,EMA01393,中原里,"24.9865373,121.297647",1、2,717.0,桃園分局,,v
公寓,森活達人日麗社區,EMA01394,中原里,"24.9868521,121.2973747",1、2,994.0,桃園分局,," "
公寓,長鴻金廈社區,EMA00403,豐林里,"24.9817413,121.306396",1,16.0,桃園分局,," "
公寓,吉多臻寶社區,EMA00454,福林里,"24.9801987,121.311172",1,328.0,桃園分局,," "
公寓,台電桃園配電變電所,EMA00455,建國里,"24.986718,121.3181549",1,326.0,桃園分局,," "
公寓,城東巨星社區,EMA00456,建國里,"24.989977,121.319431",1,465.0,桃園分局,," "
大樓,名人皇宮社區,EMA00458,大豐里,"24.9796112,121.3162878",1,306.0,桃園分局,," "
公寓,公寓,EMA00459,大林里,"24.9711671,121.3234276",1,687.0,桃園分局,," "
公寓,桃園大地社區,EMA00460,雲林里,"24.9859665,121.3187083",1,195.0,桃園分局,," "
公寓,德仁醫院,EMA00461,雲林里,"24.9840973,121.3186541",1、2,205.0,桃園分局,," "
公寓,公寓,EMA00462,雲林里,"24.9851709,121.318793",1,12.0,桃園分局,," "
大樓,公寓,EMA00463,大豐里,"24.9790427,121.3153723",1,127.0,桃園分局,," "
大樓,公寓,EMA00464,建國里,"24.9875854,121.3135817",1,43.0,桃園分局,," "
公寓,公寓,EMA00465,大豐里,"24.9847359,121.3128798",1,54.0,桃園分局,," "
公寓,吉祥新貴社區,EMA00466,大林里,"24.9721964,121.3230571",1,197.0,桃園分局,," "
公寓,公寓,EMA00467,豐林里,"24.9862579,121.3106992",1,53.0,桃園分局,," "
公寓,向陽門第社區,EMA00468,豐林里,"24.9863823,121.3074344",1,132.0,桃園分局,," "
公寓,公寓,EMA00469,豐林里,"24.985346,121.309621",1,47.0,桃園分局,," "
公寓,康全養護中心,EMA00470,大豐里,"24.9795628,121.3133173",1,66.0,桃園分局,," "
公寓,信東生技公司,EMA00471,豐林里,"24.9870596,121.3108668",1,18.0,桃園分局,," "
公寓,公寓,EMA00472,建國里,"24.9866331,121.3164699",1,72.0,桃園分局,," "
公務機關,桃園市桃園區建國國民小學,EMA00473,大豐里,"24.9818939,121.3149293",1,194.0,桃園分局,," "
公寓,公寓,EMA00474,大林里,"24.9743447,121.3239569",1,108.0,桃園分局,," "
公寓,桃園泥水業職業工會,EMA00476,大豐里,"24.9791689,121.3155294",1,26.0,桃園分局,," "
公寓,龜山工業區汙水處理廠,EMA00477,建國里,"24.9864472,121.321889",1,22.0,桃園分局,," "
公寓,公寓,EMA00478,福安里,"24.9831632,121.3109962",1,248.0,桃園分局,," "
公寓,公寓,EMA00480,大林里,"24.9731641,121.3238718",1,7.0,桃園分局,," "
公寓,公寓,EMA00481,建國里,"24.9888513,121.316426",1,248.0,桃園分局,," "
大樓,公寓,EMA00482,福安里,"24.9829798,121.3114129",1,143.0,桃園分局,," "
公寓,公寓,EMA00483,建國里,"24.989376,121.3208256",1,7.0,桃園分局,," "
公寓,公寓,EMA00484,豐林里,"24.982019,121.305546",1,11.0,桃園分局,," "
公寓,公寓,EMA00485,豐林里,"24.9819111,121.3054008",1,7.0,桃園分局,," "
公寓,公寓,EMA00486,豐林里,"24.9819649,121.3056356",1,7.0,桃園分局,," "
公寓,公寓,EMA00487,豐林里,"24.9819649,121.3056356",1,7.0,桃園分局,," "
公寓,公寓,EMA00488,豐林里,"24.981715,121.306872",1,7.0,桃園分局,," "
公寓,建國新象社區,EMA00489,建國里,"24.9865092,121.3161351",1,23.0,桃園分局,," "
公寓,公寓,EMA00490,豐林里,"24.9817449,121.306912",1,11.0,桃園分局,," "
公寓,公寓,EMA00491,豐林里,"24.9838685,121.3089278",1,7.0,桃園分局,," "
公寓,公寓,EMA00492,大林里,"24.9857031,121.318249",1,17.0,桃園分局,," "
公寓,公寓,EMA00493,大林里,"24.9857031,121.318249",1,18.0,桃園分局,," "
公寓,公寓,EMA00494,雲林里,"24.9836425,121.318533",1,18.0,桃園分局,," "
公寓,公寓,EMA00495,雲林里,"24.9835203,121.3185114",1,28.0,桃園分局,," "
公寓,公寓,EMA00496,大樹里,"24.982861,121.3179201",1,7.0,桃園分局,," "
公寓,公寓,EMA00497,雲林里,"24.9837823,121.3184712",1,18.0,桃園分局,," "
公寓,公寓,EMA00498,雲林里,"24.9836479,121.3185311",1,22.0,桃園分局,," "
公寓,公寓,EMA00499,雲林里,"24.983655,121.318453",1,14.0,桃園分局,," "
大樓,NISSAN汽車元隆桃鶯營業所,EMA00500,大樹里,"24.9783004,121.3222507",1,18.0,桃園分局,," "
大樓,公寓,EMA00501,雲林里,"24.9846122,121.3185518",1,15.0,桃園分局,," "
大樓,公寓,EMA00502,大林里,"24.9809944,121.3260049",1,18.0,桃園分局,," "
公寓,公寓,EMA00503,大林里,"24.9809944,121.3260049",1,7.0,桃園分局,," "
大樓,公寓,EMA00504,豐林里,"24.9861172,121.3103173",1,18.0,桃園分局,," "
大樓,公寓,EMA00505,大林里,"24.9813402,121.326831",1,13.0,桃園分局,," "
公寓,錫安包裝實業公司,EMA00506,大林里,"24.9812729,121.3256711",1,17.0,桃園分局,," "
公寓,公寓,EMA00507,福安里,"24.9834648,121.3095934",1,7.0,桃園分局,," "
公寓,上展金屬公司,EMA00508,大林里,"24.9813402,121.326831",1,14.0,桃園分局,," "
公寓,友華生技醫療公司,EMA00509,大樹里,"24.9836794,121.3227845",1,18.0,桃園分局,," "
大樓,公寓,EMA00510,大林里,"24.9813402,121.326831",1,22.0,桃園分局,," "
公寓,公寓,EMA00511,大豐里,"24.9801021,121.3150011",1,18.0,桃園分局,," "
公寓,公寓,EMA00513,豐林里,"24.984525,121.306805",1,151.0,桃園分局,," "
公務機關,桃園建國郵局,EMA00514,豐林里,"24.9853392,121.3100567",1,40.0,桃園分局,," "
公寓,公寓,EMA00519,建國里,"24.9901791,121.3184535",1,18.0,桃園分局,," "
公寓,公寓,EMA00520,豐林里,"24.9847979,121.306479",1,7.0,桃園分局,," "
公寓,公寓,EMA00521,大豐里,"24.984748,121.3142855",1,8.0,桃園分局,," "
公寓,潔朋汽車,EMA00522,豐林里,"24.9823059,121.3077801",1,18.0,桃園分局,," "
公寓,公寓,EMA00523,大樹里,"24.978908,121.31934",1,18.0,桃園分局,," "
公寓,公寓,EMA00524,大樹里,"24.9789489,121.3193086",1,12.0,桃園分局,," "
公寓,公寓,EMA00525,雲林里,"24.9860544,121.3190687",1,15.0,桃園分局,," "
公寓,公寓,EMA00526,豐林里,"24.9849432,121.3064227",1,22.0,桃園分局,," "
公寓,名發工業公司,EMA00527,大樹里,"24.9793895,121.318933",1,47.0,桃園分局,," "
公寓,公寓,EMA00528,大豐里,"24.9853899,121.3143577",1,20.0,桃園分局,," "
公寓,公寓,EMA00529,福安里,"24.984989,121.310755",1,22.0,桃園分局,," "
