類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,WSA00948,九如里,臺北市南港區研究院路二段151號,"25.038027,121.61711",1,454.0,南港分局,
一般住宅,WSA00521,九如里,臺北市南港區研究院路二段165號,"25.037602,121.617343",1,144.0,南港分局,
一般住宅,WSA00554,九如里,臺北市南港區研究院路二段182巷70號,"25.036729,121.614423",1,264.0,南港分局,
一般住宅,WSA00555,九如里,臺北市南港區研究院路二段182巷71號,"25.036791,121.614277",1,247.0,南港分局,
一般住宅,WSA00556,九如里,臺北市南港區研究院路二段182巷71號,"25.036791,121.614277",2,579.0,南港分局,
一般住宅,WSA00557,九如里,臺北市南港區研究院路二段182巷80號,"25.036632,121.613954",1,352.0,南港分局,
一般住宅,WSA00523,九如里,臺北市南港區研究院路二段184之1號,"25.037514,121.617112",1,170.0,南港分局,
一般住宅,WSA00524,九如里,臺北市南港區研究院路二段185號,"25.037133,121.617351",1,93.0,南港分局,
一般住宅,WSA00531,九如里,臺北市南港區研究院路二段212號,"25.036555,121.617087",1,92.0,南港分局,
一般住宅,WSA00533,九如里,臺北市南港區研究院路二段218號,"25.036408,121.617264",1,202.0,南港分局,
一般住宅,WSA00910,九如里,臺北市南港區研究院路三段1號,"25.035814,121.617063",2,961.0,南港分局,
一般住宅,WSA00586,九如里,臺北市南港區研究院路三段245號,"25.033594,121.609915",1,562.0,南港分局,
一般住宅,WSA00587,九如里,臺北市南港區研究院路三段245號,"25.033594,121.609915",1,221.0,南港分局,
一般住宅,WSA00588,九如里,臺北市南港區研究院路三段245號,"25.033594,121.609915",1,728.0,南港分局,
一般住宅,WSA00589,九如里,臺北市南港區研究院路三段245號,"25.033594,121.609915",1,386.0,南港分局,
一般住宅,WSA00590,九如里,臺北市南港區研究院路三段245號,"25.033594,121.609915",1,844.0,南港分局,
一般住宅,WSA00762,九如里,臺北市南港區研究院路三段245號,"25.033594,121.609915",1,1142.0,南港分局,
一般住宅,WSA00853,九如里,臺北市南港區研究院路三段245號,"25.033594,121.609915",1,1056.0,南港分局,
一般住宅,WSA00802,九如里,臺北市南港區研究院路三段2號,"25.035741,121.617037",1,17969.0,南港分局,
一般住宅,WSA00594,九如里,臺北市南港區研究院路三段68巷12號,"25.035163,121.614177",1,85.0,南港分局,
