"建築物名稱the names of the buildings","電腦編號 serial number",村里別village,"地址 address","緯經度 latitude and longitude","地下樓層數number of basement levels",可容納人數capacity,轄管分局jurisdiction,"備駐 notes"
—,QMA00851,橋南里,屏東縣屏東市橋南里07鄰民生路91號,"22.667683786719817, 120.49741403896873",1,52.0,屏東分局,
—,QMA00852,橋南里,屏東縣屏東市橋南里07鄰民生路91號之1,"22.66776298744412, 120.49743549664085",1,208.0,屏東分局,
—,QMA00849,橋南里,屏東縣屏東市橋南里06鄰民生路115號,"22.66808528705029, 120.49655612547686",1,25.0,屏東分局,
—,QMA00848,橋南里,屏東縣屏東市橋南里06鄰民生路125號,"22.668439786742372, 120.49633726780482",1,18.0,屏東分局,
—,QMA00843,橋南里,屏東縣屏東市橋南里02鄰民生路139號,"22.6685037858653, 120.49603678129674",1,10.0,屏東分局,
—,QMA00872,橋南里,屏東縣屏東市橋南里02鄰民生路141號,"22.66862208608744, 120.49601009664086",1,74.0,屏東分局,
—,QMA00855,橋南里,屏東縣屏東市橋南里02鄰民生路142號,"22.669119285076672, 120.49573959478855",1,22.0,屏東分局,
—,QMA00850,橋南里,屏東縣屏東市橋南里02鄰民生路145號,"22.668738786133414, 120.495854825477",1,32.0,屏東分局,
—,QMA00871,橋南里,屏東縣屏東市橋南里02鄰民生路147號,"22.668726785774357, 120.49572206780486",1,44.0,屏東分局,
—,QMA00870,橋南里,屏東縣屏東市橋南里02鄰民生路147之3號,"22.66870698573668, 120.495743525477",1,208.0,屏東分局,
—,QMA00856,橋南里,屏東縣屏東市橋南里05鄰自立路186號,"22.667765687335148, 120.49422478314902",1,93.0,屏東分局,
—,QMA00854,橋南里,屏東縣屏東市橋南里05鄰民有路70號,"22.66219373455493, 120.47093052234239",1,38.0,屏東分局,
—,QMA00868,橋南里,屏東縣屏東市橋南里03鄰民有一路53號,"22.709585039927692, 120.46339983192573",1,53.0,屏東分局,
—,QMA00869,橋南里,屏東縣屏東市橋南里03鄰民有一路54號,"22.666711688726494, 120.49541288129655",1,22.0,屏東分局,
—,QMA00858,橋南里,屏東縣屏東市橋南里05鄰民有一路78號,"22.667201588271748, 120.49500858129669",1,14.0,屏東分局,
—,QMA00860,橋南里,屏東縣屏東市橋南里05鄰民有一路80號,"22.66727598842813, 120.49502835431296",1,14.0,屏東分局,
—,QMA00861,橋南里,屏東縣屏東市橋南里05鄰民有一路81號,"22.66722148795372, 120.49481351013266",1,14.0,屏東分局,
—,QMA00862,橋南里,屏東縣屏東市橋南里04鄰民有一路210號,"22.66768098769721, 120.49466316965714",1,14.0,屏東分局,
—,QMA00863,橋南里,屏東縣屏東市橋南里04鄰民有一路212號,"22.66771818752171, 120.49467882732931",1,14.0,屏東分局,
—,QMA00864,橋南里,屏東縣屏東市橋南里04鄰民有一路214號,"22.667741286856202, 120.49461089664098",1,14.0,屏東分局,
—,QMA00865,橋南里,屏東縣屏東市橋南里04鄰民有一路216號,"22.66774358665071, 120.4945275389687",1,14.0,屏東分局,
—,QMA00866,橋南里,屏東縣屏東市橋南里04鄰民有一路218號,"22.66786608746169, 120.49454655431298",1,14.0,屏東分局,
—,QMA00867,橋南里,屏東縣屏東市橋南里04鄰民有一路220號,"22.667792886887874, 120.49442089478842",1,14.0,屏東分局,
宏青企業有限公司,QMA00880,橋南里,屏東縣屏東市橋南里19鄰工業路3號,"22.66387859417314, 120.49839418314892",1,180.0,屏東分局,
屏東汽笛客運公司,QMA00881,橋南里,屏東縣屏東市橋南里19鄰工業路4號,"22.664670291495455, 120.49841286780473",1,112.0,屏東分局,
宏青企業有限公司,QMA00882,橋南里,屏東縣屏東市橋南里19鄰工業路5號,"22.663418097071474, 120.49903499664092",1,28.0,屏東分局,
C.P.M教育公司,QMA00883,橋南里,屏東縣屏東市橋南里19鄰工業路7號,"22.66320009752779, 120.49917999664085",1,240.0,屏東分局,
明光金屬工業有限公司,QMA00884,橋南里,屏東縣屏東市橋南里19鄰工業路8號,"22.663096094646825, 120.49843981198492",1,78.0,屏東分局,
有線電視公司,QMA00885,橋南里,屏東縣屏東市橋南里19鄰工業路10號,"22.662677496253593, 120.49884482732921",1,105.0,屏東分局,
謝啟鴻,QMA00886,橋南里,屏東縣屏東市橋南里19鄰工業路11號,"22.662726193372478, 120.49948291198497",1,93.0,屏東分局,
再陽企業/二廠,QMA00887,橋南里,屏東縣屏東市橋南里19鄰工業路12號,"22.662358198294378, 120.49888336780482",1,88.0,屏東分局,
"許勝發    太子汽車",QMA00888,橋南里,屏東縣屏東市橋南里19鄰工業路13號,"22.660710402121165, 120.50042229664065",1,186.0,屏東分局,
高點文具有限公司,QMA00889,橋南里,屏東縣屏東市橋南里19鄰工業路17號,"22.659800499879285, 120.50099398314887",1,105.0,屏東分局,
大豐彈簧工業公司,QMA00890,橋南里,屏東縣屏東市橋南里19鄰工業路18號,"22.660194404472772, 120.50038175246027",1,64.0,屏東分局,
南王化工公司,QMA00891,橋南里,屏東縣屏東市橋南里19鄰工業路19號,"22.65935559987594, 120.50132216965702",1,132.0,屏東分局,
鉅領冷凍股份有限公司,QMA00921,橋南里,屏東縣屏東市橋南里19鄰工業路21號,"22.659133808233545, 120.50143769664066",1,200.0,屏東分局,
益農工業有限公司,QMA00892,橋南里,屏東縣屏東市橋南里19鄰工業路23號,"22.658464705880245, 120.50174631013242",1,84.0,屏東分局,
盈正豫順電子公司/第二廠,QMA02059,橋南里,屏東縣屏東市橋南里19鄰工業路36號,"22.657889002913834, 120.50183078129632",1,2977.0,屏東分局,
莊能科,QMA00893,橋南里,屏東縣屏東市橋南里19鄰工業一路1號,"22.664696292430946, 120.49930988314907",1,180.0,屏東分局,
邱創貴,QMA00894,橋南里,屏東縣屏東市橋南里19鄰工業一路2號,"22.66395179366685, 120.49944709664071",1,76.0,屏東分局,
宏毅股份有限公司,QMA00895,橋南里,屏東縣屏東市橋南里19鄰工業一路4號,"22.664644794170897, 120.4991177254768",1,225.0,屏東分局,
屏東工業區管理中心,QMA00896,橋南里,屏東縣屏東市橋南里19鄰工業一路5號,"22.663459395731437, 120.49975969664078",1,180.0,屏東分局,
國光客運屏東保養廠,QMA00897,橋南里,屏東縣屏東市橋南里19鄰工業一路7號,"22.662835893686353, 120.50057018314888",1,56.0,屏東分局,
國光客運屏東保養廠,QMA00898,橋南里,屏東縣屏東市橋南里19鄰工業一路7號之1,"22.662915097209165, 120.50053799664072",1,60.0,屏東分局,
三通車體有限公司,QMA00899,橋南里,屏東縣屏東市橋南里19鄰工業一路9號,"22.662466994676002, 120.50022303896864",1,58.0,屏東分局,
國興畜產有限公司,QMA00900,橋南里,屏東縣屏東市橋南里19鄰工業一路11號,"22.662046095798487, 120.49961369664072",1,204.0,屏東分局,
工業金屬有限公司,QMA00901,橋南里,屏東縣屏東市橋南里19鄰工業一路12號,"22.6626312972853, 120.50016422732924",1,44.0,屏東分局,
盛僑五金工業有限公司,QMA00902,橋南里,屏東縣屏東市橋南里19鄰工業二路2號,"22.66371709485001, 120.49757088129658",1,112.0,屏東分局,
地天泰國際有限公司,QMA00903,橋南里,屏東縣屏東市橋南里19鄰工業二路3號,"22.662685596239562, 120.49772464082106",1,148.0,屏東分局,
京華福士科股份有限公司,QMA00904,橋南里,屏東縣屏東市橋南里19鄰工業二路6號,"22.66315059851522, 120.49675035246044",1,80.0,屏東分局,
鐘炳堂,QMA00905,橋南里,屏東縣屏東市橋南里19鄰工業二路7號,"22.662014797401486, 120.49779953711615",1,24.0,屏東分局,
堅林企業有限公司,QMA00906,橋南里,屏東縣屏東市橋南里19鄰工業二路8號,"22.66300439748586, 120.49697431198499",1,60.0,屏東分局,
汪輝,QMA00907,橋南里,屏東縣屏東市橋南里19鄰工業二路10號,"22.662819597859325, 120.49711129664084",1,64.0,屏東分局,
鄭進發,QMA00911,橋南里,屏東縣屏東市橋南里19鄰工業二路11號,"22.662043896317524, 120.49796233896868",1,109.0,屏東分局,
大中華生技食品有限公司,QMA00908,橋南里,屏東縣屏東市橋南里19鄰工業二路12號,"22.662152896144462, 120.49730098129649",1,156.0,屏東分局,
成政興塗裝有限公司,QMA00909,橋南里,屏東縣屏東市橋南里19鄰工業二路16號,"22.661559200406163, 120.49779599664072",1,81.0,屏東分局,
曾文侃,QMA00910,橋南里,屏東縣屏東市橋南里19鄰工業二路22號,"22.661281002697663, 120.49942525246037",1,489.0,屏東分局,
健鼎精密鑄造有限公司,QMA00912,橋南里,屏東縣屏東市橋南里19鄰工業三路1號,"22.6600531007991, 120.50209978314889",1,32.0,屏東分局,
螺絲有限公司,QMA00913,橋南里,屏東縣屏東市橋南里19鄰工業三路2號,"22.660568401781696, 120.50179051013247",1,280.0,屏東分局,
矗鎰工程公司,QMA00914,橋南里,屏東縣屏東市橋南里19鄰工業三路3號,"22.660167999947618, 120.5012320966407",1,864.0,屏東分局,
力厲企業有限公司,QMA00915,橋南里,屏東縣屏東市橋南里19鄰工業三路5號,"22.659746898602233, 120.5004347119849",1,48.0,屏東分局,
再聯企業有限公司,QMA00916,橋南里,屏東縣屏東市橋南里19鄰工業三路6號,"22.660186096672412, 120.50109451198499",1,80.0,屏東分局,
鄭國在,QMA00917,橋南里,屏東縣屏東市橋南里19鄰工業三路8號,"22.659799503279736, 120.50009548314878",1,46.0,屏東分局,
仁宏金企業有限公司,QMA00918,橋南里,屏東縣屏東市橋南里19鄰工業三路9號,"22.65922870439181, 120.4995912119849",1,72.0,屏東分局,
王順德,QMA00919,橋南里,屏東縣屏東市橋南里19鄰工業三路10號,"22.65964490150603, 120.4997645524604",1,36.0,屏東分局,
峻旺實業有限公司,QMA00920,橋南里,屏東縣屏東市橋南里19鄰工業三路12號,"22.65951909753887, 120.49947871198488",1,48.0,屏東分局,
新峻億工業有限公司,QMA00922,橋南里,屏東縣屏東市橋南里19鄰工業三路14號,"22.659301201386235, 120.49942209849316",1,44.0,屏東分局,
蘇仁俊,QMA00923,橋南里,屏東縣屏東市橋南里19鄰工業三路16號,"22.659084403208098, 120.49912193896861",1,88.0,屏東分局,
有限公司,QMA00924,橋南里,屏東縣屏東市橋南里19鄰工業三路18號,"22.658891105796997, 120.49901912547672",1,52.0,屏東分局,
匯豐汽車公司/屏東鈑噴中心,QMA00925,橋南里,屏東縣屏東市橋南里19鄰工業三路22號,"22.65844449739048, 120.49944605431277",1,49.0,屏東分局,
海宇漁具有限公司,QMA00926,橋南里,屏東縣屏東市橋南里19鄰工業四路1號,"22.659756704048135, 120.50303029611568",1,40.0,屏東分局,
中華電信/客戶服務中心,QMA00927,橋南里,屏東縣屏東市橋南里19鄰工業四路2號,"22.659997496256914, 120.5031573268042",1,800.0,屏東分局,
永新肉品興業有限公司,QMA00928,橋南里,屏東縣屏東市橋南里19鄰工業四路3號,"22.660455699470088, 120.50230708129646",1,40.0,屏東分局,
華慧皮包公司,QMA00929,橋南里,屏東縣屏東市橋南里19鄰工業四路4號,"22.659601596742682, 120.50167969664062",1,8.0,屏東分局,
虹球橡膠工業有限公司,QMA00930,橋南里,屏東縣屏東市橋南里19鄰工業四路5號,"22.659132802392858, 120.50146839664067",1,116.0,屏東分局,
神豐帽服有限公司,QMA00931,橋南里,屏東縣屏東市橋南里19鄰工業四路6號,"22.659597902281774, 120.50220363659135",1,128.0,屏東分局,
陳國雄,QMA00932,橋南里,屏東縣屏東市橋南里19鄰工業四路10號,"22.659045898883445, 120.50111975616522",1,65.0,屏東分局,
力厲企業有限公司,QMA00933,橋南里,屏東縣屏東市橋南里19鄰工業四路12號,"22.659019405537748, 120.50060966595221",1,104.0,屏東分局,
高茂金屬工業有限公司,QMA00934,橋南里,屏東縣屏東市橋南里19鄰工業四路35號,"22.65598040594367, 120.49643246780454",1,76.0,屏東分局,
達安企業有限公司,QMA00935,橋南里,屏東縣屏東市橋南里19鄰工業四路42號,"22.65531400400013, 120.496242730509",1,36.0,屏東分局,
張棟洋,QMA00936,橋南里,屏東縣屏東市橋南里19鄰工業四路44號,"22.654554906095154, 120.4957574543126",1,33.0,屏東分局,
中央畜產會技術服務中心,QMA00937,橋南里,屏東縣屏東市橋南里19鄰工業五路2號,"22.65821109215945, 120.50254373473882",1,77.0,屏東分局,
盈運汽車公司,QMA00938,橋南里,屏東縣屏東市橋南里19鄰工業五路4號,"22.658724000078596, 120.5038213114601",1,49.0,屏東分局,
易維特科技有限公司,QMA00939,橋南里,屏東縣屏東市橋南里19鄰工業五路5號,"22.658930997565424, 120.50263685246034",1,66.0,屏東分局,
大東製藥有限公司,QMA00940,橋南里,屏東縣屏東市橋南里19鄰工業五路6號,"22.65929060570923, 120.50345298129639",1,49.0,屏東分局,
洪仲虎,QMA00941,橋南里,屏東縣屏東市橋南里19鄰工業五路7號,"22.65912720022206, 120.50377604585327",1,164.0,屏東分局,
鳳盛企業公司,QMA00942,橋南里,屏東縣屏東市橋南里19鄰工業五路8號,"22.65967490421343, 120.50398206595223",1,33.0,屏東分局,
日瓏工業公司,QMA00943,橋南里,屏東縣屏東市橋南里19鄰工業五路11號,"22.659632401527674, 120.50350936595214",1,85.0,屏東分局,
源山香料粉末廠,QMA00944,橋南里,屏東縣屏東市橋南里19鄰工業五路15號,"22.65980759783908, 120.5047358268043",1,48.0,屏東分局,
崑興企業公司,QMA00945,橋南里,屏東縣屏東市橋南里19鄰工業五路19號,"22.660068700772086, 120.50322438314885",1,89.0,屏東分局,
佑冠光電科技有限公司,QMA00946,橋南里,屏東縣屏東市橋南里19鄰工業五路21號,"22.659866792412853, 120.50350404400102",1,105.0,屏東分局,
亞特五金廠,QMA00947,橋南里,屏東縣屏東市橋南里19鄰工業六路3號,"22.655594096779048, 120.49746728129631",1,105.0,屏東分局,
東發生物科技製藥公司,QMA00948,橋南里,屏東縣屏東市橋南里19鄰工業六路5號,"22.656444907969448, 120.49693628129641",1,92.0,屏東分局,
鼎弘塑鋼實業公司,QMA00949,橋南里,屏東縣屏東市橋南里19鄰工業六路東段10號,"22.657779302264625, 120.49738889664057",1,21.0,屏東分局,
豐釧機械有限公司,QMA00950,橋南里,屏東縣屏東市橋南里19鄰工業六路西段5號,"22.6546534955111, 120.49666958077144",1,74.0,屏東分局,
亞生特電業股份有限公司,QMA00951,橋南里,屏東縣屏東市橋南里19鄰工業六路西段6號,"22.65549691265405, 120.49699415431273",1,34.0,屏東分局,
芳隆農產公司,QMA00952,橋南里,屏東縣屏東市橋南里19鄰工業六路西段9號,"22.654366601033544, 120.49569648314873",1,96.0,屏東分局,
新興汽車修配廠,QMA00953,橋南里,屏東縣屏東市橋南里19鄰工業六路西段11號,"22.654191007701726, 120.49540285246026",1,90.0,屏東分局,
資展不銹鋼公司,QMA00954,橋南里,屏東縣屏東市橋南里19鄰工業環路2號,"22.66222349653579, 120.50264791013251",1,65.0,屏東分局,
屏榮實業公司,QMA00955,橋南里,屏東縣屏東市橋南里19鄰工業環路4號,"22.66130109635891, 120.50264221331237",1,108.0,屏東分局,
和泰電機公司,QMA00956,橋南里,屏東縣屏東市橋南里19鄰工業環路7號,"22.662184299653607, 120.50188789849318",1,46.0,屏東分局,
—,QMA01311,豐源里,屏東縣屏東市豐源里11鄰廣東路68號,"22.67140428308222, 120.49979598262429",1,58.0,屏東分局,
—,QMA00981,豐源里,屏東縣屏東市豐源里30鄰廣東路98號,"22.67273797984684, 120.499554596641",1,53.0,屏東分局,
—,QMA00974,豐源里,屏東縣屏東市豐源里32鄰廣東路114號,"22.673428778849186, 120.49984761198532",1,32.0,屏東分局,
—,QMA00979,豐源里,屏東縣屏東市豐源里31鄰廣東路108號之1,"22.673072178523743, 120.49969973896886",1,32.0,屏東分局,
—,QMA00980,豐源里,屏東縣屏東市豐源里31鄰廣東路110號之2,"22.67327447789456, 120.49982536965729",1,20.0,屏東分局,
—,QMA00975,豐源里,屏東縣屏東市豐源里35鄰廣東路140號,"22.674226777696745, 120.50009558314926",1,26.0,屏東分局,
—,QMA01294,豐源里,屏東縣屏東市豐源里22鄰民教路118巷6號,"22.670950581921325, 120.50126285246063",1,58.0,屏東分局,
東方聖羅蘭大樓,QMA00978,豐源里,屏東縣屏東市豐源里24鄰民教路168號,"22.671639380033785, 120.5011143389689",1,569.0,屏東分局,
—,QMA00991,豐源里,屏東縣屏東市豐源里11鄰林森路2巷59弄11號,"22.671137682157728, 120.50473159664101",1,50.0,屏東分局,
—,QMA00990,豐源里,屏東縣屏東市豐源里20鄰林森路2巷59弄9號,"22.67111168164217, 120.50466456595252",1,50.0,屏東分局,
臺灣自來水公司/屏東區管理處/屏東營運所,QMA01293,豐源里,屏東縣屏東市豐源里21鄰林森路6號,"22.669933883841658, 120.50398582732942",1,197.0,屏東分局,
—,QMA01304,豐源里,屏東縣屏東市豐源里26鄰林森路18號之2,"22.67098808185639, 120.50012698129672",1,24.0,屏東分局,
—,QMA01310,豐源里,屏東縣屏東市豐源里26鄰林森路18號之3,"22.67098808185639, 120.50014843896882",1,20.0,屏東分局,
—,QMA01305,豐源里,屏東縣屏東市豐源里26鄰林森路20號之5,"22.67107668170287, 120.49990592362458",1,13.0,屏東分局,
—,QMA01306,豐源里,屏東縣屏東市豐源里26鄰林森路20號之6,"22.67107668170287, 120.50001321198515",1,13.0,屏東分局,
—,QMA01299,豐源里,屏東縣屏東市豐源里26鄰林森路24號之1,"22.67118098209525, 120.4994293812968",1,26.0,屏東分局,
—,QMA01298,豐源里,屏東縣屏東市豐源里26鄰林森路24號之21,"22.671200781775827, 120.49947229664104",1,13.0,屏東分局,
—,QMA01300,豐源里,屏東縣屏東市豐源里26鄰林森路24號之22,"22.671190881935903, 120.49938646595253",1,25.0,屏東分局,
—,QMA01301,豐源里,屏東縣屏東市豐源里26鄰林森路24號之23,"22.671250280964777, 120.4994293812968",1,30.0,屏東分局,
—,QMA01302,豐源里,屏東縣屏東市豐源里26鄰林森路24號之24,"22.671171082253892, 120.49951521198525",1,30.0,屏東分局,
屏東縣醫師公會,QMA01312,豐源里,屏東縣屏東市豐源里07鄰林森路東段86號,"22.66981288389258, 120.50549996965731",1,278.0,屏東分局,
水源第大樓,QMA00985,豐源里,屏東縣屏東市豐源里11鄰林森路東三段4號之4,"22.670756182938117, 120.50760043896882",1,826.0,屏東分局,
社區華廈,QMA00983,豐源里,屏東縣屏東市豐源里11鄰林森路東三段10號,"22.670810082164756, 120.50764205431302",1,630.0,屏東分局,
藍宇雅築大樓,QMA00982,豐源里,屏東縣屏東市豐源里12鄰林森路東四段79號之1,"22.670835782120225, 120.50616795431306",1,270.0,屏東分局,
—,QMA00988,豐源里,屏東縣屏東市豐源里17鄰民學路15巷35號,"22.671814380801198, 120.5063966543131",1,16.0,屏東分局,
—,QMA01292,豐源里,屏東縣屏東市豐源里27鄰水源路32號,"22.67207147770197, 120.5033965799402",1,42.0,屏東分局,
—,QMA01313,豐源里,屏東縣屏東市豐源里26鄰公園東路20號,"22.671634981086136, 120.50126118129675",1,85.0,屏東分局,
社區華廈,QMA01307,豐源里,屏東縣屏東市豐源里26鄰公園東路27號之1,"22.671626981451205, 120.500611396641",1,208.0,屏東分局,
—,QMA01308,豐源里,屏東縣屏東市豐源里26鄰公園東路31號,"22.67167618066407, 120.50055741198523",1,18.0,屏東分局,
—,QMA01291,豐源里,屏東縣屏東市豐源里27鄰公園東路57號,"22.67203217923974, 120.49944328314912",1,78.0,屏東分局,
—,QMA01303,豐源里,屏東縣屏東市豐源里27鄰公園東路60號,"22.67185998150358, 120.50051911198527",1,24.0,屏東分局,
—,QMA01295,豐源里,屏東縣屏東市豐源里27鄰公園東路62號,"22.672019180679992, 120.5003391947886",1,21.0,屏東分局,
—,QMA01296,豐源里,屏東縣屏東市豐源里27鄰公園東路64號,"22.671982279735754, 120.50056971198525",1,26.0,屏東分局,
—,QMA01019,豐榮里,屏東縣屏東市豐榮里01鄰廣東路53號之2,"22.671452881212783, 120.4988561812967",1,114.0,屏東分局,
新光銀行/東園分行,QMA01018,豐榮里,屏東縣屏東市豐榮里01鄰廣東路63號,"22.67205968041159, 120.49911116965737",1,266.0,屏東分局,
—,QMA01367,豐榮里,屏東縣屏東市豐榮里14鄰廣東路65號,"22.672276180067605, 120.49916629664095",1,168.0,屏東分局,
—,QMA01368,豐榮里,屏東縣屏東市豐榮里14鄰廣東路67號,"22.67221678148301, 120.49916629664095",1,74.0,屏東分局,
—,QMA01369,豐榮里,屏東縣屏東市豐榮里14鄰廣東路71號,"22.672453178388743, 120.499180996641",1,54.0,屏東分局,
—,QMA01370,豐榮里,屏東縣屏東市豐榮里14鄰廣東路75號,"22.67243878004377, 120.49919939664105",1,68.0,屏東分局,
—,QMA01366,豐榮里,屏東縣屏東市豐榮里14鄰廣東路79號,"22.672561679371583, 120.49922826780491",1,54.0,屏東分局,
—,QMA01365,豐榮里,屏東縣屏東市豐榮里14鄰廣東路81號,"22.672618579031134, 120.49916616595249",1,81.0,屏東分局,
—,QMA01364,豐榮里,屏東縣屏東市豐榮里14鄰廣東路83號,"22.672606080285245, 120.49924353896891",1,54.0,屏東分局,
—,QMA01378,豐榮里,屏東縣屏東市豐榮里14鄰廣東路107號,"22.67316287981011, 120.49943369664096",1,78.0,屏東分局,
—,QMA01355,豐榮里,屏東縣屏東市豐榮里14鄰廣東路115號,"22.67340087797796, 120.49950979664109",1,70.0,屏東分局,
—,QMA01356,豐榮里,屏東縣屏東市豐榮里14鄰廣東路117號,"22.673409578876903, 120.49952369664102",1,34.0,屏東分局,
縣水土保持工作站,QMA01377,豐榮里,屏東縣屏東市豐榮里13鄰廣東路151號,"22.674673178644817, 120.49994959664092",1,26.0,屏東分局,
—,QMA01361,豐榮里,屏東縣屏東市豐榮里11鄰廣東路157巷16號,"22.675069973098548, 120.49944646595252",1,61.0,屏東分局,
—,QMA01371,豐榮里,屏東縣屏東市豐榮里13鄰廣東路171號,"22.675378574248217, 120.50016271198527",1,33.0,屏東分局,
—,QMA01344,豐榮里,屏東縣屏東市豐榮里16鄰廣東路175號,"22.675505873121026, 120.50017342547713",1,18.0,屏東分局,
—,QMA01350,豐榮里,屏東縣屏東市豐榮里13鄰廣東路175號之1,"22.67547617453135, 120.50016269664106",1,18.0,屏東分局,
—,QMA01059,豐榮里,屏東縣屏東市豐榮里16鄰廣東路197號,"22.676206173318995, 120.50040005431318",1,50.0,屏東分局,
—,QMA01057,豐榮里,屏東縣屏東市豐榮里16鄰廣東路197號之1,"22.676225972274104, 120.50044296965744",1,50.0,屏東分局,
—,QMA01068,豐榮里,屏東縣屏東市豐榮里16鄰廣東路205號,"22.676554072211008, 120.50052029664103",1,24.0,屏東分局,
—,QMA01067,豐榮里,屏東縣屏東市豐榮里16鄰廣東路207號,"22.676603869467247, 120.50048761013275",1,30.0,屏東分局,
—,QMA01066,豐榮里,屏東縣屏東市豐榮里23鄰廣東路211號,"22.67660107159693, 120.50059456965738",1,197.0,屏東分局,
—,QMA01026,豐榮里,屏東縣屏東市豐榮里01鄰公園東路61號,"22.672057781666723, 120.4988497543131",1,54.0,屏東分局,
—,QMA01040,豐榮里,屏東縣屏東市豐榮里01鄰公園東路73號,"22.67218578042735, 120.49850272362461",1,25.0,屏東分局,
—,QMA01041,豐榮里,屏東縣屏東市豐榮里01鄰公園東路75號,"22.67223137948482, 120.49856072547708",1,22.0,屏東分局,
—,QMA01039,豐榮里,屏東縣屏東市豐榮里02鄰公園東路81號,"22.672182881302675, 120.49827705246064",1,106.0,屏東分局,
—,QMA01359,豐榮里,屏東縣屏東市豐榮里27鄰公園東路84號之6,"22.672423279369507, 120.49871656780506",1,46.0,屏東分局,
—,QMA01354,豐榮里,屏東縣屏東市豐榮里05鄰公園東路84號之4,"22.672383680358454, 120.49872729664116",1,217.0,屏東分局,
—,QMA01031,豐榮里,屏東縣屏東市豐榮里02鄰公園東路85號,"22.672243280561208, 120.49819208129676",1,14.0,屏東分局,
—,QMA01351,豐榮里,屏東縣屏東市豐榮里27鄰公園東路86號,"22.672516178970653, 120.49830509664096",1,26.0,屏東分局,
—,QMA01043,豐榮里,屏東縣屏東市豐榮里02鄰公園東路87號,"22.672340578394053, 120.49823235431302",1,28.0,屏東分局,
—,QMA01352,豐榮里,屏東縣屏東市豐榮里27鄰公園東路88號,"22.672500979710534, 120.49824433896883",1,26.0,屏東分局,
—,QMA01022,豐榮里,屏東縣屏東市豐榮里02鄰公園東路89號,"22.67234987859756, 120.49811911013275",1,34.0,屏東分局,
—,QMA01021,豐榮里,屏東縣屏東市豐榮里02鄰公園東路93號,"22.672356379033513, 120.49810941198523",1,18.0,屏東分局,
—,QMA01028,豐榮里,屏東縣屏東市豐榮里02鄰公園東路95號,"22.672349979496577, 120.49803892547702",1,21.0,屏東分局,
—,QMA01044,豐榮里,屏東縣屏東市豐榮里02鄰公園東路97號,"22.672349979496577, 120.49803892547702",1,20.0,屏東分局,
—,QMA01020,豐榮里,屏東縣屏東市豐榮里02鄰公園東路101號,"22.67241317892685, 120.49786789664095",1,20.0,屏東分局,
—,QMA01046,豐榮里,屏東縣屏東市豐榮里02鄰公園東路119號,"22.672432080523887, 120.49756421198526",1,50.0,屏東分局,
—,QMA01048,豐榮里,屏東縣屏東市豐榮里05鄰公園東路123號,"22.672524179194674, 120.4974903831491",1,130.0,屏東分局,
—,QMA01032,豐榮里,屏東縣屏東市豐榮里06鄰公園東路132號,"22.672880178577817, 120.49698989664105",1,14.0,屏東分局,
—,QMA01033,豐榮里,屏東縣屏東市豐榮里06鄰公園東路134號,"22.67286687966065, 120.49691521013278",1,14.0,屏東分局,
—,QMA01029,豐榮里,屏東縣屏東市豐榮里06鄰公園東路142號,"22.67297477653219, 120.49684809664093",1,13.0,屏東分局,
—,QMA01030,豐榮里,屏東縣屏東市豐榮里06鄰公園東路144號,"22.67296237789587, 120.49677489664109",1,13.0,屏東分局,
—,QMA01023,豐榮里,屏東縣屏東市豐榮里02鄰民享路14巷3號,"22.671811481184804, 120.49834182547711",1,24.0,屏東分局,
—,QMA01024,豐榮里,屏東縣屏東市豐榮里01鄰民享路18號,"22.67184948151721, 120.49839683896884",1,24.0,屏東分局,
—,QMA01037,豐榮里,屏東縣屏東市豐榮里01鄰民享路22號,"22.671945480991184, 120.49838068129667",1,66.0,屏東分局,
—,QMA01025,豐榮里,屏東縣屏東市豐榮里02鄰民享路23號,"22.672117380531066, 120.49830926780488",1,66.0,屏東分局,
—,QMA01047,豐榮里,屏東縣屏東市豐榮里01鄰民享路24號,"22.672048279815222, 120.49845568314913",1,37.0,屏東分局,
—,QMA01343,豐榮里,屏東縣屏東市豐榮里01鄰民享路27號,"22.67229287959548, 120.49846045616552",1,16.0,屏東分局,
帝國新倫敦大廈,QMA02665,豐榮里,屏東縣屏東市豐榮里01鄰民享路66號,"22.673252977931785, 120.49894632547709",1,2726.0,屏東分局,
—,QMA01376,豐榮里,屏東縣屏東市豐榮里09鄰民享路69號,"22.673537377127406, 120.49887352732944",1,49.0,屏東分局,
—,QMA01363,豐榮里,屏東縣屏東市豐榮里09鄰民享路122號,"22.674840972756673, 120.49928825246083",1,38.0,屏東分局,
—,QMA01360,豐榮里,屏東縣屏東市豐榮里09鄰民享路134號,"22.674978075775574, 120.49950221198527",1,44.0,屏東分局,
—,QMA01373,豐榮里,屏東縣屏東市豐榮里09鄰民享路137號,"22.675015475716148, 120.49920148129681",1,76.0,屏東分局,
—,QMA01372,豐榮里,屏東縣屏東市豐榮里09鄰民享路139號,"22.675196474995904, 120.49932945431316",1,76.0,屏東分局,
—,QMA01061,豐榮里,屏東縣屏東市豐榮里16鄰民享路162號,"22.675951675205546, 120.49967486780497",1,40.0,屏東分局,
—,QMA01353,豐榮里,屏東縣屏東市豐榮里09鄰民享一路71號,"22.673739777742657, 120.49772166965741",1,60.0,屏東分局,
