類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
公寓,WSA00521,九如里,臺北市南港區研究院路二段165號,"25.037602,121.617343",1,"173 ",
公寓,WSA00523,九如里,臺北市南港區研究院路二段184之1號,"25.037514,121.617112",1,"204 ",
公寓,WSA00524,九如里,臺北市南港區研究院路二段185號,"25.037133,121.617351",1,"112 ",
公寓,WSA00531,九如里,臺北市南港區研究院路二段212號,"25.036555,121.617087",1,"110 ",
公寓,WSA00533,九如里,臺北市南港區研究院路二段218號,"25.036408,121.617264",1,"242 ",
公寓,WSA00948,九如里,臺北市南港區研究院路二段151號,"25.038027,121.61711",1,"872 ",
公寓,WSA00554,九如里,臺北市南港區研究院路二段182巷70號,"25.036729,121.614423",1,"508 ",
公寓,WSA00555,九如里,臺北市南港區研究院路二段182巷71號,"25.036791,121.614277",1,"476 ",
大樓,WSA00556,九如里,臺北市南港區研究院路二段182巷71號,"25.036791,121.614277",2,"1113 ",
大樓,WSA00557,九如里,臺北市南港區研究院路二段182巷80號,"25.036632,121.613954",1,"677 ",
大樓,WSA00802,九如里,臺北市南港區研究院路三段2號,"25.035741,121.617037",1,"22573 ",
公寓,WSA00594,九如里,臺北市南港區研究院路三段68巷12號,"25.035163,121.614177",1,"102 ",
公寓,WSA00595,九如里,臺北市南港區研究院路三段68巷9號,"25.035273,121.614311",1,"949 ",
公寓,WSA00596,九如里,臺北市南港區研究院路三段68巷9號,"25.035273,121.614311",1,"288 ",
公寓,WSA00598,九如里,臺北市南港區研究院路三段68巷32弄2號,"25.03552,121.613713",1,"309 ",
公寓,WSA00910,九如里,臺北市南港區研究院路三段1號,"25.035814,121.617063",2,"1845 ",
公寓,WSA00599,九如里,臺北市南港區研究院路三段86巷2號,"25.034409,121.613416",1,"122 ",
公寓,WSA00600,九如里,臺北市南港區研究院路三段68巷27弄1號,"25.035095,121.613981",1,"410 ",
大樓,WSA00586,九如里,臺北市南港區研究院路三段245號,"25.033594,121.609915",1,"674 ",
大樓,WSA00587,九如里,臺北市南港區研究院路三段245號,"25.033594,121.609915",1,"265 ",
大樓,WSA00588,九如里,臺北市南港區研究院路三段245號,"25.033594,121.609915",1,"874 ",
大樓,WSA00589,九如里,臺北市南港區研究院路三段245號,"25.033594,121.609915",1,"464 ",
大樓,WSA00590,九如里,臺北市南港區研究院路三段245號,"25.033594,121.609915",1,"1013 ",
大樓,WSA00762,九如里,臺北市南港區研究院路三段245號,"25.033594,121.609915",1,"1370 ",
大樓,WSA00853,九如里,臺北市南港區研究院路三段245號,"25.033594,121.609915",1,"2028 ",
