類別,電腦編號,村里別,地址,"地下樓 層數",可容納人數,派出所,備註,經度,緯度
微笑莊園社區管理委員會,D803000058,崁頂里,新北市淡水區崁頂里濱海路一段125號,1.0,5750.0,水碓派出所,,121.43982,25.18913
綠活社區管理委員會,D803000059,崁頂里,新北市淡水區崁頂里義山路一段401巷62號,1.0,1099.0,水碓派出所,,121.43702,25.19134
公園居公寓大廈管理委員會,D803000062,崁頂里,新北市淡水區崁頂里中山北路二段381巷119號,1.0,1280.0,水碓派出所,,121.44346,25.18574
香榭大道社區管理委員會,D803000063,崁頂里,新北市淡水區崁頂里新市二路四段58號,1.0,724.0,水碓派出所,,121.44179,25.19239
靜江悅社區管理委員會,D803000064,北投里,新北市淡水區北投里新市一路三段101巷55號,1.0,943.0,水碓派出所,,121.4454,25.18477
原石樸莊社區管理委員會,D803000065,新春里,新北市淡水區新春里新春街85巷25弄31號,1.0,4478.0,水碓派出所,,121.4385,25.18418
公園敦品社區管理委員會,D803000067,崁頂里,新北市淡水區崁頂里濱海路二段202巷3號,1.0,466.0,水碓派出所,,121.43433,25.19095
四季水漾社區管理委員會,D803000068,崁頂里,新北市淡水區崁頂里中山北路三段51號,1.0,3099.0,水碓派出所,,121.44402,25.19112
日月星辰社區管理委員會,D803000070,崁頂里,新北市淡水區崁頂里濱海路一段306巷9弄29號,1.0,1882.0,水碓派出所,,121.43976,25.19073
蔚城公寓大廈管理委員會,D803000071,北投里,新北市淡水區北投里新市一路三段101巷20號,1.0,3042.0,水碓派出所,,121.44629,25.18413
里御大砌社區管理委員會,D803000072,崁頂里,新北市淡水區崁頂里濱海路一段306巷60弄30號,1.0,2092.0,水碓派出所,,121.44172,25.19145
新北市淡水區新市國民小學,D803000073,北投里,新北市淡水區北投里中山北路二段200號,1.0,568.0,水碓派出所,,121.44451,25.18602
富御居社區管理委員會,D803000074,崁頂里,新北市淡水區崁頂里新市二路四段128號,1.0,710.0,水碓派出所,,121.44341,25.19221
景闊社區管理委員會,D803000075,崁頂里,新北市淡水區崁頂里新市五路二段1號,1.0,2909.0,水碓派出所,,121.42898,25.20032
天琴社區管理委員會,D803000077,崁頂里,新北市淡水區崁頂里濱海路二段202巷65弄31號,1.0,955.0,水碓派出所,,121.43411,25.19242
丰悅夏宮社區管理委員會,D803000079,新興里,新北市淡水區新興里新春街146號,1.0,3720.0,水碓派出所,,121.44212,25.18144
丰悅夏宮社區管理委員會,D803000080,新興里,新北市淡水區新興里新春街148號,1.0,3555.0,水碓派出所,,121.44245,25.18118
鑽石麗都管理委員會,D803000081,崁頂里,新北市淡水區崁頂里中山北路二段189巷15弄25號,1.0,915.0,水碓派出所,,121.4437,25.18458
鴻築ONE社區管理委員會,D803000082,北投里,新北市淡水區北投里淡金路二段407號,1.0,642.0,水碓派出所,,121.44631,25.18654
新北市淡水國民運動中心,D803000083,崁頂里,新北市淡水區崁頂里中山北路二段381巷2號,1.0,2271.0,水碓派出所,,121.4427,25.18715
藏月社區管理委員會,D803000084,北投里,新北市淡水區北投里新市一路三段101巷158號,1.0,718.0,水碓派出所,,121.44556,25.18661
天馳社區管理委員會,D803000085,新春里,新北市淡水區新春里新民街278巷19號,1.0,361.0,水碓派出所,,121.43602,25.18239
新市之星社區管理委員會,D803000087,崁頂里,新北市淡水區崁頂里中山北路二段197號,1.0,1386.0,水碓派出所,,121.4438,25.18536
公園上璟社區管理委員會,D803000088,崁頂里,新北市淡水區崁頂里濱海路二段202巷27號,1.0,911.0,水碓派出所,,121.43468,25.19197
佳昂晴海社區管理委員會,D803000089,崁頂里,新北市淡水區崁頂里新市一路一段331巷90號,1.0,3729.0,水碓派出所,,121.43628,25.18788
夢想家社區管理委員會,D803000090,新春里,新北市淡水區新春里新春街103號10,1.0,1614.0,水碓派出所,,121.44011,25.1823
新月+社區管理委員會,D803000091,北投里,新北市淡水區北投里新市一路三段101巷170號,1.0,1298.0,水碓派出所,,121.44558,25.18708
和丰社區管理委員會,D803000092,崁頂里,新北市淡水區崁頂里新市二路二段52號,1.0,2300.0,水碓派出所,,121.42727,25.19531
涵月社區管理委員會,D803000093,崁頂里,新北市淡水區崁頂里新市二路三段152號,1.0,1077.0,水碓派出所,,121.43659,25.19312
美麗境社區管理委員會,D803000094,崁頂里,新北市淡水區崁頂里濱海路一段306巷18號1,1.0,767.0,水碓派出所,,121.44089,25.19046
琴境社區管理委員會,D803000096,崁頂里,新北市淡水區崁頂里義山路一段200號,1.0,972.0,水碓派出所,,121.43828,25.19052
躍淡水社區管理委員會,D803000098,崁頂里,新北市淡水區崁頂里義山路一段1號,1.0,1350.0,水碓派出所,,121.4373,25.18714
福樂家社區管理委員會,D803000099,崁頂里,新北市淡水區崁頂里崁頂五路301號,1.0,518.0,水碓派出所,,121.42459,25.19945
領海社區管理委員會,D803000100,崁頂里,新北市淡水區崁頂里新市五路一段128號,1.0,1737.0,水碓派出所,,121.42759,25.20018
謙樹社區管理委員會,D803000101,崁頂里,新北市淡水區崁頂里新市三路一段308號,1.0,1706.0,水碓派出所,,121.42989,25.1971
真耶穌教會台灣總會淡水教會,D803000102,新春里,新北市淡水區新春里新民街320號,1.0,356.0,水碓派出所,,121.43541,25.18322
新北市政府淡水區公所,D803000103,崁頂里,新北市淡水區崁頂里中山北路二段375號,1.0,2015.0,水碓派出所,,121.44394,25.18707
合康嘉年華管理委員會,D803000106,崁頂里,新北市淡水區崁頂里新市一路一段345號,1.0,3925.0,水碓派出所,,121.43615,25.18702
有囍社區管理委員會,D803000107,崁頂里,新北市淡水區崁頂里新市二路二段2號,1.0,1626.0,水碓派出所,,121.4266,25.19571
原石雅苑社區管理委員會,D803000108,新春里,新北市淡水區新春里新春街85巷25弄15號,1.0,1432.0,水碓派出所,,121.43827,25.18364
邀月社區管理委員會,D803000109,崁頂里,新北市淡水區崁頂里新市二路三段172巷27弄1號,1.0,854.0,水碓派出所,,121.43708,25.19184
花見社區管理委員會,D803000110,新春里,新北市淡水區新春里新春街65巷37號,1.0,1617.0,水碓派出所,,121.43697,25.18288
遊川風社區管理委員會,D803000111,崁頂里,新北市淡水區崁頂里濱海路一段306巷9弄57號,1.0,791.0,水碓派出所,,121.43901,25.19084
川普G3棧社區管理委員會,D803000112,北投里,新北市淡水區北投里淡金路一段551號,1.0,1991.0,水碓派出所,,121.45324,25.18005
天駿社區管理委員會,D803000113,崁頂里,新北市淡水區崁頂里濱海路二段172號,1.0,861.0,水碓派出所,,121.43562,25.19051
凱旋世紀社區管理委員會,D803000114,崁頂里,新北市淡水區崁頂里義山路一段216號,1.0,576.0,水碓派出所,,121.43828,25.19085
心居易公寓大廈管理委員,D803000115,新春里,新北市淡水區新春里新春街103號11,1.0,3374.0,水碓派出所,,121.44011,25.1823
和光理想家社區管理委員會,D803000116,崁頂里,新北市淡水區崁頂里新市二路二段90號,1.0,4164.0,水碓派出所,,121.42772,25.19515
首鼎社區管理委員會,D803000117,新春里,新北市淡水區新春里新春街85巷17號,1.0,1116.0,水碓派出所,,121.4385,25.18321
鑽石?星社區,D803000118,北投里,新北市淡水區北投里淡金路二段201號,1.0,1288.0,水碓派出所,,121.44787,25.18357
勤家捷奏社區管理委員會,D803000119,崁頂里,新北市淡水區崁頂里崁頂三路167號,1.0,1355.0,水碓派出所,,121.43041,25.2012
首鼎社區管理委員會,D803000120,新春里,新北市淡水區新春里新春街85巷19弄8號1,1.0,77.0,水碓派出所,,121.43816,25.18331
聖地牙哥社區,D803000122,新興里,新北市淡水區新興里新興街25號1,2.0,703.0,水碓派出所,,121.4428,25.17991
普羅旺斯社區管理委員會,D803000124,北投里,新北市淡水區北投里新市一路三段158號,3.0,2246.0,水碓派出所,,121.44739,25.18263
蒙地卡羅社區管理委員會,D803000125,北投里,新北市淡水區北投里新市一路三段90號,3.0,1976.0,水碓派出所,,121.4462,25.18254
淡水鳳凰大廈管理委員會,D803000129,新民里,新北市淡水區新民里新民街120巷5號,1.0,915.0,水碓派出所,,121.43793,25.178
摩天31社區管理委員會,D803000142,新興里,新北市淡水區新興里新春街180號,1.0,6549.0,水碓派出所,,121.44334,25.18092
璽福及第公寓大廈管理委員會,D803000144,北新里,新北市淡水區北新里北新路182巷43號,1.0,901.0,水碓派出所,,121.44818,25.1773
獅子林公寓大廈管理委員會,D803000146,新興里,新北市淡水區新興里中山北路一段225號,1.0,1983.0,水碓派出所,,121.44422,25.17955
淡江風華社區管理委員會,D803000163,正德里,新北市淡水區正德里北新路169巷69弄2號,1.0,1391.0,水碓派出所,,121.44797,25.18044
書香大第管理委員會,D803000166,新興里,新北市淡水區新興里新興街85號,1.0,3738.0,水碓派出所,,121.44138,25.18036
大廈,D803000167,水碓里,新北市淡水區水碓里北新路1號,1.0,647.0,水碓派出所,,121.44455,25.17785
大旭地社區管理委員會,D803000168,正德里,新北市淡水區正德里北新路169巷12號,1.0,4254.0,水碓派出所,,121.44973,25.18034
淡水加州管理委員會,D803000169,新興里,新北市淡水區新興里新春街134號,1.0,5219.0,水碓派出所,,121.44128,25.18162
長頸鹿公園社區管理委員會,D803000171,新春里,新北市淡水區新春里新春街85巷27弄18號,1.0,1335.0,水碓派出所,,121.43766,25.18352
潤泰山河管理委員會,D803000178,北新里,新北市淡水區北新里大忠街113巷21號,1.0,797.0,水碓派出所,,121.44764,25.17788
正德國中,D803000179,正德里,新北市淡水區正德里北新路109號,1.0,1977.0,水碓派出所,,121.44685,25.17848
來來香榭公寓大廈管理委員會,D803000192,新民里,新北市淡水區新民里新民街222巷16弄22號,1.0,3052.0,水碓派出所,,121.43663,25.18003
觀海高爾夫山莊私人住宅大樓管理委員會,D803000196,新春里,新北市淡水區新春里新民街322巷1弄1號,1.0,1401.0,水碓派出所,,121.4361,25.18346
好旺角海景大廈管理委員會,D803000198,新民里,新北市淡水區新民里新民街120巷25號,1.0,1192.0,水碓派出所,,121.43864,25.17892
凱悅來來住戶管理委員會,D803000199,新民里,新北市淡水區新民里新民街222巷2號,1.0,1756.0,水碓派出所,,121.43635,25.18038
海景園中園管理委員會,D803000203,新民里,新北市淡水區新民里新民街28號,1.0,6257.0,水碓派出所,,121.43926,25.17572
孟子社區管理委員會,D803000206,正德里,新北市淡水區正德里北新路125號,1.0,392.0,水碓派出所,,121.44906,25.17884
田園芳鄰管理委員會,D803000212,北新里,新北市淡水區北新里北新路186號,1.0,1458.0,水碓派出所,,121.4498,25.17875
觀自在A區社區,D803000213,新興里,新北市淡水區新興里新興街66號,1.0,341.0,水碓派出所,,121.44192,25.18029
觀自在B區社區,D803000214,新興里,新北市淡水區新興里新興街76號,1.0,409.0,水碓派出所,,121.44159,25.18055
海闊天空大廈管理委員會,D803000218,新民里,新北市淡水區新民里新民街222巷11號,1.0,2100.0,水碓派出所,,121.43724,25.18086
青海青大廈管理委員會,D803000225,正德里,新北市淡水區正德里北新路141巷60弄11號,1.0,1236.0,水碓派出所,,121.4482,25.18001
正德國中,D803000228,正德里,新北市淡水區正德里北新路109號,1.0,1167.0,水碓派出所,,121.44685,25.17848
寶鏵江山社區管理委員會,D803000232,正德里,新北市淡水區正德里北新路141巷38弄2號,1.0,1956.0,水碓派出所,,121.44889,25.17965
潤泰淡江生活大師管理委員會,D803000233,水碓里,新北市淡水區水碓里大忠街68號,1.0,3741.0,水碓派出所,,121.44497,25.17598
新北市立淡水高級商工職業學校,D803000234,埤島里,新北市淡水區埤島里商工路307號,1.0,864.0,水碓派出所,,121.45403,25.18676
香格里拉公寓大廈管理委員會,D803000236,正德里,新北市淡水區正德里北新路141巷6號,1.0,6971.0,水碓派出所,,121.44921,25.17941
觀之林公寓大廈管理委員會,D803000237,新春里,新北市淡水區新春里新春街65巷6號,1.0,1119.0,水碓派出所,,121.43795,25.18253
孟子社區管理委員會,D803000238,正德里,新北市淡水區正德里北新路121號,1.0,2769.0,水碓派出所,,121.44894,25.17879
狀元地大廈管理委員會,D803000240,水碓里,新北市淡水區水碓里中山北路一段212巷16號,1.0,1537.0,水碓派出所,,121.44557,25.17944
大旭地社區管理委員會,D803000242,正德里,新北市淡水區正德里北新路169巷20號,1.0,2807.0,水碓派出所,,121.44998,25.18055
常春籐社區公寓大廈管理委員會,D803000243,新民里,新北市淡水區新民里新民街120巷46號,1.0,574.0,水碓派出所,,121.43868,25.17809
淡大君品社區管理委員會,D803000244,正德里,新北市淡水區正德里北新路141巷52號,1.0,386.0,水碓派出所,,121.44846,25.17958
新市一六八社區管理委員會,D803000245,崁頂里,新北市淡水區崁頂里濱海路二段202巷65弄56號,4.0,704.0,水碓派出所,,121.43378,25.19271
蘋果樹大廈管理委員會,D803000246,崁頂里,新北市淡水區崁頂里新市一路二段255號,1.0,254.0,水碓派出所,,121.44407,25.18312
川普寬庭社區管理委員會,D803000247,崁頂里,新北市淡水區崁頂里中山北路二段189巷17號,1.0,1822.0,水碓派出所,,121.44295,25.18515
映月公寓大廈管理委員會,D803000249,崁頂里,新北市淡水區崁頂里濱海路二段218號,1.0,425.0,水碓派出所,,121.43396,25.19049
富樂恬公寓大廈管理委員會,D803000250,埤島里,新北市淡水區埤島里新市二路四段230巷50號,1.0,438.0,水碓派出所,,121.44536,25.19102
馥樂社區管理委員會,D803000251,崁頂里,新北市淡水區崁頂里中山北路二段211號,1.0,716.0,水碓派出所,,121.44401,25.186
捷運匯境社區管理委員會,D803000252,埤島里,新北市淡水區埤島里中山北路三段16巷20號,1.0,316.0,水碓派出所,,121.44466,25.19006
和韻社區管理委員會,D803000253,崁頂里,新北市淡水區崁頂里崁頂三路85號,1.0,901.0,水碓派出所,,121.43013,25.19638
新潤峰采陽光區管理委員會,D803000254,崁頂里,新北市淡水區崁頂里濱海路二段202巷60號,4.0,1195.0,水碓派出所,,121.43531,25.19271
綠富綠公寓大廈管理委員會,D803000255,崁頂里,新北市淡水區崁頂里濱海路二段202巷26號,1.0,918.0,水碓派出所,,121.43501,25.19181
綠水階社區管理委員會,D803000256,北投里,新北市淡水區北投里新市一路三段156巷1號,1.0,513.0,水碓派出所,,121.44739,25.18251
和合富貴社區管理委員會,D803000257,崁頂里,新北市淡水區崁頂里濱海路一段306巷60弄51號,1.0,374.0,水碓派出所,,121.44262,25.1916
聿盛首馥管理委員會,D803000258,崁頂里,新北市淡水區崁頂里新市二路三段80號,1.0,837.0,水碓派出所,,121.43447,25.19335
海洋都心社區管理委員會,D803000260,崁頂里,新北市淡水區崁頂里新市五路三段152號,2.0,5113.0,水碓派出所,,121.43675,25.19785
九泰社區管理委員會,D803000261,崁頂里,新北市淡水區崁頂里中山北路二段5號,1.0,1095.0,水碓派出所,,121.44431,25.18344
捷運儷境社區管理委員會,D803000262,崁頂里,新北市淡水區崁頂里新市二路二段22號,1.0,2409.0,水碓派出所,,121.42675,25.19556
美麗新影城,D803000263,崁頂里,新北市淡水區崁頂里義山路二段301號,1.0,7400.0,水碓派出所,,121.43895,25.19809
海洋都心2社區管理委員會,D803000264,崁頂里,新北市淡水區崁頂里新市三路二段181號,2.0,4805.0,水碓派出所,,121.43692,25.19668
上水社區管理委員會,D803000265,崁頂里,新北市淡水區崁頂里義山路一段381號,1.0,882.0,水碓派出所,,121.43765,25.19056
歐樂市社區管理委員會,D803000266,崁頂里,新北市淡水區崁頂里新市二路三段172巷18號,1.0,635.0,水碓派出所,,121.43689,25.19209
吉美‧雲品私人住宅大樓管理委員會,D803000267,崁頂里,新北市淡水區崁頂里崁頂三路99號1,1.0,1193.0,水碓派出所,,121.43036,25.19684
富鼎軒社區管理委員會,D803000268,崁頂里,新北市淡水區崁頂里濱海路一段121號,3.0,218.0,水碓派出所,,121.44015,25.18908
晶站社區管理委員會,D803000269,埤島里,新北市淡水區埤島里新市二路四段230巷61號,1.0,443.0,水碓派出所,,121.44617,25.19048
優寶產後護理之家,D803000270,新義里,新北市淡水區新義里中山北路一段193號,1.0,156.0,水碓派出所,,121.44409,25.17869
宏盛水悅社區管理委員會,D803000271,崁頂里,新北市淡水區崁頂里新市三路一段50號,1.0,9512.0,水碓派出所,,121.42465,25.19832
輕時代社區管理委員會,D803000272,北投里,新北市淡水區北投里淡金路二段213號,3.0,1215.0,水碓派出所,,121.44735,25.18411
海洋都心3中央花園社區管理委員會,D803000273,崁頂里,新北市淡水區崁頂里新市五路三段350號,1.0,8868.0,水碓派出所,,121.43862,25.19727
丰華城心公寓大廈管理委員會,D803000274,新義里,新北市淡水區新義里大信街68號,2.0,1089.0,水碓派出所,,121.44059,25.17729
晴空23社區管理委員會,D803000275,崁頂里,新北市淡水區崁頂里崁頂里濱海路2段202巷67號,1.0,726.0,水碓派出所,,121.43489,25.19253
合家精品社區管理委員會,D803000277,北新里,新北市淡水區北新里北新路184巷22號,1.0,613.0,水碓派出所,,121.45026,25.17798
悠森學社區管理委員會,D803000278,新春里,新北市淡水區新春里新春街110號,3.0,1139.0,水碓派出所,,121.43938,25.18208
和光同塵社區管理委員會,D803000279,崁頂里,新北市淡水區崁頂里新市二路3段172巷3弄10號,1.0,799.0,水碓派出所,,121.43766,25.19252
Park188社區管理委員會,D803000280,崁頂里,新北市淡水區崁頂里新市二路3段36巷37弄28號,1.0,976.0,水碓派出所,,121.43343,25.19196
頤昌耘萃公寓大廈管理委員,D803000281,崁頂里,新北市淡水區崁頂里崁頂里濱海路2段202巷1弄2號,1.0,1168.0,水碓派出所,,121.43419,25.19091
公寓,D803000283,新義里,新北市淡水區新義里5鄰中山北路1段75號,1.0,126.0,水碓派出所,,121.44203,25.176
囍悅社區管理委員會,D803000284,埤島里,新北市淡水區埤島里2鄰新市二路4段230巷51號,1.0,1216.0,水碓派出所,,121.44617,25.191
PARK189社區管理委員會,D803000285,崁頂里,新北市淡水區崁頂里新市二路3段36巷37弄2號,1.0,574.0,水碓派出所,,121.43329,25.19229
益翔樂活綻社區,D803000286,新春里,新北市淡水區新春里新春街125巷60號,12.0,1880.0,水碓派出所,,121.44157,25.18306
群祥泰社區,D803000287,埤島里,新北市淡水區埤島里中山北路三段16巷68號,1.0,694.0,水碓派出所,,121.44465,25.19017
新品苑社區,D803000289,崁頂里,新北市淡水區崁頂里新市三路一段276號2樓,1.0,631.0,水碓派出所,,121.42998,25.19742
名軒海樂地社區,D803000290,崁頂里,新北市淡水區崁頂里沙崙路二段707號,4.0,6752.0,水碓派出所,,121.43415,25.20052
吾米幼兒園,D803000291,崁頂里,新北市淡水區崁頂里後洲路一段111號,1.0,917.0,水碓派出所,,121.42701,25.19776
淡海國小,D803000292,崁頂里,新北市淡水區崁頂里新市二路二段81號,1.0,2226.0,水碓派出所,,121.42878,25.1953
富麗欣社區,D803000293,崁頂里,新北市淡水區崁頂里濱海路2段228號,1.0,1181.0,水碓派出所,,121.43394,25.19044
知築社區,D803000294,正德里,新北市淡水區正德里北新路169巷116號,1.0,640.0,水碓派出所,,121.44785,25.18105
勝華V8社區,D803000295,崁頂里,新北市淡水區崁頂里義山路一段393號,1.0,720.0,水碓派出所,,121.43791,25.190769
"合陽齊美社區管理委員會
",D803000296,崁頂里,新北市淡水區崁頂里新市二路三段120號,4.0,801.0,水碓派出所,,121.4355197,25.1934217
天境360管理委員會,D804000001,樹興里,新北市淡水區樹興里興福寮100號,1.0,3498.0,水源派出所,,121.48689,25.16466
半山?社區管理委員會,D804000002,樹興里,新北市淡水區樹興里興福寮77巷121號,1.0,609.0,水源派出所,,121.48473,25.16369
台北萬通國際社區管理委員會,D804000003,樹興里,新北市淡水區樹興里興福寮88巷1號,1.0,3240.0,水源派出所,,121.48536,25.16455
半山?社區管理委員會,D804000004,樹興里,新北市淡水區樹興里興福寮77巷57號,1.0,464.0,水源派出所,,121.4873,25.16317
半山?社區管理委員會,D804000005,樹興里,新北市淡水區樹興里興福寮77巷127號,1.0,555.0,水源派出所,,121.48462,25.16413
環遊郡采迭區管理委員會,D804000006,樹興里,新北市淡水區樹興里興福寮66巷1號,1.0,2149.0,水源派出所,,121.48376,25.16173
山妍疊翠社區管理委員會,D804000007,樹興里,新北市淡水區樹興里興福寮88巷80號,1.0,1531.0,水源派出所,,121.48484,25.16536
翠山居公寓大廈管理委員會,D804000009,樹興里,新北市淡水區樹興里興福寮88巷117號,1.0,4413.0,水源派出所,,121.48466,25.16606
氧生樹社區管理委員會,D804000011,水源里,新北市淡水區水源里山子邊3號1,2.0,1226.0,水源派出所,,121.48416,25.1846
櫻花村大廈管理委員會,D804000012,水源里,新北市淡水區水源里北新路三段2號,1.0,87.0,水源派出所,,121.48263,25.18512
半山?社區管理委員會,D804000014,樹興里,新北市淡水區樹興里興福寮77巷117號,1.0,390.0,水源派出所,,121.48729,25.1632
半山?社區管理委員會,D804000015,樹興里,新北市淡水區樹興里興福寮77巷81號,1.0,315.0,水源派出所,,121.4874,25.1631
松下品泉社區住戶管理委員會,D804000016,水源里,新北市淡水區水源里北新路二段151號,1.0,899.0,水源派出所,,121.48284,25.18563
吉富公寓,D804000018,水源里,新北市淡水區水源里北新路三段16號7,1.0,105.0,水源派出所,,121.48316,25.18549
元鼎耐火工業有限公司,D804000020,水源里,新北市淡水區水源里鄒厝崙1號11,1.0,37.0,水源派出所,,121.47284,25.18701
新北市淡水區水源國民小學,D804000023,水源里,新北市淡水區水源里水?頭45號,1.0,60.0,水源派出所,,121.47655,25.1855
半山?社區管理委員會,D804000025,樹興里,新北市淡水區樹興里興福寮77巷113號,1.0,308.0,水源派出所,,121.48532,25.1635
半山?社區管理委員會,D804000026,樹興里,新北市淡水區樹興里興福寮77巷69號,1.0,587.0,水源派出所,,121.48524,25.1636
半山?社區管理委員會,D804000027,樹興里,新北市淡水區樹興里興福寮77巷75號,1.0,545.0,水源派出所,,121.48528,25.1635
半山?社區管理委員會,D804000028,樹興里,新北市淡水區樹興里興福寮77巷91號,1.0,572.0,水源派出所,,121.48532,25.1636
半山?社區管理委員會,D804000029,樹興里,新北市淡水區樹興里興福寮77巷101號,1.0,510.0,水源派出所,,121.48533,25.1636
金山鐵線股份有限公司,D805000001,興仁里,新北市淡水區興仁里興仁路159號,1.0,1424.0,興仁派出所,,121.4514,25.2194
金山鐵線股份有限公司,D805000003,興仁里,新北市淡水區興仁里興仁路161號,1.0,2274.0,興仁派出所,,121.45143,25.21967
新北市淡水區興仁國民小學,D805000007,興仁里,新北市淡水區興仁里興仁路101巷10號,1.0,407.0,興仁派出所,,121.4511,25.21748
新北市淡水區興仁國民小學,D805000020,興仁里,新北市淡水區興仁里興仁路101巷10號,1.0,19.0,興仁派出所,,121.4511,25.21748
琉璃工房志業,D805000028,義山里,新北市淡水區義山里淡金路三段350巷16之1號,1.0,174.0,興仁派出所,,,
新北市淡水區屯山國民小學,D806000001,賢孝里,新北市淡水區賢孝里淡金路五段111號,1.0,327.0,賢孝派出所,,121.45589,25.23577
新北市淡水區屯山國民小學,D806000002,賢孝里,新北市淡水區賢孝里淡金路五段111號,1.0,274.0,賢孝派出所,,121.45589,25.23577
聖約翰科技大學,D806000003,賢孝里,新北市淡水區賢孝里淡金路四段499號,1.0,424.0,賢孝派出所,,121.45167,25.22698
聖約翰科技大學,D806000004,賢孝里,新北市淡水區賢孝里淡金路四段499號,1.0,1532.0,賢孝派出所,,121.45167,25.22698
聖約翰科技大學,D806000005,賢孝里,新北市淡水區賢孝里淡金路四段499號,1.0,750.0,賢孝派出所,,121.45167,25.22698
三菱山水社區管理委員會,D806000006,賢孝里,新北市淡水區賢孝里番子田120號,1.0,3093.0,賢孝派出所,,121.46375,25.22785
海納川管理委員會,D807000002,八勢里,新北市淡水區八勢里中正東路二段115號,2.0,2654.0,竹圍派出所,,121.4598,25.1508
香草天空迷迭香社區管理委員會,D807000003,民生里,新北市淡水區民生里民富路121號,1.0,647.0,竹圍派出所,,121.46217,25.14096
秀山莊社區管理委員會,D807000006,八勢里,新北市淡水區八勢里中正東路二段143巷12弄9號,1.0,1604.0,竹圍派出所,,121.46296,25.14789
藍海公寓大廈管理委員會,D807000007,八勢里,新北市淡水區八勢里中正東路二段111號,3.0,6835.0,竹圍派出所,,121.45967,25.15117
海天溫泉社區管理委員會,D807000009,八勢里,新北市淡水區八勢里八勢一街63巷21號,1.0,2104.0,竹圍派出所,,121.46251,25.15531
南加州社區管理委員會,D807000011,民生里,新北市淡水區民生里民權路19號,3.0,8718.0,竹圍派出所,,121.45996,25.14165
藝大MUCH社區管理委員會,D807000015,福德里,新北市淡水區福德里自強路8號,1.0,751.0,竹圍派出所,,121.46461,25.12514
水紀元社區管理委員會,D807000016,民權里,新北市淡水區民權里民權路193號,5.0,2028.0,竹圍派出所,,121.45936,25.13328
玄泰樂公寓大廈管理委員會,D807000017,八勢里,新北市淡水區八勢里紅樹林路223號,2.0,191.0,竹圍派出所,,121.46133,25.15541
新北市淡水區竹圍國民小學,D807000018,八勢里,新北市淡水區八勢里中正東路二段145號,1.0,93.0,竹圍派出所,,121.46025,25.14753
馥品水季社區,D807000019,八勢里,新北市淡水區八勢里中正東路二段143巷6弄3號,1.0,349.0,竹圍派出所,,121.4613,25.14721
雲水社區管理委員會,D807000020,八勢里,新北市淡水區八勢里八勢路50巷74號,1.0,987.0,竹圍派出所,,121.46183,25.14941
璟苑大廈管理委員會,D807000023,八勢里,新北市淡水區八勢里八勢路50巷5弄8號8,1.0,622.0,竹圍派出所,,121.46443,25.15174
海闊天高社區管理委員會,D807000024,八勢里,新北市淡水區八勢里中正東路二段25巷2號,1.0,816.0,竹圍派出所,,121.45952,25.15771
幸福捷境管理委員會,D807000025,八勢里,新北市淡水區八勢里八勢一街63巷8號,1.0,615.0,竹圍派出所,,121.46275,25.15488
舒伯特管理委員會,D807000026,八勢里,新北市淡水區八勢里中正東路二段107巷1號,1.0,211.0,竹圍派出所,,121.45991,25.15171
沐川管理委員會,D807000027,八勢里,新北市淡水區八勢里八勢路50巷82號,1.0,423.0,竹圍派出所,,121.46182,25.14912
河美社區管理委員會,D807000031,八勢里,新北市淡水區八勢里中正東路二段88巷37號,1.0,322.0,竹圍派出所,,121.459,25.1461
水景匯公寓大廈管理委員會,D807000032,民權里,新北市淡水區民權里民權路207號,1.0,466.0,竹圍派出所,,121.45895,25.1323
泊山石社區管理委員會,D807000033,八勢里,新北市淡水區八勢里八勢一街65號,1.0,404.0,竹圍派出所,,121.46199,25.15519
海頓社區管理委員會,D807000034,八勢里,新北市淡水區八勢里中正東路二段105巷3號,1.0,394.0,竹圍派出所,,121.46042,25.15211
香草莊園A區管理委員會,D807000035,民生里,新北市淡水區民生里竹林路152號,1.0,173.0,竹圍派出所,,121.46273,25.14226
香草天空大江詠管理委員會,D807000036,民生里,新北市淡水區民生里民權路3巷12弄32號,1.0,191.0,竹圍派出所,,121.46138,25.14173
頤海大院社區管理委員會,D807000037,八勢里,新北市淡水區八勢里中正東路二段165號,1.0,1620.0,竹圍派出所,,121.46001,25.14507
大謙管理委員會,D807000038,八勢里,新北市淡水區八勢里八勢路50巷8弄26號,1.0,451.0,竹圍派出所,,121.4616,25.15185
18樂社區管理委員會,D807000040,八勢里,新北市淡水區八勢里八勢一街39巷18號,1.0,524.0,竹圍派出所,,121.46356,25.15774
藝樹殿堂公寓大廈管理委員會,D807000041,福德里,新北市淡水區福德里自強路118巷19號,2.0,521.0,竹圍派出所,,121.4645,25.13201
山林海大廈管理委員會,D807000042,八勢里,新北市淡水區八勢里中正東路二段71-1號,1.0,761.0,竹圍派出所,,121.45983,25.15441
麗園社區管理委員會,D807000044,福德里,新北市淡水區福德里自強路182號,2.0,388.0,竹圍派出所,,121.46625,25.13367
台北山水社區管理委員會,D807000046,竹圍里,新北市淡水區竹圍里民族路33巷16號,1.0,1946.0,竹圍派出所,,121.46332,25.13605
關渡站前管理委員會B區,D807000048,民權里,新北市淡水區民權里民族路112巷68號,2.0,950.0,竹圍派出所,,121.46173,25.13401
