編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
1.0,干城里,臺中市東區干城里建國路224號,1.0,9000,第三分局,"120.686207 ","24.139524 "
2.0,合作里,臺中市東區合作里力行路200巷40號,1.0,9513,第三分局,"120.693292 ","24.152542 "
3.0,合作里,臺中市東區合作里進化路272號,1.0,6960,第三分局,"120.694917 ","24.151933 "
4.0,干城里,臺中市東區干城里自由路三段30號,1.0,4166,第三分局,"120.687217 ","24.142664 "
5.0,干城里,臺中市東區干城里自由路三段50號,1.0,200,第三分局,"120.687890 ","24.142589 "
6.0,平和里,臺中市南區平和里五權南路325號,1.0,1596,第三分局,"120.669850 ","24.121679 "
7.0,崇倫里,臺中市南區崇倫里忠明南路653號,1.0,702,第三分局,"120.657695 ","24.129712 "
8.0,樹義里,臺中市南區樹義里文心南路745號,1.0,4428,第三分局,"120.656398 ","24.113695 "
9.0,樹義里,臺中市南區樹義里復興路一段237號,1.0,81,第三分局,"120.650749 ","24.112223 "
10.0,福平里,臺中市南區福平里復興路二段152號,1.0,2009,第三分局,"120.665448 ","24.125501 "
11.0,振興里,臺中市東區振興里立德街88號,1.0,1705,第三分局,"120.686721 ","24.133461 "
12.0,東興里,臺中市東區東興里七中路15號,1.0,1360,第三分局,"120.685248 ","24.124699 "
13.0,南門里,臺中市南區南門里明德街83號,2.0,2132,第三分局,"120.684458 ","24.120837 "
14.0,長春里,臺中市南區長春里合作街46號,1.0,1836,第三分局,"120.680559 ","24.130810 "
15.0,福興里,臺中市南區福興里五權南路99號,1.0,11842,第三分局,"120.668870 ","24.127305 "
16.0,福興里,臺中市南區福興里福東街68號,1.0,2486,第三分局,"120.668038 ","24.125988 "
17.0,福興里,臺中市南區福興里福東街77號,1.0,1689,第三分局,"120.667957 ","24.126418 "
18.0,德義里,臺中市南區德義里忠孝路97號,2.0,1300,第三分局,"120.677597 ","24.127998 "
19.0,樂成里,臺中市東區樂成里育英路60號,1.0,3000,第三分局,"120.698358 ","24.137283 "
20.0,南門里,臺中市南區南門里興大路137之6號,2.0,1853,第三分局,"120.679610 ","24.123564 "
21.0,積善里,臺中市南區積善里國光路250號,1.0,3866,第三分局,"120.678961 ","24.122790 "
22.0,福平里,臺中市南區福平里復興路2段136號,1.0,20,第三分局,"120.664383 ","24.125028 "
23.0,東勢里,臺中市東區進化路223號,1.0,500,第三分局,"120.694150 ","24.151140 "
24.0,東勢里,臺中市東區進德路31號,1.0,681,第三分局,"120.692450 ","24.146660 "
25.0,樂成里,臺中市東區育英路30號,1.0,800,第三分局,"120.698180 ","24.136230 "
26.0,南和里,臺中市南區工學路72號,1.0,2248,第三分局,"120.663670 ","24.117440 "
27.0,南門里,臺中市南區明德街84號,3.0,4372,第三分局,"120.683860 ","24.120640 "
28.0,樹義里,臺中市南區福田路11號,1.0,2604,第三分局,"120.657370 ","24.111670 "
29.0,樂成里,臺中市東區育英路60號,1.0,"3000 ",第三分局,"120.698150 ","24.138410 "
30.0,富仁里,臺中市東區進德路82號,2.0,6512,第三分局,"120.692340 ","24.145550 "
31.0,東門里,臺中市東區東光園路276號,1.0,"2345 ",第三分局,"120.697250 ","24.130810 "
32.0,工學里,臺中市南區文心南路888號,3.0,"6314 ",第三分局,"120.659410 ","24.111720 "
33.0,新庄里,臺中市東區和平街121號,1.0,"1180 ",第三分局,"120.687440 ","24.135170 "
34.0,永興里,臺中市南區高工路172號,2.0,7489,第三分局,"120.662170 ","24.113340 "
35.0,江川里,臺中市南區五權南路278巷2、4、6、8號,1.0,550,第三分局,"120.670430 ","24.123660 "
36.0,和平里,臺中市南區工學路70號,1.0,1500,第三分局,"120.664810 ","24.117440 "
37.0,南門里,臺中市南區國光路295號,1.0,5456,第三分局,"120.679420 ","24.123230 "
38.0,南門里,臺中市南區國光路321號,2.0,4175,第三分局,"120.680220 ","24.122220 "
39.0,城隍里,臺中市南區信義南街40-1號,1.0,160,第三分局,"120.672610 ","24.127520 "
40.0,新庄里,臺中市東區新庄里復興路四段186號,6.0,11134,第三分局,"120.687674 ","24.135473 "
41.0,樹德里,臺中市南區樹德里建國北路一段110號,1.0,3353,第三分局,"120.649900 ","24.121753 "
42.0,樹德里,臺中市南區樹德里大慶街二段130號,1.0,700,第三分局,"120.648955 ","24.119463 "
