編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
1.0,大興里,臺中市太平區大興里廍仔坑路26號,1.0,1120.0,太平分局,"120.745107 ","24.158535 "
2.0,中山里,臺中市太平區中山里中山路二段541巷29之1號,1.0,663.0,太平分局,"120.724600 ","24.148570 "
3.0,中山里,臺中市太平區中山里環太東路233號,1.0,515.0,太平分局,"120.724700 ","24.149430 "
4.0,中山里,臺中市太平區中山里中山路二段401號,1.0,1329.0,太平分局,"120.728610 ","24.150120 "
5.0,中平里,臺中市太平區中平里太平路300號,1.0,830.0,太平分局,"120.718300 ","24.123090 "
6.0,中平里,臺中市太平區太平路300號,1.0,305.0,太平分局,"120.718300 ","24.123090 "
7.0,中平里,臺中市太平區太平路300號,1.0,149.0,太平分局,"120.718300 ","24.123090 "
8.0,中平里,臺中市太平區中平里中平七街27巷23號,1.0,2041.0,太平分局,"120.719600 ","24.126530 "
9.0,中平里,臺中市太平區中平里中平七街27巷23號,1.0,501.0,太平分局,"120.719600 ","24.126530 "
10.0,中政里,臺中市太平區中政里中平路144號,1.0,390.0,太平分局,"120.718272 ","24.123068 "
11.0,中政里,臺中市太平區中政里中興路35號,1.0,2380.0,太平分局,"120.718272 ","24.123068 "
12.0,中政里,臺中市太平區中政里中興路53號,1.0,50.0,太平分局,"120.718272 ","24.123068 "
13.0,中政里,臺中市太平區中政里永平南路40巷1號,1.0,3022.0,太平分局,"120.719581 ","24.126248 "
14.0,中政里,臺中市太平區中興東路46號,1.0,204.0,太平分局,"120.719581 ","24.126248 "
15.0,中興里,臺中市太平區中興里中興路100號,1.0,691.0,太平分局,"120.715402 ","24.127276 "
16.0,中興里,臺中市太平區中興里東平路669號,1.0,93.0,太平分局,"120.714734 ","24.133305 "
17.0,中興里,臺中市太平區中興里東平路715巷6號,1.0,70.0,太平分局,"120.713662 ","24.132909 "
18.0,中興里,臺中市太平區中興里中興路78號,1.0,132.0,太平分局,"120.716403 ","24.127870 "
19.0,中興里,臺中市太平區中興里中興路118-1號,1.0,13.0,太平分局,"120.715106 ","24.127012 "
20.0,中興里,臺中市太平區中興里中興路118-2號,1.0,13.0,太平分局,"120.715068 ","24.126985 "
21.0,中興里,臺中市太平區中興里太平路570號,1.0,30.0,太平分局,"120.713115 ","24.125762 "
22.0,中興里,臺中市太平區中興里太平路572號,1.0,25.0,太平分局,"120.713067 ","24.125760 "
23.0,中興里,臺中市太平區中興里太平路576號,1.0,20.0,太平分局,"120.713021 ","24.125760 "
24.0,中興里,臺中市太平區中興里太平路658號,1.0,53.0,太平分局,"120.711889 ","24.127122 "
25.0,中興里,臺中市太平區中興里太平路676號,1.0,180.0,太平分局,"120.710953 ","24.127905 "
26.0,中興里,臺中市太平區中興里永平路二段535巷46號,1.0,29.0,太平分局,"120.709667 ","24.128587 "
27.0,中興里,臺中市太平區中興里太平路766號,1.0,82.0,太平分局,"120.709749 ","24.127680 "
28.0,中興里,臺中市太平區中興里太平路772號,1.0,54.0,太平分局,"120.709639 ","24.127745 "
29.0,中興里,臺中市太平區中興里太平路850號,1.0,20.0,太平分局,"120.708105 ","24.128664 "
30.0,中興里,臺中市太平區中興里東平路769號,1.0,985.0,太平分局,"120.711556 ","24.133953 "
