編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
1.0,大興里,臺中市太平區大興里廍仔坑路26號,1.0,1120.0,太平分局,"120.745468 ","24.158563 "
2.0,中平里,臺中市太平區中平里太平路300號,1.0,830.0,太平分局,"120.718272 ","24.123068 "
3.0,中政里,臺中市太平區中政里中平路144號,1.0,390.0,太平分局,"120.718563 ","24.126562 "
4.0,中政里,臺中市太平區中政里中興路35號,1.0,2380.0,太平分局,"120.717654 ","24.127821 "
5.0,永隆里,臺中市太平區永隆里光德路388號,1.0,10666.0,太平分局,"120.725005 ","24.107538 "
6.0,光隆里,臺中市太平區光隆里光明路10之2號,1.0,2000.0,太平分局,"120.731378 ","24.109483 "
7.0,光華里,臺中市太平區光華里大興路201號,1.0,1578.0,太平分局,"120.735041 ","24.156863 "
8.0,坪林里,臺中市太平區坪林里坪林路45號,1.0,1522.0,太平分局,"120.737088 ","24.144984 "
9.0,坪林里,臺中市太平區坪林里中山路二段116號,1.0,7273.0,太平分局,"120.734647 ","24.148318 "
10.0,東和里,臺中市太平區東和里東平路18號,1.0,1389.0,太平分局,"120.736949 ","24.137630 "
11.0,長億里,臺中市太平區長億里太平三街295號,1.0,1463.0,太平分局,"120.715402 ","24.113351 "
12.0,黃竹里,臺中市太平區黃竹里竹村路41號,1.0,333.0,太平分局,"120.752628 ","24.083486 "
13.0,勤益里,臺中市太平區勤益里中山路一段215巷35號,1.0,2488.0,太平分局,"120.730406 ","24.143697 "
14.0,勤益里,臺中市太平區勤益里中山路一段215巷35號,1.0,4101.0,太平分局,"120.730406 ","24.143697 "
15.0,勤益里,臺中市太平區勤益里中山路一段215巷35號,1.0,2315.0,太平分局,"120.730406 ","24.143697 "
16.0,勤益里,臺中市太平區勤益里中山路一段215巷35號,1.0,3762.0,太平分局,"120.730406 ","24.143697 "
17.0,新光里,臺中市太平區新光里樹德一街136巷30號,1.0,1168.0,太平分局,"120.706565 ","24.152353 "
18.0,新吉里,臺中市太平區新吉里新平路3段72號,1.0,82.0,太平分局,"120.720320 ","24.150468 "
19.0,新坪里,臺中市太平區新坪里樹孝路336巷9號,1.0,1265.0,太平分局,"120.720119 ","24.154726 "
20.0,新高里,臺中市太平區新高里中山路四段27號,1.0,1044.0,太平分局,"120.712551 ","24.149754 "
21.0,新高里,臺中市太平區新高里中山路四段2號,1.0,678.0,太平分局,"120.714108 ","24.149576 "
22.0,新興里,臺中市太平區新興里樹德九街139號,1.0,549.0,太平分局,"120.709324 ","24.157905 "
23.0,新興里,臺中市太平區新興里新興路200號,1.0,932.0,太平分局,"120.706374 ","24.159787 "
24.0,頭汴里,臺中市太平區頭汴里北田路20號,1.0,862.0,太平分局,"120.752287 ","24.122879 "
25.0,新高里,臺中市太平區立功路68號,1.0,1332.0,太平分局,"120.713930 ","24.151850 "
26.0,中平里,臺中市太平區太平路300號,1.0,305.0,太平分局,"120.718272 ","24.123068 "
27.0,中平里,臺中市太平區太平路300號,1.0,149.0,太平分局,"120.718272 ","24.123068 "
28.0,東和里,臺中市太平區東平路18號,1.0,262.0,太平分局,"120.736949 ","24.137630 "
29.0,新坪里,臺中市太平區樹孝路336巷9號,1.0,1005.0,太平分局,"120.720119 ","24.154726 "
30.0,新坪里,臺中市太平區樹孝路336巷9號,1.0,1388.0,太平分局,"120.720119 ","24.154726 "
31.0,新興里,臺中市太平區新興路200號,1.0,885.0,太平分局,"120.706374 ","24.159787 "
32.0,中山里,臺中市太平區中山里中山路二段541巷29之1號,1.0,663.0,太平分局,"120.724611 ","24.148250 "
33.0,中興里,臺中市太平區中興里中興路100號,1.0,691.0,太平分局,"120.715402 ","24.127276 "
34.0,太平里,臺中市太平區太平里太平路741號,1.0,106.0,太平分局,"120.709098 ","24.127758 "
35.0,太平里,臺中市太平區太平里太平路483號,1.0,2172.0,太平分局,"120.714830 ","24.124313 "
36.0,太平里,臺中市太平區太平里永豐路87號,1.0,860.0,太平分局,"120.711703 ","24.123252 "
37.0,太平里,臺中市太平區太平里永平路3段85號,1.0,2380.0,太平分局,"120.707412 ","24.126279 "
38.0,永平里,臺中市太平區永平里中平路75號,1.0,613.0,太平分局,"120.719213 ","24.130627 "
39.0,永平里,臺中市太平區永平里中興東路27號,1.0,802.0,太平分局,"120.719995 ","24.130160 "
40.0,永平里,臺中市太平區永平里永平路1段9號,1.0,3593.0,太平分局,"120.719730 ","24.131143 "
41.0,光華里,臺中市太平區光華里大興十三街152巷10號,1.0,1897.0,太平分局,"120.729806 ","24.154758 "
42.0,宜昌里,臺中市太平區宜昌里宜昌路420號,1.0,916.0,太平分局,"120.714087 ","24.145092 "
43.0,宜昌里,臺中市太平區宜昌里宜昌路420號,1.0,880.0,太平分局,"120.714087 ","24.145092 "
44.0,宜昌里,臺中市太平區宜昌里中山路三段131號,1.0,1564.0,太平分局,"120.715649 ","24.148785 "
45.0,新城里,中市太平區新城里樹孝路25號,1.0,1288.0,太平分局,"120.715998 ","24.149588 "
46.0,新城里,臺中市太平區新城里樹孝路36號,1.0,1582.0,太平分局,"120.717006 ","24.150849 "
