類別,電腦編號,里別,座落,緯度,經度,新計算容量(值),轄管分局
公有建築物,FMA00481,水田里,"新竹市北區水田里東大路二段17號 B1",24.8114316,120.9680032,1962.0,第一分局
一般住宅,FMA00484,水田里,"新竹市北區水田里中正路240號 B1-B2",24.8112558,120.9651889,565.0,第一分局
供公眾使用建築物,FMA00490,磐石里,新竹市北區磐石里11鄰西大路683號B1,24.8108931,120.9569043,83.0,第一分局
公有建築物,FMA00493,水田里,新竹市北區水田里14鄰水田街33號B1,24.8136744,120.9657959,163.0,第一分局
一般住宅,FMA00495,北門里,"新竹市北區北門里4鄰中正路175號之6 B1",24.8098094,120.9659245,185.0,第一分局
一般住宅,FMA00496,中興里,新竹市北區中興里大同路175-77號B1,24.807347,120.9665807,14.0,第一分局
公有建築物,FMA00497,民富里,"新竹市北區民富里1鄰西大路561號 B1",24.8084309,120.9605035,147.0,第一分局
供公眾使用建築物,FMA00499,大同里,新竹市北區大同里英明街10號B1,24.8067692,120.9674203,98.0,第一分局
一般住宅,FMA00500,民富里,新竹市北區民富里經國路2段249號-B1,24.8100557,120.9619662,42.0,第一分局
供公眾使用建築物,FMA00502,北門里,新竹市北區北門里北大路202號B1,24.8084954,120.9656749,266.0,第一分局
一般住宅,FMA00503,新民里,新竹市北區新民里民富街125號B1,24.8081102,120.9617523,48.0,第一分局
一般住宅,FMA00504,民富里,新竹市北區民富里經國路2段236號B1,24.809895,120.960785,288.0,第一分局
一般住宅,FMA00506,民富里,新竹市北區民富里少年街29-1號,24.805986,120.960216,105.0,第一分局
一般住宅,FMA00507,民富里,新竹市北區民富里少年街29號,24.805986,120.960216,90.0,第一分局
一般住宅,FMA00508,中興里,新竹市北區中興里北門街124號B1,24.8076634,120.9658631,345.0,第一分局
一般住宅,FMA00509,民富里,"新竹市北區民富里經國路2段250號 B1",24.8095744,120.9605071,88.0,第一分局
公有建築物,FMA00511,民富里,新竹市北區民富里1鄰西大路561號B1,24.8084309,120.9605035,160.0,第一分局
一般住宅,FMA00512,民富里,新竹市北區民富里經國路2段253號B1,24.8100221,120.9619061,86.0,第一分局
供公眾使用建築物,FMA00513,大同里,新竹市北區大同里中正路135號B1,24.8085812,120.9668456,1264.0,第一分局
供公眾使用建築物,FMA00514,水田里,新竹市北區水田里經國路二段106號,24.8120681,120.964152,332.0,第一分局
一般住宅,FMA00515,民富里,新竹市北區民富里經國路2段350巷5弄1-5號,24.8078883,120.9580956,104.0,第一分局
一般住宅,FMA00516,大同里,新竹市北區大同里中正路117號B1,24.8077812,120.9675752,14.0,第一分局
供公眾使用建築物,FMA00518,大同里,新竹市北區大同里英明街7號B1,24.8065446,120.9674217,431.0,第一分局
一般住宅,FMA00519,民富里,新竹市北區民富里少年街23號B1,24.8059601,120.9603079,60.0,第一分局
一般住宅,FMA00521,民富里,新竹市北區民富里西大路599巷1弄13號,24.8093766,120.9593804,78.0,第一分局
一般住宅,FMA00523,大同里,新竹市北區大同里世界街12巷6-10號,24.806781,120.9674643,145.0,第一分局
一般住宅,FMA00524,民富里,新竹市北區民富里少年街19號B1,24.8058008,120.9604678,92.0,第一分局
一般住宅,FMA00527,民富里,新竹市北區民富里民富街178巷11弄19號B1,24.8067305,120.9584028,218.0,第一分局
一般住宅,FMA00528,民富里,"新竹市北區民富里經國路2段218巷12弄1號 B1",24.810463,120.9609833,307.0,第一分局
一般住宅,FMA00529,大同里,新竹市北區大同里中正路115號,24.8058008,120.9604678,60.0,第一分局
供公眾使用建築物,FMA00531,大同里,新竹市北區大同里中正路109號B1,24.8073998,120.9677455,30.0,第一分局
一般住宅,FMA00532,大同里,新竹市北區大同里中正路111號,24.8058008,120.9604678,50.0,第一分局
一般住宅,FMA00533,磐石里,新竹市北區磐石里和平路194-198號B1,24.8117598,120.954803,105.0,第一分局
一般住宅,FMA00534,民富里,新竹市北區民富里民富街177號,24.806609,120.9593597,250.0,第一分局
公有建築物,FMA00535,民富里,新竹市北區民富里1鄰西大路561號B1,24.8084309,120.9605035,352.0,第一分局
公有建築物,FMA00536,大同里,"新竹市北區大同里中正路124號 B1",24.8075056,120.9682883,333.0,第一分局
一般住宅,FMA00537,新民里,新竹市北區新民里西大路582巷10號,24.8070061,120.9625336,57.0,第一分局
一般住宅,FMA00538,民富里,新竹市北區民富里經國路2段376號,24.807701,120.957298,113.0,第一分局
一般住宅,FMA00540,中興里,新竹市北區中興里長安街76號B1,24.8068796,120.9654044,41.0,第一分局
公有建築物,FMA00541,新民里,新竹市北區新民里北大路218號B1,24.8080588,120.965021,113.0,第一分局
一般住宅,FMA00542,民富里,新竹市北區民富里民富街178巷2弄1-5號B1,24.8067036,120.9591253,108.0,第一分局
一般住宅,FMA00545,民富里,新竹市北區民富里經國路2段233號-B1,24.8084309,120.9605035,35.0,第一分局
一般住宅,FMA00546,中興里,新竹市北區中興里北門街70號B1,24.8064578,120.9660882,27.0,第一分局
一般住宅,FMA00547,中興里,新竹市北區中興里長安街26號B1,24.8055941,120.965658,84.0,第一分局
一般住宅,FMA00548,水田里,新竹市北區水田里中正路404號,24.8149897,120.962333,27.0,第一分局
供公眾使用建築物,FMA00549,長和里,"新竹市北區長和里城北街3號 B1",24.8088057,120.9647835,477.0,第一分局
一般住宅,FMA00550,民富里,新竹市北區民富里經國路2段312號,24.8088092,120.9592158,47.0,第一分局
一般住宅,FMA00551,水田里,新竹市北區水田里經國路二段16號B1,24.8138151,120.966858,231.0,第一分局
一般住宅,FMA00552,民富里,新竹市北區民富里經國路2段420號,24.8069827,120.956348,40.0,第一分局
一般住宅,FMA00553,大同里,新竹市北區大同里大同路232號B1,24.8083594,120.9660959,117.0,第一分局
一般住宅,FMA00554,民富里,新竹市北區民富里經國路2段292號,24.8088797,120.959304,28.0,第一分局
一般住宅,FMA00555,新民里,新竹市北區新民里北大路262號B1,24.807628,120.964051,101.0,第一分局
一般住宅,FMA00556,新民里,"新竹市北區新民里西大路582巷15弄30-48號 B1",24.8077941,120.9621258,402.0,第一分局
一般住宅,FMA00557,民富里,新竹市北區民富里經國路2段422-428號,24.8069167,120.9564154,78.0,第一分局
一般住宅,FMA00558,磐石里,"新竹市北區磐石里竹光路184巷37號之7 B1",24.8126756,120.9568205,130.0,第一分局
一般住宅,FMA00559,新民里,新竹市北區新民里仁德街85號B1,24.8078804,120.9628594,33.0,第一分局
一般住宅,FMA00560,水田里,新竹市北區水田里經國路2段47-57號,24.8130299,120.9664179,191.0,第一分局
一般住宅,FMA00561,北門里,新竹市北區北門里4鄰中正路155號,24.809225,120.9663288,13.0,第一分局
一般住宅,FMA00562,北門里,"新竹市北區北門里中正路175號之3 B1",24.8097273,120.9656098,185.0,第一分局
一般住宅,FMA00563,水田里,新竹市北區水田里經國路2段350巷7弄7-9號,24.8078883,120.9580956,77.0,第一分局
一般住宅,FMA00564,水田里,新竹市北區水田里中正路180巷6號,24.8098964,120.9662352,106.0,第一分局
一般住宅,FMA00565,北門里,新竹市北區北門里中正路167號,24.8088092,120.9592158,13.0,第一分局
公有建築物,FMA00566,大同里,"新竹市北區大同里中正路120號 B1",24.8067909,120.9689627,467.0,第一分局
一般住宅,FMA00567,民富里,"新竹市北區民富里經國路2段248巷26弄2-10號 B1",24.8098855,120.960065,242.0,第一分局
一般住宅,FMA00568,新民里,"新竹市北區新民里仁德街105-1號 B1",24.8083226,120.9625826,33.0,第一分局
一般住宅,FMA00569,水田里,"新竹市北區水田里經國路二段61號 B1",24.8127778,120.9661433,65.0,第一分局
供公眾使用建築物,FMA00570,水田里,"新竹市北區水田里經國路二段59號 B1",24.8128074,120.9661822,72.0,第一分局
一般住宅,FMA00571,磐石里,"新竹市北區磐石里竹光路184巷37號之8 B1",24.8126836,120.9568529,130.0,第一分局
一般住宅,FMA00572,新民里,新竹市北區新民里仁德街105號B1,24.8082391,120.9624163,30.0,第一分局
一般住宅,FMA00573,北門里,新竹市北區北門里北門街244號B1,24.810379,120.965424,24.0,第一分局
一般住宅,FMA00577,民富里,新竹市北區民富里經國路二段261號,24.810072,120.9617109,21.0,第一分局
一般住宅,FMA00578,中山里,"新竹市北區中山里中山路48-50號 B1",24.8055904,120.9668304,131.0,第一分局
供公眾使用建築物,FMA00579,大同里,新竹市北區大同里大同路130號B1,24.8060031,120.9679801,94.0,第一分局
一般住宅,FMA00580,民富里,新竹市北區民富里經國路2段260-268號,24.8094355,120.9603028,66.0,第一分局
一般住宅,FMA00581,新民里,新竹市北區新民里北大路260號B1,24.8076531,120.964088,27.0,第一分局
一般住宅,FMA00582,文雅里,新竹市北區文雅里中正路337號,24.8145869,120.9623276,124.0,第一分局
一般住宅,FMA00583,民富里,新竹市北區民富里西大路643巷15號,24.8096924,120.9580453,24.0,第一分局
一般住宅,FMA00585,新民里,新竹市北區新民里西大路614號,24.807402,120.961808,71.0,第一分局
一般住宅,FMA00586,民富里,新竹市北區民富里北大路358號B1,24.805604,120.9612181,72.0,第一分局
一般住宅,FMA00587,民富里,"新竹市北區民富里經國路2段248巷12號 B1",24.8097596,120.9603641,47.0,第一分局
一般住宅,FMA00588,民富里,新竹市北區民富里民富街186號B1,24.8065433,120.9589276,23.0,第一分局
一般住宅,FMA00589,新民里,新竹市北區新民里民富街93號B1,24.8087733,120.9627409,73.0,第一分局
一般住宅,FMA00590,大同里,"新竹市北區大同里北大路115號之1 B1",24.8101014,120.9688921,58.0,第一分局
一般住宅,FMA00591,大同里,新竹市北區大同里北大路191號B1,24.8083981,120.9661775,45.0,第一分局
一般住宅,FMA00592,文雅里,新竹市北區文雅里城北街97號B1,24.8117064,120.9633563,40.0,第一分局
一般住宅,FMA00593,文雅里,新竹市北區文雅里竹光路33號,24.8141845,120.9610902,28.0,第一分局
公有建築物,FMA00594,民富里,新竹市北區民富里1鄰西大路561號-B1,24.8084309,120.9605035,231.0,第一分局
一般住宅,FMA00595,文雅里,新竹市北區文雅里竹光路35巷8號,24.8137408,120.9611674,92.0,第一分局
一般住宅,FMA00596,民富里,新竹市北區民富里西大路531-1號,24.806505,120.961775,31.0,第一分局
一般住宅,FMA00597,民富里,新竹市北區民富里西大路535號,24.8066721,120.961865,31.0,第一分局
一般住宅,FMA00598,文雅里,"新竹市北區文雅里竹光路78巷7弄16號 B1",24.8136477,120.9588469,152.0,第一分局
一般住宅,FMA00599,民富里,新竹市北區民富里西大路537號,24.806709,120.96184,31.0,第一分局
一般住宅,FMA00600,民富里,新竹市北區民富里西大路533號,24.806543,120.961749,31.0,第一分局
一般住宅,FMA00601,民富里,新竹市北區民富里西大路539號,24.806748,120.961814,31.0,第一分局
一般住宅,FMA00602,文雅里,"新竹市北區文雅里竹光路78巷7弄23號 B1",24.8135666,120.9591625,152.0,第一分局
一般住宅,FMA00604,大同里,新竹市北區大同里世界街112巷4號B1,24.8092025,120.9690966,195.0,第一分局
一般住宅,FMA00605,民富里,新竹市北區民富里西大路534號B1,24.805535,120.9628773,55.0,第一分局
一般住宅,FMA00606,民富里,新竹市北區民富里西大路541號,24.806698,120.961644,55.0,第一分局
一般住宅,FMA00607,磐石里,新竹市北區磐石里23鄰竹光路197號B1,24.811593,120.957774,150.0,第一分局
一般住宅,FMA00608,民富里,新竹市北區民富里西大路643巷19-21號,24.8094613,120.9579044,73.0,第一分局
一般住宅,FMA00610,民富里,新竹市北區民富里民富街164-170號B1,24.8069092,120.9593922,158.0,第一分局
一般住宅,FMA00611,文雅里,新竹市北區文雅里中正路319號,24.811625,120.963377,14.0,第一分局
一般住宅,FMA00612,磐石里,"新竹市北區磐石里1鄰國光街60-66號 B1",24.8116743,120.9609546,919.0,第一分局
一般住宅,FMA00614,文雅里,新竹市北區文雅里城北街109號,24.806543,120.961749,34.0,第一分局
供公眾使用建築物,FMA00615,磐石里,新竹市北區磐石里6鄰西大路643巷20號,24.809633,120.957792,231.0,第一分局
供公眾使用建築物,FMA00616,中興里,"新竹市北區中興里中山路84號 B1",24.8049202,120.9657511,290.0,第一分局
一般住宅,FMA00617,文雅里,新竹市北區文雅里城北街111號B1,24.8119494,120.963226,37.0,第一分局
一般住宅,FMA00618,中興里,新竹市北區中興里英明街36號B1,24.8062403,120.9664649,127.0,第一分局
一般住宅,FMA00619,長和里,新竹市北區長和里愛文街64-66號B1,24.8089577,120.9633062,107.0,第一分局
供公眾使用建築物,FMA00620,文雅里,新竹市北區文雅里中正路313號,24.8139211,120.962654,295.0,第一分局
一般住宅,FMA00621,中興里,"新竹市北區中興里7鄰中山路40巷25號 B2",24.8065865,120.9664687,1155.0,第一分局
一般住宅,FMA00622,中興里,新竹市北區中興里北門街40巷31號B1,24.8058562,120.9661585,124.0,第一分局
公有建築物,FMA00623,大同里,新竹市北區大同里中正路146號-B1,24.808701,120.967245,371.0,第一分局
一般住宅,FMA00624,文雅里,"新竹市北區文雅里竹光路25巷13號 B1",24.8139751,120.961539,163.0,第一分局
一般住宅,FMA00625,新雅里,新竹市北區新雅里和平路5號,24.8074996,120.9555987,80.0,第一分局
一般住宅,FMA00626,中興里,新竹市北區中興里長安街24-29號B1,24.805541,120.965668,193.0,第一分局
一般住宅,FMA00627,磐石里,新竹市北區磐石里西大路709巷20號B1,24.8103763,120.9551301,252.0,第一分局
一般住宅,FMA00628,新民里,"新竹市北區新民里西大路582巷15弄7號 B2",24.8072779,120.9623993,352.0,第一分局
一般住宅,FMA00629,新民里,新竹市北區新民里西大路582巷15弄9號,24.8073923,120.9623421,136.0,第一分局
一般住宅,FMA00630,水田里,新竹市北區水田里水田街20號,24.8115969,120.9655275,115.0,第一分局
一般住宅,FMA00631,磐石里,"新竹市北區磐石里西大路709巷11號 B1",24.8111565,120.9557599,861.0,第一分局
供公眾使用建築物,FMA00632,大同里,"新竹市北區大同里中正路141號 B3",24.8087135,120.9668834,247.0,第一分局
公有建築物,FMA00633,水田里,新竹市北區水田里水田街33號B1,24.8136446,120.9660225,580.0,第一分局
一般住宅,FMA00634,民富里,新竹市北區民富里西大路547號,24.806815,120.961564,44.0,第一分局
一般住宅,FMA00635,民富里,新竹市北區民富里西大路545號,24.806776,120.961591,110.0,第一分局
一般住宅,FMA00636,磐石里,新竹市北區磐石里22鄰國光街97巷1號B1,24.8124184,120.9593347,61.0,第一分局
一般住宅,FMA00638,民富里,新竹市北區民富里民富街184號B1,24.806576,120.9589792,25.0,第一分局
一般住宅,FMA00639,北門里,新竹市北區北門里經國路二段118號,24.8119011,120.963882,20.0,第一分局
一般住宅,FMA00641,北門里,新竹市北區北門里北門街58號B1,24.806274,120.966131,37.0,第一分局
一般住宅,FMA00642,大同里,新竹市北區大同里北大路101號B1,24.8103889,120.9692044,13.0,第一分局
一般住宅,FMA00643,文雅里,新竹市北區文雅里城北街137巷6弄60-62號B1,24.8138988,120.962239,66.0,第一分局
一般住宅,FMA00644,民富里,新竹市北區民富里民富街141號B1,24.8073767,120.9604382,14.0,第一分局
一般住宅,FMA00645,民富里,新竹市北區民富里民富街143-145號-B1,24.8073231,120.9603822,74.0,第一分局
供公眾使用建築物,FMA00646,民富里,"新竹市北區民富里1鄰西大路549號 B1",24.8069651,120.961542,170.0,第一分局
一般住宅,FMA00647,新民里,"新竹市北區新民里民富街112號 B1",24.8086896,120.9622834,30.0,第一分局
一般住宅,FMA00648,新民里,新竹市北區新民里民富街114號-B1,24.8086695,120.9622463,23.0,第一分局
一般住宅,FMA00649,北門里,新竹市北區北門里長和街2號-B1,24.8106479,120.9648828,36.0,第一分局
一般住宅,FMA00651,大同里,新竹市北區大同里大同路230號-B1,24.8083219,120.9661191,17.0,第一分局
一般住宅,FMA00652,大同里,"新竹市北區大同里大同路266號 B1",24.8083553,120.966132,21.0,第一分局
一般住宅,FMA00654,民富里,"新竹市北區民富里民富街178巷11弄17-1號 B1",24.8068397,120.9585795,24.0,第一分局
一般住宅,FMA00655,民富里,新竹市北區民富里民富街178巷11弄13號-B1,24.8068301,120.9585579,24.0,第一分局
一般住宅,FMA00656,民富里,新竹市北區民富里民富街178巷11弄9號-B1,24.8068492,120.958595,24.0,第一分局
一般住宅,FMA00657,民富里,新竹市北區民富里民富街178巷11弄15號-B1,24.8067917,120.9585302,24.0,第一分局
一般住宅,FMA00658,北門里,新竹市北區北門里北門街172號-B1,24.8086925,120.9652555,34.0,第一分局
一般住宅,FMA00659,大同里,新竹市北區大同里建興街7號-B1,24.8080108,120.966892,25.0,第一分局
一般住宅,FMA00660,民富里,新竹市北區民富里和平路28巷62號-B1,24.808472,120.9566157,208.0,第一分局
一般住宅,FMA00661,民富里,"新竹市北區民富里經國路2段318號 B1",24.808524,120.958695,31.0,第一分局
一般住宅,FMA00664,新雅里,新竹市北區新雅里竹光路388-398號-B1,24.8081959,120.953629,232.0,第一分局
一般住宅,FMA00666,水田里,新竹市北區水田里中正路358號-B1,24.8141875,120.9630967,17.0,第一分局
一般住宅,FMA00667,大同里,新竹市北區大同里建興街13號-B1,24.8079581,120.9668323,16.0,第一分局
一般住宅,FMA00668,民富里,新竹市北區民富里少年街33號-B1,24.8060411,120.9600794,58.0,第一分局
一般住宅,FMA00672,民富里,新竹市北區民富里少年街25號-B1,24.8058428,120.9603138,120.0,第一分局
一般住宅,FMA00673,民富里,新竹市北區民富里和平路60號-B1,24.8082631,120.955864,33.0,第一分局
一般住宅,FMA00676,民富里,新竹市北區民富里少年街31號-B1,24.805998,120.960176,98.0,第一分局
供公眾使用建築物,FMA00677,新民里,"新竹市北區新民里西大路578號 -B1",24.8066406,120.9621904,357.0,第一分局
一般住宅,FMA00679,新民里,新竹市北區新民里北大路288號-B1,24.8071231,120.963378,50.0,第一分局
一般住宅,FMA00680,中興里,新竹市北區中興里北門街43號-B1,24.8058727,120.9657735,23.0,第一分局
一般住宅,FMA00681,中興里,新竹市北區中興里北門街41號-B1,24.805844,120.965684,23.0,第一分局
一般住宅,FMA00683,民富里,新竹市北區民富里少年街27號-B1,24.805976,120.960252,94.0,第一分局
供公眾使用建築物,FMA00685,民富里,新竹市北區民富里少年街47號B1,24.8061649,120.9593902,347.0,第一分局
一般住宅,FMA00687,中興里,新竹市北區中興里中山路40巷27號-B1,24.8068438,120.9664992,24.0,第一分局
一般住宅,FMA00688,文雅里,"新竹市北區文雅里竹光路102號 B1",24.813446,120.959299,43.0,第一分局
一般住宅,FMA00691,水田里,新竹市北區水田里中正路270-280號-B1,24.8124081,120.9643627,261.0,第一分局
一般住宅,FMA00692,水田里,新竹市北區水田里水田街42號,24.8124615,120.9659238,22.0,第一分局
一般住宅,FMA00694,水田里,"新竹市北區水田里經國路二段33號 B1",24.8131372,120.966762,43.0,第一分局
一般住宅,FMA00695,大同里,新竹市北區大同里中正路125號-B1,24.8079187,120.9674084,65.0,第一分局
供公眾使用建築物,FMA00696,新民里,新竹市北區新民里西大路658號-B1,24.8082653,120.9609641,227.0,第一分局
一般住宅,FMA00697,磐石里,"新竹市北區磐石里15鄰文雅街64號 B1",24.8118361,120.9563337,464.0,第一分局
供公眾使用建築物,FMA00698,磐石里,"新竹市北區磐石里和平路86-1號 B1",24.8088916,120.9556374,845.0,第一分局
一般住宅,FMA00699,民富里,新竹市北區民富里經國路2段248巷10弄5-7號-B1,24.8100745,120.9604609,216.0,第一分局
一般住宅,FMA00700,民富里,新竹市北區民富里磐石路15號-B1,24.8084321,120.9573723,841.0,第一分局
一般住宅,FMA00701,民富里,新竹市北區民富里7鄰少年街43.45號-B2,24.805982,120.9595251,387.0,第一分局
供公眾使用建築物,FMA00702,磐石里,新竹市北區磐石里11鄰西大路683號B1,24.8108931,120.9569043,78.0,第一分局
一般住宅,FMA00704,文雅里,新竹市北區文雅里竹光路54巷34-46號-B1,24.8142354,120.9603711,593.0,第一分局
供公眾使用建築物,FMA00705,中興里,新竹市北區中興里北大路225號-B2,24.807792,120.9650903,650.0,第一分局
一般住宅,FMA00706,文雅里,新竹市北區文雅里中正路321號-B1,24.8141021,120.96249,154.0,第一分局
一般住宅,FMA00707,磐石里,新竹市北區磐石里8鄰西大路764號B2,24.8102905,120.9585869,1121.0,第一分局
一般住宅,FMA00708,民富里,新竹市北區民富里西大路593號-B1,24.8095948,120.9592398,234.0,第一分局
一般住宅,FMA00709,磐石里,新竹市北區磐石里24鄰西大路742號B1,24.8101353,120.9589054,819.0,第一分局
一般住宅,FMA00710,文雅里,"新竹市北區文雅里竹光路33之1號 B1",24.8141824,120.9610226,131.0,第一分局
供公眾使用建築物,FMA00711,水田里,"新竹市北區水田里16鄰經國路二段62號 B3",24.8127299,120.9653656,501.0,第一分局
一般住宅,FMA00713,文雅里,"新竹市北區文雅里23鄰竹光路35巷2號 B2",24.8137614,120.960737,1338.0,第一分局
一般住宅,FMA00714,民富里,新竹市北區民富里和平路28巷76號-B1,24.8087485,120.9568318,108.0,第一分局
一般住宅,FMA00717,長和里,"新竹市北區長和里長和街82巷2號 共用愛文街112巷24號 B1-B2",24.8099228,120.962493,2702.0,第一分局
一般住宅,FMA00718,新民里,新竹市北區新民里北大路324號-B1,24.8064077,120.9624643,516.0,第一分局
一般住宅,FMA00719,新雅里,"新竹市北區新雅里26鄰竹光路351號 B1-B3",24.8068774,120.9529023,1168.0,第一分局
一般住宅,FMA00720,水田里,新竹市北區水田里經國路2段56號-B2,24.8128836,120.9656679,186.0,第一分局
供公眾使用建築物,FMA00721,水田里,新竹市北區水田里中正路156號之1-B1,24.8093802,120.9666626,322.0,第一分局
一般住宅,FMA00722,興南里,新竹市北區興南里3鄰中山路233號B1,24.80196,120.9619414,520.0,第一分局
一般住宅,FMA00723,民富里,新竹市北區民富里經國路2段216號-B1,24.8101499,120.9612556,202.0,第一分局
供公眾使用建築物,FMA00724,水田里,新竹市北區水田里中正路160號-B3,24.8096462,120.9664768,773.0,第一分局
供公眾使用建築物,FMA00725,新民里,"新竹市北區新民里1鄰北大路282號 B3",24.8072736,120.9637977,713.0,第一分局
一般住宅,FMA00726,大同里,"新竹市北區大同里北大路169號 B1",24.8087158,120.9666311,110.0,第一分局
一般住宅,FMA00727,民富里,新竹市北區民富里少年街39號-B2,24.8059935,120.9598236,156.0,第一分局
公有建築物,FMA00728,民富里,新竹市北區民富里1鄰西大路561號-B1,24.8084309,120.9605035,1329.0,第一分局
一般住宅,FMA00729,中山里,新竹市北區中山里中山路53號-B1,24.8051496,120.9664683,83.0,第一分局
一般住宅,FMA00730,水田里,"新竹市北區水田里東大路二段83號 B1-B2",24.813363,120.96736,986.0,第一分局
一般住宅,FMA00731,水田里,新竹市北區水田里1鄰東大路二段65巷57號-B2,24.8113142,120.9673453,1075.0,第一分局
供公眾使用建築物,FMA00732,水田里,新竹市北區水田里2鄰北大路168號-B3,24.8096604,120.9676877,358.0,第一分局
一般住宅,FMA00733,民富里,新竹市北區民富里7鄰北大路346號-B3,24.8057864,120.9614839,391.0,第一分局
一般住宅,FMA00734,舊社里,"新竹市北區舊社里23鄰光華二街93之1號 B1",24.820031,120.976184,463.0,第一分局
一般住宅,FMA00735,舊社里,"新竹市北區舊社里14鄰光華二街118號 B1",24.8207036,120.9769206,118.0,第一分局
一般住宅,FMA00736,水田里,"新竹市北區水田里16鄰經國路2段111號 B2",24.8119174,120.9650975,534.0,第一分局
一般住宅,FMA00737,磐石里,"新竹市北區磐石里26鄰和平路80號 B1",24.8086848,120.9556464,1317.0,第一分局
一般住宅,FMA00739,民富里,新竹市北區民富里22鄰民富街188號-B1,24.8065806,120.9588487,116.0,第一分局
供公眾使用建築物,FMA00740,民富里,新竹市北區民富里7鄰北大路338號-B1,24.8061014,120.9619719,900.0,第一分局
一般住宅,FMA00746,光華里,新竹市北區光華里16鄰湳雅街152號,24.8202949,120.9738104,161.0,第一分局
一般住宅,FMA00747,文雅里,"新竹市北區文雅里18鄰竹光路110號 B1",24.813357,120.959125,128.0,第一分局
一般住宅,FMA00748,福林里,"新竹市北區福林里9鄰武陵路36號 B3",24.8163141,120.963502,1762.0,第一分局
一般住宅,FMA00749,中山里,"新竹市北區中山里6鄰中山路66號 B2",24.8054105,120.9664483,138.0,第一分局
一般住宅,FMA00750,境福里,新竹市北區境福里8鄰中正路482巷10號-B1,24.8167006,120.9588156,450.0,第一分局
一般住宅,FMA00751,南寮里,新竹市北區南寮里1鄰東大路三段401號-B1,24.8373403,120.9422178,102.0,第一分局
一般住宅,FMA00752,武陵里,新竹市北區武陵里18鄰東大路二段190巷2-40號B1,24.8157504,120.9662599,2852.0,第一分局
一般住宅,FMA00753,舊社里,"新竹市北區舊社里20鄰湳雅街353-357號 B1",24.8237498,120.9774986,5156.0,第一分局
供公眾使用建築物,FMA00754,光田里,"新竹市北區光田里8鄰東大路二段110號 B3",24.8144186,120.9673366,575.0,第一分局
供公眾使用建築物,FMA00755,湳雅里,"新竹市北區湳雅里11鄰湳雅街91號 B1",24.818556,120.9709257,8986.0,第一分局
一般住宅,FMA00756,湳雅里,"新竹市北區湳雅里10鄰湳雅街189號 B1",24.8203914,120.9735257,2533.0,第一分局
一般住宅,FMA00757,光華里,"新竹市北區光華里10鄰湳雅街42號 B1",24.817408,120.9709911,196.0,第一分局
一般住宅,FMA00758,武陵里,"新竹市北區武陵里1鄰東大路二段174號 B1",24.8157687,120.9660339,5118.0,第一分局
一般住宅,FMA00759,湳中里,新竹市北區湳中里11鄰武陵路173號-B1,24.8211267,120.9682652,3367.0,第一分局
公有建築物,FMA00760,西雅里,"新竹市北區西雅里1鄰北大路450號 B1",24.8026949,120.9596744,1125.0,第一分局
一般住宅,FMA00761,金竹里,"新竹市北區金竹里20鄰金竹路120號 B1",24.8238188,120.9726372,1159.0,第一分局
一般住宅,FMA00762,湳中里,"新竹市北區湳中里4鄰湳中街87巷14弄23號 B1",24.820701,120.9639121,327.0,第一分局
一般住宅,FMA00763,西雅里,新竹市北區西雅里民富街318號-B1,24.8015276,120.9567723,153.0,第一分局
一般住宅,FMA00765,境福里,"新竹市北區境福里9鄰中正路418巷33號 B1",24.8168328,120.9608954,711.0,第一分局
供公眾使用建築物,FMA00766,磐石里,"新竹市北區磐石里西大路683號 B1",24.8108931,120.9569043,78.0,第一分局
供公眾使用建築物,FMA00767,金華里,新竹市北區金華里光華東街76巷26號-B1,24.8174614,120.9761375,91.0,第一分局
一般住宅,FMA00768,北門里,新竹市北區北門里4鄰中正路169號-B1,24.8095221,120.966075,170.0,第一分局
公有建築物,FMA00769,育英里,新竹市北區育英里17鄰四維路47號,24.7997382,120.9616313,140.0,第一分局
一般住宅,FMA00771,中興里,新竹市北區中興里8鄰中山路40巷53號-B1,24.8070139,120.9665205,290.0,第一分局
一般住宅,FMA00773,水田里,"新竹市北區水田里16鄰中正路296號 B2",24.8129647,120.9639579,2061.0,第一分局
一般住宅,FMA00774,育英里,"新竹市北區育英里林森路230號 B1",24.798516,120.963045,220.0,第一分局
一般住宅,FMA00775,水田里,"新竹市北區水田里23鄰北大路166巷16號 B3",24.8103538,120.9674805,1250.0,第一分局
一般住宅,FMA00776,光華里,新竹市北區光華里湳雅街152號,24.8202949,120.9738104,100.0,第一分局
一般住宅,FMA00778,水田里,新竹市北區水田里7鄰水田街12號-B1,24.81132,120.9653804,247.0,第一分局
一般住宅,FMA00779,民富里,新竹市北區民富里2鄰經國路2段266號-B1,24.8094481,120.9601486,66.0,第一分局
一般住宅,FMA00780,金華里,"新竹市北區金華里8鄰光華二街16號 B1-B2",24.8172859,120.9743887,1045.0,第一分局
一般住宅,FMA00782,台溪里,新竹市北區台溪里中華路三段2號-B1,24.7973359,120.9633264,1261.0,第一分局
一般住宅,FMA00783,湳中里,"新竹市北區湳中里21鄰武陵路181號 B1",24.8217965,120.9688324,2509.0,第一分局
一般住宅,FMA00785,育英里,"新竹市北區育英里林森路316號 B2",24.7971558,120.9611578,122.0,第一分局
供公眾使用建築物,FMA00786,水田里,"新竹市北區水田里5鄰中正路178號 B4",24.8097326,120.9663521,1023.0,第一分局
