類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納數
公寓,WUA01659,文林里,臺北市北投區致遠一路一段125巷5號,1,252.0
公寓,WUA02324,文林里,臺北市北投區文林北路276-278號,1,330.0
大樓,WUA02338,文林里,臺北市北投區文林北路240號,2,972.0
公寓,WUA02448,文林里,臺北市北投區明德路15號,1,341.0
大樓,WUA02449,文林里,臺北市北投區明德路21號,1,1890.0
公寓,WUA02720,文林里,臺北市北投區自強街32號,1,648.0
公寓,WUA02733,文林里,臺北市北投區致遠一路一段75號,1,354.0
公寓,WUA02752,文林里,臺北市北投區自強街68號,1,229.0
大樓,WUA02764,文林里,臺北市北投區文林北路132號,2,1206.0
公寓,WUA02607,立農里,臺北市北投區西安街二段265號,1,125.0
公寓,WUA00898,立農里,臺北市北投區立農街269號,1,142.0
公寓,WUA00899,立農里,臺北市北投區立農街一段281號,1,2145.0
公寓,WUA00900,立農里,臺北市北投區立農街一段321號,1,310.0
公寓,WUA00902,立農里,臺北市北投區立農街一段330號,1,470.0
公寓,WUA00903,立農里,臺北市北投區立農街一段353號,1,102.0
公寓,WUA00904,立農里,臺北市北投區立農街一段394號,1,201.0
公寓,WUA00905,立農里,臺北市北投區立農街一段395號,1,252.0
公寓,WUA00906,立農里,臺北市北投區立農街一段403號,1,376.0
公寓,WUA00907,立農里,臺北市北投區立農街一段554號,1,273.0
公寓,WUA00908,立農里,臺北市北投區立農街一段572號,1,270.0
公寓,WUA00909,立農里,臺北市北投區立農街一段580號,1,158.0
公寓,WUA00914,立農里,臺北市北投區立農街一段257巷2號,1,360.0
公寓,WUA00915,立農里,臺北市北投區立農街一段257巷6號,1,653.0
公寓,WUA00916,立農里,臺北市北投區立農街一段257巷10弄1號,1,120.0
公寓,WUA00917,立農里,臺北市北投區立農街一段257巷10弄5號,1,220.0
公寓,WUA00918,立農里,臺北市北投區立農街一段257巷12弄1號,1,276.0
公寓,WUA00919,立農里,臺北市北投區立農街一段257巷7弄1號,1,110.0
公寓,WUA00921,立農里,臺北市北投區立農街279巷5號,1,533.0
公寓,WUA00922,立農里,臺北市北投區立農街279巷6號,1,501.0
公寓,WUA00923,立農里,臺北市北投區立農街一段349巷1弄2號,1,724.0
公寓,WUA00924,立農里,臺北市北投區立農街349巷1弄3號,1,108.0
公寓,WUA00925,立農里,臺北市北投區立農街357巷1號,1,164.0
公寓,WUA00927,立農里,臺北市北投區立農街357巷7號,1,252.0
公寓,WUA00928,立農里,臺北市北投區立農街一段385巷7號,1,142.0
公寓,WUA00929,立農里,臺北市北投區立農街一段385巷6弄8號,1,140.0
大樓,WUA00931,立農里,臺北市北投區立農街一段308號,1,920.0
公寓,WUA00932,立農里,臺北市北投區立農街一段257巷10弄8號,1,238.0
公寓,WUA01049,立農里,臺北市北投區吉利街117號,1,329.0
公寓,WUA01050,立農里,臺北市北投區吉利街141號,1,48.0
公寓,WUA01051,立農里,臺北市北投區吉利街147號,1,24.0
公寓,WUA01053,立農里,臺北市北投區吉利街159號,1,178.0
公寓,WUA01055,立農里,臺北市北投區吉利街187號,1,140.0
公寓,WUA01056,立農里,臺北市北投區吉利街193號,1,202.0
公寓,WUA01057,立農里,臺北市北投區吉利街199號,1,136.0
公寓,WUA01058,立農里,臺北市北投區吉利街207號,1,718.0
公寓,WUA01059,立農里,臺北市北投區吉利街231號,1,614.0
公寓,WUA01060,立農里,臺北市北投區吉利街236號,1,146.0
公寓,WUA01061,立農里,臺北市北投區吉利街237-1號,1,26.0
公寓,WUA01062,立農里,臺北市北投區吉利街239號,1,133.0
公寓,WUA01063,立農里,臺北市北投區吉利街243號,1,161.0
公寓,WUA01064,立農里,臺北市北投區吉利街247號,1,240.0
公寓,WUA01065,立農里,臺北市北投區吉利街255號,1,29.0
公寓,WUA01069,立農里,臺北市北投區吉利街309號,1,89.0
公寓,WUA01070,立農里,臺北市北投區吉利街31號,1,384.0
公寓,WUA01071,立農里,臺北市北投區吉利街335號,1,57.0
公寓,WUA01072,立農里,臺北市北投區吉利街341號,1,254.0
公寓,WUA01073,立農里,臺北市北投區吉利街37號,1,329.0
公寓,WUA01078,立農里,臺北市北投區吉利街93號,1,305.0
公寓,WUA01079,立農里,臺北市北投區吉利街99號,1,476.0
公寓,WUA02580,立農里,臺北市北投區吉利街127巷5號,2,1049.0
公寓,WUA01081,立農里,臺北市北投區吉利街123巷15號,1,498.0
公寓,WUA01082,立農里,臺北市北投區吉利街123巷16號,2,533.0
公寓,WUA01083,立農里,臺北市北投區吉利街123巷8弄1號,1,220.0
公寓,WUA01084,立農里,臺北市北投區吉利街123巷8弄12號,1,50.0
公寓,WUA01085,立農里,臺北市北投區吉利街139巷3號,1,124.0
公寓,WUA01087,立農里,臺北市北投區吉利街149巷2號,1,54.0
公寓,WUA01088,立農里,臺北市北投區吉利街149巷6號,1,66.0
公寓,WUA01091,立農里,臺北市北投區吉利街257巷3弄16號,1,228.0
公寓,WUA01093,立農里,臺北市北投區吉利街257巷5弄2號,1,204.0
公寓,WUA01094,立農里,臺北市北投區吉利街259巷12號,1,469.0
公寓,WUA01095,立農里,臺北市北投區吉利街259巷42號,1,1158.0
公寓,WUA01096,立農里,臺北市北投區吉利街259巷7號,1,1092.0
公寓,WUA01097,立農里,臺北市北投區吉利街259巷8號,1,46.0
公寓,WUA01101,立農里,臺北市北投區吉利街369巷28號,1,144.0
公寓,WUA01102,立農里,臺北市北投區吉利街39巷13號,1,174.0
公寓,WUA01103,立農里,臺北市北投區吉利街39巷8號,1,196.0
公寓,WUA01289,立農里,臺北市北投區西安街二段159號,1,176.0
公寓,WUA01290,立農里,臺北市北投區西安街二段185號,1,380.0
公寓,WUA01291,立農里,臺北市北投區西安街二段243號,1,202.0
公寓,WUA01292,立農里,臺北市北投區西安街二段245號,1,474.0
公寓,WUA01295,立農里,臺北市北投區西安街二段87號,1,65.0
公寓,WUA02358,立農里,臺北市北投區吉利街177號,1,549.0
公寓,WUA02415,立農里,臺北市北投區吉利街257巷4弄3號,1,169.0
公寓,WUA02453,立農里,臺北市北投區承德路七段301號,1,249.0
公寓,WUA02468,立農里,臺北市北投區西安街二段345號,1,352.0
公寓,WUA02520,立農里,臺北市北投區西安街二段165號,1,886.0
公寓,WUA02565,立農里,臺北市北投區西安街二段235號,1,192.0
公寓,WUA02589,立農里,臺北市北投區立農街一段277號,1,300.0
大廈,WUA02617,立農里,臺北市北投區西安街二段277號,1,1469.0
公寓,WUA02632,立農里,臺北市北投區西安街二段171號,1,201.0
大樓,WUA02646,立農里,臺北市北投區立農街一段250號,1,1174.0
大樓,WUA02652,立農里,臺北市北投區立農街一段203號,1,1204.0
公寓,WUA02683,立農里,臺北市北投區西安街二段333號,1,252.0
公寓,WUA02703,立農里,臺北市北投區吉利街359號,1,188.0
公寓,WUA02704,立農里,臺北市北投區西安街二段275巷16號,1,437.0
公寓,WUA02763,立農里,臺北市北投區吉利街149巷9號,2,345.0
大樓,WUA02496,立農里,臺北市北投區西安街二段275巷5號,1,1218.0
公寓,WUA01150,石牌里,臺北市北投區自強街130號,1,44.0
公寓,WUA01151,石牌里,臺北市北投區自強街136號,1,197.0
公寓,WUA01165,石牌里,臺北市北投區自強街96號,1,22.0
公寓,WUA01167,石牌里,臺北市北投區自強街120巷25弄9號,1,54.0
公寓,WUA01168,石牌里,臺北市北投區自強街120巷25弄9號,1,829.0
公寓,WUA01178,石牌里,臺北市北投區自強街162巷1號,1,1398.0
公寓,WUA01179,石牌里,臺北市北投區自強街180巷2號,1,874.0
公寓,WUA01274,石牌里,臺北市北投區西安街一段183號,1,117.0
公寓,WUA01280,石牌里,臺北市北投區西安街一段165巷8弄2號,1,246.0
公寓,WUA01424,石牌里,臺北市北投區明德路73號,1,45.0
公寓,WUA01425,石牌里,臺北市北投區明德路77號,1,230.0
公寓,WUA01452,石牌里,臺北市北投區明德路67巷16號,1,65.0
公寓,WUA01453,石牌里,臺北市北投區明德路67巷2號,1,428.0
公寓,WUA01570,石牌里,臺北市北投區建民路110號,1,185.0
公寓,WUA01571,石牌里,臺北市北投區建民路118號,1,25.0
公寓,WUA01572,石牌里,臺北市北投區建民路120號,1,24.0
公寓,WUA01579,石牌里,臺北市北投區建民路85號,1,124.0
公寓,WUA01580,石牌里,臺北市北投區建民路93號,1,424.0
公寓,WUA01581,石牌里,臺北市北投區建民路116巷11號,1,222.0
公寓,WUA01582,石牌里,臺北市北投區建民路116巷20號,1,224.0
公寓,WUA01583,石牌里,臺北市北投區建民路125巷1號,1,122.0
公寓,WUA01584,石牌里,臺北市北投區建民路125巷13號,1,189.0
公寓,WUA01585,石牌里,臺北市北投區建民路125巷17號,1,413.0
公寓,WUA01587,石牌里,臺北市北投區建民路125巷8號,1,137.0
公寓,WUA01588,石牌里,臺北市北投區建民路125巷2號,1,93.0
公寓,WUA01589,石牌里,臺北市北投區建民路125巷1號,1,132.0
公寓,WUA01590,石牌里,臺北市北投區建民路129巷1號,1,58.0
公寓,WUA01591,石牌里,臺北市北投區建民路129巷2號,1,100.0
公寓,WUA01592,石牌里,臺北市北投區建民路129巷5號,1,152.0
公寓,WUA01593,石牌里,臺北市北投區建民路129巷6號,1,320.0
公寓,WUA01608,石牌里,臺北市北投區建民路91巷1弄1號,1,82.0
公寓,WUA01609,石牌里,臺北市北投區建民路91巷2弄1號,1,257.0
公寓,WUA01647,石牌里,臺北市北投區致遠一路58巷10弄2號,1,366.0
公寓,WUA01649,石牌里,臺北市北投區致遠一路一段12號,1,40.0
公寓,WUA01651,石牌里,臺北市北投區致遠一路一段128號,1,102.0
公寓,WUA01660,石牌里,臺北市北投區致遠一路一段46巷1號,1,314.0
公寓,WUA01661,石牌里,臺北市北投區致遠一路一段46巷11號,1,77.0
公寓,WUA01663,石牌里,臺北市北投區致遠一路一段46巷36號,1,524.0
公寓,WUA01664,石牌里,臺北市北投區致遠一路一段46巷37號,1,829.0
公寓,WUA01665,石牌里,臺北市北投區致遠一路一段46巷5號,1,40.0
公寓,WUA01666,石牌里,臺北市北投區致遠一路一段46巷6號,1,192.0
公寓,WUA01667,石牌里,臺北市北投區致遠一路一段46巷21弄17號,1,193.0
公寓,WUA01668,石牌里,臺北市北投區致遠一路一段46巷21弄7號,2,378.0
公寓,WUA01669,石牌里,臺北市北投區致遠一路一段58巷16號,1,829.0
公寓,WUA02485,石牌里,臺北市北投區建民路112之1號,1,432.0
公寓,WUA02546,石牌里,臺北市北投區致遠一路一段96號,1,502.0
大樓,WUA02548,石牌里,臺北市北投區自強街120巷15弄7號,2,1450.0
大樓,WUA02601,石牌里,臺北市北投區自強街122號,1,1154.0
公寓,WUA02654,石牌里,臺北市北投區西安街一段187號,1,292.0
公寓,WUA02668,石牌里,臺北市北投區西安街一段227號,1,606.0
公寓,WUA02697,石牌里,臺北市北投區致遠一路一段78號,1、2,145.0
公寓,WUA02750,石牌里,臺北市北投區建民路125巷6號,1,126.0
公寓,WUA00097,中央里,臺北市北投區大業路282號,1,580.0
公寓,WUA00098,中央里,臺北市北投區大業路290號,1,156.0
公寓,WUA00106,中央里,臺北市北投區大業路280巷11號,1,313.0
公寓,WUA00107,中央里,臺北市北投區大業路280巷23號,1,341.0
公寓,WUA00108,中央里,臺北市北投區大業路280巷21弄1號,1,192.0
公寓,WUA00109,中央里,臺北市北投區大業路280巷21弄2號,1,205.0
公寓,WUA00110,中央里,臺北市北投區大業路280巷35弄1號,1,205.0
公寓,WUA00111,中央里,臺北市北投區大業路280巷35弄16號,2,674.0
公寓,WUA00112,中央里,臺北市北投區大業路280巷35弄2號,1,58.0
公寓,WUA00113,中央里,臺北市北投區大業路280巷9弄6號,1,193.0
公寓,WUA00114,中央里,臺北市北投區大業路280巷9弄9號,1,176.0
公寓,WUA00115,中央里,臺北市北投區大業路300巷12號,1,305.0
公寓,WUA00116,中央里,臺北市北投區大業路300巷13號,1,334.0
公寓,WUA00117,中央里,臺北市北投區大業路300巷22號,1,328.0
大樓,WUA00118,中央里,臺北市北投區大業路300巷23-31號,1,398.0
公寓,WUA00119,中央里,臺北市北投區大業路300巷9弄6號,1,157.0
公寓,WUA00121,中央里,臺北市北投區大興街12號,1,1225.0
公寓,WUA00131,中央里,臺北市北投區大興街24巷1弄5號,1,672.0
公寓,WUA00132,中央里,臺北市北投區大興街24巷6弄1號,1,324.0
大廈,WUA00133,中央里,臺北市北投區大興街24巷5弄2號,1,598.0
公寓,WUA00139,中央里,臺北市北投區大興街54號,2,757.0
公寓,WUA00140,中央里,臺北市北投區大興街55號,2,1385.0
公寓,WUA00364,中央里,臺北市北投區中央南路一段108號,2,506.0
公寓,WUA00366,中央里,臺北市北投區中央南路一段114號,1,50.0
公寓,WUA00368,中央里,臺北市北投區中央南路一段116號,1,33.0
公寓,WUA00372,中央里,臺北市北投區中央南路一段152號,1,465.0
公寓,WUA00373,中央里,臺北市北投區中央南路一段156號,1,213.0
公寓,WUA00376,中央里,臺北市北投區中央南路一段176號,1,105.0
公寓,WUA00377,中央里,臺北市北投區中央南路一段180號,1,109.0
公寓,WUA00380,中央里,臺北市北投區中央南路一段39號,1,38.0
公寓,WUA00381,中央里,臺北市北投區中央南路一段41號,1,513.0
公寓,WUA00382,中央里,臺北市北投區中央南路一段42號,1,236.0
公寓,WUA00383,中央里,臺北市北投區中央南路一段86號,1,98.0
公寓,WUA00384,中央里,臺北市北投區中央南路一段102巷38號,1,45.0
公寓,WUA00385,中央里,臺北市北投區中央南路一段102巷6號,1,705.0
公寓,WUA00386,中央里,臺北市北投區大興街68號,1,37.0
公寓,WUA00387,中央里,臺北市北投區大興街64號,1,29.0
公寓,WUA00404,中央里,臺北市北投區北投路一段87巷8號,1,433.0
公寓,WUA00405,中央里,臺北市北投區北投路一段91巷10號,1,680.0
公寓,WUA00407,中央里,臺北市北投區中正街26號,1,193.0
公寓,WUA00408,中央里,臺北市北投區中正街3號,1,86.0
公寓,WUA00409,中央里,臺北市北投區中正街33號,1,53.0
公寓,WUA00410,中央里,臺北市北投區中正街37號,1,21.0
公寓,WUA00411,中央里,臺北市北投區中正街38號,1,38.0
公寓,WUA00412,中央里,臺北市北投區中正街5號,1,108.0
公寓,WUA00414,中央里,臺北市北投區中正街9號,1,346.0
公寓,WUA00415,中央里,臺北市北投區中正街17巷1號,1,190.0
公寓,WUA00416,中央里,臺北市北投區中正街17巷9號,1,192.0
公寓,WUA00417,中央里,臺北市北投區中正街49巷31弄33號,1,74.0
公寓,WUA00974,中央里,臺北市北投區光明路102號,1,37.0
公寓,WUA00975,中央里,臺北市北投區光明路104號,1,26.0
公寓,WUA00976,中央里,臺北市北投區光明路122號,1,34.0
公寓,WUA01005,中央里,臺北市北投區光明路74-80號,1,806.0
公寓,WUA01008,中央里,臺北市北投區光明路84號,1,504.0
公寓,WUA01010,中央里,臺北市北投區光明路108號,1,176.0
公寓,WUA01011,中央里,臺北市北投區光明路96號,1,484.0
公寓,WUA01012,中央里,臺北市北投區光明路98-1號,1,584.0
公寓,WUA01027,中央里,臺北市北投區光明路2巷21號,1,22.0
公寓,WUA01028,中央里,臺北市北投區光明路2巷27號,1,30.0
公寓,WUA01029,中央里,臺北市北投區光明路2巷33號,1,73.0
公寓,WUA01030,中央里,臺北市北投區光明路20巷2號,1,284.0
公寓,WUA01040,中央里,臺北市北投區光明路72巷4號,1,81.0
公寓,WUA01047,中央里,臺北市北投區光明路新生巷21號,1,49.0
公寓,WUA01048,中央里,臺北市北投區光明路新生巷31號,1,50.0
公寓,WUA01801,中央里,臺北市北投區清江路5號,1,38.0
公寓,WUA01945,中央里,臺北市北投區新市街11號,1,398.0
公寓,WUA01949,中央里,臺北市北投區新市街69號,1,64.0
公寓,WUA01950,中央里,臺北市北投區磺港路20號,1,56.0
公寓,WUA01951,中央里,臺北市北投區磺港路14號,1,137.0
公寓,WUA01952,中央里,臺北市北投區磺港路10號,1,156.0
大樓,WUA02213,中央里,臺北市北投區磺港路8-1號,1,348.0
公寓,WUA02334,中央里,臺北市北投區中央南路一段150號,2,877.0
大樓,WUA02366,中央里,臺北市北投區大業路298號,1,1124.0
大樓,WUA02404,中央里,臺北市北投區大業路368號,2,2210.0
公寓,WUA02418,中央里,臺北市北投區大興街24巷6弄6號,1,126.0
公寓,WUA02523,中央里,臺北市北投區光明路2巷9號,3,2490.0
大樓,WUA02538,中央里,臺北市北投區光明路66號,4,2957.0
大樓,WUA02540,中央里,臺北市北投區光明路22號,4,3701.0
公寓,WUA02555,中央里,臺北市北投區北投路一段77號,1,714.0
大廈,WUA02569,中央里,臺北市北投區大業路300巷9弄16號,1,820.0
公寓,WUA02594,中央里,臺北市北投區中央南路一段25巷1號,1,1153.0
公寓,WUA02606,中央里,臺北市北投區北投路一段83號,4,656.0
大樓,WUA02664,中央里,臺北市北投區大興街26號,1,1729.0
公寓,WUA02759,中央里,臺北市北投區大業路302號,3,3346.0
公寓,WUA00022,大同里,臺北市北投區大同街126號,1,53.0
公寓,WUA00023,大同里,臺北市北投區大同街139號,1,82.0
公寓,WUA00033,大同里,臺北市北投區大同街27號,1,36.0
公寓,WUA00035,大同里,臺北市北投區大同街61號,1,45.0
公寓,WUA00036,大同里,臺北市北投區大同街69號,1,57.0
公寓,WUA00037,大同里,臺北市北投區大同街125巷14號,1,121.0
公寓,WUA00038,大同里,臺北市北投區大同街125巷21號,1,94.0
公寓,WUA00039,大同里,臺北市北投區大同街125巷28號,1,69.0
公寓,WUA00099,大同里,臺北市北投區大業路384-388號,1,549.0
公寓,WUA00100,大同里,臺北市北投區大業路444號,1,161.0
公寓,WUA00101,大同里,臺北市北投區大業路456號,3,4086.0
公寓,WUA00102,大同里,臺北市北投區大業路476號,1,214.0
公寓,WUA00103,大同里,臺北市北投區大業路488號,1,224.0
公寓,WUA00120,大同里,臺北市北投區大興街11號,1,226.0
公寓,WUA00122,大同里,臺北市北投區大興街25號,1,165.0
公寓,WUA00123,大同里,臺北市北投區大興街27號,1,550.0
公寓,WUA00124,大同里,臺北市北投區大興街5號,1,96.0
公寓,WUA00125,大同里,臺北市北投區大興街9巷1號,1,634.0
公寓,WUA00126,大同里,臺北市北投區大興街9巷2號,1,4381.0
公寓,WUA00127,大同里,臺北市北投區大興街9巷61號,1,138.0
大樓,WUA00128,大同里,臺北市北投區大興街23巷2號,1,97.0
大樓,WUA00129,大同里,臺北市北投區大興街23巷30號,1,60.0
公寓,WUA00130,大同里,臺北市北投區大興街23巷33號,1,150.0
公寓,WUA00134,大同里,臺北市北投區大業路452巷29號,1,250.0
大樓,WUA00135,大同里,臺北市北投區大業路452巷56號,3,3536.0
公寓,WUA00136,大同里,臺北市北投區大業路452巷6號,2,4357.0
大樓,WUA00137,大同里,臺北市北投區大業路452巷60號,5,5249.0
大樓,WUA00138,大同里,臺北市北投區大業路472巷1號,2,706.0
公寓,WUA00167,大同里,臺北市北投區中央北路一段111號,1,98.0
公寓,WUA00169,大同里,臺北市北投區中央北路一段127號,1,569.0
公寓,WUA00171,大同里,臺北市北投區中央北路一段153號,1,1057.0
公寓,WUA00172,大同里,臺北市北投區中央北路一段171號,1,100.0
公寓,WUA00173,大同里,臺北市北投區中央北路一段175號,2,977.0
大樓,WUA00175,大同里,臺北市北投區中央北路一段201號,1,65.0
公寓,WUA00177,大同里,臺北市北投區中央北路一段73號,1,650.0
大樓,WUA00178,大同里,臺北市北投區中央北路一段73號,1,926.0
大樓,WUA00179,大同里,臺北市北投區中央北路一段73號,1,1524.0
大樓,WUA00191,大同里,臺北市北投區中央北路一段197巷27號,1,92.0
公寓,WUA00192,大同里,臺北市北投區中央北路一段197巷35號,1,193.0
公寓,WUA00406,大同里,臺北市北投區中央南路二段6巷40弄1號,1,426.0
公寓,WUA01002,大同里,臺北市北投區光明路45號,1,428.0
大樓,WUA01003,大同里,臺北市北投區光明路59號,1,741.0
大樓,WUA01006,大同里,臺北市北投區中央北路一段73號,1,297.0
大樓,WUA01007,大同里,臺北市北投區中央北路一段73號,1,494.0
公寓,WUA01041,大同里,臺北市北投區光明路73巷11號,1,30.0
公寓,WUA01347,大同里,臺北市北投區育仁路16號,1,158.0
公寓,WUA01349,大同里,臺北市北投區育仁路77號,1,56.0
大樓,WUA01355,大同里,臺北市北投區大業路512號,1,96.0
公寓,WUA01356,大同里,臺北市北投區大業路572號,1,38.0
大樓,WUA01358,大同里,臺北市北投區大業路558號,1,46.0
公寓,WUA01360,大同里,臺北市北投區大業路580號,1,77.0
公寓,WUA01361,大同里,臺北市北投區大業路514號,1,274.0
大樓,WUA01362,大同里,臺北市北投區大業路514號,1,173.0
大樓,WUA01363,大同里,臺北市北投區大業路514號,1,777.0
公寓,WUA02215,大同里,臺北市北投區豐年路一段16號,1,80.0
公寓,WUA02216,大同里,臺北市北投區豐年路一段22號,1,172.0
公寓,WUA02217,大同里,臺北市北投區豐年路一段20巷1號,1,137.0
公寓,WUA02218,大同里,臺北市北投區豐年路一段37巷10號,1,132.0
公寓,WUA02268,大同里,臺北市北投區中央北路一段1號,1,1890.0
公寓,WUA02438,大同里,臺北市北投區大業路506號,1,1097.0
公寓,WUA02442,大同里,臺北市北投區中央北路一段191號,2,1205.0
公寓,WUA02463,大同里,臺北市北投區大業路452巷2號,1,262.0
公寓,WUA02534,大同里,臺北市北投區豐年路一段2號及2號,1,142.0
公寓,WUA02621,大同里,臺北市北投區豐年路一段52號,2,1777.0
公寓,WUA02626,大同里,臺北市北投區大業路540號,1,669.0
公寓,WUA02655,大同里,臺北市北投區中央北路一段113號,1,725.0
公寓,WUA02688,大同里,臺北市北投區北投路二段45號,1,678.0
公寓,WUA02708,大同里,臺北市北投區中央北路一段159號,1,225.0
公寓,WUA02715,大同里,臺北市北投區大同街105號,1,825.0
公寓,WUA02792,大同里,臺北市北投區北投路二段55號,2,3666.0
公寓,WUA00222,文化里,臺北市北投區中央北路二段42巷11弄11號,1,253.0
公寓,WUA00628,文化里,臺北市北投區文化三路2號,1,5316.0
公寓,WUA00629,文化里,臺北市北投區文化三路25號,1,4984.0
公寓,WUA00630,文化里,臺北市北投區文化三路28號,1,12610.0
公寓,WUA00631,文化里,臺北市北投區文化三路5號,1,2618.0
公寓,WUA00632,文化里,臺北市北投區文化三路97號,1,654.0
公寓,WUA02394,文化里,臺北市北投區中央北路二段68巷1號,2,736.0
公寓,WUA02446,文化里,臺北市北投區文化三路3號,1,492.0
公寓,WUA02471,文化里,臺北市北投區中央北路二段42巷17弄1號,1,421.0
公寓,WUA02802,文化里,臺北市北投區文化三路166號,2,861.0
公寓,WUA00010,八仙里,臺北市北投區三合街二段502號,1,1170.0
公寓,WUA00057,八仙里,臺北市北投區大度路155號,1,754.0
公寓,WUA00092,八仙里,臺北市北投區大業路10號,3,1260.0
公寓,WUA00093,八仙里,臺北市北投區大業路158號,1,389.0
公寓,WUA00094,八仙里,臺北市北投區大業路160號,1,233.0
公寓,WUA00095,八仙里,臺北市北投區大業路258號,1,112.0
公寓,WUA00096,八仙里,臺北市北投區大業路262號,2,2009.0
公寓,WUA00390,八仙里,臺北市北投區中央南路二段103號,1,1216.0
公寓,WUA00391,八仙里,臺北市北投區中央南路二段12-1號,1,225.0
公寓,WUA00392,八仙里,臺北市北投區中央南路二段14-1號,1,310.0
公寓,WUA00393,八仙里,臺北市北投區中央南路二段16號,1,2098.0
公寓,WUA00394,八仙里,臺北市北投區中央南路二段22號,1,88.0
公寓,WUA00395,八仙里,臺北市北投區中央南路二段22號,1,842.0
公寓,WUA00396,八仙里,臺北市北投區中央南路二段22號,1,1437.0
公寓,WUA00397,八仙里,臺北市北投區中央南路二段32-2號,1,1338.0
公寓,WUA00398,八仙里,臺北市北投區中央南路二段32-2號,1,3501.0
公寓,WUA00399,八仙里,臺北市北投區中央南路二段33-1-5號,1,229.0
公寓,WUA00400,八仙里,臺北市北投區中央南路二段35號,1,2584.0
公寓,WUA00401,八仙里,臺北市北投區中央南路二段72號,1,257.0
公寓,WUA00402,八仙里,臺北市北投區中央南路二段95-1號,1,73.0
公寓,WUA00403,八仙里,臺北市北投區中央南路二段98號,1,300.0
大樓,WUA00543,八仙里,臺北市北投區公館路427號,3,3990.0
公寓,WUA00544,八仙里,臺北市北投區公館路433號,1,76.0
大樓,WUA00598,八仙里,臺北市北投區公館路423巷10號,1,324.0
公寓,WUA00891,八仙里,臺北市北投區立農街189號,1,409.0
公寓,WUA00901,八仙里,臺北市北投區立農街33號,1,66.0
公寓,WUA00910,八仙里,臺北市北投區立農街187巷2號,1,101.0
公寓,WUA00911,八仙里,臺北市北投區立農街187巷10弄1號,1,185.0
公寓,WUA00912,八仙里,臺北市北投區立農街187巷10弄12號,1,124.0
公寓,WUA00913,八仙里,臺北市北投區立農街187巷10弄2號,1,136.0
公寓,WUA00930,八仙里,臺北市北投區立農街一段25號,1,1406.0
公寓,WUA01124,八仙里,臺北市北投區承德路七段380號,1,252.0
