編號,類別,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度
252.0,住宅,藍興里,臺中市西區藍興里08鄰公館路123號,1.0,240.0,第一分局,"120.669777 "
253.0,住宅,藍興里,臺中市西區藍興里09鄰大全街127號,1.0,2220.0,第一分局,"120.668350 "
254.0,住宅,藍興里,臺中市西區藍興里09鄰大全街129號,1.0,166.0,第一分局,"120.667663 "
255.0,住宅,藍興里,臺中市西區藍興里11鄰五權路2-191號之2,1.0,1904.0,第一分局,"120.666289 "
256.0,住宅,藍興里,臺中市西區藍興里11鄰五權路2-211號之4,1.0,401.0,第一分局,"120.667281 "
257.0,住宅,藍興里,臺中市西區藍興里11鄰五權路2-211號之5,1.0,270.0,第一分局,"120.667300 "
258.0,住宅,藍興里,臺中市西區藍興里11鄰五權路2-211號之6,1.0,285.0,第一分局,"120.667317 "
259.0,住宅,藍興里,臺中市西區藍興里11鄰五權路2-211號之7,1.0,196.0,第一分局,"120.667321 "
260.0,住宅,藍興里,臺中市西區藍興里15鄰三民路一段68號,1.0,102.0,第一分局,"120.668456 "
261.0,住宅,藍興里,臺中市西區藍興里16鄰建國北路三段16號,1.0,112.0,第一分局,"120.669107 "
262.0,住宅,藍興里,臺中市西區藍興里16鄰建國北路三段8號,1.0,146.0,第一分局,"120.668623 "
263.0,住宅,藍興里,臺中市西區藍興里17鄰正福街29號,1.0,201.0,第一分局,"120.668870 "
264.0,住宅,藍興里,臺中市西區藍興里18鄰自由路一段16巷30號,1.0,312.0,第一分局,"120.669441 "
265.0,住宅,藍興里,臺中市西區藍興里18鄰自由路一段28號之1,1.0,933.0,第一分局,"120.670090 "
266.0,住宅,藍興里,臺中市西區藍興里21鄰自由路一段32號,1.0,217.0,第一分局,"120.670481 "
267.0,中華電信,藍興里,"臺中市西區藍興里22鄰三民路一段118號之4 ",1.0,427.0,第一分局,"120.668353 "
268.0,中華電信,藍興里,"臺中市西區藍興里22鄰三民路一段118號之6 ",1.0,1539.0,第一分局,"120.668353 "
269.0,住宅,藍興里,臺中市西區藍興里22鄰公館路23號,1.0,1125.0,第一分局,"120.671818 "
270.0,住宅,藍興里,臺中市西區藍興里22鄰公館路29號,1.0,244.0,第一分局,"120.671719 "
271.0,住宅,藍興里,臺中市西區藍興里22鄰公館路41巷5號,1.0,104.0,第一分局,"120.671473 "
272.0,住宅,藍興里,臺中市西區藍興里25鄰大新街72號,1.0,221.0,第一分局,"120.667877 "
273.0,住宅,藍興里,臺中市西區藍興里25鄰大新街76號,1.0,106.0,第一分局,"120.667816 "
274.0,住宅,藍興里,臺中市西區藍興里25鄰大新街82號,1.0,105.0,第一分局,"120.667725 "
275.0,住宅,藍興里,臺中市西區藍興里25鄰樂群街209號,1.0,161.0,第一分局,"120.668520 "
276.0,住宅,藍興里,臺中市西區藍興里25鄰樂群街238號,1.0,128.0,第一分局,"120.668307 "
277.0,住宅,藍興里,臺中市西區藍興里25鄰樂群街246號,1.0,110.0,第一分局,"120.668165 "
278.0,住宅,藍興里,臺中市西區藍興里25鄰樂群街258號,1.0,110.0,第一分局,"120.667996 "
279.0,住宅,藍興里,臺中市西區藍興里25鄰樂群街260號,1.0,121.0,第一分局,"120.667966 "
280.0,住宅,藍興里,臺中市西區藍興里26鄰大新街100號,1.0,102.0,第一分局,"120.667407 "
281.0,住宅,藍興里,臺中市西區藍興里26鄰大新街102號,1.0,105.0,第一分局,"120.667378 "
282.0,住宅,藍興里,臺中市西區藍興里26鄰大新街114號,1.0,114.0,第一分局,"120.667195 "
283.0,住宅,藍興里,臺中市西區藍興里26鄰大新街118號,1.0,106.0,第一分局,"120.667132 "
284.0,住宅,藍興里,臺中市西區藍興里26鄰大新街120號,1.0,109.0,第一分局,"120.667097 "
285.0,住宅,藍興里,臺中市西藍興里23鄰自由路一段40之6號,1.0,337.0,第一分局,"120.671121 "
286.0,住宅,公民里,臺中市西區公民里14鄰五廊街63號,1.0,252.0,第一分局,120.6695576
287.0,住宅,土庫里,臺中市西土庫23五權三街358號,1.0,1775.0,第一分局,"120.658362 "
288.0,住宅,後龍里,臺中市西後龍里1鄰向上一段1號,1.0,813.0,第一分局,"120.669804 "
289.0,住宅,土庫里,臺中市西區土庫13鄰美村路一段500號,1.0,1822.0,第一分局,"120.661514 "
290.0,住宅,土庫里,臺中市西區土庫里10鄰五權西六138號,1.0,988.0,第一分局,"120.658745 "
291.0,住宅,土庫里,臺中市西區土庫里11鄰忠明南路326巷13號,1.0,129.0,第一分局,"120.656499 "
292.0,住宅,土庫里,臺中市西區土庫里12鄰忠明南路369號,1.0,1020.0,第一分局,"120.657574 "
293.0,住宅,土庫里,臺中市西區土庫里13鄰五權五街259號,1.0,104.0,第一分局,"120.656141 "
294.0,住宅,土庫里,臺中市西區土庫里13鄰美村路一段500號,1.0,1113.0,第一分局,"120.661514 "
295.0,住宅,土庫里,臺中市西區土庫里13鄰福人街71號,1.0,101.0,第一分局,"120.659655 "
296.0,住宅,土庫里,臺中市西區土庫里15鄰五權西六街166巷16號,1.0,192.0,第一分局,"120.659015 "
297.0,住宅,土庫里,臺中市西區土庫里17鄰五權一街97號,1.0,228.0,第一分局,"120.659133 "
298.0,住宅,土庫里,臺中市西區土庫里17鄰五權西一街101號,1.0,2996.0,第一分局,"120.664311 "
299.0,住宅,土庫里,臺中市西區土庫里17鄰忠明南路433號,1.0,122.0,第一分局,"120.657522 "
300.0,住宅,土庫里,臺中市西區土庫里17鄰忠明南路439號,1.0,729.0,第一分局,"120.657501 "
301.0,住宅,土庫里,臺中市西區土庫里24鄰五權五街178號,1.0,1558.0,第一分局,"120.658734 "
302.0,臺中市青少年福利服務中心,土庫里,臺中市西區土庫里25鄰五權三街200號,1.0,430.0,第一分局,"120.661244 "
303.0,住宅,土庫里,臺中市西區土庫里25鄰忠明南路451號,1.0,1114.0,第一分局,120.6579561
304.0,住宅,土庫里,臺中市西區土庫里29鄰美村路一576巷16號,1.0,113.0,第一分局,"120.660893 "
305.0,住宅,土庫里,臺中市西區土庫里2鄰存中街28號,1.0,1246.0,第一分局,"120.659512 "
306.0,住宅,土庫里,臺中市西區土庫里2鄰華美街33號,1.0,112.0,第一分局,"120.658747 "
307.0,住宅,土庫里,臺中市西區土庫里30鄰中美街8號,1.0,4228.0,第一分局,120.6604138
308.0,住宅,土庫里,臺中市西區土庫里30鄰存中街3號,1.0,4745.0,第一分局,"120.661308 "
309.0,住宅,土庫里,臺中市西區土庫里30鄰存中街53號,1.0,1209.0,第一分局,"120.659195 "
310.0,住宅,土庫里,臺中市西區土庫里32鄰五權西一段162號,1.0,6153.0,第一分局,"120.659239 "
311.0,住宅,土庫里,臺中市西區土庫里33美村路一576巷21,1.0,129.0,第一分局,"120.660574 "
312.0,住宅,土庫里,臺中市西區土庫里33鄰五權三街210號,1.0,160.0,第一分局,"120.660718 "
313.0,住宅,土庫里,臺中市西區土庫里36鄰存中街68號,1.0,929.0,第一分局,"120.657794 "
314.0,住宅,土庫里,臺中市西區土庫里3鄰五權西路一段101號,1.0,3318.0,第一分局,120.6627317
315.0,住宅,土庫里,臺中市西區土庫里3鄰五權西路一段107號,1.0,1000.0,第一分局,"120.661897 "
316.0,住宅,土庫里,臺中市西區土庫里3鄰五權西路一段111號,1.0,2425.0,第一分局,"120.661475 "
317.0,國立臺灣美術館,土庫里,臺中市西區土庫里3鄰五權西路一段2號,1.0,4966.0,第一分局,"120.663569 "
318.0,住宅,土庫里,臺中市西區土庫里4五權一街93號,1.0,262.0,第一分局,"120.659409 "
319.0,住宅,土庫里,臺中市西區土庫里4鄰五權一街69-2號,1.0,130.0,第一分局,"120.660877 "
320.0,住宅,土庫里,臺中市西區土庫里4鄰五權一街71號,1.0,180.0,第一分局,"120.660796 "
321.0,住宅,土庫里,臺中市西區土庫里4鄰五權一街92號,1.0,228.0,第一分局,"120.661232 "
322.0,兆豐證券股份有限公司,土庫里,臺中市西區土庫里6鄰五權西路一段257號,1.0,584.0,第一分局,"120.656030 "
323.0,住宅,土庫里,臺中市西區土庫里6鄰忠明南路242號,1.0,585.0,第一分局,"120.657506 "
324.0,住宅,土庫里,臺中市西區土庫里8鄰南屯路一段232巷39號,1.0,116.0,第一分局,"120.655779 "
325.0,住宅,土庫里,臺中市西區土庫里8鄰南屯路一段234巷6號,1.0,845.0,第一分局,"120.666105 "
326.0,住宅,土庫里,臺中市西區土庫里忠明南路326巷24號,1.0,116.0,第一分局,"120.657506 "
327.0,住宅,大忠里,臺中市西區大忠里10鄰五權五街256號,1.0,293.0,第一分局,"120.656066 "
328.0,住宅,大忠里,臺中市西區大忠里12鄰五權五街237巷38號,1.0,342.0,第一分局,"120.656659 "
329.0,住宅,大忠里,臺中市西區大忠里13鄰五權五街275號,1.0,208.0,第一分局,"120.655769 "
330.0,住宅,大忠里,臺中市西區大忠里16鄰忠明南路402號,1.0,497.0,第一分局,"120.657801 "
331.0,住宅,大忠里,臺中市西區大忠里17鄰忠明南路414號,1.0,108.0,第一分局,"120.657801 "
332.0,住宅,大忠里,臺中市西區大忠里5鄰五權西路路一段230號,1.0,1073.0,第一分局,"120.656166 "
333.0,住宅,大忠里,臺中市西區大忠里6鄰大忠南街75號,1.0,7085.0,第一分局,"120.655570 "
334.0,住宅,大忠里,臺中市西區大忠里7鄰忠明南路242號,1.0,382.0,第一分局,"120.657506 "
335.0,住宅,大忠里,臺中市西區大忠里7鄰忠明南路270號,1.0,1350.0,第一分局,120.6570868
336.0,住宅,大忠里,臺中市西區大忠里8五權西路一段271號,1.0,1860.0,第一分局,"120.655534 "
337.0,住宅,双龍里,臺中市西區双龍里019鄰英才路509號,1.0,133.0,第一分局,120.6655269
338.0,住宅,民龍里,臺中市西區民龍里04鄰日進街130號,1.0,118.0,第一分局,"120.673281 "
339.0,住宅,民龍里,臺中市西區民龍里08鄰文化街154號,1.0,122.0,第一分局,"120.671868 "
340.0,中港科學家,民龍里,臺中市西區民龍里10鄰西屯路一段152號,1.0,349.0,第一分局,"120.671651 "
341.0,住宅,民龍里,臺中市西區民龍里14鄰大和路22號,1.0,1154.0,第一分局,"120.668778 "
342.0,住宅,民龍里,臺中市西區民龍里14鄰公益路75號,1.0,1581.0,第一分局,"120.667708 "
343.0,住宅,民龍里,臺中市西區民龍里14鄰臺灣大道二段159號,1.0,177.0,第一分局,120.6687653
344.0,住宅,民龍里,臺中市西區民龍里14鄰臺灣大道二段165號,1.0,122.0,第一分局,120.6687592
345.0,住宅,民龍里,臺中市西區民龍里15鄰英才路423號,1.0,161.0,第一分局,"120.666109 "
346.0,中正國小,民龍里,臺中市西區民龍里15鄰英才路423號,1.0,396.0,第一分局,"120.666109 "
347.0,中正國小,民龍里,臺中市西區民龍里15鄰英才路423號,1.0,396.0,第一分局,"120.666109 "
348.0,住宅,民龍里,臺中市西區民龍里15鄰臺灣大道二段179巷12號,1.0,828.0,第一分局,"120.667799 "
349.0,中港銀座大樓,民龍里,臺中市西區民龍里18鄰大仁街30號,1.0,257.0,第一分局,120.6695354
350.0,住宅,民龍里,臺中市西區民龍里18鄰大仁街34號,1.0,133.0,第一分局,120.6685813
351.0,住宅,民龍里,臺中市西區民龍里19鄰民權路301號,1.0,429.0,第一分局,"120.670326 "
352.0,住宅,民龍里,臺中市西區民龍里19鄰民權路305號,1.0,126.0,第一分局,"120.670308 "
353.0,住宅,民龍里,臺中市西區民龍里19鄰民權路309號,1.0,102.0,第一分局,"120.670308 "
354.0,住宅,民龍里,臺中市西區民龍里19鄰西屯路一段230號,1.0,252.0,第一分局,"120.670320 "
355.0,住宅,民龍里,臺中市西區民龍里19鄰西屯路一段230號之2,1.0,217.0,第一分局,"120.670253 "
356.0,住宅,民龍里,臺中市西區民龍里19鄰西屯路一段230號之3,1.0,129.0,第一分局,"120.670238 "
357.0,住宅,民龍里,臺中市西區民龍里1鄰博館二街155號,1.0,101.0,第一分局,"120.669882 "
358.0,住宅,民龍里,臺中市西區民龍里1鄰博館二街157號,1.0,105.0,第一分局,"120.669911 "
359.0,住宅,民龍里,臺中市西區民龍里1鄰博館二街158號,1.0,138.0,第一分局,"120.669417 "
360.0,住宅,民龍里,臺中市西區民龍里1鄰博館二街159號,1.0,108.0,第一分局,"120.669942 "
361.0,住宅,民龍里,臺中市西區民龍里1鄰博館二街161號,1.0,112.0,第一分局,"120.669965 "
362.0,住宅,民龍里,臺中市西區民龍里1鄰博館二街178號,1.0,154.0,第一分局,"120.669732 "
363.0,住宅,民龍里,臺中市西區民龍里1鄰博館二街182號,1.0,121.0,第一分局,"120.669794 "
364.0,住宅,民龍里,臺中市西區民龍里1鄰博館二街186號,1.0,101.0,第一分局,"120.669856 "
365.0,中港通商大樓,民龍里,臺中市西區民龍里1鄰臺灣大道二段186號,1.0,1798.0,第一分局,120.670764
366.0,住宅,民龍里,臺中市西區民龍里1鄰臺灣大道二段208號,1.0,116.0,第一分局,"120.669521 "
367.0,住宅,民龍里,臺中市西區民龍里1鄰臺灣大道二段216號,1.0,116.0,第一分局,"120.669420 "
368.0,龍邦世貿雙子星B,民龍里,臺中市西區民龍里1鄰臺灣大道二段218號,1.0,2170.0,第一分局,"120.669096 "
369.0,龍邦世貿雙子星A,民龍里,臺中市西區民龍里1鄰臺灣大道二段220號,1.0,1861.0,第一分局,120.6687205
370.0,東方嘉磐,民龍里,臺中市西區民龍里1鄰臺灣大道二段250號,1.0,1081.0,第一分局,"120.668105 "
371.0,住宅,民龍里,臺中市西區民龍里21鄰英才路449號,1.0,294.0,第一分局,"120.665454 "
372.0,遠東金融大樓,民龍里,臺中市西區民龍里21鄰臺灣大道二段239號,1.0,1940.0,第一分局,120.6671319
373.0,住宅,民龍里,臺中市西區民龍里21鄰臺灣大道二段307號,1.0,1705.0,第一分局,"120.665784 "
374.0,住宅,民龍里,臺中市西區民龍里23鄰西屯路一段133號,1.0,193.0,第一分局,"120.672827 "
375.0,住宅,民龍里,臺中市西區民龍里24鄰文化街121號,1.0,1143.0,第一分局,120.6728216
376.0,博館匯,民龍里,臺中市西區民龍里24鄰文化街148號,1.0,1438.0,第一分局,"120.672287 "
377.0,金閣廈大樓,民龍里,臺中市西區民龍里24鄰日盛街8號,1.0,249.0,第一分局,120.6721833
378.0,住宅,民龍里,臺中市西區民龍里25鄰博館2街207號,1.0,1201.0,第一分局,"120.671215 "
379.0,勤美誠品,民龍里,臺中市西區民龍里2鄰公益路68號,1.0,7214.0,第一分局,"120.663866 "
380.0,中正國小,民龍里,臺中市西區民龍里2鄰英才路423號,1.0,949.0,第一分局,"120.666109 "
381.0,中正國小,民龍里,臺中市西區民龍里2鄰英才路423號,1.0,2221.0,第一分局,"120.666109 "
382.0,住宅,民龍里,臺中市西區民龍里2鄰英才路462號,1.0,1096.0,第一分局,"120.665910 "
383.0,住宅,民龍里,臺中市西區民龍里2鄰英才路470巷1號,1.0,1489.0,第一分局,"120.665402 "
384.0,住宅,民龍里,臺中市西區民龍里3英才路518,1.0,1834.0,第一分局,"120.665131 "
385.0,住宅,民龍里,臺中市西區民龍里3鄰大和路36號,1.0,158.0,第一分局,"120.667749 "
386.0,住宅,民龍里,臺中市西區民龍里3鄰英才路532號,1.0,2833.0,第一分局,"120.665025 "
387.0,住宅,民龍里,臺中市西區民龍里4鄰日進街128號,1.0,446.0,第一分局,"120.670959 "
388.0,國泰人壽中港大樓,民龍里,臺中市西區民龍里4鄰民權路239號,1.0,8018.0,第一分局,120.6693884
389.0,住宅,民龍里,臺中市西區民龍里4鄰民權路348號,1.0,473.0,第一分局,"120.670741 "
390.0,住宅,民龍里,臺中市西區民龍里4鄰民權路352號,1.0,724.0,第一分局,120.6711003
391.0,環宇實業大樓,民龍里,臺中市西區民龍里5鄰臺灣大道二段285號,1.0,1236.0,第一分局,"120.666297 "
392.0,住宅,民龍里,臺中市西區民龍里5鄰臺灣大道二段311巷1弄36號,1.0,882.0,第一分局,120.666572
393.0,住宅,民龍里,臺中市西區民龍里6鄰館前路55號,1.0,1354.0,第一分局,120.6655011
394.0,全國大飯店,民龍里,臺中市西區民龍里6鄰館前路57號,1.0,1136.0,第一分局,120.6637562
395.0,京華富第大樓,民龍里,臺中市西區民龍里8鄰文化街156號,1.0,1513.0,第一分局,120.6723063
396.0,住宅,民龍里,臺中市西區民龍里8鄰日盛街22號,1.0,206.0,第一分局,"120.672184 "
397.0,住宅,民龍里,臺中市西區民龍里9鄰西屯路一段135號,1.0,193.0,第一分局,"120.671653 "
398.0,住宅,民龍里,臺中市西區民龍里公益路155巷102號,1.0,634.0,第一分局,"120.664447 "
399.0,住宅,民龍里,臺中市西區民龍里英才路445號,1.0,842.0,第一分局,"120.665432 "
400.0,住宅,民龍里,臺中市西區民龍里英才路458號,1.0,3250.0,第一分局,"120.665913 "
401.0,住宅,民龍里,臺中市西區民龍里英才路472號,1.0,1332.0,第一分局,"120.665421 "
402.0,住宅,吉龍,臺中市西區吉龍12鄰五權西四街27號,1.0,2285.0,第一分局,"120.662520 "
403.0,住宅,吉龍里,臺中市西區吉龍里01鄰五權西路23號,1.0,602.0,第一分局,"120.664371 "
404.0,住宅,吉龍里,臺中市西區吉龍里10鄰五權三街55巷5號,1.0,396.0,第一分局,"120.663422 "
405.0,住宅,吉龍里,臺中市西區吉龍里10鄰五權三街57號,1.0,464.0,第一分局,"120.663453 "
406.0,住宅,吉龍里,臺中市西區吉龍里11鄰美村路一段575號,1.0,184.0,第一分局,"120.661840 "
407.0,住宅,吉龍里,臺中市西區吉龍里12鄰美村路一段577號,1.0,350.0,第一分局,"120.661880 "
408.0,住宅,吉龍里,臺中市西區吉龍里14鄰美村路一段609號,1.0,137.0,第一分局,"120.661856 "
409.0,住宅,吉龍里,臺中市西區吉龍里14鄰美村路一段649號,1.0,137.0,第一分局,"120.661912 "
410.0,住宅,吉龍里,臺中市西區吉龍里16鄰忠明南路396號,1.0,990.0,第一分局,"120.657801 "
411.0,住宅,吉龍里,臺中市西區吉龍里18鄰五權西五街144號,1.0,100.0,第一分局,"120.660079 "
412.0,住宅,吉龍里,臺中市西區吉龍里18鄰五權西五街83號,1.0,123.0,第一分局,"120.663220 "
413.0,住宅,吉龍里,臺中市西區吉龍里19鄰五權八街171號,1.0,1229.0,第一分局,"120.659961 "
414.0,住宅,吉龍里,臺中市西區吉龍里19鄰南屯路一段128號,1.0,1922.0,第一分局,"120.661295 "
415.0,住宅,吉龍里,臺中市西區吉龍里23鄰五權七街123號,1.0,2944.0,第一分局,"120.661140 "
416.0,住宅,吉龍里,臺中市西區吉龍里24鄰五權八街150號,1.0,117.0,第一分局,"120.660647 "
417.0,住宅,吉龍里,臺中市西區吉龍里24鄰五權西五街153號,1.0,1701.0,第一分局,120.6611756
418.0,大勇國小,吉龍里,臺中市西區吉龍里25鄰忠明南路515號,1.0,1005.0,第一分局,"120.657801 "
419.0,靜和醫院,吉龍里,臺中市西區吉龍里25鄰南屯路一段154號,1.0,104.0,第一分局,120.6595666
420.0,住宅,吉龍里,臺中市西區吉龍里25鄰南屯路一段158號,1.0,3145.0,第一分局,"120.659415 "
421.0,住宅,吉龍里,臺中市西區吉龍里27鄰美村路一段777號,1.0,4201.0,第一分局,"120.661818 "
422.0,住宅,吉龍里,臺中市西區吉龍里28鄰五權西五街107號,1.0,108.0,第一分局,"120.660351 "
423.0,住宅,吉龍里,臺中市西區吉龍里29鄰五權七街126號,1.0,136.0,第一分局,"120.660919 "
424.0,住宅,吉龍里,臺中市西區吉龍里29鄰五權六街16號,1.0,101.0,第一分局,"120.660591 "
425.0,住宅,吉龍里,臺中市西區吉龍里29鄰五權六街81號,1.0,109.0,第一分局,"120.660432 "
426.0,住宅,吉龍里,臺中市西區吉龍里29鄰五權六街83號,1.0,113.0,第一分局,"120.660458 "
427.0,住宅,吉龍里,臺中市西區吉龍里29鄰美村路一段666號,1.0,1513.0,第一分局,"120.661518 "
428.0,住宅,吉龍里,臺中市西區吉龍里2鄰五權一街3號之1,1.0,1942.0,第一分局,"120.665243 "
429.0,住宅,吉龍里,臺中市西區吉龍里2鄰五權一街7號,1.0,252.0,第一分局,"120.665248 "
430.0,住宅,吉龍里,臺中市西區吉龍里31鄰五權七街59號,1.0,1173.0,第一分局,"120.662396 "
431.0,住宅,吉龍里,臺中市西區吉龍里31鄰五權西四街130號,1.0,673.0,第一分局,"120.662491 "
432.0,住宅,吉龍里,臺中市西區吉龍里31鄰美村路一段679號,1.0,1700.0,第一分局,"120.661812 "
433.0,住宅,吉龍里,臺中市西區吉龍里3鄰五權一街15號,1.0,109.0,第一分局,"120.664581 "
434.0,住宅,吉龍里,臺中市西區吉龍里五權西三街45號,1.0,1210.0,第一分局,"120.663310 "
435.0,住宅,安龍,臺中市西區安龍19鄰自治街176號,1.0,614.0,第一分局,"120.667784 "
436.0,住宅,安龍里,臺中市西區安龍里11鄰五權路255號,1.0,420.0,第一分局,"120.669193 "
437.0,住宅,安龍里,臺中市西區安龍里11鄰五權路257號,1.0,169.0,第一分局,"120.669193 "
438.0,住宅,安龍里,臺中市西區安龍里11鄰忠勤街191號,1.0,181.0,第一分局,"120.667829 "
439.0,住宅,安龍里,臺中市西區安龍里13鄰梅川西路一段23號,1.0,946.0,第一分局,"120.667305 "
440.0,住宅,安龍里,臺中市西區安龍里13鄰梅川西路路一段63號,1.0,774.0,第一分局,"120.668451 "
441.0,住宅,安龍里,臺中市西區安龍里16鄰民權路185號,1.0,1530.0,第一分局,"120.670886 "
442.0,住宅,安龍里,臺中市西區安龍里16鄰梅川東路一段42號,1.0,530.0,第一分局,"120.669706 "
443.0,住宅,安龍里,臺中市西區安龍里17鄰忠勤街246號,1.0,136.0,第一分局,"120.668385 "
444.0,住宅,安龍里,臺中市西區安龍里17鄰忠勤街337號,1.0,197.0,第一分局,"120.669272 "
445.0,住宅,安龍里,臺中市西區安龍里19鄰自立街123號,1.0,220.0,第一分局,"120.667737 "
446.0,住宅,安龍里,臺中市西區安龍里19鄰自治街126號,1.0,220.0,第一分局,"120.668426 "
447.0,住宅,安龍里,臺中市西區安龍里19鄰自治街210號,1.0,117.0,第一分局,"120.666889 "
448.0,住宅,安龍里,臺中市西區安龍里19鄰自治街224號,1.0,580.0,第一分局,"120.666949 "
449.0,住宅,安龍里,臺中市西區安龍里19鄰自治街234號,1.0,246.0,第一分局,"120.667267 "
450.0,住宅,安龍里,臺中市西區安龍里19鄰自治街236號,1.0,116.0,第一分局,"120.667347 "
451.0,住宅,安龍里,臺中市西區安龍里19鄰自治街242號,1.0,981.0,第一分局,"120.667502 "
452.0,住宅,安龍里,臺中市西區安龍里19鄰忠勤街323號,1.0,236.0,第一分局,"120.669006 "
453.0,台中市立文化中心,安龍里,臺中市西區安龍里19鄰英才路600號,1.0,474.0,第一分局,"120.665695 "
454.0,長億實業大樓,安龍里,臺中市西區安龍里1鄰五權路2-3號,1.0,281.0,第一分局,120.6686618
455.0,土地銀行,安龍里,臺中市西區安龍里1鄰五權路2-4號,1.0,413.0,第一分局,120.6684621
456.0,住宅,安龍里,臺中市西區安龍里1鄰五權路45號,1.0,104.0,第一分局,"120.670162 "
457.0,內政部營建署中區國宅工程組,安龍里,臺中市西區安龍里20鄰民生路215號之1,1.0,237.0,第一分局,"120.668293 "
458.0,住宅,安龍里,臺中市西區安龍里2鄰五權路59號,1.0,1114.0,第一分局,"120.670522 "
459.0,住宅,安龍里,臺中市西區安龍里2鄰自治街203號,1.0,180.0,第一分局,"120.666634 "
460.0,台中教育大學英才校區,安龍里,臺中市西區安龍里3鄰民生路227號,1.0,4118.0,第一分局,"120.666474 "
461.0,變電所,安龍里,臺中市西區安龍里4鄰英才路601號,1.0,1077.0,第一分局,"120.665615 "
462.0,住宅,安龍里,臺中市西區安龍里5鄰五權路27-1號,1.0,126.0,第一分局,"120.669476 "
463.0,住宅,安龍里,臺中市西區安龍里5鄰民生路195號,1.0,126.0,第一分局,"120.669310 "
464.0,住宅,安龍里,臺中市西區安龍里6鄰自治街139號,1.0,113.0,第一分局,"120.668197 "
465.0,住宅,安龍里,臺中市西區安龍里6鄰自治街141號,1.0,220.0,第一分局,"120.668187 "
466.0,住宅,安龍里,臺中市西區安龍里6鄰自治街143號,1.0,112.0,第一分局,"120.668156 "
467.0,住宅,安龍里,臺中市西區安龍里6鄰自治街161號,1.0,138.0,第一分局,"120.667004 "
468.0,住宅,安龍里,臺中市西區安龍里6鄰自治街188號,1.0,189.0,第一分局,"120.667085 "
469.0,住宅,安龍里,臺中市西區安龍里6鄰自治街198號,1.0,345.0,第一分局,"120.666876 "
470.0,住宅,安龍里,臺中市西區安龍里6鄰英才路623號,1.0,413.0,第一分局,"120.665982 "
471.0,住宅,安龍里,臺中市西區安龍里6鄰英才路625號,1.0,156.0,第一分局,"120.666016 "
472.0,住宅,安龍里,臺中市西區安龍里6鄰英才路633號,1.0,362.0,第一分局,"120.666137 "
473.0,住宅,安龍里,臺中市西區安龍里7鄰林森路198號,1.0,106.0,第一分局,"120.667795 "
474.0,住宅,安龍里,臺中市西區安龍里7鄰林森路208號,1.0,222.0,第一分局,"120.667916 "
475.0,住宅,安龍里,臺中市西區安龍里8鄰忠勤街328號,1.0,149.0,第一分局,"120.669762 "
476.0,住宅,安龍里,臺中市西區安龍里8鄰忠勤街346號,1.0,441.0,第一分局,"120.670123 "
477.0,住宅,安龍里,臺中市西區安龍里9鄰五權路2-30號,1.0,338.0,第一分局,120.6677216
478.0,住宅,安龍里,臺中市西區安龍里9鄰五權路2號之28,1.0,109.0,第一分局,120.6676127
479.0,住宅,安龍里,臺中市西區安龍里9鄰五權路2號之46,1.0,208.0,第一分局,"120.667316 "
480.0,住宅,安龍里,臺中市西區安龍里9鄰五權路2號之54,1.0,132.0,第一分局,"120.667025 "
481.0,住宅,安龍里,臺中市西區安龍里9鄰忠勤街179號,1.0,116.0,第一分局,"120.667591 "
482.0,住宅,安龍里,臺中市西區安龍里9鄰林森路214號,1.0,153.0,第一分局,"120.667406 "
483.0,住宅,安龍里,臺中市西區安龍里9鄰林森路218號,1.0,156.0,第一分局,"120.667327 "
484.0,住宅,和龍里,臺中市西區和龍里01鄰臺灣大道二段80號,1.0,916.0,第一分局,120.6722868
485.0,住宅,和龍里,臺中市西區和龍里04鄰日興街122號,1.0,342.0,第一分局,"120.674711 "
486.0,住宅,和龍里,臺中市西區和龍里11鄰篤行路191號,1.0,225.0,第一分局,"120.673474 "
487.0,銀座雙星a棟,和龍里,臺中市西區和龍里12鄰篤行路185號,1.0,1669.0,第一分局,120.6739749
488.0,住宅,和龍里,臺中市西區和龍里14鄰西屯路一段109號,1.0,276.0,第一分局,"120.672405 "
489.0,佑全長照機構,和龍里,臺中市西區和龍里15鄰篤信街27號,1.0,902.0,第一分局,"120.672124 "
490.0,住宅,和龍里,臺中市西區和龍里16鄰梅川東路二段14號,1.0,141.0,第一分局,"120.671968 "
491.0,住宅,和龍里,臺中市西區和龍里16鄰梅川東路二段20號,1.0,149.0,第一分局,"120.672222 "
492.0,住宅,和龍里,臺中市西區和龍里16鄰梅川東路二段21號,1.0,173.0,第一分局,"120.672250 "
493.0,米可商旅,和龍里,臺中市西區和龍里16鄰篤信街26號,1.0,181.0,第一分局,"120.672666 "
494.0,住宅,和龍里,臺中市西區和龍里19鄰五權路203號之1,1.0,310.0,第一分局,"120.671750 "
495.0,彰化銀行北台中分行,和龍里,臺中市西區和龍里21臺灣大道二段6號,1.0,3964.0,第一分局,120.6733192
496.0,住宅,和龍里,臺中市西區和龍里21鄰臺灣大道二段16號,1.0,1434.0,第一分局,120.6730583
497.0,住宅,和龍里,臺中市西區和龍里22鄰五權路150號,1.0,370.0,第一分局,"120.674693 "
498.0,天悅居華廈,和龍里,臺中市西區和龍里22鄰成功路481號,1.0,125.0,第一分局,"120.674394 "
