編號,類別,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度
746.0,住宅,中興里,臺中市西區中興里12鄰公益路94號,1.0,109.0,第一分局,"120.662060 "
747.0,住宅,中興里,臺中市西區中興里14鄰中美街206號,1.0,137.0,第一分局,"120.660292 "
748.0,住宅,中興里,臺中市西區中興里14鄰向上路一段184號,1.0,109.0,第一分局,"120.660723 "
749.0,住宅,中興里,臺中市西區中興里17鄰中美街242號,1.0,100.0,第一分局,"120.660338 "
750.0,住宅,中興里,臺中市西區中興里17鄰中美街250號,1.0,100.0,第一分局,"120.660338 "
751.0,住宅,中興里,臺中市西區中興里17鄰中美街254號,1.0,137.0,第一分局,"120.660313 "
752.0,住宅,中興里,臺中市西區中興里17鄰中美街256號,1.0,137.0,第一分局,"120.660313 "
753.0,住宅,中興里,臺中市西區中興里17鄰公正路141號,1.0,102.0,第一分局,"120.661355 "
754.0,住宅,中興里,臺中市西區中興里17鄰美村路一段232號,1.0,118.0,第一分局,"120.661468 "
755.0,住宅,中興里,臺中市西區中興里18鄰中美街332號,1.0,112.0,第一分局,"120.660312 "
756.0,住宅,中興里,臺中市西區中興里1鄰向上路一段110號,1.0,1121.0,第一分局,"120.663676 "
757.0,住宅,中興里,臺中市西區中興里1鄰向上路一段86號,1.0,577.0,第一分局,"120.664191 "
758.0,住宅,中興里,臺中市西區中興里21鄰向上路一段174號,1.0,378.0,第一分局,"120.661010 "
759.0,住宅,中興里,臺中市西區中興里21鄰美村路一段272號,1.0,1333.0,第一分局,120.6615895
760.0,住宅,中興里,臺中市西區中興里23鄰中美街270號,1.0,280.0,第一分局,"120.660349 "
761.0,住宅,中興里,臺中市西區中興里25鄰向上北路103號,1.0,201.0,第一分局,"120.663976 "
762.0,住宅,中興里,臺中市西區中興里25鄰向上北路110號,1.0,193.0,第一分局,"120.663680 "
763.0,住宅,中興里,臺中市西區中興里25鄰向上北路120號,1.0,1420.0,第一分局,"120.663588 "
764.0,住宅,中興里,臺中市西區中興里25鄰向上北路123巷1號,1.0,1050.0,第一分局,"120.663652 "
765.0,住宅,中興里,臺中市西區中興里2鄰中興街125號,1.0,338.0,第一分局,"120.662946 "
766.0,住宅,中興里,臺中市西區中興里2鄰公正路83號,1.0,3225.0,第一分局,"120.664052 "
767.0,住宅,中興里,臺中市西區中興里2鄰公益路155巷90號,1.0,897.0,第一分局,"120.664227 "
768.0,住宅,中興里,臺中市西區中興里2鄰公益路155巷92號,1.0,1436.0,第一分局,"120.664220 "
769.0,住宅,中興里,臺中市西區中興里4鄰向上北路137號,1.0,362.0,第一分局,"120.662946 "
770.0,住宅,中興里,臺中市西區中興里7鄰中興四巷7號,1.0,108.0,第一分局,"120.662702 "
771.0,住宅,中興里,臺中市西區中興里8鄰中興四巷4號,1.0,129.0,第一分局,120.6628451
772.0,住宅,中興里,臺中市西區中興里8鄰中興四巷6號,1.0,108.0,第一分局,120.6627255
773.0,住宅,中興里,臺中市西區中興里8鄰中興街123號,1.0,249.0,第一分局,120.6635951
774.0,住宅,公平里,臺中市西區公平里2鄰忠明南路139號,1.0,445.0,第一分局,"120.657535 "
775.0,住宅,公平里,臺中市西區公平里10鄰大業北路3號,1.0,210.0,第一分局,"120.654546 "
776.0,住宅,公平里,臺中市西區公平里10鄰向上南路一段162號,1.0,2554.0,第一分局,"120.654055 "
777.0,住宅,公平里,臺中市西區公平里10鄰精誠路126號,1.0,1016.0,第一分局,"120.655041 "
778.0,住宅,公平里,臺中市西區公平里11鄰向上南路一段166號,1.0,3298.0,第一分局,"120.653820 "
779.0,住宅,公平里,臺中市西區公平里11鄰向上路一段451號,1.0,365.0,第一分局,"120.653857 "
780.0,住宅,公正里,臺中市西區公正里11鄰東興路三段10號,1.0,170.0,第一分局,120.6531943
781.0,住宅,公平里,臺中市西區公平里12鄰公益路213號,1.0,2340.0,第一分局,"120.654993 "
782.0,住宅,公平里,臺中市西區公平里12鄰精忠街16號,1.0,138.0,第一分局,"120.654501 "
783.0,住宅,公平里,臺中市西區公平里12鄰精忠街18號,1.0,182.0,第一分局,"120.654445 "
784.0,住宅,公平里,臺中市西區公平里12鄰精忠街28號,1.0,104.0,第一分局,"120.654113 "
785.0,住宅,公平里,臺中市西區公平里12鄰精忠街8號,1.0,182.0,第一分局,"120.654691 "
786.0,住宅,公平里,臺中市西區公平里12鄰精美街51號,1.0,125.0,第一分局,"120.653992 "
787.0,住宅,公平里,臺中市西區公平里13鄰東興路三段218號,1.0,373.0,第一分局,"120.653194 "
788.0,住宅,公平里,臺中市西區公平里13鄰東興路三段246號,1.0,2766.0,第一分局,"120.653371 "
789.0,住宅,公平里,臺中市西區公平里13鄰精忠街38號,1.0,150.0,第一分局,"120.653786 "
790.0,住宅,公平里,臺中市西區公平里13鄰精忠街50號,1.0,113.0,第一分局,"120.653521 "
791.0,住宅,公平里,臺中市西區公平里13鄰精美街56號,1.0,105.0,第一分局,120.6555055
792.0,住宅,公平里,臺中市西區公平里14鄰東興路三段202號,1.0,122.0,第一分局,"120.653197 "
793.0,住宅,公平里,臺中市西區公平里15鄰精忠街14號,1.0,106.0,第一分局,"120.654546 "
794.0,住宅,公平里,臺中市西區公平里15鄰精忠街1號,1.0,117.0,第一分局,"120.654854 "
795.0,住宅,公平里,臺中市西區公平里15鄰精忠街27號,1.0,104.0,第一分局,"120.654240 "
796.0,住宅,公平里,臺中市西區公平里15鄰精誠路156號,1.0,121.0,第一分局,"120.654959 "
797.0,住宅,公平里,臺中市西區公平里17鄰華美西路一段16號,1.0,1821.0,第一分局,"120.658151 "
798.0,住宅,公平里,臺中市西區公平里18鄰忠明南路116號,1.0,3212.0,第一分局,"120.657034 "
799.0,住宅,公平里,臺中市西區公平里18鄰忠明南路118號,1.0,2789.0,第一分局,"120.657039 "
800.0,住宅,公平里,臺中市西區公平里1鄰忠誠街143號,1.0,136.0,第一分局,"120.657649 "
801.0,住宅,公平里,臺中市西區公平里21鄰大業路1號,1.0,2121.0,第一分局,"120.654983 "
802.0,住宅,公平里,臺中市西區公平里22鄰忠明南路122號,1.0,3128.0,第一分局,"120.657043 "
803.0,住宅,公平里,臺中市西區公平里2鄰忠明南路117號,1.0,121.0,第一分局,"120.657520 "
804.0,住宅,公平里,臺中市西區公平里2鄰忠明南路123號,1.0,416.0,第一分局,"120.657546 "
805.0,住宅,公平里,臺中市西區公平里2鄰忠明南路139號,1.0,445.0,第一分局,120.658112
806.0,住宅,公平里,臺中市西區公平里2鄰忠誠街137號,1.0,136.0,第一分局,"120.657870 "
807.0,住宅,公平里,臺中市西區公平里9鄰大隆路1號,1.0,152.0,第一分局,"120.655420 "
808.0,住宅,公平里,臺中市西區公平里9鄰精誠路110號,1.0,113.0,第一分局,"120.655331 "
809.0,住宅,公平里,臺中市西區公平里9鄰精誠路112號,1.0,114.0,第一分局,"120.655308 "
810.0,住宅,公平里,臺中市西區公平里9鄰精誠路114號,1.0,450.0,第一分局,"120.655286 "
811.0,住宅,公平里,臺中市西區公平里9鄰精誠路116號,1.0,124.0,第一分局,"120.655242 "
812.0,住宅,公正,臺中市西區公正3大墩路11街12號,1.0,1645.0,第一分局,"120.650127 "
813.0,住宅,公正里,臺中市西區公正里10鄰向上一街13號,1.0,776.0,第一分局,"120.654471 "
814.0,住宅,公正里,臺中市西區公正里11鄰東興路三段46號,1.0,170.0,第一分局,"120.653200 "
815.0,住宅,公正里,臺中市西區公正里14鄰大昌街245號,1.0,408.0,第一分局,"120.652088 "
816.0,住宅,公正里,臺中市西區公正里14鄰大墩11街103號,1.0,613.0,第一分局,"120.652073 "
817.0,住宅,公正里,臺中市西區公正里14鄰大墩十街92號,1.0,1367.0,第一分局,120.6520351
818.0,住宅,公正里,臺中市西區公正里15鄰大進街298號,1.0,586.0,第一分局,"120.651431 "
819.0,住宅,公正里,臺中市西區公正里15鄰向上路一段496號,1.0,100.0,第一分局,"120.652004 "
820.0,住宅,公正里,臺中市西區公正里16鄰大昌街216號,1.0,644.0,第一分局,"120.652249 "
821.0,住宅,公正里,臺中市西區公正里16鄰大昌街232號,1.0,568.0,第一分局,"120.652424 "
822.0,住宅,公正里,臺中市西區公正里16鄰大墩11街99號,1.0,686.0,第一分局,"120.652401 "
823.0,住宅,公正里,臺中市西區公正里16鄰向上南路一段184號,1.0,109.0,第一分局,"120.652517 "
824.0,住宅,公正里,臺中市西區公正里16鄰東興路三段11號,1.0,129.0,第一分局,"120.652815 "
825.0,住宅,公正里,臺中市西區公正里16鄰東興路三段23號,1.0,425.0,第一分局,"120.652760 "
826.0,住宅,公正里,臺中市西區公正里17鄰大進街132號,1.0,1584.0,第一分局,"120.651516 "
827.0,住宅,公正里,臺中市西區公正里17鄰向上南路一段200號,1.0,106.0,第一分局,"120.652058 "
828.0,住宅,公正里,臺中市西區公正里18鄰大進街202號,1.0,1584.0,第一分局,"120.651484 "
829.0,住宅,公正里,臺中市西區公正里18鄰向上二街2號,1.0,102.0,第一分局,"120.651893 "
830.0,住宅,公正里,臺中市西區公正里19鄰大進街151巷1號,1.0,217.0,第一分局,"120.650900 "
831.0,住宅,公正里,臺中市西區公正里1鄰公益路349號,1.0,2849.0,第一分局,"120.654591 "
832.0,住宅,公正里,臺中市西區公正里1鄰公益路361號,1.0,2998.0,第一分局,"120.654343 "
833.0,住宅,公正里,臺中市西區公正里1鄰公益路367號,1.0,814.0,第一分局,"120.654165 "
834.0,住宅,公正里,臺中市西區公正里1鄰公益路373號,1.0,245.0,第一分局,"120.653741 "
835.0,住宅,公正里,臺中市西區公正里1鄰公益路375號,1.0,197.0,第一分局,"120.653699 "
836.0,住宅,公正里,臺中市西區公正里1鄰公益路377號,1.0,242.0,第一分局,"120.653656 "
837.0,住宅,公正里,臺中市西區公正里1鄰公益路379號,1.0,104.0,第一分局,"120.653611 "
838.0,住宅,公正里,臺中市西區公正里1鄰公益路381號,1.0,109.0,第一分局,"120.653569 "
839.0,住宅,公正里,臺中市西區公正里3鄰大墩十二街11號,1.0,156.0,第一分局,"120.654664 "
840.0,住宅,公正里,臺中市西區公正里3鄰大墩十二街25號,1.0,109.0,第一分局,"120.654207 "
841.0,住宅,公正里,臺中市西區公正里4鄰大墩十一街38號,1.0,137.0,第一分局,"120.653423 "
842.0,住宅,公正里,臺中市西區公正里4鄰東興路三段136號,1.0,109.0,第一分局,"120.653245 "
843.0,住宅,公正里,臺中市西區公正里4鄰東興路三段152號,1.0,497.0,第一分局,"120.653249 "
844.0,住宅,公正里,臺中市西區公正里5鄰大墩十街32號,1.0,313.0,第一分局,"120.654120 "
845.0,住宅,公正里,臺中市西區公正里6鄰大墩十街50號,1.0,558.0,第一分局,120.6534538
846.0,住宅,公正里,臺中市西區公正里7鄰精誠路332巷17號,1.0,164.0,第一分局,"120.654436 "
847.0,住宅,公正里,臺中市西區公正里7鄰精誠路332巷27號,1.0,114.0,第一分局,"120.654234 "
848.0,住宅,公正里,臺中市西區公正里7鄰精誠路340號,1.0,229.0,第一分局,"120.654996 "
849.0,住宅,公正里,臺中市西區公正里7鄰精誠路422號,1.0,1962.0,第一分局,"120.654982 "
850.0,住宅,公正里,臺中市西區公正里8鄰東興路三段70號,1.0,109.0,第一分局,"120.653203 "
851.0,住宅,公正里,臺中市西區公正里8鄰精誠十六街2號,1.0,2205.0,第一分局,"120.653257 "
852.0,住宅,公正里,臺中市西區公正里9鄰大同街200號,1.0,933.0,第一分局,"120.654066 "
853.0,住宅,公正里,臺中市西區公正里9鄰向上路一段417號,1.0,113.0,第一分局,"120.654776 "
854.0,住宅,公益里,臺中市西區公益里11鄰中美街331巷8號,1.0,37.0,第一分局,"120.659261 "
855.0,住宅,公益里,臺中市西區公益里12華美街284號,1.0,18.0,第一分局,"120.658981 "
856.0,住宅,公益里,臺中市西區公益里12鄰公益路251號,1.0,161.0,第一分局,"120.658981 "
857.0,住宅,公益里,臺中市西區公益里12鄰華美街285號,1.0,53.0,第一分局,"120.658694 "
858.0,住宅,公益里,臺中市西區公益里12鄰華美街287號,1.0,57.0,第一分局,"120.658694 "
859.0,住宅,公益里,臺中市西區公益里12鄰華美街289號,1.0,48.0,第一分局,"120.658694 "
860.0,住宅,公益里,臺中市西區公益里12鄰華美街291號,1.0,48.0,第一分局,"120.658694 "
861.0,住宅,公益里,臺中市西區公益里12鄰華美街298號,1.0,152.0,第一分局,"120.658961 "
862.0,住宅,公益里,臺中市西區公益里12鄰華美街302號,1.0,74.0,第一分局,"120.658987 "
863.0,住宅,公益里,臺中市西區公益里12鄰華美街303號之1,1.0,478.0,第一分局,"120.658506 "
864.0,住宅,公益里,臺中市西區公益里12鄰華美街303號之7,1.0,18.0,第一分局,"120.658360 "
865.0,住宅,公益里,臺中市西區公益里12鄰華美街303號之8,1.0,28.0,第一分局,"120.658266 "
866.0,住宅,公益里,臺中市西區公益里12鄰華美街304號,1.0,94.0,第一分局,"120.658987 "
867.0,住宅,公益里,臺中市西區公益里12鄰華美街306號,1.0,18.0,第一分局,"120.658987 "
868.0,住宅,公益里,臺中市西區公益里12鄰華美街308號,1.0,28.0,第一分局,"120.658987 "
869.0,住宅,公益里,臺中市西區公益里12鄰華美街310號,1.0,49.0,第一分局,"120.658987 "
870.0,住宅,公益里,臺中市西區公益里12鄰華美街336號,1.0,18.0,第一分局,"120.658995 "
871.0,住宅,公益里,臺中市西區公益里12鄰華美街338號,1.0,18.0,第一分局,"120.659015 "
872.0,住宅,公益里,臺中市西區公益里12鄰華美街342號,1.0,18.0,第一分局,"120.659015 "
873.0,住宅,公益里,臺中市西區公益里12鄰華美街344號,1.0,18.0,第一分局,"120.659015 "
874.0,住宅,公益里,臺中市西區公益里12鄰華美街346號,1.0,24.0,第一分局,"120.659015 "
875.0,住宅,公益里,臺中市西區公益里14鄰向上北路262巷13號,1.0,108.0,第一分局,"120.658184 "
876.0,住宅,公益里,臺中市西區公益里14鄰向上北路262巷29號,1.0,62.0,第一分局,"120.658182 "
877.0,住宅,公益里,臺中市西區公益里14鄰向上北路262巷3號,1.0,60.0,第一分局,"120.658181 "
878.0,住宅,公益里,臺中市西區公益里14鄰向上北路262巷7號,1.0,50.0,第一分局,"120.658186 "
879.0,住宅,公益里,臺中市西區公益里18鄰中美街299巷26號,1.0,461.0,第一分局,"120.659274 "
880.0,住宅,公益里,臺中市西區公益里18鄰華美街283巷23號,1.0,138.0,第一分局,"120.658456 "
881.0,住宅,公益里,臺中市西區公益里19鄰華美街283巷5號,1.0,72.0,第一分局,"120.658467 "
882.0,住宅,公益里,臺中市西區公益里1鄰向上路一段258巷15號,1.0,90.0,第一分局,"120.658180 "
883.0,住宅,公益里,臺中市西區公益里1鄰向上路一段258巷17號,1.0,85.0,第一分局,"120.658180 "
884.0,住宅,公益里,臺中市西區公益里1鄰向上路一段258巷19號,1.0,50.0,第一分局,"120.658180 "
885.0,住宅,公益里,臺中市西區公益里1鄰向上路一段258巷26號,1.0,37.0,第一分局,"120.658450 "
886.0,住宅,公益里,臺中市西區公益里1鄰向上路一段258巷3號,1.0,38.0,第一分局,"120.658184 "
887.0,住宅,公益里,臺中市西區公益里1鄰向上路一段258巷7號,1.0,56.0,第一分局,"120.658210 "
888.0,住宅,公益里,臺中市西區公益里1鄰向上路一段258巷9號,1.0,38.0,第一分局,"120.658182 "
889.0,住宅,公益里,臺中市西區公益里1鄰向上路一段268號,1.0,579.0,第一分局,120.6583078
890.0,住宅,公益里,臺中市西區公益里2鄰中美街193巷14號,1.0,22.0,第一分局,"120.659656 "
891.0,住宅,公益里,臺中市西區公益里2鄰中美街193巷14號,1.0,62.0,第一分局,"120.659656 "
892.0,住宅,公益里,臺中市西區公益里2鄰中美街193巷23號,1.0,61.0,第一分局,"120.659222 "
893.0,住宅,公益里,臺中市西區公益里2鄰中美街193巷25號,1.0,81.0,第一分局,"120.659180 "
894.0,住宅,公益里,臺中市西區公益里2鄰中美街193巷29號,1.0,94.0,第一分局,"120.659094 "
895.0,住宅,公益里,臺中市西區公益里2鄰向上路一段222號,1.0,69.0,第一分局,"120.659381 "
896.0,住宅,公益里,臺中市西區公益里2鄰向上路一段222號,1.0,77.0,第一分局,"120.659381 "
897.0,住宅,公益里,臺中市西區公益里3鄰向上北路262巷4號,1.0,54.0,第一分局,"120.658509 "
898.0,住宅,公益里,臺中市西區公益里4鄰向上北路229號,1.0,22.0,第一分局,"120.659409 "
899.0,住宅,公益里,臺中市西區公益里4鄰向上北路229號之1,1.0,38.0,第一分局,"120.659367 "
900.0,住宅,公益里,臺中市西區公益里4鄰向上北路229號之2,1.0,38.0,第一分局,"120.659319 "
901.0,住宅,公益里,臺中市西區公益里4鄰向上北路236號,1.0,68.0,第一分局,"120.659158 "
902.0,住宅,公益里,臺中市西區公益里4鄰向上北路237號,1.0,36.0,第一分局,"120.659079 "
903.0,住宅,公益里,臺中市西區公益里8鄰公正路263號,1.0,78.0,第一分局,"120.658545 "
904.0,住宅,公益里,臺中市西區公益里8鄰公正路265號,1.0,94.0,第一分局,"120.658503 "
905.0,住宅,公益里,臺中市西區公益里8鄰公正路267號,1.0,61.0,第一分局,"120.658462 "
906.0,住宅,公益里,臺中市西區公益里8鄰公正路269號,1.0,48.0,第一分局,"120.658420 "
907.0,住宅,公益里,臺中市西區公益里8鄰公正路273號,1.0,101.0,第一分局,"120.658266 "
908.0,住宅,公益里,臺中市西區公益里8鄰公正路275號,1.0,58.0,第一分局,"120.658223 "
909.0,住宅,公益里,臺中市西區公益里8鄰公正路277號,1.0,125.0,第一分局,"120.658182 "
910.0,住宅,公益里,臺中市西區公益里8鄰公正路281號,1.0,48.0,第一分局,"120.658098 "
911.0,住宅,公益里,臺中市西區公益里8鄰公正路285號,1.0,81.0,第一分局,"120.658015 "
912.0,住宅,公益里,臺中市西區公益里8鄰公正路286號,1.0,112.0,第一分局,"120.657683 "
913.0,住宅,公益里,臺中市西區公益里8鄰公正路289號,1.0,94.0,第一分局,"120.657929 "
914.0,住宅,公益里,臺中市西區公益里8鄰公正路291號,1.0,109.0,第一分局,"120.657886 "
915.0,住宅,公德里,臺中市西區公德2大忠街70,1.0,1091.0,第一分局,"120.656649 "
916.0,住宅,公德里,臺中市西區公德里10鄰大忠街9號,1.0,2912.0,第一分局,120.6574038
917.0,住宅,公德里,臺中市西區公德里11鄰精誠28街14號,1.0,126.0,第一分局,"120.655592 "
918.0,住宅,公德里,臺中市西區公德里11鄰精誠30街5號,1.0,184.0,第一分局,"120.655964 "
919.0,住宅,公德里,臺中市西區公德里11鄰精誠路387號,1.0,229.0,第一分局,"120.655272 "
920.0,住宅,公德里,臺中市西區公德里11鄰精誠路393號,1.0,122.0,第一分局,"120.655287 "
921.0,住宅,公德里,臺中市西區公德里12鄰精誠31街13號,1.0,421.0,第一分局,"120.656282 "
922.0,住宅,公德里,臺中市西區公德里12鄰精誠31街路10號,1.0,1130.0,第一分局,"120.655559 "
923.0,住宅,公德里,臺中市西區公德里12鄰精誠路417號,1.0,1001.0,第一分局,"120.655247 "
924.0,住宅,公德里,臺中市西區公德里13鄰精誠18街33號,1.0,309.0,第一分局,"120.656361 "
925.0,住宅,公德里,臺中市西區公德里17鄰大忠街35號,1.0,1834.0,第一分局,"120.656657 "
926.0,住宅,公德里,臺中市西區公德里17鄰精誠23街30號,1.0,2720.0,第一分局,"120.656105 "
927.0,住宅,公德里,臺中市西區公德里18鄰向上南路一段120號之1,1.0,2713.0,第一分局,"120.656170 "
928.0,住宅,公德里,臺中市西區公德里19鄰向上南路一段125號,1.0,367.0,第一分局,120.6579666
929.0,住宅,公德里,臺中市西區公德里1公益路335,1.0,2073.0,第一分局,"120.655868 "
930.0,住宅,公德里,臺中市西區公德里1公益路345,1.0,160.0,第一分局,"120.655235 "
931.0,住宅,公德里,臺中市西區公德里1鄰公益路299號,1.0,1853.0,第一分局,"120.654993 "
932.0,住宅,公德里,臺中市西區公德里1鄰精誠十六街26號,1.0,588.0,第一分局,"120.656415 "
933.0,住宅,公德里,臺中市西區公德里1鄰精誠路129號,1.0,125.0,第一分局,"120.655288 "
934.0,住宅,公德里,臺中市西區公德里1鄰精誠路133號,1.0,124.0,第一分局,"120.655285 "
935.0,住宅,公德里,臺中市西區公德里1鄰精誠路135號,1.0,122.0,第一分局,"120.655264 "
936.0,住宅,公德里,臺中市西區公德里1鄰精誠路139號,1.0,114.0,第一分局,"120.655264 "
937.0,住宅,公德里,臺中市西區公德里1鄰精誠路141號,1.0,108.0,第一分局,"120.655288 "
938.0,住宅,公德里,臺中市西區公德里20鄰大忠街6號,1.0,454.0,第一分局,"120.655780 "
939.0,住宅,公德里,臺中市西區公德里20鄰精誠路345號,1.0,498.0,第一分局,"120.655264 "
940.0,住宅,公德里,臺中市西區公德里3鄰精誠路153號,1.0,176.0,第一分局,"120.655268 "
941.0,住宅,公德里,臺中市西區公德里4鄰精誠二十一街21號,1.0,623.0,第一分局,"120.655633 "
942.0,住宅,公德里,臺中市西區公德里5鄰向上路一段400號,1.0,100.0,第一分局,"120.655490 "
943.0,住宅,公德里,臺中市西區公德里5鄰精誠二十二街6號之16,1.0,194.0,第一分局,"120.655440 "
944.0,住宅,公德里,臺中市西區公德里6鄰精誠24街7號,1.0,742.0,第一分局,"120.655514 "
945.0,住宅,公德里,臺中市西區公德里6鄰精誠二十三街61號,1.0,168.0,第一分局,"120.656441 "
946.0,住宅,公德里,臺中市西區公德里7鄰向上路一段379號,1.0,205.0,第一分局,"120.655582 "
947.0,住宅,公德里,臺中市西區公德里8鄰向上南路一段131號,1.0,117.0,第一分局,"120.656305 "
948.0,住宅,公德里,臺中市西區公德里9鄰精誠28街17號,1.0,804.0,第一分局,"120.655665 "
949.0,住宅,忠明里,臺中市西區忠明1鄰中美街477號,1.0,214.0,第一分局,"120.661117 "
950.0,住宅,忠明里,臺中市西區忠明里10鄰中美街426號,1.0,112.0,第一分局,"120.660345 "
951.0,住宅,忠明里,臺中市西區忠明里13鄰臺灣大道二段412號,1.0,2494.0,第一分局,120.6636561
952.0,住宅,忠明里,臺中市西區忠明里15鄰中美街631號,1.0,432.0,第一分局,"120.662547 "
953.0,住宅,忠明里,臺中市西區忠明里17鄰忠誠街33號,1.0,496.0,第一分局,120.6624121
954.0,住宅,忠明里,臺中市西區忠明里19鄰忠誠街95號,1.0,128.0,第一分局,"120.659872 "
955.0,住宅,忠明里,臺中市西區忠明里1鄰中美街469號,1.0,136.0,第一分局,"120.660965 "
956.0,住宅,忠明里,臺中市西區忠明里1鄰中美街471號,1.0,320.0,第一分局,"120.660998 "
957.0,住宅,忠明里,臺中市西區忠明里1鄰明義街46號,1.0,198.0,第一分局,"120.660711 "
958.0,住宅,忠明里,臺中市西區忠明里1鄰華美街476號,1.0,649.0,第一分局,"120.660456 "
959.0,住宅,忠明里,臺中市西區忠明里1鄰華美街480號之18,1.0,1010.0,第一分局,"120.660480 "
960.0,住宅,忠明里,臺中市西區忠明里1鄰華美街490號,1.0,217.0,第一分局,"120.660668 "
961.0,住宅,忠明里,臺中市西區忠明里1鄰華美街492號,1.0,113.0,第一分局,"120.660692 "
962.0,住宅,忠明里,臺中市西區忠明里1鄰華美街494號,1.0,217.0,第一分局,"120.660730 "
963.0,廣三SOGO,忠明里,臺中市西區忠明里1鄰臺灣大道二段459號,1.0,4990.0,第一分局,"120.661778 "
964.0,住宅,忠明里,臺中市西區忠明里1鄰臺灣大道二段461號,1.0,472.0,第一分局,"120.661334 "
965.0,台中二信港路分社,忠明里,臺中市西區忠明里1鄰臺灣大道二段479號,1.0,250.0,第一分局,"120.660900 "
966.0,住宅,忠明里,臺中市西區忠明里21鄰忠誠街107號,1.0,359.0,第一分局,120.659715
967.0,住宅,忠明里,臺中市西區忠明里21鄰忠誠街115號,1.0,138.0,第一分局,"120.659188 "
968.0,金典酒店,忠明里,臺中市西區忠明里22鄰健行路1049號,1.0,7336.0,第一分局,"120.663287 "
969.0,住宅,忠明里,臺中市西區忠明里23鄰中美街622號,1.0,1795.0,第一分局,120.66343
970.0,住宅,忠明里,臺中市西區忠明里23鄰中美街636號,1.0,310.0,第一分局,"120.663002 "
971.0,住宅,忠明里,臺中市西區忠明里23鄰博館三街86號,1.0,470.0,第一分局,"120.662716 "
972.0,忠明高中,忠明里,臺中市西區忠明里23鄰博館路166號,1.0,1094.0,第一分局,"120.663721 "
973.0,忠明高中,忠明里,臺中市西區忠明里23鄰博館路166號,1.0,2722.0,第一分局,"120.663721 "
974.0,住宅,忠明里,臺中市西區忠明里24鄰華美街522號之1,1.0,938.0,第一分局,"120.661590 "
975.0,住宅,忠明里,臺中市西區忠明里25鄰美村路一段36號,1.0,1109.0,第一分局,"120.661513 "
976.0,住宅,忠明里,臺中市西區忠明里27鄰中美街407號,1.0,114.0,第一分局,"120.660084 "
977.0,住宅,忠明里,臺中市西區忠明里27鄰中美街419巷23號,1.0,120.0,第一分局,"120.659336 "
978.0,住宅,忠明里,臺中市西區忠明里27鄰忠誠街110號,1.0,112.0,第一分局,"120.659227 "
979.0,住宅,忠明里,臺中市西區忠明里27鄰忠誠街92號,1.0,158.0,第一分局,"120.659747 "
980.0,住宅,忠明里,臺中市西區忠明里27鄰忠誠街96號,1.0,178.0,第一分局,"120.659661 "
981.0,住宅,忠明里,臺中市西區忠明里28鄰華美街374號,1.0,916.0,第一分局,"120.658994 "
982.0,住宅,忠明里,臺中市西區忠明里2鄰中美街464號,1.0,105.0,第一分局,"120.660966 "
983.0,住宅,忠明里,臺中市西區忠明里2鄰美村路一段30號,1.0,932.0,第一分局,"120.661457 "
984.0,住宅,忠明里,臺中市西區忠明里30鄰中美街375號之3,1.0,940.0,第一分局,"120.659940 "
985.0,住宅,忠明里,臺中市西區忠明里3鄰中美街457號,1.0,121.0,第一分局,"120.660664 "
986.0,住宅,忠明里,臺中市西區忠明里3鄰中美街461號,1.0,188.0,第一分局,"120.660760 "
987.0,住宅,忠明里,臺中市西區忠明里4鄰中興街289號,1.0,3788.0,第一分局,"120.663144 "
988.0,住宅,忠明里,臺中市西區忠明里4鄰美村路一段39號之1,1.0,1760.0,第一分局,120.6622289
989.0,住宅,忠明里,臺中市西區忠明里5鄰中興街271號,1.0,382.0,第一分局,"120.662867 "
990.0,住宅,忠明里,臺中市西區忠明里5鄰美村路一段41號,1.0,1282.0,第一分局,"120.661927 "
991.0,住宅,忠明里,臺中市西區忠明里5鄰美村路一段63號,1.0,156.0,第一分局,"120.661928 "
992.0,住宅,忠明里,臺中市西區忠明里5鄰美村路一段65號,1.0,270.0,第一分局,120.6620352
993.0,住宅,忠明里,臺中市西區忠明里6鄰中興街229號,1.0,249.0,第一分局,"120.662808 "
994.0,住宅,忠明里,臺中市西區忠明里6鄰中興街245號,1.0,932.0,第一分局,"120.662788 "
995.0,住宅,忠明里,臺中市西區忠明里6鄰美村路一段70號,1.0,113.0,第一分局,"120.661466 "
996.0,住宅,忠明里,臺中市西區忠明里9鄰中美街445號,1.0,184.0,第一分局,"120.660546 "
997.0,住宅,忠誠里,臺中市西區忠誠7鄰臺灣大道二段501號,1.0,1317.0,第一分局,"120.659790 "
998.0,忠明國小,忠誠里,臺中市西區忠誠里11鄰臺灣大道二段556號,1.0,245.0,第一分局,"120.659128 "
999.0,忠明國小,忠誠里,臺中市西區忠誠里11鄰臺灣大道二段556號,1.0,732.0,第一分局,"120.659128 "
1000.0,忠明國小,忠誠里,臺中市西區忠誠里11鄰臺灣大道二段556號,1.0,1124.0,第一分局,"120.659128 "
1001.0,住宅,忠誠里,臺中市西區忠誠里11鄰臺灣大道二段562號,1.0,118.0,第一分局,"120.658463 "
1002.0,住宅,忠誠里,臺中市西區忠誠里11鄰臺灣大道二段566號,1.0,113.0,第一分局,"120.658440 "
