類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,WNA00700,華聲里,臺北市大安區市民大道四段210號,"25.044516,121.555908",1,47.0,大安分局,
一般住宅,WNA00699,華聲里,臺北市大安區市民大道四段212號,"25.044488,121.556002",1,186.0,大安分局,
一般住宅,WNA00698,華聲里,臺北市大安區市民大道四段236號,"25.044677,121.556774",1,72.0,大安分局,
一般住宅,WNA00703,華聲里,臺北市大安區市住大道四段240號,"25.044800,121.557203",1,291.0,大安分局,
一般住宅,WNA00697,華聲里,臺北市大安區市住大道四段248號,"25.044861,121.557765",1,356.0,大安分局,
一般住宅,WNA00714,華聲里,臺北市大安區光復南路72巷7弄4號,"25.044592,121.557053",1,220.0,大安分局,
一般住宅,WNA00713,華聲里,臺北市大安區光復南路72巷7弄17號,"25.044205,121.557166",1,144.0,大安分局,
一般住宅,WNA00712,華聲里,臺北市大安區光復南路72巷7弄13號,"25.044319,121.557174",1,156.0,大安分局,
一般住宅,WNA00708,華聲里,臺北市大安區光復南路72巷23弄29號,"25.04427,121.556271",1,74.0,大安分局,
一般住宅,WNA00707,華聲里,臺北市大安區光復南路72巷23弄25號,"25.044208,121.556456",1,88.0,大安分局,
一般住宅,WNA00706,華聲里,臺北市大安區光復南路72巷23弄21號,"25.044211,121.556562",1,500.0,大安分局,
一般住宅,WNA00704,華聲里,臺北市大安區光復南路72巷23弄1-3號,"25.044544,121.556814",1,142.0,大安分局,
一般住宅,WNA00717,華聲里,臺北市大安區光復南路96巷2號之1-2,"25.044045,121.557291",1,240.0,大安分局,
一般住宅,WNA00718,華聲里,臺北市大安區光復南路96巷20號,"25.044066,121.556456",1,455.0,大安分局,
一般住宅,WNA00702,華聲里,臺北市大安區光復南路72巷73號,"25.04437,121.555158",1,1368.0,大安分局,
一般住宅,WNA00629,華聲里,臺北市大安區光復南路98-1號,"25.044174,121.557518",1,506.0,大安分局,
一般住宅,WNA00715,華聲里,臺北市大安區光復南路72巷7弄5號,"25.044498,121.557175",1,373.0,大安分局,
一般住宅,WNA00709,華聲里,臺北市大安區光復南路72巷23弄4號,"25.044514,121.556646",1,223.0,大安分局,
一般住宅,WNA04539,華聲里,臺北市大安區光復南路76號,"25.044719,121.557496",1,847.0,大安分局,
一般住宅,WNA00705,華聲里,臺北市大安區光復南路72巷23弄18號,"25.044414,121.556146",1,298.0,大安分局,
一般住宅,WNA00630,華聲里,臺北市大安區光復南路116巷1號,"25.043112,121.556862",1,343.0,大安分局,
一般住宅,WNA01611,華聲里,臺北市大安區忠孝東路四段329號,"25.041571,121.556849",1,371.0,大安分局,
一般住宅,WNA00638,華聲里,臺北市大安區光復南路180巷2號,"25.042629,121.557276",1,1119.0,大安分局,
一般住宅,WNA00637,華聲里,臺北市大安區光復南路180巷13號,"25.042047,121.556828",1,131.0,大安分局,
一般住宅,WNA00639,華聲里,臺北市大安區光復南路180巷3號,"25.042289,121.556884",1,344.0,大安分局,
一般住宅,WNA00636,華聲里,臺北市大安區光復南路180巷12號,"25.042624,121.556897",1,598.0,大安分局,
一般住宅,WNA00633,華聲里,臺北市大安區光復南路116巷26號,"25.042991,121.556588",1,283.0,大安分局,
一般住宅,WNA00632,華聲里,臺北市大安區光復南路116巷22號,"25.042991,121.55667",1,395.0,大安分局,
一般住宅,WNA00634,華聲里,臺北市大安區光復南路116巷7號,"25.043375,121.556304",4、5,1934.0,大安分局,
一般住宅,WNA01450,華聲里,臺北市大安區延吉街137巷22號,"25.04196,121.555266",1,116.0,大安分局,
一般住宅,WNA01456,華聲里,臺北市大安區延吉街137巷6-1號,"25.041924,121.554973",1,262.0,大安分局,
一般住宅,WNA01449,華聲里,臺北市大安區延吉街137巷2號,"25.041926,121.554616",1,231.0,大安分局,
一般住宅,WNA01452,華聲里,臺北市大安區延吉街137巷28號,"25.041934,121.555413",1,112.0,大安分局,
一般住宅,WNA01455,華聲里,臺北市大安區延吉街137巷30號,"25.041934,121.555471",1,98.0,大安分局,
一般住宅,WNA01448,華聲里,臺北市大安區延吉街137巷18號,"25.041927,121.555139",1,82.0,大安分局,
一般住宅,WNA01608,華聲里,臺北市大安區忠孝東路四段319號,"25.041591,121.556059",1,245.0,大安分局,
一般住宅,WNA01605,華聲里,臺北市大安區忠孝東路四段303號,"25.041596,121.555466",1、2,278.0,大安分局,
一般住宅,WNA01603,華聲里,臺北市大安區忠孝東路四段299號,"25.041598,121.555336",1、2,257.0,大安分局,
一般住宅,WNA01602,華聲里,臺北市大安區忠孝東路四段295號,"25.041608,121.555065",1,361.0,大安分局,
一般住宅,WNA01601,華聲里,臺北市大安區忠孝東路四段293號,"25.041609,121.554976",2,343.0,大安分局,
一般住宅,WNA01600,華聲里,臺北市大安區忠孝東路四段289號,"25.041611,121.554737",3,590.0,大安分局,
一般住宅,WNA01609,華聲里,臺北市大安區忠孝東路四段325號,"25.041587,121.556327",1,1022.0,大安分局,
一般住宅,WNA01610,華聲里,臺北市大安區忠孝東路四段325號,"25.041587,121.556327",2,885.0,大安分局,
一般住宅,WNA01443,華聲里,臺北市大安區延吉街131巷1弄2號,"25.042836,121.554492",1,211.0,大安分局,
一般住宅,WNA00644,華聲里,臺北市大安區光復南路200巷5號,"25.0419,121.555995",1,319.0,大安分局,
一般住宅,WNA04783,華聲里,臺北市大安區忠孝東路四段319號,"25.041591,121.556059",2,259.0,大安分局,
