類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
一般住宅,CQA00001,大和里,臺南市北區大和里6鄰大和路248號,"23.013221,120.190039",1.0,89.0,
一般住宅,CQA00002,大和里,臺南市北區大和里6鄰大和路246號,"23.013185,120.190043",1.0,90.0,
一般住宅,CQA00003,大和里,臺南市北區大和里6鄰大和路242號,"23.013141,120.190042",1.0,90.0,
一般住宅,CQA00004,大和里,臺南市北區大和里6鄰大和路240號,"23.013100,120.190044",1.0,90.0,
一般住宅,CQA00005,大和里,臺南市北區大和里6鄰大興街132巷76號,"23.013017,120.190554",1.0,386.0,
一般住宅,CQA00006,大和里,臺南市北區大和里5鄰大興街114巷59號,"23.012677,120.190842",1.0,150.0,
一般住宅,CQA00007,大和里,臺南市北區大和里4鄰大興街96巷71號,"23.013335,120.191143",1.0,300.0,
一般住宅,CQA00008,大和里,臺南市北區大和里4鄰大興街96巷2號,"23.011676,120.191644",1.0,48.0,
一般住宅,CQA00009,大和里,臺南市北區大和里2鄰大興街40巷45號,"23.013036,120.192601",1.0,42.0,
一般住宅,CQA00010,大港里,臺南市北區大港里1鄰大興街164巷15號,"23.011378,120.189469",1.0,32.0,
一般住宅,CQA00011,大港里,臺南市北區大港里1鄰大興街164巷13號,"23.011339,120.189466",1.0,32.0,
一般住宅,CQA00012,大和里,臺南市北區大和里2鄰大興街40巷60號,"23.013338,120.192801",1.0,24.0,
一般住宅,CQA00013,大和里,臺南市北區大和里1鄰文賢路617號,"23.012993,120.193628",1.0,98.0,
一般住宅,CQA00014,大和里,臺南市北區大和里1鄰文賢路615號,"23.012953,120.193631",1.0,98.0,
一般住宅,CQA00015,大和里,臺南市北區大和里1鄰文賢路613號,"23.012916,120.193619",1.0,98.0,
一般住宅,CQA00016,大和里,臺南市北區大和里1鄰文賢路611號,"23.012868,120.193623",1.0,98.0,
一般住宅,CQA00017,大和里,臺南市北區大和里1鄰文賢路607號,"23.012758,120.193646",1.0,98.0,
一般住宅,CQA00018,大和里,臺南市北區大和里1鄰文賢路605號,"23.012720,120.193642",1.0,98.0,
一般住宅,CQA00019,大和里,臺南市北區大和里1鄰文賢路603號,"23.012675,120.193645",1.0,98.0,
一般住宅,CQA00020,大和里,臺南市北區大和里1鄰文賢路601號,"23.012626,120.193642",1.0,130.0,
一般住宅,CQA00021,大和里,臺南市北區大和里2鄰大興街40巷8號,"23.012191,120.192894",1.0,52.0,
一般住宅,CQA00022,大和里,臺南市北區大和里1鄰文賢路617號,"23.012993,120.193628",1.0,98.0,
一般住宅,CQA00023,大和里,臺南市北區大和里5鄰大興街114巷5號,"23.011513,120.19098",1.0,100.0,
一般住宅,CQA00024,大和里,臺南市北區大和里5鄰大興街114巷3號,"23.011467,120.190987",1.0,101.0,
一般住宅,CQA00025,大和里,臺南市北區大和里2鄰大興街40巷46號,"23.012975,120.192836",1.0,84.0,
一般住宅,CQA00026,大和里,臺南市北區大和里2鄰大興街40巷46號,"23.012975,120.192836",1.0,69.0,
一般住宅,CQA00027,大和里,臺南市北區大和里2鄰大興街40巷49號,"23.013113,120.192595",1.0,102.0,
一般住宅,CQA00028,大港里,臺南市北區大港里1鄰大興街164巷49號,"23.012108,120.189381",1.0,66.0,
一般住宅,CQA00029,大和里,臺南市北區大和里4鄰大興街96巷71號,"23.013335,120.191143",1.0,1200.0,
一般住宅,CQA00030,大和里,臺南市北區大和里6鄰大和路246號,"23.013185,120.190043",1.0,60.0,
一般住宅,CQA00031,大和里,臺南市北區大和里6鄰大興街132巷76號,"23.013017,120.190554",1.0,386.0,
一般住宅,CQA00032,大和里,臺南市北區大和里2鄰大興街42號,"23.011873,120.192781",1.0,40.0,
一般住宅,CQA00033,大和里,臺南市北區大和里2鄰大興街38號,"23.011921,120.192908",1.0,72.0,
一般住宅,CQA00034,大和里,臺南市北區大和里2鄰大興街40巷48號,"23.013096,120.192831",1.0,22.0,
一般住宅,CQA00035,大和里,臺南市北區大和里2鄰大興街40巷50號,"23.013145,120.192828",1.0,68.0,
一般住宅,CQA00036,大和里,臺南市北區大和里2鄰大興街40巷17號,"23.012350,120.192678",1.0,42.0,
一般住宅,CQA00037,大和里,臺南市北區大和里4鄰大興街96巷53號,"23.012671,120.191308",1.0,52.0,
一般住宅,CQA00038,大和里,臺南市北區大和里5鄰大興街114巷13號,"23.011659,120.190957",1.0,26.0,
一般住宅,CQA00039,大和里,臺南市北區大和里5鄰大興街114巷52號,"23.012613,120.191085",1.0,28.0,
一般住宅,CQA00040,大和里,臺南市北區大和里5鄰大興街114巷50號,"23.012571,120.19109",1.0,28.0,
一般住宅,CQA00041,大和里,臺南市北區大和里4鄰大興街96巷33號,"23.012235,120.191345",1.0,60.0,
一般住宅,CQA00042,大和里,臺南市北區大和里4鄰大興街96巷27號,"23.012108,120.191361",1.0,60.0,
一般住宅,CQA00043,大和里,臺南市北區大和里4鄰大興街96巷29號,"23.012153,120.191356",1.0,60.0,
一般住宅,CQA00044,大和里,臺南市北區大和里4鄰大興街96巷31號,"23.012193,120.191348",1.0,60.0,
一般住宅,CQA00045,大和里,臺南市北區大和里5鄰大興街114巷9號,"23.011583,120.190969",1.0,104.0,
一般住宅,CQA00046,大和里,臺南市北區大和里5鄰大興街114巷26號,"23.012008,120.191115",1.0,56.0,
一般住宅,CQA00047,大港里,臺南市北區大港里2鄰大興街166號,"23.010770,120.189525",1.0,58.0,
一般住宅,CQA00048,大和里,臺南市北區大和里5鄰大興街114巷66號,"23.012902,120.191036",1.0,78.0,
一般住宅,CQA00049,大和里,臺南市北區大和里4鄰大興街96巷59號,"23.012795,120.191301",1.0,34.0,
一般住宅,CQA00050,大和里,臺南市北區大和里4鄰大興街96巷61號,"23.012834,120.191298",1.0,12.0,
一般住宅,CQA00051,大和里,臺南市北區大和里4鄰大興街96巷22號,"23.012091,120.191618",1.0,46.0,
一般住宅,CQA00052,大和里,臺南市北區大和里4鄰大興街96巷69號,"23.013113,120.191255",1.0,394.0,
一般住宅,CQA00053,大和里,臺南市北區大和里2鄰大興街40巷94號,"23.014021,120.192725",1.0,104.0,
一般住宅,CQA00054,大和里,臺南市北區大和里2鄰大興街40巷92號,"23.013981,120.192733",1.0,28.0,
一般住宅,CQA00055,大港里,臺南市北區大港里1鄰大興街164巷49號,"23.012108,120.189381",1.0,90.0,
一般住宅,CQA00056,大港里,臺南市北區大港里17鄰大興街438號,"23.008911,120.181724",1.0,301.0,
一般住宅,CQA00057,大港里,臺南市北區大港里4鄰大興街248號,"23.010826,120.187487",1.0,90.0,
一般住宅,CQA00058,大港里,臺南市北區大港里4鄰大興街246巷4號,"23.011012,120.187458",1.0,48.0,
一般住宅,CQA00059,大港里,臺南市北區大港里4鄰大興街246巷8號,"23.011163,120.187313",1.0,46.0,
一般住宅,CQA00060,大港里,臺南市北區大港里4鄰大興街246巷10號,"23.011205,120.187293",1.0,46.0,
一般住宅,CQA00061,大港里,臺南市北區大港里4鄰大興街246巷14號,"23.011277,120.187276",1.0,156.0,
一般住宅,CQA00062,大港里,臺南市北區大港里3鄰大興街192巷40號,"23.011637,120.188595",1.0,48.0,
一般住宅,CQA00063,大港里,臺南市北區大港里4鄰大興街226巷23號,"23.011507,120.187629",1.0,90.0,
一般住宅,CQA00064,大港里,臺南市北區大港里4鄰大興街226巷21號,"23.011458,120.187636",1.0,92.0,
一般住宅,CQA00065,大港里,臺南市北區大港里4鄰大興街226巷19號,"23.011424,120.187645",1.0,98.0,
一般住宅,CQA00066,大港里,臺南市北區大港里4鄰大興街226巷17號,"23.011382,120.187653",1.0,98.0,
一般住宅,CQA00067,大港里,臺南市北區大港里4鄰大興街226巷16號,"23.011289,120.187808",1.0,120.0,
一般住宅,CQA00068,大港里,臺南市北區大港里4鄰大興街226巷14號,"23.011246,120.187814",1.0,120.0,
一般住宅,CQA00069,大港里,臺南市北區大港里4鄰大興街226巷12號,"23.011208,120.187822",1.0,98.0,
一般住宅,CQA00070,大港里,臺南市北區大港里3鄰大興街192巷28號,"23.011374,120.188618",1.0,44.0,
