類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
一般住宅,CNA00060,小西門里,臺南市中西區小西門里18鄰府前路一段365號,"22.989979,120.199091",1.0,10.0,
一般住宅,CNA00061,小西門里,臺南市中西區小西門里17鄰府前路一段371巷11號,"22.989529,120.198958",1.0,8.0,
一般住宅,CNA00062,小西門里,臺南市中西區小西門里17鄰府前路一段371巷17號,"22.989336,120.198932",1.0,6.0,
一般住宅,CNA00064,小西門里,臺南市中西區小西門里18鄰府前路一段327號,"22.989865,120.199861",1.0,86.0,
一般住宅,CNA00065,小西門里,臺南市中西區小西門里17鄰府前路一段371巷15號,"22.989432,120.198992",1.0,26.0,
一般住宅,CNA00066,小西門里,臺南市中西區小西門里18鄰府前路一段341號,"22.989889,120.199583",1.0,26.0,
一般住宅,CNA00067,小西門里,臺南市中西區小西門里16鄰府前路一段359巷34號,"22.989661,120.199412",1.0,66.0,
一般住宅,CNA00069,小西門里,臺南市中西區小西門里18鄰府前路一段331號,"22.989868,120.199798",1.0,17.0,
一般住宅,CNA00070,小西門里,臺南市中西區小西門里18鄰府前路一段329號,"22.989853,120.199826",1.0,26.0,
一般住宅,CNA00071,小西門里,臺南市中西區小西門里15鄰西門路一段670號,"22.989045,120.197672",1.0,233.0,
台南監獄宿舍,CNA00072,小西門里,臺南市中西區小西門里15鄰和意路26號,"22.988610,120.199397",1.0,240.0,
名特利格大樓,CNA00073,小西門里,臺南市中西區小西門里15鄰西門路一段662號,"22.988606,120.197734",1.0,240.0,
華成建設,CNA00074,南門里,臺南市中西區南門里16鄰府前路一段235號,"22.988880,120.203418",1.0,73.0,
華成建設,CNA00075,小西門里,臺南市中西區小西門里6鄰府緯街31號,"22.983785,120.198978",1.0,86.0,
一般住宅,CNA00077,小西門里,臺南市中西區小西門里6鄰府緯街11號,"22.983799,120.199524",1.0,60.0,
一般住宅,CNA00078,小西門里,臺南市中西區小西門里8鄰府緯街28號,"22.983947,120.199183",1.0,53.0,
一般住宅,CNA00079,小西門里,臺南市中西區小西門里8鄰永福路一段107號,"22.984200,120.199941",1.0,326.0,
一般住宅,CNA00080,小西門里,臺南市中西區小西門里7鄰南寧街71巷21號,"22.984252,120.198753",1.0,513.0,
一般住宅,CNA00081,小西門里,臺南市中西區小西門里7鄰南寧街83巷16號,"22.984718,120.198398",1.0,366.0,
仙草里活動中心,CNA00082,小西門里,臺南市中西區小西門里8鄰府緯街4巷6號,"22.984404,120.199465",1.0,460.0,
一般住宅,CNA00083,小西門里,臺南市中西區小西門里6鄰府緯街19號,"22.983799,120.199326",1.0,413.0,
一般住宅,CNA00084,小西門里,臺南市中西區小西門里7鄰南寧街83巷36號,"22.984376,120.198353",1.0,193.0,
一般住宅,CNA00085,小西門里,臺南市中西區小西門里6鄰府緯街7號,"22.983725,120.199642",1.0,86.0,
一般住宅,CNA00086,小西門里,臺南市中西區小西門里5鄰永福路一段77號,"22.983504,120.199986",1.0,266.0,
平安大樓,CNA00087,小西門里,臺南市中西區小西門里8鄰府緯街8號,"22.983930,120.199651",1.0,1006.0,
一般住宅,CNA00089,小西門里,臺南市中西區小西門里15鄰西門路一段556號,"22.985658,120.197754",1.0,13.0,
一般住宅,CNA00111,小西門里,臺南市中西區小西門里7鄰府緯街72巷6號,"22.984181,120.198278",1.0,20.0,
一般住宅,CNA00113,小西門里,臺南市中西區小西門里7鄰府緯街72巷12號,"22.984286,120.198267",1.0,16.0,
一般住宅,CNA00116,小西門里,臺南市中西區小西門里10鄰健康路一段380號,"22.981655,120.198942",1.0,326.0,
一般住宅,CNA00118,小西門里,臺南市中西區小西門里9鄰五妃街309巷2號,"22.982351,120.199129",1.0,60.0,
一般住宅,CNA00120,小西門里,臺南市中西區小西門里14鄰健康路一段410巷37號,"22.982413,120.198311",1.0,206.0,
一般住宅,CNA00125,小西門里,臺南市中西區小西門里14鄰健康路一段410巷7號,"22.981781,120.198207",1.0,40.0,
一般住宅,CNA00126,小西門里,臺南市中西區小西門里14鄰健康路一段410巷9號,"22.981824,120.198199",1.0,40.0,
一般住宅,CNA00128,小西門里,臺南市中西區小西門里14鄰健康路一段420巷4號,"22.981714,120.198096",1.0,100.0,
一般住宅,CNA00129,小西門里,臺南市中西區小西門里14鄰健康路一段420巷6號,"22.981746,120.198088",1.0,40.0,
一般住宅,CNA00130,小西門里,臺南市中西區小西門里14鄰健康路一段420巷8號,"22.981786,120.198092",1.0,40.0,
一般住宅,CNA00131,小西門里,臺南市中西區小西門里14鄰健康路一段420巷10號,"22.981822,120.198106",1.0,40.0,
一般住宅,CNA00132,小西門里,臺南市中西區小西門里14鄰健康路一段420巷10號,"22.981822,120.198106",1.0,40.0,
一般住宅,CNA00134,小西門里,臺南市中西區小西門里14鄰健康路一段420巷18號,"22.982046,120.198117",1.0,220.0,
一般住宅,CNA00135,小西門里,臺南市中西區小西門里14鄰健康路一段420巷20號,"22.982081,120.198117",1.0,73.0,
一般住宅,CNA00137,小西門里,臺南市中西區小西門里14鄰健康路一段420巷24號,"22.982161,120.19814",1.0,60.0,
一般住宅,CNA00138,小西門里,臺南市中西區小西門里14鄰健康路一段420巷26號,"22.982199,120.198145",1.0,60.0,
一般住宅,CNA00139,小西門里,臺南市中西區小西門里14鄰健康路一段420巷28號,"22.982227,120.198148",1.0,53.0,
一般住宅,CNA00140,小西門里,臺南市中西區小西門里14鄰健康路一段420巷1號,"22.981674,120.197935",1.0,46.0,
一般住宅,CNA00141,小西門里,臺南市中西區小西門里14鄰健康路一段420巷3號,"22.981715,120.197941",1.0,46.0,
一般住宅,CNA00142,小西門里,臺南市中西區小西門里14鄰健康路一段420巷5號,"22.981752,120.19794",1.0,46.0,
一般住宅,CNA00143,小西門里,臺南市中西區小西門里14鄰健康路一段420巷7號,"22.981781,120.197936",1.0,46.0,
一般住宅,CNA00144,小西門里,臺南市中西區小西門里14鄰健康路一段420巷9號,"22.981824,120.19794",1.0,46.0,
一般住宅,CNA00145,小西門里,臺南市中西區小西門里14鄰健康路一段420巷11號,"22.981853,120.197936",1.0,46.0,
一般住宅,CNA00146,小西門里,臺南市中西區小西門里14鄰健康路一段420巷13號,"22.98189,120.19794",1.0,113.0,
一般住宅,CNA00147,小西門里,臺南市中西區小西門里14鄰健康路一段420巷13號,"22.98189,120.19794",1.0,220.0,
一般住宅,CNA00148,小西門里,臺南市中西區小西門里14鄰健康路一段420巷19號,"22.982085,120.197947",1.0,46.0,
一般住宅,CNA00150,小西門里,臺南市中西區小西門里14鄰健康路一段420巷23號,"22.982157,120.197937",1.0,40.0,
一般住宅,CNA00151,小西門里,臺南市中西區小西門里14鄰健康路一段420巷25號,"22.982195,120.197935",1.0,46.0,
一般住宅,CNA00152,小西門里,臺南市中西區小西門里14鄰健康路一段420巷27號,"22.982227,120.197929",1.0,40.0,
一般住宅,CNA00154,小西門里,臺南市中西區小西門里11鄰五妃街309巷15號,"22.982132,120.199592",1.0,240.0,
一般住宅,CNA00155,小西門里,臺南市中西區小西門里11鄰五妃街309巷11號,"22.982122,120.199736",1.0,273.0,
一般住宅,CNA00156,小西門里,臺南市中西區小西門里9鄰五妃街289號,"22.982502,120.19969",1.0,46.0,
焦點百貨,CNA00156,城隍里,臺南市中西區城隍里1鄰中山路166號,"22.995629,120.210167",1.0,2325.0,
一般住宅,CNA00157,小西門里,臺南市中西區小西門里9鄰五妃街303號,"22.982506,120.199408",1.0,46.0,
太子站前LV大樓,CNA00157,城隍里,臺南市中西區城隍里5鄰萬昌街133號,"22.993518,120.210575",1.0,1507.0,
一般住宅,CNA00158,城隍里,臺南市中西區城隍里1鄰北門路一段171號,"22.996030,120.211744",1.0,277.0,
一般住宅,CNA00159,小西門里,臺南市中西區小西門里9鄰五妃街299號,"22.982533,120.199492",1.0,40.0,
一般住宅,CNA00160,小西門里,臺南市中西區小西門里9鄰五妃街297號,"22.982512,120.199529",1.0,40.0,
一般住宅,CNA00161,小西門里,臺南市中西區小西門里9鄰五妃街295號,"22.982527,120.199558",1.0,40.0,
一般住宅,CNA00162,小西門里,臺南市中西區小西門里9鄰五妃街293號,"22.982513,120.199603",1.0,46.0,
一般住宅,CNA00163,小西門里,臺南市中西區小西門里9鄰五妃街291號,"22.982520,120.199644",1.0,40.0,
一般住宅,CNA00164,南門里,臺南市中西區南門里10鄰樹林街二段175巷5號,"22.985879,120.201322",1.0,113.0,
一般住宅,CNA00165,南門里,臺南市中西區南門里10鄰樹林街二段175巷12號,"22.985669,120.201076",1.0,73.0,
一般住宅,CNA00166,南門里,臺南市中西區南門里12鄰永福路一段54號,"22.986661,120.200255",1.0,200.0,
一般住宅,CNA00168,南門里,臺南市中西區南門里10鄰樹林街二段171號,"22.986259,120.201374",1.0,66.0,
一般住宅,CNA00169,南門里,臺南市中西區南門里12鄰永福路一段68巷8號,"22.986892,120.200996",1.0,140.0,
進學里活動中心,CNA00170,南門里,臺南市中西區南門里9鄰南寧街47號,"22.983993,120.200971",1.0,733.0,
家齊高中,CNA00171,南門里,臺南市中西區南門里9鄰健康路一段342號,"22.981926,120.200832",1.0,1006.0,
一般住宅,CNA00173,南門里,臺南市中西區南門里9鄰忠義路一段47號,"22.985980,120.201721",1.0,16.0,
一般住宅,CNA00174,南門里,臺南市中西區南門里9鄰忠義路一段55號,"22.986160,120.201747",1.0,8.0,
南英商工(行政大樓),CNA00175,南門里,臺南市中西區南門里10鄰樹林街二段205號,"22.986211,120.200543",1.0,33.0,
一般住宅,CNA00176,南門里,臺南市中西區南門里11鄰忠義路一段59號,"22.9864,120.20173",1.0,60.0,
一般住宅,CNA00177,南門里,臺南市中西區南門里10鄰永福路一段18號,"22.985575,120.200211",1.0,18.0,
一般住宅,CNA00178,南門里,臺南市中西區南門里11鄰忠義路一段67號,"22.986733,120.201747",1.0,20.0,
一般住宅,CNA00179,南門里,臺南市中西區南門里12鄰樹林街二段326號,"22.986502,120.200829",1.0,6.0,
一般住宅,CNA00180,南門里,臺南市中西區南門里10鄰樹林街二段175巷8號,"22.985800,120.201096",1.0,73.0,
南友便當,CNA00181,南門里,臺南市中西區南門里9鄰南寧街140號,"22.985157,120.200697",1.0,153.0,
一般住宅,CNA00183,南門里,臺南市中西區南門里10鄰樹林街二段177號,"22.986249,120.201038",1.0,400.0,
一般住宅,CNA00185,南門里,臺南市中西區南門里11鄰樹林街二段286號,"22.986386,120.201499",1.0,133.0,
一般住宅,CNA00186,南門里,臺南市中西區南門里10鄰樹林街二段175巷13號,"22.985627,120.201267",1.0,53.0,
一般住宅,CNA00187,南門里,臺南市中西區南門里10鄰樹林街二段175巷10號,"22.985748,120.201072",1.0,113.0,
小西門里活動中心,CNA00188,南門里,臺南市中西區南門里11鄰忠義路一段81號,"22.986908,120.201761",1.0,326.0,
千幼企業,CNA00190,南門里,臺南市中西區南門里4鄰南寧街90號,"22.985146,120.202214",1.0,86.0,
一般住宅,CNA00191,南門里,臺南市中西區南門里4鄰南寧街60號,"22.985071,120.20303",1.0,146.0,
一般住宅,CNA00192,南門里,臺南市中西區南門里4鄰南寧街68號,"22.985071,120.202979",1.0,53.0,
省政府住都局,CNA00193,南門里,臺南市中西區南門里8鄰忠義路一段50號,"22.986115,120.201903",1.0,93.0,
一般住宅,CNA00194,南門里,臺南市中西區南門里4鄰南寧街86號,"22.985175,120.202389",1.0,100.0,
一般住宅,CNA00195,南門里,臺南市中西區南門里4鄰南寧街84號,"22.985157,120.202465",1.0,73.0,
一般住宅,CNA00196,南門里,臺南市中西區南門里4鄰南寧街72號,"22.985108,120.202803",1.0,53.0,
一般住宅,CNA00197,南門里,臺南市中西區南門里4鄰南寧街70號,"22.985092,120.202848",1.0,53.0,
一般住宅,CNA00199,南門里,臺南市中西區南門里4鄰南寧街50號,"22.985029,120.203271",1.0,280.0,
一般住宅,CNA00200,南門里,臺南市中西區南門里4鄰南寧街48號,"22.98499,120.203464",1.0,146.0,
一般住宅,CNA00201,南門里,臺南市中西區南門里4鄰南寧街46號,"22.984956,120.203574",1.0,133.0,
一般住宅,CNA00202,南門里,臺南市中西區南門里4鄰南寧街42號,"22.984933,120.203639",1.0,80.0,
一般住宅,CNA00203,南門里,臺南市中西區南門里4鄰南寧街40號,"22.984922,120.203694",1.0,66.0,
一般住宅,CNA00204,南門里,臺南市中西區南門里4鄰南寧街38號,"22.984915,120.203739",1.0,73.0,
一般住宅,CNA00205,南門里,臺南市中西區南門里4鄰南寧街36號,"22.9849,120.203779",1.0,73.0,
一般住宅,CNA00235,南門里,臺南市中西區南門里7鄰樹林街二段105號,"22.985844,120.203888",1.0,326.0,
中山國中,CNA00237,南門里,臺南市中西區南門里4鄰南寧街45號,"22.984784,120.20329",1.0,26.0,
中山國中,CNA00239,南門里,臺南市中西區南門里4鄰南寧街45號,"22.984784,120.20329",1.0,26.0,
一般住宅,CNA00240,南門里,臺南市中西區南門里1鄰健康路一段288號,"22.981528,120.203442",1.0,10.0,
一般住宅,CNA00241,南門里,臺南市中西區南門里1鄰南門路92號,"22.981565,120.203601",1.0,10.0,
中山國中,CNA00242,南門里,臺南市中西區南門里4鄰南寧街45號,"22.984784,120.20329",1.0,66.0,
一般住宅,CNA00243,南門里,臺南市中西區南門里1鄰南門路68巷9號,"22.981964,120.202887",1.0,33.0,
中山國中,CNA00244,南門里,臺南市中西區南門里4鄰南寧街45號,"22.984784,120.20329",1.0,680.0,
一般住宅,CNA00245,南門里,臺南市中西區南門里1鄰南門路68巷21號,"22.981942,120.202146",1.0,20.0,
一般住宅,CNA00246,南門里,臺南市中西區南門里3鄰南門路68巷8號,"22.982106,120.20322",1.0,226.0,
一般住宅,CNA00247,南門里,臺南市中西區南門里1鄰南門路82號,"22.981736,120.203624",1.0,113.0,
中山國中,CNA00248,南門里,臺南市中西區南門里4鄰南寧街45號,"22.984784,120.20329",1.0,1346.0,
一般住宅,CNA00249,南門里,臺南市中西區南門里1鄰南門路68巷7號,"22.981960,120.202969",1.0,13.0,
一般住宅,CNA00250,南門里,臺南市中西區南門里1鄰南門路68巷7號,"22.981954,120.203035",1.0,20.0,
台灣製鹽廠,CNA00251,南門里,臺南市中西區南門里1鄰南門路68巷25號,"22.981954,120.20186",1.0,360.0,
宏杰建設公司,CNA00252,郡王里,臺南市中西區郡王里2鄰南門路233號,"22.983422,120.204122",1.0,633.0,
一般住宅,CNA00253,郡王里,臺南市中西區郡王里2鄰南門路231巷13號,"22.98357,120.205253",1.0,86.0,
一般住宅,CNA00256,郡王里,臺南市中西區郡王里2鄰南門路231巷5號,"22.983640,120.204629",1.0,29.0,
一般住宅,CNA00257,郡王里,臺南市中西區郡王里4鄰南門路227巷10號,"22.983805,120.205014",1.0,93.0,
一般住宅,CNA00260,郡王里,臺南市中西區郡王里1鄰南門路253號,"22.981905,120.203869",1.0,10.0,
一般住宅,CNA00261,郡王里,臺南市中西區郡王里1鄰南門路245巷1號之1,"22.982240,120.204258",1.0,93.0,
一般住宅,CNA00262,郡王里,臺南市中西區郡王里5鄰南門路227巷6號之1,"22.983865,120.204702",1.0,93.0,
一般住宅,CNA00264,小西門里,臺南市中西區小西門里2鄰五妃街322巷35號,"22.983044,120.199014",1.0,16.0,
一般住宅,CNA00266,小西門里,臺南市中西區小西門里6鄰府緯街9巷6號,"22.983585,120.199465",1.0,126.0,
一般住宅,CNA00267,小西門里,臺南市中西區小西門里3鄰西門路一段482巷25號,"22.983377,120.198628",1.0,40.0,
一般住宅,CNA00268,小西門里,臺南市中西區小西門里6鄰府緯街9巷29號,"22.983440,120.198728",1.0,273.0,
一般住宅,CNA00270,小西門里,臺南市中西區小西門里2鄰五妃街306號,"22.982755,120.198594",1.0,9.0,
一般住宅,CNA00272,小西門里,臺南市中西區小西門里1鄰西門路一段464號,"22.983118,120.197789",1.0,40.0,
一般住宅,CNA00274,小西門里,臺南市中西區小西門里1鄰西門路一段466號,"22.983074,120.198181",1.0,473.0,
一般住宅,CNA00275,小西門里,臺南市中西區小西門里2鄰五妃街326號,"22.982842,120.198052",1.0,33.0,
一般住宅,CNA00276,南門里,臺南市中西區南門里14鄰忠義路一段72號之1,"22.986899,120.201892",1.0,233.0,
一般住宅,CNA00277,南門里,臺南市中西區南門里13鄰樹林街二段264號,"22.986291,120.202425",1.0,233.0,
一般住宅,CNA00278,南門里,臺南市中西區南門里8鄰樹林街二段155號,"22.986090,120.202164",1.0,153.0,
一般住宅,CNA00279,郡王里,臺南市中西區郡王里7鄰南寧街2號,"22.984546,120.205477",1.0,193.0,
一般住宅,CNA00280,郡王里,臺南市中西區郡王里10鄰樹林街二段73號,"22.98564,120.205338",1.0,620.0,
一般住宅,CNA00283,郡王里,臺南市中西區郡王里5鄰南寧街35號,"22.984590,120.204551",1.0,113.0,
一般住宅,CNA00284,郡王里,臺南市中西區郡王里10鄰南門路187巷23號,"22.985412,120.205254",1.0,26.0,
一般住宅,CNA00286,郡王里,臺南市中西區郡王里4鄰南門路227巷15號,"22.983917,120.205029",1.0,60.0,
一般住宅,CNA00287,郡王里,臺南市中西區郡王里7鄰南寧街18號,"22.984642,120.204928",1.0,53.0,
一般住宅,CNA00288,郡王里,臺南市中西區郡王里4鄰南門路227巷17號,"22.983889,120.205186",1.0,66.0,
一般住宅,CNA00289,郡王里,臺南市中西區郡王里10鄰南門路187巷9號,"22.985451,120.204963",1.0,126.0,
一般住宅,CNA00290,郡王里,臺南市中西區郡王里9鄰南門路187巷6號,"22.985330,120.204745",1.0,133.0,
一般住宅,CNA00292,城隍里,臺南市中西區城隍里2鄰民族路二段2號,"22.994620,120.211607",1.0,54.0,
一般住宅,CNA00293,城隍里,臺南市中西區城隍里2鄰民族路二段4號,"22.994610,120.211567",1.0,49.0,
一般住宅,CNA00294,城隍里,臺南市中西區城隍里2鄰民族路二段8號,"22.994606,120.211439",1.0,45.0,
一般住宅,CNA00295,城隍里,臺南市中西區城隍里2鄰民族路二段10號,"22.994599,120.211393",1.0,90.0,
一般住宅,CNA00296,城隍里,臺南市中西區城隍里2鄰民族路二段12號,"22.994599,120.211312",1.0,77.0,
一般住宅,CNA00297,城隍里,臺南市中西區城隍里2鄰民族路二段16號,"22.994592,120.211208",1.0,49.0,
一般住宅,CNA00298,城隍里,臺南市中西區城隍里2鄰民族路二段18號,"22.994592,120.211168",1.0,46.0,
一般住宅,CNA00299,城隍里,臺南市中西區城隍里2鄰民族路二段18號之2,"22.994591,120.211089",1.0,52.0,
一般住宅,CNA00300,城隍里,臺南市中西區城隍里2鄰民族路二段34號,"22.994592,120.211014",1.0,94.0,
一般住宅,CNA00301,城隍里,臺南市中西區城隍里2鄰民族路二段38號,"22.994592,120.210981",1.0,25.0,
一般住宅,CNA00302,城隍里,臺南市中西區城隍里2鄰民族路二段42號,"22.994586,120.210856",1.0,12.0,
一般住宅,CNA00303,城隍里,臺南市中西區城隍里2鄰民族路二段56號,"22.994582,120.210594",1.0,65.0,
一般住宅,CNA00304,城隍里,臺南市中西區城隍里2鄰民族路二段60號,"22.994641,120.210414",1.0,33.0,
一般住宅,CNA00305,城隍里,臺南市中西區城隍里2鄰民族路二段66號,"22.994655,120.210177",1.0,494.0,
一般住宅,CNA00306,赤嵌里,臺南市中西區赤嵌里4鄰民族路二段122號,"22.995985,120.205467",1.0,48.0,
一般住宅,CNA00307,城隍里,臺南市中西區城隍里2鄰中山路134號,"22.995106,120.209373",1.0,72.0,
一般住宅,CNA00308,城隍里,臺南市中西區城隍里2鄰中山路150號,"22.995241,120.209599",1.0,34.0,
一般住宅,CNA00309,城隍里,臺南市中西區城隍里2鄰中山路152號,"22.995265,120.209622",1.0,29.0,
一般住宅,CNA00310,城隍里,臺南市中西區城隍里2鄰中山路154號,"22.995294,120.209646",1.0,14.0,
一般住宅,CNA00312,城隍里,臺南市中西區城隍里2鄰中山路136號,"22.995135,120.209419",1.0,58.0,
臺南高分院,CNA00313,城隍里,臺南市中西區城隍里1鄰中山路170號,"22.995892,120.210742",1.0,233.0,
臺南高分院,CNA00314,城隍里,臺南市中西區城隍里1鄰中山路170號,"22.995892,120.210742",1.0,40.0,
臺南高分院,CNA00315,城隍里,臺南市中西區城隍里1鄰中山路170號,"22.995892,120.210742",1.0,428.0,
臺南高分院,CNA00316,城隍里,臺南市中西區城隍里1鄰中山路170號,"22.995892,120.210742",1.0,45.0,
經濟部商品檢驗局,CNA00318,城隍里,臺南市中西區城隍里1鄰北門路一段179號,"22.996517,120.211712",1.0,300.0,
一般住宅,CNA00319,城隍里,臺南市中西區城隍里2鄰民族路二段18號之1,"22.994592,120.211136",1.0,46.0,
一般住宅,CNA00320,城隍里,臺南市中西區城隍里1鄰北門路一段123巷48號,"22.994951,120.210779",1.0,25.0,
一般住宅,CNA00321,城隍里,臺南市中西區城隍里2鄰北門路一段111號,"22.994617,120.211678",1.0,33.0,
一般住宅,CNA00322,城隍里,臺南市中西區城隍里2鄰北門路一段113號,"22.994665,120.211676",1.0,33.0,
一般住宅,CNA00323,城隍里,臺南市中西區城隍里2鄰北門路一段117號,"22.994821,120.211613",1.0,33.0,
一般住宅,CNA00324,城隍里,臺南市中西區城隍里2鄰北門路一段119號,"22.994854,120.211609",1.0,18.0,
一般住宅,CNA00325,城隍里,臺南市中西區城隍里2鄰北門路一段121號,"22.994893,120.211613",1.0,94.0,
一般住宅,CNA00326,城隍里,臺南市中西區城隍里1鄰北門路一段125號,"22.994985,120.211678",1.0,10.0,
一般住宅,CNA00327,城隍里,臺南市中西區城隍里1鄰北門路一段147號,"22.995474,120.211704",1.0,200.0,
東亞樓大飯店,CNA00330,城隍里,臺南市中西區城隍里11鄰中山路100號,"22.994589,120.208511",1.0,140.0,
一般住宅,CNA00332,城隍里,臺南市中西區城隍里3鄰北門路一段109號之2,"22.994350,120.21162",1.0,56.0,
一般住宅,CNA00333,城隍里,臺南市中西區城隍里8鄰西華南街45巷1號,"22.994004,120.20929",1.0,34.0,
一般住宅,CNA00334,城隍里,臺南市中西區城隍里4鄰民族路二段59號,"22.994308,120.209991",1.0,52.0,
一般住宅,CNA00345,城隍里,臺南市中西區城隍里11鄰民族路二段115號,"22.994561,120.208619",1.0,140.0,
一般住宅,CNA00346,城隍里,臺南市中西區城隍里3鄰民族路二段3號,"22.994326,120.211537",1.0,61.0,
一般住宅,CNA00347,城隍里,臺南市中西區城隍里3鄰民族路二段9號,"22.994333,120.211363",1.0,61.0,
一般住宅,CNA00348,城隍里,臺南市中西區城隍里3鄰民族路二段13號,"22.994333,120.211254",1.0,113.0,
一般住宅,CNA00349,城隍里,臺南市中西區城隍里3鄰民族路二段15號,"22.994332,120.211213",1.0,45.0,
一般住宅,CNA00350,城隍里,臺南市中西區城隍里3鄰民族路二段21號,"22.994333,120.211066",1.0,61.0,
