編號,里別,地址,避難所在之地下樓層數,可容納人數,經度,緯度,轄管分局,"unnamed (1)","unnamed (2)","unnamed (3)"
752.0,溝墘里,臺中市南屯區溝墘里大容東街18號,1.0,889.0,120.645689,24.14958361,第四分局,,,
753.0,溝墘里,臺中市南屯區溝墘里大容東街1之9號,1.0,77.0,120.6456314,24.1497695,第四分局,,,
754.0,溝墘里,臺中市南屯區溝墘里大進街289號,1.0,221.0,120.6487324,24.141309,第四分局,,,
755.0,溝墘里,臺中市南屯區溝墘里大進街373號,1.0,81.0,120.650943,24.15125714,第四分局,,,
756.0,溝墘里,臺中市南屯區溝墘里大進街488號,1.0,150.0,120.6326751,24.1523262,第四分局,,,
757.0,溝墘里,臺中市南屯區溝墘里大進街523號,1.0,110.0,120.6433231,24.15168087,第四分局,,,
758.0,溝墘里,臺中市南屯區溝墘里大進街541號,1.0,110.0,120.6496329,24.15368087,第四分局,,,
759.0,溝墘里,臺中市南屯區溝墘里大進街536號,1.0,413.0,120.6512462,24.15368087,第四分局,,,", "
760.0,溝墘里,臺中市南屯區溝墘里大進街697號,1.0,288.0,120.6496329,24.15168022,第四分局,,,
761.0,溝墘里,臺中市南屯區溝墘里大隆路71號,1.0,117.0,120.6496329,24.15168044,第四分局,,,
762.0,溝墘里,臺中市南屯區溝墘里大業路100號,1.0,493.0,120.6490112,24.1539951,第四分局,,,
763.0,溝墘里,臺中市南屯區溝墘里大業路181號,1.0,135.0,120.6462242,24.15168087,第四分局,,,
764.0,溝墘里,臺中市南屯區溝墘里大業路244號,1.0,90.0,120.6424582,24.15168087,第四分局,,,
765.0,溝墘里,臺中市南屯區溝墘里大業路245號,1.0,293.0,120.6496329,24.15368087,第四分局,,,
766.0,溝墘里,臺中市南屯區溝墘里大業路270號,1.0,83.0,120.6436954,24.15312841,第四分局,,,
767.0,溝墘里,臺中市南屯區溝墘里大業路298號,1.0,74.0,120.6436288,24.15368234,第四分局,,,
768.0,溝墘里,臺中市南屯區溝墘里大業路300號,1.0,96.0,120.6423683,24.15380269,第四分局,,,
769.0,溝墘里,臺中市南屯區溝墘里大業路302號,1.0,94.0,120.6496329,24.15233636,第四分局,,,
770.0,溝墘里,臺中市南屯區溝墘里大業路304號,1.0,77.0,120.6423261,24.15162336,第四分局,,,
771.0,溝墘里,臺中市南屯區溝墘里大業路306號,1.0,77.0,120.6496329,24.1516846,第四分局,,,
772.0,溝墘里,臺中市南屯區溝墘里大業路307號,1.0,682.0,120.6496329,24.15166532,第四分局,,,
773.0,溝墘里,臺中市南屯區溝墘里大業路308號,1.0,77.0,120.6496329,24.15322412,第四分局,,,
774.0,溝墘里,臺中市南屯區溝墘里大業路309號,1.0,86.0,120.6496329,24.15232069,第四分局,,,
775.0,溝墘里,臺中市南屯區溝墘里大業路310號,1.0,77.0,120.6480195,24.14266348,第四分局,,,
776.0,溝墘里,臺中市南屯區溝墘里大業路312號,1.0,77.0,120.6496329,24.1516262,第四分局,,,
777.0,溝墘里,臺中市南屯區溝墘里大業路314號,1.0,77.0,120.6496329,24.15168682,第四分局,,,
778.0,溝墘里,臺中市南屯區溝墘里大業路316號,1.0,77.0,120.6496329,24.15168087,第四分局,,,
779.0,溝墘里,臺中市南屯區溝墘里大業路318號,1.0,77.0,120.6496329,24.1516224,第四分局,,,
780.0,溝墘里,臺中市南屯區溝墘里大業路320號,1.0,77.0,120.6496329,24.15168087,第四分局,,,
781.0,溝墘里,臺中市南屯區溝墘里大業路332號,1.0,154.0,120.6496246,24.15168112,第四分局,,,
782.0,溝墘里,臺中市南屯區溝墘里大業路91號,1.0,242.0,120.6496329,24.15166242,第四分局,,,
783.0,溝墘里,臺中市南屯區溝墘里大聖街23號,1.0,73.0,120.6496329,24.15162462,第四分局,,,
784.0,溝墘里,臺中市南屯區溝墘里大聖街242號,1.0,118.0,120.6496329,24.15168087,第四分局,,,
785.0,溝墘里,臺中市南屯區溝墘里大聖街248之1號,1.0,86.0,120.6496329,24.15168224,第四分局,,,
786.0,溝墘里,臺中市南屯區溝墘里大聖街321號,1.0,811.0,120.6496329,24.1516221,第四分局,,,
787.0,溝墘里,臺中市南屯區溝墘里大聖街341號,1.0,79.0,120.6496329,24.1516346,第四分局,,,
788.0,溝墘里,臺中市南屯區溝墘里大聖街327號,1.0,187.0,120.6496329,24.1516862,第四分局,,,
789.0,溝墘里,臺中市南屯區溝墘里大聖街346號,1.0,69.0,120.6496329,24.15168286,第四分局,,,
790.0,溝墘里,臺中市南屯區溝墘里大聖街37號,1.0,75.0,120.6496329,24.1516682,第四分局,,,
791.0,溝墘里,臺中市南屯區溝墘里大聖街43號,1.0,91.0,120.6496329,24.15168532,第四分局,,,
792.0,溝墘里,臺中市南屯區溝墘里大墩10街179號,1.0,138.0,120.6496329,24.15168453,第四分局,,,
793.0,溝墘里,臺中市南屯區溝墘里大墩10街181號,1.0,138.0,120.6496329,24.15168453,第四分局,,,
794.0,溝墘里,臺中市南屯區溝墘里大墩10街244號,1.0,961.0,120.6496429,24.15162132,第四分局,,,
795.0,溝墘里,臺中市南屯區溝墘里大墩11街163號,1.0,263.0,120.6492688,24.15168212,第四分局,,,
796.0,溝墘里,臺中市南屯區溝墘里大墩11街1號,1.0,2594.0,120.6496324,24.15168087,第四分局,,,
797.0,溝墘里,臺中市南屯區溝墘里大墩12街163號,1.0,204.0,120.6496683,24.15168445,第四分局,,,
798.0,溝墘里,臺中市南屯區溝墘里大墩12街300號,1.0,1606.0,120.6496329,24.15168087,第四分局,,,
799.0,溝墘里,臺中市南屯區溝墘里大墩12街647號,1.0,208.0,120.6496329,24.15168087,第四分局,,,
800.0,溝墘里,臺中市南屯區溝墘里大墩13街9號,1.0,424.0,120.6496329,24.15168087,第四分局,,,
801.0,溝墘里,臺中市南屯區溝墘里大墩14街11號,1.0,164.0,120.6496329,24.15168087,第四分局,,,
802.0,溝墘里,臺中市南屯區溝墘里大墩14街161號,1.0,163.0,120.6496329,24.15168087,第四分局,,,
803.0,溝墘里,臺中市南屯區溝墘里大墩14街184號,1.0,306.0,120.6498521,24.15168087,第四分局,,,
804.0,溝墘里,臺中市南屯區溝墘里大墩14街238號,1.0,546.0,120.6496329,24.15163261,第四分局,,,
805.0,溝墘里,臺中市南屯區溝墘里大墩14街260號,1.0,307.0,120.6496824,24.15168321,第四分局,,,
806.0,溝墘里,臺中市南屯區溝墘里大墩14街267號,1.0,78.0,120.6439391,24.1482715,第四分局,,,
807.0,溝墘里,臺中市南屯區溝墘里大墩14街285號,1.0,81.0,120.6496452,24.15168326,第四分局,,,
808.0,溝墘里,臺中市南屯區溝墘里大墩14街296號,1.0,137.0,120.6496345,24.15132641,第四分局,,,
809.0,溝墘里,臺中市南屯區溝墘里大墩14街340號,1.0,195.0,120.6496324,24.15166327,第四分局,,,
810.0,溝墘里,臺中市南屯區溝墘里大墩14街7號,1.0,365.0,120.6496329,24.15166217,第四分局,,,
811.0,溝墘里,臺中市南屯區溝墘里大墩17街8號,1.0,186.0,120.6496452,24.15166126,第四分局,,,
812.0,溝墘里,臺中市南屯區溝墘里大墩18街7號,1.0,434.0,120.6496323,24.15366512,第四分局,,,
813.0,溝墘里,臺中市南屯區溝墘里大墩十一街156號,1.0,219.0,120.6496452,24.15168563,第四分局,,,
814.0,溝墘里,臺中市南屯區溝墘里大墩十一街280之14號,1.0,313.0,120.6496355,24.15168456,第四分局,,,
815.0,溝墘里,臺中市南屯區溝墘里大墩十一街280之16號,1.0,88.0,120.6496456,24.15168022,第四分局,,,
816.0,溝墘里,臺中市南屯區溝墘里大墩十七街137號,1.0,52.0,120.6495688,24.1516862,第四分局,,,
817.0,溝墘里,臺中市南屯區溝墘里大墩十七街37號,1.0,85.0,120.6496842,24.15168246,第四分局,,,
818.0,溝墘里,臺中市南屯區溝墘里大墩十二街113號,1.0,319.0,120.6445652,24.15162326,第四分局,,,
819.0,溝墘里,臺中市南屯區溝墘里大墩十二街129號,1.0,270.0,120.6445688,24.15161242,第四分局,,,
820.0,溝墘里,臺中市南屯區溝墘里大墩十二街180號,1.0,131.0,120.6458288,24.15168625,第四分局,,,
821.0,溝墘里,臺中市南屯區溝墘里大墩十二街200號,1.0,1893.0,120.649248,24.1516242,第四分局,,,
822.0,溝墘里,臺中市南屯區溝墘里大墩十二街292號,1.0,83.0,120.6496329,24.15168246,第四分局,,,
823.0,溝墘里,臺中市南屯區溝墘里大墩十二街296號,1.0,620.0,120.649625,24.15232262,第四分局,,,
824.0,溝墘里,臺中市南屯區溝墘里大墩十三街18號,1.0,121.0,120.6468221,24.15232215,第四分局,,,
825.0,溝墘里,臺中市南屯區溝墘里大墩十三街21號,1.0,141.0,120.6496329,24.15168087,第四分局,,,
826.0,溝墘里,臺中市南屯區溝墘里大墩十五街11號,1.0,125.0,120.6496382,24.15168087,第四分局,,,
827.0,溝墘里,臺中市南屯區溝墘里大墩十六街16號,1.0,807.0,120.649268,24.15168087,第四分局,,,
828.0,溝墘里,臺中市南屯區溝墘里大墩十四332號,1.0,596.0,120.6496329,24.15161232,第四分局,,,
829.0,溝墘里,臺中市南屯區溝墘里大墩十四街126號,1.0,447.0,120.6496329,24.15163262,第四分局,,,
830.0,溝墘里,臺中市南屯區溝墘里大墩十四街170號,1.0,101.0,120.6496338,24.15268361,第四分局,,,
831.0,溝墘里,臺中市南屯區溝墘里大墩十四街178號,1.0,682.0,120.6496532,24.15268087,第四分局,,,
832.0,溝墘里,臺中市南屯區溝墘里大墩十四街181號,1.0,471.0,120.6496643,24.15168321,第四分局,,,
833.0,溝墘里,臺中市南屯區溝墘里大墩十四街237號,1.0,6834.0,120.6496354,24.15368621,第四分局,,,
834.0,溝墘里,臺中市南屯區溝墘里大墩十四街266號,1.0,1800.0,120.6496346,24.15368324,第四分局,,,
835.0,溝墘里,臺中市南屯區溝墘里大墩十四街292號,1.0,100.0,120.6496325,24.15322212,第四分局,,,
836.0,溝墘里,臺中市南屯區溝墘里大墩十四街306號,1.0,91.0,120.6496449,24.15325221,第四分局,,,
837.0,溝墘里,臺中市南屯區溝墘里大墩十四街311號,1.0,161.0,120.6432258,24.15223692,第四分局,,,
838.0,溝墘里,臺中市南屯區溝墘里大墩十四街339號,1.0,638.0,120.6423227,24.1523254,第四分局,,,
839.0,溝墘里,臺中市南屯區溝墘里大墩十四街340號,1.0,725.0,120.6493215,24.14059959,第四分局,,,
840.0,溝墘里,臺中市南屯區溝墘里大墩十街181號,1.0,79.0,120.6462356,24.13859179,第四分局,,,
841.0,溝墘里,臺中市南屯區溝墘里大墩十街212號,1.0,619.0,120.6324008,24.14341417,第四分局,,,
842.0,溝墘里,臺中市南屯區溝墘里大墩十街242號,1.0,141.0,120.6421694,24.1420074,第四分局,,,
843.0,溝墘里,臺中市南屯區溝墘里大墩路465號,1.0,123.0,120.6499836,24.15218877,第四分局,,,
844.0,溝墘里,臺中市南屯區溝墘里大墩路470號,1.0,86.0,120.6495606,24.14006938,第四分局,,,
845.0,溝墘里,臺中市南屯區溝墘里大墩路521號,1.0,701.0,120.6464265,24.14832543,第四分局,,,
846.0,溝墘里,臺中市南屯區溝墘里大墩路649號,1.0,337.0,120.6516568,24.15596125,第四分局,,,
847.0,溝墘里,臺中市南屯區溝墘里大墩路653號,1.0,79.0,120.6524881,24.15556963,第四分局,,,
848.0,溝墘里,臺中市南屯區溝墘里大墩路693號,1.0,836.0,120.6514323,24.15596462,第四分局,,,
849.0,溝墘里,臺中市南屯區溝墘里大墩路697號,1.0,73.0,120.6514165,24.15596127,第四分局,,,
850.0,溝墘里,臺中市南屯區溝墘里大墩路703號,1.0,713.0,120.6514224,24.15591256,第四分局,,,
851.0,溝墘里,臺中市南屯區溝墘里大墩路709號,1.0,2973.0,120.6514132,24.15596126,第四分局,,,
852.0,溝墘里,臺中市南屯區溝墘里大墩路742號,1.0,62.0,120.6514166,24.1534628,第四分局,,,
853.0,溝墘里,臺中市南屯區溝墘里大墩路793號,1.0,226.0,120.6514144,24.15596128,第四分局,,,
854.0,溝墘里,臺中市南屯區溝墘里大墩路880號,1.0,134.0,120.6514212,24.15594562,第四分局,,,
855.0,溝墘里,臺中市南屯區溝墘里公益路二段132號,1.0,84.0,120.6514166,24.15592462,第四分局,,,
856.0,溝墘里,臺中市南屯區溝墘里公益路二段150號,1.0,62.0,120.6514122,24.15593562,第四分局,,,
857.0,溝墘里,臺中市南屯區溝墘里公益路二段296號,1.0,454.0,120.6514242,24.15512358,第四分局,,,
858.0,溝墘里,臺中市南屯區溝墘里公益路二段61號,1.0,395.0,120.6514246,24.15594662,第四分局,,,
859.0,溝墘里,臺中市南屯區溝墘里文心路一段306號,1.0,930.0,120.6514126,24.15596128,第四分局,,,
860.0,溝墘里,臺中市南屯區溝墘里文心路一段346號,1.0,165.0,120.6511544,24.15596128,第四分局,,,
861.0,溝墘里,臺中市南屯區溝墘里文心路一段316號,1.0,2184.0,120.6511458,24.15596369,第四分局,,,
862.0,溝墘里,臺中市南屯區溝墘里文心路一段320號,1.0,560.0,120.6514358,24.15596127,第四分局,,,
863.0,溝墘里,臺中市南屯區溝墘里文心路一段378號,1.0,3017.0,120.6513414,24.15826282,第四分局,,,
864.0,溝墘里,臺中市南屯區溝墘里文心路一段448號,1.0,54.0,120.6514126,24.15592369,第四分局,,,
865.0,溝墘里,臺中市南屯區溝墘里文心路一段458號,1.0,54.0,120.6514246,24.15592862,第四分局,,,
866.0,溝墘里,臺中市南屯區溝墘里文心路一段468號,1.0,54.0,120.6514147,24.15568324,第四分局,,,
867.0,溝墘里,臺中市南屯區溝墘里文心路一段568號,1.0,54.0,120.6514266,24.15563511,第四分局,,,
868.0,溝墘里,臺中市南屯區溝墘里文心路一段478號,1.0,54.0,120.6514246,24.15596125,第四分局,,,
869.0,溝墘里,臺中市南屯區溝墘里文心路一段490號,1.0,77.0,120.6514167,24.15596145,第四分局,,,
870.0,溝墘里,臺中市南屯區溝墘里文心路一段498號,1.0,361.0,120.6475372,24.15566627,第四分局,,,
871.0,溝墘里,臺中市南屯區溝墘里文心路一段521號,1.0,300.0,120.6476542,24.15954465,第四分局,,,
872.0,溝墘里,臺中市南屯區溝墘里文心路一段556號,1.0,138.0,120.645194,24.15323398,第四分局,,,
873.0,溝墘里,臺中市南屯區溝墘里文心路二段220號,1.0,547.0,120.6512479,24.14714215,第四分局,,,
874.0,溝墘里,臺中市南屯區溝墘里水安街3號,1.0,646.0,120.6518626,24.15554322,第四分局,,,
875.0,溝墘里,臺中市南屯區溝墘里向上路一段570號,1.0,386.0,120.6512478,24.14714553,第四分局,,,
876.0,溝墘里,臺中市南屯區溝墘里向上路二段183號,1.0,263.0,120.6512438,24.14714253,第四分局,,,
877.0,溝墘里,臺中市南屯區溝墘里東興路二段187號,1.0,779.0,120.6512479,24.14752229,第四分局,,,
878.0,溝墘里,臺中市南屯區溝墘里東興路三段383號,1.0,74.0,120.6512476,24.14725423,第四分局,,,
879.0,溝墘里,臺中市南屯區溝墘里東興路大墩十一街1號,1.0,396.0,120.6512427,24.14774429,第四分局,,,
880.0,溝墘里,臺中市南屯區溝墘里河南路三段515巷355號,1.0,470.0,120.6512366,24.14714553,第四分局,,,
881.0,溝墘里,臺中市南屯區溝墘里溝墘東二巷3-7號,1.0,96.0,120.6452046,24.1539385,第四分局,,,
882.0,溝墘里,臺中市南屯區溝墘里溝墘東二巷6-16號,1.0,72.0,120.6448613,24.1539385,第四分局,,,
883.0,溝墘里,臺中市南屯區溝墘里溝墘東二巷6-17號,1.0,93.0,120.6449901,24.15382103,第四分局,,,
884.0,溝墘里,臺中市南屯區溝墘里萬和路二段4巷216號,1.0,63.0,120.6399321,24.14045102,第四分局,,,
885.0,溝墘里,臺中市南屯區溝墘里黎明路二段359號,1.0,213.0,120.6352168,24.15048018,第四分局,,,
886.0,溝墘里,臺中市南屯區溝墘里黎明路二段658號,1.0,1820.0,120.6349553,24.15687503,第四分局,,,
887.0,溝墘里,臺中市南屯區溝墩里大英街296號,1.0,270.0,120.6487921,24.14766741,第四分局,,,
888.0,黎明里,臺中市南屯區黎明里大業路605號,1.0,1388.0,120.6311732,24.1535201,第四分局,,,
889.0,黎明里,臺中市南屯區黎明里大業路655號,1.0,177.0,120.6309523,24.153643,第四分局,,,
890.0,黎明里,臺中市南屯區黎明里干城街14巷552號,1.0,1388.0,120.6311837,24.1556739,第四分局,,,
891.0,黎明里,臺中市南屯區黎明里干城街14巷572號,1.0,416.0,120.6311837,24.1556739,第四分局,,,
892.0,黎明里,臺中市南屯區黎明里干城街267號,1.0,3125.0,120.6296847,24.1523017,第四分局,,,
893.0,黎明里,臺中市南屯區黎明里干城街2號,1.0,1597.0,120.6314916,24.1558035,第四分局,,,
894.0,黎明里,臺中市南屯區黎明里干城街91號,1.0,416.0,120.6297604,24.1554081,第四分局,,,
895.0,黎明里,臺中市南屯區黎明里干城街93號,1.0,54.0,120.6293677,24.1547322,第四分局,,,
896.0,黎明里,臺中市南屯區黎明里公益路二段798號,1.0,1040.0,120.626897,24.151323,第四分局,,,
897.0,黎明里,臺中市南屯區黎明里博愛街80巷47號,1.0,114.0,120.6304819,24.1531989,第四分局,,,
898.0,黎明里,臺中市南屯區黎明里博愛街80巷51號,1.0,973.0,120.6307385,24.1532085,第四分局,,,
899.0,黎明里,臺中市南屯區黎明里博愛街97號,1.0,1388.0,120.6295715,24.153365,第四分局,,,
900.0,黎明里,臺中市南屯區黎明里博愛路80巷49號,1.0,546.0,120.6311004,24.1532665,第四分局,,,
901.0,黎明里,臺中市南屯區黎明里黎明路2段238號,1.0,52.0,120.6334887,24.1476953,第四分局,,,
902.0,黎明里,臺中市南屯區黎明里黎明路2段497號,1.0,1470.0,120.6319087,24.1534404,第四分局,,,
903.0,黎明里,臺中市南屯區黎明里黎明路二段503號,1.0,486.0,120.6314593,24.1552419,第四分局,,,
904.0,黎明里,臺中市南屯區黎明里黎明路二段513號,1.0,1041.0,120.631838,24.1558449,第四分局,,,
905.0,黎明里,臺中市南屯區黎明里黎明路二段507號,1.0,781.0,120.6314575,24.1552399,第四分局,,,
906.0,黎明里,臺中市南屯區黎明里黎明路二段666號,1.0,694.0,120.6315855,24.1576053,第四分局,,,
907.0,黎明里,臺中市南屯區黎明里黎明路二段658號,1.0,694.0,120.6318104,24.1572805,第四分局,,,
908.0,黎明里,臺中市南屯區黎明里懷德路11號,1.0,272.0,120.6275839,24.1567775,第四分局,,,
909.0,永定里,臺中市南屯區黎明路一段323巷10弄64號,1.0,82.0,120.62793,24.12068,第四分局,,,
910.0,中和里,臺中市南屯區黎明路一段323巷2號,1.0,67.0,120.6279,24.11961,第四分局,,,
911.0,中和里,臺中市南屯區黎明路一段323巷4號,1.0,67.0,120.62795,24.11977,第四分局,,,
912.0,新生里,臺中市南屯區龍富路三段560號,1.0,989.0,120.6255451,24.13795798,第四分局,,,
913.0,豐樂里,臺中市南屯區豐樂里11鄰文心南六路297號,1.0,313.0,120.647069,24.130624,第四分局,,,
914.0,豐樂里,臺中市南屯區豐樂里15鄰文心南五路331號,1.0,2942.0,120.643401,24.131571,第四分局,,,
915.0,豐樂里,臺中市南屯區豐樂里16鄰向心南路751號,1.0,222.0,120.64372,24.13293,第四分局,,,
916.0,豐樂里,臺中市南屯區豐樂里27鄰豐富路151號,1.0,981.0,120.648031,24.12986,第四分局,,,
917.0,豐樂里,臺中市南屯區豐樂里31鄰文心南路250號,1.0,1525.0,120.646696,24.13068,第四分局,,,
918.0,豐樂里,臺中市南屯區豐樂里大墩南路177號,1.0,935.0,120.64984,24.13006,第四分局,,,
919.0,豐樂里,臺中市南屯區豐樂里大墩南路178號,1.0,1049.0,120.650174,24.130196,第四分局,,,
920.0,豐樂里,臺中市南屯區豐樂里大墩南路179號,1.0,383.0,120.650177,24.129816,第四分局,,,
921.0,豐樂里,臺中市南屯區豐樂里大墩南路379號,1.0,238.0,120.64963,24.13156,第四分局,,,
922.0,豐樂里,臺中市南屯區豐樂里文心南七路126號,1.0,935.0,120.649741,24.129648,第四分局,,,
923.0,豐樂里,臺中市南屯區豐樂里文心南七路160號,1.0,934.0,120.649005,24.129674,第四分局,,,
924.0,豐樂里,臺中市南屯區豐樂里文心南七路300號,1.0,577.0,120.645281,24.129743,第四分局,,,
925.0,豐樂里,臺中市南屯區豐樂里文心南九路119號,1.0,650.0,120.64306,24.12781,第四分局,,,
926.0,豐樂里,臺中市南屯區豐樂里文心南九路169號,1.0,1420.0,120.641437,24.12797,第四分局,,,
927.0,豐樂里,臺中市南屯區豐樂里文心南二路390號,1.0,4756.0,120.644899,24.136264,第四分局,,,
928.0,豐樂里,臺中市南屯區豐樂里文心南二路482號,1.0,3852.0,120.642523,24.136215,第四分局,,,
929.0,豐樂里,臺中市南屯區豐樂里文心南二路488號,1.0,3851.0,120.642533,24.136219,第四分局,,,
930.0,豐樂里,臺中市南屯區豐樂里文心南二路506號,1.0,470.0,120.6416,24.13646,第四分局,,,
931.0,豐樂里,臺中市南屯區豐樂里文心南三路289號,1.0,8684.0,120.649632,24.132936,第四分局,,,
932.0,豐樂里,臺中市南屯區豐樂里文心南三路539號,1.0,456.0,120.64538,24.1333,第四分局,,,
933.0,豐樂里,臺中市南屯區豐樂里文心南三路596號,1.0,1191.0,120.6448,24.133526,第四分局,,,
934.0,豐樂里,臺中市南屯區豐樂里文心南三路700號,1.0,82.0,120.64294,24.13376,第四分局,,,
935.0,豐樂里,臺中市南屯區豐樂里文心南三路799號,1.0,419.0,120.64089,24.13348,第四分局,,,
936.0,豐樂里,臺中市南屯區豐樂里文心南五358號,1.0,377.0,120.636967,24.126342,第四分局,,,
937.0,豐樂里,臺中市南屯區豐樂里文心南五368號,1.0,377.0,120.64158,24.13244,第四分局,,,
938.0,豐樂里,臺中市南屯區豐樂里文心南五路277號,1.0,429.0,120.64801,24.13204,第四分局,,,
939.0,豐樂里,臺中市南屯區豐樂里文心南五路321號,1.0,2555.0,120.64452,24.131898,第四分局,,,
940.0,豐樂里,臺中市南屯區豐樂里文心南五路330號,1.0,1481.0,120.64318,24.132242,第四分局,,,
941.0,豐樂里,臺中市南屯區豐樂里文心南五路358號,1.0,377.0,120.636967,24.126342,第四分局,,,
942.0,豐樂里,臺中市南屯區豐樂里文心南五路一段389號,1.0,433.0,120.64124,24.13221,第四分局,,,
943.0,豐樂里,臺中市南屯區豐樂里文心南五路一段395號,1.0,125.0,120.640801,24.131924,第四分局,,,
944.0,豐樂里,臺中市南屯區豐樂里文心南五路一段496號,1.0,378.0,120.63928,24.13254,第四分局,,,
945.0,豐樂里,臺中市南屯區豐樂里文心南六路163號,1.0,1106.0,120.64947,24.13077,第四分局,,,
946.0,豐樂里,臺中市南屯區豐樂里文心南六路179號,1.0,668.0,120.6489,24.1308,第四分局,,,
947.0,豐樂里,臺中市南屯區豐樂里文心南六路288號,1.0,562.0,120.646705,24.130969,第四分局,,,
948.0,豐樂里,臺中市南屯區豐樂里文心南六路293號,1.0,2546.0,120.64755,24.13073,第四分局,,,
949.0,豐樂里,臺中市南屯區豐樂里文心南六路295號,1.0,734.0,120.64804,24.13133,第四分局,,,
950.0,豐樂里,臺中市南屯區豐樂里文心南六路310號,1.0,989.0,120.645324,24.13108,第四分局,,,
951.0,豐樂里,臺中市南屯區豐樂里文心南路113號,2.0,5533.0,120.64604,24.13271,第四分局,,,
952.0,豐樂里,臺中市南屯區豐樂里文心南路280號,1.0,795.0,120.64659,24.12991,第四分局,,,
953.0,豐樂里,臺中市南屯區豐樂里文心南路289號,3.0,5135.0,120.639996,24.127915,第四分局,,,
954.0,豐樂里,臺中市南屯區豐樂里文心南路761號,1.0,633.0,120.64633,24.13222,第四分局,,,
955.0,豐樂里,臺中市南屯區豐樂里永平路95巷34之1號,1.0,352.0,120.64323,24.12695,第四分局,,,
956.0,豐樂里,臺中市南屯區豐樂里永春東一路430號,1.0,228.0,120.64122,24.127545,第四分局,,,
957.0,豐樂里,臺中市南屯區豐樂里永春東一路549號,1.0,265.0,120.641166,24.129963,第四分局,,,
958.0,豐樂里,臺中市南屯區豐樂里永春東一路585號,1.0,153.0,120.641583,24.132906,第四分局,,,
959.0,豐樂里,臺中市南屯區豐樂里永春東一路591號,1.0,1223.0,120.637119,24.130966,第四分局,,,
960.0,豐樂里,臺中市南屯區豐樂里永春東一路818號,1.0,1222.0,120.637119,24.130966,第四分局,,,
961.0,豐樂里,臺中市南屯區豐樂里永春東三路253巷13號,1.0,1106.0,120.63659,24.13149,第四分局,,,
962.0,豐樂里,臺中市南屯區豐樂里永春東路1057號,1.0,195.0,120.63749,24.13555,第四分局,,,
963.0,豐樂里,臺中市南屯區豐樂里永春東路480號,1.0,434.0,120.639339,24.135131,第四分局,,,
964.0,豐樂里,臺中市南屯區豐樂里永春東路885號,1.0,2024.0,120.64063,24.13487,第四分局,,,
965.0,豐樂里,臺中市南屯區豐樂里向心南路766號,1.0,1088.0,120.64425,24.13295,第四分局,,,
966.0,豐樂里,臺中市南屯區豐樂里向心南路811號,1.0,393.0,120.643438,24.134209,第四分局,,,
967.0,豐樂里,臺中市南屯區豐樂里東興路1段469號,1.0,2536.0,120.65298,24.13165,第四分局,,,
968.0,豐樂里,臺中市南屯區豐樂里東興路一段379號,1.0,765.0,120.65302,24.13058,第四分局,,,
969.0,豐樂里,臺中市南屯區豐樂里南屯路2段37號,1.0,683.0,120.64534,24.13775,第四分局,,,
970.0,豐樂里,臺中市南屯區豐樂里萬和路一段31之6號,1.0,180.0,120.63636,24.13234,第四分局,,,
971.0,豐樂里,臺中市南屯區豐樂里萬和路一段31之7號,1.0,221.0,120.63652,24.13225,第四分局,,,
972.0,豐樂里,臺中市南屯區豐樂里黎明路一段838-6號,1.0,138.0,120.63608,24.13276,第四分局,,,
973.0,豐樂里,臺中市南屯區豐樂里豐偉路186號,4.0,1779.0,120.64524,24.13168,第四分局,,,
974.0,豐樂里,臺中市南屯區豐樂里豐偉路2號,1.0,577.0,120.6452,24.13006,第四分局,,,
975.0,豐樂里,臺中市南屯區豐樂里豐偉路66號,1.0,664.0,120.645392,24.130699,第四分局,,,
976.0,豐樂里,臺中市南屯區豐樂里豐富路199-1號,1.0,2355.0,120.64782,24.13143,第四分局,,,
977.0,鎮平里,臺中市南屯區鎮平里萬和路一段17號,1.0,150.0,120.6354,24.131148,第四分局,,,
978.0,鎮平里,臺中市南屯區鎮平里萬和路一段47號,1.0,444.0,120.638534,24.135936,第四分局,,,
979.0,鎮平里,臺中市南屯區鎮平里萬和路一段285號,1.0,131.0,120.63826,24.13551,第四分局,,,
980.0,鎮平里,臺中市南屯區鎮平里黎明路一段405號,1.0,263.0,120.62874,24.1211,第四分局,,,
981.0,鎮平里,臺中市南屯區鎮平里黎明路一段425號,1.0,927.0,120.628094,24.119667,第四分局,,,
982.0,寶山里,臺中市南屯區寶山一街106號,3.0,385.0,120.608977,24.131777,第四分局,,,
983.0,寶山里,臺中市南屯區寶山一街117-3號,1.0,163.0,120.611254,24.135546,第四分局,,,
984.0,寶山里,臺中市南屯區寶山里工業區23路1號,1.0,402.0,120.599546,24.149159,第四分局,,,
985.0,寶山里,臺中市南屯區寶山里工業區23路22號,1.0,362.0,120.61416,24.143001,第四分局,,,
986.0,寶山里,臺中市南屯區寶山里工業區23路3號,1.0,402.0,120.607091,24.136232,第四分局,,,
987.0,寶山里,臺中市南屯區寶山里五權西路三段188號,1.0,1470.0,120.611688,24.138714,第四分局,,,
988.0,寶山里,臺中市南屯區寶山里文山十街88之2號,1.0,128.0,120.60959,24.145453,第四分局,,,
989.0,寶山里,臺中市南屯區寶山里嶺東路870巷15弄2號,1.0,677.0,120.612126,24.145576,第四分局,,,
990.0,寶山里,臺中市南屯區寶山里嶺東路898號,1.0,962.0,120.608911,24.145828,第四分局,,,
