電腦編號,建築物名稱,類別,鄉鎮市區,村里別,地址,經緯度,避難樓層,容量（自動計算）,轄區派出所,備註
HNB00323,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里4鄰成功三路10號,"24.8197708,121.0223059",2,1406.0,六家派出所,
HNB00324,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里5鄰文興路83號,"24.8169474,121.0162065",3,2349.0,六家派出所,
HNB00325,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里4鄰嘉豐六路一段67號,"24.8124514,121.0310335",3,1658.0,六家派出所,
HNB00326,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里5鄰成功九街75號,"24.8176955,121.0166412",3,1760.0,六家派出所,
HNB00327,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里8鄰自強五路145號,"24.8155941,121.0221112",2,752.0,六家派出所,
HNB00328,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里5鄰興隆路二段99號,"24.8146368,121.0158832",2,2052.0,六家派出所,
HNB00329,大樓,大樓,竹北市,十興里,新竹縣竹北市十興里21鄰莊敬七街109號,"24.8267002,121.0315309",2,2763.0,六家派出所,
HNB00330,大樓,大樓,竹北市,十興里,新竹縣竹北市十興里22鄰勝利十街22號,"24.8261242,121.0287929",1,361.0,六家派出所,
HNB00331,大樓,大樓,竹北市,十興里,新竹縣竹北市十興里21鄰莊敬七街91號,"24.8260802,121.0312433",3,1158.0,六家派出所,
HNB00332,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里9鄰成功十二街60號,"24.8135088,121.0209342",2,1165.0,六家派出所,
HNB00333,大樓,大樓,竹北市,十興里,新竹縣竹北市十興里13鄰自強北路136號,"24.8218338,121.0301358",3,3213.0,六家派出所,
HNB00334,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里39鄰光明六路東二段38號,"24.8184072,121.0295666",3,1192.0,六家派出所,
HNB00335,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里3鄰勝利八街一段207號,"24.8262995,121.0264718",4,2046.0,六家派出所,
HNB00336,公寓,公寓,竹北市,鹿場里,新竹縣竹北市鹿場里25鄰成功九街48號,"24.8180205,121.0153446",1,161.0,六家派出所,
HNB00337,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里23鄰十興路二段86號,"24.8245395,121.034888",3,1857.0,六家派出所,
HNB00338,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里5鄰文興路二段25號,"24.8083437,121.0335381",3,1018.0,六家派出所,
HNB00339,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里28鄰十興路一段500號,"24.827723,121.0300257",2,1763.0,六家派出所,
HNB00340,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里38鄰光明六路東二段331號,"24.8133757,121.0346556",3,3554.0,六家派出所,
HNB00341,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里4鄰嘉豐南路一段82號,"24.8104581,121.0336256",3,2302.0,六家派出所,
HNB00342,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里7鄰光明六路東二段236號,"24.8140899,121.0329836",3,1643.0,六家派出所,
HNB00343,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里1鄰十興路267號,"24.8309104,121.0258925",1,388.0,六家派出所,
HNB00344,六家國小-教學大樓,公寓,竹北市,鹿場里,新竹縣竹北市鹿場里31鄰嘉興路62號,"24.8140988,121.0249489",1,434.0,六家派出所,
HNB00345,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里22鄰嘉興路478號,"24.8242733,121.0341336",3,1567.0,六家派出所,
HNB00346,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里8鄰福興東路一段261號,"24.8176612,121.0259064",3,1101.0,六家派出所,
HNB00347,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里6鄰嘉興路338巷32號,"24.8197247,121.0311412",3,1873.0,六家派出所,
HNB00348,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里28鄰嘉興路588號,"24.813225,121.0243244",3,1712.0,六家派出所,
HNB00349,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里33鄰十興路一段540號,"24.8272009,121.0310374",3,1802.0,六家派出所,
HNB00350,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里24鄰成功八路32號,"24.8186143,121.0158516",3,1713.0,六家派出所,
HNB00351,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里20鄰莊敬五路163號,"24.8271946,121.0285066",4,1309.0,六家派出所,
HNB00352,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里20鄰莊敬南路166號,"24.8163803,121.0194842",3,3648.0,六家派出所,
HNB00353,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里6鄰嘉豐十一路115號,"24.8076791,121.0357451",4,6280.0,六家派出所,
HNB00354,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里21鄰成功八路180號,"24.8173787,121.019035",5,2377.0,六家派出所,
HNB00355,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里19鄰文興路257號,"24.8149941,121.0204399",3,958.0,六家派出所,
HNB00356,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里28鄰十興路一段472號,"24.8281555,121.0296815",3,1468.0,六家派出所,
HNB00357,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里29鄰自強三路188號,"24.815847,121.016769",3,1287.0,六家派出所,
HNB00358,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里16鄰莊敬三路268號,"24.8272159,121.0275618",5,2709.0,六家派出所,
HNB00359,興隆國小,公寓,竹北市,鹿場里,新竹縣竹北市鹿場里29鄰文興路88號,"24.816633,121.0156791",1,1136.0,六家派出所,
HNB00360,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里1鄰聯發街31號,"24.8296983,121.0255153",3,8222.0,六家派出所,
HNB00361,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里27鄰成功十三街30號,"24.8126824,121.021172",2,881.0,六家派出所,
HNB00362,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里11鄰田厝街17號,"24.8290376,121.0267996",1,306.0,六家派出所,
HNB00363,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里自強南路216號,"24.8144777,121.0236644",2,177.0,六家派出所,
HNB00364,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里19鄰成功十一街56號,"24.8158066,121.0205053",2,2401.0,六家派出所,
HNB00365,台灣新竹農田水利會,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里18鄰文興路333號,"24.8141042,121.0222237",3,1117.0,六家派出所,
HNB00366,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里5鄰莊敬三路171號,"24.8264217,121.0268131",5,2074.0,六家派出所,
HNB00367,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里19鄰嘉興二街17號,"24.80877,121.045833",4,3591.0,六家派出所,
HNB00368,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里26鄰成功十二街38號,"24.8128953,121.0219749",3,1379.0,六家派出所,
HNB00369,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里9鄰莊敬三路215號,"24.8218952,121.0247636",5,2222.0,六家派出所,
HNB00370,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里13鄰光明六路東二段112號,"24.8165193,121.0309825",3,3703.0,六家派出所,
HNB00371,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里29鄰十興五街120-1號,"24.824302,121.0364425",3,1492.0,六家派出所,
HNB00372,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里5鄰文興路二段1號,"24.808484,121.032979",4,1164.0,六家派出所,
HNB00373,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里5鄰復興三路二段8號,"24.8098011,121.0339482",3,2703.0,六家派出所,
HNB00374,台灣新竹地方法院,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里29鄰興隆路二段265號,"24.8121526,121.0192913",2,5867.0,六家派出所,
HNB00375,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里3鄰嘉豐五路一段213號,"24.8115692,121.0282884",3,1877.0,六家派出所,
HNB00376,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里1鄰福興東路二段42號,"24.8158518,121.0265961",3,1048.0,六家派出所,
HNB00377,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里8鄰光明六路二段430號,"24.8107088,121.0383593",3,2546.0,六家派出所,
HNB00378,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里25鄰成功九街92號,"24.8177787,121.0160595",2,2216.0,六家派出所,
HNB00379,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里42鄰東興路一段388號,"24.8146686,121.0354089",3,2431.0,六家派出所,
HNB00380,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里14鄰勝利八街一段225號,"24.8259236,121.0272019",5,4811.0,六家派出所,
HNB00381,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里22鄰文興路195號,"24.8158007,121.0185247",4,1625.0,六家派出所,
HNB00382,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里30鄰勝利八街一段345號,"24.8247866,121.0294049",1,286.0,六家派出所,
HNB00383,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里20鄰十興二街128號,"24.8232861,121.034671",3,2788.0,六家派出所,
HNB00384,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里17鄰成功十一街105號,"24.8145761,121.0229146",2,1156.0,六家派出所,
HNB00385,新竹縣政府-安興國小,公寓,竹北市,北興里,新竹縣竹北市北興里37鄰十興路一段435號,"24.8269193,121.0319786",1,1918.0,六家派出所,
HNB00387,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里自強北路418號,"24.8274933,121.0351379",1,117.0,六家派出所,
HNB00388,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里勝利十一路118號,"24.8268033,121.0281112",5,1381.0,六家派出所,
HNB00389,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里15鄰成功十一街77號,"24.8148347,121.0222136",2,1230.0,六家派出所,
HNB00390,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里36鄰勝利十一路266號,"24.8255913,121.0311906",6,2148.0,六家派出所,
HNB00391,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里18鄰自強五路177號,"24.8145063,121.0213774",2,1717.0,六家派出所,
HNB00392,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里26鄰自強北路318號,"24.827683,121.0350407",3,1716.0,六家派出所,
HNB00393,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里9鄰嘉豐南路一段38號,"24.8116014,121.0344728",3,1595.0,六家派出所,
HNB00394,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里12鄰自強南路182號,"24.8153882,121.0243265",1,437.0,六家派出所,
HNB00395,東興國中,公寓,竹北市,中興里,新竹縣竹北市中興里5鄰嘉豐六路一段101號,"24.8112358,121.0300938",1,1905.0,六家派出所,
HNB00396,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里25鄰嘉興三街28號,"24.8232238,121.0350821",3,3515.0,六家派出所,
HNB00397,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里38鄰光明六路東二段281號,"24.8138272,121.0343526",3,504.0,六家派出所,
HNB00398,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里7鄰復興三路二段168號,"24.8076245,121.0383102",4,5053.0,六家派出所,
HNB00399,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里9鄰福興東路二段121號,"24.814335,121.0289225",3,1315.0,六家派出所,
HNB00400,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里25鄰勝利八街一段325號,"24.8249877,121.0291036",2,817.0,六家派出所,
HNB00401,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里11鄰莊敬北街288號,"24.8295797,121.0266294",1,339.0,六家派出所,
HNB00402,臺灣新竹農田水利會,公寓,竹北市,北興里,新竹縣竹北市北興里2鄰莊敬北路160號,"24.8268576,121.0253039",1,1030.0,六家派出所,
HNB00403,新慰加油站股份有限公司,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里24鄰成功八路68號,"24.8184382,121.0164173",1,453.0,六家派出所,
HNB00404,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里27鄰成功十五街11號,"24.8122679,121.0207238",1,190.0,六家派出所,
HNB00405,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里36鄰勝利八街ㄧ段383號,"24.8242412,121.0304409",4,2115.0,六家派出所,
HNB00406,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里11鄰田厝街27號,"24.828858,121.0268774",4,1784.0,六家派出所,
HNB00407,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里10鄰嘉興路168巷23號,"24.8167807,121.0272253",3,4788.0,六家派出所,
HNB00408,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里光明六路東二段371號,"24.8128124,121.0358866",3,1503.0,六家派出所,
HNB00409,春竹租賃有限公司,大樓,竹北市,北興里,新竹縣竹北市北興里26鄰勝利十街39號,"24.826,121.0294076",3,480.0,六家派出所,
HNB00410,新竹縣政府教育處,公寓,竹北市,鹿場里,新竹縣竹北市鹿場里8鄰莊敬南路18號,"24.8198602,121.0213927",1,2627.0,六家派出所,
HNB00411,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里13鄰十興路ㄧ段255號,"24.8295671,121.0280482",3,1589.0,六家派出所,
HNB00412,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里30鄰嘉興三街50號,"24.8242436,121.036154",3,1770.0,六家派出所,
HNB00413,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里4鄰復興三路ㄧ段197號,"24.8106165,121.0331293",3,1147.0,六家派出所,
HNB00414,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里27鄰勝利十三街88號,"24.8272355,121.0299642",2,811.0,六家派出所,
HNB00415,公寓,公寓,竹北市,十興里,新竹縣竹北市十興里19鄰勝利三街8號,"24.8233474,121.0258816",1,96.0,六家派出所,
HNB00416,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里24鄰十興路二段150號,"24.8241288,121.0354399",3,3444.0,六家派出所,
HNB00417,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里7鄰復興一街125號,"24.8146594,121.0313417",2,1984.0,六家派出所,
HNB00418,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里41鄰嘉豐北路36號,"24.8141225,121.0361655",3,1718.0,六家派出所,
HNB00419,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里24鄰十興路一段275號,"24.829094,121.0284628",3,987.0,六家派出所,
HNB00420,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里6鄰莊敬北路210號,"24.8279846,121.0256508",5,2133.0,六家派出所,
HNB00421,補習班,公寓,竹北市,中興里,新竹縣竹北市中興里2鄰嘉豐五路一段166號,"24.8132744,121.0291377",1,200.0,六家派出所,
HNB00422,東興國中,公寓,竹北市,中興里,新竹縣竹北市中興里5鄰嘉豐六路一段101號,"24.8112358,121.0300938",1,1070.0,六家派出所,
HNB00423,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里28鄰成功十六街3號,"24.811794,121.020251",3,3320.0,六家派出所,
HNB00424,"新竹縣政府 托嬰中心",公寓,竹北市,中興里,新竹縣竹北市中興里福興東路二段169號,"24.8137567,121.0295676",1,387.0,六家派出所,
HNB00425,大樓,大樓,竹北市,東興里,新竹縣竹北市東興里27鄰嘉興一街168號,"24.80877,121.045833",3,1688.0,六家派出所,
HNB00426,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里29鄰勝利十五街258號,"24.8285358,121.0301742",2,1199.0,六家派出所,
HNB00427,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里28鄰興隆路二段337號,"24.8100456,121.02057",2,2182.0,六家派出所,
HNB00428,大樓,大樓,竹北市,北興里,新竹縣竹北市北興里29鄰勝利十五街196號,"24.8286021,121.0300161",3,967.0,六家派出所,
HNB00429,台元紡織廠,公寓,竹北市,竹北里,新竹縣竹北市竹北里中山路416號,"24.8388295,121.0127282",1,48.0,竹北派出所,
HNB00430,義民中學-禮堂,公寓,竹北市,竹義里,新竹縣竹北市竹義里中正西路15號,"24.8391368,121.0040633",1,127.0,竹北派出所,
HNB00431,台灣省水產試驗所,公寓,竹北市,新崙里,新竹縣竹北市新崙里22鄰中華路111號,"24.8296392,121.0002794",1,162.0,竹北派出所,
HNB00432,義民中學-勤學樓,公寓,竹北市,竹義里,新竹縣竹北市竹義里中正西路15號,"24.8391368,121.0040633",1,196.0,竹北派出所,
HNB00434,大樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里中正東路488號,"24.8385124,121.0062488",1,906.0,竹北派出所,
HNB00435,義民中學-司令台,公寓,竹北市,竹義里,新竹縣竹北市竹義里中正西路15號,"24.8391368,121.0040633",1,77.0,竹北派出所,
HNB00436,竹北市公所托兒所,公寓,竹北市,新國里,新竹縣竹北市新國里22鄰中正西路247號,"24.8423185,120.9973971",1,76.0,竹北派出所,
HNB00437,新社國小-圖書館,公寓,竹北市,新社里,新竹縣竹北市新社里25鄰新社40號,"24.8435013,120.9988834",1,36.0,竹北派出所,
HNB00438,華光智能發展中心,公寓,竹北市,竹北里,新竹縣竹北市竹北里和平街82號,"24.8395893,121.010007",1,38.0,竹北派出所,
HNB00439,大樓,大樓,竹北市,泰和里,新竹縣竹北市泰和里11鄰中泰路6-12號,"24.8394551,121.0075413",1,797.0,竹北派出所,
HNB00440,瑩光化學公司,公寓,竹北市,泰和里,新竹縣竹北市泰和里博愛街959號,"24.8475252,121.0211686",1,125.0,竹北派出所,
HNB00441,台新大樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里中華路408巷61弄2-4號,"24.8388331,121.0073557",1,101.0,竹北派出所,
HNB00442,大樓,大樓,竹北市,新國里,新竹縣竹北市新國里15鄰新光街八六巷6號,"24.841325,120.9985224",1,336.0,竹北派出所,
HNB00443,向陽大樓,大樓,竹北市,新國里,新竹縣竹北市新國里11鄰華興街262巷52-2F號,"24.8387482,120.9987498",1,340.0,竹北派出所,
HNB00444,大樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里新民街29巷7號,"24.840929,121.0041844",1,283.0,竹北派出所,
HNB00445,大樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里新民街25號,"24.8407933,121.0043412",1,90.0,竹北派出所,
HNB00446,大樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里中正西路56巷11號,"24.8408385,121.0041308",1,288.0,竹北派出所,
HNB00447,大樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里49鄰新民路29巷6-10號,"24.8362111,121.0012539",1,232.0,竹北派出所,
HNB00448,台新大廈,大樓,竹北市,竹義里,新竹縣竹北市竹義里中華路408巷61弄1號,"24.8388331,121.0073557",1,717.0,竹北派出所,
HNB00449,竹北雄觀,大樓,竹北市,竹義里,新竹縣竹北市竹義里中華路352號,"24.8370542,121.0053055",1,959.0,竹北派出所,
HNB00450,華興天下,大樓,竹北市,新國里,新竹縣竹北市新國里1鄰中央路233號,"24.8388802,120.9997402",1,1016.0,竹北派出所,
HNB00451,大樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里文昌路63號,"24.8362111,121.0012539",1,248.0,竹北派出所,
HNB00452,財神大廈,大樓,竹北市,竹北里,新竹縣竹北市竹北里博愛街513號,"24.8396172,121.0106405",1,284.0,竹北派出所,
HNB00453,大樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里新民路21號,"24.8362111,121.0012539",1,102.0,竹北派出所,
HNB00454,公園城,大樓,竹北市,竹北里,新竹縣竹北市竹北里2鄰十興路305巷2號,"24.833192,121.023179",1,1488.0,竹北派出所,
HNB00455,華馨園大廈,大樓,竹北市,新社里,新竹縣竹北市新社里華興街136號,"24.8404827,121.0030073",1,536.0,竹北派出所,
HNB00456,大樓,大樓,竹北市,新國里,新竹縣竹北市新國里中正西路245號,"24.842288,120.997366",1,103.0,竹北派出所,
HNB00457,大樓,大樓,竹北市,新國里,新竹縣竹北市新國里10鄰華興街2街40號,"24.8386411,121.0011233",1,71.0,竹北派出所,
HNB00458,大樓,大樓,竹北市,新社里,新竹縣竹北市新社里30鄰新國街40號,"24.8422965,120.9956334",1,333.0,竹北派出所,
HNB00459,華興傳家寶,大樓,竹北市,新國里,新竹縣竹北市新國里11鄰中央路225號,"24.8387968,121.0001472",1,275.0,竹北派出所,
HNB00460,金銀島大樓,大樓,竹北市,新社里,新竹縣竹北市新社里31鄰新生街85號,"24.842077,120.995305",1,120.0,竹北派出所,
HNB00461,大樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里新光街243號,"24.8365151,121.001868",1,210.0,竹北派出所,
HNB00462,逸園大樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里三民路541號,"24.8364098,121.0062917",1,609.0,竹北派出所,
HNB00463,喜年華大樓,大樓,竹北市,新國里,新竹縣竹北市新國里13鄰新光街170號,"24.8382503,120.9982665",1,547.0,竹北派出所,
HNB00464,竹北高中,公寓,竹北市,竹義里,新竹縣竹北市竹義里中央路3號,"24.836906,121.0041381",1,3554.0,竹北派出所,
HNB00465,金色大地華廈,大樓,竹北市,竹北里,新竹縣竹北市竹北里3鄰三民路59號,"24.8339192,121.0179772",1,488.0,竹北派出所,
HNB00466,才高八斗,大樓,竹北市,新社里,新竹縣竹北市新社里華興街78號,"24.8420087,121.0041004",1,1634.0,竹北派出所,
HNB00467,中正傳家寶,大樓,竹北市,新社里,新竹縣竹北市新社里29鄰新興路27巷5-7F號,"24.8435066,120.9940955",1,536.0,竹北派出所,
HNB00468,阿波羅大廈,大樓,竹北市,竹義里,新竹縣竹北市竹義里中華路368號,"24.8377541,121.0053468",1,105.0,竹北派出所,
HNB00469,公寓,公寓,竹北市,竹北里,新竹縣竹北市竹北里16鄰和平街98號,"24.8401159,121.0104249",1,135.0,竹北派出所,
HNB00470,竹北國中,公寓,竹北市,新社里,新竹縣竹北市新社里中正西路154號,"24.8410569,121.0005151",1,1487.0,竹北派出所,
HNB00471,大樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里華興街299號,"24.8372451,120.99962",1,436.0,竹北派出所,
HNB00472,"竹北國小 繁星樓",公寓,竹北市,竹義里,新竹縣竹北市竹義里46鄰中正西路17號,"24.839441,121.0036992",1,868.0,竹北派出所,
HNB00473,青年居大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里十興路305巷295號,"24.832001,121.024806",1,268.0,竹北派出所,
HNB00474,大樓,大樓,竹北市,新社里,新竹縣竹北市新社里國盛街365號,"24.8424141,120.9985804",1,399.0,竹北派出所,
HNB00475,藝術名宮,大樓,竹北市,新國里,新竹縣竹北市新國里11鄰中央路237號,"24.8390365,120.9996762",1,776.0,竹北派出所,
HNB00476,大地綠野,公寓,竹北市,竹北里,新竹縣竹北市竹北里十興路305巷13弄22號,"24.8323525,121.0234084",1,453.0,竹北派出所,
HNB00477,大樓,大樓,竹北市,新社里,新竹縣竹北市新社里28鄰新民街326巷5號,"24.8435543,120.9959318",1,477.0,竹北派出所,
HNB00478,金瓜石旅行社公司,大樓,竹北市,竹義里,新竹縣竹北市竹義里新泰路110號之112號,"24.8390583,121.0076574",1,322.0,竹北派出所,
HNB00479,竹北華盛頓,大樓,竹北市,竹義里,新竹縣竹北市竹義里中華路348號,"24.8368228,121.005307",1,653.0,竹北派出所,
HNB00480,竹北金站社區,大樓,竹北市,泰和里,新竹縣竹北市泰和里11鄰新泰路78巷2至14號,"24.8405673,121.0078871",1,1105.0,竹北派出所,
HNB00481,富源名品NO.9,大樓,竹北市,新社里,新竹縣竹北市新社里國盛街224-6F號,"24.8435376,121.0024322",1,390.0,竹北派出所,
HNB00482,大樓,大樓,竹北市,新社里,新竹縣竹北市新社里27鄰新民路213巷7弄2-6F號,"24.8436458,120.996763",1,596.0,竹北派出所,
HNB00483,公園大郡,公寓,竹北市,新社里,新竹縣竹北市新社里國盛街240巷7號,"24.8444366,121.0024487",1,1810.0,竹北派出所,
HNB00484,中正國小,公寓,竹北市,竹北里,新竹縣竹北市竹北里10鄰中山路190號,"24.8363991,121.0193888",1,524.0,竹北派出所,
HNB00485,新社國小,公寓,竹北市,新社里,新竹縣竹北市新社里25鄰新社40號,"24.8435013,120.9988834",1,475.0,竹北派出所,
HNB00486,"竹北國小 行政教室",公寓,竹北市,竹義里,新竹縣竹北市竹義里46鄰中正西路17號,"24.839441,121.0036992",1,1317.0,竹北派出所,
HNB00487,大樓,大樓,竹北市,泰和里,新竹縣竹北市泰和里1鄰中山路10巷15-27號,"24.835325,121.0253893",1,550.0,竹北派出所,
HNB00488,站前尊邸,大樓,竹北市,竹義里,新竹縣竹北市竹義里32鄰中泰路27.29號,"24.8397714,121.0067344",1,240.0,竹北派出所,
HNB00489,大樓,大樓,竹北市,新國里,新竹縣竹北市新國里中正西路129號,"24.8410121,121.0000247",1,121.0,竹北派出所,
HNB00490,翡翠森林,大樓,竹北市,泰和里,新竹縣竹北市泰和里16鄰中華路785號,"24.8454295,121.0054797",1,2061.0,竹北派出所,
HNB00491,勝開科技,公寓,竹北市,泰和里,新竹縣竹北市泰和里23鄰泰和路84號,"24.8470814,121.0092874",1,2356.0,竹北派出所,
HNB00492,大樓,大樓,竹北市,泰和里,新竹縣竹北市泰和里15鄰國盛街28之1-7號,"24.8424437,121.004454",1,243.0,竹北派出所,
HNB00493,廣晶科技,公寓,竹北市,泰和里,新竹縣竹北市泰和里6鄰中和街62巷17弄1號,"24.8487036,121.012058",1,1151.0,竹北派出所,
HNB00494,聯合能源科技公司,大樓,竹北市,泰和里,新竹縣竹北市泰和里12鄰新泰路31號,"24.8405642,121.0084221",1,5132.0,竹北派出所,
HNB00495,旺矽科技公司,公寓,竹北市,泰和里,新竹縣竹北市泰和里8鄰中和街155號,"24.8484287,121.009713",1,491.0,竹北派出所,
HNB00496,文生開發股份有限公司（170廠）,大樓,竹北市,竹北里,新竹縣竹北市竹北里台元街20號,"24.8404929,121.0120095",1,44835.0,竹北派出所,
HNB00497,旺矽科技股份有限公司,公寓,竹北市,泰和里,新竹縣竹北市泰和里中和街151號,"24.848345,121.0103922",1,785.0,竹北派出所,
HNB00498,浮生六藝社區,大樓,竹北市,竹義里,新竹縣竹北市竹義里中正西路56巷17號,"24.8408385,121.0041308",2,1925.0,竹北派出所,
HNB00499,大地風華,大樓,竹北市,竹義里,新竹縣竹北市竹義里新泰路55號,"24.8390001,121.0079087",2,3049.0,竹北派出所,
HNB00500,新竹縣政府-新竹縣身心障礙綜合福利中心,公寓,竹北市,竹北里,新竹縣竹北市竹北里11鄰中山路220號,"24.8369456,121.0181059",1,1409.0,竹北派出所,
HNB00501,義民中學-福利社,大樓,竹北市,竹義里,新竹縣竹北市竹義里中正西路15號,"24.8391368,121.0040633",2,539.0,竹北派出所,
HNB00502,竹北國中-仁愛樓,公寓,竹北市,新社里,新竹縣竹北市新社里中正西路154號,"24.8410569,121.0005151",1,452.0,竹北派出所,
HNB00503,大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里12鄰台元街32之1號,"24.8430411,121.016416",1,15832.0,竹北派出所,
HNB00504,義民中學-敬業樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里中正西路15號,"24.8391368,121.0040633",1,2645.0,竹北派出所,
HNB00505,愛戀6度c社區,大樓,竹北市,泰和里,新竹縣竹北市泰和里21鄰新工五路37號,"24.8482227,121.0039046",2,2086.0,竹北派出所,
HNB00506,大樓,大樓,竹北市,新國里,新竹縣竹北市新國里14鄰新溪街161-1二F號,"24.8370324,120.9986124",8,170.0,竹北派出所,
HNB00507,財團法人中華血液基金會,大樓,竹北市,新崙里,新竹縣竹北市新崙里光明十一路215巷6號,"24.8346069,120.9981045",1,1155.0,竹北派出所,
