電腦編號,建築物名稱,類別,鄉鎮市區,村里別,地址,經緯度,避難樓層,容量（自動計算）,轄區派出所,備註
HNL00114,納爾科公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村復興路34號,"24.8696777,121.0038751",1,150.0,新工派出所,
HNL00115,德亞樹脂公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村三民路15號,"24.8685731,120.9997977",1,88.0,新工派出所,
HNL00116,安和金屬,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村復興路36號,"24.8699358,121.0034567",1,175.0,新工派出所,
HNL00117,康普林科技公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村復興路2號,"24.8660782,121.0103014",1,38.0,新工派出所,
HNL00118,建成機械,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村中華路1號,"24.8636687,121.0036347",1,445.0,新工派出所,
HNL00119,華展工業公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村三民路1號,"24.8663905,120.9971541",1,130.0,新工派出所,
HNL00120,兆赫電子股份公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村文化路2號,"24.8617626,121.0093076",1,211.0,新工派出所,
HNL00121,多聯科技公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村仁政路12號,"24.8679415,121.009722",1,133.0,新工派出所,
HNL00122,三皇企業公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村復興路28號,"24.8691314,121.00476",1,88.0,新工派出所,
HNL00123,美強光學公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村中華路13號,"24.8687299,121.007101",1,475.0,新工派出所,
HNL00124,榮錦塑膠工業,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村文化路28號,"24.8685059,121.014684",1,224.0,新工派出所,
HNL00125,巍昌兄弟公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村大同路21號,"24.8717846,121.0006521",1,50.0,新工派出所,
HNL00126,厚聲電阻公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村三民路17號,"24.870955,121.001661",1,71.0,新工派出所,
HNL00127,原聚化工,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村自強路7號,"24.8621725,121.0062945",1,134.0,新工派出所,
HNL00128,隆山元工業,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村復興路38號,"24.8703935,121.002907",1,236.0,新工派出所,
HNL00129,南豐工業公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村大同路1號,"24.86797,120.9964372",1,113.0,新工派出所,
HNL00130,台灣花王,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村中華路6號,"24.865288,121.0060481",1,618.0,新工派出所,
HNL00131,允力實業公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村文化路9號,"24.8645225,121.0108318",1,120.0,新工派出所,
HNL00132,香澤實業股份有限公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村仁政路10號,"24.8675264,121.0100804",1,30.0,新工派出所,
HNL00133,三陽工業公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村三民路19號,"24.8691434,121.0007329",1,430.0,新工派出所,
HNL00134,富士達股份公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村文化路12號,"24.8644444,121.0110885",1,156.0,新工派出所,
HNL00135,和鑫光電公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村1鄰文化路2號,"24.8617576,121.0092623",1,45.0,新工派出所,
HNL00136,麥登工業公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村仁政路13號,"24.867819,121.008673",1,115.0,新工派出所,
HNL00137,士林電機電裝廠,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村中華路17號,"24.8732269,121.0093454",1,298.0,新工派出所,
HNL00138,晶兆成公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村文化路26號,"24.8683857,121.0140454",1,76.0,新工派出所,
HNL00139,四維企業,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村三民路21號,"24.8702599,121.0019963",1,2186.0,新工派出所,
HNL00140,唐榮科技園區,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村新興路458號,"24.875007,121.003165",1,585.0,新工派出所,
HNL00141,華淵電機,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村中華路18號,"24.8700906,121.0089946",1,755.0,新工派出所,
HNL00142,翔勝企業,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村仁愛路11號,"24.8717151,121.0107518",1,61.0,新工派出所,
HNL00143,添鴻科技公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村三民路12號,"24.8708596,121.0033848",1,67.0,新工派出所,
HNL00144,向陽科技,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村復興路16號,"24.8672045,121.0081466",1,77.0,新工派出所,
HNL00145,卓韋光電公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村仁德路8號,"24.87044,121.010972",1,77.0,新工派出所,
HNL00146,丸正科技公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村光復南路39號,"24.860327,121.019829",1,386.0,新工派出所,
HNL00147,博威電子公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村光復路79號,"24.8607489,121.018824",1,138.0,新工派出所,
HNL00148,誼虹電子公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村光復南路38號,"24.8604123,121.0194242",1,74.0,新工派出所,
HNL00149,創圓科技公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村光復南路51號,"24.858416,121.0185927",1,1122.0,新工派出所,
HNL00150,台灣耶馬都惠須龍股份有限公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村光復南路53號,"24.85813,121.0186599",1,190.0,新工派出所,
HNL00152,聯怡耐火陶瓷,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村光復南路40號,"24.8601752,121.019321",1,43.0,新工派出所,
HNL00153,奈晶科技公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村光復南路49號,"24.858628,121.018798",1,31.0,新工派出所,
HNL00154,聯亞製藥公司,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復北路45號,"24.8738001,121.0291998",1,201.0,新工派出所,
HNL00155,毛寶公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村實踐路19號,"24.866423,121.0162525",1,202.0,新工派出所,
HNL00156,台灣伊奈公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村實踐路18號,"24.8652766,121.0149352",1,134.0,新工派出所,
HNL00157,大全彩藝,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復路28號,"24.867908,121.021751",1,247.0,新工派出所,
HNL00158,儒成工業有限公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村36鄰光復北路66號,"24.8688694,121.0195559",1,173.0,新工派出所,
HNL00159,瑞軒科技公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村36鄰工業三路2號,"24.8667503,121.0161091",1,811.0,新工派出所,
HNL00160,寰邦科技公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復路77號,"24.8613091,121.0183854",1,1080.0,新工派出所,
HNL00161,味島食品,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村實踐路8號,"24.8688354,121.0167111",1,156.0,新工派出所,
HNL00162,晟德大藥廠,大樓,湖口鄉,勝利村,新竹縣湖口鄉勝利村22鄰實踐路2號,"24.8695163,121.0179425",1,424.0,新工派出所,
HNL00163,長春人造樹脂公司,大樓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村1鄰中華路8號,"24.8670307,121.0064418",1,598.0,新工派出所,
HNL00164,力成科技,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村1鄰大同路10號,"24.8693044,120.9983556",1,8843.0,新工派出所,
HNL00165,濟生化學,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村實踐路3號,"24.8681295,121.0179264",1,168.0,新工派出所,
HNL00166,晃誼公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村工業五路21號,"24.8585959,121.0142694",1,118.0,新工派出所,
HNL00167,華友材料應用高分子部,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村工業五路17號,"24.858606,121.0144625",1,112.0,新工派出所,
HNL00168,台灣日美股份公司,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復北路36號,"24.8735557,121.0257971",1,93.0,新工派出所,
HNL00169,台惟工業,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復路14號,"24.8709527,121.0280674",1,467.0,新工派出所,
HNL00170,達虹股份公司,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復路12號,"24.870958,121.0283361",1,395.0,新工派出所,
HNL00171,躍欣生技醫藥,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復路10號,"24.8713353,121.0296487",1,266.0,新工派出所,
HNL00172,華友材料,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村工業五路2號,"24.8585276,121.0158375",1,244.0,新工派出所,
HNL00173,榮創光電,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村工業五路13號,"24.8583783,121.0150884",1,95.0,新工派出所,
HNL00174,大正製藥股份公司,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復北路69號,"24.8727475,121.0236905",1,101.0,新工派出所,
HNL00175,台惟工業,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復路14號,"24.8709527,121.0280674",1,467.0,新工派出所,
HNL00176,威利盟光電公司,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復北路20號,"24.875401,121.032264",1,163.0,新工派出所,
HNL00177,錸德科技公司-警衛室樓下,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復北路50號,"24.871612,121.021175",1,130.0,新工派出所,
HNL00178,立達鋼鐵公司,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復路22號,"24.8697397,121.0234737",1,197.0,新工派出所,
HNL00179,麥特化學工業,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復北路77號,"24.8708663,121.0212962",1,197.0,新工派出所,
HNL00180,岩田友嘉塗料機械股份有限公司,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復北路31號,"24.8745995,121.0329504",1,127.0,新工派出所,
HNL00181,鑫晶鑽公司,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復北路35號,"24.8746685,121.0318259",1,313.0,新工派出所,
HNL00182,中正國中,公寓,湖口鄉,鳳凰村,新竹縣湖口鄉鳳凰村仁興路135號,"24.8729386,121.018032",1,424.0,新工派出所,
HNL00183,華興國小,公寓,湖口鄉,鳳凰村,新竹縣湖口鄉鳳凰村文化路171號,"24.8741833,121.0200479",1,194.0,新工派出所,
HNL00184,台灣田邊製藥股份公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村30鄰光復北路97號,"24.8662863,121.0184807",1,239.0,新工派出所,
HNL00185,華立企業公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村實踐路14號,"24.8670888,121.016383",1,683.0,新工派出所,
HNL00186,翔泓科技,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路47號,"24.858936,121.018966",1,38.0,新工派出所,
HNL00187,日鼎公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復路36號,"24.8655494,121.0207999",1,53.0,新工派出所,
HNL00188,朝陽電裝,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村實踐路10號,"24.8681001,121.0159229",1,95.0,新工派出所,
HNL00189,東義科技,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村文化路15號,"24.8679177,121.0129353",1,60.0,新工派出所,
HNL00190,住電國際電子材料公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村工業五路19號,"24.858536,121.014466",1,87.0,新工派出所,
HNL00191,穩好高份子化學,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村29鄰光復北路80號,"24.8660342,121.018059",1,144.0,新工派出所,
HNL00192,一興國際公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村四維路2-1號,"24.8650632,121.0238117",1,68.0,新工派出所,
HNL00193,後大實業,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路10號,"24.8645498,121.022109",1,52.0,新工派出所,
HNL00194,沛可股份有限公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村31鄰四維路30號,"24.8617488,121.0207965",1,91.0,新工派出所,
HNL00195,禾邑實業公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村31鄰四維路10號,"24.8641505,121.022983",1,42.0,新工派出所,
HNL00196,誠遠科技,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路34號,"24.8614575,121.0198471",1,34.0,新工派出所,
HNL00197,誼虹電子公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路38號,"24.8604123,121.0194242",1,57.0,新工派出所,
HNL00198,台灣信越矽利光公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路15號,"24.8633152,121.0219078",1,160.0,新工派出所,
HNL00199,禧通科技公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路5號,"24.8654044,121.0230502",1,206.0,新工派出所,
HNL00200,台灣精星科技公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村實踐路12號,"24.8675367,121.0164149",1,45.0,新工派出所,
HNL00201,新利虹科技公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復路38號,"24.865049,121.0203767",1,226.0,新工派出所,
HNL00202,清晰科技,公寓,湖口鄉,鳳凰村,新竹縣湖口鄉鳳凰村中華路124號,"24.8767195,121.0109534",1,188.0,新工派出所,
HNL00203,台灣富士材料公司,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復北路30號,"24.8738421,121.0276564",1,67.0,新工派出所,
HNL00205,坤輝科技公司,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復路8號,"24.8719827,121.0319996",1,135.0,新工派出所,
HNL00206,中慶工業公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村光復北路113號,"24.8620489,121.015863",1,136.0,新工派出所,
HNL00207,穩好高份子化學,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村實踐路35號,"24.8628513,121.0140787",1,78.0,新工派出所,
HNL00208,中日金屬,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村光復北路106號,"24.859575,121.013764",1,170.0,新工派出所,
HNL00209,速敏科技,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村工業四路14號,"24.8612488,121.0179315",1,28.0,新工派出所,
HNL00210,瑞耘科技,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村光復南路58號,"24.857534,121.0176295",1,360.0,新工派出所,
HNL00211,創圓科技公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村光復南路51號,"24.858416,121.0185927",1,27.0,新工派出所,
HNL00212,創圓科技公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村光復南路51號,"24.858416,121.0185927",1,65.0,新工派出所,
HNL00213,城東玻璃,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村光復南路43號,"24.8596213,121.019245",1,41.0,新工派出所,
HNL00214,互力精密化學公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復北路78號,"24.8664479,121.018077",1,487.0,新工派出所,
HNL00215,優美科技,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路29號,"24.8618259,121.0205236",1,56.0,新工派出所,
HNL00216,雅信精密製造公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路4號,"24.8652054,121.0223945",1,83.0,新工派出所,
HNL00217,崧智科技公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路12號,"24.8643725,121.0218676",1,66.0,新工派出所,
HNL00218,禧通科技,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路2號,"24.8658013,121.0225732",1,72.0,新工派出所,
HNL00219,有琍國際公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路18號,"24.863551,121.021236",1,54.0,新工派出所,
HNL00220,宇智網通公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復北路90號,"24.8640226,121.0166541",1,68.0,新工派出所,
HNL00221,禧通科技公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路5號,"24.8654044,121.0230502",1,40.0,新工派出所,
HNL00222,復盛精密,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村實踐路6號,"24.8692579,121.017074",1,194.0,新工派出所,
HNL00224,大城輪胎機械公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村實踐路33號,"24.8633271,121.0143175",1,50.0,新工派出所,
HNL00225,朝陽電裝,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村實踐路10號,"24.8681001,121.0159229",1,327.0,新工派出所,
HNL00226,光頡科技公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復北路70號,"24.868344,121.018577",1,327.0,新工派出所,
HNL00227,沛可公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路30號,"24.8620404,121.0205755",1,124.0,新工派出所,
HNL00228,長瀛科技,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村8鄰四維路12號,"24.8637995,121.0230604",1,38.0,新工派出所,
HNL00229,中國電器股份公司,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復北路81號,"24.8703532,121.0209334",1,311.0,新工派出所,
HNL00230,太宇公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村36鄰四維路5號,"24.8631939,121.0231621",1,323.0,新工派出所,
HNL00231,長榮公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復北路99號,"24.8654486,121.0178353",1,1244.0,新工派出所,
HNL00232,遠志工業公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村36鄰四維路8號,"24.8644213,121.0234542",1,72.0,新工派出所,
HNL00233,健喬信元醫藥公司,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村18鄰工業一路6號,"24.8705417,121.026351",1,518.0,新工派出所,
HNL00234,瑞士遠東公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路36號,"24.8612338,121.0198247",1,41.0,新工派出所,
HNL00235,宏森電能科技公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村1鄰仁政路3號,"24.864318,121.0041043",1,332.0,新工派出所,
HNL00236,全興工業,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村三民路3號,"24.867022,120.99766",1,4105.0,新工派出所,
HNL00237,一興化學公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村復興路24號,"24.8686574,121.0055386",1,73.0,新工派出所,
HNL00238,台灣普利司通,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村莊敬路1號,"24.8814458,121.0449768",1,1081.0,新工派出所,
HNL00239,工業區管理中心,公寓,湖口鄉,鳳凰村,新竹縣湖口鄉鳳凰村中華路22號,"24.8720567,121.0099327",1,152.0,新工派出所,
HNL00240,四維企業公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村三民路21號,"24.8702599,121.0019963",1,2186.0,新工派出所,
HNL00241,精銘塑膠公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村仁德路12號,"24.8711407,121.0096548",1,112.0,新工派出所,
HNL00242,添鴻科技,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村三民路12號,"24.8708596,121.0033848",1,33.0,新工派出所,
HNL00244,長春人造樹脂公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村1鄰中華路8號,"24.8670307,121.0064418",1,1750.0,新工派出所,
HNL00245,台灣斯泰隆公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村1鄰仁政路17號,"24.8682137,121.0080911",1,52.0,新工派出所,
HNL00246,美磊科技公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村自強路18號,"24.8687695,120.9971495",1,127.0,新工派出所,
HNL00247,精中電企業,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村仁義路19號,"24.868757,121.0093493",1,50.0,新工派出所,
HNL00248,旭德科技公司,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復北路32號,"24.8736855,121.0268579",1,428.0,新工派出所,
HNL00249,旭德科技公司,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村19鄰光復北路32號,"24.8736855,121.0268579",1,1568.0,新工派出所,
HNL00250,丸正科技公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村光復南路39號,"24.860327,121.019829",1,146.0,新工派出所,
HNL00251,禧通科技,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路2號,"24.8658013,121.0225732",1,962.0,新工派出所,
HNL00252,中興國小,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村吉祥街43號,"24.8666855,121.0283026",1,862.0,新工派出所,
HNL00253,台灣精星科技公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村實踐路12號,"24.8675367,121.0164149",1,77.0,新工派出所,
HNL00254,城東玻璃,大樓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復南路43號,"24.8596213,121.019245",1,253.0,新工派出所,
HNL00255,錸德科技,大樓,湖口鄉,中興村,新竹縣湖口鄉中興村光復北路44、46號,"24.8725365,121.0227725",1,4043.0,新工派出所,
HNL00256,志同塑膠,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村仁義路6號,"24.868049,121.011754",1,53.0,新工派出所,
HNL00257,力成科技,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村三民路7號,"24.8675129,120.9984884",1,3483.0,新工派出所,
HNL00258,正文科技公司,公寓,湖口鄉,鳳凰村,新竹縣湖口鄉鳳凰村仁愛路1號,"24.8706327,121.0127283",1,1442.0,新工派出所,
HNL00259,國碩科技,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村23鄰工業一路3號,"24.8717943,121.0262117",3,1950.0,新工派出所,
HNL00260,華興國小,公寓,湖口鄉,鳳凰村,新竹縣湖口鄉鳳凰村文化路171號,"24.8741833,121.0200479",1,123.0,新工派出所,
HNL00261,前鼎光電公司,大樓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村自強路3號,"24.8616232,121.0077957",1,1300.0,新工派出所,
HNL00262,台灣松電多層材料,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復路20-1號,"24.8700427,121.0241411",1,218.0,新工派出所,
HNL00263,勝創科技,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復路20號,"24.8700427,121.0241411",1,3982.0,新工派出所,
HNL00264,欣銓科技公司,大樓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村文化路24號,"24.8679577,121.0135526",1,2845.0,新工派出所,
HNL00265,錸德科技公司,大樓,湖口鄉,中興村,新竹縣湖口鄉中興村光復北路50-1號,"24.871612,121.021175",1,203.0,新工派出所,
HNL00266,博威電子公司,大樓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復路79號,"24.8607489,121.018824",1,1756.0,新工派出所,
HNL00267,居易科技,大樓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村復興路26號,"24.8690019,121.005393",1,724.0,新工派出所,
HNL00268,多聯科技股份有限公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村仁政路12號,"24.8679415,121.009722",1,901.0,新工派出所,
HNL00269,新三興股份有限公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村仁義路8號,"24.8681005,121.011275",1,414.0,新工派出所,
HNL00270,利賓建設公司,大樓,湖口鄉,勝利村,新竹縣湖口鄉勝利村蘭州路216號,"24.863896,121.024003",1,161.0,新工派出所,
HNL00271,悠立半導體公司,公寓,湖口鄉,中興村,新竹縣湖口鄉中興村光復北路39號,"24.8742968,121.0308245",1,397.0,新工派出所,
HNL00272,力成科技,大樓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村文化路26號,"24.8683857,121.0140454",1,2725.0,新工派出所,
HNL00273,恆顥科技,大樓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村文化路2-1號,"24.8617626,121.0093076",1,3068.0,新工派出所,
HNL00274,錸德科技股份有限公司,大樓,湖口鄉,中興村,新竹縣湖口鄉中興村光復北路50號,"24.871612,121.021175",1,2852.0,新工派出所,
HNL00275,欣銓科技公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村仁義路9號,"24.8680663,121.0108799",1,2575.0,新工派出所,
HNL00276,華興國小,公寓,湖口鄉,鳳凰村,新竹縣湖口鄉鳳凰村文化路171號,"24.8741833,121.0200479",1,77.0,新工派出所,
HNL00277,達虹股份公司,大樓,湖口鄉,中興村,新竹縣湖口鄉中興村光復路12號,"24.870958,121.0283361",1,5934.0,新工派出所,
HNL00278,德謙企業公司,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村光復北路92號,"24.863434,121.016132",1,775.0,新工派出所,
HNL00279,國碩科技公司,大樓,湖口鄉,中興村,新竹縣湖口鄉中興村工業一路3-1號,"24.8717943,121.0262117",1,592.0,新工派出所,
HNL00280,辛耘晶技公司,大樓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村中華路16號,"24.869372,121.008232",1,3295.0,新工派出所,
HNL00281,中華電信,大樓,湖口鄉,鳳凰村,新竹縣湖口鄉鳳凰村25鄰中華路126號,"24.8775326,121.0105295",1,694.0,新工派出所,
HNL00282,保力達公司,大樓,湖口鄉,勝利村,新竹縣湖口鄉勝利村22鄰實踐路20-1號,"24.8653327,121.0149704",1,284.0,新工派出所,
HNL00283,"力成科技公司 蔡篤恭",公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村三民路7-1號,"24.8675129,120.9984884",1,1781.0,新工派出所,
HNL00284,世禾科技公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村仁政路18號,"24.868301,121.008903",1,504.0,新工派出所,
HNL00285,心鑽NO13社區,公寓,湖口鄉,鳳凰村,新竹縣湖口鄉鳳凰村13鄰民享街8號,"24.8709803,121.0130618",1,156.0,新工派出所,
HNL00286,湖口鄉中興國小,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村吉祥街43號,"24.8666855,121.0283026",1,538.0,新工派出所,
HNL00287,皇科企業,公寓,湖口鄉,勝利村,新竹縣湖口鄉勝利村26鄰四維路7之1號,"24.8619814,121.0225545",1,940.0,新工派出所,
HNL00288,陳楚化,大樓,湖口鄉,勝利村,新竹縣湖口鄉勝利村6鄰新生路185號,"24.8649878,121.0254813",1,398.0,新工派出所,
HNL00289,矽格公司,大樓,湖口鄉,勝利村,新竹縣湖口鄉勝利村22鄰四維路1-1號,"24.8643452,121.0237105",2,3691.0,新工派出所,
HNL00290,幸福臨門社區,大樓,湖口鄉,中興村,新竹縣湖口鄉中興村2鄰鐵騎路186巷7弄6號,"24.8710353,121.0360065",1,1054.0,新工派出所,
HNL00291,力成科技公司,公寓,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村1鄰文化路4號,"24.862391,121.0095884",1,2187.0,新工派出所,
HNL00292,政信營造股份有限公司,大樓,湖口鄉,勝利村,新竹縣湖口鄉勝利村12鄰蘭州二街40號,"24.8692044,121.0245503",1,121.0,新工派出所,
